title
"Number of Jobs Ended: by Node Count"
parameters
"Resource =  SDSC-COMET"
start,end
2015-08-01,2016-01-31
---------
Day,"[1] Number of Jobs Ended","[2] Number of Jobs Ended","[4] Number of Jobs Ended","[8] Number of Jobs Ended","[3] Number of Jobs Ended","[10] Number of Jobs Ended","[6] Number of Jobs Ended","[12] Number of Jobs Ended","[16] Number of Jobs Ended","[5] Number of Jobs Ended","[20] Number of Jobs Ended","[7] Number of Jobs Ended","[32] Number of Jobs Ended","[24] Number of Jobs Ended","[40] Number of Jobs Ended","[72] Number of Jobs Ended","[18] Number of Jobs Ended","[9] Number of Jobs Ended","[15] Number of Jobs Ended","[30] Number of Jobs Ended","[64] Number of Jobs Ended","[25] Number of Jobs Ended","[11] Number of Jobs Ended","[42] Number of Jobs Ended","[22] Number of Jobs Ended","[14] Number of Jobs Ended","[48] Number of Jobs Ended","[21] Number of Jobs Ended","[36] Number of Jobs Ended","[50] Number of Jobs Ended","[17] Number of Jobs Ended","[13] Number of Jobs Ended","[60] Number of Jobs Ended","[70] Number of Jobs Ended","[26] Number of Jobs Ended","[19] Number of Jobs Ended","[54] Number of Jobs Ended","[43] Number of Jobs Ended","[71] Number of Jobs Ended","[33] Number of Jobs Ended","[56] Number of Jobs Ended","[28] Number of Jobs Ended","[29] Number of Jobs Ended","[51] Number of Jobs Ended","[65] Number of Jobs Ended","[35] Number of Jobs Ended","[27] Number of Jobs Ended","[41] Number of Jobs Ended","[58] Number of Jobs Ended","[52] Number of Jobs Ended","[55] Number of Jobs Ended","[67] Number of Jobs Ended","[44] Number of Jobs Ended","[45] Number of Jobs Ended","[34] Number of Jobs Ended","[49] Number of Jobs Ended","[68] Number of Jobs Ended","[23] Number of Jobs Ended","[31] Number of Jobs Ended","[38] Number of Jobs Ended","[46] Number of Jobs Ended","[37] Number of Jobs Ended","[39] Number of Jobs Ended","[57] Number of Jobs Ended","[63] Number of Jobs Ended","[66] Number of Jobs Ended"
2015-10-25,3018,138,51,48,36,0,6,34,15,2,6,0,1,1,1,0,3,1,0,7,0,0,0,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-26,1246,408,80,84,81,4,37,24,21,18,15,2,2,24,4,2,4,2,7,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-27,1076,255,139,54,70,7,6,124,18,20,16,1,0,1,3,4,0,0,1,1,5,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-28,2078,367,334,54,103,9,28,84,32,22,8,0,4,6,20,5,6,13,1,0,1,0,5,0,0,0,1,1,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-29,1144,386,239,90,56,18,22,10,20,21,11,5,4,0,22,0,0,5,0,1,5,0,23,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-30,1101,242,196,56,40,12,52,3,29,17,18,7,6,73,0,0,0,5,0,0,4,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-31,1570,332,195,56,27,4,22,49,7,19,8,1,1,14,2,0,10,2,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-01,2520,263,119,34,25,1,36,6,15,18,1,0,2,24,1,0,23,1,0,2,4,0,4,2,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-02,2934,253,123,82,36,7,18,7,23,2,11,0,21,51,0,0,4,3,0,0,9,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-03,3995,358,142,60,34,20,9,10,34,9,14,9,21,2,1,11,16,7,0,1,6,0,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2015-11-04,1684,351,282,79,55,38,17,32,25,9,6,0,2,7,6,6,10,1,0,0,6,0,36,17,0,2,0,14,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-05,1276,321,316,71,33,73,14,6,21,12,4,0,1,1,4,1,11,2,0,1,0,1,12,10,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-06,968,338,100,68,48,28,14,21,18,17,6,0,0,3,2,2,5,1,1,0,2,6,8,12,0,2,0,8,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-07,645,168,47,65,30,10,5,11,12,11,0,4,1,9,4,1,6,2,0,1,0,14,5,11,0,1,0,7,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-08,754,150,373,44,34,1,11,1,25,12,4,3,0,3,3,0,6,1,0,0,2,1,17,15,0,1,0,12,0,0,0,17,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-09,5344,255,47,54,48,105,3,18,23,24,2,4,0,2,3,1,7,1,3,0,4,23,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-10,4964,393,37,102,57,52,10,54,25,21,0,5,0,4,6,6,2,0,0,1,5,1,8,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-11,1294,443,25,53,68,398,7,8,16,18,3,5,6,2,5,2,6,1,0,3,3,19,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-12,1031,306,46,83,56,535,4,16,30,6,4,16,10,3,11,1,2,1,0,4,4,1,6,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-13,1350,230,42,32,41,21,5,9,19,14,3,1,0,4,6,4,5,4,0,3,2,5,6,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-14,2069,176,39,90,55,7,6,6,11,3,0,0,2,2,5,12,4,3,0,2,4,10,4,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-15,1391,225,48,126,30,4,7,5,38,7,1,0,28,1,4,1,6,3,0,0,4,8,2,1,0,0,0,0,0,0,1,14,0,0,3,7,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-16,1229,334,94,110,39,9,5,8,34,1,3,1,25,3,11,4,3,2,0,1,1,8,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-17,4473,407,49,178,48,10,50,15,34,15,7,9,33,2,4,18,6,0,0,17,1,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-18,7326,405,80,109,33,12,38,19,29,3,3,0,3,3,3,26,10,3,0,11,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-11-19,2251,246,76,72,56,5,37,47,42,17,1,1,26,0,1,2,54,2,0,4,3,5,5,4,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-20,2388,354,52,36,8,7,16,8,15,16,2,5,3,3,3,1,17,6,0,3,2,11,1,2,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2015-11-21,1119,135,88,7,31,5,30,38,7,8,2,40,0,0,5,0,10,12,0,3,0,29,2,4,1,3,0,0,0,0,6,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-11-22,1318,206,249,26,21,4,15,4,13,9,3,4,7,3,6,1,1,4,1,0,1,40,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-23,1840,267,149,54,7,8,50,43,45,22,7,51,6,1,4,3,1,2,0,0,5,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-24,1154,357,131,53,2,8,27,28,36,13,7,25,3,3,7,4,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-25,2365,389,126,49,31,5,38,36,39,13,5,29,32,10,12,0,6,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-26,1626,229,183,21,17,2,31,27,10,4,0,5,7,19,2,0,0,6,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-27,995,217,114,28,6,7,32,29,16,7,2,20,15,7,0,0,0,1,0,0,2,0,0,0,0,4,5,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-28,873,151,159,29,43,3,22,10,9,7,3,0,18,3,0,1,0,4,4,0,1,6,0,0,3,4,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-29,588,167,53,5,2,3,0,13,11,52,0,0,1,8,0,1,0,2,5,0,0,0,0,0,1,25,1,0,0,0,0,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-30,1218,295,90,54,7,1,6,14,31,43,5,1,16,3,2,2,0,0,4,0,3,0,0,0,0,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-01,2483,261,60,53,17,7,8,30,15,14,2,0,1,0,4,2,0,4,1,0,3,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-02,7493,390,195,78,20,2,18,32,22,14,13,0,2,1,6,0,5,7,7,0,2,0,0,2,0,0,0,0,0,0,4,0,10,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-03,4818,276,69,47,8,2,17,9,26,15,9,0,2,1,0,4,9,1,11,3,5,3,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-04,285,191,30,11,14,1,2,1,3,5,3,0,2,0,1,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-05,173,139,1,3,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-06,929,251,80,51,9,3,2,3,16,7,5,1,6,1,3,1,0,0,6,0,5,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-07,1310,235,54,24,9,1,12,30,14,8,14,5,3,7,7,1,5,0,4,1,7,1,0,1,0,0,0,1,1,0,2,0,0,20,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-08,1251,385,291,42,52,14,17,22,31,3,4,17,13,5,2,3,3,1,9,9,9,0,2,9,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2015-12-09,2905,352,96,40,62,7,24,23,12,7,6,20,0,2,2,3,4,3,11,2,4,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-12-10,2891,433,262,80,26,99,99,47,27,40,5,51,27,8,10,1,9,8,14,6,8,0,4,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2015-12-11,1440,289,53,47,13,338,61,22,13,18,6,27,5,7,7,0,2,0,34,6,0,1,4,4,12,0,0,0,0,0,0,2,0,0,5,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-12,1966,169,41,62,35,9,21,9,5,37,0,4,4,1,0,1,0,0,11,0,9,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-13,977,182,14,38,8,3,80,9,3,20,0,19,0,0,6,0,4,0,24,1,3,0,1,2,15,1,0,0,0,0,0,0,0,0,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-14,1603,292,19,24,8,4,60,7,6,25,7,7,0,2,2,2,0,0,20,5,3,1,0,3,18,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-15,2069,334,33,20,5,9,86,11,5,28,1,9,5,0,0,0,0,2,36,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-16,1929,318,52,41,15,16,42,5,5,5,6,1,2,10,3,0,2,2,18,5,2,0,1,5,1,0,1,0,2,0,0,0,0,0,2,0,0,0,0,2,1,2,0,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-17,2357,283,29,51,64,8,27,10,20,11,1,4,0,5,4,1,1,1,13,5,3,0,1,3,1,2,0,0,1,0,4,1,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-18,1425,184,28,31,172,48,18,10,1,21,5,2,0,8,2,3,4,1,12,7,11,0,9,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-19,1489,189,69,17,163,8,6,8,5,2,1,0,0,5,1,4,3,2,9,1,2,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-20,1366,153,65,60,3,41,14,6,4,37,1,0,1,10,3,1,2,0,6,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-21,1970,246,120,51,9,12,25,9,17,12,2,0,7,8,5,3,4,0,11,4,2,0,2,0,12,1,0,0,1,3,2,2,2,0,0,0,0,0,27,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
2015-12-22,2335,314,66,23,142,6,29,9,7,8,5,20,3,5,4,8,6,0,15,8,15,0,0,0,4,0,0,0,0,2,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2015-12-23,2581,224,42,20,72,15,27,13,11,4,12,1,6,1,0,7,0,0,9,10,3,0,5,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-24,2023,143,23,28,10,6,23,10,5,13,5,7,2,2,0,6,0,0,23,7,3,1,0,1,19,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-25,1019,124,74,21,3,8,18,5,5,5,5,8,0,2,0,2,0,0,15,14,0,0,1,0,11,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-26,4021,170,25,24,2,1,24,16,10,18,2,2,2,0,0,2,0,0,14,11,3,0,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-27,4966,183,2,22,3,32,24,13,4,5,1,10,2,0,0,0,0,0,13,7,0,0,2,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-28,3860,180,24,24,9,1,15,22,4,7,5,24,0,0,0,0,0,0,2,11,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-29,6170,193,31,22,12,8,10,14,5,4,2,14,0,2,1,0,1,1,0,4,0,1,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2015-12-30,6305,205,27,41,20,3,20,16,24,2,7,6,3,1,9,1,0,7,1,3,2,0,0,4,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015-12-31,827,160,19,33,10,2,12,2,14,2,3,0,5,0,1,0,0,3,0,11,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-01,325,119,34,33,9,2,10,7,12,1,3,3,1,0,0,14,0,2,0,3,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-02,568,143,17,18,1,0,10,9,24,2,3,1,10,0,0,11,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-03,1494,115,37,23,5,1,2,11,7,3,7,1,11,0,2,24,0,0,0,2,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-04,2893,326,31,54,11,15,7,10,15,8,7,0,14,3,1,10,0,0,0,0,8,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-05,4217,345,15,52,6,12,22,9,14,9,10,9,0,1,2,21,0,0,0,0,2,2,18,1,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-06,3632,317,27,42,10,6,33,21,33,7,3,10,4,2,1,13,0,1,0,1,0,0,5,0,0,1,2,1,9,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-07,4458,673,23,27,11,4,18,9,20,9,3,2,2,7,1,5,4,2,0,4,1,4,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-08,4008,264,43,78,18,4,27,9,16,9,5,5,2,0,1,3,8,0,3,0,0,0,5,1,1,0,0,0,11,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-09,2055,173,25,27,48,4,4,12,13,0,5,15,0,4,1,15,2,0,1,2,0,7,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-01-10,847,123,70,32,76,8,12,21,14,6,15,26,0,6,0,11,2,1,1,0,1,9,4,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016-01-11,2518,520,50,39,208,6,25,36,16,4,3,5,16,22,6,26,11,8,1,0,0,0,3,1,2,0,0,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-12,5115,555,52,36,220,4,19,21,12,6,3,5,1,6,18,9,4,5,0,0,2,0,5,0,1,0,0,1,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-13,4502,628,90,37,13,7,18,21,11,24,1,4,2,1,4,14,2,2,4,0,1,2,1,1,1,1,2,2,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-14,6495,649,65,50,90,16,12,15,20,26,4,3,1,2,2,8,42,4,4,2,2,6,12,0,0,3,0,0,1,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-15,6630,258,90,70,25,31,19,11,12,12,13,7,3,0,7,3,24,1,1,3,0,1,3,0,1,5,0,2,0,6,2,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-16,2695,114,20,42,33,5,49,11,11,6,9,2,1,2,5,17,6,0,1,3,2,0,2,0,0,3,0,21,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-17,2190,301,509,12,10,17,11,20,13,4,5,8,0,2,10,2,2,13,3,1,1,0,0,0,0,0,0,3,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-18,2132,1036,430,63,11,19,8,107,17,6,1,23,0,6,9,0,1,17,2,0,1,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-19,5290,768,33,47,90,14,15,49,9,5,4,58,0,1,6,2,0,12,0,2,0,9,0,0,3,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-20,2333,572,84,77,87,15,11,40,58,7,17,26,7,2,3,0,3,30,3,0,0,12,2,0,7,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-21,2875,319,154,105,19,17,19,40,8,3,26,20,10,2,8,1,6,19,4,1,2,2,0,1,4,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-22,1418,261,28,52,8,13,35,27,14,9,14,8,2,4,5,14,4,3,3,10,0,0,1,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-23,1561,266,39,41,20,8,16,17,6,13,16,0,1,0,7,15,2,3,1,1,3,0,0,1,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-24,1764,213,44,54,23,8,13,10,6,11,5,1,1,0,5,6,4,3,0,17,0,0,1,0,3,1,0,0,0,0,1,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-25,3989,299,54,38,12,9,38,17,10,16,16,3,0,0,4,8,4,5,0,2,0,6,0,0,9,1,14,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
