title
"Number of Jobs Ended: by Node Count"
parameters
"Resource =  TACC-STAMPEDE"
start,end
2013-08-01,2014-01-31
---------
Day,"[1] Number of Jobs Ended","[2] Number of Jobs Ended","[16] Number of Jobs Ended","[4] Number of Jobs Ended","[32] Number of Jobs Ended","[8] Number of Jobs Ended","[6] Number of Jobs Ended","[3] Number of Jobs Ended","[64] Number of Jobs Ended","[5] Number of Jobs Ended","[10] Number of Jobs Ended","[7] Number of Jobs Ended","[36] Number of Jobs Ended","[12] Number of Jobs Ended","[20] Number of Jobs Ended","[256] Number of Jobs Ended","[128] Number of Jobs Ended","[15] Number of Jobs Ended","[11] Number of Jobs Ended","[9] Number of Jobs Ended","[31] Number of Jobs Ended","[13] Number of Jobs Ended","[48] Number of Jobs Ended","[24] Number of Jobs Ended","[30] Number of Jobs Ended","[61] Number of Jobs Ended","[25] Number of Jobs Ended","[100] Number of Jobs Ended","[60] Number of Jobs Ended","[40] Number of Jobs Ended","[150] Number of Jobs Ended","[50] Number of Jobs Ended","[14] Number of Jobs Ended","[18] Number of Jobs Ended","[240] Number of Jobs Ended","[512] Number of Jobs Ended","[183] Number of Jobs Ended","[181] Number of Jobs Ended","[384] Number of Jobs Ended","[45] Number of Jobs Ended","[66] Number of Jobs Ended","[90] Number of Jobs Ended","[80] Number of Jobs Ended","[120] Number of Jobs Ended","[96] Number of Jobs Ended","[22] Number of Jobs Ended","[250] Number of Jobs Ended","[28] Number of Jobs Ended","[63] Number of Jobs Ended","[19] Number of Jobs Ended","[42] Number of Jobs Ended","[17] Number of Jobs Ended","[212] Number of Jobs Ended","[106] Number of Jobs Ended","[35] Number of Jobs Ended","[26] Number of Jobs Ended","[72] Number of Jobs Ended","[54] Number of Jobs Ended","[1024] Number of Jobs Ended","[125] Number of Jobs Ended","[81] Number of Jobs Ended","[75] Number of Jobs Ended","[248] Number of Jobs Ended","[62] Number of Jobs Ended","[99] Number of Jobs Ended","[226] Number of Jobs Ended","[49] Number of Jobs Ended","[38] Number of Jobs Ended","[135] Number of Jobs Ended","[144] Number of Jobs Ended","[33] Number of Jobs Ended","[375] Number of Jobs Ended","[192] Number of Jobs Ended","[34] Number of Jobs Ended","[110] Number of Jobs Ended","[39] Number of Jobs Ended","[122] Number of Jobs Ended","[220] Number of Jobs Ended","[252] Number of Jobs Ended","[160] Number of Jobs Ended","[162] Number of Jobs Ended","[51] Number of Jobs Ended","[117] Number of Jobs Ended","[27] Number of Jobs Ended","[200] Number of Jobs Ended","[21] Number of Jobs Ended","[23] Number of Jobs Ended","[204] Number of Jobs Ended","[78] Number of Jobs Ended","[57] Number of Jobs Ended","[84] Number of Jobs Ended","[56] Number of Jobs Ended","[216] Number of Jobs Ended","[52] Number of Jobs Ended","[112] Number of Jobs Ended","[148] Number of Jobs Ended","[46] Number of Jobs Ended","[180] Number of Jobs Ended","[29] Number of Jobs Ended","[44] Number of Jobs Ended","[65] Number of Jobs Ended","[76] Number of Jobs Ended","[225] Number of Jobs Ended","[70] Number of Jobs Ended","[140] Number of Jobs Ended","[43] Number of Jobs Ended","[188] Number of Jobs Ended","[101] Number of Jobs Ended","[2048] Number of Jobs Ended","[157] Number of Jobs Ended","[108] Number of Jobs Ended","[174] Number of Jobs Ended","[82] Number of Jobs Ended","[224] Number of Jobs Ended","[105] Number of Jobs Ended","[139] Number of Jobs Ended","[37] Number of Jobs Ended","[41] Number of Jobs Ended","[47] Number of Jobs Ended","[98] Number of Jobs Ended","[500] Number of Jobs Ended","[121] Number of Jobs Ended","[124] Number of Jobs Ended","[210] Number of Jobs Ended","[705] Number of Jobs Ended","[152] Number of Jobs Ended","[171] Number of Jobs Ended","[55] Number of Jobs Ended","[68] Number of Jobs Ended","[93] Number of Jobs Ended","[129] Number of Jobs Ended","[136] Number of Jobs Ended","[147] Number of Jobs Ended","[400] Number of Jobs Ended","[83] Number of Jobs Ended","[255] Number of Jobs Ended","[86] Number of Jobs Ended","[114] Number of Jobs Ended","[138] Number of Jobs Ended","[169] Number of Jobs Ended","[2000] Number of Jobs Ended","[87] Number of Jobs Ended","[126] Number of Jobs Ended","[153] Number of Jobs Ended","[243] Number of Jobs Ended","[58] Number of Jobs Ended","[59] Number of Jobs Ended","[69] Number of Jobs Ended","[92] Number of Jobs Ended","[94] Number of Jobs Ended","[113] Number of Jobs Ended","[161] Number of Jobs Ended","[196] Number of Jobs Ended","[640] Number of Jobs Ended","[111] Number of Jobs Ended","[146] Number of Jobs Ended","[155] Number of Jobs Ended","[170] Number of Jobs Ended","[195] Number of Jobs Ended","[207] Number of Jobs Ended","[53] Number of Jobs Ended","[71] Number of Jobs Ended","[102] Number of Jobs Ended","[119] Number of Jobs Ended","[131] Number of Jobs Ended","[132] Number of Jobs Ended","[142] Number of Jobs Ended","[175] Number of Jobs Ended","[176] Number of Jobs Ended","[197] Number of Jobs Ended","[211] Number of Jobs Ended","[233] Number of Jobs Ended","[234] Number of Jobs Ended","[768] Number of Jobs Ended","[800] Number of Jobs Ended","[88] Number of Jobs Ended","[97] Number of Jobs Ended","[103] Number of Jobs Ended","[107] Number of Jobs Ended","[115] Number of Jobs Ended","[123] Number of Jobs Ended","[127] Number of Jobs Ended","[130] Number of Jobs Ended","[133] Number of Jobs Ended","[145] Number of Jobs Ended","[159] Number of Jobs Ended","[163] Number of Jobs Ended","[168] Number of Jobs Ended","[173] Number of Jobs Ended","[187] Number of Jobs Ended","[191] Number of Jobs Ended","[194] Number of Jobs Ended","[203] Number of Jobs Ended","[209] Number of Jobs Ended","[218] Number of Jobs Ended","[237] Number of Jobs Ended","[241] Number of Jobs Ended","[320] Number of Jobs Ended","[350] Number of Jobs Ended","[625] Number of Jobs Ended","[864] Number of Jobs Ended"
2013-08-21,10841,654,741,139,73,80,30,69,47,32,84,8,0,17,107,25,41,30,26,3,52,1,2,2,5,0,11,29,13,1,2,7,1,2,0,0,0,0,0,1,0,0,0,8,0,6,6,2,0,2,0,2,0,1,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-22,1453,296,199,131,111,56,21,67,23,19,68,3,0,12,11,18,17,8,12,0,0,2,1,2,4,0,5,3,10,3,3,2,0,1,1,0,0,0,0,0,1,0,0,3,0,4,3,1,6,2,0,0,0,1,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-23,5870,664,686,227,118,90,58,76,39,79,45,0,0,30,36,24,15,16,16,3,0,3,3,24,6,0,7,12,16,8,6,2,0,1,0,0,0,0,0,1,4,0,0,3,0,6,1,1,28,2,0,4,0,2,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24,7592,182,745,167,70,98,9,73,35,13,61,2,0,13,45,5,6,11,47,4,0,0,2,7,11,0,6,11,3,7,9,0,1,1,0,3,0,4,0,1,1,0,0,3,0,4,0,3,3,2,0,2,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-25,7679,216,841,136,69,106,16,38,42,41,54,4,3,16,34,4,5,13,35,7,0,4,1,0,7,0,6,4,3,4,10,3,4,3,0,1,0,8,0,5,0,0,3,2,0,10,0,5,0,2,0,6,0,1,2,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-26,7468,352,160,233,65,135,53,52,52,37,42,12,1,12,45,14,6,9,15,8,0,5,0,8,18,0,9,6,11,9,12,2,4,11,2,3,0,4,0,2,4,0,0,3,0,9,1,2,0,8,0,4,0,1,0,3,4,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-27,4463,334,70,242,52,115,63,46,27,47,38,47,0,17,72,1,3,11,7,13,4,0,0,4,11,0,8,5,8,8,6,1,2,0,3,1,0,0,0,3,0,0,0,3,2,7,3,13,0,7,0,4,0,2,0,4,2,3,1,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-28,3157,219,118,368,49,72,55,28,34,18,76,39,0,15,33,10,13,3,7,3,0,0,1,2,5,0,0,5,17,4,7,12,1,0,4,1,0,3,0,4,1,4,1,3,0,7,1,4,0,10,0,2,0,1,0,0,2,1,0,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-29,1540,343,164,300,77,136,37,50,42,84,57,2,0,56,36,10,23,12,7,4,0,4,22,0,13,0,7,3,24,1,9,21,0,0,16,0,0,2,0,3,0,4,1,3,0,9,8,2,0,8,0,2,0,1,0,0,1,0,0,3,0,3,1,0,10,0,0,0,0,14,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
2013-08-30,1495,485,101,311,54,90,36,25,108,48,55,0,0,25,20,17,50,5,5,3,6,0,6,0,7,0,3,4,10,0,71,6,0,0,5,0,0,0,2,1,0,5,0,10,17,2,1,2,0,3,0,2,0,1,0,0,4,0,0,0,0,0,0,0,7,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-31,1821,234,56,288,39,83,9,16,80,14,36,0,0,21,9,27,32,4,17,0,12,0,0,0,13,0,5,3,0,2,74,2,0,0,3,0,0,2,2,4,0,0,0,0,21,3,0,0,0,4,0,2,0,2,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-01,2459,153,38,321,21,54,16,20,17,7,34,23,0,16,6,0,5,2,25,0,5,0,1,24,4,0,2,4,3,0,38,1,1,0,3,0,0,0,12,2,1,0,0,0,10,5,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-02,2721,339,47,333,16,66,14,16,10,9,33,0,0,12,5,13,6,6,32,0,2,0,1,0,10,0,3,3,11,0,84,1,1,0,3,0,0,0,24,2,1,0,0,0,0,2,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-03,3436,599,120,299,28,69,61,16,36,18,48,30,0,15,7,18,2,4,23,5,4,0,2,1,1,0,1,6,7,3,50,0,19,0,2,0,0,0,36,1,0,6,3,20,15,2,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-04,2970,400,152,175,25,104,56,43,45,17,48,1,0,27,12,25,11,9,1,9,7,4,6,0,1,0,6,2,8,0,9,8,0,0,12,3,0,0,0,4,0,30,65,0,0,0,2,1,0,2,0,0,0,1,0,1,2,1,0,0,0,1,0,1,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-05,2265,551,115,148,36,116,72,37,33,35,52,3,4,32,10,17,11,10,0,5,1,7,3,4,2,0,5,6,22,5,0,9,2,2,7,0,0,0,7,1,0,18,31,2,2,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-06,1861,486,136,189,21,99,71,27,30,28,63,0,3,30,22,24,8,7,0,0,7,1,3,1,5,0,1,22,4,1,1,0,2,0,6,0,0,0,51,2,0,5,9,6,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-07,1240,346,213,91,14,48,16,11,37,20,27,1,0,17,16,4,1,8,0,0,7,0,5,3,2,0,1,6,1,1,0,0,2,0,4,0,0,0,45,1,3,3,4,4,1,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,24,1,0,0,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-08,1854,668,712,87,46,38,28,26,33,34,29,2,1,15,6,15,0,6,0,0,27,0,8,4,7,0,0,22,0,4,0,1,0,0,10,0,0,0,2,1,2,2,3,5,0,7,2,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,6,0,1,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-09,2111,324,1014,182,51,142,63,19,44,59,33,0,0,29,43,38,14,7,6,15,88,0,2,4,2,0,1,7,0,1,0,0,10,0,8,0,0,0,0,2,0,0,20,5,2,2,0,1,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,2,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-10,418,67,76,117,6,43,36,2,7,1,12,0,0,9,3,4,1,1,1,0,10,1,0,2,0,0,0,1,0,0,7,0,7,0,7,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-11,834,308,144,194,37,78,54,21,6,23,24,3,0,15,3,14,5,7,5,2,0,0,3,6,5,0,1,3,2,0,20,0,2,0,7,0,0,0,0,0,2,1,0,0,3,0,0,0,0,2,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-12,2109,308,86,200,47,63,31,23,28,21,38,1,0,9,17,7,4,14,14,1,0,0,0,5,2,0,6,0,3,1,0,0,0,0,21,2,0,0,1,1,2,4,0,2,3,3,0,0,0,0,0,0,0,0,0,10,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-13,2093,371,58,273,55,59,71,44,13,16,35,1,0,13,10,7,7,21,1,2,9,1,3,7,6,0,3,1,2,2,0,0,1,1,16,0,0,0,0,1,1,9,0,4,3,4,1,0,0,3,0,1,0,1,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-14,2713,164,64,198,30,84,46,22,25,20,28,7,0,14,30,7,10,21,0,8,24,0,1,17,1,0,2,0,0,4,0,0,0,0,6,0,0,0,0,1,4,1,0,4,3,1,4,0,0,2,0,0,0,28,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-15,2678,304,70,200,28,76,28,29,21,11,29,0,0,11,21,11,6,3,1,0,43,0,0,10,1,0,3,0,2,2,0,0,0,0,5,0,0,0,0,2,0,1,0,0,0,7,6,0,0,3,0,0,0,0,0,1,3,0,0,0,1,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-16,4132,352,82,289,32,189,41,38,12,10,31,8,0,29,20,4,5,10,1,1,18,0,1,16,1,0,0,0,1,14,1,0,3,0,4,10,0,0,0,5,3,6,4,4,1,3,5,0,1,6,0,0,0,1,0,0,0,0,2,1,7,0,0,6,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
