title
"XSEDE Utilization (%): by Node Count"
parameters
"Resource =  PSC-BLACKLIGHT"
start,end
2011-08-01,2012-01-31
---------
Day,"[64] XSEDE Utilization (%)","[32] XSEDE Utilization (%)","[16] XSEDE Utilization (%)","[128] XSEDE Utilization (%)","[48] XSEDE Utilization (%)","[224] XSEDE Utilization (%)","[256] XSEDE Utilization (%)","[96] XSEDE Utilization (%)","[320] XSEDE Utilization (%)","[160] XSEDE Utilization (%)","[512] XSEDE Utilization (%)","[112] XSEDE Utilization (%)","[240] XSEDE Utilization (%)","[80] XSEDE Utilization (%)","[384] XSEDE Utilization (%)","[1024] XSEDE Utilization (%)","[144] XSEDE Utilization (%)","[272] XSEDE Utilization (%)","[192] XSEDE Utilization (%)","[704] XSEDE Utilization (%)","[496] XSEDE Utilization (%)","[992] XSEDE Utilization (%)","[720] XSEDE Utilization (%)","[624] XSEDE Utilization (%)","[448] XSEDE Utilization (%)","[368] XSEDE Utilization (%)","[400] XSEDE Utilization (%)","[480] XSEDE Utilization (%)","[304] XSEDE Utilization (%)","[208] XSEDE Utilization (%)","[576] XSEDE Utilization (%)","[176] XSEDE Utilization (%)","[1440] XSEDE Utilization (%)","[288] XSEDE Utilization (%)","[640] XSEDE Utilization (%)","[336] XSEDE Utilization (%)","[528] XSEDE Utilization (%)","[736] XSEDE Utilization (%)","[672] XSEDE Utilization (%)","[768] XSEDE Utilization (%)","[1728] XSEDE Utilization (%)","[8] XSEDE Utilization (%)"
2011-11-04,14.941695557,5.247612712,10.222896118,17.534107361,6.537475586,5.332347717,7.496672465,2.356038411,0.150010885,0.877052511,0.326099548,0,0,0,1.911892395,0,0.821818034,0,0,0,0,0,0,0,9.869701233,0,0,0,0,0,0,0,0,0.105387370,0,0,0,0,0,0,0,0
2011-11-05,6.605740051,10.716697388,9.703708394,11.428059896,4.534071248,4.662995504,3.031828715,2.195366821,4.614981181,1.218487752,0.199508057,0,0,0,10.018663228,0,0,0,0,0,0,0,0,0,8.407190348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-06,6.460208203,5.839956543,8.696996582,7.810138867,3.513606641,2.605069434,0,2.400390625,7.812500000,0.746093750,0,0,0,0,24.830937500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-07,13.759566549,4.020363057,12.162941284,2.834743856,4.652221781,1.204960531,3.890263265,1.887342733,6.643609009,2.308756510,0.123842570,0,0,1.203138631,17.328993022,0,0.184733073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-08,11.470160522,4.148265788,11.090978394,3.065863647,3.094835002,10.593614400,3.174117432,0.206353048,9.786150920,8.288890686,0.466290487,0,0.461697083,0.034835205,0.792751770,0,0.066528320,2.275259501,0,0,0,0,0,0,0,0,8.917914530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-09,10.998607483,5.620822449,9.067129618,7.109845276,1.895548503,11.733949992,0.020326945,0,6.637731527,5.286503499,2.894386495,0,5.859375000,0.166015625,0,0,1.672078451,0,0,0,0,0,0,0,0,0,9.765625000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-10,7.851146342,3.260488790,12.315402832,10.023509827,2.865302124,15.761013489,9.094618123,0.134602865,0,11.378128560,0.149160868,0,4.056938985,0.218505859,0,0,0.000569661,0,0,0,0,0,0,0,0,0,1.701863607,0,0,0,0,0,0,0,0,0,0,0.777189941,0.465223490,0,0,0
2011-11-11,3.591796875,4.334111023,25.062780355,2.880787150,3.757120768,0,15.757306112,2.492919922,2.129267883,14.823630880,0.201388855,0,0,0.889191793,0,0,0.517211914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.480947978,0,0,0,0,0,0,0,0,0,0
2011-11-12,2.571994527,4.117929077,18.272135417,0.159686076,6.146443685,2.713170980,6.676793925,1.722140808,0,4.616111450,0,10.934714966,0,1.995420125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.751555278,0,0,0,0,0,0,0,0,0,0
2011-11-13,1.386356913,3.354320374,9.339721578,1.284143473,5.501369832,44.482901103,0,3.903076172,0.217104289,7.058738403,0,0.699670817,0,1.340852051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.112182617,0,0,0,0,0,0,0,0,0,0
2011-11-14,0.474501038,2.838604940,23.207298075,4.094220072,4.620713908,22.686641032,1.876374512,3.769775391,2.825339966,10.466218160,0,1.763893433,4.967786967,1.260421143,0,0,0.100748698,0.788881632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-15,1.789586995,2.565574137,32.577840271,1.248698018,4.385281067,9.777732544,0,1.849609375,0,7.238000997,0,10.273717855,5.562269389,0.909333496,0.002929688,0,1.031982422,5.827686462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-16,3.412651978,3.187680664,25.547470907,3.504159444,3.246161601,0,15.661241353,3.611870626,0,3.559705811,0,3.966584371,5.859375000,0.068607992,9.151801249,0,0.517822266,0.379299622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-17,3.803837484,4.857602641,16.072130127,3.080548299,2.333129781,1.116726379,15.404586182,1.889729818,0,5.326289469,1.655092570,1.422507935,3.305596212,0.005244548,9.375000000,0,0.001749674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-18,4.166015625,4.396357727,12.395299683,9.555157674,2.422282003,1.208378499,6.324580383,1.214979350,0,0.169406433,1.548755798,0,0,0,0.229926249,0,0.058797201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-19,0.030508525,1.266022949,12.681414591,12.500000000,1.858805339,0,3.430121562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-20,0,0.337076823,5.394115194,5.392035624,0.506089986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-21,2.802716166,4.833025920,13.365691121,0.942274272,7.986504415,7.872404887,1.730034688,0.039903463,0,0,0,1.067830404,0,0,0,0,0.000610352,0.001152852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-22,3.663845418,4.569480591,14.972818909,7.257776388,19.266995036,19.300699972,6.744285278,0,0,0,0,0,0,0,0,0,0.172729492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-23,1.996328939,4.183322449,10.407443339,11.543113403,4.030585632,12.610722351,2.824146423,0.263482056,10.662254130,1.477638550,0,1.708319804,2.322591146,0,0,0,0.001871745,2.762546082,0,0,0,0,0,0,0,0,0,0,4.828943278,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-24,2.452202657,3.832564799,5.955507914,21.102141215,3.545572917,25.506528524,0.007089132,0,7.812500000,3.906250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.421875000,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-25,3.818576253,2.658610026,2.428475749,21.107024028,10.963867188,6.425844625,0.547091980,0,0.659089254,3.016945190,10.167824097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122237549,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-26,3.410264689,1.984836121,1.824616496,12.738570658,6.191311340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-27,13.723415833,1.408772786,6.745600789,10.348524373,2.863349101,0,2.422019653,1.367648621,0,0.495153402,0,0,0,0,0,0,0,2.051830139,2.739149272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-28,1.074887899,3.095549418,13.974116414,13.879159342,5.082451579,0,7.502314860,1.203776042,0,0,8.687210592,0,2.153795064,0,0,6.787037048,0,0.351169128,4.686794739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-29,0.514937744,1.589436747,4.850893453,10.991427816,5.064697266,0,8.409794515,0.001898905,0,0,3.751157430,0,0,0,0,0,0.161539714,0,1.309027812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-30,2.685836283,1.192301331,4.493245341,9.583984375,5.493801473,0,3.160228577,0.371310730,0,1.574345296,0,0.018482361,0.924072266,1.046752930,0,0,0.579508464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-01,14.663465780,10.413710022,14.557047221,13.103913574,11.296793518,0,11.370080973,0.875244039,0.160861511,2.942572734,0,0,0,10.103081665,0,0,1.628173828,0.023441976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-02,9.297073771,4.114357300,21.112530619,17.394603475,8.331081950,0,7.523292745,2.050808309,0.810908610,1.244574687,0,0,0,9.717339376,0,0,0.766153971,0.933530477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161214193,0,0,0,0,0,0,0,0
2011-12-03,7.295500488,2.816035461,21.466580098,14.986291911,4.636257629,0,0.155092570,0,1.764865417,1.832727458,0,0,0,2.626207072,0,0,0,0.387907817,0,0,0,0,0,0,0,0,0,0,0,0.047019653,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-04,5.461208801,4.734709473,26.511058451,13.165256042,7.610867004,0,0,0,0.114746094,3.355351156,0.379195557,0,0,1.953125000,0,0,0,0.873119202,0,0,0,0,0,0,0,0,0,0,0,4.988023580,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-05,3.042842204,5.892180176,32.357087301,10.948640035,11.751152954,0,2.081524862,0.045274556,3.337131042,2.065700989,0,0,0,2.801174622,0,0,0.126139323,0.004688416,0,0,0,0,0,0,0,0,0,0,0,2.262234192,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-06,4.796802673,6.819715576,29.057865804,9.555049337,9.381076355,0,5.648943888,0.041558126,2.212275798,0,0,0,0,3.906250000,0,0,0.517049154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-07,3.931640625,3.479492188,13.711629232,3.475513611,3.933024089,0,0.846498922,0.003906250,2.372052205,1.179832153,0,0,0,1.673900452,0,0,0.105346680,2.018934428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-08,5.465657654,4.566948751,18.192690125,4.783058472,8.920694987,0,4.873553263,1.617892761,9.642650452,2.132206624,0.448929443,0,0,0,0,0,0.458943685,4.331086324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278451436,0,0,0,0,0,0,0,0,0,0
2011-12-09,8.254991353,4.663492737,31.454164836,8.649088542,6.816840312,0,5.868127950,5.732801615,0.901963908,3.612105713,0,0,0,0.995845133,0,0,0,2.453649495,0,0,0,0,0,0,0,0,0,0,0,0.059891357,0,0.191817627,0,0,0,0.306857605,0,0,0,0,0,0
2011-12-10,9.734646301,4.676965841,37.649744568,11.555772603,1.863674622,0,3.839120382,5.366536458,1.457519531,1.943540141,2.502314758,0,0,0,0,0,0,0.095305278,0,0,0,0,0,0,0,0,0,0,0.107376709,0,0,0,0,1.134440104,0,0,0,0,0,0,0,0
2011-12-11,7.511646423,3.728922526,32.966729024,6.580222880,4.422431132,0,0,6.031439921,0.851689046,2.018771769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.994995117,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-12,4.692165629,4.161865133,27.842719523,4.156105347,7.659274597,0,0.000651042,6.164876302,0.558720296,2.498960164,3.251446737,0,0,0,0,0,0,0.024902344,0,0,0,0,0,0,0,0,0.007572835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-13,2.296061096,3.450068766,25.109501953,4.561776733,2.075073242,0,0,6.546386719,0.560257568,2.016737162,9.604311320,0.057029419,0,0,0,0,1.281575521,2.421368612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-14,0.235441996,1.660554199,12.803014832,4.118634338,1.546875000,0,0,3.548719686,5.760904948,1.107223002,0,0,1.152547201,0,0,0,0,0.072247518,0,0,3.264906108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758504232,0,0,0,0,0.177246094,0.000009054
2011-12-15,1.321524150,5.778718160,12.937264913,10.502965800,2.624430339,0,0,9.944580078,8.235225016,3.906250000,9.331307882,0,1.287977397,0,0,0,0,0.754756266,0,0,12.109375000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-16,2.108850505,2.763400675,8.307829590,6.496057638,1.847764689,0,1.893663228,7.140245158,3.285409444,1.719880371,6.854022013,0,0.311550598,0,0,0,0,0,0,0,10.388133850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-17,4.403754374,3.592556356,2.182341309,3.692057292,3.005683085,0,5.750289307,9.069932658,22.381184794,1.523211466,11.585792847,0,6.898125610,0,0,0,0,0,0,0,12.109375000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-18,4.756203003,2.935357157,0.535228577,3.147894999,2.968953552,0,4.342664897,6.813557943,11.090223490,3.906250000,0.399305522,0,1.201917826,0,0,0,0,0,0,0,8.116785075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180121562,0,0,0,0,0,0,0
2011-12-19,10.392722778,3.713541768,0.412050578,5.986002604,2.476413472,0,4.684100138,8.397867737,23.377097880,3.823739522,0,0,2.474975586,0,0,0,0,0,0,4.754014791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-20,4.648835347,8.231608276,0.320109253,4.575810038,1.273939412,0.922914836,2.537037048,9.148871460,33.320674133,3.113606771,0,0,0,0,0,0,0,0,0,17.187500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-21,3.769657898,4.248101196,0.038180847,5.064814860,2.227918905,27.330964355,0,8.075819194,10.825195313,1.997251180,0,0,3.043212891,0,0,2.887152812,0,0,0,17.187500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-22,5.452003784,7.603895264,0.205697632,4.282443644,1.659694926,13.662633870,1.726128438,8.951171875,13.754340312,6.253616943,0,0,2.266099752,0,0,5.808738403,0,0,0,12.267777100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-23,1.663013611,6.491708374,0.390625000,5.869140625,0.620374858,7.890823873,6.250000000,6.814615784,15.535300903,6.637460225,0,0,0,0,0,0.020544027,0,0,0,0,0,19.800790304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-24,2.997486267,4.599654643,0.193730062,4.253074341,0.513468424,26.149613037,4.548900452,0.269531250,7.808792623,8.570647176,0,0,5.026787720,0,0,0,0,0,0,0,0,17.952428792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-25,4.542860209,2.824318237,0,7.553927917,1.136243998,6.288619385,3.247106527,0,7.149884237,7.545301615,15.377025452,0,0.562676290,1.772754822,0,18.953703715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-26,5.164152832,6.609085693,0,8.760886739,0.000434062,7.391483968,2.761718750,0,23.044343262,10.342791545,10.933015035,0,3.552110494,3.047349752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000083618
2011-12-27,7.019983317,7.532597453,0.000185343,9.105794271,0.000257670,28.109818014,6.250000000,0,14.900897013,14.228560791,0,0,0,3.906250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005936279,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-28,6.242169495,7.507604472,0.006297913,6.166594340,0.326700846,20.421097412,3.491608785,0.018690287,16.248462830,7.568947144,0,0,0,2.618724670,0,0,0,2.160970052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000033875
2011-12-29,2.145254618,5.363660990,0.037276815,4.298068644,0.520521342,0,2.078776042,0,15.085449219,5.959201355,7.279224548,0,0.718180339,3.271868693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.961181641,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-30,3.125000000,6.818025004,0,5.044596354,0,0,6.250000000,2.054578959,11.984953715,5.738254089,29.600694478,0.001424154,0,4.373982747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.442319539,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-31,3.552662048,4.048574829,0.004729106,2.812825521,0.051378072,0,7.076967570,0.431233724,30.701316528,5.590865479,0,1.444882914,0,2.253937887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-01,3.305085347,8.785626322,0.002179159,3.125000000,0.321790873,0,4.173755798,1.999593099,48.268590902,11.718750000,0,0.771701457,2.835286458,0.669397380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.315022786,0,0,0,0,0,0,0,0,0,0
2012-01-02,4.865252482,8.065040690,0.020598246,1.308087362,0.291965129,0,0,0.900010885,32.982765503,8.026846415,0,0,8.505655924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.456163228,0,0,0,0,0,0,0,0,0,0
2012-01-03,4.195800680,6.516936035,0.017415263,0.028826701,2.797471822,0,0.857132467,2.797010600,17.543221944,3.019386597,0.031250000,1.641606038,3.535359701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-04,7.685745748,12.763174845,1.261406759,0,1.648668111,0,0.905020243,0.918592631,9.990143941,0.063612162,0,2.149490865,7.304484049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101151123,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-05,9.114709880,12.147976481,3.300726522,0.278284098,3.474555054,0,0,2.244520365,0,0.015869141,0,1.294017639,0.379638774,0.701452230,0,0,0,1.688517253,1.762261251,0,0,0,0,0,0,0,0,0,0,0.134593811,0,0,0,0,0,0,0,0,0,0,0,0.000205688
2012-01-06,7.600622152,13.208866781,2.825638326,5.525752360,2.763888855,0,0,3.545138957,0,3.242413534,0,0,11.803249817,1.829856567,0,0,0,6.640625000,0.956759949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-07,8.042281596,15.281846720,3.388002523,0.809389445,2.773274740,0,0.010488993,4.276475728,0,3.905978699,0,0,0.239325663,1.953125000,0,0,0,1.463243306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025137431,0,0,0,0,0,0,0.000036214
2012-01-08,8.201244202,10.744601542,2.937766418,1.025499064,3.542819621,0,0,0.759630025,0,3.873426615,0,0,0,1.953125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000040690
2012-01-09,3.524269409,10.696180522,3.253951518,1.149775798,3.558349609,0,0,1.337944845,1.640353800,3.906250000,0,0,18.747287394,0.410133667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-10,0.011610209,6.035780334,1.277809550,0.879340312,1.853475037,0,2.224320068,3.830376485,0.292968750,2.913501892,0,0,6.799384257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-11,2.765679423,4.014503988,2.242865499,0.899811910,5.435004374,0,2.325593058,0.743489583,0,0.034405721,0,0,4.716457723,1.195678711,0,0,0,0.018369344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-12,10.322157084,19.717113546,7.865596212,3.206488851,12.109741109,0,5.925853577,4.400010783,0,3.906250000,0,0.570452677,8.226521708,3.796296387,0,0,0,2.848551432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-13,11.839897970,13.162471008,7.629231567,5.831235555,1.107177734,0,5.077908020,4.121256510,0,3.905797933,1.570891215,0,13.369547424,3.386976624,0,0,0,1.242580872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-14,8.945258280,8.352105001,6.145742900,4.484591980,0,0,0,4.005940755,0,3.906250000,0,0,15.927802226,4.311071269,0,3.143518473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-15,7.970106405,4.775652873,3.417408244,3.014684652,0.778293152,0,0.015190938,2.742919922,0,3.412950338,0,0,8.678860168,3.077008260,0,9.355034688,0,2.471711324,0,0,0,0,0,0,0,0,0,0,0,0,0.077799479,0,0,0,0,0,0,0,0,0,0,0
2012-01-16,4.286910299,8.352132263,3.238421427,4.380786947,5.574625651,0,0.019748230,1.854356588,0,4.040979513,6.366464132,0,16.126573385,4.091955160,0,6.252025452,0,4.168068237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-17,6.718279928,7.936035258,3.438304545,4.163013611,8.562784932,0,3.410879618,2.343750000,2.453432414,2.050509949,0,0,12.641669312,3.826022746,0,4.562210693,0,6.640625000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-18,8.684172363,11.505579122,3.002450867,3.005606283,7.213202718,0,3.188223470,3.132052917,6.816767985,0,0,0,13.621554871,3.354062703,0.002929688,0,0,5.685036011,0,0,0,0,0,0,0,0,0,0,0,0,0.004882813,0,0,0,0,0,0,0,0,0,0,0
2012-01-19,8.028284200,10.463822123,3.597321370,3.454210103,6.651882528,0,5.644386393,2.966742655,3.709942830,0,0,0,9.348619283,2.497242126,5.335937500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.193684896,0,0,0,0,0,0,0,0,0,0,0
2012-01-20,7.221444600,14.146683248,4.473049520,6.275679932,5.092176615,0,12.670862223,1.221815389,7.787904968,0,0,0.504561768,16.249660950,1.484827169,9.375000000,1.145544027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.888671875,0,0,0,0,0,0,0,0,0,0,0
2012-01-21,9.269639791,11.273166402,4.554199422,5.180844930,4.340996602,0,6.283058472,1.308458150,7.770544027,0,0,1.830132345,7.821655172,2.413510946,4.042317708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-22,20.990197957,16.636284587,4.598158061,13.835467326,5.114556173,0,0,1.291286926,7.756709391,0,0,2.657059326,6.145426432,0.618082682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-23,13.703450623,18.005515951,4.532217611,10.808593750,5.372382304,0,1.355034790,0.453477681,7.788266805,3.416341146,0,1.847000732,5.165473124,0.106336772,18.127387187,0,0,0.072247518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-24,11.809570313,15.006483358,4.667638753,9.380425313,6.011678060,0,4.136429342,3.658420207,7.801468506,3.906250000,0,1.531756388,3.613349101,0,18.750000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-25,12.698640137,16.829743754,4.682404378,11.078341980,5.776136576,0,12.206886597,9.863471069,7.794958089,0.492078959,0,0,10.255737305,0,0.640733541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-26,12.381257019,16.080521139,4.397795512,16.775101318,4.588460388,0,1.309823608,8.265082397,7.028627726,0,0.209635417,1.585272929,1.213853658,0,0,0,0,2.328215434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-27,14.061541545,16.334698690,4.672616170,20.681387431,4.120062968,0,9.677734375,6.233968099,7.800021667,0,0.056857605,2.734375000,0,0,0,0,0,3.183195903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-28,7.947898560,15.014241536,4.529916178,22.672779134,6.985799154,0,20.729238993,3.545193075,7.804181112,0,0,1.606698507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-29,11.837764079,8.849509786,4.067179565,15.957067464,6.287285665,0,14.538266805,2.102837423,5.379593404,0,0,0.179696554,1.737874349,0.127337443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-30,13.259132589,7.340594076,3.801988220,10.567744446,2.491007589,0,4.090133057,3.648681641,5.022334391,0,0,1.847285563,1.079779765,1.953125000,4.969184062,0,0,1.814643046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-31,8.078776042,5.289360860,1.989556173,7.351598714,2.193942566,0,4.883391215,2.910373230,6.104238993,0,0,0,0,1.531711121,7.323784688,0,0,5.188218892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
---------
