title
"XSEDE Utilization (%): by Node Count"
parameters
"Resource =  SDSC-COMET"
start,end
2015-08-01,2016-01-31
---------
Day,"[1] XSEDE Utilization (%)","[2] XSEDE Utilization (%)","[8] XSEDE Utilization (%)","[4] XSEDE Utilization (%)","[12] XSEDE Utilization (%)","[16] XSEDE Utilization (%)","[40] XSEDE Utilization (%)","[72] XSEDE Utilization (%)","[6] XSEDE Utilization (%)","[3] XSEDE Utilization (%)","[20] XSEDE Utilization (%)","[10] XSEDE Utilization (%)","[64] XSEDE Utilization (%)","[24] XSEDE Utilization (%)","[18] XSEDE Utilization (%)","[5] XSEDE Utilization (%)","[30] XSEDE Utilization (%)","[42] XSEDE Utilization (%)","[32] XSEDE Utilization (%)","[22] XSEDE Utilization (%)","[15] XSEDE Utilization (%)","[11] XSEDE Utilization (%)","[7] XSEDE Utilization (%)","[9] XSEDE Utilization (%)","[70] XSEDE Utilization (%)","[25] XSEDE Utilization (%)","[14] XSEDE Utilization (%)","[48] XSEDE Utilization (%)","[21] XSEDE Utilization (%)","[60] XSEDE Utilization (%)","[55] XSEDE Utilization (%)","[50] XSEDE Utilization (%)","[17] XSEDE Utilization (%)","[36] XSEDE Utilization (%)","[67] XSEDE Utilization (%)","[26] XSEDE Utilization (%)","[43] XSEDE Utilization (%)","[28] XSEDE Utilization (%)","[71] XSEDE Utilization (%)","[13] XSEDE Utilization (%)","[19] XSEDE Utilization (%)","[51] XSEDE Utilization (%)","[65] XSEDE Utilization (%)","[56] XSEDE Utilization (%)","[27] XSEDE Utilization (%)","[41] XSEDE Utilization (%)","[33] XSEDE Utilization (%)","[49] XSEDE Utilization (%)","[54] XSEDE Utilization (%)","[29] XSEDE Utilization (%)","[58] XSEDE Utilization (%)","[35] XSEDE Utilization (%)","[37] XSEDE Utilization (%)","[52] XSEDE Utilization (%)","[57] XSEDE Utilization (%)","[45] XSEDE Utilization (%)","[39] XSEDE Utilization (%)","[68] XSEDE Utilization (%)","[46] XSEDE Utilization (%)","[44] XSEDE Utilization (%)","[34] XSEDE Utilization (%)","[38] XSEDE Utilization (%)","[23] XSEDE Utilization (%)","[66] XSEDE Utilization (%)","[31] XSEDE Utilization (%)","[63] XSEDE Utilization (%)"
2015-09-21,9.544609029,6.779470805,6.852619424,1.629542190,3.291280459,1.790680499,0.021739345,5.495759007,0.279501137,0.639444517,1.745596271,0.774837501,3.357817419,0.002288096,0.009345488,1.634759021,0,0.014537426,0,0,0.260680818,0.577124869,0,0.946544902,3.672612802,0,0,0,0.432501166,0.143443220,0,0.444776000,0.030670079,0,0,0,0.047183483,1.469045121,0,0,0,0.025085257,0,0,0,0,0,0,0,0,0,0,0,0.039565599,0,0.025003279,0,0,0,0,0,0,0,0,0,0.005929739
2015-09-22,10.786922766,8.488049435,2.984469111,2.353187813,2.863209747,1.352969178,0,7.891220707,0.852476099,0.633789860,2.581917228,0.068090287,3.129804519,0.000743267,0,0.939479622,0,0.500954588,0.211767909,0,0,0.139211336,0,0.960634182,3.672485280,0,0,0,0.077163125,2.656814737,0,0.122906219,0,0,0,0,0,0.116775488,0,0,0,0.062898959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-23,7.267987186,8.871543563,4.412639417,4.509018797,2.660421768,1.085101625,0,8.658927947,1.164659117,0.701769631,2.149620105,0.917357714,3.357817419,0.132272356,0,0.581569896,0,0.355656844,0.004663635,0,0,0.666438950,0.027200289,0.663081497,3.672612802,0,0,0,0,0.269361373,0,0,0,0,0,0,0,0,0,0,0,2.648383759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-24,7.688243030,8.206323352,3.724602616,4.895816337,3.772472893,1.178403479,0.238185454,4.680657573,0.646543809,0.903091116,2.388752869,0.716414548,3.383350822,0.012344060,0,0.328607158,0.000874432,0.104159380,0.152131673,0.082160138,0,2.093767607,0.006495087,0,3.671295079,0.181156117,0.674187990,0,0,0,0,0.026870555,0,0,0,0,0,0,0,0,0,2.243891731,0,0,0,0,0,0,0.251573977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008960492,0
2015-09-25,6.455353316,7.864387798,2.603707599,4.337484461,4.263021744,0.844798106,0.697990757,7.029031130,0.858618981,1.170257302,2.114910016,0.810367361,4.771054382,0.066646263,0,0.298503028,0,0.249635653,0.009249546,0.000414144,0,2.680992161,0,0.019155518,3.011457486,0.096278565,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090317246,0,0.707775883,0,0,0,0,0,0,0.238326338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-26,9.560012752,6.649350498,1.871788896,0.486776654,4.567994345,1.138422525,0,7.426241693,0.441325638,1.192710155,1.435379503,0.326994916,2.081302712,0,0,0.406480139,0.001111257,0.739189839,0,0,0,1.735442535,0,0.935313921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998032529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-27,7.230983481,4.199117790,1.626097894,2.802320159,3.909831526,1.630863556,0,3.777544596,0.256955375,1.169967646,1.819789353,0.005106927,2.012708406,0,0,0.071964511,0,0.025529760,0.019412382,0.054573031,0,0.254182088,0,0.293568555,0,0,0.001436737,0.010988691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-28,9.172886672,5.281101848,1.168332942,8.199091092,2.788773755,2.133817185,0.079961917,4.866255684,0.850060482,1.567192783,1.074287830,0.025182419,2.265205391,0.005844118,0,0.252741106,0,0,0.014671022,0.364376867,0,0.188921562,0,0,0,0,0,0,0,0,0,1.236895677,0,0.003563309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-29,8.895816592,6.099079169,3.460485401,8.474299006,4.256150169,2.924196488,0.013845167,5.229188527,1.510518684,1.523001195,1.719363304,1.499905270,2.169328828,0,0,1.497093726,0,0,0.158544162,0.894369872,0,0.577198348,0,0,0,0,0,0,0,0,0,2.789345779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-30,8.857725212,7.022217859,2.875529532,1.254969695,2.842981229,3.080680891,0,3.988238895,2.767576076,1.279916492,3.062733173,1.899137956,3.280051300,0,0,2.834451886,0.279380902,0,0.163207807,0.895999712,0.326509123,0.277400679,0.138360586,0,0,0,0.294557146,0,0,0.081832226,0,1.922656523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067844963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-01,12.516656392,7.375269616,3.235464997,0.809898566,3.965000874,5.714624377,0.433207998,7.123426023,2.103929841,1.414404075,2.818062360,1.614249355,3.372352412,0,0,1.704941258,0,0,0.197815861,0.188620976,0.514229553,0,0.159350589,0,0,0,0.602036451,0,0,0,0,0.071867349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308696222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-02,15.586220989,8.141002117,3.351497227,0.938857792,4.012781276,3.874645345,2.854339130,6.386761105,1.739076892,1.667491912,4.867329295,0.907216730,2.655551666,0.084790719,0,0.153001241,0.126118544,0.047284890,0.109867478,0.071646318,0.786988458,0.535730852,0.096916171,1.031692681,0.003018001,0,4.675933210,0.291564650,0,0,0,0,0,0,0,0,0,0,0,0,0,2.147421884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-03,12.349939036,8.127388911,1.475676236,0.783830785,3.217186953,5.313260255,4.977799156,4.456671913,3.575543605,2.451130203,3.526582721,2.312319029,3.439547627,0,0,0,0,0,0.013155341,0,0.350319168,1.731374607,0,1.520560073,0,0,4.272855466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.055690364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-04,17.923245690,7.057117400,0.946353620,6.414961516,3.028812522,1.750106872,4.207546345,2.828655124,3.941347499,2.480492888,0,0.954970415,2.280556530,0.028098403,0,0,0,0,0.036920443,0,0,0.808041610,0,1.560718346,0,0,2.805621138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020002623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-05,16.959770298,7.066819920,1.146889947,5.050794767,3.114623411,1.809373898,1.127943920,0.288955929,5.458901714,2.124958100,0.429200187,1.166431044,3.609770316,0.751836306,0,0.000291477,0,0,0.061074194,0,0.182947490,0.739294288,0,0.880847761,0,0,0.848671110,0.005392328,0.551414757,0,0,0,0,0,0,0,0,0,0,0,0,0.085630538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-06,18.387457034,8.203570086,2.265880644,6.682326316,5.071484785,1.472008469,2.537357659,0.081147254,9.162921185,2.915211102,1.049317943,1.197959177,3.230655623,0.534933543,0,0.003033185,0,0,0.041020562,0,2.386050630,0.000313948,0,1.123382302,0,0,0,0.053981579,2.062784190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476503895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-07,16.512993945,8.707552411,2.737398475,5.092869502,5.713995278,0.760114259,2.240973926,0.084863589,8.583012708,3.875524659,0.793352380,1.128642254,3.436788313,1.587253702,0,0.010590342,0,0,0.036706690,0,3.794832838,0,0,1.456568075,0,0,0,0.054010726,0.463641862,2.000153026,0,0,0.003840212,0.630290311,0,0,0,0,0,0,0,0,0.017406654,0,0,0.452453382,0.008015623,0,0,0,0,0,0,0,0,0,0,0,0,0.043498118,0,0,0,0,0,0
2015-10-08,21.226264583,8.713817960,6.558990132,4.305489955,9.824793051,1.557080947,2.396331277,0,8.622985164,3.913923137,0.596010151,0.949748145,3.385604915,5.364550542,0,0.108508466,0.299711438,0.527479014,0.195328586,0,1.651655591,0,0,1.247267401,0,0,0,0,0.065239886,0.309621663,0,0.323114625,0,0,0,0,0,0,0,0,0,0,0.045391499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015360849,0,0,0,0,0,0.013706716,0,0
2015-10-09,23.075788956,8.045208097,9.516235280,4.493806091,3.397057538,0.682872799,1.852531962,1.343607905,8.154974787,4.654074851,1.133287662,1.638867028,3.211962215,5.987262446,0,1.051127516,0,0,0.011523069,0,0,0,0,1.389799755,0,0,0.049928834,0,0.394678355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-10,20.013997045,6.798261366,5.177082122,5.112153151,3.011046986,1.369029581,2.659729509,3.357292760,4.042431794,3.401992611,1.347353387,2.591888189,2.840892312,1.985324123,0,0.819260449,0.009600530,0,0.354358550,0,0,0,0,0.893149921,0.037533757,0,0.047454921,0,0,0.011622654,0,0.004250712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009117771,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008712736,0,0,0,0,0
2015-10-11,19.205451243,6.981276242,2.690349190,5.028865944,3.758744316,1.334042607,4.718675919,2.857817419,0.078316282,4.104148449,1.112495619,3.245847661,3.425789903,0.909816952,0,1.667999574,0.390597674,0,0.025067049,0,0.000555628,0,0,0.009744447,0,0.021283902,0,0.078203334,0.019281217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-12,21.212882618,9.870290220,3.450074819,7.594953573,2.553886849,1.341708448,7.260600051,0.831584470,0.600829253,6.721908884,1.270792044,3.332537856,3.522910108,0.075856943,0,1.494060551,1.585581351,0,0.075473159,0,0.240195435,0,0,0,0.024909159,0,0,0,0,0.078953888,0,0.005950990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-13,22.328983000,18.340592309,4.272254294,6.525545527,4.602519820,2.202887555,8.504333291,2.957458902,2.019303078,2.872675469,1.072636120,3.431372894,3.523920560,0.060292060,0,1.874790501,1.573976915,0,2.248396875,0,0,0,0,0.013581016,0,0,0.000935159,0,0,0,0,0.054773422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-14,18.197267228,17.217927770,3.685175487,7.417553231,6.186195640,3.888684864,5.267381760,0.003366562,3.463969774,2.465616620,1.816109462,2.460450177,3.171349731,0.000480937,0,1.305210629,1.484037979,0.013466247,3.457424899,0,0,0,0,0,0,0.978057842,0.002176360,0,0.008480165,0,0,0.579584208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031998732,0,0,0,0,0,0,0,0,0,0
2015-10-15,21.186511537,9.192891080,4.092612037,11.573425531,5.167912732,5.534753784,1.468340720,1.182231549,1.540187420,3.123859595,2.959185904,2.171632719,3.350783099,0.005217442,0.282277457,1.063345284,1.575106389,0.881452577,0.007364654,0.001255784,0.237827183,0,0.009500335,0.380558106,0,0.600868110,0.388438311,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076967590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249486271,0,0,0,0,0,0,0,0,0,0
2015-10-16,17.994415470,11.377461789,7.948495987,15.077044713,6.746844759,1.450011650,0,2.601827562,4.834998397,3.716403608,2.541219732,1.493347024,3.394776728,0.000160312,0.652304127,1.587230019,1.572974962,0,0.083381910,0,0.775119870,0,0.344396715,0.921656392,0,0.162392272,2.589277036,0,0,0,0,0,0.008754035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-17,8.573835430,7.114404804,4.055924757,11.373455171,6.200601900,0.503497717,0,0,1.436450682,3.387639180,1.821611095,1.197090821,1.970813413,0.011017838,3.197523172,0.573441927,1.573976915,0,0,0,0.002759925,0,1.528376518,0.687237671,0,1.142696911,1.198402468,0,0,0,0,0,0.891920252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-18,8.553720798,4.732558733,1.556901206,10.837516040,9.280160604,1.490128660,0,0,7.362699662,3.125938192,0.493665226,1.120511260,3.360343551,0.000306051,0,0.394493148,1.497482366,0,0.142610078,0,0,0,1.583278681,0.216569386,0,0,1.160095067,0,0,0,0,0,1.066381502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-19,10.298698126,5.347480936,1.193691477,5.305839728,10.043444678,2.076687653,0,0,7.324949720,4.067072549,0.491406277,1.542072294,2.880805251,0.711379270,0.101073365,0.312542510,1.573976915,0,0.020694882,0,0,0,4.605800752,0.243742349,0.027799639,1.031723040,1.685142678,0,0,0,0,0,1.783840504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-20,19.227901064,7.078053934,1.144363815,5.017236031,6.564605923,7.336180100,0.001578832,0.003760056,4.910545645,3.912689825,2.617768933,2.347004844,3.330612885,1.259181532,0,0.333258642,1.542624898,0,0.191306210,0,0,0.117689387,2.914094991,0.183663431,0,2.154927422,1.546050976,1.385274572,0.001645024,0,0,0,1.206745393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-21,19.789753847,5.838558053,9.953295633,6.579361975,4.308186137,10.192841320,0.063979238,0,2.160261455,5.176768174,5.707791659,1.833919931,3.171310873,1.307085811,0.818435205,0.736660072,1.576217646,0,0,0.005878121,0,0.345880817,1.411341752,0.637460651,0.003910649,0.064519700,1.291535502,2.333595663,0,0.002477556,0,0,0.000196137,0,0,0.016672496,0,0,0,0.005557496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173119243,0,0,0,0,0,0,0,0,0
2015-10-22,21.124497402,7.014239846,2.991231391,6.839464065,7.027121954,3.194920518,0.000242901,0,5.001224204,9.067513408,3.889787622,0.969866112,2.861917528,1.241911508,1.888772298,0.985885216,1.227173691,0.186997202,0.050736463,0,0.262857788,0.559864563,1.011439269,1.341804390,0,0,0.807337210,1.227206482,0.000433572,0,0,0,0.112770099,0.025533403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-23,18.172727771,6.487682665,6.523595080,5.110501441,12.836933077,4.176858668,0.329976481,0,7.105343506,9.193562726,1.841370817,0.847955779,3.246201077,1.201804244,1.717842777,1.064948399,0.836084149,0.743398041,0.017585794,0,0.786988458,0.577124869,2.095718673,0.951949983,0,0,0.601874927,0,0,0,0,0,0.002219481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-24,17.623999978,3.920159520,6.908787063,3.933023375,7.673399790,5.684301038,1.563945244,0.033272123,3.501909176,9.550879168,1.817421110,0.346833592,0.128211104,0.391657922,3.372529731,0.759726230,1.606822753,0,0.374237295,0,0.524358386,0.217537336,9.468918210,0.760416667,0,0,0.669546216,0,0,0,0,0,0,0,0,0.082652005,0,0,0,0.004483894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-25,20.173032101,4.943516581,2.614861439,7.038841761,3.127462982,4.429685988,2.145952356,0,0.530036726,9.244403638,1.401823190,0.524658972,0,1.270942637,3.905211612,1.038797438,0.806954646,0,0.016691925,0,0,0,0.083862246,0.700949851,0,0,0.321897708,0,0,0,0,0,0,0,0,0.358521819,0,0,0,0.281987802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-26,9.142414233,6.566133728,3.683397467,4.602055889,4.001297074,8.819303561,4.766162411,0.004503323,1.318420631,7.521725982,2.481819100,0.425854265,0.003303411,1.598067506,1.804586394,2.492631083,1.573976915,0,0.013155341,0,0.093290923,0,0.497294727,0.472947272,0,0,0.734522560,0,0,0,0,0,0,0,0,0.142742454,0,0,0,0.580103402,0,0,0,0,0,0,0.768437755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-27,9.311387541,6.633169878,5.688065958,5.589738581,7.397844526,9.954762738,6.024372349,2.975341028,1.757476390,10.229955477,1.308781234,0.072826791,0.938167966,2.518625393,5.666316894,2.643157809,1.543936545,0,0,0,0.304229334,0.162991012,0.150245570,0.748808587,0,0,0.300270099,0,0,0,0,0,0,0,0,0.653242930,0,0,0,0,0,0,0,0,0,0,0.707659292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-28,11.090004108,4.978719732,4.350258440,8.534348148,5.368339746,9.760483451,3.515312263,2.020724029,3.049970124,7.695253294,2.445639501,0.714841783,2.259803353,2.302174420,3.246873907,2.722142066,1.573976915,0,1.096440089,0,0.516953043,0.422977758,0.032194869,2.173181182,0,0,0,0.262038009,0.004399484,0,0,0.593824081,0.046412890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-29,12.162497340,6.763090979,4.519159762,8.644344368,3.552465897,11.961282108,1.422724529,0,1.521161245,5.864834732,3.589274623,2.489986528,5.018965447,2.518363064,0,2.185274444,1.542133030,0,2.997959650,0,0,0.323958087,0.698944115,1.545885799,0,0,0,1.183251720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-30,13.172158753,8.364571173,10.916025417,7.659707667,3.451199429,6.169367686,2.096984186,0,2.325529031,5.214503541,2.967237962,2.522929555,6.786522094,2.405357351,0.214509007,1.077591232,1.562572869,0,3.848101509,0,0,0.524388745,0.967019354,1.379394019,0,0,0,1.139442696,0,0,0,0,0,0,0,0.712686063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-31,8.380099257,6.534355462,6.690796143,6.762800741,4.029366329,8.037726869,1.918673004,0,3.744880932,3.848491970,1.170001649,0.898338817,5.804749138,0.936181066,7.362943774,2.179721211,1.573976915,0,2.564921693,0,0,0.532731679,0.170053878,1.190035852,0,0,0,0.528156698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-01,5.824070357,6.097126032,6.143364813,5.006025411,2.738824764,5.277379040,2.085717620,0,2.646624694,3.524561035,0.102308499,0.499201355,6.138426014,0.751325638,8.076778594,2.265614428,0.869237496,0.088877230,3.506606042,0,0,0.164865338,0,1.416589717,0,0,0.023210913,0.332423924,0,0,0,0,0,0,0,0.027721817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-02,8.132252326,6.462983615,7.983502390,4.369163178,3.071492072,4.696484794,2.098635887,0,1.414968812,5.138305934,1.859029472,0.157664885,4.292176752,2.659263146,6.347072840,1.734137574,1.573976915,0,3.545256700,0,0,0.211933077,0,1.192784846,0,0,0,1.015185962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-03,13.648262249,8.615625373,3.109624577,7.882845583,2.779410050,5.210019055,1.919255959,1.209426373,2.965091961,7.013402486,4.152372133,0.240705530,3.500213744,2.442710155,6.279435554,1.600097526,1.314179637,0.094161712,3.029439180,0,0,0.583644239,0.503785560,0.804307669,0,0,0.003001004,0,0,0,0,0,0,0,0,0.019956470,0,0,0,0,0.006495688,0,0.038563045,0,0,0,0,0.043144702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-04,13.855221177,8.663579422,9.460266811,5.927650512,3.402719482,5.927257008,1.586073219,2.093870234,3.969376676,6.668952941,2.146851062,0.115346029,3.438226261,1.423137461,5.479297831,2.228185345,1.573976915,0.270523639,0.877929346,0,0,0.656265794,0,0.399210825,0,0,0.236322432,0,0.073783811,0,0,0,0,0,0,0.014004268,0,0,0,0,0.026605793,0,0,0,0,0,0,0,0,0,0.127884413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-05,10.689201735,7.968114844,15.342131072,6.722241660,3.163766468,9.024678419,5.615114059,0.002929346,4.309133438,6.295969599,1.312728318,0.809675112,3.296956978,1.259764486,5.410709601,4.009174855,1.077245103,0.159631136,0.099646338,0,0,0.611164552,0,0.364862058,0,0.000379531,0.737549068,0,0.050600443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207200216,0.040503190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-06,9.839705526,9.865707925,13.094628066,5.509934527,3.766534045,6.833867711,9.277792352,0.007651277,3.197067739,6.371192579,0.505967996,0.574374044,1.318914931,1.666142008,4.699151801,4.095512818,1.573976915,1.085869185,0,0,0.000309695,0.082327136,0.270043312,0.551050411,0,0.787565336,0.507577187,0,0.052946835,0,0,0,0,0,0,0.316745857,0,0,0,0.280819461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-07,8.695223536,8.473828999,12.392022278,3.258746748,2.203771715,4.015040224,11.294304526,0.001049318,2.962220911,6.423997318,0.221789861,0.606023622,2.373362873,3.011586219,5.875950944,4.192714400,1.438822578,2.360622887,0.000252611,0,0.726579806,0.016766015,0.348345630,0.246655299,0,0.761681568,0.474132609,0,1.138101900,0,0,0,0,0,0,0.219931694,0,0,0,0.686422136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-08,11.603304049,5.015363272,9.964396041,7.825264261,1.528433601,2.441694831,6.777598037,0,2.215255917,7.476862175,0.798210330,0.558002753,2.797870267,5.516381019,6.173498164,4.546218566,0,2.324330331,0,0,0.786988458,0.722401362,0.294914215,0.345083508,0,0.189915617,0.008526920,0,1.122340270,0,0,0,0,0,0,0.020682740,0,0,0,4.087216657,0,0,0,0,0,0,0,0,0,0,0.045927089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-09,15.193921835,7.231782711,10.934252470,3.035807993,3.231855544,6.027447425,6.599505454,0.000655824,1.091545704,10.546612671,0.223405137,1.080615308,2.528001241,5.645986359,4.992501749,3.029207228,0,2.203567681,0,0,0.091587603,0.715006941,0.265728839,0.324222849,0,2.189707330,0,0,0.263025388,0,0,0,0,0,0,0,0,0,0,0.459527780,0,0,0,0,0,0,0,0,0,0.207570027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-10,11.933185727,10.322548658,13.796961842,1.619947744,3.073831176,4.546888964,5.728935917,1.445216859,1.360138306,11.801857438,0,2.528643711,3.194084962,3.997070654,5.668065757,3.856844595,0.131219395,1.867676635,0,0,0,0.489620979,0.444879237,0.211410240,0,0.100104203,0,0,0.407749286,0,0,0,0,0,0,0,0,0,0,0,0.289029408,0,0,0,0.308302728,0,0,0,0,0,0.063854158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-11,10.020385916,9.386984586,7.740162644,1.273828271,3.228029906,9.150664568,12.486009085,0.171782092,0.751974758,10.783931590,0.000497943,1.752822483,2.739108462,4.210169640,5.804094526,3.399195040,0.323576134,2.203567681,0.003769775,0,0,0.284040284,0.552830253,0.904118573,0,2.680269544,0,0,0,0,0,0,0.129266498,0,0,0,0.026085388,0,0,0,0,0,0,0,0.049858998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-12,9.763825748,6.436189582,10.703834847,1.993806109,3.436559986,7.590863155,6.208853137,3.202430920,1.315334616,8.939339950,0.098434285,2.062844918,3.576697372,5.354742334,5.562073715,3.609316705,2.468538679,1.412476682,0.085674870,0,0,0.641737468,0.948626532,0.356817288,0,0.000637606,0,0,0.842584091,0,0,0,0.187798764,0,0,0,0.111574441,0,0,0,0,0,0.079494333,0,1.524117917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-13,12.114427247,7.678575943,5.669950658,2.387225037,4.222564708,2.238428355,7.368470911,10.456322141,0.970192812,9.642723636,0.006691834,1.156690850,4.483852163,3.145782325,6.170973242,2.863991270,3.488727119,1.934778332,0,0,0,0.737223589,0.008815974,0.344154425,0,0.741354057,0.061244216,0,0.382895389,0,0,0,0.136699166,0,0,0,0,0,0,0,0,0,0,0,2.833158447,0,0,0,0,0.034797524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-14,11.103476084,8.193502008,10.107006128,1.366979531,4.516067681,4.141473317,6.945926114,11.109129066,1.426110528,7.544118719,0,0.760712999,3.328242192,2.295193541,5.406523260,1.924517724,1.451592923,2.203567681,1.093331002,0,0,0.645464733,0,0.155501268,0,1.928319078,0.415209281,0,0.041265886,0,0,0,0.108609872,0,0,0,0,0,0,0.786867622,0,0,0,0,1.309384837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
