title
"XSEDE Utilization (%): by Node Count"
parameters
"Resource =  SDSC-TRESTLES"
start,end
2011-08-01,2012-01-31
---------
Day,"[1] XSEDE Utilization (%)","[32] XSEDE Utilization (%)","[2] XSEDE Utilization (%)","[8] XSEDE Utilization (%)","[16] XSEDE Utilization (%)","[4] XSEDE Utilization (%)","[6] XSEDE Utilization (%)","[12] XSEDE Utilization (%)","[3] XSEDE Utilization (%)","[28] XSEDE Utilization (%)","[5] XSEDE Utilization (%)","[10] XSEDE Utilization (%)","[7] XSEDE Utilization (%)","[20] XSEDE Utilization (%)","[24] XSEDE Utilization (%)","[25] XSEDE Utilization (%)","[9] XSEDE Utilization (%)","[27] XSEDE Utilization (%)","[14] XSEDE Utilization (%)","[26] XSEDE Utilization (%)","[30] XSEDE Utilization (%)","[18] XSEDE Utilization (%)","[31] XSEDE Utilization (%)","[23] XSEDE Utilization (%)","[29] XSEDE Utilization (%)","[21] XSEDE Utilization (%)","[19] XSEDE Utilization (%)","[17] XSEDE Utilization (%)","[22] XSEDE Utilization (%)","[15] XSEDE Utilization (%)","[13] XSEDE Utilization (%)","[11] XSEDE Utilization (%)"
2011-12-03,44.323643376,0,1.714300010,0.854766785,7.060715893,0.000653223,2.645502646,6.545781893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-04,37.746563086,0.367757535,1.582351489,0,0,0,2.644094179,0.359469901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-05,57.024769839,0,6.220044046,0.392865238,2.508001842,0.480722105,2.644706526,5.133683656,0.132244475,0,3.434790140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-06,53.576166765,0,9.382675115,0.554657359,7.282399255,0.430726698,2.643849206,6.347430452,1.209506069,0,8.818342152,0,1.214706193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-07,49.376869936,5.869096648,8.371321615,1.693325847,2.460807349,8.270833046,3.001880041,6.576646091,1.785178468,0,4.755347153,0,0.331397202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-08,42.552131099,28.434254379,7.836974976,7.599859515,0.288964040,9.304683539,4.017030423,6.276087538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-09,38.839079207,18.413351636,6.929387527,7.060838408,6.845483068,3.659129108,4.337001500,10.288372017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-10,35.508461073,5.765889378,3.011616903,7.155064002,0.027843112,0.056216931,2.638705173,6.631393241,0,0,2.157661566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-11,25.607849760,14.109347443,1.974012472,4.141354752,0,4.496701331,4.078881334,2.378502822,0,0,1.714677660,0,0,0.401826534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-12,25.058850607,9.726958005,4.702033960,0.140358613,0,16.000487707,1.862936037,2.937426514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-13,32.158519862,11.460252184,10.827788686,0.838559005,0.849908544,5.128819617,0.578856819,7.307649912,0,0,0.033094274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-14,48.780649652,6.951956397,7.962013728,1.921337058,0.001143112,9.709245481,0.847846855,5.136684303,0.644274795,0,1.000356178,0,0,0.126865745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-15,53.698199129,2.287706508,7.325766323,2.991173448,2.323388184,9.775735780,1.217574221,7.580528572,1.317515490,0.001714697,0.272000903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-16,102.035684949,0,9.771733539,2.773450245,0.562822535,8.860441066,0.882936508,6.559560553,1.258313125,0,1.181188340,0.256946511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-17,68.755118829,0.495786773,15.551962827,3.062700078,0.321216323,6.918159125,0.023393121,4.955846974,0.468704071,0.272776641,0.000433798,0.069403625,0.000464398,0.122170782,0.229889300,0.233726886,0.023056290,0.249669312,0.074945689,0.246127680,0.325941829,0.106279394,0.147758269,0.214559221,0.131861772,0.180041152,0.157852401,0.137592661,0.127651646,0.044244826,0.026337678,0.020377145
2011-12-18,29.005534313,12.697432921,8.578807847,2.356987675,0.106391691,12.847936646,0,3.325494826,1.045096003,0,0.005715618,1.094484862,0.008466240,0,0,0.285014100,0.021494709,0.247602513,0,0,0,0,0.413216892,0.246954400,0.278818813,0.123671106,0.092985514,0.042769993,0,0.047306731,0.065213879,0.051532187
2011-12-19,53.752360399,19.034554812,7.139830947,8.620746011,0,7.904848940,0.821881775,1.655092593,0.885722840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-20,43.933620963,14.045169489,7.245400970,5.626959612,0,5.180989756,0.442294974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-21,19.341651912,14.109347443,3.124612188,6.472744778,0,5.752729495,0.520588360,3.355073015,0.047689491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-22,14.179794514,14.092690593,2.377441291,0,0,8.821339010,0,0,0.401846972,0,0,0,0,0,0,0,0,0,0.868055556,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-23,29.452067775,5.581194082,1.723108075,0,1.200927533,8.828919225,0,0,1.322751323,0,0,0,0,0,0,2.544841901,0,0,2.669324398,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-24,24.742252489,1.421876033,1.580208104,0,0.537837233,7.055449402,0,0,0.921149324,0,0,0,0,0,0,5.803112140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-25,26.084472656,14.109347443,2.522188752,0,0.913759886,6.064529022,0,0,0,0,0,0,0,0,0,3.161692054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-26,29.538244392,12.691880580,2.295381795,0,0,5.329810073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-27,70.496060165,0,0.089275495,0,0,5.303978243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-28,63.781844434,0,0.757081255,0,0,5.534464619,0.696955203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-29,29.495936616,0,0.014554341,0,0,5.406099755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-30,86.498400699,0,0.270316863,0,0,2.889805974,0.647811317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-31,78.268396118,0,0.265805673,0,0,2.514198449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-01,85.884697765,0,0.896674348,0,0,7.000226314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-02,103.712250032,0,1.592149666,0.121583926,0.218988830,8.519039696,1.049382716,0,0,0,0.001554864,0,0,0,0,0,0,0.221819196,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-03,103.295301822,0,5.049929729,6.704367893,2.522209132,7.495363137,0.559382980,0,0,0,0.001235946,0,0,0,0,0,0,0.074404762,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-04,107.372768144,1.770853772,6.493280090,1.157254349,2.923198785,7.204832463,0.765481070,0,0,0,0.002571557,0,0,0,2.808274544,0,0,0.203450521,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-05,106.833708572,0,4.164620249,6.968340200,0.595564707,7.434259719,1.247336126,0,0,0,0.648984455,0,0,0,2.086762669,0,0,0.362025670,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-06,100.985833471,0,3.636821171,7.798140857,2.699229199,6.542904277,2.645502646,0,0,0,0.289387734,0,0,0,1.434450323,0,0,4.188871838,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-07,96.815546576,0,4.325825457,16.397985388,3.185217852,4.302214747,1.045279718,0,0,0,2.872826589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-08,87.780370118,0,1.768393936,26.739703782,0,3.963789855,1.570767196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-09,86.437521874,0.016820184,3.320289478,21.503200725,0.531468392,3.593128640,2.645502646,0,0,0,0.014253105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-10,62.085099930,0.135867803,5.914903056,28.582655653,0,1.116261574,2.645502646,0,0,0,0.624658117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-11,56.706803500,1.042197375,7.854274944,37.416674876,0,0.760557094,2.645502646,0,0,0,0.178612248,1.520398559,0,2.667038174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011329158,0,0
2012-01-12,53.449783847,1.432000822,7.816123328,39.054722693,0,1.943987682,2.645502646,0,0,0,0,0,0,0.469903331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-13,49.914697581,0.125906349,8.596536447,36.118255576,1.955467372,4.861859350,1.872274868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-14,59.936932032,0,8.441276329,36.248081207,5.101819185,7.054734922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-15,48.368295247,0.643085754,4.984128994,32.512329374,0,6.418038390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-16,60.222075652,9.568227846,5.218100853,20.507177132,0,2.384116363,0,0,2.179477720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-17,67.181612207,11.910640800,6.479644212,27.347107917,0,5.222207640,0,0,0.747645399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-18,56.457408441,15.257364981,8.216327080,27.119178287,0,11.015729660,0,0,0.016963023,0,0,0,0,2.742973917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-19,68.469533432,13.938859494,8.317094953,16.140587224,0,8.387103864,2.284379306,0,0.000290902,0,0.249572345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-20,70.559881481,14.109347443,10.436997825,11.176228023,0,7.727730012,0,0,0,0,0.722563129,0.135592230,0,0,0,0,0.150738536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-21,72.554304453,9.225618891,19.064145746,15.815086886,0,7.094407299,0,0,0.001423795,0,1.325149843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-22,72.156026728,11.774609719,15.684166483,18.389060433,0.188614521,4.323722948,0.073516785,0,0.109096384,0,1.023218592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-23,53.637667181,14.109347443,14.540986862,28.281607212,12.754262199,5.946032550,0,0.027924750,1.558320473,0,1.344082755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-24,59.446642543,13.609478110,12.096928220,28.037862781,6.575053966,9.199135848,0.333872251,0,4.714720488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-25,64.888123771,1.446208113,19.452997375,12.139958515,21.944852695,7.204177288,1.393328660,0,1.453281158,0,0.233956531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-26,70.113615268,14.109347443,10.043785652,8.541503390,13.254703116,6.006801606,1.585984979,0,3.411228689,0,2.204585538,0,0,0,0,0,0,0,0,0,0.392691799,0,0,0,0,0,0,0,0,0,0,0
2012-01-27,53.431556518,8.037592260,9.026389635,11.666380874,3.915833804,8.924509250,0.348324515,0,5.080605159,0,1.606719278,0,0.002357701,0,0,0,0,0,0,0,1.220329953,0,0,0,0,0,0,0,0,0,0,0
2012-01-28,46.685915799,14.133189633,9.451741910,7.143428728,7.054673721,6.247693452,2.645502646,0,3.195699853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-29,40.242407959,11.326343993,10.076537813,6.801146384,6.482053066,7.005601255,2.645502646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-30,42.717580938,0.406133628,11.862895160,8.142473407,4.593213149,7.198175878,2.645502646,0,3.466741416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-31,38.375315704,0.142889810,10.304031177,6.231056927,0,3.681555829,2.573302469,0.442203116,5.424244929,0,0,0.165803204,1.382780350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
---------
