Day,[1] XSEDE Utilization (%),[2] XSEDE Utilization (%),[8] XSEDE Utilization (%),[32] XSEDE Utilization (%),[3] XSEDE Utilization (%),[16] XSEDE Utilization (%),[4] XSEDE Utilization (%),[6] XSEDE Utilization (%),[20] XSEDE Utilization (%),[5] XSEDE Utilization (%),[28] XSEDE Utilization (%),[7] XSEDE Utilization (%),[24] XSEDE Utilization (%),[12] XSEDE Utilization (%),[10] XSEDE Utilization (%),[18] XSEDE Utilization (%),[9] XSEDE Utilization (%),[26] XSEDE Utilization (%),[22] XSEDE Utilization (%),[25] XSEDE Utilization (%),[23] XSEDE Utilization (%),[15] XSEDE Utilization (%),[13] XSEDE Utilization (%),[14] XSEDE Utilization (%),[30] XSEDE Utilization (%),[11] XSEDE Utilization (%)
2011-07-01,21.397866604,12.267487588,5.590257339,0.599810543,0,4.004670449,3.530847893,1.151589770,1.291009367,4.540068342,0,0,0,0.468719400,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-02,18.785315336,12.556543600,0.011880247,0.146809035,0.388267299,0.003347698,2.190214913,1.042401529,1.759687948,6.495413256,0.023291044,0,9.751739211,0.017207996,0,0,0,0.001724859,0,0,0,0,0,0,0,0
2011-07-03,25.966509533,9.332605246,0.575600922,4.845025846,1.322751323,2.401528455,1.846401588,0.774207555,0,7.064140177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-04,27.843757636,9.572591663,0.000530708,0.001633001,0.935616917,0.006450479,0.357163238,2.566198766,0,4.934316613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-05,26.422527994,13.286741025,0.657088948,4.481840760,0.926645459,1.983555457,0.826474604,4.986466313,0,2.757824212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-06,26.910481082,15.406557264,10.558862434,17.667221889,1.322751323,14.807874447,0,5.172661934,0,1.421932181,0,0,0,0,0,0,1.426963918,0,0,0,0,0,0,0,0,0
2011-07-07,31.634467661,11.048063008,3.599353264,0.142236644,1.197886067,0.157668685,0.057176385,4.909305762,0,0.001786116,0,0,0,0,0,0,0.001010435,0,0,0,0,0,0,0,0,0
2011-07-08,38.299652031,11.983954808,25.354285106,0.109739388,1.322751323,4.534260924,0.699282247,2.173476367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-09,43.969481130,13.600721026,45.855379189,1.522960356,0.779765005,6.990250852,1.968776524,2.649391328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-10,21.155622554,11.541464637,22.367030825,0,1.322751323,14.595499373,2.126690182,0.879843945,0,6.233924897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-11,25.524584516,13.061271116,0.180408583,0.030537643,0.652786964,37.633989772,1.832684244,0.474781953,26.054628768,6.613756614,0,0,0,0.025169018,0,0,0.004822531,0,0,0,0,0.044244826,0,0,0,0
2011-07-12,40.921873105,18.425742268,0.046500450,0.128192573,0.000551146,7.141387419,1.847197708,0,12.989193455,6.151737719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-13,49.260680872,20.000969673,0.411277661,0,1.041896368,1.059915755,2.082741310,0.212558674,10.347365061,3.848099004,0,0.021790721,0,0.551513815,0.548135518,0.328666961,0,0,0,0,0,0.273965682,0.237569582,0,0,0
2011-07-14,49.171726937,16.133503959,0,0,0.008573369,0,5.515525908,0.552340535,0,2.204585538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-15,52.683363359,18.925567509,0.004205017,0.007022007,0.005343020,0.008899981,5.157444208,3.969999265,1.544434627,1.133243715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-16,55.660989687,10.430526965,0,0.108269664,0.003046634,1.661767607,2.967157818,4.964910347,0,2.204585538,0,0,0,0,0.106095679,0,0,0,0,0,0,0,0,0,0,0
2011-07-17,39.865415966,6.825947627,0,0,0.256972002,0,1.902638900,2.570914168,0,2.204585538,0,0,0.006246326,0.004347913,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-18,41.754528816,9.135513462,0,2.928342875,0.785245811,0.111617362,3.132971184,0,0.365695845,2.204585538,0,0,0,0,0,0,0,0,0,0,0.282401264,0,0,0,0,0
2011-07-19,70.580767747,14.668648784,0,21.688549245,0.933886948,0.025311914,2.222446814,0,0,1.939984235,0,0,0,0,0,0,0,0,0,0,0.421723951,0,0,0,0,0
2011-07-20,59.437451660,12.193909603,0,33.934123712,0.319710832,0,0.030496767,0,0,0.012962159,0,0,0,0,0.091347404,0,0,0,0,0.456354316,0,0,0,0,0,0
2011-07-21,84.643315054,16.549456202,0,10.188451187,1.407260435,0,0.185246443,0,0,0.000663442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-22,92.257273812,15.548217271,0,0.944215834,0.785858215,0,0.829556947,0,0,1.325532603,0,0,2.609984304,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-23,101.242120788,7.965606456,0,0,1.322751323,0,0,0.002204586,0,0.754585710,0,0,10.582010582,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-24,115.459765223,5.980264883,0,0,1.275551778,0,0.312500000,2.513564344,0,0,0,0,7.974843210,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-25,110.384644430,14.647000903,0,0.005389006,2.122709700,0.008491731,0.977743963,2.645502646,0,0,0,0,0,0.000612404,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-26,75.384633924,13.950290615,0,2.381115658,1.136601631,0,0.838344689,2.645502646,0,0.345742337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-27,59.074395346,17.907215540,0,42.559278894,2.645502646,0,1.168501869,2.645502646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-28,39.768452496,17.443905641,0,20.320726319,0.451771649,0,0.261192348,0.830026455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-29,22.494626036,7.410918440,0,0.222744778,0,0,1.760034883,0,0,0,0,0,0,0,0,0,0.262575323,0,0,0,0,0,0,0,0,0
2011-07-30,24.275801631,4.009232735,0.045153184,3.152557319,0,0,0.728615578,0,0,0,0,0,0,0,0,0,2.933430703,0,0,0,0,0,0,0,0,0
2011-07-31,30.467375464,1.634628700,2.038384303,3.176236233,0,0,4.727202978,0,0,0.922915059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
