title
"XSEDE Utilization (%): by Node Count"
parameters
"Resource =  SDSC-COMET"
start,end
2015-02-01,2015-07-31
---------
Day,"[1] XSEDE Utilization (%)","[4] XSEDE Utilization (%)","[10] XSEDE Utilization (%)","[8] XSEDE Utilization (%)","[2] XSEDE Utilization (%)","[32] XSEDE Utilization (%)","[16] XSEDE Utilization (%)","[40] XSEDE Utilization (%)","[72] XSEDE Utilization (%)","[6] XSEDE Utilization (%)","[20] XSEDE Utilization (%)","[12] XSEDE Utilization (%)","[3] XSEDE Utilization (%)","[64] XSEDE Utilization (%)","[30] XSEDE Utilization (%)","[60] XSEDE Utilization (%)","[24] XSEDE Utilization (%)","[43] XSEDE Utilization (%)","[28] XSEDE Utilization (%)","[5] XSEDE Utilization (%)","[70] XSEDE Utilization (%)","[45] XSEDE Utilization (%)","[50] XSEDE Utilization (%)","[25] XSEDE Utilization (%)","[22] XSEDE Utilization (%)","[27] XSEDE Utilization (%)","[48] XSEDE Utilization (%)","[36] XSEDE Utilization (%)","[33] XSEDE Utilization (%)","[58] XSEDE Utilization (%)","[7] XSEDE Utilization (%)","[29] XSEDE Utilization (%)","[11] XSEDE Utilization (%)","[54] XSEDE Utilization (%)","[14] XSEDE Utilization (%)","[15] XSEDE Utilization (%)","[67] XSEDE Utilization (%)","[9] XSEDE Utilization (%)","[13] XSEDE Utilization (%)","[65] XSEDE Utilization (%)","[23] XSEDE Utilization (%)","[35] XSEDE Utilization (%)","[18] XSEDE Utilization (%)","[19] XSEDE Utilization (%)","[56] XSEDE Utilization (%)","[52] XSEDE Utilization (%)","[68] XSEDE Utilization (%)","[62] XSEDE Utilization (%)","[69] XSEDE Utilization (%)","[44] XSEDE Utilization (%)","[61] XSEDE Utilization (%)","[21] XSEDE Utilization (%)","[57] XSEDE Utilization (%)","[53] XSEDE Utilization (%)","[59] XSEDE Utilization (%)","[34] XSEDE Utilization (%)","[31] XSEDE Utilization (%)","[49] XSEDE Utilization (%)","[17] XSEDE Utilization (%)","[55] XSEDE Utilization (%)","[41] XSEDE Utilization (%)","[66] XSEDE Utilization (%)","[37] XSEDE Utilization (%)","[63] XSEDE Utilization (%)","[71] XSEDE Utilization (%)","[42] XSEDE Utilization (%)","[39] XSEDE Utilization (%)","[47] XSEDE Utilization (%)","[51] XSEDE Utilization (%)","[46] XSEDE Utilization (%)","[26] XSEDE Utilization (%)","[38] XSEDE Utilization (%)"
2015-06-27,8.415407494,3.907861650,10.203111027,7.118781826,1.370688542,9.953752286,4.816709414,0.463788812,2.938920951,2.863745336,3.151038633,2.061472543,0.104317870,2.329058337,0,0,2.144689285,0,0.213011542,1.736287209,0.600370176,3.028703218,0,1.675325972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,3.360042811,6.688913655,10.190255698,5.712802644,0.945926123,10.073393961,3.763252494,2.098101509,0,3.279107643,4.180803311,1.124249446,0.149487729,0,0,0,1.180613851,0,1.613807275,1.585065200,0.226350268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-29,3.719279678,7.819709188,9.095928783,5.839468938,1.042588491,7.906260940,2.907961208,2.060476665,0.216378104,3.420546957,6.214791985,0.249511776,0.252306313,0,0,0,1.259166958,0,2.679460084,0.551259300,1.841874836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-30,6.029296620,12.087353287,4.808062260,6.625257475,1.066308632,4.747017214,3.181512566,2.098635887,3.214104582,5.087745570,6.776820758,0.053478780,1.069628439,0,0,0,1.259152384,0,0,0.011416197,1.028671638,0.062603839,0,0.024107597,0,0,0,0,0.037793663,0,0.271403536,0.030641541,0,0,0,0,0,0.012602746,0.009559842,0.119754622,0,0,0,0,0,0,0,0,0.135043211,0,0.107643744,0.023616941,0.096189300,0.084386295,0,0,0,0.072810396,0.013543971,0,0.053902033,0,0.045070875,0,0,0,0,0,0,0,0,0
2015-07-01,7.829911236,9.114200788,2.826679146,4.765253977,1.154083368,1.332420035,3.599539466,2.045902805,6.486664918,4.239273639,7.457456488,0.614317360,1.912576877,2.654424624,0.044213449,0,1.141439314,0,0,0.023579295,2.644621271,0,0,0,0,0,0,0,0,0,0.197700491,0,0.000307272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-02,6.371379015,2.801780917,2.294630015,2.486281152,0.906203874,5.677218132,2.297685671,1.066952314,7.250349773,5.106414685,6.693227518,0.221282208,1.776380509,0.314717650,0.565994083,0.014610295,1.261090708,0,0,0.215908698,0,0,0,0,0,0,0,0.002033054,0,0,0.354730192,0,0,0,0,0,0,0,0.029445273,0,0,0,0.001912819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-03,6.768669999,4.206378013,2.115171143,2.390676619,5.348457375,5.405133888,1.808761796,0,8.282922350,5.417351638,6.578786280,0.091822607,1.427442215,0.001554548,0.993627580,0,1.259166958,0,0,0.081993148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589015918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-04,4.856251885,3.933438766,1.674542627,1.980441879,1.066077883,1.845478223,1.879377013,0,8.209994753,3.265513874,4.562383418,0.091399965,1.190192521,0.136799972,2.204842894,0,1.259137810,0,1.059582796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415525661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-05,2.635200236,2.822563223,0.736234989,1.489059904,0.818695102,1.743927555,0.913732466,0.388441954,1.184505072,3.782973359,3.800692750,0.054535385,0.918697898,0,1.332998135,0,1.365614434,0,2.538982644,0.180333295,0,0,0,0,0,0,0,0,0,0,0,0,0.003420002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-06,3.415386672,6.279264293,1.055062476,5.017323456,1.007353715,2.359527424,1.475428481,1.765234548,3.602745715,3.153750583,3.995290220,0.703793576,1.471837837,1.459096029,0,0,0.392852979,0,0.650477540,0.003491651,0.357272119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391732613,0,0,0,0,0,0,0,0,0.034448962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-07,9.673699611,7.692610570,1.393680045,8.958619947,3.870789357,0,1.682173254,6.068604015,2.769062609,3.674857176,3.425415838,1.272319867,1.615567069,5.896739345,0.006212108,0.009327271,0.082123703,0,2.938090241,0.000030359,1.456335503,0,0,0,0.004475387,0,0,0,0,0,0.010529004,0,0,0,0.228305597,0,0,0,0.106208219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-08,13.571453069,4.753123679,1.956710771,8.382884458,8.251547261,0.037386807,1.971814154,10.079014616,1.901582721,0.879255567,3.039900798,0.562886207,1.575782252,2.150169057,0,0,0,0,0.091815320,0.025316007,2.588809461,0.001420951,0,0,2.574818555,0,0.013495395,0,0,0,0.020292889,0,0.003553590,0,0.747334195,0.003916725,0,0.031545121,0.584539931,0,0,0,0,0,0,0,0,0.046082546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-09,10.270987570,5.292317581,1.468128179,5.306930372,6.064506329,0.001204775,2.199963092,9.697883875,6.185073452,1.574997085,3.147710929,1.468389297,1.286558529,0.002059769,0.080429492,0,0,0,2.938090241,0.006081554,1.543602558,0.629918678,0,0,5.771248688,0,0,0,0,0,0.004441985,0,0,0,0.506267971,0,0,0.002175149,0.497838214,0,0,0,0,0,0,0,0,0,0,0,0,0.000790632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-10,8.134109628,4.804307049,1.112623149,4.518503939,3.749829978,0.026038633,1.516818235,8.429059312,5.063221406,2.135413023,5.780721698,2.003162528,0.835102236,0,2.221785006,0,0.200113676,0,0.727041315,0,1.523241673,0,0,0.239117580,3.198834820,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304241476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-11,5.528944789,2.948928339,0.784425890,0.945644356,4.577490418,0.000777270,0.843447592,6.097654583,2.720225603,1.114065961,4.785497060,2.368784249,1.018705550,0.001554548,0.273405620,0,0.331088959,0,0,0.000619389,0,0,0,0.792635828,0,0,0,0,0,0,0.000178530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-12,4.307400105,1.445190143,1.219844251,1.381679683,5.429217211,0.146127243,3.076813963,2.760702078,0.002317244,2.296720153,1.611237421,1.751355369,0.985267649,0.567214644,1.955447709,0,2.251952897,1.221495961,1.748605764,0.006023868,0,0,0,0.778061968,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025571660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-13,6.798318504,2.190584803,1.388949607,3.202231741,1.953605336,0.496346825,2.361820375,2.098635887,2.589060860,1.743234085,0.975088409,1.712814795,1.064514836,0.020209089,2.222258657,0,0.528171272,2.381159888,1.816719133,0.081853485,0,0,0,0.028009138,0.000601172,0,0,0,0,0,0,0,0.000574456,0,0.025223709,0.022926504,0,0.054684767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-14,11.568366307,4.783189526,1.001861829,2.445940688,10.142477729,0.732015865,2.328883442,4.752608712,4.788256383,1.301307275,0.942382243,1.812755043,0.950199298,0,4.463718375,0,0.956234697,2.526940391,0,0,0,0,0.000880507,0.032958184,0,0,0,0,0,0,0,0,0.012190424,0,0.005015840,0,0,0.173667585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-15,11.818594524,6.339541807,0.799649490,2.165452181,10.369710882,2.592884067,3.791350906,9.723096654,2.362845400,2.776841407,2.130103283,2.793918328,0.790458858,0,4.671924187,0,0,2.404738572,0,0,0.006928659,0,0,0.001047496,0,0,0,0,0,0,0.000552595,0,0,0,0,0.368809753,0,0.472193075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-16,11.669484404,7.662071028,3.725928838,1.781911890,4.140844200,3.236465739,3.100549926,9.517969570,1.250961875,3.651713886,2.238071304,3.777063659,1.100240833,0,4.824038854,0,0.000728693,2.455159884,0,0.267123676,0,0,0,0.412075901,0.006265548,0,0,0,1.653041929,0,0,0,0,0,0,0.177928617,0,0.394532616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-17,10.305532219,6.122624461,3.426776071,0.722372816,3.650199461,4.726458361,2.252079198,7.971440089,2.527500874,3.220885071,2.123095679,7.235127376,1.090230413,0.012436358,4.297576367,0,0.611271424,2.264859271,0,0.761651191,0,0,0,0,0.192655503,0,0,0,2.267319211,0,0.000493079,0,0.080957794,0,0,0,0,0.000377099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-18,9.322238372,3.235236679,3.609841974,1.316675411,3.453545829,9.202770983,2.716596712,2.296937549,0,3.760522327,0.990573144,2.929032587,1.299955550,0,2.524757345,0,0.954587851,2.255694126,0.139967355,0.524458581,0,0,0,0,0,0,0,0,0.936425178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-19,7.360182519,3.016517011,4.251735510,2.249543346,7.983008136,8.090921460,3.050066074,5.153681348,1.243135712,3.323477760,3.867416738,0.867764078,1.345232890,0,1.163267314,0,0.794887490,2.249192362,2.278499184,0.524658972,0,0,0,0,0,0,0,0,0.842261645,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003344701,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004555552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-20,9.074997750,2.410557796,4.137318565,5.194172396,5.884640599,7.487330451,3.653015824,5.214308616,3.619141308,3.764632156,1.049317943,1.209761572,1.280889297,0,0.635802874,0,0.431823481,2.255171899,1.254486317,0.335083408,0,0,0,0,0,0,1.769441530,0,0.631310482,0,0.252789683,0,0,0,0,0,0,0,0,0,0,0,0.202835345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-21,11.207062165,1.815689243,1.313954945,3.774134304,2.196352400,8.835295950,2.376491389,4.591591857,3.700638335,3.892583362,0.571975432,3.886782966,1.248741183,0,1.730081176,0.056801621,0,2.255955244,0.372940231,0.001120366,0,0,0,1.204074123,0,0,2.518363064,0,2.713368602,0,0.173917772,0,0,0.244032004,0,0.090266847,0,0,0,0,0,0,0.944386149,0,0,0,0,0,0,0,0,0.002193366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-22,8.686301273,1.103362663,0.232034074,1.109629432,1.057850929,4.461505580,0.755985002,3.450895810,2.771598461,2.273227090,0,4.070173137,1.393102556,0.156581555,2.426857438,0,0.095619098,1.857624315,2.938090241,0.002817610,0,0,0,0.286072727,1.426246548,0,0.749183864,0,0.613355486,0,0,0,0,0.207797744,0.227778506,0.173474481,0,0,0,0,0,0,0.047514428,0,0,0,0,0,0,0,0,0.137888758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-23,3.454621071,1.175114642,0.626955329,0.710266793,0.903359503,0.256014149,0.248251137,0.160943994,0.198495978,0.803034278,0.326660937,0.498433310,0.967210636,0.006062726,1.432027515,0,0.429477090,0.612262446,0.361922392,0.079734200,0.429916738,0,0.077120014,0.018323596,1.578302920,0.001967471,0,0,0,0,0,0,0,0,0.251199911,0.238091334,0,0,0,0,0,0,0.142860266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-24,12.338119963,7.190771841,4.198067269,6.346634404,2.179099390,1.678908709,1.332662936,1.994311330,3.537250787,2.776105427,2.764637011,5.302567914,3.353720342,4.364696281,5.290967121,0.007942754,0.378745482,2.003692051,0,0.524695406,0,0.005683806,0,0,1.644218058,0,3.374431619,0.004853095,0.851519689,0,0.149718479,0,0,0,0.256309270,0.542256908,0,0.005181007,0,0,0,0,0.016166055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-25,15.898650634,7.831654916,3.954823465,3.674487966,1.802496265,2.717325414,1.414723479,7.889316386,7.098242392,1.479552874,1.748085960,2.528950974,3.269913358,6.718199837,3.463532558,0,0,1.587683631,0.424339804,0.424002173,0,0,0,0,0,0,5.036726128,0,0.234677408,0,0.367261280,0,0,0,0,0.172508963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-26,11.458816921,7.791329045,5.283983828,4.217510010,1.591661083,1.680094047,2.121371109,3.608196339,0.745715285,5.943755830,0.705714893,3.674857176,1.079283622,4.964323190,1.581919669,0,0,2.259636965,1.412221639,2.380816191,0,0,0,0,0.585367598,0,1.492479888,0,0,0,0.225534132,0,0.000701367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027935658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-27,15.543544909,10.740058213,4.104120522,5.117358451,2.214881842,2.548715560,2.528467613,0,0.854713186,3.665460680,0.901745457,4.634582313,0.887992596,6.715634837,1.708402559,0,0.222557421,2.255641906,0.172442770,2.873752714,0,0,0,0,0.188781288,0,0,0,0,0,0,0,0.323316838,0,0,0,0,0.245053996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-28,18.982112436,11.379634478,3.460933556,3.096823873,2.341251822,3.356262880,2.806274530,0.183630640,2.944429871,3.805070975,0.301120238,4.624781392,0.968975895,6.194667907,1.625768771,0.004991547,0.468651626,2.255224119,2.235158946,2.308059226,0,0,0.005799185,0,0.280586889,0,0.004547044,0.004022385,0,0.006515727,0.001389982,0,0.577124869,0,0,0.299920937,0,0.136241912,0,0,0,0,0.266712574,0,0.008195364,0.010925540,0.012594247,0.073265228,0,0.004488749,0,0.001313469,0,0,0,0.000743267,0.013741939,0,0,0,0,0.020119214,0,0,0,0.005355894,0,0,0,0,0,0
2015-07-29,13.579483757,7.436132489,4.296374024,3.130392319,6.462437096,4.768644822,5.562113793,5.553490931,1.731855544,3.723435496,1.042917587,5.918342661,1.043051183,3.528661919,1.441008657,0.108866737,0.578640550,2.258958069,0.469720382,0.805597455,1.252386470,0,0.010535690,0.006710042,1.293788384,0,0.109129066,0,0,0,0,0,0.626260639,0,0,0.586597878,0,0,0,0,0,0,0,0,0.132894177,0.197007012,0.112274588,0,0,0.004488749,0,0,0,0,0,0,0.038345648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-30,8.527003241,8.546646063,5.839934081,3.161876731,2.967072795,8.112432477,5.367426457,8.879828812,2.253366562,3.343057742,0.385624353,5.067797598,0.990189970,1.368077416,2.775045179,0.098992946,0.226128017,2.263475356,2.215809724,0.510455533,0,0,0,0,2.021286334,0,0.067651860,0.017510493,0,0,0.006660864,0,0.577124869,0,0,0,0,0.448129809,0,0,0,0,0,0,0.079063192,0.040576059,0.136183006,0,0,0.052342019,0,0,0,0,0,0,0.054421828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-31,11.937054122,10.257746007,5.077059277,4.312142950,2.917786413,5.606175418,3.184971426,13.139913914,7.291229451,4.185372216,0.176695905,5.288489565,0.819586540,0.116629749,1.293885537,0.097025475,0.118252303,2.255615791,0.947857160,0.008216014,0.348855706,0,0,0,0.053838272,0,0.095517081,0.091618573,0,0,0,0,0.476635670,0,0,0,0,0.583393451,0,0,0,0,0,0,0.210257083,0.123117540,0.095427205,0,0,0.106554357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
---------
