Day,[976] XSEDE Utilization (%),[96] XSEDE Utilization (%),[32] XSEDE Utilization (%),[16] XSEDE Utilization (%),[256] XSEDE Utilization (%),[128] XSEDE Utilization (%),[512] XSEDE Utilization (%),[64] XSEDE Utilization (%),[48] XSEDE Utilization (%),[112] XSEDE Utilization (%),[768] XSEDE Utilization (%),[384] XSEDE Utilization (%),[1904] XSEDE Utilization (%),[176] XSEDE Utilization (%),[576] XSEDE Utilization (%),[224] XSEDE Utilization (%),[1872] XSEDE Utilization (%),[80] XSEDE Utilization (%),[400] XSEDE Utilization (%),[1840] XSEDE Utilization (%),[192] XSEDE Utilization (%),[160] XSEDE Utilization (%),[1360] XSEDE Utilization (%),[144] XSEDE Utilization (%),[240] XSEDE Utilization (%),[416] XSEDE Utilization (%),[912] XSEDE Utilization (%),[1680] XSEDE Utilization (%),[480] XSEDE Utilization (%),[208] XSEDE Utilization (%),[880] XSEDE Utilization (%),[800] XSEDE Utilization (%),[1312] XSEDE Utilization (%),[640] XSEDE Utilization (%),[1024] XSEDE Utilization (%),[320] XSEDE Utilization (%),[1520] XSEDE Utilization (%),[448] XSEDE Utilization (%),[848] XSEDE Utilization (%),[496] XSEDE Utilization (%),[1856] XSEDE Utilization (%),[336] XSEDE Utilization (%),[960] XSEDE Utilization (%),[1600] XSEDE Utilization (%),[304] XSEDE Utilization (%),[368] XSEDE Utilization (%),[688] XSEDE Utilization (%),[272] XSEDE Utilization (%),[352] XSEDE Utilization (%),[672] XSEDE Utilization (%),[288] XSEDE Utilization (%),[1776] XSEDE Utilization (%),[1760] XSEDE Utilization (%)
2014-04-23,23.828125000,14.555718282,2.538266805,4.703337402,0.019748230,3.173430278,9.275897013,1.668167725,3.427246297,0,0,0,0,0,0,0,0,0.055677592,0,0,0,0,0,3.515625000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-24,23.828125000,10.862114665,1.583984375,4.974902954,3.409505208,3.125000000,12.500000000,3.755841268,1.394504191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.515625000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-25,23.828125000,7.319444377,1.763861694,5.310691427,8.207320557,7.217520243,10.485821737,1.043547363,1.469116211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.442016602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-26,23.828125000,24.785047709,1.631908264,4.242078857,4.569154968,12.549551595,0.120949097,0.425600382,2.546658020,0,0,0,0,0,0,0,0,0,0,0,0,0.015190938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-27,23.828125000,20.818549296,1.886709696,3.371306152,10.090928752,12.500000000,0,0.837094828,0.622450155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-28,23.828125000,23.610921224,4.996889547,4.408736877,7.857855937,11.115415243,0,1.762424011,3.148301900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-29,23.828125000,21.483425496,5.749954834,5.688169047,10.024667155,4.283022257,0.032841390,1.624041646,3.991048177,0.090512899,0,0,0,0,0,0,0,0.002102356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-30,23.828125000,15.982882996,8.233289998,6.255131429,4.350766805,12.870732117,1.305121460,1.601146545,1.192260844,0.298850708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-01,23.828125000,12.665011902,6.850884196,6.207912801,6.250000000,9.035083923,11.933738403,4.918113403,1.777764181,1.731201172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-02,23.828125000,10.416802266,15.919677633,4.774404907,9.734881388,4.761754862,4.817419027,4.351689148,4.499254049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-03,23.828125000,12.587863464,6.429298808,3.098528748,15.368417257,0,0,4.637930298,2.934678853,0,6.574435730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-04,23.828125000,11.726128438,7.126283976,3.150693461,12.500000000,0.234338786,3.727575277,2.771014099,1.198621928,0,12.288411458,0,0,0,0,0,0,0,0,0,0.000542501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-05,23.828125000,13.273247579,6.781313375,7.661010742,12.566695557,3.445529480,8.265335693,3.255985921,3.245347799,0,0,0,0,0,0,0,0,0,0,0,1.854275208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-06,23.828125000,14.062500000,7.361807454,7.592474976,9.487702535,4.096064860,0,4.417842102,3.435275472,0,0,0,0,0,0,0,0,0,0,0,3.302842916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-07,23.828125000,14.062798360,10.122685343,5.855984090,9.371021423,3.218098958,0,3.618001302,1.228800456,0,2.504774272,0,0,0,0,0,0,0,0,0,4.687500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-08,23.828125000,16.364908854,13.073703206,5.690244141,7.089048055,2.853334757,0,3.113028056,2.358574727,0,0,0,0,0,0,0,0,0,0,0,1.468750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-09,21.574933167,16.406602681,13.719988912,6.371243184,6.253616943,1.757016703,0,2.896846110,4.701131287,0,0.036675313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-10,23.828125000,17.093451640,10.550329183,6.961452840,6.318070068,3.381582743,0,2.149703573,3.848619283,0,0.913845520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-11,23.828125000,16.863959452,8.327121379,4.673583883,6.250000000,2.210684306,0,3.965494893,3.524956665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-12,23.828125000,16.406250000,8.851381632,4.959603984,6.861038818,0.517469584,0,5.193250732,0.446044922,0,0.194661458,0,0,0,0,0,0,0,0,0,0,1.763916016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-13,23.828125000,16.406250000,8.518518575,8.076140340,8.619791667,0.023003438,0,3.668891093,0.007595520,0,2.239366353,0,0,0,0,0,0,0,0,0,0,2.690972188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-14,13.571827087,9.401747030,5.355821330,6.872092590,8.818504028,0.000831909,5.704571737,2.513744202,0.123630066,0,0.066406250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-15,0,0.496988932,2.472330729,5.740826619,6.326461182,0.843605245,0,6.126826477,0.744561056,0,10.800347188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-16,0,8.570285339,5.995596313,6.429678548,10.965784200,0.663085938,0,4.747305400,2.352444153,0.015570780,0,0,0,0,0,0,0,0.012116597,0,0,0,0.019802551,0,0.019327799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-17,0,13.871717631,3.227448730,4.428195801,10.062716980,0.019061076,0,3.909704183,1.544447123,0,1.686197917,0,0,0,0,0,0,0.018988749,0,0,0,0,0,0,0,0,0,0,0.095893046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-18,0,10.020941874,0.882089030,4.497070414,16.474681702,0.141384583,0,3.859212443,3.496622721,0,0,0,0,0,0,0,0,0.036259359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-19,0,7.032036641,1.643636068,6.084748535,25.000000000,0,0,2.823694255,3.450222473,0,0,0,0,0.012781169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-20,0,6.905571798,1.618869324,5.017808838,19.718894653,0.939416911,0,1.675618591,0.935560404,0,0.645399272,0,0,0.024368896,0,0,0,0,0,0,0.013183594,0.019395650,0,0,0,0,0,0,0.142550964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-21,0,3.289876404,2.456145223,5.877097575,12.500000000,0.613136597,0,2.775806580,3.515625000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-22,0,2.028889974,2.513445638,4.889056091,9.890118612,0.417281596,0,1.930211894,2.447862447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-23,0,2.409261068,0.941469625,2.691329346,2.773003438,0,4.613859965,2.233362223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-24,0,1.200195313,0,0.027917887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-27,9.599921366,6.849609477,0.612820028,0.996030680,3.629484965,2.361400350,4.878906250,0.600007324,0.235609233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.546440938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-28,23.828125000,16.282986145,2.322202250,4.559113668,2.866898193,7.338975728,12.939525452,1.607783610,1.867567240,0,0,0,0,0,0,0,0,0,0,0,0,0.004656779,0,0,0,0,0,0,3.377821147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-29,23.828125000,20.041341248,6.745207520,7.813160095,0,3.602466736,12.500000000,1.304343872,3.521172384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-30,23.828125000,17.936821798,5.634485474,7.020123596,0.065899862,3.470667013,3.613715312,3.062427673,2.231919963,0,0,0,0,0,0,0,0,0,6.533813477,0,0.183485209,0,0,0,0.030721029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-31,13.247775574,13.671305339,4.753860982,7.468433533,0.435691630,3.224717916,0,1.795464376,2.744845785,0,0,0,0,0,0,0,0,0,9.765625000,0,0.094184062,1.539984843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-01,0,8.719835103,3.315158285,5.422051188,1.403718262,3.176794027,12.490596008,0.726906128,2.438544312,0,0,0,0,0,0,0,0,0,2.828979492,0,0,0.698920390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-02,0,7.344265442,4.297950948,6.873354390,6.542896423,3.854383647,10.159432983,1.650897013,0.711547852,0,0,0,0,0,0,0,0,0,0,0,0,0.059497986,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017632345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-03,0,7.201361796,1.246997986,3.680654907,2.055989583,3.064597778,15.341145833,4.615107829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-04,0,2.753933411,0.482892049,2.700104675,4.519603577,0.938585103,8.277633057,2.812427673,0.051703593,0,0,0,0,1.266434326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028754374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-05,0,3.453179220,2.477041829,13.397054138,20.598596700,3.179289551,2.426359965,7.374041545,0.253133138,0,0,0,0,2.325484619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-06,0,10.231797994,4.705647786,14.294424642,0.427444967,2.680845032,3.312355347,7.496672363,1.378811239,0.003069865,0,0,0,4.437319132,0,0,0,0,0,0,0.201985677,0.003255208,0,0,0,0,0,0,0.157606303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-07,0,9.380588074,4.121744690,11.159324239,0.331163228,4.194046631,0,6.214970398,2.841593424,0,0,0,0,4.296875000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-08,5.530386454,7.453884583,2.322247518,8.092601420,0,7.509223022,0,3.813042501,1.601128438,0,0,0,0,4.296875000,0,0,0,0,0,0,0,0.140968628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-09,23.828125000,7.031250000,4.708179626,6.191551107,0.293185730,6.563187256,0,3.667805990,1.259331563,0,0,0,0,7.378241679,0,0,0,0,0.126817525,0,0,0.022243958,0,0,0,0,0,0,0.016140442,0,0,0.075954895,0,0.019169515,0.687789307,0.349030660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-10,23.828125000,7.031250000,6.471046753,4.155843099,0,3.885778402,4.700520833,1.720070089,1.171875000,0,0,0,0,4.296875000,0,0,0,0,0.091100667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-11,23.828125000,7.043836772,12.244881999,6.358882039,0,3.422562256,9.165219930,3.227738037,3.315294088,0,0,0,0,4.296875000,0,0,0,0,0,0,0.126030782,0.006691284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014648438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-12,23.828125000,7.107693075,12.735957235,8.617924296,0.003327535,5.958188578,0,4.363588664,3.533542175,0,0,0,0,3.422928467,0,0,0,0,0,0,0.151041667,0.007595520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-13,19.519757182,7.469618022,12.310601095,7.645819397,0.004050903,4.507848612,3.753472188,6.382866821,0.111355286,0,0,0,0,0,0,0,0,0,0,0,0.345269063,0,0,0,0,0,0,0,0.120578308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-14,15.424574076,7.694118958,6.955973307,9.786978658,0.215784200,7.553638611,10.932725728,2.982313334,0,0,0,0,0,0,0,0,0,0,0,0,0.742187500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-15,23.828125000,8.246582031,2.683639018,8.422309062,5.625940348,3.045392049,8.796440938,0.137116597,0,0,0,0,0,0,0,0,0,0,0,0,0.092447917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-16,21.521981710,4.644422709,1.371455587,5.940167135,5.942491353,2.672019653,11.963830973,0,0.018079936,0,0,0,0,0.218275248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020797119,0,0.243055522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-17,22.019779867,5.388861796,7.486934001,3.978311666,6.250000000,2.862232157,8.503906250,1.260561320,1.704115092,0,0,0,0,4.296875000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.008436381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-18,23.828125000,15.294948934,10.156250000,4.817717387,6.250000000,10.255967916,0,1.562500000,2.343750000,0,0,0,0,4.296875000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-19,12.347326253,8.877739970,5.417643229,7.170920715,9.465422567,5.827582397,0,0.189561666,0.930677592,0,0,0.001410624,0,2.193693949,0,0,0,0,0,0,0,1.542335815,0,0,0,0,0,0,0,0,0,0,0,0,0.173900452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-20,7.517994080,8.212782084,8.937626546,9.910657959,10.308376770,3.343605448,0,1.344690450,3.651462097,0,0,0,0,2.289378967,0,0,0,0,0.079797770,0,0,3.906250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-21,23.828125000,7.630832214,10.448486430,7.043344116,6.505063477,3.213650208,0,1.301848246,2.332722982,0,0,4.211480001,0,4.584377747,0,0,0,0,0,0,0,1.944896545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-22,23.828125000,7.081271667,9.073685404,3.170098470,6.250000000,5.797128194,0,0.721209412,0,0,0,9.375000000,0,8.593750000,0,0,0,0,0.065782369,0,0.101779480,0.084951884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-23,23.828125000,8.925971069,8.579291687,3.083450419,5.979528402,3.194589132,0,0.938386129,0,0,0,9.375000000,0,8.271086528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-24,15.335494385,11.718750000,4.175175476,4.203920797,8.840928853,5.332284444,0,0.045934652,1.844889323,0,0,9.375000000,0,4.296875000,0,0.118679504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173972778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153238932,0,0
2014-06-25,20.544863078,17.487548726,4.973542277,2.816659444,8.572410278,6.680085347,0,1.095232849,3.172580160,0,0,4.747395833,0,3.862711589,0,0,0,0,0.822957357,0,0,0.000994670,0,0,0,0.223460999,0,0,0,0,0,0,0,0,0,0,0,0.243182170,0,0,0,0,0,0,0,0,0,0,0.184507039,0,0,0,0
2014-06-26,23.828125000,14.569715678,7.409197998,1.793027445,1.468460592,5.976490173,0.268373820,4.052517293,3.807874959,0,0,0,0,4.296875000,0,0,0,0.027850138,0,0,0,0.057599080,0,0.079345703,0,0,0,0,0.259331563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-27,23.828125000,15.420898438,6.432553914,2.476915181,2.331958923,8.628761495,0,1.330584513,2.647840678,0,0,0,0,4.296875000,0,0,0,0.051540833,9.429705607,0,0,0.000497335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-28,23.828125000,16.406250000,4.857602844,1.662457479,5.503182882,11.168185730,0,2.592393697,2.125040690,0,2.368272603,0,0,3.564665629,0,0,0,0,8.100721537,0,0.070203959,0,0,0,0,0,0,0,0.018717448,0,0,0,0,0,0,0.113389791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-29,23.828125000,11.933837891,2.606309611,3.102557271,1.097439270,6.635271912,0,0.135868835,0.078694661,0,18.750000000,0,0,0,0,0,0,0,1.179108785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-30,23.828125000,10.502007345,3.433647970,2.144024862,0.245080973,7.350983785,0.839698995,1.674298401,1.114501953,0,15.631293437,0,0,0,0,0,0,0.025679932,0,0,0,0.002712708,0,0,0,0,0,0,0.260823568,0,0,0,0,0.229492188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-01,23.828125000,18.144341329,7.655345866,1.475197245,0.104962362,5.405671183,11.775318197,1.170699565,1.171875000,0,0,0,0,0,0,0,0,0,0,0,0,0.222439270,0,2.786580404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-02,23.828125000,12.056152344,14.619131470,1.873575745,9.759837952,5.501012777,0.339409688,1.238588664,2.193128866,0.832496948,0,0,0,0,0,0,0,0.019011332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-03,23.828125000,10.275065104,17.603841146,1.698671672,6.250000000,6.395797221,0,0.001211650,1.709133606,0.536241353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-04,23.828125000,9.375000000,21.931685893,1.484429118,10.119140625,6.290726318,0.045572917,0.007486877,0.452609660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.563078715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-05,23.828125000,11.695339661,17.345214844,1.396145325,7.318793437,6.250000000,0,3.910843506,0,0.351133016,0,0,0,0,0,5.210376892,0,0,0,0,0,0,0,0,0,0,0,0,0,2.842985942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-06,23.828125000,10.838406067,10.512839762,1.450746969,10.936053162,6.250000000,1.279369202,2.519278158,0.092054545,0.207451782,0,0,0,0,0,5.468750000,0,0.084748433,0,0,0,0,0,0.105061849,0,0,0,0,0,4.742580872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-07,23.828125000,7.671902161,18.002287801,1.725834452,0.046947327,8.505606181,12.500000000,1.282534078,0.046617330,0,0,0,0,0,0,5.468750000,0,0,0,0,0,0,0,0,0,0,0,0,0,2.152560730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-08,23.828125000,4.740641276,13.542986959,1.529852905,2.104166667,12.500000000,10.721932882,2.166684774,0.262627462,0,0,0,0,0,0,5.758011475,0,0,0,0,0,0.104844869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-09,23.828125000,5.144015808,5.502550252,1.700226847,3.018156840,13.674442952,0.250723368,0.445963542,0.035468241,2.379570923,0.420572917,3.046983541,0,0,0,3.172381388,0,0.040441488,0,0,0,2.473596598,0,0.076009115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-10,23.828125000,4.687500000,5.716191101,1.285970256,0,12.369610799,0,0.433521322,0.002332967,1.059633586,17.575303853,1.490668437,0,0.077134908,0,0,0,0.041842957,0,0,0,0,0,0.003377279,0.119425456,0,0,0,0,0.100798442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-11,18.573251241,4.491889140,0.115397237,0.060470276,0,12.500000000,0,0.060510661,0,0,0,0,0,0,0,0,0,0,0,0.314037272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158564860,0,0.927734375,0,0,0,0.688078715,0,0.358615417,0.461154480,0,0,0,0,0,0,0,0.042154948,0.007459819
2014-07-12,0,4.687500000,1.204978638,1.683964335,0.194661458,12.500000000,0,0.635543213,0.133232931,0.581212972,1.018229167,0,0,0,0,0,28.433797201,0.147659810,2.144029439,0,0,0.115740763,0,0,0,0,1.237494609,0,0,0.110731303,0,2.951614889,0,2.634729513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168240051,0,0,0
2014-07-13,0,5.152967631,8.928674622,2.501953227,0.961082153,11.585322673,0.582899272,0.556134237,0.398234049,1.034283651,13.906684062,0,0,0,0,0,0,1.383983459,0,0,0,0,0,0,0.122816264,0,11.224555155,0,0,0,7.928579814,0,0,0,1.381655070,0,0,0,0,0.459427490,0,0,0,0,0.359067586,0.344505005,0,0.236034241,0,0,0,0,0
2014-07-14,0,4.950819194,2.825267741,0.771941223,0.873119202,7.523292745,7.139178263,1.254720052,0,0.086715088,0,0,0,0,0,0,1.258951823,0,0,14.021448161,0,0,19.408072001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024178975,0,0.326140238,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-15,0,5.272542318,1.222213135,0.281028646,1.175274862,6.876012777,0,1.386736755,0,0.683118998,0,0,0,0,0,0,23.628092448,0,0,0,0,0,0,0,0.081719259,0,0,0,0.100504557,0,0,0,3.459671631,0,0,0,0,0.562192586,0,0,0,0,0.158962708,0,0,0,0,0,0,0,0,0,0
2014-07-16,0,5.934054871,1.289207153,0.045034993,0,6.666377360,2.627170105,0.825430400,11.774061279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005493164,0,0,0,10.885755717,0,0,0,0,0,0,0,0,0,0,0.807038472,0,0,0.664415181,0,0,0,0,0,0,0,0,0,0,0
2014-07-17,0,7.672417501,0.056043803,0.015145772,0,4.332754720,0.023726807,0,0.185614726,0,0,0,9.035938416,0,0,0,0,0,0,29.730586344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-18,0,4.687554220,0,0.018649801,0,2.976996562,0,0,0,0,0,0,46.484375000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
