title
"XSEDE Utilization (%): by Node Count"
parameters
"Resource =  PSC-BLACKLIGHT"
start,end
2012-08-01,2013-01-31
---------
Day,"[32] XSEDE Utilization (%)","[128] XSEDE Utilization (%)","[64] XSEDE Utilization (%)","[256] XSEDE Utilization (%)","[48] XSEDE Utilization (%)","[16] XSEDE Utilization (%)","[96] XSEDE Utilization (%)","[1024] XSEDE Utilization (%)","[512] XSEDE Utilization (%)","[848] XSEDE Utilization (%)","[160] XSEDE Utilization (%)","[1312] XSEDE Utilization (%)","[192] XSEDE Utilization (%)","[384] XSEDE Utilization (%)","[144] XSEDE Utilization (%)","[1296] XSEDE Utilization (%)","[1440] XSEDE Utilization (%)","[304] XSEDE Utilization (%)","[720] XSEDE Utilization (%)","[112] XSEDE Utilization (%)","[224] XSEDE Utilization (%)","[1040] XSEDE Utilization (%)","[608] XSEDE Utilization (%)","[800] XSEDE Utilization (%)","[480] XSEDE Utilization (%)","[912] XSEDE Utilization (%)","[80] XSEDE Utilization (%)","[272] XSEDE Utilization (%)","[176] XSEDE Utilization (%)","[656] XSEDE Utilization (%)","[496] XSEDE Utilization (%)","[544] XSEDE Utilization (%)","[8] XSEDE Utilization (%)","[1968] XSEDE Utilization (%)","[688] XSEDE Utilization (%)","[208] XSEDE Utilization (%)","[320] XSEDE Utilization (%)","[336] XSEDE Utilization (%)","[672] XSEDE Utilization (%)","[976] XSEDE Utilization (%)","[640] XSEDE Utilization (%)","[240] XSEDE Utilization (%)","[1008] XSEDE Utilization (%)","[576] XSEDE Utilization (%)","[1200] XSEDE Utilization (%)","[400] XSEDE Utilization (%)","[368] XSEDE Utilization (%)","[560] XSEDE Utilization (%)","[464] XSEDE Utilization (%)","[448] XSEDE Utilization (%)"
2012-10-23,11.860821940,4.751085002,6.947627258,5.725549723,2.518391927,4.697125448,3.674940287,29.762152812,0,0,4.054135946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101747843,0,0
2012-10-24,9.675003153,6.325665487,6.572609355,9.832610067,3.061184285,5.160821228,2.461507161,36.088830973,0,0,5.143003133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002057088,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-25,8.880235392,9.272714132,10.577220866,10.409215800,3.904364624,5.268649597,6.490451355,25.000000000,0,0,6.794252726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037968343,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-26,10.754891866,13.327220662,11.533763835,10.195529480,2.172526143,4.755366618,2.827175496,25.000000000,0,0,3.560926615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-27,7.744294332,8.554904480,8.651132100,9.480107015,1.708319804,4.639833883,3.646484477,25.000000000,0,0,9.690619609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193070068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-28,7.175094198,4.170283610,4.682725627,8.859302673,2.289754232,3.807825114,5.592773438,25.000000000,1.390046285,0,8.735894165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381912842,0,2.290753377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-29,11.154034729,4.981228333,6.221137085,3.033781840,2.208794352,3.918705851,6.056939087,25.000000000,0,0,0.048330790,0,0,0,0,0,0,0,0,0,0.178240763,0,0,0,0,0,0.313268636,1.616192932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340101420,0,0,0,0,0
2012-10-30,12.745786133,12.586696981,12.920591125,3.148799133,3.585150757,5.249574890,4.943956197,24.699363403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153740743,3.815054423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140299479,0,0,0,0,0,0
2012-10-31,14.780815938,10.841001180,12.402796021,5.070384827,3.232286174,5.365153097,8.605387472,25.000000000,0,0,0,0,1.128743490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-01,10.266276042,9.233579203,8.981427307,4.958405660,1.314493917,4.742924500,7.809380391,25.000000000,0,0,1.016619670,0,1.222656250,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518052877,0,0,4.047096558,0,0,0,0,0,0.086281128,0,0,0,0,0,0,0,0.212402344,0,0,0,0,0,0
2012-11-02,14.023564046,2.259440104,4.620370280,9.067925313,0.306599935,4.855382792,8.101915181,29.659143473,0,0,0.960241292,0,1.153971354,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381741028,0,0,8.311812744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-03,17.249104513,3.824688924,4.746943665,12.500000000,0.069376526,4.573282776,4.385932109,25.000000000,0,0,3.906250000,0,4.687500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-04,15.697300391,6.049236133,12.198072852,7.206527832,1.384713574,4.472994629,2.625156250,18.751944434,0,0,2.231814258,0,3.266406250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034531250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-05,15.125054525,10.666521912,15.643229268,6.305555522,1.593451538,4.639983012,3.106038411,0,0,0,3.906250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.321298116,0,0,0,0,0,0,0,0,0.154107056,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-06,18.522325338,9.412615865,13.912995605,4.996672465,1.587117513,3.130316772,4.057617086,0,0,0,2.425537109,0,0.932183126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021204020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-07,3.030327657,2.259765625,6.164930522,0,1.073432109,1.444543762,0.471544088,9.929687500,0,0,0,9.357277222,1.840766093,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261524353,0,0,0,0,0,0,6.400689087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-08,5.636104024,3.125000000,6.993580017,0,1.164021810,3.057689514,1.314995626,25.000000000,0,0,0,31.473669027,4.687500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-09,6.618552958,1.555591736,6.536114705,0,0.251247864,5.682115377,3.502848307,25.000000000,0,0,0,32.031250000,4.687500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-10,4.736536051,3.125000000,4.755407206,0,0,6.664659322,4.329915365,25.000000000,0,0,0,32.031250000,4.687500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-11,4.482195841,4.732132670,5.644332377,6.308955485,0.793212891,3.878159993,4.400688985,9.120370382,0,0,2.479926249,32.031250000,4.896864115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.222023315,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-12,9.808313599,8.494502360,3.565049845,12.500000000,2.203586121,3.473547058,3.651394246,0,0,0,3.872703247,32.031250000,0,0,0.007934570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894431763,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-13,10.104112345,11.363136495,5.160047709,7.211733195,1.681735535,2.674036357,6.435980937,0,0.627025452,0,0.495605469,32.031250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192306010,0,0.012582296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-14,12.136728007,12.824435730,8.657732951,6.546296285,1.673882345,2.783876851,6.284695129,0,0,0,1.092936198,14.268364766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.953125000,0,0.014074300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-15,10.960512594,20.484628296,6.831398112,5.798900452,2.544230143,4.169410807,7.500244141,0,0,0,3.906250000,0,0.015190938,0,0,0,0,0,0,0,0,0,0,0,0,0,1.668927205,0,0.045206706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-16,17.917299601,31.600007222,6.546314290,1.284143575,4.411865133,5.314512024,10.380506694,0,0,0,0.175238749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.437603963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-17,20.152262268,24.497034098,4.607421875,0.029947917,4.033976237,5.038452352,9.096001587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-18,11.414912415,14.383861491,3.584671733,0,3.127034505,3.927747701,7.750108541,0.311631978,0,0,0,0,0.054361979,0,0,0,0,0,0,0.000474752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-19,14.274748942,44.442310486,6.497323608,3.257450765,4.097479858,4.581642151,8.249348958,0,0,0,0,0,0.000813802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-20,15.973207804,35.812282918,8.179940491,4.514395345,2.557535807,4.541802063,5.131998596,0,0,0,0,0,0.041449687,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010014242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-21,18.833260600,25.767758993,7.547923889,0,0.769788920,4.858877665,3.147325236,0,0,0,0,0,0.013400574,0,0,0,0,0,0,1.837791138,0,0,0,0,0,0,0.060854289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-22,14.970395610,14.416268717,3.194553019,3.715711772,0.418389181,4.801409709,1.348714091,0,0,0,1.417236328,0,0,0,0,0,0,0,0,0.206882019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-23,17.677218933,16.254267985,5.130479635,16.397569478,1.050333659,4.976449280,3.393771667,0,0,0,3.906250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-24,22.149567668,20.212528992,2.445981547,20.716652120,2.149359741,5.046309814,4.457872314,0,0,0,1.427273153,0,0.005371094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013875326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-25,11.641899923,18.774233195,2.565682780,19.351779582,3.644815979,4.699874369,5.501546224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-26,9.927273356,24.082863159,4.052408854,26.311993612,2.792996012,4.653482971,3.803602397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.871514181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-27,7.232738342,26.446578267,9.529839376,16.587094930,3.404975077,4.744787191,3.695719401,0,0,0,3.712972005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.937703451,0,0,0,0,0,0.034832967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-28,7.564823914,24.666232503,9.597511597,7.362340800,4.415920715,4.404057414,6.251030680,0,0,0,2.586715088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-29,12.569914653,26.213396912,8.273166199,4.460575765,4.230957133,5.143143311,10.219482422,0,0,0,3.906250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028186951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-30,19.291078695,21.599030762,8.340476786,0,4.038397929,5.541250712,8.967746277,0,0,0,2.128273315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-01,20.774658203,16.709780070,8.457320557,0.042245382,2.781168620,5.520132548,9.375000000,0,0,0,0.111581319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-02,19.364466044,14.394350484,11.380841370,2.782407430,1.621446330,5.099636536,6.447102865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-03,16.311342468,19.015227051,9.584128825,1.415798543,0.989461263,4.641262512,2.343750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041503906,0,0,0,0,0,0,0,0,0,0,0,0,2.003879089,0,0,0,0,0,0,0,0,0,0
2012-12-04,19.611291911,17.679796041,3.796856893,0.082103678,3.038913269,3.941948547,0.414415181,0,0,0,0.015281372,0,0,0,0,0,0,0,0,0.349487305,0,0,0,0,0,0,0.023215942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-05,12.458875631,13.142361145,5.126735942,0.325159200,4.478095194,4.155720825,2.482666016,0,0.324508057,0,0.018807882,0,0.035102030,0,0,0,0,0.122667135,0,1.641352946,0,3.705738220,0,0,0,0,0.397112935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-06,8.013346354,8.963252462,2.144838867,0.053891805,4.073527018,2.950900065,3.505343933,0,0,0,0,0,0,0,0,0,0,0.530440674,0,1.206416423,0,8.745953573,0,0,0,0,0.015213521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-07,3.857765401,5.693250936,2.390172933,0.089337362,2.268188477,2.103434143,0.321506042,0,0.083912048,0,0,0,0,0,0,0,0,0.071727600,0,0,0,0,0,0,0,18.891248881,0.028031006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204467773,0.151715291,0,0,0
2012-12-08,4.009413147,5.680483195,4.701624146,0.278573507,1.675998230,1.675424296,0.703206380,0,0,0,1.181007690,0,0,0,0,0,0,0,0,0.425283915,0,7.714459432,0,0,0,8.034952799,0.000271301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-09,16.673484395,4.705367432,15.270959981,0.938946737,4.188856303,4.824142049,4.128933411,0,0,0,3.043348490,0,0,0,0,0,0,0,0,1.409627279,0,16.222669779,0.047073975,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330041911,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-10,25.302761536,6.110351461,17.392071737,1.230830485,2.566419779,4.933282064,1.668646952,0,0,0,2.219012248,0,0,0,0,0,0,0,0,3.503196411,0,3.214676514,0,0,0,0,0.005267131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-11,30.650761617,8.565863647,19.682816060,0.145037638,2.038886108,5.159920959,1.597981771,0,0,0,3.906250000,0,0,0,0,0,0,0,0,0.398921305,0,0,0,0,0,0,0.060786540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-12,35.128996785,17.048828125,11.047743022,0.019097188,0.360649923,5.434104919,0.887559713,0,0,0,3.674271240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070552063,0,0,0,0,0,0.079212341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-13,32.982674967,21.135344340,4.363425903,0,0.860826314,5.552575887,0,0,0,0,3.999746806,0,0.052517293,0,0,0,0,0,0,0,0,0,0,0,0,0,1.980296936,0,0,0,0,0,0.083593343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-14,26.381501465,20.693250834,10.790690002,3.958405660,2.806138916,5.555975850,1.952826640,0,0,0,3.844265340,0,0,0,0,0,0,0,0,0.000538025,0,0,0,0,0,0,1.444272664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-15,27.283763835,18.831705729,9.865162252,6.233362223,1.617282511,5.474329020,2.343750000,0,0,0,3.982837830,0,0,0,0,0,0,0,0,0.134376831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-16,17.952772522,27.844943644,4.825339966,6.266854757,1.142754517,5.353474935,0.651991170,0,0,0,3.299063212,0,0,0,0,0,0,0,0,2.718899231,0,0,0,0,0,0,0.000858968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-17,18.598922221,24.595558370,8.272008870,8.911241252,5.829562887,4.905603638,0,0,0,0,4.047535095,0,0,0,0,0,0,0,0,0.383192240,0,0,0,0,0,0,0.045279032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070529480,0,0,0,0
2012-12-18,16.376311137,16.260127258,15.933666077,0.036820068,13.746053060,4.969120483,0.365207214,0,0,0,3.826994731,0,0,0,1.635375977,0,0,0.533103638,0,0,0,0,0,0,0,0,0.048217773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-19,10.475766703,18.778501078,15.709744059,2.720413818,19.961927592,5.063494771,0.104763489,0,0,0,3.934009705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091349284,0,0,0,0,0,0.026590983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-20,11.249547933,15.606951701,14.808684285,7.939597778,19.996242879,4.977629700,0.436713359,0,0,0,3.424705200,0,0,0,1.365030924,0,0,0.048963725,0,0,0,0,0,0,0,0,0.014354553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-21,10.640218201,18.406394857,10.952112223,1.614655660,8.459391276,3.387790222,1.100992737,0,0,0,2.999403280,0,2.260253906,0,3.515625000,0,0,0,0,0,0,0,0,0,0,0,0.014919739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-22,9.710684408,18.147677917,15.566153056,3.235460002,6.997165324,1.916888123,2.881510417,0,0,0,3.906250000,0,4.687500000,0,2.156534831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-23,3.924026896,17.123806458,11.759855957,9.812065938,10.013631185,3.138238017,2.236843567,0,0,0,2.048113708,0,4.687500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-24,3.502504679,17.698567708,7.460666300,14.236979167,9.700819295,4.257333272,0,0,0,0,0.455819600,0,4.687500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-25,5.335539856,13.020218404,3.504087219,17.869285278,14.550265910,3.892523702,0,0,0,0,0.876600444,0,2.428493958,0,1.805541992,0,0,0,0,0,0,0,0,0,0,0,0,0,2.172110087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-26,7.415690206,11.702293193,6.647316284,14.893807882,13.228949483,4.290418803,0,0,0,0,1.929208272,0,0,0,3.515625000,0,0,0,0,0,0,0,0,0,0,0,0,0,4.296875000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-27,9.558575643,13.301793925,8.294469706,9.932291667,12.830146077,4.886045024,0.632568359,0,0,0,0.393337708,0,0,0,1.648885091,0,0,0,0,0,0,0,0,0,0,0,0,0,4.296875000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-28,10.037941182,9.983217672,8.649052429,12.459346008,8.112006226,4.612169189,1.497884115,0,0,0,2.202826640,0,0.953287760,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004023844,0,3.415717265,0,0,0,0.042066752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-29,6.132595418,1.904224548,6.144585571,8.821976318,1.746771952,3.967949931,2.343750000,0,0,0,3.906250000,0,4.687500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194412842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-30,5.603795878,0,3.167191264,9.552155660,1.239420573,3.628779602,2.236680806,0,0,0,2.443847656,0,4.687500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110105184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-31,7.015878194,3.521918437,2.296621806,7.469762777,1.034844259,2.930894572,0,0,0,0,0,0,4.687500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-01,6.863181864,3.635163574,2.004304097,3.080150452,1.088392436,2.382419128,0.472547709,0,0,0,0.848479106,0,3.738064270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-02,13.442608846,9.801504618,4.008734843,0.895761007,5.085150859,3.459056803,2.575981954,0,0,0,6.148952840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017862956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-03,11.475142721,14.924623922,3.544307048,6.267505798,7.667154948,2.536625773,2.946017761,0,0,0,7.037263082,0,0,0,0.676066081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116807658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-04,8.552680257,14.835214132,4.882251892,5.540002848,6.206678569,2.309755758,1.431260885,0,0,0,5.926197205,0,0,0,3.515625000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195287679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-05,8.607602844,15.068178507,6.180953369,0.020544027,7.160780131,2.035504456,0.292833150,0,0,0,7.523781128,0,0,0,3.515625000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195310262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-06,7.601671041,12.127821248,7.391041056,3.568287048,9.908175964,2.692993368,1.661973775,0,0,0,1.675663656,0,0,0,3.515625000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244095459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-07,10.615496419,7.382306213,6.567220052,6.445529480,11.647908529,4.483240051,3.395399272,0,0,0,0.004521077,0,0,0,2.841471354,0,0,0,0,0,0,0,0,0,0,0,0.059814453,0,0,0,0,0,0.233839213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-08,10.260081991,8.320167847,4.551685384,7.943142395,7.578341980,4.466200460,1.976047160,0,0,0,0.786991781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071931051,0,0,0,0,0,0.016902262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-09,8.472556864,6.256040243,2.860622864,12.487268473,9.179429728,4.819571025,2.908365885,0,0,0,2.265896301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-10,9.428023885,4.577365417,0.587908630,12.284432780,7.953681132,4.762094116,2.022867839,0,0,0,2.200520833,0,0.895833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104799703,0,0,0,0,0,0.136465556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-11,10.008671366,0.045211182,3.273057556,6.268156840,9.099568685,4.563721008,2.602186381,0,0,0,6.639178263,0,4.687500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195310262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-12,5.699987386,0.004810486,9.244918111,6.250000000,5.891438802,4.216245321,1.732286275,0,0,0,0.136899618,0,4.687500000,0,0,0,0,0,12.860107422,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152355042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-13,3.753354696,0.046006978,6.063476563,9.949001770,3.514729716,4.139115092,0.503472188,0,0,0,0.025770365,0,4.687500000,0,2.967732747,0,0,0,17.578125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-14,3.190104167,2.455982361,5.496111755,9.007884827,2.138007304,4.115727132,0.537190755,0,0,0,1.276810303,0,3.797037760,0,3.515625000,0,0,0,17.578125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028451436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-15,3.164532674,7.880714620,8.977539164,7.761429342,2.903849284,2.084870402,2.343750000,0,0,0,4.084427490,0,0,0,3.515625000,0,0,0,17.184651693,1.496848755,0,0,0,0,0,0,0,0,0,0,0,0,0.195310262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-16,2.672770284,7.692382813,7.838198039,15.444589030,6.592529399,1.637555339,2.834689636,0,0,0,2.503662109,0,0,0,3.515625000,0,0,0,0,2.609492594,0,0,0,0,0,0,0,0,0.519653320,0,0,0,0.195310262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-17,2.821054077,2.164822083,2.732910055,5.965060730,1.664401652,1.144201457,3.038303019,0,0,0,1.003101501,0,0,0,0.548828125,0,0,0,0,1.261831767,0,0,0,0,0,0,0,0,0.356879272,0,0,0,0.160723674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-18,9.658781738,15.228660380,14.582953593,13.438295695,8.051228943,4.802083232,2.343750000,0,0,0,1.721281840,0,0,0,0,0,0,0,0,6.221810811,0,0,0,0,0,0,0,0,0,0,0,0,0.077555339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-19,6.383997091,15.323133647,11.926577047,9.691406250,9.125745951,4.587113037,4.679796041,0,0,0,0,0,0,0,1.612263997,0,0,0,0,3.467877401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
