title
"XSEDE Utilization (%): by Node Count"
parameters
"Resource =  SDSC-GORDON"
start,end
2014-08-01,2015-01-31
---------
Day,"[1] XSEDE Utilization (%)","[8] XSEDE Utilization (%)","[4] XSEDE Utilization (%)","[2] XSEDE Utilization (%)","[32] XSEDE Utilization (%)","[16] XSEDE Utilization (%)","[64] XSEDE Utilization (%)","[12] XSEDE Utilization (%)","[60] XSEDE Utilization (%)","[3] XSEDE Utilization (%)","[6] XSEDE Utilization (%)","[5] XSEDE Utilization (%)","[40] XSEDE Utilization (%)","[7] XSEDE Utilization (%)","[17] XSEDE Utilization (%)","[42] XSEDE Utilization (%)","[128] XSEDE Utilization (%)","[96] XSEDE Utilization (%)","[30] XSEDE Utilization (%)","[25] XSEDE Utilization (%)","[10] XSEDE Utilization (%)","[28] XSEDE Utilization (%)","[20] XSEDE Utilization (%)","[26] XSEDE Utilization (%)","[38] XSEDE Utilization (%)","[24] XSEDE Utilization (%)","[50] XSEDE Utilization (%)","[18] XSEDE Utilization (%)","[22] XSEDE Utilization (%)","[14] XSEDE Utilization (%)","[19] XSEDE Utilization (%)","[9] XSEDE Utilization (%)","[112] XSEDE Utilization (%)","[46] XSEDE Utilization (%)","[52] XSEDE Utilization (%)","[43] XSEDE Utilization (%)","[126] XSEDE Utilization (%)","[31] XSEDE Utilization (%)","[49] XSEDE Utilization (%)","[74] XSEDE Utilization (%)","[34] XSEDE Utilization (%)","[93] XSEDE Utilization (%)","[76] XSEDE Utilization (%)","[11] XSEDE Utilization (%)","[68] XSEDE Utilization (%)","[13] XSEDE Utilization (%)","[27] XSEDE Utilization (%)","[36] XSEDE Utilization (%)","[15] XSEDE Utilization (%)","[94] XSEDE Utilization (%)","[33] XSEDE Utilization (%)","[48] XSEDE Utilization (%)","[65] XSEDE Utilization (%)","[41] XSEDE Utilization (%)","[39] XSEDE Utilization (%)","[44] XSEDE Utilization (%)","[256] XSEDE Utilization (%)","[29] XSEDE Utilization (%)","[56] XSEDE Utilization (%)","[55] XSEDE Utilization (%)","[100] XSEDE Utilization (%)","[35] XSEDE Utilization (%)","[53] XSEDE Utilization (%)","[51] XSEDE Utilization (%)","[54] XSEDE Utilization (%)","[86] XSEDE Utilization (%)","[103] XSEDE Utilization (%)"
2014-09-28,21.653895409,6.013938378,13.584314952,3.378929559,25.140336125,6.088016803,0,7.631316849,0,0,0.009327584,0,6.146841128,0,0,5.344508776,0,0,0,0,0.907620701,0,0,0,4.833716074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-29,32.755728912,9.901774354,7.720289973,4.581983031,24.027885542,3.258274947,3.663844085,1.233152307,0,0.017669372,0,0,0.621662854,0,0,5.340609753,0,0,0,0,0,0,0,0,4.761594488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-30,34.792172048,5.473674630,3.237592187,8.906126539,26.547968993,2.033692799,2.683235294,0.013014416,0,0.043547945,1.360414304,0,2.207972972,0,0,4.543352331,0,0,0,0,0,0,0,0,4.541813941,0,0,0,0,0,0,0.346336709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-01,35.218859370,4.683661203,3.089105114,14.236583481,20.747825565,5.099863501,3.392427241,2.312589369,0,0,1.148293282,0,1.619140889,0.273890900,0,5.318205819,0,0,0,0,0,0,0,0,3.595105731,0,0,0,0,0,0,0.001485342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-02,38.922397667,4.591734999,5.828565252,11.676923319,19.846105022,4.784098583,4.819770369,1.201995498,0,0,1.055176451,0,2.991314163,0,0,5.179264457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677952615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-03,42.165609852,6.863330117,4.639819935,5.748321497,9.670237787,3.385024104,4.280520433,3.210408005,0,0.109804784,1.338063452,0,9.035477995,0.246164535,0,5.242515268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089279675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-04,34.445862725,8.697987030,3.446347517,2.671496946,11.411153163,3.230572155,8.148162884,5.727055110,0,0.537079380,1.025451968,0.703010404,9.492043904,0,0,5.344632544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-05,32.514198910,6.136655891,4.242567586,2.803085334,9.754218571,3.535585948,7.987463016,1.544278449,0,0.646358160,0,0.828431936,10.185203605,0,0,5.343394769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565567613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-06,27.426975372,3.087884913,2.730919486,3.244526746,6.127720331,0.429593951,8.174946190,1.613965764,0,0.693270206,1.448261685,0.916579900,6.541871399,0,0,5.343704205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.188429980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-07,32.445221774,2.375816574,3.411648299,3.492770329,8.671286214,1.616735994,6.458362145,5.789174243,0,0.611965393,1.326879190,0.002718707,13.869323771,0.002980996,0,2.751348843,0,0,0,0,0.003035535,0,0,0,0,0,0,0,0,0,0,0.008474408,0,0,6.815392455,0,0,0,0,0,0,0,0,0.003031093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-08,45.701125114,2.835565425,2.479212934,3.366150842,5.301068419,2.849852991,8.153821341,5.714765661,0,0.459457021,1.392278376,0,18.219018713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040515361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-09,41.544587254,4.646987341,2.933969279,3.429495945,9.740355421,6.737912962,5.919206536,7.511499234,0,0.531239697,3.233978960,0,9.866621278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-10,39.783164409,5.423231846,5.464491370,3.363094717,9.667974464,8.551421419,0.030366992,11.139129251,0.479464912,0.757612942,3.161152997,0,15.277805407,0,0.286676945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115100758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-11,34.707433972,5.184327584,6.696382330,4.832740556,13.021877101,11.744624288,0,9.208573408,0,0.931110625,2.200764354,0,11.916747167,0,2.116484414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061983562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-12,40.361890197,6.628740344,4.714358219,4.799688808,15.098809870,4.482644871,0,6.205017008,0,0.667581744,2.289283654,0.606072662,0.539792218,0,1.563872300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-13,45.900025993,7.329633240,9.165781462,3.870778147,8.034145166,7.033826182,0.034516534,7.429752399,0,0.814608539,2.227244093,0.739466106,0,0,2.060321371,0,0,0,0,0,0,0,2.410999191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275684219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-14,40.782472597,12.291666435,11.730171743,6.076001512,7.333771012,10.995446001,0,8.636557554,0,1.663375440,2.219003992,0.162017247,0,0,1.991232370,0,0,0,0.069934851,0,0,0.005363743,0.188438070,0.038427328,0,0.051951634,0,0,0,0,0,0.168825055,0,0,0,0,0,0,0,0,0,0,0,0.292120260,0,0,0,0,0.760596889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-15,38.451237675,13.684221853,11.918397455,4.677672654,4.428064413,16.068007453,0,5.162076926,0,0.935080368,1.648455741,0.319267507,0,0,2.165057192,0,0,0,0.022501177,0,0,0,0.691273548,0.018619825,0,0,0,0,0,0,0,0.053220341,0,0,0,0,0,0,0,0,0,0,0,0.166451159,0,0,0,0,1.149482451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-16,42.471092191,13.272534531,11.916387601,4.325116076,3.803089014,9.464223212,0.398826182,7.352479228,0,0.500662038,2.427066814,0.298262017,0,0.000268190,2.163529113,0,0,0,0,0,0.218601690,0,0,0,0,0,0,0,0,0,0,0.034772922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-17,49.007560193,12.761789008,11.530086667,7.345217596,4.144812011,4.530152281,0.096099286,5.940343187,0,1.188525732,2.578165039,0.636575225,0,0.473029899,2.257793803,0,0,0,0,0,1.014306000,0,0,0,0,0,0,0,0,0,0,0.165350415,0,0,0,0,0,0,0,0,0,0,0,0.005786635,0,0,0,0,0,0,0.183665214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-18,35.245093265,12.982550909,9.472504625,7.153950281,5.663539060,3.176062418,0,6.512588971,0,0.805095254,2.089071893,1.110764819,0,0.543428952,2.018512271,0,0,0,0,0,1.210568608,0,0.342011843,0,0,0,0,0,0,0,0,0.385326941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-19,33.181480037,14.784153090,6.383352431,9.035934870,7.892118171,2.832783359,0,5.351298912,0,0.590198035,2.323517244,1.269098185,0,0.731964266,2.242337723,0,0,0,0,0,1.273150451,0,0,0,0,0,0,0,0,0,0,0.535823934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039777099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-20,30.352348200,14.900387051,5.970332909,5.993694656,7.534457187,5.720948696,0,4.241978158,0,0.400865577,2.492545671,0.870280856,5.125255757,0,2.163879793,0,0,0,0,0.492572195,0.988813517,0,0,0,0,0,0,0,0,0.885429025,0,0.508756225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010896941,0,0.136983031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-21,25.052521070,12.105055535,4.206518563,6.866633843,6.100276811,5.032150696,5.011685996,7.567783127,0,0.380362516,1.807794101,0.636575225,10.185203605,0,3.244178917,0,0,0,0,0.002026133,0,0,0,0,0,0,0,0,0,1.096388828,0,0.150046085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714436333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-22,25.064059792,9.516375268,4.201431896,4.610007029,7.343767597,6.076959325,21.713533788,4.591475628,0,0.089231070,1.622294290,0.610913287,6.860276910,0,3.180701161,0,0,0,0,0.229948046,1.586752140,0,0,0,0,0,0,0,0,1.782410631,0,0.238795281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.218186158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-23,34.371488160,16.007049474,3.286466941,3.878440656,3.130205428,7.644985511,13.074029123,1.176461769,0,0.381264364,2.315285962,0.636575225,5.092601802,0,1.152845093,0,0,0,0,0.007478300,4.879599588,0,0,0,0,0,0,0,0,0.691014210,0.507147082,0.198956282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-24,37.719740330,14.237900794,6.989118609,6.465942131,5.904305934,6.064887903,3.341218312,3.055561081,0,0.364549822,2.172693144,0.636324706,1.998610442,0,2.295043798,0,0,0,0,0.607104146,2.705385758,0,0,0,0,0,0,0,0,0,0,0.426664545,0,0,0,0,0,0,0,0,3.335763227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-25,22.913680698,13.225003514,4.098589588,6.235887890,10.042469282,5.242951421,8.329987600,3.746298249,0,0.009517695,1.526525062,0,0,0.245215574,2.540788359,0,0,0,0,0.356710531,0,0,1.011034700,0,0,0,0,0,0,0,0,1.145835406,0,0,0,0,0,0,0,0,3.534613413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-26,22.433766171,12.908142328,5.002933054,5.272846884,1.404002003,3.252522164,6.796077105,6.228888579,0,0.394760654,1.529973178,0.594372642,0,0.177714993,0.224151100,0,0,0,0,0,0.014853422,0,0.267037405,0,0,0,0,0,0,0,0,1.085214877,0,0,0,0,0,0,0,0,3.601147294,0,0,0.016646741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-27,24.796387999,11.298703343,7.589167280,4.026087814,0,0.447535957,6.879067683,4.326023759,0,0.355001194,1.336259822,0.636575225,0,0.466345859,0,0,0.036779891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425444442,0,0,0,0,0,0,1.627336795,0,0,0,0,0,6.850787198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-28,28.116435776,9.319190124,11.311741232,4.472238557,1.074208890,1.435359267,12.364837176,4.138835299,0,0.813180655,2.310025397,0.055884541,0,5.720104372,0,0,0.232373530,0,0,0,0.615577095,0,0.219117448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.717213226,0,0,0,0,0,1.809641893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-29,31.243980651,11.072224035,10.541744713,8.008623207,3.789791687,2.248100784,16.355267925,3.820052551,0,0.811518464,2.084094240,0.272725338,0,6.470697282,0.055135968,0,0,0,0,0,1.371171232,0,0.099582778,0,0,0,0,0,0,0.065623247,0,0,0,0,0,0,0,0,2.158037160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-30,30.990666746,13.225156823,13.494339620,3.916982965,4.066866923,2.537058790,12.676617564,1.134377051,0,0.401272255,2.268029103,0.056518166,0,4.564673158,0,0,0,0.689057338,0,0,0.856753632,0,0,0,0,0,0,0,0,0.058980452,0,0.057437652,0,0,0,0,1.647430159,0,4.104732837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-31,35.831195601,13.353697872,9.928039017,3.432628790,4.074081442,2.652939055,8.158253795,1.527780541,0,0.522199467,2.073794088,0.092126592,0,3.337924931,0,0,0,0,0,0.909182664,0.007102522,0,0.045945414,0,0,0,0,0,0,0.230929466,0,0.501210156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018566777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-01,56.926472677,8.644302519,9.015797244,1.041973450,0.608943153,1.943039746,3.930168295,0.718640381,0,0.757979835,1.629217046,0,0,4.484681281,0,0,0,1.110753049,0,0,0,0,0.233587731,0,0,0,0,0,0,0.149483180,0,0.657383278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-02,31.497113338,9.006967952,9.554003907,2.418833110,0,1.797077324,5.862059973,0.153796574,0,0.457553307,0.850405077,0,0,0,0,0,0,2.690523384,0,0,0,0,1.987868818,0,0,0,0,0,0,0.567895824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-03,29.415009482,12.692414079,8.289665301,7.792376282,0,1.759163832,4.878240997,3.858653776,0,0.206692428,1.896896928,0,0,0.508956613,0.308545923,0,0,2.210330654,0,0,0,0,4.994050475,0,0,0,0,0,0,0.997139092,0,0.033645653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-04,59.918666375,9.290049169,7.606172094,4.395221873,0,0,6.578509850,1.227175562,0,0.161950937,2.337380460,0,0,3.564821262,0.295995677,0,0,1.094767915,0,0,0,0,2.800105797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-05,52.372082562,6.406481297,10.069588580,4.508496887,0,1.569205077,8.148162884,0.236452320,0,0.451287639,1.845484626,0.363312048,0,3.058092661,1.195305556,0,0,5.106606457,0,0,0,0,2.409437228,0,0,0,0,0,0,0.053864277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-06,24.759264126,12.721507888,14.523622942,10.709057869,0,5.633219214,7.007702991,3.697670964,0,0.462524949,2.041549795,0.931352291,0,2.461387369,0.001828695,0,0,8.686988436,0,0,0.098462870,0,2.100757226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.712989317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-07,21.890384664,11.429295590,19.980941037,17.417487948,1.476005756,3.870848933,8.148162884,1.993824358,0,0.615745058,2.092820625,0.636729959,0,3.564821262,2.125252077,0,0,2.479248311,0,0,0,0,1.929618652,0,0,0,0,0,0,0,0,0.100472790,0,0,0,0,0,0,0,0,0,0,0,1.400465496,0,0,0.117726631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-08,22.290726193,10.952300357,23.211318672,15.183041139,0.106143017,2.782989019,5.293853866,3.042440537,0,0.679486595,3.410655109,0.461126539,0,1.102464309,0.582346973,0,0,6.444829053,0,0,0.075313348,0,0.255632099,0,0,0,0,0,0,0,0,0.136240360,0,0,0,0,0,0,0,0,0,0,0,0.689713044,0,0,0.347291571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-09,20.643404517,10.015850988,27.858942589,9.397833754,0,0.062855935,0,2.554293468,0,0.058790341,3.397057166,0.538340760,0,3.014697958,1.830358604,0,0.690330455,9.595310563,0,0,0.386247920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-10,24.045673510,16.903005530,18.086599296,9.235203472,0.522510361,3.278716074,0,0.891894939,0,0.507438879,2.400401407,0.145668172,0,3.564821262,1.858114444,0,0,3.797241938,0,0,0.960727586,0,0,0,0,0,0,0,0,0.248402859,0,0.414423734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-11,24.261888772,17.351083802,16.869815261,14.197422268,0,5.831901404,0,1.527780541,0,0.809918207,3.274993866,0.592479129,0,2.561617034,2.157441863,0,0,3.002088762,0,0,0.149344659,0,0.889201297,0,0,0,0,0,0,0.274870828,0,0.653696446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-12,22.386241289,12.735783750,15.870728149,7.137738169,0.022728090,9.822473625,0,1.809641926,0,14.723233437,3.767340574,1.062476477,0,3.568947197,2.108969312,0,0,0,0,0,0.081738049,0,1.924431724,0,0,0,0,0,0,0,0,1.277381023,0,0,0,0,0,0,0,0,0,0,0,0.006759202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-13,25.229972349,12.390182286,11.827491032,4.839454137,0.572964849,10.168676222,0,1.562509267,0,16.014212437,2.233203134,0.537714496,0,1.553533821,0.776963669,0,0,5.241277494,0,0,0,0,3.173121208,0,0,0,0,0.314733401,0,0,2.097938259,0.778359095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-14,24.736687687,14.385939943,11.835536613,3.988070083,4.074081442,9.953938179,0,4.179629162,0,7.520185867,3.260175821,1.140795852,0,2.542720166,1.942359009,0,0,1.558760535,0,0,0,0,2.540966633,0,0,0,0,0.081242913,0,0.598654804,7.926910289,0.998348883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-15,27.999558641,13.091110592,14.971707049,4.198900316,3.514272481,10.777501509,0,3.874338293,0,8.048344374,1.878436246,0.442942867,0,3.457577500,1.907714264,0,0,0,0,0,0,0,2.544178984,0,0,0,0,0,0,0,5.392714595,1.178871007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-16,43.953294874,9.659816852,7.674279742,4.337328838,0,14.664618420,0,2.823564788,0,8.730646886,2.307364181,0.630084214,0,2.905855398,1.911346589,0,0,0,0,0,0,0,2.363521289,0,0,0,0,0,0,0,0,0.967952416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144568886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-17,56.525177512,7.217242303,8.185225785,2.407562845,0.196395260,8.648369539,0,4.674973111,0,1.383662562,1.900981619,0.068822336,0,2.407275524,0,0,0,0,0,0,0.035306352,0,2.545328367,0,0,0.175199659,0,0,0,0,1.233514790,1.145835406,0,0,0,0,0,0,0.352067344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-18,37.706068783,9.038059639,19.070620827,6.924491469,0,0.062761609,0,2.829152493,0,0.921407295,1.995672184,0.787216641,0,3.187203943,1.084156869,0,0,0,0,0,0.059914692,0,1.025210302,0,0,0,0,0,0,0,6.783743493,0.670565690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-19,43.461384352,5.443154363,15.329314985,7.058195773,0.001508915,1.803464793,0,1.801419463,0,5.319045767,1.866438561,0.665884210,0,3.071099717,2.225403628,6.585512145,0,0,0,0,0.235886464,0,0,0,0,0,0,0,0,0,5.546505003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.056869608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-20,29.445398556,13.031131048,33.766225109,4.355208943,0.000518676,5.490272700,0,2.964389385,0,2.393889740,1.628315198,2.131908134,0,2.804718017,1.436065103,1.070560385,0,0,0,0,0.356349506,0,0,0,0,0,0,0,0,0,2.163732453,0.204685459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026081913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-21,39.138407037,12.881252926,22.213439827,3.842771788,0,3.675090248,0,2.995846778,0,0.211935321,2.045643339,2.488066071,0,1.782410631,2.161149317,5.079189527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037199865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-22,35.780301909,3.302057133,6.979846924,4.898605436,2.693703442,0.080255625,4.421792987,1.370546460,0,0.095508365,1.446908963,2.290934042,0,1.569975764,0.321321656,3.538642105,0,0.008063286,0,0,0,0,0,5.563419901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-23,32.006348810,11.980522555,11.892828450,5.443988376,4.074081442,0,1.702815154,1.530061602,0,0.672241109,1.620923863,0.490767106,0,3.262688204,2.164355766,2.729130611,0,0.005092602,0,0,0,0,0,3.617150099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413831354,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-24,51.552022718,16.742482478,6.736239067,1.637598553,1.391883500,1.860780103,8.148162884,0.401555200,0,0.672373729,1.219306763,0.485705405,0,3.232702859,2.148173195,0,0,1.040446863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-25,46.147090951,9.945132255,4.374409411,1.908947562,4.016365288,3.243515851,9.909165722,0,0,0.541592897,1.477685585,2.671877168,0,2.085245081,2.164355766,0,0,7.879528139,0,0,0,0,0,2.755312718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195393218,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-26,33.170458500,10.943246799,8.918731325,1.286556891,4.074081442,4.074081442,8.768611537,0.002245685,0,0.947789791,3.004325595,2.141080984,0,2.699155576,1.711319037,0,0,5.450781462,0,0,0.428391553,0,1.517848774,3.310191171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932314515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-27,35.229778459,11.832259477,5.466978787,1.550311159,0.068797271,3.821313898,3.929413820,1.111248152,0,0.895586180,1.848190071,0.227089392,0,3.364619812,1.995165277,0,0,11.360462943,0,0,0,0,0,3.288582957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-28,55.093709874,18.072759653,2.036044613,0.606105055,0,1.393863945,0.094778989,1.445467816,0,0.154051205,2.497947708,0,0,1.833541480,2.155638233,0,0,0,0,0,0.437026564,0,0,3.310191171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-29,48.272672323,14.514999702,2.513947562,0.853273091,0,2.011719151,0.520388444,0,0,1.288666972,2.566688980,0,0,2.086441611,2.164355766,0,0,0.004243835,0,0,0.033847534,0,0,3.259963629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.794216018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
