title
"XSEDE Utilization (%): by Node Count"
parameters
"Resource =  SDSC-TRESTLES"
start,end
2013-08-01,2014-01-31
---------
Day,"[1] XSEDE Utilization (%)","[2] XSEDE Utilization (%)","[4] XSEDE Utilization (%)","[8] XSEDE Utilization (%)","[32] XSEDE Utilization (%)","[16] XSEDE Utilization (%)","[3] XSEDE Utilization (%)","[6] XSEDE Utilization (%)","[10] XSEDE Utilization (%)","[5] XSEDE Utilization (%)","[30] XSEDE Utilization (%)","[12] XSEDE Utilization (%)","[9] XSEDE Utilization (%)","[20] XSEDE Utilization (%)","[7] XSEDE Utilization (%)","[27] XSEDE Utilization (%)","[24] XSEDE Utilization (%)","[18] XSEDE Utilization (%)","[102] XSEDE Utilization (%)","[15] XSEDE Utilization (%)","[11] XSEDE Utilization (%)","[64] XSEDE Utilization (%)","[128] XSEDE Utilization (%)","[51] XSEDE Utilization (%)","[95] XSEDE Utilization (%)","[14] XSEDE Utilization (%)","[19] XSEDE Utilization (%)","[17] XSEDE Utilization (%)","[13] XSEDE Utilization (%)","[98] XSEDE Utilization (%)","[28] XSEDE Utilization (%)","[26] XSEDE Utilization (%)","[22] XSEDE Utilization (%)"
2013-11-29,39.853474519,15.726283425,6.520115350,1.079267079,0,7.054673721,1.478603292,7.529180158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-30,39.535221641,8.236545943,2.597269701,0,0,1.192109191,1.331217563,2.382544562,0.977927621,0,0,0,0,0,0,0,0,0,0.124926514,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-01,25.174420493,6.529645532,1.348594003,0,0,2.797455771,0.149330013,0,1.760963737,0,0,0,0,0,0,0,0,0,0.118680188,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-02,35.532166511,9.632615006,5.653924966,1.616981854,0,6.161081717,0.472990784,0.436018048,0.190400695,0,0,0,0,0,0,0,0,0,0.184266608,0,0,0,0,0.357862390,0.054298138,0,0,0,0,0,0,0,0
2013-12-03,25.469819913,12.939809877,5.644290066,4.201980855,0,0.004572448,1.961882142,2.645502646,0.093490732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-04,16.357143546,16.602876582,3.444195395,7.340208368,0.143216421,0,2.549082628,8.808482774,0,0,0,0,0,0,0,0,0,0,1.096750705,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-05,15.601388257,9.881238173,3.213265060,7.437781716,0.591645425,0,1.421513712,15.873015873,0,0,0,0,0,0,0,0,0,0,4.586885185,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-06,2.480652580,3.109897039,1.096373055,3.346887458,0,0,0.379020326,6.629770459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-09,0,0.001755516,0,0,0.002286224,0.029312835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-10,0,0.143328717,0.010328885,0,0.168528336,0.038457789,0,0,0,0,0,0,0,0,0,0,0,0,0.067668547,0,0,1.067346012,1.054934999,0,0,0,0,0,0,0,0,0,0
2013-12-11,5.253046347,10.076486890,6.864283303,2.546418754,0,3.295528768,0.087781027,0,0,0,0,0,0.100354571,0,1.326731863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-12,10.213078072,20.424180629,16.123032235,7.052550774,0.023515579,7.065615010,2.915181155,0,0.001205633,0.034743292,0,0,0,0,9.111225417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-13,17.754731592,47.711333924,22.409203743,4.826123535,0,8.401593846,0.112724764,0,0,0,0,0,0,0,8.314400422,0,0,0,0.006766872,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-14,15.902967636,21.485094533,8.991218401,5.829087497,0.002286224,7.055735195,0.573942430,5.381913844,3.102392779,0,0.001684039,0,0,0.001224751,3.454468190,0,0,0,4.949692621,0,0,0,0,0,0,0.001071693,0,0,0,0.011002489,0,0.001592182,0.001459505
2013-12-15,11.051443487,13.597761083,3.872864824,13.288751676,0,5.087366921,0.831128748,21.164021164,4.409171076,0,0,0,0,0,3.086241147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-16,24.978264452,13.978950227,11.258750827,10.837742504,0,4.112858417,5.145211801,15.689514727,4.409171076,0,0,0,0,0,3.086419753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-17,42.247129389,11.304461415,14.262011259,10.385353400,0.008328453,7.351884461,19.643775720,14.361956202,2.373807916,0,0,0,0,0,1.851923271,0,0.002327043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-18,50.431065538,11.274934264,12.925872821,16.744602842,0.004735783,2.588918341,15.331346164,15.539878484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-19,41.480367764,10.483100244,13.825231481,18.457688205,0,0.018616519,2.252014785,5.967231305,0.602841849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-20,35.249807558,8.214704011,16.704961179,21.250163277,0,2.281092808,10.231757055,5.035732657,4.409171076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-21,24.638792898,5.112617578,11.621819713,18.698763710,0.348651127,10.337628199,8.864485333,4.666005291,4.409171076,0,0,0,0,0,0,0,0.144032922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-22,28.258814610,20.893969655,7.708721203,10.323584128,0.157423712,11.179779874,2.250943149,1.345868871,3.780098678,0,0,0,0,0,0,0,0.004286713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-23,32.678087511,28.171490116,11.184719696,8.897013188,0,7.068309485,4.197117504,0,0.006123868,0,0,0,0,0,0,0,0.013227513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-24,25.844329622,26.593700914,12.561769214,10.194125928,0.710529766,3.621562511,3.767391711,0,0.006327964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-25,18.209730834,24.784284922,18.070803939,9.059540172,0,0.001959612,0.937806173,0,0.001888193,0,0,0,0,3.640321869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-26,14.665641362,12.855622152,22.945203763,8.554159261,0,0.098798099,0,0,2.288584323,0,0,0,0,8.818342152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-27,17.262829253,7.420798198,19.961583088,8.111935821,0,0,0,0,5.602045729,0,0,0,0,5.190574191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-28,14.784430804,5.237492938,13.825649893,6.585137821,0,0.319583264,0.050720796,0.053981746,2.836566725,0,0,10.358061434,0,0,0,0,0.005756437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-29,13.412933339,5.438232910,10.096981383,6.472663139,0,0.738699432,0,0,0,0,0,15.524752616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-30,10.956073002,14.272098903,5.128457927,4.233212540,0,2.414021164,2.650248590,2.363713728,0,0,0,2.751322751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-31,12.858558614,10.148192125,2.217466059,11.618737312,3.764125652,0,0.092730379,5.874485597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-01,15.642304733,6.631520865,3.052759004,10.010288066,6.116500117,0,0,7.936201763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-02,23.212997754,9.146121135,3.532787067,10.616100019,32.351884519,0,0.101793637,5.348569488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-03,23.578649278,9.086811641,4.455344857,9.273099119,11.156835823,0,0,1.607785861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-04,21.135901790,7.044681667,1.326568528,1.300338036,14.109347443,0,1.975278042,2.776706085,0,0.055420812,0,0,0,0,0.105595571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-05,18.793449109,5.182123223,1.677301782,5.941847913,14.148866705,0,2.406902190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-06,24.363899969,5.966333108,1.811250735,7.766795612,14.109347443,0,12.380829923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-07,20.169142921,9.638447972,4.277283755,9.391411876,2.234796512,0,5.424551160,0,15.434242093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-08,27.120905155,2.845864795,15.398111405,8.914568177,0.643575643,0.004409171,11.868340257,0.260171694,2.203411768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-09,40.835149131,4.469542158,7.129547876,15.987858417,0,0,19.463933612,1.348502145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-10,50.117635019,4.998570981,12.402549109,15.725227003,0.372329983,0.282023672,8.455182613,1.696551087,0,0.285014100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-11,39.434954909,3.867373799,12.582937312,12.748587343,0.215559494,0,12.014133862,1.931982451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-12,40.558120683,5.058229419,7.657479860,8.048002783,0,0,11.854224824,0.941622116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-13,41.636221570,7.328318016,7.141221559,8.857983872,0,4.292083069,7.122158611,1.059578924,0.114847654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-14,36.875793249,6.663645638,6.591506605,11.130421730,0,3.329250774,7.823461670,0.524078954,0.678139755,0,0,0.560393415,0,0,0,0,0,2.010306437,0,1.711003351,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-15,35.741721207,11.267029332,8.571653164,9.209288654,16.241099962,0,7.354160524,0,0.102135864,0.025246523,0,0,0,0,0,0,3.254580658,7.936507937,0,1.040365330,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-16,37.719097567,5.076270048,10.611670410,14.292817874,14.111470390,2.127261767,4.483728953,0.074006731,1.587465898,0.052993643,0,0,1.145695547,0,0.207404537,0,7.331104233,0.255548207,0,0,1.077853503,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-17,36.651312532,5.160766358,15.908166784,14.867479837,21.822620713,7.054673721,4.203501617,0.288647590,1.029214835,0.165701127,0,0,0,0,0.229873971,0,0,0,0,0,3.877600607,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-18,32.839691496,1.881067662,11.071755068,20.591767882,0.549349992,4.164053831,4.945528366,3.001788126,0.732922614,2.135283932,0,0,0,0,1.401820391,0,0,4.936434450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-19,29.590669666,2.529187737,3.595168743,12.639092985,1.147854203,1.525981442,6.435843461,4.234702588,3.483245150,2.180370807,0,0.323970734,0,0,1.309049192,0,0,4.601704879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-20,24.774897521,5.524027916,4.761700608,9.162951538,0.985204820,7.054673721,3.554894180,4.100620958,0,0,0,0.019089185,32.490860156,0,3.086419753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-21,28.939500547,4.992361800,11.213869254,15.889795295,0.359919027,6.521572271,4.627256600,7.936507937,0,4.146100754,0,0,11.203703704,0,1.279292397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-22,35.551948532,31.858757716,11.331345188,12.988152420,3.634953302,3.897054008,4.017721251,6.677903910,1.262310199,5.956540098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-23,40.694353792,8.702070588,2.757927609,16.662094218,0.246423691,0.001877974,3.968253968,2.293932510,0.257313253,3.236637456,0,0,0.005878895,0,0.020707833,0,2.523760552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-24,52.688295143,12.568260571,7.527046935,17.526577484,0.023352302,0.238421850,4.696379600,0,0,1.699265999,0,0,0,0,0.009209713,6.875000000,3.690966079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-25,40.081692754,9.001913454,10.494766176,19.324253656,0.922496590,2.360784499,5.255655393,0.239166931,0,1.606362066,0,0,0,0,0,19.603863536,1.343449970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-26,28.813349914,6.370803135,12.649768806,18.668062847,13.567999178,7.054673721,3.970611669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-27,31.383258182,10.562985927,17.829891711,37.525311857,2.660363217,5.331585970,4.623203378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-28,33.874108119,14.144121335,4.180996473,29.212963020,35.685217852,3.424292925,4.859279755,0,0.066061037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002572016,0,0,0,0,0,0,0
2014-01-29,32.048875259,12.529485069,12.012541623,23.918854890,37.272356105,7.054673721,3.155619224,0,0.080630649,0,0,0.009736919,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005429825,0,0,0,0,0,0,0
2014-01-30,43.347078293,14.340448863,19.985813090,33.769718755,6.749134471,3.633810190,4.365446796,0.119087807,0,0,0,0,0,0,0,0,0.003919282,0,0,0,0.094791437,0,0,0,0,0.002357701,0,0,0,0,0,0,0
2014-01-31,52.477050609,16.771159888,6.478521653,39.852129492,0,3.490267157,3.567310302,0,0,0.891147556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
---------
