title
"XSEDE Utilization (%): by Node Count"
parameters
"Resource =  SDSC-GORDON"
start,end
2015-02-01,2015-07-31
---------
Day,"[1] XSEDE Utilization (%)","[64] XSEDE Utilization (%)","[4] XSEDE Utilization (%)","[2] XSEDE Utilization (%)","[8] XSEDE Utilization (%)","[32] XSEDE Utilization (%)","[16] XSEDE Utilization (%)","[6] XSEDE Utilization (%)","[3] XSEDE Utilization (%)","[20] XSEDE Utilization (%)","[18] XSEDE Utilization (%)","[10] XSEDE Utilization (%)","[28] XSEDE Utilization (%)","[5] XSEDE Utilization (%)","[21] XSEDE Utilization (%)","[19] XSEDE Utilization (%)","[128] XSEDE Utilization (%)","[12] XSEDE Utilization (%)","[25] XSEDE Utilization (%)","[24] XSEDE Utilization (%)","[7] XSEDE Utilization (%)","[60] XSEDE Utilization (%)","[11] XSEDE Utilization (%)","[113] XSEDE Utilization (%)","[63] XSEDE Utilization (%)","[53] XSEDE Utilization (%)","[15] XSEDE Utilization (%)","[40] XSEDE Utilization (%)","[50] XSEDE Utilization (%)","[9] XSEDE Utilization (%)","[48] XSEDE Utilization (%)","[93] XSEDE Utilization (%)","[68] XSEDE Utilization (%)","[13] XSEDE Utilization (%)","[96] XSEDE Utilization (%)","[33] XSEDE Utilization (%)","[118] XSEDE Utilization (%)","[14] XSEDE Utilization (%)","[55] XSEDE Utilization (%)","[54] XSEDE Utilization (%)","[87] XSEDE Utilization (%)","[69] XSEDE Utilization (%)","[100] XSEDE Utilization (%)","[17] XSEDE Utilization (%)","[30] XSEDE Utilization (%)","[26] XSEDE Utilization (%)","[59] XSEDE Utilization (%)","[22] XSEDE Utilization (%)","[35] XSEDE Utilization (%)","[36] XSEDE Utilization (%)","[43] XSEDE Utilization (%)","[41] XSEDE Utilization (%)","[45] XSEDE Utilization (%)","[44] XSEDE Utilization (%)","[27] XSEDE Utilization (%)","[31] XSEDE Utilization (%)","[23] XSEDE Utilization (%)","[52] XSEDE Utilization (%)","[88] XSEDE Utilization (%)","[34] XSEDE Utilization (%)","[37] XSEDE Utilization (%)","[42] XSEDE Utilization (%)","[38] XSEDE Utilization (%)","[81] XSEDE Utilization (%)","[65] XSEDE Utilization (%)","[46] XSEDE Utilization (%)","[79] XSEDE Utilization (%)","[74] XSEDE Utilization (%)","[85] XSEDE Utilization (%)","[51] XSEDE Utilization (%)","[90] XSEDE Utilization (%)","[80] XSEDE Utilization (%)","[70] XSEDE Utilization (%)","[61] XSEDE Utilization (%)","[29] XSEDE Utilization (%)"
2015-03-22,14.633753274,0,9.770628088,3.713358432,0.966733805,0,6.185907982,3.391495952,1.099440543,0.503660705,0,0.154988396,3.564821262,1.678355613,0,0,0,0,0,3.055561081,1.352001797,0,0,0,0,0,0,0.750038858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-23,31.906554503,0,13.679482915,3.401607551,7.145297566,0.015513570,5.244130246,2.517310171,0.343609149,0.086497610,0,0.088000623,3.364795169,1.245440265,0,0,0,0,0,2.881811421,2.666055157,0,0,0,0,0,0,0.691921894,0,0.040488837,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024774845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-24,42.842273635,0,14.608257939,5.362692415,12.330721452,4.062434469,1.824542495,3.936572341,0.997628326,0.348554411,0,0.083462074,3.564821262,1.132006107,0,0,0,0,0,1.074821892,2.672924864,0,0,0,0,0,0,0.915666315,0,0.100326908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-25,55.668770846,0,17.657081966,5.481231010,10.170373723,5.014279476,1.293120047,3.102596895,0.793243450,0.273756822,0,0.075460688,3.502230599,1.804801269,0,0,0,0,0,0,0.214477213,0,0,0,0,0,0,0.362671030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-26,36.637382681,0,19.499560531,5.223197000,14.775948364,1.717527137,0.007686049,3.268539657,0.337583832,0.269660327,0,0,3.564821262,1.553803504,0,0,0,0.000901815,0,0,2.151208730,0,0,0,0,0,0,0.377996015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-27,24.893430312,0,9.195152281,5.196516873,12.083777411,40.098297824,2.297989417,2.578527489,0.166247820,0,0,0,3.302493319,0.982197279,0.390490262,0,0,0,0,0,1.782410631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.989462624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-28,24.862702394,0,9.625312121,4.576498438,4.095512775,26.566736126,3.087177651,1.824583706,0.314883692,0.167985140,0,0.305335064,3.564821262,2.170176285,0.255045621,0,0,0,0,0,0.006900641,0,0,0,0,0,0,0.091006684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-29,21.464879747,0,1.910350415,4.874663179,1.306264165,28.534319428,1.195134642,0.763890270,0.619551248,0,0.889454734,0,2.333472584,2.305846413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-30,31.045892498,0.027349162,3.402370812,3.130774334,2.362330661,17.022445908,5.943844351,1.381049951,0.414286704,1.459083464,2.858620621,0.044589741,3.564821262,1.016111122,0,0.000447957,0,0.001361575,0,0,1.474140226,0,0.002253078,0,0,0,0.000309435,0.140812794,0,0.001021173,0,0,0,0.001819843,0,0,0,0.001588487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-31,55.376037684,0.063751815,4.781923651,2.362534034,5.929002732,6.214813205,6.935416327,0.867271844,0.988879793,0.765069128,1.408979689,0,2.824873282,2.871565776,0,0,0,0,0,0,2.673615946,0,0,0,0,0,0,0.015089187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-01,39.787883553,0.025840246,6.601338134,3.065475144,19.114302851,0.067241209,2.966369830,1.100665088,0.747754812,2.585291167,0,0.027349162,0,1.636123588,0,0,0,0,0,0,1.192296545,0,0,0,0,0,0,0.015148136,0,0.065036769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-02,50.277646396,0.951373477,11.005790315,2.490541619,11.386032014,7.210464004,2.457557574,0.020299688,1.222887532,2.707419284,0.000557003,0,0.743702580,3.615098901,0,0,0,0,0,0.011493730,0,0,0,0,0,0,0,0.015914381,0,0.314415113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-03,30.301310052,2.984453275,13.305683622,2.003617604,12.935750860,7.524743513,4.555355918,0.000601199,0.457038897,7.497765720,0,0,3.564821262,1.582721989,0,0,0,0,0,0,0.456412633,0,0.358820645,0,0,0,0.635978436,0.513386116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-04,23.802295550,5.200017970,6.588406341,1.604555690,11.565723077,1.947448660,3.888366521,0,0.594499393,10.070266400,0,0,3.259542196,1.024790328,0,0,0,0,0,0,0.095794260,0,0.253785733,0,0,0,4.277586584,0.014322943,0,0.506488426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-05,25.025844623,0,8.562390672,1.918531600,12.225332942,0,2.791193777,0.255584953,0.761370493,7.972662642,0,0.165686374,3.564821262,1.229378543,0,0,0,0,0,0,0,0,0,0,0,0,4.652149204,0,0,0.640063127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-06,27.930916768,0,14.324274669,2.695787032,6.793306809,0,2.044608904,0.327323433,0.415073571,11.630288316,0,0.118517940,3.365125259,1.537800699,0,0,0,0,0,0,0,0,0,0,0,0,0,1.768853966,0,0.000450907,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451934526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-07,39.689432387,0,16.499699782,3.252268628,11.559911377,0,0.060922636,0.766312804,0.772957058,12.665548250,0,0.046431664,3.564821262,1.368739913,0,0,0,1.484564145,0,0,0.264380599,0,0,0,0,0,0,0.400452963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246596279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-08,46.941731949,0,26.995840909,3.890995312,8.832139390,0.357378073,0.093718030,2.025997898,1.217870092,8.386613387,0,0.153175880,3.423672509,2.392321908,0,0,0,1.527780541,0,0.262021458,0.522335004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224126068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-09,41.785802052,0,27.688929891,7.125905595,9.871595980,0,0.009666527,2.513923989,0.379208757,10.075777517,0,0.472657105,3.564821262,1.921418336,0,0,0,0.043534683,0,0.082790156,0,0,0,0,0,0,0,0,0,0.889242542,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361702905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-10,54.623615316,0,11.467401679,6.866398045,11.384640998,0.436501986,0,2.171075182,0.406979318,10.250482007,0,1.551475263,2.567537747,0.432429098,0,0,0,0,0,0,0.154650945,0,0,0,0,0,0,0.220384697,0,0.001684272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-11,44.147191808,0,18.530162559,10.153286386,4.661357464,0,0.016032280,1.856607021,0.340912557,7.469827163,0,0.925450709,0,1.328659213,0,0,0,0,0,0,0.976014210,0,0,0,0,0,0,0.525292460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170242628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-12,34.311473904,0,37.931967448,14.255875225,4.182888626,0,0,1.166718620,0.354130345,10.492203810,0,0,0,0.988305152,0,0,0,0,0,0,0.245648776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110898168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-13,35.714028394,0,18.644911112,13.902072185,5.865345209,0,0.015631469,2.804096196,0.248016803,9.204583043,0,0.399716194,0,1.033292719,0,0,0,0.822578959,0,0,1.566695644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-14,35.539583972,0,19.239937967,9.723786794,12.596232270,0,0.007780375,3.663614189,0.041257999,6.682360003,0,1.596389160,0,1.142866180,0,0,0,3.663791038,0,0,0.780578256,0,0,0,0,0,4.811889800,0.201876869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277784055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-15,42.041887313,0,16.411445689,2.575270975,13.946160722,0,0.011057544,3.623554179,0.181972090,12.135245711,0,0.662450815,0,1.246147559,0,0,0,2.351473506,0,0,0.810584224,0,0,0,0,0,7.615428992,0.172936270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024824975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-16,35.856789672,0,7.658412640,10.297511986,7.462783525,0,7.574561426,2.921164170,0.084023487,8.911051145,0,0.000206290,0,0.951311577,0,0,0,2.316621045,0,0,0.053998389,0,0,0,0,0,4.489623592,0.000766244,0,0.480786701,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368416420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-17,25.066940560,0,9.850606736,20.893931416,15.726744216,0,10.185203605,2.146390221,0.368612432,10.976855617,0,0,0,1.909224704,0,0,0,2.470106394,0,0,0,0,0,0,0,0,2.249188267,0.627026597,0,0.670658524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-18,37.694933027,0,5.522679087,9.273742764,9.089091819,0.011741265,5.650170980,1.523819617,0.218968616,12.202940779,0,2.780728547,0,0.609395552,0,0,0,2.585856989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-19,24.111341649,0,5.744938166,5.180611278,3.626887346,0,5.466412899,1.262903347,0,12.416105055,0,3.592907193,0.007550478,0.270013991,0.002785017,0,0,2.998764414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056917484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-20,26.929944399,0.025651594,10.224235082,9.599896291,5.606978124,4.511290756,4.360728912,1.064283057,0.246244140,11.324791157,0,3.212848210,0.016957668,0.565432042,0,0,0,2.188015145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-21,41.394135053,0,5.960513172,16.448098928,13.083801747,10.085284867,1.097738600,1.576673066,1.007486423,4.259425027,0,1.508079134,0,0.494001538,0,0,0,0.866007546,1.392434635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868648140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-22,48.113149058,0.090818065,9.664379074,12.544183426,7.738397090,10.721812946,0.007638903,1.807909016,1.222922908,6.494629261,0,1.834441803,0,0.581714808,0,0,0,0,2.501062782,0,0,0,0,0,0,0,0,0.215315668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-23,44.218115406,0.043192823,7.794421545,22.630314210,6.339157532,11.167509897,0.148817131,2.733436313,0.589402382,5.092601802,0,2.652057862,0,0.324321815,0,0,0,0,2.354260048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.643383033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011994735,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-24,60.410885038,0.021030556,5.957678092,13.750307777,4.103882578,12.064373670,1.391600589,0.706501223,0.471578441,1.765906821,0,0.148298454,0,0.442183984,0,0,0,0.001220103,1.186542336,0,0,0,0,0,0,0,0,0.040198532,0,0,0,0,0,0,0,2.222412289,0,1.466362835,0,0,0,0,0,0,0.009681248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-25,59.545060806,0,3.602108092,10.496627444,2.954015563,11.241164004,0,0.130772013,1.131344467,1.372556380,0,0,0,0,0,0,0,0.148569596,3.175766244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.201396487,0,3.564821262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-26,61.557616192,0,5.762827057,7.200938882,2.094226395,3.996372118,0.839218339,0.592103351,1.122945221,2.546300901,0,0,0,0.451371621,0,0,0,0.001167055,3.064144536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.002422533,0,2.366830883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-27,70.933889839,0,3.017213259,3.978536242,1.236771370,0.005375513,1.905953404,0.001626814,0.421881378,3.124965453,0,0,0,0.008973953,0,0,0,0,3.177534498,0,0,0,0,0,0,0,0,0.006012088,0,0,0,0,0,0,0,0.001799220,0,1.778552885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-28,78.273566711,0,0.878025854,3.852302745,5.981461239,0.015655043,1.297104577,0.001007911,0.698384922,0.123690114,0,0,0,0.168810334,0,0,0,0.064258721,3.173887452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.782410631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-29,79.516127003,0.019898877,2.459261009,3.998411612,9.235150424,0.127220752,2.647516362,0.687368623,0.844571737,1.203038752,0,0,0,0.177636913,0,0,0,0,1.851078232,0,0.046592300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.241911118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-30,64.810985067,2.197646296,3.589105446,9.388190767,3.023744123,2.794518093,4.918557395,2.509061284,0.317483041,2.187873673,0,0,0,0.301415418,0,0,0,0,3.150089552,0,0.000381647,0,0,0,0,0,0,2.189641960,0,0,0,0,0,0,0,1.707449488,0,0.000288813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-01,56.625368053,2.519800507,10.168316723,10.636464687,0.887939917,8.297168666,4.064650679,2.964946355,0.313000491,0.180392455,0,0.176104425,0.003589588,0.636575225,0,0,0,0,1.817039129,0,0,0,0,0,0,0,0,4.713780594,0,0,0,0,0,0,0,2.993203233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-02,75.468046344,0,4.446413098,9.032501442,2.286118449,1.039079386,7.198982076,3.506123721,0.080593076,0,0,0.901343373,0,0.413913877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-03,42.632379366,0,2.326847494,10.108360752,4.939788372,3.790640454,7.249389418,4.686732015,0.338742001,0,0,0.044353976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-04,39.646468665,0.727487583,2.744340647,9.444901994,10.889739137,9.246986015,7.323656495,3.597383842,0.321532356,0,0,2.001174415,0,1.765258443,0,0.357220388,0,0,1.003895343,0,0,0,0,0,0,0,0,0,0,0.017452771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-05,37.712596564,0,2.861729827,13.355595795,23.330411320,5.067468884,6.920397893,1.695465065,0.344055647,2.352057033,0,0.978513365,0,1.909725676,0,0.657045827,0,0,3.140953537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688518006,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-06,41.492889057,3.392332949,4.719716061,14.696650553,19.414294794,4.600929963,6.459140192,1.414673490,0.838727645,0,0,0,0,0.151621311,0,0,0,0,3.181365719,0,0.060011936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218085964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-07,34.906715769,11.482213823,4.673033878,13.785614129,13.385267295,0.224357391,4.994215554,2.141925342,0.046819213,0,0,0,0,0.694146956,0,0.902220122,0,0,1.861835193,0,0.000618904,2.312536321,0,0,1.476987143,0,0,0,0,0.006723826,0,0,0,0,0,0,0,0,0,0,0,0,9.156957767,0.089530194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015039090,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-08,40.034758135,4.650299920,3.883798564,15.188231017,7.451278024,0,0.975421831,4.583341622,0.237141943,0,0,0,0,2.411853860,0,0.296549729,0,0,4.000845816,0,0.144789930,7.638902703,0,0,0.041032578,0,0,0.025934572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122010252,0.037500481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-09,24.502322604,0,5.592914619,14.581686858,6.145945148,0,0.007709622,1.687790786,0.326876969,0,0,0,0,2.180034382,0,2.257328174,0,0,6.357831898,0,0,5.397273767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-10,11.149942907,0,2.255904666,9.643433892,0.799243769,0.006837282,0.283959697,0,0.091551884,0,0,0.510424284,0,1.472360169,0,0,0,0,4.054667356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306516873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-11,9.513991725,0.036779891,0.095757392,0.013648107,0.034646170,0,0.011199016,0.002793869,0.012793405,0,0,0,0,0.068402362,0,0,0,0,0.004789035,0,0,0.019362496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063657523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-12,10.793238278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-13,25.743489692,0,4.038179760,1.436938803,3.611692097,0,2.272997938,3.094250698,1.036684869,0,3.230247933,0,0,0.129982163,0,0,0,0,2.616699921,0,0,13.929592128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041996293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-14,35.706933067,0,15.834790991,7.719267474,3.154607445,0,3.553268582,5.239102528,1.285338214,0.007161471,15.216110658,0,0,0,0,0,0,0,4.859043546,0,0,4.295202908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348495461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-15,20.596025350,0,21.197383278,3.433663225,0.713258967,0,0.988082649,1.120416592,0.574310211,0,41.224770733,0.000324189,0,0,0,0,0,0,5.493887320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.080860537,0,0,0.001423442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-16,13.305035874,0.044230175,8.283494069,2.953396759,0.212073876,0,0.500466026,0,0.005959040,0,62.690962621,0.001959823,0,0.003875450,0,0,0,0,2.193163746,0,0,6.920368418,0,0,0,0,0,0,0,0.049573296,0,0,0,0,1.137489208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-17,14.714351555,1.333978761,2.950944684,5.018107780,0.447205866,0,1.036368040,0.977735317,0.327769931,0,58.918087357,0.001841957,0,0.083845213,0,0,0,0,2.418470098,0,0,4.125184275,0,0,0,0,0,0,0,0.031006518,0,0,0,0,3.295762133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-18,26.556916953,1.355103609,11.304768512,16.351150775,1.277653624,0,0.008511243,1.783816401,0.443113814,0,16.868978230,0,0,0.020320310,0,0,0,0,1.834869137,0,0,5.565435722,0,0,0,3.819790262,0,0,0,0,0,0,0,0,3.034624818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-19,32.987482842,1.717432811,21.879055150,27.419602538,0.372997739,0,1.170025264,0.767241143,0.253874157,0,0,0,0,0.492078551,0,0,0,1.125376574,3.138043261,0,0,5.086324441,0,0,0,8.859320555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
