title
"Number of Jobs Running: by Node Count"
parameters
"Resource =  SDSC-GORDON"
start,end
2016-02-01,2016-07-31
---------
Day,"[1] Number of Jobs Running","[2] Number of Jobs Running","[4] Number of Jobs Running","[6] Number of Jobs Running","[8] Number of Jobs Running","[16] Number of Jobs Running","[3] Number of Jobs Running","[10] Number of Jobs Running","[5] Number of Jobs Running","[12] Number of Jobs Running","[20] Number of Jobs Running","[32] Number of Jobs Running","[64] Number of Jobs Running","[25] Number of Jobs Running","[21] Number of Jobs Running","[18] Number of Jobs Running","[19] Number of Jobs Running","[17] Number of Jobs Running","[7] Number of Jobs Running","[24] Number of Jobs Running","[9] Number of Jobs Running","[23] Number of Jobs Running","[40] Number of Jobs Running","[30] Number of Jobs Running","[13] Number of Jobs Running","[26] Number of Jobs Running","[28] Number of Jobs Running","[15] Number of Jobs Running","[44] Number of Jobs Running","[22] Number of Jobs Running","[14] Number of Jobs Running","[128] Number of Jobs Running","[11] Number of Jobs Running","[48] Number of Jobs Running","[60] Number of Jobs Running","[34] Number of Jobs Running","[72] Number of Jobs Running","[31] Number of Jobs Running","[56] Number of Jobs Running","[100] Number of Jobs Running","[36] Number of Jobs Running","[63] Number of Jobs Running","[52] Number of Jobs Running","[33] Number of Jobs Running","[35] Number of Jobs Running","[38] Number of Jobs Running","[42] Number of Jobs Running","[46] Number of Jobs Running","[90] Number of Jobs Running","[27] Number of Jobs Running","[29] Number of Jobs Running","[43] Number of Jobs Running","[50] Number of Jobs Running","[55] Number of Jobs Running","[108] Number of Jobs Running","[86] Number of Jobs Running"
2016-05-14,541,58,25,17,6,11,1,6,0,12,0,4,0,0,13,0,21,0,0,2,2,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-15,616,56,20,9,9,8,2,4,0,15,0,0,4,0,35,0,25,0,0,2,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-16,1091,85,18,31,3,16,1,16,0,6,0,0,0,0,29,0,15,0,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-17,1560,51,39,24,4,12,2,3,0,2,0,0,1,0,9,0,8,0,0,4,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-18,1520,40,45,104,4,7,6,3,0,3,0,1,1,0,0,0,7,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-19,1593,27,35,990,2,12,3,4,1,3,1,0,2,0,0,0,0,0,0,4,1,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-20,1646,26,45,33,2,2,1,6,26,1,0,0,4,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-21,1388,18,37,34,6,6,5,9,0,3,0,0,1,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-22,1006,13,33,34,1,2,6,7,0,1,0,8,2,0,0,0,16,0,0,3,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-23,556,94,54,45,6,9,7,12,21,4,0,4,4,0,0,13,10,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-05-24,844,142,53,30,15,9,34,15,0,2,0,0,2,0,0,3,10,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-05-25,1056,232,58,41,15,11,8,19,0,1,1,0,1,0,0,3,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-26,1604,233,42,27,9,5,7,9,1,7,1,0,6,0,0,6,0,0,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-27,879,162,42,21,13,8,2,19,0,23,0,3,4,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-05-28,780,79,50,19,7,4,2,9,0,19,0,2,2,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016-05-29,1026,38,37,29,8,5,1,3,1,8,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016-05-30,1191,42,79,25,164,14,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-31,739,105,55,27,24,10,11,10,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-01,819,105,64,13,8,13,1,7,0,14,1,2,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-02,856,44,124,11,23,29,4,16,1,12,4,2,0,0,0,49,0,0,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-03,904,63,45,15,18,39,3,11,1,7,4,0,1,2,0,2,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-06-04,740,23,56,11,14,50,8,3,0,13,1,0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-05,1051,40,68,5,6,37,3,1,0,1,1,0,2,0,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-06-06,1301,109,130,9,11,37,8,24,4,5,2,0,1,0,0,6,0,0,2,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-07,1010,60,69,32,10,6,8,24,1,11,4,0,1,2,0,6,12,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-08,1528,43,57,29,11,5,9,4,3,5,6,0,0,2,0,5,2,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-09,1060,123,24,6,8,2,90,3,3,5,9,0,2,2,0,26,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-10,768,104,116,37,6,4,19,9,3,6,10,0,3,0,0,2,13,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-11,625,30,101,31,5,3,1,19,2,4,10,0,2,1,0,25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-12,520,37,51,38,3,11,208,3,6,6,9,0,2,1,0,0,0,0,2,0,3,1,0,0,3,0,0,3,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-13,1183,65,92,44,6,3,51,12,7,5,12,0,0,1,0,1,0,0,2,0,1,1,0,0,1,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-14,1076,27,68,28,9,5,16,6,4,7,18,0,4,0,2,3,0,0,0,0,1,1,0,1,1,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-15,1071,144,68,13,7,8,5,6,9,9,17,0,2,0,0,0,0,0,3,0,2,0,0,0,3,2,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-16,1171,177,85,7,8,7,7,4,18,5,17,0,0,0,21,5,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-17,913,126,87,11,23,6,6,6,13,4,17,2,2,4,18,3,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-18,529,27,44,4,7,9,3,3,11,2,9,0,2,4,12,4,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-19,312,22,14,3,2,4,0,2,3,1,5,0,0,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20,722,48,117,4,12,3,2,1,2,3,10,0,0,7,6,0,0,0,1,0,2,1,0,0,1,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-21,800,78,118,4,19,10,10,1,3,7,12,0,0,7,14,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2016-06-22,675,122,61,7,16,12,5,1,6,3,15,13,0,10,13,13,0,0,2,0,0,1,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-23,713,100,62,0,13,6,4,1,4,3,12,6,5,18,10,0,0,1,1,0,0,1,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-24,830,181,124,45,13,83,6,0,3,12,24,0,5,8,0,13,4,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-25,406,48,44,2,14,35,0,0,5,29,15,0,2,6,0,6,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-26,474,39,41,5,6,11,0,0,4,3,15,0,0,8,0,7,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-27,686,189,79,4,15,17,3,4,2,5,14,0,0,8,0,3,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-28,671,64,32,3,9,10,0,8,1,7,13,0,0,18,0,10,0,25,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-29,734,93,49,6,13,34,3,5,3,5,13,1,0,21,0,4,0,3,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30,584,66,29,5,10,42,2,5,3,4,10,0,1,22,0,3,0,2,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-01,669,99,47,4,10,43,1,8,2,3,10,0,0,20,0,13,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-02,275,60,27,2,14,55,4,1,2,2,3,0,1,19,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2016-07-03,247,30,19,2,9,22,6,4,0,3,5,1,3,18,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
2016-07-04,248,13,26,3,1,16,8,4,0,10,3,5,4,20,0,12,0,0,0,1,1,2,1,0,0,0,0,0,1,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-05,470,73,36,20,8,15,7,5,0,6,7,2,2,18,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-07-06,720,108,32,7,6,14,4,22,0,3,3,0,3,18,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-07,819,67,43,3,7,5,11,12,0,8,3,1,5,18,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-07-08,887,82,45,9,11,4,21,1,1,3,2,1,5,18,0,4,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-09,650,86,25,6,7,4,7,1,0,0,3,1,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-10,640,66,41,7,8,5,5,1,2,0,1,25,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-11,815,117,27,9,5,7,2,1,6,0,1,15,4,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-12,730,102,39,16,2,11,2,0,3,1,0,15,6,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-13,1037,158,25,31,13,10,1,5,2,4,1,11,4,3,0,0,0,28,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-14,1157,99,32,22,13,6,1,4,3,2,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-15,643,78,24,10,4,14,1,3,1,1,0,0,6,8,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-16,407,79,35,8,2,14,0,2,1,0,0,1,3,24,0,0,0,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-17,490,55,26,8,4,9,0,1,1,1,0,1,3,13,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-18,799,149,44,15,9,16,2,2,3,2,0,1,4,3,0,0,0,18,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-19,765,118,46,7,13,20,15,3,0,3,1,0,9,0,4,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-20,1293,86,51,2,5,8,7,2,1,3,1,0,9,0,11,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-21,1539,164,224,4,10,52,2,1,1,2,1,0,9,0,14,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-22,708,132,176,9,48,44,4,0,18,0,0,0,9,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-23,333,137,40,2,241,63,2,1,49,1,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-07-24,320,72,50,2,141,37,9,0,8,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-25,848,73,65,10,190,12,22,0,3,20,1,0,5,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-26,871,171,35,16,22,12,8,11,3,17,1,0,8,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-27,907,89,23,15,6,11,5,6,2,10,0,1,4,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-28,1096,70,29,7,9,31,5,16,2,11,0,0,6,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-29,1619,46,19,4,43,15,3,10,0,6,0,0,8,0,0,0,0,0,1,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-30,588,66,8,8,49,15,2,14,0,5,0,0,7,0,0,0,0,0,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-31,334,29,4,7,44,2,1,6,0,1,0,0,5,0,0,0,0,5,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
---------
