title
"Number of Jobs Running: by Node Count"
parameters
"Resource =  SDSC-GORDON"
start,end
2013-08-01,2014-01-31
---------
Day,"[1] Number of Jobs Running","[2] Number of Jobs Running","[4] Number of Jobs Running","[8] Number of Jobs Running","[3] Number of Jobs Running","[16] Number of Jobs Running","[6] Number of Jobs Running","[32] Number of Jobs Running","[64] Number of Jobs Running","[10] Number of Jobs Running","[12] Number of Jobs Running","[9] Number of Jobs Running","[25] Number of Jobs Running","[7] Number of Jobs Running","[18] Number of Jobs Running","[40] Number of Jobs Running","[96] Number of Jobs Running","[48] Number of Jobs Running","[24] Number of Jobs Running","[128] Number of Jobs Running","[33] Number of Jobs Running","[35] Number of Jobs Running","[15] Number of Jobs Running","[5] Number of Jobs Running","[20] Number of Jobs Running","[11] Number of Jobs Running","[60] Number of Jobs Running","[41] Number of Jobs Running","[38] Number of Jobs Running","[14] Number of Jobs Running","[19] Number of Jobs Running","[36] Number of Jobs Running","[21] Number of Jobs Running","[17] Number of Jobs Running","[65] Number of Jobs Running","[23] Number of Jobs Running","[13] Number of Jobs Running","[45] Number of Jobs Running","[31] Number of Jobs Running","[43] Number of Jobs Running","[30] Number of Jobs Running","[63] Number of Jobs Running","[126] Number of Jobs Running","[256] Number of Jobs Running","[34] Number of Jobs Running","[61] Number of Jobs Running","[46] Number of Jobs Running","[26] Number of Jobs Running","[37] Number of Jobs Running","[57] Number of Jobs Running","[29] Number of Jobs Running","[42] Number of Jobs Running","[49] Number of Jobs Running","[50] Number of Jobs Running","[81] Number of Jobs Running","[117] Number of Jobs Running"
2013-11-12,1375,104,84,9,22,15,6,6,0,0,9,0,2,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-13,643,175,78,7,18,13,8,8,0,0,7,0,5,0,0,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-14,604,198,121,10,3,14,16,36,3,0,10,0,5,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2013-11-15,546,148,129,9,3,20,9,4,12,0,8,0,1,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-16,713,138,69,7,1,14,8,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-17,437,184,21,7,1,16,6,1,2,4,4,0,3,0,4,1,0,0,0,0,0,0,4,0,4,3,0,0,0,4,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-18,622,52,86,11,2,15,9,7,3,2,4,0,4,7,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-19,1692,44,99,13,0,20,18,9,7,1,13,0,9,3,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2013-11-20,1391,145,104,15,0,17,10,5,5,0,13,0,6,3,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-21,1969,85,107,11,0,16,5,3,28,0,2,0,7,2,0,2,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-22,1047,67,101,10,0,17,3,2,23,0,2,0,7,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-23,528,212,89,9,0,15,13,3,7,0,4,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-24,481,66,89,6,0,12,6,2,10,0,2,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-25,1058,69,81,14,0,10,14,0,4,0,2,0,9,4,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-26,919,102,62,11,0,13,17,1,9,0,2,0,7,4,0,2,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-27,884,110,43,13,0,14,11,0,14,0,2,0,4,4,0,1,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-28,933,70,25,11,0,10,2,2,6,0,2,0,6,6,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-29,1112,55,33,11,0,32,3,4,5,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-30,1294,44,28,10,0,14,6,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-01,1225,47,28,11,0,8,6,6,6,2,2,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-02,1701,58,36,11,0,17,12,11,9,2,2,0,1,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-03,1448,46,38,10,0,12,9,6,4,1,2,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-04,1499,58,25,10,2,15,6,20,9,1,3,0,0,1,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
2013-12-05,322,32,20,10,0,10,6,3,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-06,25,20,5,6,0,4,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-09,476,42,22,19,0,10,5,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2013-12-10,841,54,39,13,1,18,5,2,1,0,4,0,5,4,0,1,0,0,0,0,0,2,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2013-12-11,697,58,51,10,0,7,5,3,1,4,2,0,5,3,3,1,0,0,0,0,0,3,2,3,5,0,0,3,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2013-12-12,746,45,67,15,0,11,6,3,3,2,2,0,1,10,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2013-12-13,741,50,72,8,4,8,2,7,13,2,3,1,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-14,574,46,48,7,4,18,4,8,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-12-15,750,51,40,7,1,18,12,11,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-16,1306,38,75,12,2,13,7,7,0,0,2,0,4,2,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-17,1173,34,46,13,1,10,7,9,5,0,2,0,0,4,0,1,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-18,856,100,51,17,1,11,17,3,6,0,1,0,1,3,0,2,0,0,0,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-19,1155,176,52,8,1,7,7,1,4,1,1,0,3,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-20,1204,81,54,12,0,9,9,1,3,3,2,0,5,2,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-21,307,62,51,8,0,7,2,1,6,1,1,0,5,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-22,360,76,52,7,0,8,3,1,7,2,1,0,2,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-23,701,84,51,7,0,9,5,0,3,2,2,0,13,6,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-24,867,112,50,7,0,13,8,0,0,4,5,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-25,698,85,47,10,0,6,11,0,1,3,2,0,0,21,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-26,235,62,33,7,0,5,5,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-27,324,36,35,9,0,5,5,3,2,0,2,0,1,3,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-28,263,126,45,18,0,7,4,11,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-29,890,138,33,16,0,7,7,9,0,0,2,0,1,0,0,0,0,0,1,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-30,1988,43,24,14,4,14,7,7,0,5,6,0,2,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-31,302,15,29,7,0,14,8,1,17,4,7,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-01,937,20,26,7,0,12,6,1,9,2,3,0,1,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-02,1770,28,32,21,0,7,5,1,2,12,2,1,0,2,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-03,1955,19,48,17,0,10,5,7,5,10,2,1,3,3,11,0,2,2,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-04,741,15,36,18,1,8,8,6,3,4,1,1,0,5,19,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-05,1262,22,31,18,2,8,7,4,2,8,7,1,0,1,1,0,0,0,0,0,2,0,2,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-06,915,58,53,13,1,12,6,3,2,0,2,0,5,8,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-07,1290,73,54,23,4,15,7,7,2,10,2,1,8,11,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-08,631,78,50,13,0,12,2,1,2,22,2,0,4,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-09,2065,64,52,39,0,23,1,10,6,3,2,2,0,10,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-10,2052,59,34,32,2,22,0,2,5,0,14,11,2,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-11,861,42,28,18,3,14,0,2,6,0,9,2,1,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-12,1005,44,29,32,9,10,0,2,4,0,10,7,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-13,1805,87,36,15,18,14,3,2,5,9,8,7,0,0,0,0,0,0,0,0,4,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-14,1569,67,56,17,25,18,2,0,4,3,5,2,4,3,0,0,0,0,0,0,3,0,2,1,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-15,2131,83,61,32,18,30,3,0,6,8,3,1,0,7,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-16,2232,81,53,36,46,27,6,2,7,0,3,6,0,7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-01-17,775,76,50,12,19,16,3,3,4,0,2,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-18,1030,51,41,17,32,11,5,3,3,0,2,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-01-19,836,53,45,17,21,9,3,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-20,914,52,50,30,37,6,4,4,4,0,2,5,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-21,1114,159,54,39,33,15,8,3,6,0,2,3,0,2,0,0,0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-22,733,80,51,15,18,8,5,2,7,0,2,2,0,2,0,0,0,0,0,0,0,0,2,4,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-23,1468,57,69,16,37,6,7,2,9,2,2,0,0,3,0,0,0,0,0,0,0,0,1,2,1,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-24,624,37,84,17,45,15,6,3,3,2,1,3,0,2,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-25,803,21,87,18,32,5,5,0,3,0,4,0,0,1,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-26,1164,48,124,20,23,6,5,0,2,0,12,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-27,1654,68,103,24,48,5,6,0,4,0,10,0,2,1,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-28,1280,105,80,21,16,1,7,3,5,0,3,0,2,1,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-29,1790,97,57,26,21,3,16,4,6,0,7,0,1,1,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-30,862,50,40,27,9,4,9,2,6,0,6,0,1,2,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-31,689,39,35,152,8,11,7,1,6,3,3,0,3,3,0,0,0,0,0,2,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
---------
