Day,[1] Number of Jobs Submitted,[2] Number of Jobs Submitted,[10] Number of Jobs Submitted,[4] Number of Jobs Submitted,[8] Number of Jobs Submitted,[3] Number of Jobs Submitted,[6] Number of Jobs Submitted,[16] Number of Jobs Submitted,[12] Number of Jobs Submitted,[5] Number of Jobs Submitted,[20] Number of Jobs Submitted,[32] Number of Jobs Submitted,[24] Number of Jobs Submitted,[9] Number of Jobs Submitted,[60] Number of Jobs Submitted,[25] Number of Jobs Submitted,[64] Number of Jobs Submitted,[15] Number of Jobs Submitted,[18] Number of Jobs Submitted,[22] Number of Jobs Submitted,[72] Number of Jobs Submitted,[7] Number of Jobs Submitted,[30] Number of Jobs Submitted,[11] Number of Jobs Submitted,[36] Number of Jobs Submitted,[40] Number of Jobs Submitted,[50] Number of Jobs Submitted,[43] Number of Jobs Submitted,[14] Number of Jobs Submitted,[48] Number of Jobs Submitted,[13] Number of Jobs Submitted,[17] Number of Jobs Submitted,[42] Number of Jobs Submitted,[70] Number of Jobs Submitted,[62] Number of Jobs Submitted,[21] Number of Jobs Submitted,[34] Number of Jobs Submitted,[45] Number of Jobs Submitted,[54] Number of Jobs Submitted,[26] Number of Jobs Submitted,[35] Number of Jobs Submitted,[28] Number of Jobs Submitted,[46] Number of Jobs Submitted,[33] Number of Jobs Submitted,[38] Number of Jobs Submitted,[27] Number of Jobs Submitted,[56] Number of Jobs Submitted,[19] Number of Jobs Submitted,[65] Number of Jobs Submitted,[23] Number of Jobs Submitted,[41] Number of Jobs Submitted,[63] Number of Jobs Submitted,[31] Number of Jobs Submitted,[44] Number of Jobs Submitted,[49] Number of Jobs Submitted,[55] Number of Jobs Submitted,[37] Number of Jobs Submitted,[53] Number of Jobs Submitted,[52] Number of Jobs Submitted,[61] Number of Jobs Submitted,[29] Number of Jobs Submitted,[39] Number of Jobs Submitted,[47] Number of Jobs Submitted,[68] Number of Jobs Submitted,[66] Number of Jobs Submitted,[57] Number of Jobs Submitted,[58] Number of Jobs Submitted,[59] Number of Jobs Submitted,[67] Number of Jobs Submitted
2016-04-22,19716,558,20,17,34,26,12,30,13,11,2,6,4,3,2,1,0,0,0,3,0,10,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-23,8513,160,26,10,20,11,13,9,10,1,3,8,0,0,7,0,4,3,1,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-24,9392,232,18,47,54,51,12,12,11,6,6,9,1,23,1,3,9,3,0,1,0,49,1,0,1,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-25,11608,671,17,89,21,27,20,8,14,11,10,1,11,25,6,16,0,17,0,1,1,1,0,0,0,1,0,8,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-26,12312,678,39,128,125,287,21,27,21,6,11,38,0,0,18,20,0,4,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-27,13557,631,31,63,28,39,28,10,12,9,12,3,8,0,8,14,0,0,1,2,0,0,0,2,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-28,13969,573,30,31,27,41,18,7,23,10,15,1,7,0,20,1,0,0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-29,16070,432,12,36,17,10,20,28,15,3,19,3,12,0,12,1,0,1,0,2,0,1,1,0,1,2,0,3,0,2,0,2,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-30,17503,133,18,33,26,11,19,13,8,19,2,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2016-05-01,20498,216,32,27,16,17,24,15,4,15,3,3,0,4,4,0,0,0,3,1,3,0,0,0,3,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-02,14468,565,37,65,22,22,20,45,8,13,32,2,2,4,13,6,16,0,1,3,1,4,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-03,9584,567,33,53,26,14,14,24,29,12,12,2,10,5,14,0,11,1,1,1,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-04,7914,522,34,59,62,46,16,31,42,18,22,0,4,12,11,2,26,9,4,1,4,10,0,6,13,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-05,12785,556,113,73,27,30,15,17,24,14,17,3,6,21,9,1,6,15,9,2,10,13,1,12,14,0,0,2,19,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-06,11495,435,35,45,29,14,12,8,17,6,9,6,0,3,14,5,0,1,4,2,4,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-07,13270,147,26,21,16,12,8,3,5,4,3,4,0,0,3,5,0,0,0,2,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-08,16812,220,14,69,48,16,17,13,11,3,3,0,3,1,1,0,1,0,0,3,0,1,1,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-09,13263,506,60,35,37,81,10,18,7,2,6,0,6,0,11,18,1,1,0,2,0,0,0,1,2,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2016-05-10,17050,604,109,96,108,20,7,14,3,2,7,0,1,2,8,0,0,0,1,0,0,0,0,1,1,4,1,3,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
2016-05-11,19162,687,72,37,43,20,7,12,20,11,8,0,11,5,4,13,4,1,0,0,0,0,5,0,0,2,0,5,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-12,18457,703,58,46,27,240,14,7,16,1,5,2,13,1,6,1,0,0,0,7,0,0,5,2,0,4,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-05-13,18698,622,16,67,21,19,11,9,8,16,10,5,6,0,10,1,0,1,0,4,3,1,0,0,0,3,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-05-14,3462,290,13,60,28,221,11,4,5,17,13,0,4,9,7,0,0,0,0,0,0,0,0,5,0,4,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-15,4150,332,60,247,30,116,9,7,4,51,17,0,6,2,0,1,0,0,1,1,0,1,0,0,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-16,4954,764,90,145,32,86,20,13,6,19,7,5,3,2,6,10,5,0,0,2,0,0,0,16,14,0,0,3,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-17,5711,555,20,54,15,22,23,7,6,20,4,4,4,6,7,7,2,0,0,2,0,0,0,16,6,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-18,4894,1133,40,66,11,121,9,14,4,8,4,4,0,3,22,8,1,0,0,4,0,0,0,8,1,0,2,0,1,0,0,1,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-19,8045,1115,37,6,30,64,5,9,4,5,7,12,2,6,20,15,2,0,0,3,0,0,1,8,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-20,3860,609,15,28,24,13,18,6,9,1,1,5,2,6,2,6,5,0,0,4,0,0,1,1,6,1,0,0,7,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-21,2263,297,35,19,22,4,6,2,6,24,0,3,3,2,3,2,0,0,0,1,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-22,5111,295,17,24,31,4,3,5,1,7,0,4,2,3,2,1,0,0,0,8,0,0,8,0,0,0,0,0,2,0,0,0,0,3,1,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-23,4979,605,13,23,48,16,14,5,3,33,0,6,6,0,2,1,3,0,1,2,8,0,8,2,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-24,4779,620,10,45,29,32,21,10,12,2,2,6,3,0,5,1,0,3,0,3,0,0,3,2,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2016-05-25,4788,619,20,19,32,13,11,13,17,10,2,5,2,0,3,1,3,1,0,3,3,1,4,7,7,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-26,5526,408,8,21,22,6,13,8,3,0,1,2,0,3,4,1,5,1,0,0,3,0,5,0,3,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-27,4950,473,24,48,18,18,24,7,5,5,7,2,3,0,3,1,6,0,0,3,3,1,2,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-05-28,3459,129,6,35,19,18,4,26,6,4,11,1,3,2,2,0,2,0,0,2,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-29,4359,277,7,34,28,5,14,22,10,61,11,12,0,0,0,5,10,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-30,2859,503,5,47,9,21,5,7,5,5,7,5,3,0,1,12,7,0,0,0,0,0,1,5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-31,2818,555,8,47,32,40,0,14,7,34,15,3,4,2,1,21,7,2,0,0,2,1,2,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-01,2340,426,3,67,20,25,22,7,2,7,5,6,1,0,1,11,2,5,0,1,0,0,16,0,6,2,2,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-02,8911,409,12,27,15,13,4,8,3,3,3,12,1,0,7,4,1,5,0,0,0,1,8,0,0,0,2,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-03,5535,353,13,27,65,8,1,4,42,5,2,2,2,1,1,1,2,0,0,0,0,24,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-04,4714,101,3,8,11,4,1,11,3,4,2,8,0,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-05,6473,163,5,156,10,12,1,4,3,6,3,1,1,0,0,21,0,0,1,0,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-06,5167,275,33,21,18,80,13,17,18,17,3,4,13,0,1,12,0,2,0,17,1,1,9,3,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-07,4417,289,69,29,34,18,4,7,5,33,4,6,3,0,1,0,10,0,1,6,0,6,4,2,3,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-08,3663,267,32,12,20,23,2,3,1,2,1,3,4,2,0,1,5,0,12,1,2,2,10,0,1,0,1,0,3,0,22,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-09,6187,371,9,34,16,4,1,15,1,2,4,4,3,1,0,8,2,0,18,1,6,2,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-10,2396,423,4,23,32,33,7,12,56,13,12,6,2,6,2,0,2,3,1,0,1,30,3,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-11,767,129,0,20,16,19,3,11,32,3,0,16,4,6,0,6,1,3,0,2,1,16,1,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-12,4447,264,11,10,7,24,10,15,4,8,0,4,2,4,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-13,12828,383,28,32,11,30,12,5,5,14,0,8,13,14,0,0,3,8,7,4,0,1,1,15,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-14,4976,284,20,48,9,58,9,4,9,7,7,0,10,11,0,5,1,3,1,0,8,1,9,7,8,0,1,0,1,2,1,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-15,4285,252,11,33,22,13,5,3,7,7,4,0,2,3,1,3,3,15,1,0,1,1,11,29,1,1,1,0,0,2,0,14,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-16,6228,291,11,21,65,41,5,5,6,6,1,0,15,0,0,2,2,8,0,0,1,0,7,39,2,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-17,7469,263,16,30,61,35,3,6,2,3,0,1,7,0,2,8,3,16,0,0,2,3,1,10,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-18,8494,99,2,78,25,3,0,4,4,8,4,0,0,0,1,3,0,4,0,0,3,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-19,547,330,0,8,6,4,0,3,3,9,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20,3091,302,1,14,14,35,6,6,5,8,1,2,2,0,0,1,0,0,1,0,2,1,1,6,3,0,0,2,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-21,6103,543,18,39,30,26,20,4,4,24,5,6,0,0,0,5,2,7,1,0,0,1,17,3,4,11,0,2,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-22,9398,356,20,21,20,29,11,10,7,19,12,0,9,0,0,13,2,17,0,1,0,1,38,2,3,8,11,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-23,4539,443,30,65,14,97,8,24,8,12,9,0,1,0,6,10,2,2,0,0,2,2,11,5,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-24,4611,343,42,54,45,21,6,8,9,5,2,4,0,1,0,9,4,2,0,0,0,1,2,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-25,3574,141,2,28,92,17,4,8,4,8,3,4,0,0,1,0,0,1,0,0,0,1,8,0,0,11,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-26,1332,162,14,22,96,6,3,12,2,4,0,2,1,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-06-27,2832,351,64,39,313,96,7,23,10,14,4,1,0,9,5,3,2,6,2,1,1,7,6,3,1,0,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-28,2329,540,17,46,217,34,9,12,6,6,5,2,1,3,6,3,9,9,6,0,5,3,8,0,0,3,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-29,2597,309,5,72,61,72,6,4,3,9,5,1,0,0,0,18,3,2,6,0,2,0,17,0,0,0,13,0,1,2,0,0,0,1,0,0,1,0,1,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2016-06-30,2758,292,21,51,133,12,41,10,8,28,13,3,3,1,11,6,1,5,10,0,1,0,4,2,1,7,0,4,5,3,6,0,5,0,0,0,1,3,0,2,3,2,0,0,1,0,0,2,0,0,5,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2016-07-01,14584,293,16,81,108,165,18,225,6,6,5,3,55,0,8,4,3,1,0,0,4,0,2,3,3,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-02,17668,112,5,4,172,9,73,8,0,47,5,2,1,0,2,1,1,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-03,13171,132,25,17,104,24,182,13,6,116,13,4,4,0,2,1,0,4,0,0,1,1,2,6,1,5,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-04,7864,218,35,40,39,13,38,3,11,27,4,3,1,0,3,32,0,1,0,45,0,0,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-05,20346,406,32,125,47,22,27,20,5,24,3,4,72,7,2,15,3,6,1,0,2,5,5,7,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-06,6056,295,15,64,53,17,14,14,33,36,1,2,7,3,5,9,6,3,0,16,0,23,9,4,1,2,7,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-07,7631,350,26,18,13,7,30,5,7,39,3,13,7,3,9,9,4,0,0,0,1,2,1,1,1,0,3,0,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-08,4160,360,151,46,54,42,19,15,8,3,0,5,13,0,7,5,209,1,0,7,3,10,0,2,2,4,0,0,0,0,2,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-09,9241,168,66,31,189,17,23,8,4,3,5,7,4,0,3,5,44,5,0,0,1,1,5,0,1,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-10,11507,167,30,12,1914,3,775,4,3,69,4,7,4,0,8,13,3,9,0,2,0,0,1,0,0,4,0,0,2,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-11,5313,362,116,43,722,29,413,14,12,11,11,12,1,0,8,11,5,7,0,4,0,6,2,0,4,13,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-12,6698,345,58,65,9,5,56,25,3,14,15,5,1,0,10,6,5,4,0,1,0,1,1,2,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-07-13,9460,370,94,65,176,28,124,20,6,7,4,9,1,6,11,2,2,0,2,12,0,2,8,1,0,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-14,10229,351,38,115,378,33,88,12,3,4,10,2,3,9,15,1,1,0,2,18,1,1,11,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-15,11424,331,45,70,99,26,86,5,0,10,5,2,5,1,11,6,1,2,0,4,4,2,4,0,1,0,2,0,0,0,0,11,0,0,0,1,0,0,0,1,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-16,7942,213,722,69,245,18,219,18,2,6,1,6,0,0,0,9,0,0,0,0,0,0,1,1,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-17,8530,127,1986,25,101,14,94,3,2,34,0,3,0,0,6,7,1,0,0,59,1,32,1,0,0,1,1,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-18,6271,412,495,83,115,15,46,17,6,14,7,1,2,2,22,4,3,8,0,4,1,4,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
