title
"Number of Jobs Submitted: by Node Count"
parameters
"Resource =  SDSC-COMET","Queue =  compute"
start,end
2015-08-01,2016-01-31
---------
Day,"[1] Number of Jobs Submitted","[2] Number of Jobs Submitted","[4] Number of Jobs Submitted","[8] Number of Jobs Submitted","[3] Number of Jobs Submitted","[10] Number of Jobs Submitted","[6] Number of Jobs Submitted","[12] Number of Jobs Submitted","[16] Number of Jobs Submitted","[5] Number of Jobs Submitted","[20] Number of Jobs Submitted","[32] Number of Jobs Submitted","[7] Number of Jobs Submitted","[24] Number of Jobs Submitted","[40] Number of Jobs Submitted","[72] Number of Jobs Submitted","[9] Number of Jobs Submitted","[18] Number of Jobs Submitted","[64] Number of Jobs Submitted","[30] Number of Jobs Submitted","[11] Number of Jobs Submitted","[25] Number of Jobs Submitted","[15] Number of Jobs Submitted","[42] Number of Jobs Submitted","[22] Number of Jobs Submitted","[14] Number of Jobs Submitted","[48] Number of Jobs Submitted","[21] Number of Jobs Submitted","[36] Number of Jobs Submitted","[50] Number of Jobs Submitted","[17] Number of Jobs Submitted","[13] Number of Jobs Submitted","[60] Number of Jobs Submitted","[70] Number of Jobs Submitted","[26] Number of Jobs Submitted","[19] Number of Jobs Submitted","[54] Number of Jobs Submitted","[71] Number of Jobs Submitted","[43] Number of Jobs Submitted","[33] Number of Jobs Submitted","[56] Number of Jobs Submitted","[28] Number of Jobs Submitted","[29] Number of Jobs Submitted","[51] Number of Jobs Submitted","[35] Number of Jobs Submitted","[65] Number of Jobs Submitted","[41] Number of Jobs Submitted","[58] Number of Jobs Submitted","[27] Number of Jobs Submitted","[52] Number of Jobs Submitted","[44] Number of Jobs Submitted","[67] Number of Jobs Submitted","[45] Number of Jobs Submitted","[34] Number of Jobs Submitted","[49] Number of Jobs Submitted","[55] Number of Jobs Submitted","[68] Number of Jobs Submitted","[23] Number of Jobs Submitted","[31] Number of Jobs Submitted","[38] Number of Jobs Submitted","[46] Number of Jobs Submitted","[37] Number of Jobs Submitted","[39] Number of Jobs Submitted","[57] Number of Jobs Submitted","[63] Number of Jobs Submitted","[66] Number of Jobs Submitted"
2015-10-25,2475,137,28,42,26,0,1,38,15,7,2,0,1,1,1,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-26,725,419,94,97,93,4,41,20,26,19,16,2,2,25,7,2,2,7,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-27,557,251,55,50,64,6,12,139,20,24,15,0,0,1,3,5,2,0,5,1,6,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-28,825,337,240,48,69,13,19,55,36,13,3,7,2,6,17,4,16,0,3,0,4,0,0,0,0,0,2,1,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-29,742,431,184,111,60,22,23,10,16,14,11,3,5,0,21,0,2,0,4,0,24,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-30,492,230,178,32,31,4,59,1,25,26,7,5,6,72,0,0,5,2,6,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-31,991,308,125,47,19,2,23,46,7,18,5,2,0,13,2,0,2,17,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-01,2215,264,114,45,27,1,29,8,11,16,0,5,0,26,1,0,1,18,5,1,3,0,0,2,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-02,871,267,96,68,60,6,23,7,25,1,14,19,0,51,0,0,3,6,8,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-03,1062,394,84,60,30,20,9,8,32,10,11,20,9,1,0,12,5,16,7,1,2,0,0,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2015-11-04,796,313,283,110,45,39,21,33,28,14,4,1,0,7,8,2,0,10,4,0,36,0,0,17,0,3,0,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-05,574,311,277,53,33,72,9,7,20,11,4,0,0,1,6,1,2,9,0,1,12,1,0,10,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-06,485,344,53,73,45,30,13,19,11,16,3,0,2,4,2,1,1,5,1,0,8,6,1,13,0,1,0,8,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-07,260,133,56,29,29,8,4,6,5,11,1,1,2,8,0,0,2,3,1,0,4,14,0,10,0,0,0,7,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-08,528,142,33,37,51,1,5,5,26,5,4,0,2,6,2,0,1,9,2,0,19,2,0,15,0,1,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-09,1155,281,24,66,52,108,4,19,21,23,1,0,5,0,1,1,0,6,3,0,1,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-10,550,366,29,57,39,51,4,54,14,22,0,0,4,2,7,1,2,2,6,1,8,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-11,644,388,17,48,21,401,7,7,13,15,3,6,9,2,3,1,0,5,2,3,4,19,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-12,529,308,43,54,66,501,4,5,20,3,4,10,2,3,6,3,1,4,4,5,7,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-13,522,214,34,30,23,20,1,9,21,9,3,0,1,1,3,3,4,4,0,2,5,6,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-14,678,177,36,71,28,8,6,5,9,2,0,2,0,2,2,2,2,0,4,0,4,9,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-15,522,246,44,63,42,5,5,4,37,6,2,27,0,0,2,0,4,8,4,1,3,13,0,0,1,0,0,1,0,0,2,0,0,0,2,4,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-16,841,314,98,68,26,12,11,10,33,2,3,25,8,4,13,3,1,2,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-17,836,440,38,166,32,5,48,9,26,14,7,21,2,2,4,15,2,6,0,15,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-18,779,348,95,59,23,10,44,21,28,4,0,3,0,4,0,2,2,5,4,11,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-11-19,1719,229,56,29,38,5,20,45,33,14,1,15,1,0,5,1,1,32,2,6,4,0,0,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-20,1361,310,42,16,5,5,15,7,15,12,3,0,5,2,2,0,6,1,2,2,1,15,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2015-11-21,868,118,23,11,16,6,21,21,6,5,1,0,28,1,2,0,11,2,0,2,2,17,1,4,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-11-22,443,185,203,37,20,4,13,15,10,18,1,7,12,2,0,1,3,0,1,0,0,33,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-23,1139,297,141,37,5,9,54,34,42,16,11,6,34,1,4,4,2,6,4,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-24,628,352,123,46,3,6,41,26,33,11,5,4,27,2,6,3,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-25,992,387,122,40,35,7,13,25,37,7,3,32,22,14,12,0,2,1,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-26,707,224,98,39,12,1,10,23,8,5,0,8,14,16,2,0,6,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-27,389,232,47,8,4,5,5,11,10,5,2,14,0,6,0,0,1,0,2,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-28,181,157,152,23,35,2,0,6,8,6,3,17,0,5,0,2,4,0,0,0,0,6,7,0,3,10,1,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-29,290,165,21,12,7,2,0,17,11,83,0,2,0,5,3,0,2,0,1,0,0,0,3,0,1,7,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-30,553,294,45,58,14,3,8,23,17,7,6,14,1,3,2,3,0,0,3,0,1,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-01,642,253,24,55,17,5,10,18,3,10,3,1,0,0,3,1,5,2,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-02,4437,358,162,60,10,3,18,31,19,4,11,1,0,0,2,0,7,0,2,0,0,0,4,0,0,0,0,0,0,0,5,0,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-03,435,235,63,37,11,2,5,2,23,4,5,2,0,0,0,4,0,7,6,3,0,3,12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-04,62,186,24,9,8,0,1,1,1,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-05,17,125,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-06,414,229,60,18,8,2,0,1,11,0,3,7,2,4,2,1,0,0,3,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-07,707,255,34,17,11,2,7,7,10,3,3,2,0,4,8,2,0,1,7,1,0,1,4,2,0,0,0,0,1,0,1,0,0,20,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-08,426,337,287,30,13,14,23,23,30,2,4,13,11,2,2,3,2,6,10,9,2,0,6,9,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2015-12-09,499,325,49,25,63,5,7,23,10,5,3,1,0,3,1,3,3,3,2,2,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2015-12-10,738,440,215,77,46,96,91,31,25,38,5,26,23,5,6,1,7,3,6,7,4,0,10,3,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-11,923,233,56,47,9,339,66,14,13,18,4,6,27,7,2,0,0,6,0,5,5,1,23,3,12,0,0,0,0,0,0,2,0,0,6,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-12,1095,202,32,61,14,6,19,9,6,43,0,3,12,2,3,0,0,0,11,0,0,0,6,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-13,689,180,9,39,12,5,86,15,2,15,0,0,11,0,5,0,0,0,3,0,0,0,1,2,21,1,0,0,0,0,0,0,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-14,1061,312,15,29,5,6,59,6,4,25,7,0,12,0,2,2,0,2,3,7,1,1,12,4,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-15,879,296,48,15,6,6,79,4,8,25,2,6,3,2,1,0,2,0,1,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-16,554,308,40,31,13,18,37,5,5,2,6,1,0,10,5,1,2,5,2,0,1,0,8,4,1,1,1,0,2,0,2,0,0,0,2,0,0,0,0,1,1,2,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-17,836,283,19,31,5,6,14,10,17,12,2,0,1,8,1,1,1,0,4,0,1,0,6,1,1,1,0,0,1,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-18,419,161,24,28,30,15,12,4,2,14,4,0,1,4,2,4,2,0,3,0,5,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-19,584,174,70,16,156,3,3,5,7,0,1,0,0,7,1,1,0,5,1,0,0,0,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-20,424,128,74,52,0,25,16,9,4,19,0,2,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-21,1178,251,121,54,9,8,35,11,13,8,3,6,0,4,5,2,0,4,4,6,3,0,13,1,9,0,0,0,1,3,0,2,2,0,0,0,0,29,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-22,1182,296,53,17,192,6,22,13,9,6,4,3,21,0,4,9,0,6,14,8,0,0,8,0,0,0,0,0,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-23,1770,223,25,19,4,9,17,7,9,15,10,6,0,4,0,9,0,0,2,8,5,0,4,1,6,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-24,1077,175,21,29,5,5,26,4,5,0,5,2,7,0,0,2,0,0,3,5,0,0,13,0,25,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-25,480,136,71,20,1,9,23,5,4,17,0,0,8,0,0,2,0,0,0,14,1,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-26,2723,171,24,19,2,1,22,18,10,4,3,2,5,0,0,2,0,0,3,12,1,0,16,0,3,0,0,0,12,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-27,4082,185,1,19,5,32,11,17,4,3,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-28,3063,181,27,21,9,1,15,25,3,6,2,0,24,2,1,0,0,0,0,4,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-29,5266,161,27,24,10,9,11,13,5,5,2,0,14,1,1,0,5,1,0,1,0,1,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015-12-30,5607,182,57,30,23,1,19,4,25,0,0,3,6,0,9,1,4,0,2,3,0,0,0,5,0,0,0,4,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-31,314,147,9,34,5,3,5,1,13,2,0,6,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-01,214,127,39,40,10,1,21,9,14,2,1,0,4,0,1,14,2,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-02,214,129,14,26,1,0,2,7,23,4,0,11,1,0,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-03,284,144,23,26,6,1,5,9,9,2,3,10,0,0,2,22,0,0,0,2,2,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-04,574,366,34,52,11,16,8,8,16,12,8,14,0,4,0,12,0,0,9,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-05,364,319,17,35,6,12,27,4,14,6,5,0,9,0,2,19,0,0,1,0,19,2,0,0,0,2,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-06,693,333,13,66,12,2,35,24,38,8,2,5,11,4,1,13,1,4,0,3,4,0,0,1,0,1,2,0,9,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-07,481,584,31,27,11,4,20,10,18,6,1,1,5,5,1,7,2,6,1,2,0,4,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-08,3410,257,46,54,37,2,15,4,13,5,9,2,7,1,1,2,0,2,0,0,6,0,3,0,1,0,0,0,10,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-09,1640,138,41,30,54,5,8,15,12,0,3,0,10,4,1,14,0,4,0,2,3,9,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-01-10,300,129,42,24,65,8,12,20,19,4,13,0,27,6,0,13,9,0,1,0,3,7,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016-01-11,1823,591,52,47,248,5,34,38,16,2,2,16,4,22,7,22,1,11,0,0,4,0,1,1,2,0,0,5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-12,3190,518,57,26,45,4,17,27,15,6,3,1,6,6,20,12,5,4,2,0,5,0,0,1,1,0,0,1,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-13,2673,696,86,46,17,8,6,12,8,25,0,2,3,2,2,13,1,3,1,0,0,4,4,0,1,1,2,2,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-14,2818,524,63,42,79,23,16,17,20,28,4,2,2,0,1,9,5,47,2,2,15,4,4,0,0,3,0,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-15,2283,234,76,68,21,26,15,12,12,11,18,3,8,2,4,3,0,10,0,3,0,1,2,0,1,5,0,3,0,7,3,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-16,365,103,11,30,37,2,50,10,8,5,3,0,3,2,0,15,8,6,3,4,2,0,0,0,0,3,0,22,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-17,1542,304,539,11,10,31,10,20,13,3,3,0,9,2,0,1,9,2,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-18,1439,1050,245,61,16,6,7,119,18,7,1,0,34,6,0,2,13,1,1,0,2,0,1,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-19,3291,768,32,48,98,13,27,49,8,8,5,0,54,0,6,0,12,0,0,2,0,9,2,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-01-20,1936,572,82,79,84,10,5,26,60,4,22,7,26,2,1,0,31,4,0,0,1,13,2,0,5,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-21,1748,313,49,96,11,17,23,38,6,2,18,10,8,2,1,1,18,8,2,1,0,1,2,2,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-01-22,558,292,32,57,14,10,31,14,12,9,6,3,5,3,3,16,3,3,1,10,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-23,597,235,29,30,27,9,15,12,5,19,13,1,0,0,6,15,2,1,2,1,0,0,1,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-24,382,205,65,38,8,7,26,14,5,6,10,0,3,0,1,6,4,3,0,17,1,0,0,0,3,1,0,0,0,0,1,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
