title
"Number of Jobs Submitted: by Node Count"
parameters
"Resource =  SDSC-COMET","Queue =  compute"
start,end
2016-02-01,2016-07-31
---------
Day,"[1] Number of Jobs Submitted","[2] Number of Jobs Submitted","[10] Number of Jobs Submitted","[4] Number of Jobs Submitted","[8] Number of Jobs Submitted","[3] Number of Jobs Submitted","[6] Number of Jobs Submitted","[16] Number of Jobs Submitted","[12] Number of Jobs Submitted","[5] Number of Jobs Submitted","[20] Number of Jobs Submitted","[32] Number of Jobs Submitted","[24] Number of Jobs Submitted","[9] Number of Jobs Submitted","[60] Number of Jobs Submitted","[25] Number of Jobs Submitted","[64] Number of Jobs Submitted","[15] Number of Jobs Submitted","[18] Number of Jobs Submitted","[22] Number of Jobs Submitted","[72] Number of Jobs Submitted","[7] Number of Jobs Submitted","[30] Number of Jobs Submitted","[11] Number of Jobs Submitted","[36] Number of Jobs Submitted","[40] Number of Jobs Submitted","[50] Number of Jobs Submitted","[43] Number of Jobs Submitted","[14] Number of Jobs Submitted","[48] Number of Jobs Submitted","[13] Number of Jobs Submitted","[17] Number of Jobs Submitted","[42] Number of Jobs Submitted","[70] Number of Jobs Submitted","[62] Number of Jobs Submitted","[21] Number of Jobs Submitted","[34] Number of Jobs Submitted","[45] Number of Jobs Submitted","[54] Number of Jobs Submitted","[26] Number of Jobs Submitted","[35] Number of Jobs Submitted","[28] Number of Jobs Submitted","[46] Number of Jobs Submitted","[33] Number of Jobs Submitted","[38] Number of Jobs Submitted","[27] Number of Jobs Submitted","[56] Number of Jobs Submitted","[19] Number of Jobs Submitted","[65] Number of Jobs Submitted","[23] Number of Jobs Submitted","[41] Number of Jobs Submitted","[63] Number of Jobs Submitted","[31] Number of Jobs Submitted","[44] Number of Jobs Submitted","[49] Number of Jobs Submitted","[55] Number of Jobs Submitted","[37] Number of Jobs Submitted","[53] Number of Jobs Submitted","[52] Number of Jobs Submitted","[61] Number of Jobs Submitted","[29] Number of Jobs Submitted","[39] Number of Jobs Submitted","[47] Number of Jobs Submitted","[68] Number of Jobs Submitted","[66] Number of Jobs Submitted","[57] Number of Jobs Submitted","[58] Number of Jobs Submitted","[59] Number of Jobs Submitted","[67] Number of Jobs Submitted"
2016-04-22,546,557,20,17,34,26,12,30,13,11,2,6,4,3,2,1,0,0,0,3,0,10,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-23,361,160,26,9,20,11,13,9,10,1,3,8,0,0,7,0,4,3,1,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-24,487,232,18,47,54,51,12,12,11,6,6,9,1,23,1,3,9,3,0,1,0,49,1,0,1,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-25,819,671,17,87,21,27,20,8,14,11,10,1,11,25,6,16,0,17,0,1,1,1,0,0,0,1,0,8,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-26,1034,677,39,128,125,286,21,27,21,6,11,38,0,0,18,20,0,4,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-27,965,627,31,62,28,39,28,10,12,9,12,3,8,0,8,14,0,0,1,2,0,0,0,2,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-28,525,572,30,14,27,41,18,7,23,10,15,1,7,0,20,1,0,0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-29,753,432,12,20,17,9,20,28,15,3,19,3,12,0,12,1,0,1,0,2,0,1,1,0,1,2,0,3,0,2,0,2,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-30,8097,133,18,33,26,11,19,13,8,19,2,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2016-05-01,11040,216,32,27,16,17,24,15,4,15,3,3,0,4,4,0,0,0,3,1,3,0,0,0,3,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-02,8030,565,37,65,22,22,20,45,8,13,32,2,2,4,13,6,16,0,1,3,1,4,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-03,5715,555,33,51,26,14,14,24,29,12,12,2,10,5,14,0,11,1,1,1,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-04,1689,521,34,59,62,43,16,31,42,18,22,0,4,12,11,2,26,9,4,1,4,10,0,6,13,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-05,3625,556,113,41,27,30,15,17,24,14,17,3,6,21,9,1,6,15,9,2,10,13,1,12,14,0,0,2,19,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-06,7398,435,35,29,29,14,12,8,17,6,9,6,0,3,14,5,0,1,4,2,4,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-07,9525,147,26,21,16,12,8,3,5,4,3,4,0,0,3,5,0,0,0,2,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-08,9336,220,14,69,48,14,17,13,11,3,3,0,3,1,1,0,1,0,0,3,0,1,1,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-09,6039,506,60,32,37,77,10,18,7,2,6,0,6,0,11,18,1,1,0,2,0,0,0,1,2,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2016-05-10,11140,591,109,95,108,20,7,14,3,2,7,0,1,2,8,0,0,0,1,0,0,0,0,1,1,4,1,3,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
2016-05-11,11340,687,72,36,43,18,7,12,20,11,8,0,11,5,4,13,4,1,0,0,0,0,5,0,0,2,0,5,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-12,1339,698,58,46,27,238,14,7,16,1,5,2,13,1,6,1,0,0,0,7,0,0,5,2,0,4,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-05-13,1153,619,16,67,21,18,11,9,8,16,10,5,6,0,10,1,0,1,0,4,3,1,0,0,0,3,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-05-14,751,281,13,60,28,218,11,4,5,17,13,0,4,9,7,0,0,0,0,0,0,0,0,5,0,4,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-15,1087,329,60,247,30,116,9,7,4,51,17,0,6,2,0,1,0,0,1,1,0,1,0,0,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-16,1245,728,90,145,32,86,20,13,6,19,7,5,3,2,6,10,5,0,0,2,0,0,0,16,14,0,0,3,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-17,2805,547,20,51,15,22,23,7,6,20,4,4,4,6,7,7,2,0,0,2,0,0,0,16,6,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-18,746,1133,40,48,11,121,9,14,4,8,4,4,0,3,22,8,1,0,0,4,0,0,0,8,1,0,2,0,1,0,0,1,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-19,762,1103,37,6,30,64,5,9,4,5,7,12,2,6,20,15,2,0,0,3,0,0,1,8,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-20,943,604,15,27,24,13,18,6,9,1,1,5,2,6,2,6,5,0,0,4,0,0,1,1,6,1,0,0,7,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-21,889,297,35,19,22,4,6,2,6,24,0,3,3,2,3,2,0,0,0,1,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-22,1658,293,17,24,31,4,3,5,1,7,0,4,2,3,2,1,0,0,0,8,0,0,8,0,0,0,0,0,2,0,0,0,0,3,1,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-23,1795,580,13,23,48,16,14,5,3,33,0,6,6,0,2,1,3,0,1,2,8,0,8,2,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-24,1568,617,10,45,29,32,21,10,12,2,2,6,3,0,5,1,0,3,0,3,0,0,3,2,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2016-05-25,1174,615,20,19,32,13,11,13,17,10,2,5,2,0,3,1,3,1,0,3,3,1,4,7,7,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-26,581,404,8,21,22,4,13,8,3,0,1,2,0,3,4,1,5,1,0,0,3,0,5,0,3,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-27,678,433,24,47,18,18,24,7,5,5,7,2,3,0,3,1,6,0,0,3,3,1,2,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-05-28,329,129,6,35,19,18,4,26,6,4,11,1,3,2,2,0,2,0,0,2,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-29,740,277,7,34,28,5,14,22,10,61,11,12,0,0,0,5,10,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-30,987,503,5,46,9,21,5,7,5,5,7,5,3,0,1,12,7,0,0,0,0,0,1,5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-31,756,507,8,40,32,33,0,14,7,34,15,3,4,2,1,21,7,2,0,0,2,1,2,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-01,625,402,3,50,20,22,22,7,2,7,5,6,1,0,1,11,2,5,0,1,0,0,16,0,6,2,2,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-02,1094,409,12,27,15,13,4,8,3,3,3,12,1,0,7,4,1,5,0,0,0,1,8,0,0,0,2,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-03,442,352,13,26,65,8,1,4,42,5,2,2,2,1,1,1,2,0,0,0,0,24,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-04,346,100,3,8,11,4,1,11,3,4,2,8,0,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-05,1378,131,5,156,10,12,1,4,3,6,3,1,1,0,0,21,0,0,1,0,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-06,1539,274,33,21,18,80,13,17,18,17,3,4,13,0,1,12,0,2,0,17,1,1,9,3,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-07,1805,285,69,29,34,18,4,7,5,33,4,6,3,0,1,0,10,0,1,6,0,6,4,2,3,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-08,1426,267,32,12,20,23,2,3,1,2,1,3,4,2,0,1,5,0,12,1,2,2,10,0,1,0,1,0,3,0,22,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-09,3720,371,9,23,16,4,1,15,1,2,4,4,3,1,0,8,2,0,18,1,6,2,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-10,925,423,4,20,32,33,7,12,56,13,12,6,2,6,2,0,2,3,1,0,1,30,3,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-11,344,129,0,20,16,19,3,11,32,3,0,16,4,6,0,6,1,3,0,2,1,16,1,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-12,1193,262,11,10,7,24,10,15,4,8,0,4,2,4,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-13,4262,374,28,32,11,30,12,5,5,14,0,8,13,14,0,0,3,8,7,4,0,1,1,15,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-14,1508,284,20,46,9,58,9,4,9,7,7,0,10,11,0,5,1,3,1,0,8,1,9,7,8,0,1,0,1,2,1,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-15,635,251,11,32,22,13,5,3,7,7,4,0,2,3,1,3,3,15,1,0,1,1,11,29,1,1,1,0,0,2,0,14,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-16,1048,291,11,21,65,41,5,5,6,6,1,0,15,0,0,2,2,8,0,0,1,0,7,39,2,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-17,584,261,16,21,61,35,3,6,2,3,0,1,7,0,2,8,3,16,0,0,2,3,1,10,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-18,783,99,2,16,25,3,0,4,4,8,4,0,0,0,1,3,0,4,0,0,3,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-19,86,330,0,8,6,4,0,3,3,9,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20,1368,299,1,10,14,35,6,6,5,8,1,2,2,0,0,1,0,0,1,0,2,1,1,6,3,0,0,2,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-21,1374,533,18,31,30,26,20,4,4,24,5,6,0,0,0,5,2,7,1,0,0,1,17,3,4,11,0,2,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-22,4166,356,20,21,20,29,11,10,7,19,12,0,9,0,0,13,2,17,0,1,0,1,38,2,3,8,11,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-23,806,441,30,56,14,95,8,24,8,12,9,0,1,0,6,10,2,2,0,0,2,2,11,5,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-24,1115,343,42,54,45,21,6,8,9,5,2,4,0,1,0,9,4,2,0,0,0,1,2,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-25,511,141,2,28,92,17,4,8,4,8,3,4,0,0,1,0,0,1,0,0,0,1,8,0,0,11,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-26,606,156,14,21,96,6,3,12,2,4,0,2,1,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-06-27,1503,335,64,38,313,95,7,23,10,14,4,1,0,9,5,3,2,6,2,1,1,7,6,3,1,0,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-28,613,536,17,42,217,20,9,12,6,6,5,2,1,3,6,3,9,9,6,0,5,3,8,0,0,3,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-29,1179,303,5,51,61,70,6,4,3,9,5,1,0,0,0,18,3,2,6,0,2,0,17,0,0,0,13,0,1,2,0,0,0,1,0,0,1,0,1,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2016-06-30,634,292,21,27,133,8,41,10,8,28,13,3,3,1,11,6,1,5,10,0,1,0,4,2,1,7,0,4,5,3,6,0,5,0,0,0,1,3,0,2,3,2,0,0,1,0,0,2,0,0,5,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2016-07-01,2223,293,16,28,108,165,18,225,6,6,5,3,55,0,8,4,3,1,0,0,4,0,2,3,3,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-02,450,112,5,4,172,7,73,8,0,47,5,2,1,0,2,1,1,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-03,1441,130,25,16,104,22,182,13,6,116,13,4,4,0,2,1,0,4,0,0,1,1,2,6,1,5,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-04,634,218,35,40,39,13,38,3,11,27,4,3,1,0,3,32,0,1,0,45,0,0,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-05,876,395,32,95,47,22,27,20,5,24,3,4,72,7,2,15,3,6,1,0,2,5,5,7,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-06,2109,291,15,45,53,17,14,14,33,36,1,2,7,3,5,9,6,3,0,16,0,23,9,4,1,2,7,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-07,1971,350,26,15,13,7,30,5,7,39,3,13,7,3,9,9,4,0,0,0,1,2,1,1,1,0,3,0,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-08,861,357,151,42,54,42,19,15,8,3,0,5,13,0,7,5,209,1,0,7,3,10,0,2,2,4,0,0,0,0,2,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-09,767,167,66,31,189,17,23,8,4,3,5,7,4,0,3,5,44,5,0,0,1,1,5,0,1,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-10,370,167,30,7,1914,3,775,4,3,69,4,7,4,0,8,13,3,9,0,2,0,0,1,0,0,4,0,0,2,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-11,902,357,116,32,722,29,413,14,12,11,11,12,1,0,8,11,5,7,0,4,0,6,2,0,4,13,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-12,747,341,58,63,9,5,56,25,3,14,15,5,1,0,10,6,5,4,0,1,0,1,1,2,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-07-13,594,370,94,64,176,28,124,20,6,7,4,9,1,6,11,2,2,0,2,12,0,2,8,1,0,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-14,288,348,38,114,378,33,88,12,3,4,10,2,3,9,15,1,1,0,2,18,1,1,11,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-15,586,330,45,69,99,26,86,5,0,10,5,2,5,1,11,6,1,2,0,4,4,2,4,0,1,0,2,0,0,0,0,11,0,0,0,1,0,0,0,1,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-16,515,213,722,64,245,18,219,18,2,6,1,6,0,0,0,9,0,0,0,0,0,0,1,1,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-17,695,122,1986,23,101,14,94,3,2,34,0,3,0,0,6,7,1,0,0,59,1,32,1,0,0,1,1,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-18,694,412,495,76,115,15,46,17,6,14,7,1,2,2,22,4,3,8,0,4,1,4,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
