title
"Number of Jobs Started: by Node Count"
parameters
"Resource =  SDSC-GORDON","Queue =  normal"
start,end
2016-02-01,2016-07-31
---------
Day,"[1] Number of Jobs Started","[2] Number of Jobs Started","[4] Number of Jobs Started","[8] Number of Jobs Started","[6] Number of Jobs Started","[16] Number of Jobs Started","[3] Number of Jobs Started","[10] Number of Jobs Started","[5] Number of Jobs Started","[12] Number of Jobs Started","[21] Number of Jobs Started","[32] Number of Jobs Started","[18] Number of Jobs Started","[20] Number of Jobs Started","[64] Number of Jobs Started","[19] Number of Jobs Started","[17] Number of Jobs Started","[25] Number of Jobs Started","[9] Number of Jobs Started","[7] Number of Jobs Started","[24] Number of Jobs Started","[23] Number of Jobs Started","[40] Number of Jobs Started","[30] Number of Jobs Started","[13] Number of Jobs Started","[28] Number of Jobs Started","[26] Number of Jobs Started","[22] Number of Jobs Started","[128] Number of Jobs Started","[14] Number of Jobs Started","[15] Number of Jobs Started","[44] Number of Jobs Started","[11] Number of Jobs Started","[31] Number of Jobs Started","[60] Number of Jobs Started","[48] Number of Jobs Started","[34] Number of Jobs Started","[56] Number of Jobs Started","[72] Number of Jobs Started","[100] Number of Jobs Started","[36] Number of Jobs Started","[63] Number of Jobs Started","[33] Number of Jobs Started","[35] Number of Jobs Started","[52] Number of Jobs Started","[42] Number of Jobs Started","[46] Number of Jobs Started","[90] Number of Jobs Started","[27] Number of Jobs Started","[29] Number of Jobs Started","[38] Number of Jobs Started","[50] Number of Jobs Started","[55] Number of Jobs Started","[43] Number of Jobs Started","[86] Number of Jobs Started","[108] Number of Jobs Started"
2016-05-15,385,50,13,9,3,4,2,3,0,10,34,0,0,0,4,23,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-16,759,68,12,2,27,14,0,15,0,1,28,0,0,0,0,14,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-17,1076,31,28,3,5,7,2,3,0,1,8,0,0,0,1,8,0,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-18,893,28,27,4,83,6,5,3,0,2,0,1,0,0,1,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-19,984,24,19,2,968,9,1,3,1,2,0,0,0,1,1,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-20,1114,18,34,2,12,0,1,5,26,0,0,0,0,0,3,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-21,978,12,23,6,17,4,5,6,0,3,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-22,541,9,17,1,11,1,5,1,0,0,0,8,0,0,2,16,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-23,242,84,40,6,24,8,2,6,21,4,0,2,13,0,2,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-05-24,482,127,30,15,9,6,33,11,0,2,0,0,2,0,0,9,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-25,577,229,40,15,23,8,7,14,0,0,0,0,3,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-26,1051,200,29,6,9,2,7,6,1,7,0,0,5,0,6,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-27,399,153,26,10,8,4,0,13,0,21,0,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016-05-28,416,31,37,6,6,1,1,7,0,10,0,1,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-05-29,469,29,24,5,15,3,0,1,1,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-30,436,25,71,162,8,13,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-31,335,96,46,24,13,3,10,9,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-01,372,95,58,7,8,8,0,5,0,13,0,2,5,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-02,379,34,103,22,8,24,4,14,1,11,0,1,48,3,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-03,464,59,31,7,10,33,1,7,1,6,0,0,1,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016-06-04,403,15,42,4,0,35,5,1,0,9,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-05,722,40,59,4,3,36,1,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016-06-06,659,102,121,11,6,32,7,24,4,5,0,0,5,2,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-07,644,53,44,7,28,3,6,18,1,10,0,0,5,3,0,12,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-08,1071,39,41,8,23,5,7,2,3,3,0,0,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-09,453,119,16,4,4,2,90,2,2,2,0,0,25,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-10,408,88,104,4,34,4,1,7,2,3,0,0,2,3,1,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-11,251,18,60,5,24,1,1,16,2,1,0,0,24,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-12,129,32,30,3,23,8,208,1,5,4,0,0,0,4,1,0,0,0,3,2,0,0,0,0,3,0,0,0,0,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-13,811,57,79,6,22,1,9,11,6,3,0,0,1,5,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-14,635,22,32,7,9,4,14,3,2,4,2,0,2,10,4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-15,704,140,32,5,8,7,1,4,7,6,0,0,0,7,0,0,0,0,2,3,0,0,0,0,3,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-16,745,157,68,7,1,4,4,3,15,2,21,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-17,562,114,72,21,7,4,3,4,6,2,17,2,2,7,2,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-18,210,24,39,4,0,8,2,0,10,1,12,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-19,61,20,3,0,0,1,0,0,1,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20,523,48,115,12,4,2,2,1,2,3,5,0,0,10,0,0,0,7,2,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-21,516,70,103,14,1,9,8,1,2,5,14,0,12,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-22,319,115,49,12,3,9,5,0,5,1,12,13,13,8,0,0,0,4,0,2,0,0,0,4,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-23,364,67,46,11,0,3,4,0,3,2,9,0,0,11,5,0,1,17,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-24,525,135,94,7,45,81,4,0,2,10,0,0,13,21,3,4,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-25,148,16,22,8,2,30,0,0,4,27,0,0,5,8,0,8,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-26,261,5,30,1,5,5,0,0,1,2,0,0,6,7,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-27,470,180,62,13,4,16,3,4,2,3,0,0,3,7,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-28,362,60,22,4,2,6,0,6,0,5,0,0,9,5,0,0,25,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-29,496,88,42,8,4,26,3,4,2,2,0,1,4,9,0,0,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30,330,58,26,7,3,36,2,4,2,2,0,0,2,2,1,0,2,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-01,361,66,37,7,3,36,1,6,2,2,0,0,13,4,0,0,1,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-02,62,20,15,8,1,47,4,1,2,0,0,0,1,2,1,0,0,9,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2016-07-03,101,9,11,6,2,14,3,3,0,2,0,1,0,4,2,0,0,9,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
2016-07-04,132,12,20,1,3,11,6,0,0,9,0,4,12,1,1,0,0,11,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-05,344,73,29,8,17,10,7,4,0,4,0,0,3,6,1,0,0,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016-07-06,440,89,27,5,2,8,0,22,0,1,0,0,4,2,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-07,420,30,34,5,2,2,7,10,0,7,0,1,2,2,4,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-07-08,500,73,33,10,8,3,16,1,1,3,0,1,3,0,3,0,0,9,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-09,381,48,21,6,3,3,1,1,0,0,0,1,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-10,257,30,35,6,3,5,0,1,2,0,0,25,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-11,440,80,19,5,4,4,1,0,4,0,0,15,0,1,4,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-12,348,58,33,2,10,9,2,0,1,1,0,15,0,0,2,0,4,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-13,684,109,18,13,22,8,1,5,2,4,0,6,0,1,2,0,28,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-14,772,52,25,13,11,4,1,3,3,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-15,220,37,18,3,0,11,1,0,0,0,0,0,0,0,3,0,8,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-16,169,41,32,2,5,11,0,1,1,0,0,1,0,0,0,0,23,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-17,173,25,22,4,3,3,0,0,0,1,0,0,0,0,3,0,6,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-18,442,111,37,9,10,13,2,2,3,1,0,0,0,0,2,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-19,346,68,40,9,2,10,14,2,0,1,4,0,0,1,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-20,955,44,40,5,2,4,2,0,1,1,11,0,0,1,5,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-21,1007,122,215,10,3,48,1,0,1,1,13,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-22,381,89,141,48,8,37,3,0,17,0,9,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-23,77,92,33,241,0,59,1,1,35,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-07-24,126,10,42,120,2,26,7,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-25,526,70,46,175,9,3,21,0,1,15,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-26,446,166,18,20,10,9,4,11,3,4,0,0,0,1,4,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-27,469,69,12,5,0,8,3,0,2,6,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-28,686,51,25,8,1,25,4,10,1,7,0,0,0,0,4,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-29,1117,22,12,41,4,13,1,3,0,1,0,0,0,0,4,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-30,284,35,6,36,5,14,0,7,0,1,0,0,0,0,4,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-31,71,5,2,8,0,2,0,0,0,0,0,0,0,0,3,0,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
---------
