Day,[LONI QUEENBEE] CPU Hours: Per Job,[TACC RANGER] CPU Hours: Per Job,[NICS KRAKEN] CPU Hours: Per Job,[TACC LONESTAR4] CPU Hours: Per Job,[PSC BLACKLIGHT] CPU Hours: Per Job,[GATECH KEENELAND] CPU Hours: Per Job,[TACC LONGHORN] CPU Hours: Per Job,[NICS NAUTILUS] CPU Hours: Per Job,[SDSC TRESTLES] CPU Hours: Per Job,[SDSC GORDON] CPU Hours: Per Job,[SDSC DASH] CPU Hours: Per Job,[NCSA FORGE] CPU Hours: Per Job,[TACC SPUR] CPU Hours: Per Job,[PURDUE STEELE] CPU Hours: Per Job,[PURDUE CONDOR] CPU Hours: Per Job
2012-07-06,0,521.64575303,859.39201182,159.38087849,311.98607151,0,350.29192439,104.33985667,248.93505747,94.95183905,0,53.98442013,22.40444500,16.41004067,35.65134444
2012-07-07,0,711.90129078,1015.12171970,175.48563818,412.69121457,0,1010.25819091,15.07220000,231.28962303,134.57288569,0,126.83804762,0.43153699,14.84279835,14.63874526
2012-07-08,0,563.23418437,844.15698135,142.87201560,511.83699875,0,694.28665882,36.92474545,280.94963658,185.42661930,0,69.46427034,0.72222000,18.11657680,16.39399244
2012-07-09,0,399.27794472,464.93069933,188.96546420,301.49797860,0,831.37015714,89.26091724,239.25714221,114.22507727,0,21.32435256,1.35936429,17.03736075,4.43262430
2012-07-10,0,552.90903764,717.15897567,256.71414194,388.26679801,0,75.16041882,165.41621892,139.91261332,143.43631200,0,45.05263357,86.72800000,24.72673651,7.41430600
2012-07-11,0,659.95480570,792.83574755,268.88474560,337.24754588,0,75.99293699,137.41020455,124.34739167,152.75052587,0,44.28756961,86.72978000,35.76647204,48.88437031
2012-07-12,0,735.41616915,805.23473977,227.63985266,275.35171923,103.92044000,97.91620980,74.77096979,232.91166704,112.46574624,0,33.99901268,116.96148889,40.15477455,22.42772736
2012-07-13,0,551.86557182,820.95933318,261.39148270,587.96057482,150.32445000,46.02699412,48.90813548,161.49775927,147.01382881,0,14.32355600,67.31422000,18.52282699,11.77843926
2012-07-14,0,946.52053297,944.05644747,259.34496312,705.70095714,130.74444167,195.97645000,343.79846923,395.65614172,187.32969038,0,19.06210769,13.60148542,28.04427222,23.41615914
2012-07-15,0,879.66872610,1172.40909059,303.13782481,395.37703889,403.27555000,398.33166250,61.08991538,433.85570206,356.92892450,0,25.92702703,0.56000000,17.61795521,18.89391724
2012-07-16,0,794.31681803,763.60115962,318.31209627,383.01237756,170.44794545,154.61588519,64.34261324,308.85765222,197.66775532,0,24.44379044,84.01207143,14.63768972,14.56458724
2012-07-17,0,650.88368254,797.55850519,263.90231989,401.67407346,157.85222500,59.83276596,110.08231467,274.14870013,165.98325577,0,89.95033696,46.54510000,21.44115931,11.26722907
2012-07-18,0,579.29188779,550.36732435,283.43193032,188.51331769,144.75110000,71.49562424,42.83950938,143.58082283,106.83058045,0,70.38825446,58.55282308,34.89687465,7.93025498
2012-07-19,0,680.81528323,1102.03064503,267.47764947,496.76210588,0,91.08513448,65.33646271,59.89367800,103.67166967,0,57.64467685,16.02742857,17.40775998,14.23471102
2012-07-20,0,840.53236010,816.74505968,395.11258122,605.60683000,0,85.77534688,243.32329259,73.28934068,92.37290343,0,38.15209850,2.58158571,21.14798274,9.30497559
2012-07-21,0,789.31328375,879.31931570,529.06232336,443.46922424,0,345.15063684,24.62956522,224.71485335,189.34703196,0,38.97625839,0.80445000,11.73686500,14.09081439
2012-07-22,0,881.79203072,948.51089701,376.69033919,539.00809470,0,127.13055833,47.30546154,197.57380850,111.32027842,0,75.27025812,0,7.90897174,9.89194063
2012-07-23,0,956.30580317,750.32081117,314.37614302,426.83809658,0,71.61198485,60.46471951,202.30277397,101.14573587,0,24.93904958,21.99555000,15.99008008,5.33573177
2012-07-24,0,726.20140074,1015.60251273,578.42296119,367.66125820,0,52.19731746,41.90023103,265.02027749,125.20882554,0,19.06567252,0.72667500,20.74498226,2.12964094
2012-07-25,0,691.01859664,543.60722864,549.85488844,283.44147685,0,59.56000000,38.62849643,214.49819282,80.46144919,0,27.30943792,17.32296667,33.40944475,1.82297042
2012-07-26,0,721.07891788,790.27180748,470.15677776,202.20199261,0,100.63684211,22.02025385,246.59108668,125.44973837,0,23.03766358,1.32740000,44.84459869,4.47867143
2012-07-27,0,693.65735380,1136.44515715,465.93641638,264.31296230,0,104.76298966,48.57056667,205.01188723,167.66838214,0,32.05091306,35.67703333,31.45706927,1.12928692
2012-07-28,0,807.16882494,1069.09643845,566.29861443,338.08342339,3.68000000,153.06074242,64.12890000,178.87059907,344.87620796,0,31.02816756,0,36.27434755,25.43480858
2012-07-29,0,783.06359378,1285.15042308,537.23344184,294.92037830,214.12222857,56.01408095,29.13218788,151.40677451,474.09133099,0,63.19741880,4.51110000,26.00383434,10.06763832
2012-07-30,0,600.95779773,789.59391072,509.75685907,529.72233782,584.50400000,118.21500000,70.40088000,91.04611054,82.56847197,0,61.42419939,51.83556667,15.58026150,5.78774011
2012-07-31,0,580.57118965,689.79566137,184.16692245,248.11297184,354.79555455,74.41120909,105.98460741,52.06825532,100.46360233,0,41.76563750,3.17600000,10.84147721,7.33547246
