title
"CPU Hours: Per Job: by Resource"
parameters

start,end
2012-08-01,2013-01-31
---------
Day,"[NICS KRAKEN] CPU Hours: Per Job","[TACC RANGER] CPU Hours: Per Job","[GATECH KEENELAND] CPU Hours: Per Job","[PSC BLACKLIGHT] CPU Hours: Per Job","[TACC LONESTAR4] CPU Hours: Per Job","[TACC LONGHORN] CPU Hours: Per Job","[TACC STAMPEDE] CPU Hours: Per Job","[NICS NAUTILUS] CPU Hours: Per Job","[SDSC GORDON] CPU Hours: Per Job","[SDSC TRESTLES] CPU Hours: Per Job","[NCSA FORGE] CPU Hours: Per Job","[TACC SPUR] CPU Hours: Per Job","[PURDUE STEELE] CPU Hours: Per Job","[PURDUE CONDOR] CPU Hours: Per Job"
2013-01-07,924.20011566,522.78554487,207.49093053,221.70751471,184.82093526,124.75740339,0.23682857,304.75512391,262.08072188,20.07833533,0,0,22.45922672,2.78751122
2013-01-08,931.86040131,596.91120899,465.64434699,150.63938600,278.18235540,117.82114103,97.17034514,263.51758913,297.72784417,36.86412456,0,0,31.31695954,7.32655333
2013-01-09,759.69281656,599.24498952,527.39273727,432.27210357,283.25845677,108.22347826,385.54256868,202.16675347,192.74458584,34.47239699,0,0,18.01510562,4.35391828
2013-01-10,1055.59484050,533.04357893,425.87357385,226.62345385,362.93535659,66.12554494,388.70720452,100.20361304,297.48150186,89.68896205,0,0,13.78661353,2.42424371
2013-01-11,839.12520451,421.47028691,383.68534220,384.95002727,522.77638479,83.69822660,282.87208070,142.42702883,264.20104892,74.89552958,0,0,18.51352957,0.27778741
2013-01-12,1646.22086756,509.85416078,552.68175000,463.08965000,1061.87707921,135.13617541,1599.89989123,272.73748077,355.60453991,196.66186557,0,0,22.60164774,11.96078750
2013-01-13,786.08271469,586.27149254,417.09903252,471.40120180,370.91754493,131.11009571,450.63806143,318.59349286,171.29478185,152.52691081,0,0,15.45390891,12.30365833
2013-01-14,658.10018800,206.72078679,388.50472250,574.02036593,300.29018453,73.44936736,39.17190047,330.05793051,277.82902442,127.76682626,0,0,20.52374489,2.44451389
2013-01-15,752.73433763,701.22712724,109.93837079,517.51215470,323.41199323,60.25378835,300.63087021,118.83219306,257.86555997,115.03168075,0,0,15.93692592,1.49671510
2013-01-16,849.66125848,302.31631870,300.48556036,432.02975854,465.86816588,84.01383188,343.32264850,36.46888991,170.53662041,111.08587138,0,0,22.15533684,0.70531035
2013-01-17,782.32272232,292.24865827,394.64821095,187.28646583,438.36619071,79.08885397,396.23540791,48.36663051,267.67663341,125.14446407,0,0,12.73974538,9.03755794
2013-01-18,556.58681837,513.02897154,366.97607040,395.95395661,581.06172041,78.91762586,353.37162395,41.78552791,518.47122740,161.74250797,0,0,15.79708836,2.61701393
2013-01-19,850.60713139,480.32026799,724.70401395,432.00669671,900.95246256,55.20463478,387.62881135,58.06034737,218.07101029,125.58064820,0,0,15.24343893,2.38884280
2013-01-20,1021.62992611,652.15694114,532.82405273,279.73600302,385.45394897,62.11706400,182.41773997,17.81206667,222.58306484,107.14101595,0,0,14.12187025,12.30281667
2013-01-21,545.38663384,473.91377912,332.36629262,345.44666783,254.69489431,76.14130000,66.93256404,48.96381224,140.28486749,99.49045647,0,0,18.76342321,10.15611957
2013-01-22,799.52417980,735.98834277,436.58734599,422.42949351,218.55999890,105.26520000,0,165.15360597,193.87560301,102.17857333,0,0,16.09182717,15.21132500
2013-01-23,886.05873883,820.20311026,417.31119054,437.93249344,242.46370870,162.65684194,127.44357994,106.64943265,249.01770542,86.63069752,0,0,19.79012777,2.98145271
2013-01-24,981.69908033,735.43246795,443.86213527,358.29052737,223.92423418,181.27621667,151.12881960,67.33322619,248.22140500,70.78360455,0,0,28.95440637,1.42752056
2013-01-25,817.29036238,788.55287043,727.07592667,536.77779478,345.45210249,154.15128750,152.37490974,67.34704286,188.17272972,95.38393969,0,0,34.09079720,2.59987209
2013-01-26,843.50510744,509.45684964,700.33508772,540.66620560,524.04654387,228.50445000,144.65003969,43.92764146,334.90313846,126.54118701,0,0,54.53030885,5.86236912
2013-01-27,919.72956083,386.47040349,761.05818182,479.73013904,424.98019925,82.76095000,206.51147536,77.03865152,302.86781018,117.33818970,0,0,68.42765912,1.61598627
2013-01-28,736.73403407,513.52180883,932.79226180,394.48618889,242.57093378,150.10421429,209.67915612,81.12903784,604.75723468,101.16034138,0,0,50.61004850,3.14245541
2013-01-29,632.30926889,866.75987491,793.02342252,512.53124884,236.08958025,148.71849355,197.22757785,104.01659468,206.91093505,90.57706233,0,0,21.57309050,0.57808620
2013-01-30,841.17967930,697.29940234,1107.63625286,375.91147700,155.26589495,34.87290526,160.53112338,61.33287692,251.22704595,62.42371400,0,0,15.26947523,0.42541644
2013-01-31,818.35944273,874.17546792,1376.59907097,524.79695887,295.12954306,49.96724754,160.13524681,64.67356915,312.99313943,157.63187404,0,0,13.02854592,2.08249602
---------
