title
"CPU Hours: Per Job: by Resource"
parameters

start,end
2010-08-01,2011-01-31
---------
Day,"[SDSC TRESTLES] CPU Hours: Per Job","[NICS KRAKEN] CPU Hours: Per Job","[NCAR FROST] CPU Hours: Per Job","[TACC RANGER] CPU Hours: Per Job","[NICS ATHENA] CPU Hours: Per Job","[TACC LONGHORN] CPU Hours: Per Job","[NCSA LINCOLN] CPU Hours: Per Job","[LONI QUEENBEE] CPU Hours: Per Job","[PSC POPLE] CPU Hours: Per Job","[SDSC DASH] CPU Hours: Per Job","[TACC LONESTAR] CPU Hours: Per Job","[PSC BLACKLIGHT] CPU Hours: Per Job","[NCSA ABE] CPU Hours: Per Job","[IU BIGRED*] CPU Hours: Per Job","[NICS NAUTILUS] CPU Hours: Per Job","[TACC SPUR] CPU Hours: Per Job","[PURDUE STEELE] CPU Hours: Per Job","[NCSA COBALT] CPU Hours: Per Job","[PURDUE CONDOR] CPU Hours: Per Job","[NCSA EMBER*] CPU Hours: Per Job","[ORNL NSTG] CPU Hours: Per Job"
2010-11-17,0,2110.47433177,10579.09078571,1171.25392938,1822.26283534,311.48347581,149.74429545,68.76234039,45.37746628,13.53510339,131.95179390,0,40.70427720,36.12625827,0,27.21628889,10.76953803,0,11.37333849,2.58111188,0
2010-11-18,0,3716.92460806,2132.05244500,1287.06608705,1840.54320783,509.35000250,123.64206250,95.04105947,107.08628402,136.81156000,220.65756417,0,72.28569829,29.71403288,3.01642000,8.92889333,9.51002553,0,12.66958621,3.01495519,0
2010-11-19,0,562.64140430,3266.55888750,1424.88656643,899.29606182,486.26512391,238.80714324,92.11234103,112.21851554,127.39360000,227.99413640,0,63.57848506,45.77709106,15.82787143,5.68725789,21.11530712,0,2.66842809,6.70527196,0
2010-11-20,0,0,8018.10222500,1080.97981381,2345.60066250,199.16745570,201.36753478,116.89413911,61.16775443,44.56595909,197.86262775,0,19.85466913,43.95695909,0.49720000,10.48665000,24.19248492,0,7.23044050,8.19820890,0
2010-11-21,0,838.01406121,10902.51456667,1070.72156875,2669.86415359,628.60320000,185.05035745,209.60853919,40.34656633,41.81918788,173.98804262,0,32.25677298,9.80753140,1.20130741,1.06934000,49.71263034,0,13.80743073,7.50408738,0
2010-11-22,0,675.08870352,4733.52804762,1112.22186720,1634.90363910,278.84839853,96.60537966,298.97070979,29.14487101,59.20707778,108.90526384,0,40.45784997,11.68555484,7.75507778,1.07831724,33.69527327,0,0.72053196,5.20810537,0
2010-11-23,0,602.95389233,4310.30933500,1154.23503611,479.55857026,413.95329434,117.57021930,273.72451033,44.41639888,9.07257222,158.16722200,0,71.46464660,11.54620417,4.62451818,0.78222778,54.74516038,0,0.89758735,6.03969795,0
2010-11-24,0,2531.06785452,3667.08559565,752.12196208,1294.65786818,705.81935484,80.16550737,231.11253417,154.81611868,13.95435526,292.91853918,0,88.06528649,6.43441364,38.37692500,1.74000000,46.30050588,0,0.76251047,4.43534628,0
2010-11-25,0,805.97256650,5359.63753333,702.63329455,1496.01641115,780.77190800,156.05392679,284.76514966,187.18789412,22.90284545,417.88913971,0,107.11157304,18.44146667,4.66310000,0,77.24268717,0,9.55232188,6.33370552,0
2010-11-26,0,489.99422827,6099.61957000,835.58698924,1428.80021946,659.30544138,170.15224681,156.64480148,178.67598434,76.75444167,329.00954706,0,59.31303930,1.55213654,24.00000000,0,74.43350165,0,35.98828837,3.71987929,0
2010-11-27,0,615.09934673,7322.36445000,1189.71694942,282.67203113,726.42313182,109.18151395,351.70768755,116.16795893,50.29000000,428.85073478,0,73.31129802,23.48115227,24.00000000,0,61.15005089,0,0.22857863,3.59801727,0
2010-11-28,0,609.45285210,12285.64666250,819.14393338,249.02957465,812.19889091,83.35610145,322.44804737,51.99677419,24.31196731,181.49103140,0,81.95752367,23.56002530,24.00000000,0,53.82463786,0,1.41148754,3.29536803,0
2010-11-29,0,495.20611852,4466.72618696,1059.85978767,1924.02863616,329.52201818,521.61252727,593.92795617,110.89743173,19.86416563,180.88787217,0,131.04251363,15.78400000,4.70992500,4.46555000,39.44581032,0,1.36648989,3.43176632,0
2010-11-30,0,3700.15970000,6168.32355500,806.55850884,1314.74278400,363.69754000,45.62208288,490.24977838,169.54023763,48.38005227,84.60912933,0,59.99410617,12.25284675,5.53121250,34.19775000,43.50757774,0,0.53715973,2.93314254,0
2010-12-01,0,836.98941723,4805.53228095,921.03567482,1359.34191561,456.72078824,39.21424526,288.39099547,123.14362230,40.09573784,0.00601667,0,44.95000973,16.75576557,10.06235000,32.18670000,56.64621815,0,2.68724406,4.01718054,0
2010-12-02,0,2849.10218193,4585.76561053,892.00156394,352.11844711,301.72809643,130.45844648,269.02185095,155.09290495,47.87326333,0,0,58.91140119,16.02719783,2.56453333,9.17555000,38.40992879,0,0.32435797,4.47193404,0
2010-12-03,0,1549.07624358,2614.80701579,945.49833560,783.29687723,306.74578000,74.18557692,506.72958921,120.35536084,177.58070909,0,0,70.24729546,31.63177381,4.19397000,7.55945000,45.03690893,0,0.08657500,3.89595236,0
2010-12-04,0,796.23329409,7572.25436154,1099.25294268,783.98154646,373.20244000,76.97035328,632.93193218,233.08777917,398.81933000,0,0,66.99502503,16.99639545,6.29785000,3.92000000,18.14963091,0,1.96242548,4.52741250,0
2010-12-05,0,1411.55884250,6786.34111250,1054.24622437,284.88203963,664.72762143,90.98914694,711.40977260,291.26156429,196.74067000,0,0,70.43243507,10.54934588,8.16491429,5.41777500,21.03679620,0,11.49367000,2.53071045,0
2010-12-06,0,617.77442294,5666.21727778,1198.02917054,837.40888717,248.05870000,174.76034118,876.17077222,282.57232034,29.42463390,0,0,40.57620704,10.76315432,5.31825714,36.45335000,49.72319522,0,2.90470185,1.00883715,0
2010-12-07,0,609.15139078,4446.07372941,1106.38507031,180.39672611,200.44472500,255.31024375,392.96154674,182.43197667,48.71747727,0,0,24.21379721,15.66871023,4.06556667,30.18445000,34.74169149,0,3.34710741,3.24655566,0
2010-12-08,0,631.82464827,4591.79313636,1035.00567259,129.89481939,128.22689388,207.98815875,589.66171862,196.11775122,74.45620222,0,0,40.56590366,26.35885769,27.01623333,1.53333333,38.13868460,0,7.21361000,3.08055333,0
2010-12-09,0,888.63733019,1091.91570000,1131.82993742,401.80145198,282.28972292,245.62791406,206.82447093,131.67653529,238.98062400,0,0,40.82573932,26.84904175,27.49697083,13.02520000,19.06012949,0,0.10608636,4.05993586,0
2010-12-10,0,636.55699561,2381.45016667,1195.20720629,105.97528606,285.21060000,323.64085128,450.95254266,77.72836462,253.37253200,0,0,58.29565487,41.52140000,29.64174231,33.57183333,6.38875509,0,3.78007879,2.17582834,0
2010-12-11,0,904.80107782,5003.93524286,1061.40180744,107.34396558,493.03258750,292.32086667,277.35193412,259.22361587,201.63342000,0,0,48.62672619,49.21214681,21.90594545,0,7.66054874,0,6.51337036,4.14313864,0
2010-12-12,0,1877.81058630,6370.18119231,1102.43877805,301.29820291,417.51273182,486.55085714,154.49381933,223.50657671,179.54760833,0,0,38.30324172,68.34767500,10.46105172,35.64443333,6.79270783,0,14.34520000,3.32253409,0
2010-12-13,0,1024.44726820,6084.49093846,1014.93373234,376.30016635,280.44626364,53.47266885,267.89805289,90.45024425,138.81863333,0,0,43.83607406,64.17844000,43.08742222,108.13956000,4.58509905,0,0.87391731,2.54412579,0
2010-12-14,0,1156.95163784,6105.59051333,1300.97682380,1202.04737703,543.99926000,332.10320233,271.64814581,103.37151304,399.85523810,0,0,29.17777578,51.78942083,35.15640000,60.38220000,7.12355895,0,8.29835044,3.15110306,0
2010-12-15,0,1986.17463945,6278.44000000,1068.96436029,1056.72449112,326.77990000,171.92154831,242.15236667,63.86651461,416.48255500,0,0,49.43153123,19.78197815,51.53933871,64.05780000,16.74987844,0,0.49770841,3.59681454,0
2010-12-16,0,2082.96049954,4977.97841429,729.76911161,201.12344891,319.95712917,243.08370435,217.03817604,119.67419685,375.95452667,0,0,113.20264293,14.72642370,52.41479286,20.73775000,18.79561697,0,2.80601648,4.78241341,0
2010-12-17,0,2057.32106263,7128.60951429,825.94331549,124.32033145,420.94121136,244.46846024,206.69935731,64.22541259,439.71777500,0,0,93.27469849,74.22748452,42.63522000,34.96890000,18.94087850,0,1.93938947,5.30811625,0
2010-12-18,0,1703.55316703,2452.23555000,934.69832260,154.17563290,501.82247500,272.46353951,620.29602459,177.09407670,483.65888000,0,0,112.73554997,36.54840160,43.95758182,0,29.48659841,0,6.35325393,5.24239767,0
2010-12-19,0,695.48003721,98.33904286,910.34105330,591.33614348,539.13491333,197.45556699,229.96808036,250.09265758,654.84148333,0,0,63.44136835,36.17368564,56.01518710,0,41.71894481,0,3.36950000,4.78138054,0
2010-12-20,0,699.33466507,1500.57777500,1007.09728589,224.19532440,356.12714286,231.57417234,326.83601294,192.80550455,481.65714286,0,0,133.49633119,71.85232016,21.15265161,0.52445000,25.34730547,0,0.07183522,5.15170096,0
2010-12-21,0,741.74606387,1424.72822963,1108.20660484,312.58922215,268.94198947,232.14203854,265.14436085,178.76963964,861.51332500,0,0,79.17073468,44.01462704,23.40574638,13.81512000,19.96952612,0,1.29179354,5.92313204,0
2010-12-22,0,694.88616979,7871.01480833,1272.90952907,1098.90294636,326.59707963,200.00600667,330.87738549,111.33241017,690.95912000,0,0,85.20530730,53.08894812,34.43715556,0,27.78186234,0,1.52960820,3.97161637,0
2010-12-23,0,16374.52937793,3740.84355500,1487.40012545,1341.63807951,304.47191124,227.55992000,372.25277279,105.84831299,724.47466000,0,0,18.69540706,38.76905789,39.91843590,3.75560000,18.25096764,0,8.11549890,5.77510146,0
2010-12-24,0,48395.13795918,4367.15653333,928.48997414,1591.34457592,317.53672063,153.95559174,206.71125662,72.31836154,276.46155000,0,0,85.40552895,30.49781727,41.55389118,0,10.02647342,0,4.36968571,6.27914857,0
2010-12-25,0,28593.31288916,1404.48021446,1378.13025574,1862.35690938,335.10071695,147.61820481,242.48638740,95.96882200,49.70057500,0,0,90.45296309,18.97485956,26.29556538,0,9.31416855,0,1.27085862,2.95736022,0
2010-12-26,0,12710.21256374,11540.73037500,1412.26246503,1553.01301731,302.44585556,146.62903619,315.79342676,74.21646621,221.93333333,0,0,89.10257366,89.82388000,86.51402381,0,9.97660686,0,2.06681644,3.67672720,0
2010-12-27,0,3662.91364196,4209.53722188,687.11421575,1681.39533386,325.75534844,135.91528041,176.32225851,120.37792698,63.24593333,0,0,14.59564405,18.10013814,54.58928947,2.16440000,10.30045826,0,6.92274723,5.15014600,0
2010-12-28,0,2649.41635898,6739.43179231,243.99852667,1604.10492164,286.77747500,124.76852308,94.19222154,150.62075143,95.69000000,0,0,133.61142716,31.21715814,167.47685000,0,9.12272183,0,2.19927804,2.94156995,0
2010-12-29,0,1633.24756955,14923.41333077,1302.82147231,1447.34398674,341.76531739,180.73206962,168.02843750,145.10191667,43.56800000,0,0,97.31852076,17.70345625,1.64890000,0,6.59575625,0,7.80911049,1.93962456,0
2010-12-30,0,3461.54515511,5301.21104242,1885.65961468,1087.33768871,298.21740417,190.90124713,159.60026546,229.25952740,79.96730000,0,0,69.58688100,37.63621801,64.78657222,0,8.52161329,0,3.09428636,5.94957606,0
2010-12-31,0,756.89283462,2237.17642391,2117.01530932,638.00360161,273.43719474,158.75116627,111.83147376,181.51831299,123.39237857,0,0,40.35516012,17.99915286,76.00600000,0,6.55490822,0,5.28914789,5.64157857,0
2011-01-01,0,1486.08431166,2856.92967059,1477.08138448,1516.20756285,349.68696333,239.41582105,146.25528000,215.11129620,90.50792174,0,0,26.78767087,6.06560435,6.99831111,16.76440000,6.11741684,0,3.93380000,4.79524226,0
2011-01-02,0,2159.07362956,1131.44261471,1376.36458511,1157.66797615,707.32015000,178.79640494,93.38928882,319.33725294,74.62191818,0,0,14.89949202,1.13080204,32.94159655,7.59111429,6.04989406,0,3.29438667,2.80528498,0
2011-01-03,0,1356.16236109,1397.44114516,886.31684000,1159.87043239,459.54161455,247.59216951,93.16841018,193.09707865,119.16342308,0,0,14.61273486,6.08083529,53.94843333,26.06516667,6.40260389,0,1.29248333,2.73472691,0
2011-01-04,0,1069.97890269,2430.47563636,742.50800723,893.05742444,368.41923714,244.29172911,111.75441919,177.53256500,184.24427692,0,0,13.83916903,3.14402079,99.00257895,7.29780000,6.22250227,0,0.77366884,3.87230130,0
2011-01-05,123.13751386,5965.76685585,2040.90274412,657.05760424,1277.61179663,399.17060000,67.00029211,103.65350254,142.28220735,312.00889091,0,0,19.86827789,9.57724304,36.99756970,0,6.27728747,0,0.81473916,4.56275409,0
2011-01-06,768.00000000,3550.19667769,2310.60877436,821.30986955,216.31161490,275.79522000,111.70536653,136.42751484,91.59953991,142.55981667,0,0,24.38511073,59.22818010,23.72513333,12.12381429,6.63131327,0,0.29193799,4.06277397,0
2011-01-07,768.00000000,1559.15268535,7065.91289000,904.73125099,69.31619585,338.14992321,167.76683966,247.62351658,140.16503944,124.87896923,0,0,70.75159682,54.31544206,0.10366364,19.97335000,7.18121591,0,3.07667694,2.95190131,0
2011-01-08,744.26334101,2010.50441646,3500.85087931,870.57587266,212.24297446,459.89034615,72.21994367,252.69695833,127.74647124,210.54475714,0,0,22.42468575,46.78714641,49.50220000,0,6.07209841,0,2.32416570,2.95953209,0
2011-01-09,768.00000000,869.98839974,3670.26241522,822.79141396,299.42133521,283.09569500,164.80716625,68.14741688,66.40109609,151.96750000,0,0,13.80428023,55.48271829,145.24440000,0.70222000,4.59864769,0,1.66433328,3.56732732,0
2011-01-10,768.00000000,399.69013285,1768.88914348,651.38254312,632.61401186,448.96066491,217.40781724,76.54896711,96.72402392,214.83058824,0,0,11.26496094,52.94830269,31.79619091,0,6.35630966,0,1.14086368,3.45587293,0
2011-01-11,768.00000000,1022.20237131,563.37023403,903.62681619,582.14988548,522.49337708,133.44482933,187.31404968,49.85289489,192.00000000,0,0,27.92755870,60.89886176,18.93504444,0,10.38108659,0,0.61287132,4.48669950,0
2011-01-12,782.74548133,1169.49925787,404.91503005,855.61703463,448.59112764,429.97770000,87.12618649,105.48703075,83.93286797,106.86622000,0,0,66.02943131,58.94768977,0.96070000,0,5.80466979,0,1.36317123,0.39219284,0
2011-01-13,767.68832293,3269.52279476,2520.26822456,750.06360282,1305.31068708,261.94728317,53.20826303,94.96132485,58.32006503,161.22167500,0,0,87.23005100,62.80657866,61.66409167,3.75703333,3.76559684,0,0.82992443,1.94853253,0
2011-01-14,311.33166242,3132.09947600,1423.21350933,1005.77654875,85.00972016,229.71683814,162.78342651,102.04688289,102.98502312,201.67110000,0,0,41.17557954,53.77813371,60.34926667,0,2.73473670,0,0.92847502,5.89661350,0
2011-01-15,1068.87703333,1345.90766037,2233.55016557,809.79518504,35.58832175,760.77463793,122.14361478,62.82335448,167.40476355,194.54730000,0,0,50.12423072,53.59622806,319.00900000,16.44266000,2.73995095,0,1.51927968,8.69209206,0
2011-01-16,60.22321111,1443.14763995,2495.61318103,680.15053494,50.95939643,402.16622000,135.59884737,32.74916846,224.42397792,268.82298333,0,0,33.89842913,51.67381544,123.91557500,90.34000000,2.75795158,0,0.32232040,9.51634214,0
2011-01-17,100.44581538,1304.94172237,723.79827412,573.68834008,105.63831662,497.24233158,46.89149491,73.03630662,81.45220359,172.99199000,0,0,93.71522242,55.31509845,214.34440000,37.20000000,2.85697647,0,0.69796141,4.96588980,0
2011-01-18,63.20677619,783.65130458,2721.55666667,1691.67214237,179.82208060,386.76348378,152.44031696,151.12205943,67.28013077,190.31618571,0,0,41.86745441,54.02166378,83.81296667,0,3.84686600,0,0.23192177,5.65391303,0
2011-01-19,103.70752258,894.25445743,544.48831789,1232.22681300,1257.39677917,521.24072909,228.83760444,63.49696743,47.24398480,100.60666667,0,0,29.67198879,45.91515000,36.58028125,23.30593333,3.09982262,0,0.18613418,6.62434333,0
2011-01-20,358.21988421,1015.49562334,448.34347266,1044.58230122,450.37274036,734.72394231,184.36287381,112.45232301,58.20120952,20.10285432,0,0,55.15223431,37.54362430,40.86505909,109.51734000,3.74809090,0,0.25113935,7.20845158,0
2011-01-21,322.87067250,1250.66561390,778.35578333,653.69323293,107.59052899,462.46492609,248.30881222,246.89500091,56.12225260,32.68625625,0,348.57436154,44.15275752,28.85318584,93.27401176,26.82722500,3.11752884,0,0.34218320,6.79321244,0
2011-01-22,352.14694375,1509.63345436,75.74168270,934.21481287,167.93894961,705.28590488,321.22729333,165.38267473,115.25091007,139.02667500,0,548.21427368,54.24532854,25.86494512,350.12003333,88.05186667,3.83205591,0,0.42344410,9.11285901,0
2011-01-23,1420.19716364,1573.10615950,123.70418217,1324.60553432,95.22985049,550.26593636,221.23161782,163.18540887,122.82203233,95.67000000,0,783.59230000,67.81757548,20.46695875,84.12904286,97.32444286,1.63095835,0,0.43588099,6.69947745,0
2011-01-24,52.95950556,1407.07233147,97.42185464,916.34022063,572.91865287,367.19819467,193.91434804,248.63945938,62.69530795,72.35630000,0,264.09661739,86.23913052,5.40985376,81.17610000,31.84692222,1.62460939,0,0.48242368,4.69270580,0
2011-01-25,647.53925417,941.31596617,2844.89518542,1086.41666863,1444.05187304,385.09337273,137.07487622,266.67971534,114.36326029,45.16370000,0,332.08182273,134.07614362,14.37984535,27.79073333,75.21156000,2.47416529,0,1.21532191,6.34118182,0
2011-01-26,584.02085743,2142.08897925,3575.32037714,959.97802454,1501.78407909,371.44720976,131.70258000,230.90299433,51.15795140,28.13910000,0,47.49259028,121.43379207,18.21258169,34.20110000,89.93336667,2.94942504,0,0.52640499,4.37383103,0
2011-01-27,582.55748586,5026.30028562,873.65846620,794.77182186,421.44047028,391.46663231,251.72205268,224.15580198,74.32953550,90.66335000,0,72.34345380,26.45064394,13.37368682,7.95710588,80.82445000,1.66858987,0,2.27688277,5.25621402,0
2011-01-28,289.27686932,2033.78699825,1748.91271000,1120.08892072,692.33027940,470.24694286,188.16026563,303.15243441,14.53118831,103.89560000,0,18.16391358,27.85233314,16.80524146,20.69738182,3.32190000,1.58770259,0,5.87552486,5.12757377,0
2011-01-29,759.65613288,867.81089617,111.93480234,1050.76139591,1088.31540474,420.70908529,351.37200800,317.74848651,103.31828059,0,0,133.14144651,19.52824071,18.83947143,43.19245714,0,1.70821558,0,3.45860040,5.53854172,0
2011-01-30,681.95607882,1514.43377758,1248.25793421,1024.04307287,1455.60457326,675.01745122,359.86704605,249.68094896,52.45255783,15.29330000,0,236.24978000,9.60933348,14.45356154,28.48808571,24.66220000,2.20730868,0,1.81714452,5.82608962,0
2011-01-31,473.95934059,904.46508645,58.58828509,1081.61930363,1193.94196261,537.76618649,178.16278471,407.23473684,48.96341298,57.81780000,0,106.65523229,93.25227576,7.56778418,49.31378000,0,1.60208066,0,0.68536917,5.52212535,0
---------
