title
"CPU Hours: Per Job: by Resource"
parameters

start,end
2011-08-01,2012-01-31
---------
Day,"[NCAR FROST] CPU Hours: Per Job","[NICS KRAKEN] CPU Hours: Per Job","[TACC RANGER] CPU Hours: Per Job","[LONI QUEENBEE] CPU Hours: Per Job","[TACC LONESTAR4] CPU Hours: Per Job","[SDSC TRESTLES] CPU Hours: Per Job","[TACC LONGHORN] CPU Hours: Per Job","[PSC BLACKLIGHT] CPU Hours: Per Job","[PSC POPLE] CPU Hours: Per Job","[NCSA LINCOLN] CPU Hours: Per Job","[SDSC DASH] CPU Hours: Per Job","[IU BIGRED*] CPU Hours: Per Job","[NICS NAUTILUS] CPU Hours: Per Job","[NCSA FORGE] CPU Hours: Per Job","[TACC SPUR] CPU Hours: Per Job","[PURDUE STEELE] CPU Hours: Per Job","[PURDUE CONDOR] CPU Hours: Per Job","[NCSA EMBER*] CPU Hours: Per Job"
2011-12-12,0,1247.87428371,1183.37840566,430.07515455,556.15046051,149.08891232,16.25942105,156.61716266,0,0,88.05178000,0,538.78822000,58.06300886,105.99110000,6.55162338,2.71417600,0
2011-12-13,0,1718.82043497,1137.20637303,865.04445000,774.33558683,158.14355866,6.07336818,171.40373488,0,0,98.53080000,0,230.57538625,118.72800182,84.61780000,5.88221007,9.68457600,0
2011-12-14,0,1131.37239759,1021.12306041,58.23297955,400.90447197,124.43239192,7.29599028,86.18101792,0,0,3.87612500,0,66.57170764,65.92475000,61.63646000,8.50872202,3.16773200,0
2011-12-15,0,1619.87118612,1203.86896738,160.60948667,381.58314964,128.56095012,9.22086122,427.61900552,0,0,4.26670000,0,28.90548010,123.57583125,33.46134000,8.08798347,1.29934828,0
2011-12-16,0,1275.49676050,1116.58962740,1057.21330000,305.77344306,237.45287764,0.72912632,253.47546942,0,0,0,0,39.56791415,114.70494510,26.25630000,9.81556964,0.85508987,0
2011-12-17,0,1679.01481596,1408.65788975,0,465.93826484,159.41771359,16.04146667,694.52826803,0,0,0,0,2.58483327,127.92083750,0,7.98598324,10.56071200,0
2011-12-18,0,1833.68723919,1420.44048488,0,580.97914709,193.80162973,1.21015620,462.98853738,0,0,0,0,8.09566608,63.20706429,10.13333333,8.10673381,0.92158929,0
2011-12-19,0,983.05867014,1115.45134450,66.27534545,352.62215556,218.41737349,2.97667912,391.50832542,0,0,0,0,27.50097428,54.89040566,17.50622000,10.60986729,0.84253276,0
2011-12-20,0,1216.08747668,895.27763488,2691.34754000,468.70647333,212.78755208,5.52555603,481.80771494,0,0,0,0,22.21859717,35.98266752,3.87087895,5.94745631,2.09300813,0
2011-12-21,0,1023.65142483,1049.61568841,1286.83833500,263.21210231,136.05435437,3.64924320,676.39213651,0,0,0,0,126.63040000,216.62260870,3.04119268,16.65514748,7.51826087,0
2011-12-22,0,3917.10061236,1057.39533416,1654.72600000,870.46554538,403.20422784,16.38798989,850.22057320,0,0,0,0,163.86079733,114.78116667,3.09656591,23.18600117,5.63442500,0
2011-12-23,0,3848.10946676,1267.78076756,1924.84535000,321.40698281,207.78415011,128.76172222,798.56023125,0,0,0,0,161.76396261,41.40863404,4.63417213,18.09844596,15.54448800,0
2011-12-24,0,4000.31121057,1499.60796501,2440.16322727,1275.56873784,275.43007632,392.97185000,947.42325814,0,0,0,0,65.84522594,65.36740882,4.67859024,15.83939454,7.22333556,0
2011-12-25,0,2587.02366663,1580.67995429,1574.08388750,792.53822315,391.76949617,0,1129.09366269,0,0,0,0,37.26254185,59.90406383,0,24.61897857,6.38857600,0
2011-12-26,0,2893.28546529,1184.68382255,2442.20445000,479.02967077,79.01654904,0,573.02423786,0,0,0,0,61.29575103,19.45148868,0,24.02264909,8.61074400,0
2011-12-27,0,2937.07917585,735.34196235,0.00890000,352.31971790,194.10547474,0,559.47436125,0,0,0,0,26.98392941,18.94864231,0,23.92591569,9.68296667,0
2011-12-28,0,2199.11232621,619.94869887,0.25682857,548.19584493,145.70861265,0,461.57154129,0,0,0,0,41.63941592,14.28027273,0,10.19922019,1.73930417,0
2011-12-29,0,1841.53008238,1128.68964672,0.00489000,494.21981943,30.12310832,21.46887500,339.41274792,0,0,0,0,63.31810285,87.65075000,7.65943256,21.70316299,1.31379310,0
2011-12-30,0,1536.72246611,946.50290322,0.57409429,472.83401236,54.25931059,5.19222500,1057.22987917,0,0,0,0,5.45546438,105.34495278,38.93266500,52.65990352,0.29105708,0
2011-12-31,0,952.86902271,1259.31894525,7.20890000,649.78482926,51.44753961,195.31000000,367.65298774,0,0,0,0,13.30061208,131.88358710,0,37.17704293,12.46967917,0
2012-01-01,0,1709.51328670,1171.69584572,0,490.98962935,58.13204231,21.01330000,942.98143956,0,0,0,0,59.96045370,99.60048889,0,25.20481642,0.56435417,0
2012-01-02,0,576.91180906,1224.92849130,0.62774571,475.90953156,59.77126474,379.78670000,786.69713494,0,0,0,0,173.63737778,4.35815833,0,17.80288612,0.08680415,0
2012-01-03,0,474.67834209,157.94807333,183.83937143,231.27137715,62.39700792,81.99187672,449.49418085,0,0,0,0,90.55106149,8.67362632,0,37.94946045,0.91390238,0
2012-01-04,0,683.07490985,0,1.53039000,179.00118571,63.37968263,295.43217143,240.61107541,0,0,0,0,178.52280109,15.62321000,0,26.55906071,4.18958250,0
2012-01-05,0,2439.77455836,903.62692173,50.43757067,396.99801467,59.41694091,513.52918333,178.69480149,0,0,11.23183333,0,56.43255029,55.98809024,0,25.56643290,1.13038170,0
2012-01-06,0,447.73074101,1133.37769291,133.13192982,244.74544875,62.29670684,362.06806512,267.84628273,0,0,0,0,187.44577164,43.66763793,1.88890000,22.47177605,0.98990408,0
2012-01-07,0,448.13745877,1269.12371892,630.26777500,619.92137971,70.82917537,14.08975616,195.53503066,0,0,11.63853333,0,38.59267984,92.25012941,0,36.13257850,11.77361051,0
2012-01-08,0,632.68144317,1242.17066920,290.01277500,139.62017685,70.99172583,10.24633614,205.55586139,0,0,25.43556667,0,37.83491153,55.96847895,0,33.28272399,12.05145760,0
2012-01-09,0,204.05620256,597.26658365,73.13822000,216.16759127,55.23597835,2.42000000,197.52753792,0,0,14.74445000,0,479.72863023,39.65750800,64.25330000,33.39058781,10.67131579,0
2012-01-10,0,515.27102622,1222.83007248,0.75548065,122.01600000,51.97964177,58.70630000,162.50377215,0,0,0,0,46.31435445,21.88056456,0,38.37680180,0.66110636,0
2012-01-11,0,482.81621762,907.60811205,1.13035000,756.88259874,71.85405864,26.98317143,162.01468514,0,0,11.74073333,0,284.72239531,131.68727931,23.73926667,10.42561227,11.31799241,0
2012-01-12,0,483.71837187,934.77176508,240.47388750,395.87853077,108.92725263,2.18486923,342.39131765,0,0,0,0,49.37556864,78.60922800,36.44000000,6.25686340,0.64313936,0
2012-01-13,0,424.32625686,862.11238417,352.34670000,413.13441349,86.66809976,47.27170120,306.11938664,0,0,0,0,41.62520977,66.75165400,8.79111667,6.00786900,7.91496299,0
2012-01-14,0,531.04164860,1167.20056158,635.25330000,291.25330833,118.95623386,124.44694423,396.03993878,0,0,0,0,178.31089250,139.20525667,0,6.38842453,10.03916909,0
2012-01-15,0,338.39657518,918.16840986,0,642.33193214,157.91270644,225.27031964,298.43428293,0,0,0,0,114.68580714,78.51528372,0,11.99899445,8.08316011,0
2012-01-16,0,434.72708558,540.38177861,542.12000000,285.93385149,138.45934067,664.03137059,361.42778396,0,0,0,0,11.58928447,86.29361333,18.99110000,10.93336090,8.46135223,0
2012-01-17,0,506.36602296,995.74931220,540.32000000,431.28545776,104.69336021,21.26908286,334.56217871,0,0,0,0,60.01588667,50.95220556,4.28443333,13.72734235,4.55141259,0
2012-01-18,0,525.84144493,874.58060034,540.61335000,215.11245858,59.05093476,53.57999524,299.74717885,0,0,0,0,78.80189737,14.18571465,12.50370000,13.52731698,16.62001636,0
2012-01-19,0,863.27650139,711.35747028,0.05780000,411.51547790,82.62785248,268.54514000,353.75505787,0,0,0,0,201.44971493,10.62290855,10.03222500,13.16179040,1.28260180,0
2012-01-20,0,1035.64326863,928.80271049,0,398.82662224,89.00177330,173.98612773,344.97038682,0,0,0,0,326.92786098,2.13281579,0,12.17970111,0.13435080,0
2012-01-21,0,875.84824345,1094.45261278,0,398.75226439,137.97820418,345.50751190,207.56441725,0,0,0,0,139.59946667,5.56059183,0,14.90689214,1.48497500,0
2012-01-22,0,1197.65049952,1559.77096177,481.57078571,309.58832903,176.78589475,603.66596316,241.64345586,0,0,0,0,140.99590000,72.44640351,0,52.03549836,0.59590000,0
2012-01-23,0,1156.43619258,911.41342350,54.71622000,164.23669067,178.64199837,269.57501724,301.40048243,0,0,0,0,343.69695556,33.32915659,17.16440000,7.96773986,0.40405107,0
2012-01-24,0,673.82923402,735.47585356,493.92890000,628.22268438,169.27358151,28.84684804,390.93582070,0,0,0,0,408.75790278,60.96901277,4.77592917,12.02432940,4.48067241,0
2012-01-25,0,815.89354645,741.93982987,73.28890000,147.12343910,135.59233523,116.68087442,399.79471322,0,0,15.88555000,0,255.97866029,85.23464909,15.75407778,15.36410314,0.50609310,0
2012-01-26,0,7021.22583793,855.49719922,0.37330000,464.01525529,151.68052263,162.69082258,294.77130354,0,0,0.32445000,0,200.38191277,82.22996140,29.25333333,19.58721113,0.60506800,0
2012-01-27,0,3199.85599218,814.65255657,0,194.10047278,108.15501473,156.45267407,318.97674601,0,0,0,0,33.22380812,78.09109275,7.87864783,7.91774522,0.07574167,0
2012-01-28,0,4102.95581022,1101.05266494,0,221.69378479,135.63449444,149.63594706,453.27598274,0,0,0,0,83.79254030,119.14579348,4.29777813,7.72506913,0.70277917,0
2012-01-29,0,3167.71768259,1065.81751424,0.08888000,399.51910209,114.02690805,429.86178000,498.99400071,0,0,3.71110909,0,183.83632069,52.93045224,0.26130345,10.26162721,5.63254583,0
2012-01-30,0,1527.99890375,717.02044896,0.08890000,116.94930543,100.03170085,350.25124792,377.86368385,0,0,7.26305000,0,161.56822813,68.88621176,1.85017632,9.15280025,2.20464104,0
2012-01-31,0,1459.69651104,786.22944415,0,137.53161508,69.55473004,289.50873621,1298.71755250,0,0,14.61556667,0,168.31395593,53.80489714,11.75256667,12.36143697,0.06158571,0
---------
