title
"CPU Hours: Per Job: by Resource"
parameters

start,end
2010-02-01,2010-07-31
---------
Day,"[NICS KRAKEN] CPU Hours: Per Job","[NCAR FROST] CPU Hours: Per Job","[TACC RANGER] CPU Hours: Per Job","[NICS ATHENA] CPU Hours: Per Job","[TACC LONGHORN] CPU Hours: Per Job","[PSC BIGBEN] CPU Hours: Per Job","[SDSC DASH] CPU Hours: Per Job","[TACC LONESTAR] CPU Hours: Per Job","[PSC POPLE] CPU Hours: Per Job","[NCSA LINCOLN] CPU Hours: Per Job","[LONI QUEENBEE] CPU Hours: Per Job","[NCSA ABE] CPU Hours: Per Job","[NCSA DTF] CPU Hours: Per Job","[TACC SPUR] CPU Hours: Per Job","[IU BIGRED*] CPU Hours: Per Job","[PURDUE STEELE] CPU Hours: Per Job","[NCSA COBALT] CPU Hours: Per Job","[ORNL NSTG] CPU Hours: Per Job","[PURDUE CONDOR] CPU Hours: Per Job"
2010-05-26,6739.79515792,2893.99319412,1357.97436262,411.58877214,101.89333818,0,46.00890000,145.21690519,82.77459704,15.87920748,18.15329007,81.69682852,0,42.12691111,5.86464072,5.42490319,2.47459614,8.57506786,0.21089929
2010-05-27,27729.97979375,4630.86222222,1029.96314519,395.40193542,110.89536087,0,11.76722500,133.36221169,105.51611250,135.15162667,65.88688415,50.09508177,0,160.29780000,17.84055676,6.59993353,4.82043892,9.32703279,0.19521678
2010-05-28,4833.02107996,1458.58794286,1256.44747092,3988.69410374,188.00370238,0,22.69777500,140.96572850,51.58614897,166.47754138,131.11218848,71.26208255,0,42.61222500,19.10958182,11.97250741,4.07912246,9.00296333,0.27075815
2010-05-29,5978.28574033,8551.04666250,1390.94558076,11938.05826944,1618.29779000,0,97.91505556,395.98421602,89.68799490,190.72303947,264.53906879,61.06979822,0,64.09631667,6.49449396,25.28310870,5.73989429,4.43547273,0.31192045
2010-05-30,5170.96952494,7225.14285714,1556.22196833,410.77875559,1147.04493333,0,185.50963333,305.91030170,80.58275298,163.38001111,249.73085038,154.52743555,0,319.77330000,19.91058254,14.21315019,6.56688816,0.00477143,0.15487784
2010-05-31,2419.74279117,6141.78222500,1182.09787588,395.95180578,876.13556250,0,63.62440000,293.59506041,95.34400465,36.34353333,324.02332083,74.23614296,0,246.35330000,16.78752424,29.19342772,5.40329435,0.00311250,0.20105284
2010-06-01,997.21919445,2950.11733000,1020.01257046,55.33597485,215.80406447,0,0,192.98355066,95.69083205,66.03554706,23.88973835,48.29378923,0,34.75378000,8.14321538,11.32811398,6.02618355,1.32774571,0.62207305
2010-06-02,15335.13880305,2846.33846923,1039.01813804,148.50376567,120.58666429,0,1.26520000,302.77873665,87.77390628,30.89602069,17.78308491,40.40770415,0,0,21.11750208,4.81192307,5.03781093,0,0.89329241
2010-06-03,1734.96794551,722.07420217,1098.63658124,223.70232745,536.10898077,0,0,423.41469130,132.58674917,55.64045000,72.65897201,84.47427349,0,78.36000000,23.92928810,18.35000341,4.78819959,2.08083077,0.60400354
2010-06-04,1721.60410892,650.31110962,1107.54945944,381.05732853,628.54595789,0,0,264.64395035,102.55193533,118.12765714,8.14627181,43.56980875,0,12.50518333,8.80117358,23.66014061,4.85838282,0.85988000,0.49929359
2010-06-05,4153.32523969,2975.53523810,1297.29089496,212.83360823,732.99935000,0,0,225.48559606,142.52833950,218.68221538,128.62202388,59.69976107,0,38.37555000,11.44754516,8.36747011,9.78307005,0.00402909,0.64122528
2010-06-06,3578.51548663,3907.16257895,1072.01921865,190.64947421,381.90065926,0,0,229.12316765,232.49863243,52.02115000,102.75869270,325.26234372,0,47.67330000,13.85733621,29.04449575,10.02239727,0.00376379,0.40060258
2010-06-07,1726.14959687,1218.13333333,892.78153583,246.67661510,627.73655484,0,0,280.94055458,220.86496133,0,26.57858412,435.28333148,0,31.68025000,9.17665067,10.29103333,7.21168052,0.68429242,0.60008834
2010-06-08,1105.27403683,1986.31913871,531.71458094,176.63168678,738.63769630,0,0,210.64014737,96.44090833,0,53.23818644,443.51610000,0,12.98978000,16.78636438,12.29335409,7.19429342,1.17692727,0.84436683
2010-06-09,9671.42103534,1713.95456667,1040.83044938,210.57695457,372.95340152,0,0,183.38645242,91.77490914,40.63137143,84.82041529,20.84998897,0,21.62158571,16.39406883,17.33909164,8.24863128,0.74755538,1.23539066
2010-06-10,2733.13257453,551.24786923,973.10321313,186.93526635,297.57175833,0,0,198.11603574,207.36787980,34.02991042,223.49161203,109.92301467,0,14.84614615,11.59335612,17.37866385,7.45910451,0.71351642,1.18944248
2010-06-11,1178.17067317,1419.66144783,895.25742572,245.34189461,601.13863077,0,0,167.66387625,109.14877706,63.33943171,159.21872020,46.24247503,0,23.79530556,11.51269322,15.24002982,8.52120706,0.83319091,1.60209004
2010-06-12,1594.52870191,1021.83555000,798.36394860,242.08264943,258.85333333,0,0,201.81611362,153.42617107,239.64835600,276.05621018,32.34382676,0,8.68318571,1.64794963,6.88234866,10.72614055,0.00353651,0.98652192
2010-06-13,4786.76358469,613.10963333,806.42657553,282.58357622,484.61767826,0,0,216.09281073,166.06591038,366.69736250,282.03095833,35.81531792,0,27.93055000,9.77250941,19.28560868,9.19488756,0.00376833,0.85676497
2010-06-14,1839.99409128,380.51555952,837.60715929,256.93097581,179.17558000,0,0,141.06426325,222.84585139,106.78924627,41.26454762,27.84526799,0,23.43653125,16.63517534,7.38785189,5.31722526,0.77471212,1.02954391
2010-06-15,893.54152834,313.54915600,1063.46789689,233.31101620,564.84280667,0,0,143.48510551,125.06692294,127.16362368,17.26647713,33.37656068,0,25.06467000,16.33528202,8.51192988,5.82065069,0.71401515,2.91464245
2010-06-16,9224.58585385,983.01217826,1288.54100279,198.64435504,117.29336949,0,0,163.43291278,96.45169724,253.77763750,201.53820000,48.02060809,0,12.69532414,5.08674539,21.25005894,5.38480132,0.00368500,1.77867919
2010-06-17,1623.46820065,794.36525909,1035.53622529,227.74531166,109.75741628,0,0,45.74701360,107.58261321,137.05925333,243.34679271,43.41250850,0,12.62579286,11.14334407,18.60195320,7.42603387,0.00379231,1.54976881
2010-06-18,1635.42655571,221.63161111,980.10281072,298.66379232,298.08595200,0,0,121.14859116,98.95678430,173.04605455,117.13081447,14.77461204,0,33.75555500,28.44801176,19.54555582,8.02738074,1.36977742,1.46728177
2010-06-19,1804.01662153,488.43378000,1203.18408821,661.99888891,158.74444667,0,0,266.25569595,144.45204954,68.82964815,300.84783063,154.99166535,0,33.08445000,22.69084889,12.10929831,8.80055125,0.00382459,1.08513225
2010-06-20,2199.19907983,36.49778571,1162.48987656,165.11087992,256.97505227,0,0,214.30052020,115.38663969,8.98941176,304.38666653,105.45601702,0,39.99780000,32.72674588,8.06302783,10.78492008,0.00347302,15.68046686
2010-06-21,1527.48507717,101.82578000,1135.60951616,218.07940513,123.98722273,0,0,252.68696719,84.38454012,3.73185000,204.45992626,0.54097250,0,30.52853846,46.34673333,9.12369520,6.05855950,0.79181571,5.20603124
2010-06-22,1200.08540673,686.84111875,1275.03066004,387.33936490,651.11363182,0,0,126.64728333,67.09426595,0,11.12806842,0,0,7.39556000,7.71457278,6.43133555,6.28538951,0.47223556,10.91628802
2010-06-23,15484.40026875,3681.92237333,1045.29302019,102.45809803,123.08350000,0,0,254.81180975,97.21769835,0,172.05005271,38.65189035,0,5.06857143,26.75837099,5.50226434,5.71145317,0.94870167,10.45721871
2010-06-24,3934.86678428,3078.86592083,1198.89131063,67.50124326,100.55955875,0,0,208.17028120,135.98808832,51.30693478,156.22422368,116.78418396,0,27.08445000,23.10312135,9.89390429,5.19963440,0.89563710,8.34373551
2010-06-25,1210.36713667,737.21050000,927.00941857,162.96557592,289.15858788,0,0,216.00600658,126.51637609,70.88035088,137.05460957,105.34314416,0,6.07210000,9.94848360,131.61446910,4.35611385,1.85396400,3.76672261
2010-06-26,7647.64540578,4285.17587143,1269.16159419,164.15627860,547.95555714,0,0,267.64146957,95.39132418,124.98857931,204.88078819,98.12897496,0,4.50813333,30.24179208,10.18393308,8.94741588,0.00376207,10.94454202
2010-06-27,2965.10633219,592.84266000,1162.80997834,155.90670253,479.81750000,0,0,160.83196759,124.61980069,118.78748000,274.53927500,107.50413814,0,5.55358889,7.37623599,33.83200113,7.53846325,0.00402456,18.32417011
2010-06-28,1982.83051104,31.91920000,983.55268307,159.46469504,329.83130000,0,0,152.91178582,96.34177880,20.31289517,83.58405777,73.39141853,0,4.62143111,12.17893966,15.14376828,6.64748512,0.00386949,3.41642822
2010-06-29,924.20887154,896.02232093,1263.55207389,240.86563952,608.66815000,0,0,96.35199521,100.73806196,25.89951154,233.13679610,49.20673365,0,11.95760769,50.25543867,12.65577265,4.10147908,0.09294926,2.44535348
2010-06-30,14391.34646122,4558.45614211,1265.00623793,315.89540939,109.14258378,0,129.40225000,288.84476698,88.84738061,156.39362174,140.04319560,90.02704898,0,17.44606364,10.47763587,29.45760794,5.79679795,2.34565857,1.76116181
2010-07-01,16691.73770560,5124.38667500,1070.99761772,175.28217839,269.24971053,0,147.14254286,279.84467982,79.29153953,199.89903571,368.16058647,86.27864246,0,6.40592222,30.14069761,36.02299046,5.61832070,0.72897432,1.17357875
2010-07-02,1738.77156443,914.84388438,951.52378012,473.87306294,485.96140909,0,40.75510000,369.57407163,106.51235322,74.04409630,204.33586691,108.62295564,0,7.49406667,14.35141515,20.29779384,6.11423466,0.24363253,0.94752475
2010-07-03,6492.16502353,2836.84525000,1096.72279930,166.57387204,702.50445000,0,0,404.19257584,186.62172121,109.89811538,387.19249581,149.43563039,0,11.20606364,4.49186875,18.61602557,8.19392176,0.00380500,0.69038820
2010-07-04,2727.75249292,5580.53570000,1131.80411418,156.07883379,776.96800000,0,0,361.82044051,287.99329833,173.49833750,277.12379562,115.45911219,0,11.24494444,27.23427767,15.86977661,10.04131278,0.00370000,1.02074248
2010-07-05,2727.77722259,4571.86405294,1056.20299982,135.03602195,604.69289000,0,9.91222500,306.18266698,286.66266379,68.39333500,450.10400781,62.91809639,0,9.32445556,4.52828736,26.34172848,6.09569139,11.05961094,1.10858861
2010-07-06,1352.16595417,9923.94443750,886.94724739,160.08649448,670.26138750,0,87.49076316,291.13250292,83.93388010,39.49716471,471.49039314,98.86631906,0,7.61517500,1.15810234,12.94466446,5.98608614,31.94392292,0.74062247
2010-07-07,1327.10144081,3894.39345263,988.94258524,222.90786624,378.04197857,0,82.16370000,343.96937752,96.24719602,55.73357656,80.23599352,129.76840797,0,10.38940000,2.90502307,11.67371311,5.19070134,31.28454694,1.45940621
2010-07-08,1742.71754928,2185.73811538,595.49719309,227.95104876,455.48538571,0,57.78639167,133.14968552,68.90388966,11.95654555,237.84987016,77.72198099,0,19.09186000,46.25160074,17.62755131,4.21378359,28.36855926,1.57718985
2010-07-09,1410.12056978,1913.72348649,878.66143315,261.06301494,313.36703889,0,312.02057500,189.83428692,87.75190378,66.75367385,66.53277915,52.99411909,0,2.60181818,19.94512542,18.34678235,5.64325981,8.14140389,1.57136407
2010-07-10,945.92700172,7016.70140909,982.94474708,231.90486385,719.03888750,0,487.11110000,303.08037061,130.48926111,63.05292000,288.68408265,107.26951560,0,2.29055000,34.24106280,17.44885040,7.22450109,76.78122000,1.60506426
2010-07-11,1365.58770776,9338.11199000,1299.82962741,288.56907633,944.64356000,0,197.72445000,130.78138982,133.69024273,46.90601899,515.36540725,84.93140494,0,1.99822000,36.73844945,18.75119566,8.95471124,52.92566897,1.13816692
2010-07-12,1557.58246634,4084.89373636,789.66267326,512.30014348,186.76596875,0,236.19560000,172.32883327,146.58318596,53.67457115,440.64262164,123.19192910,0,26.06467778,14.04824942,31.80636067,7.75786389,27.31326429,1.44078322
2010-07-13,679.99416119,1145.33991111,802.10407067,180.44361723,203.43884545,0,283.88740000,109.92552494,112.53411216,12.62247239,61.00782600,76.98274594,0,13.08665000,3.97650732,19.71274294,5.70298225,13.33376348,2.05140659
2010-07-14,7430.77465150,3841.24534000,885.47949020,297.03989367,301.41280476,0,532.30223333,183.02305576,91.06542684,29.56753738,318.82909147,74.64434942,0,14.62730714,5.67080768,26.17438153,5.86248983,5.95440674,1.94593527
2010-07-15,13099.40996298,2564.25777222,940.05693535,539.00580582,295.15915517,0,194.24000000,97.93735666,83.35462419,55.77194405,87.07509091,70.58131236,0,3.58162000,12.35388771,25.61041073,5.35327799,2.45899725,1.99852407
2010-07-16,1924.34939623,1684.26056857,934.64422787,396.10910510,389.93000833,0,312.17780000,60.75779184,89.61978981,16.00387057,182.32658468,67.58597646,0,4.28400000,23.07133374,14.41979644,6.31152134,0.41899191,1.58069659
2010-07-17,2529.81326543,5044.05234444,1264.65502012,341.30444444,490.70024444,0,497.51110000,166.41750620,130.95293440,22.93084360,101.56386799,114.39723482,0,2.03689000,14.67993018,7.74232094,7.24332888,8.89553375,1.27846988
2010-07-18,1868.80286108,7957.32741111,1553.98375285,451.81408510,2634.50666667,0,336.42670000,260.88875452,160.95694306,346.02271667,133.37908558,107.81571248,0,1.47111429,18.86915520,22.23000988,7.76416368,66.75207826,0.92537199
2010-07-19,851.10852489,2281.31860571,1326.71851373,402.89797124,638.63024444,0,372.62220000,152.36346721,102.70191972,137.55666833,479.70417049,72.81827824,0,3.69144286,17.45690163,3.67721933,7.00528714,76.77628000,1.06325822
2010-07-20,922.64350998,6548.28443636,1261.13520520,1541.14520225,718.15602105,0,0,234.88543127,90.29701250,142.28629762,470.59894962,89.09711901,0,24.22932000,23.03211933,8.15546472,5.39464303,25.37070508,2.68871591
2010-07-21,5565.00569404,4081.45333500,1126.04300086,2842.67391702,456.79202308,0,0,76.27638665,147.78099915,36.59279032,11.57061941,81.58601040,0,22.95457778,24.36762917,8.76946079,6.56621576,9.94358394,2.63347278
2010-07-22,1216.07354690,1135.18954118,1356.29496289,2518.94523750,919.80867619,0,0,71.73828812,94.61381215,28.60791981,3.33722648,76.03418701,0,33.51368421,25.21442925,7.69534932,5.40663193,7.22155899,10.00758188
2010-07-23,1570.48350280,1009.19315769,1388.98435398,1987.74788302,529.24822250,0,0,149.23966339,73.88357087,36.88731875,3.41311942,111.47408010,0,9.54425143,27.93025789,20.05359768,5.49922249,63.97967917,9.91146086
2010-07-24,2086.95442628,5524.45460000,1392.25976988,1506.49926436,1170.54247647,0,29.59560000,297.60011825,110.67241250,360.57790588,219.56444477,144.04410110,0,15.63966154,24.07283068,39.18796248,4.21025893,21.55777857,19.39884113
2010-07-25,1873.33313330,4719.47734000,1431.15667310,3190.57146241,1280.34887500,0,0,324.13389964,131.67146942,96.72155000,4.59016798,105.06757893,0,9.34666250,23.49345667,10.56223716,4.10002621,10.20091566,2.34474039
2010-07-26,1118.73419160,3412.16445000,1140.88919080,1660.54566824,430.49320000,0,0,187.47411889,89.02893280,67.59658904,5.63976646,95.19363709,0,2.39592500,17.12805463,11.95006050,4.20042568,23.40678511,4.40215371
2010-07-27,1208.72609553,3070.05111250,947.11562611,1688.67709585,344.41641667,0,0,67.46229561,89.74938927,38.25823540,2.78251264,30.92725999,0,3.03623846,28.21308070,15.31488816,6.11955764,22.58321818,4.56477871
2010-07-28,10154.90767429,330.54095179,881.07156864,1637.33817702,468.02000000,0,0,197.21510242,99.71665081,27.39462952,107.47604678,35.02211159,0,3.75873571,9.91696700,19.31217159,4.51039867,39.47952162,7.96798127
2010-07-29,2281.63491621,6.61248095,1029.74883455,1438.18827491,161.68632308,0,0,206.57966779,80.17965130,64.74521373,223.29439429,17.00535049,0,11.09291429,14.08125574,6.32324934,3.43698399,8.51321549,6.38680092
2010-07-30,1116.56071365,2303.75506667,789.34171208,1812.11878520,27.17265385,0,0,266.24319154,106.49258827,71.21689070,9.08815863,52.70322103,0,9.44832500,22.38107368,18.28032573,4.67991994,3.36061304,33.88536517
2010-07-31,1980.40918051,5314.18222500,1343.54121621,2137.28427216,8.03890000,0,0,452.21531150,118.88678201,266.56685833,54.20854381,74.50604578,0,2.46920000,24.48028209,9.45101488,5.57300234,1.06533725,9.86427399
---------
