Day,[NICS KRAKEN] CPU Hours: Per Job,[TACC RANGER] CPU Hours: Per Job,[NCAR FROST] CPU Hours: Per Job,[TACC LONESTAR4] CPU Hours: Per Job,[NICS ATHENA] CPU Hours: Per Job,[TACC LONGHORN] CPU Hours: Per Job,[PSC BLACKLIGHT] CPU Hours: Per Job,[LONI QUEENBEE] CPU Hours: Per Job,[SDSC DASH] CPU Hours: Per Job,[NCSA LINCOLN] CPU Hours: Per Job,[PSC POPLE] CPU Hours: Per Job,[SDSC TRESTLES] CPU Hours: Per Job,[NCSA ABE] CPU Hours: Per Job,[NICS NAUTILUS] CPU Hours: Per Job,[IU BIGRED*] CPU Hours: Per Job,[TACC SPUR] CPU Hours: Per Job,[PURDUE STEELE] CPU Hours: Per Job,[NCSA EMBER*] CPU Hours: Per Job,[PURDUE CONDOR] CPU Hours: Per Job,[ORNL NSTG] CPU Hours: Per Job
2011-05-17,1091.81329091,1223.18618085,1401.50518333,327.95034717,137.75233467,252.11671923,509.43546735,264.20244260,94.90291379,141.31925567,87.93797500,376.39192441,0,88.71381325,21.08548932,25.35757273,6.04574640,1.86001580,2.37420795,0.05012777
2011-05-18,1066.30655133,922.55197580,249.59407333,644.32951797,144.47239749,249.53612500,761.14214220,348.44214693,90.27215882,189.48686216,175.27827429,333.48364594,0,152.77928571,16.27217576,24.08600000,6.99094908,5.39005171,22.04116939,0.05969597
2011-05-19,1167.60444851,1218.54149822,1159.75703939,373.70033826,135.95248416,181.74408217,579.23665950,134.68553108,61.46963333,225.38500156,138.99846301,345.91935601,0,131.46825397,77.55358387,18.47555000,17.63689796,4.07800727,3.62040570,0.00479429
2011-05-20,1459.02468522,1470.94020699,587.45947872,316.01155023,616.01045572,185.21223929,520.42357986,128.00095208,106.46916250,221.93994224,64.06318166,228.48230958,0,54.33696160,64.02573254,13.24206000,5.64879821,2.51837958,3.05957901,0.00409778
2011-05-21,1360.83355320,1432.29323091,989.55539273,883.02922371,1464.30095714,244.56281870,494.30048000,107.58256659,55.25406667,231.35690092,124.80306637,203.71290151,0,389.59662800,10.98806842,0.59704000,7.36118578,2.29484021,11.13306851,0.00406800
2011-05-22,1473.45486674,1105.35927940,1071.42302727,759.23953707,163.11005060,231.76211010,569.60925455,188.30374948,127.90220000,230.62060270,93.12560843,148.68498540,0,494.32563846,44.30686438,0,8.55901150,5.06927716,21.17697157,0.00415600
2011-05-23,1237.22917666,1034.84050702,924.07605185,293.44797035,153.38988270,215.00167979,397.46458972,128.81733398,0,233.29877615,52.00909429,175.76880909,0,153.89586364,40.86348759,9.62302727,11.66164931,3.38259691,21.17697304,0.00398125
2011-05-24,1487.40047717,854.08971543,1036.16910000,1311.66912237,156.60033326,206.61492463,445.74984286,129.23043459,39.15778333,233.72275934,60.34749375,23.03347397,0,115.83075789,31.77448093,8.09317931,15.24337419,3.63311596,18.34110506,0.00393469
2011-05-25,1053.66967769,810.18050337,1389.84000263,452.30609470,144.90585029,209.60860357,274.40833393,137.29504364,70.15357500,232.65169885,50.30961724,37.29998162,0,81.71097273,54.81806466,8.27656364,16.75532046,4.30637319,19.50287117,0.00426818
2011-05-26,4508.47493257,853.14073331,742.14764146,910.43780415,149.20855334,217.82193468,651.43497132,68.73177804,106.83897692,157.30884184,83.81060339,51.01504137,0,162.55649063,79.44236456,14.38668000,13.51636202,3.82304613,20.01279724,0.00383704
2011-05-27,1636.47922388,938.17417486,839.13102400,483.35217458,124.80285236,207.80162437,407.75501768,84.15196648,36.38748421,203.71077742,221.04782099,34.03921446,0,150.34535686,25.37438242,13.22220000,12.17881752,3.44611555,20.83196827,0.00429375
2011-05-28,1087.43502321,1394.71531175,726.50125217,918.20002538,720.83799889,245.87823696,768.88507283,220.68495412,57.09280476,120.35224422,169.02868022,36.03365223,0,81.19979444,87.11266000,0,9.33964793,7.16601127,21.17697990,0.00417826
2011-05-29,607.99754516,1268.65066294,447.17036667,714.25811046,152.51812042,73.24938333,714.93741059,145.27850119,0,242.67864750,124.60087700,43.90877191,0,74.77100781,78.50111429,14.33333333,18.76935802,6.22380511,19.73444201,0.00446905
2011-05-30,475.07634969,1279.24319932,0,544.87137909,134.60345642,265.79749455,637.46626122,126.59603718,0,226.84084926,83.68263598,29.78908236,0,73.77187500,29.48549143,27.74000000,8.00505140,2.54968109,11.42160556,0.00422200
2011-05-31,1001.50605268,1296.76654018,2505.36690556,602.83979474,136.44041665,271.68752547,492.80262016,23.36146228,28.48667143,197.02589811,106.07795448,55.79824115,0,121.86965727,14.65112297,6.35776667,6.40215356,3.43696881,8.18364586,0.00411429
2011-06-01,853.57244665,1222.82224572,2627.47618929,426.14242118,139.03539271,221.56607333,670.10753672,57.54024792,131.90223333,224.92931571,137.99778480,169.83382196,0,125.46664343,19.00279714,13.03775000,4.14099963,4.96537432,3.30214979,0.00391020
2011-06-02,9364.20086157,1094.57464914,10111.22134000,565.72100631,138.48544266,243.33468318,370.01815882,54.74348407,0,225.50660219,81.60849571,183.66975234,0,171.69246406,36.45038235,4.98890000,5.34761859,3.99031254,2.10117099,0.00426250
2011-06-03,60376.63802143,1625.71736423,389.72235294,599.29045475,1259.11904787,180.50371064,137.88955634,55.05450938,0,271.33607739,120.58183840,33.50063227,0,317.10416479,58.80395625,13.02617778,5.78465180,3.14759210,0.69587421,0.00331667
2011-06-04,2872.52083918,1856.05837778,18882.03853333,810.67328983,368.72433039,212.34000204,355.57043708,43.74923229,0,232.26841618,131.02757143,212.41504853,0,615.11092222,44.13425294,1.85780000,5.91422715,5.19683724,2.80929639,0.00230000
2011-06-05,1319.14905264,1509.30314882,7084.85530000,558.03401172,133.28953354,231.07716667,247.87845303,119.61910336,0,221.17818707,101.16320132,76.50087915,0,75.45292074,44.05510588,0,4.77012637,6.74287863,0.58881928,0.00231389
2011-06-06,1307.98197058,1366.13564470,152.70223333,3676.36920400,112.76018851,177.32731707,160.76676391,4.77818182,0,274.59696783,81.24124396,80.61180733,0,59.61303867,3.60773675,13.71271818,6.46492050,3.90610060,2.27447364,0.00231389
2011-06-07,1241.62676198,971.29123012,1536.09778000,127.94451207,155.42124904,146.17964603,297.01471622,0,0,262.05379652,36.94971577,23.16854289,0,42.16914808,14.93436857,37.80997500,10.78286376,2.27860010,0.85197803,0.00301042
2011-06-08,1554.95123517,1053.40621456,1363.28944063,709.05091451,148.65067887,180.73697188,61.83342891,321.73331020,0,174.47459249,52.44911902,100.24758302,0,175.67870308,51.91753273,31.22224000,6.92551336,5.13358306,1.72911348,0.00354107
2011-06-09,1419.20781563,987.26929205,1949.02320741,368.24709333,170.22325325,149.17321491,73.81714309,125.91427303,0,205.63857606,67.70064356,159.16592154,0,83.90119563,37.58921901,26.49111667,8.50108480,5.94090378,4.33764141,0.00374727
2011-06-10,1360.50693090,909.12917553,692.40746800,404.90011618,1021.59418564,219.07940594,158.95680625,64.50547214,5.77780000,242.39182609,69.17219193,28.97224392,0,104.01595602,78.39746563,20.83442500,11.40804371,4.69135550,0.58233067,0.00329667
2011-06-11,1690.36730322,871.47862293,1193.78454762,346.90666250,1683.40301653,224.16157558,455.84230577,195.78076556,118.17445000,250.53089914,77.59141950,14.85139575,0,36.88952151,41.43142798,2.25383333,15.11127012,8.68351241,20.29387168,0.00346724
2011-06-12,1229.20742629,930.89637720,2001.99111667,694.09363373,1940.41566884,258.16203238,287.36492420,47.82947879,169.54813333,272.48754220,79.94145214,21.53067929,0,241.20628281,75.60573300,13.26857143,12.76881565,4.43535413,21.02368786,0.00343966
2011-06-13,1386.70560694,561.26654289,2491.25778333,202.91321716,289.22824237,119.56385694,123.87351854,56.57830982,85.01968571,254.90786522,110.08520294,32.00390634,0,66.42702153,65.76688870,27.01166250,7.83941262,2.44704255,10.44767585,0.00368793
2011-06-14,735.23986107,2378.46969664,1036.03091304,924.63081336,609.91089985,345.83391579,220.51105201,206.10137388,84.63252727,175.98513529,124.44365827,27.59902767,0,100.85862837,58.91004135,8.26220000,5.35201324,1.70598726,18.05762967,0.00360566
2011-06-15,1086.34967224,1420.05988451,99.78149636,371.73961071,2149.86052386,174.28972277,398.24152667,94.38147572,91.67911000,142.75580909,91.27631948,27.84293317,0,134.61338730,31.54047521,35.84888750,1.89617816,2.18727081,10.03818919,0.00393077
2011-06-16,13066.13900992,1238.94415398,3072.92563333,93.31872308,1035.52826739,214.64886484,315.05366970,66.86268741,121.72887500,83.70121418,119.00887222,36.00465855,0,97.98615158,30.58583500,11.98310667,7.37781971,4.50707757,8.02498703,0.00380385
2011-06-17,6152.39528234,1473.62425566,1095.83191818,929.11592420,545.17511110,220.05512771,461.71341295,83.71639170,100.41027500,79.95570598,126.13481439,91.99994131,0,67.30914133,25.64562810,7.42692941,9.66239215,4.54310311,2.52862824,0.00457879
2011-06-18,6578.03393463,1246.91649319,3882.68665625,634.83825397,549.71342283,268.70352717,881.09371731,246.22961496,96.88815000,138.86939067,137.01725152,262.16247166,0,98.95264483,74.86420490,0,14.47671350,4.47126359,21.05334017,0.00332381
2011-06-19,3016.19445429,721.88756063,4780.93413636,501.59058036,284.86556236,233.92721538,545.02877208,153.96629020,2.87910000,124.46512439,142.74054800,299.76795930,0,102.62279568,65.80837241,0,15.61035455,5.56320253,18.39454786,0.00365893
2011-06-20,2208.49177949,1358.38839545,3307.51555000,1048.13058075,495.01616108,245.86946095,372.56191961,279.93028532,39.16611429,121.44045948,85.26150190,241.04256242,0,69.23724111,74.60916500,0,11.10679074,4.52229820,3.17980626,0.00357358
2011-06-21,1716.03389180,973.31090418,839.57333462,261.51205412,439.40318043,218.08937217,478.32053613,149.31372868,1043.29134000,104.52664846,126.74815036,155.72954370,0,38.39948575,75.88529247,18.79556667,8.13536547,3.05898785,2.19970788,0.00364386
2011-06-22,1394.29240941,1293.25738228,6463.89840000,483.50184032,1367.82872006,233.73276905,524.05550000,172.01132719,1093.01851667,164.57222297,92.47208529,91.14030282,0,57.85484025,14.65378506,5.25245000,9.70168078,2.45037313,1.89708626,0.00373519
2011-06-23,2003.66253013,1111.08869432,4374.28890000,157.54442365,492.58610596,137.79826087,567.36133856,89.96930409,1586.31332500,70.71012517,83.59319827,158.49530835,0,39.06105502,7.93880635,8.65780000,4.73146491,1.29956147,4.79002053,0.00329667
2011-06-24,2451.96226638,954.82672177,0,159.53000385,776.40127207,332.94869298,834.72513398,150.12366406,2077.34370000,132.94625962,28.52963148,119.84691890,0,46.79397863,28.40267085,23.55560000,2.57918938,4.25059255,1.67986308,0.00342364
2011-06-25,3195.95762384,900.95860785,27247.50220000,715.67917595,2242.79721615,519.59000000,957.50842346,119.44963131,1304.67555000,219.60840811,118.17691951,118.26601827,0,68.19169293,71.53539180,0,5.25979284,9.91923125,2.79813722,0.00338182
2011-06-26,2911.51707273,799.41363583,5304.20201818,444.52721884,3028.60451825,524.58869412,833.97760196,322.74275464,1632.00000000,0,184.72655750,34.96582364,0,80.99298831,16.48303333,9.88000000,5.16874432,4.22397026,7.26694345,0.00324182
2011-06-27,2923.10209131,836.60474622,22434.70220000,154.23471667,1548.08561516,94.15894390,369.60299875,189.51412042,1089.16890000,196.90724737,123.43763644,63.35882381,0,33.25035452,58.09545932,33.69780000,7.59011012,2.46777168,1.55460914,0.00321538
2011-06-28,1391.96387898,387.44632366,1.72890000,500.45848848,801.00543277,376.82530000,638.32060606,85.51031125,836.72277500,185.01060943,79.67869143,43.70632841,0,42.43916439,5.05056851,0,5.73524242,1.70536008,0.58266568,0.00312459
2011-06-29,4200.56799023,1036.04766312,6894.16000000,626.55420565,1611.51958000,314.81793158,369.86504949,137.38871696,1100.85036667,125.58814118,102.94134928,192.69293069,0,22.08235551,24.24537816,31.26555000,6.58100127,6.15316416,1.68388107,0.00343704
2011-06-30,11489.46987210,1045.53632055,6150.55777500,440.95115972,944.49731893,220.02695921,564.29309530,202.19729720,1632.00000000,172.26060000,178.56651605,159.99178974,0,47.01379692,28.41523735,23.72555000,6.72778729,2.97961528,4.67968314,0.00343455
2011-07-01,4985.12372316,837.42134429,6372.45630000,0,640.16658664,208.42307869,576.09640822,200.38802281,458.80890000,75.95453333,203.77426711,187.30525863,0,59.83671637,35.95911333,32.16000000,10.47781543,3.81536373,3.49170845,0.00288333
2011-07-02,2671.98193345,849.51689060,17632.71110000,207.22585517,222.83691225,246.49919767,526.84841165,267.94633376,192.00000000,112.42489375,218.10809595,221.57769761,0,39.93470476,26.21451905,4.04040000,13.24964548,5.65721188,11.55156048,0.00230000
2011-07-03,1137.15705580,815.33721978,13480.77036667,2199.90517368,340.13046192,407.64626136,466.77092639,282.48407846,192.00000000,109.92656094,114.72649810,171.73550419,0,418.73716364,22.66972432,32.02670000,2.27482178,4.42157935,18.36272534,0.00229730
2011-07-04,2297.63865472,1018.63061960,24576.56890000,720.25972826,1765.57769322,278.92411912,407.38537083,145.57705681,161.96670000,141.04715000,173.27067344,204.32505787,0,31.74151955,11.39976429,9.62075000,7.62109342,3.74959479,16.45776398,0.00230000
2011-07-05,1689.09166461,1051.98938418,14497.13776667,169.82041277,1556.20907442,254.63407204,76.85535956,186.95482407,0.48640000,32.13149710,74.62210897,224.52057460,0,79.53845029,14.69001691,0.96474000,5.30258445,3.73444756,0.68428417,0.00223824
2011-07-06,848.10570309,1016.64677663,1529.59999565,2403.96274722,2102.66432273,309.19489104,297.87984331,247.22361682,63.07912000,100.57782874,76.97926180,311.80067580,0,112.55998696,56.29150000,35.00000000,7.23411132,2.15669269,17.14408095,0.00233684
2011-07-07,3806.60878269,716.09583016,18245.68890000,575.76492042,759.04998492,418.13055714,320.95008276,167.81399587,192.00000000,116.11383367,80.49841143,168.27727857,0,31.08727541,42.16668013,30.79115000,18.16030054,1.88929971,1.48051707,0.00223889
2011-07-08,4264.70440576,937.48304331,7510.12442500,784.43018253,512.01614266,292.92590941,378.68415000,306.83001584,161.51110000,117.29761154,116.51276941,280.81062328,0,21.92812407,52.23118485,36.54960000,13.69383588,2.90771373,1.34533828,0.00230789
2011-07-09,1985.46924498,776.92410394,16754.96296667,407.46047772,1373.26240803,371.38000000,495.37602979,327.96782488,192.00000000,206.19776000,126.44855437,737.83366209,0,36.88523711,9.81280470,0,41.94005123,3.44602303,17.14408095,0.00225429
2011-07-10,1425.23893449,655.46698562,24577.42220000,2058.83306027,968.98092847,506.79845556,496.72852857,379.75355526,89.32220000,108.56197778,140.71256235,480.18572749,0,40.10360263,59.17797845,0,16.39501384,3.43611732,15.33968936,0.00231389
2011-07-11,853.02898027,956.93880140,12937.74222500,262.56203657,614.88054140,218.44350118,154.51860928,308.32486198,0,48.53407333,59.75908879,428.32699912,0,240.86095862,67.14028137,33.92266000,14.13108872,2.87707382,0.64216184,0.00230294
2011-07-12,961.42446551,1064.43701921,7044.27556250,1911.34929725,627.48645817,230.41198962,120.78912471,244.21426800,26.23036667,28.23139114,114.29329104,251.93896353,0,246.57761111,15.76786918,26.92282727,11.80051364,4.08445372,1.23085767,0.00227059
2011-07-13,1416.80807234,957.31779375,5536.52799000,555.45124141,429.52965722,252.08853762,150.78989512,221.20763214,115.26440000,27.84608909,52.89315646,80.47097261,0,18.52128379,15.85010911,16.05333462,14.55203309,3.06093543,0.58850696,0.00223939
2011-07-14,1674.87795830,1105.27664742,7674.72761429,566.89686945,1012.27391111,264.57421613,150.20033226,209.67279096,110.48666667,4.96393457,112.99667710,26.76431556,0,32.48425836,56.30000957,34.13940000,10.33775889,3.56855514,1.03485127,0.00222308
2011-07-15,1817.93363564,1201.48665723,23779.55555000,610.60581289,440.87499353,308.87548090,241.84399832,170.96713441,0,93.30740588,100.09714604,183.27485902,0,34.53892209,54.97452602,53.29833750,19.89437779,4.53096971,2.20808431,0.00223784
2011-07-16,2125.98984221,1128.68682324,17299.15260000,798.91494326,189.32917813,534.99321273,402.39782977,254.59860212,0,111.91951022,228.40127258,44.12885394,0,23.43585829,60.78864696,57.84000000,54.09989147,3.61983735,4.56994249,0.00231053
2011-07-17,994.69659648,1165.71547217,16636.64197778,92.37334286,169.02345668,622.44927021,220.69548881,253.49622188,0,43.42603919,290.37497273,40.60249157,0,19.02856780,57.40008559,41.02220000,57.58706739,4.74865109,12.76723233,0.00232703
2011-07-18,1588.72582847,984.60863185,25975.35644000,1482.58224565,2180.76066257,367.06492680,79.82843230,229.80733400,171.37853333,7.36690554,68.02862848,116.18712989,0,26.75806641,43.48621400,21.16665000,12.53096970,5.63159347,2.43255884,0.00223784
2011-07-19,2124.15759031,1102.69357210,20059.87555000,831.58375320,4156.58235146,397.18579011,557.71090313,156.19028498,63.80888750,28.51030681,100.42385321,242.77901128,0,38.01701754,67.75601461,28.22528125,18.01165996,3.47155410,3.24242969,0.00225263
2011-07-20,1688.14532909,1252.75885350,24361.42222500,561.26195983,3157.12340752,487.13472500,347.55143173,122.93939459,71.68096875,107.31535455,95.73945211,88.48429060,0,30.53491770,66.15928966,62.12075000,2.63759343,4.05871657,0.26335464,0.00226757
2011-07-21,851.21492652,1052.48241594,11062.81481111,530.19216449,4853.41827750,284.72177227,400.28772199,202.36442251,105.05133000,58.66576634,93.59041525,53.05513850,0,20.06724351,66.36865526,21.54073333,17.15294850,2.52412164,0.60056759,0.00228158
2011-07-22,724.29028302,1251.95656820,30611.91110000,424.78792423,6444.72369153,416.26979659,199.46026373,226.65533035,41.06495385,68.98068242,28.28126486,70.57483027,0,17.91673676,47.95763478,12.65556000,20.85465844,5.70178779,2.16226385,0.00229730
2011-07-23,977.01289743,1318.27452657,49154.27555000,1338.65904841,9506.43153571,416.04111136,2.51302857,197.60901562,81.20032143,120.80255185,231.71037500,69.57549518,0,137.64093210,42.69880000,3.36890000,43.34671391,5.26417513,17.14408690,0.00222105
2011-07-24,637.87292686,1095.71838184,48901.12000000,311.56363394,539.79930361,333.45256436,349.12375385,408.78892670,45.54726818,77.00103667,265.25214167,108.01775462,0,88.23220947,46.46876471,64.04000000,48.70625277,3.89207323,3.75089041,0.00226757
2011-07-25,1097.50331940,936.90114673,49151.43110000,1444.75126149,0,221.71673672,114.04349830,242.59103543,35.43523571,56.94278447,117.76388824,39.91883822,0,24.54636667,38.19482941,22.00505000,27.90088644,1.77512082,0.71877910,0.00219189
2011-07-26,1036.58377580,808.30030787,49155.98220000,577.87266124,0,308.00031786,238.73235845,333.23058902,33.05360625,40.62211453,108.04472963,29.92774679,0,52.94123588,43.83485000,52.69631667,9.57961717,1.04533793,15.28516429,0.00243590
2011-07-27,880.58163798,903.52304051,32771.52593333,610.02622285,0,333.43218588,230.58220606,309.72819121,0,64.72468848,55.02018235,61.87496910,0,43.96748065,32.27045000,17.65956000,4.39820789,0.61654650,0.47410471,0.00242632
2011-07-28,1325.94737642,929.93494708,49153.70665000,544.77143941,0,365.40879583,181.41516772,250.65341644,7.16840000,110.50570814,94.20141358,196.48588459,0,76.50614124,36.04342500,38.84177000,5.46144505,1.09403470,2.37934156,0.00227895
2011-07-29,951.75634371,1073.41246312,37036.94220000,466.45738167,0,377.03370899,320.23285851,475.44172212,127.95853333,72.77026102,241.79631714,167.16778597,0,27.76099957,52.81963333,38.73156000,14.33032558,1.11673050,1.73133184,0.00232051
2011-07-30,1294.00820489,1218.45912740,49157.68890000,467.12766200,0,357.58439451,1302.00000000,513.63930559,27.20111250,36.09231278,364.23529412,172.43955127,0,60.17822000,18.77965385,55.00890000,21.79739588,3.16564055,5.18793818,0.00230789
2011-07-31,1300.06805663,1268.17881303,49152.00000000,695.86593539,0,429.33128438,722.46896842,554.10840000,175.40476429,33.35855957,307.41052059,196.94869395,0,52.07757538,36.85983077,51.19260000,16.32866289,3.84952288,3.49806846,0.00278000
