Day,[TACC RANGER] CPU Hours: Per Job,[NICS KRAKEN] CPU Hours: Per Job,[GATECH KEENELAND] CPU Hours: Per Job,[PSC BLACKLIGHT] CPU Hours: Per Job,[TACC STAMPEDE] CPU Hours: Per Job,[TACC LONESTAR4] CPU Hours: Per Job,[NICS NAUTILUS] CPU Hours: Per Job,[SDSC GORDON] CPU Hours: Per Job,[TACC LONGHORN] CPU Hours: Per Job,[SDSC TRESTLES] CPU Hours: Per Job,[PURDUE STEELE] CPU Hours: Per Job,[GATECH KIDS] CPU Hours: Per Job,[PURDUE CONDOR] CPU Hours: Per Job
2013-07-22,0,850.62126295,350.64369353,300.70915233,95.03109345,272.39829723,206.93132958,307.77621717,240.48355000,80.65510297,13.35859474,10.07588235,0.86060850
2013-07-23,0,1463.39861971,774.51614211,427.23114485,205.23453442,416.49559698,143.73633300,623.36810783,143.07087027,169.28402515,33.07778653,6.77677500,10.21268333
2013-07-24,0,878.77507307,970.86020455,369.46243818,472.06477475,306.57211603,438.38584211,274.29402403,75.42888983,187.79985322,38.69515230,10.05937500,11.78352083
2013-07-25,0,1276.46464210,1053.45935161,265.40057899,229.39290483,322.95167749,208.04626800,212.07763991,82.67458125,164.05083008,19.79149496,6.63776774,11.99861250
2013-07-26,0,1353.56827445,533.68247014,173.31733608,184.39475755,465.30597552,260.01925909,318.82530409,55.66256250,204.12245370,19.01124384,5.54572308,11.38702143
2013-07-27,0,963.85169525,445.51153160,379.11682597,175.63546849,520.21123153,700.64318095,222.82389553,43.16970333,138.17191457,11.42133415,9.28431034,5.42713056
2013-07-28,0,775.19419830,514.36545449,300.75133871,189.05183032,303.92181262,99.96349048,163.48195833,92.90566500,196.64206189,12.70404663,10.36227692,8.31910556
2013-07-29,0,794.36213041,576.02231458,223.38552947,89.87561638,388.55670531,182.54497931,131.18664632,49.32332941,164.25370728,10.60432274,8.93825000,11.96685000
2013-07-30,0,857.77714641,561.62533000,223.51960996,73.59261797,415.87313156,1053.10917500,151.41800506,93.24796389,48.67576272,16.56128169,0,9.89818966
2013-07-31,0,765.19033446,1384.88878837,219.82656231,53.10196384,408.09956220,717.00030455,135.15838902,65.18623333,105.46471768,12.60148465,0,4.23107143
