title
"Number of Jobs Started: by Node Count"
parameters
"Resource =  SDSC-COMET"
start,end
2016-02-01,2016-07-31
---------
Day,"[1] Number of Jobs Started","[2] Number of Jobs Started","[10] Number of Jobs Started","[4] Number of Jobs Started","[8] Number of Jobs Started","[3] Number of Jobs Started","[6] Number of Jobs Started","[12] Number of Jobs Started","[16] Number of Jobs Started","[5] Number of Jobs Started","[22] Number of Jobs Started","[64] Number of Jobs Started","[24] Number of Jobs Started","[20] Number of Jobs Started","[32] Number of Jobs Started","[9] Number of Jobs Started","[60] Number of Jobs Started","[25] Number of Jobs Started","[15] Number of Jobs Started","[7] Number of Jobs Started","[18] Number of Jobs Started","[72] Number of Jobs Started","[30] Number of Jobs Started","[11] Number of Jobs Started","[40] Number of Jobs Started","[48] Number of Jobs Started","[36] Number of Jobs Started","[50] Number of Jobs Started","[43] Number of Jobs Started","[14] Number of Jobs Started","[13] Number of Jobs Started","[17] Number of Jobs Started","[42] Number of Jobs Started","[70] Number of Jobs Started","[21] Number of Jobs Started","[62] Number of Jobs Started","[34] Number of Jobs Started","[35] Number of Jobs Started","[45] Number of Jobs Started","[26] Number of Jobs Started","[54] Number of Jobs Started","[28] Number of Jobs Started","[38] Number of Jobs Started","[56] Number of Jobs Started","[46] Number of Jobs Started","[33] Number of Jobs Started","[27] Number of Jobs Started","[19] Number of Jobs Started","[31] Number of Jobs Started","[65] Number of Jobs Started","[23] Number of Jobs Started","[41] Number of Jobs Started","[63] Number of Jobs Started","[44] Number of Jobs Started","[52] Number of Jobs Started","[53] Number of Jobs Started","[49] Number of Jobs Started","[55] Number of Jobs Started","[37] Number of Jobs Started","[39] Number of Jobs Started","[61] Number of Jobs Started","[29] Number of Jobs Started","[47] Number of Jobs Started","[67] Number of Jobs Started","[68] Number of Jobs Started","[66] Number of Jobs Started","[57] Number of Jobs Started","[58] Number of Jobs Started","[59] Number of Jobs Started"
2016-04-23,8885,168,26,16,65,159,21,12,9,8,2,4,1,3,8,3,7,0,4,5,1,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-24,9467,238,19,79,70,51,14,12,12,6,1,11,3,6,11,23,3,3,3,49,0,0,1,0,0,0,2,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-25,11627,671,17,91,31,27,20,14,8,11,1,0,11,10,1,25,8,16,17,7,0,1,0,0,1,0,0,0,8,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-26,12355,680,39,138,127,287,21,22,28,6,3,0,0,11,38,0,20,21,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-27,13673,664,32,69,64,40,29,14,12,9,2,0,8,12,3,0,11,15,0,0,1,0,0,2,0,0,4,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-04-28,14194,591,34,80,45,355,23,34,18,13,1,0,15,22,2,1,20,1,1,0,7,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-04-29,16305,472,12,65,21,15,27,18,31,3,2,0,12,19,3,1,16,3,1,1,0,0,3,0,2,2,1,0,3,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-04-30,17724,152,22,49,36,45,22,19,15,21,0,0,3,2,4,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2016-05-01,20510,220,32,28,19,17,24,4,16,17,1,0,0,3,3,4,5,0,0,0,3,3,0,0,0,0,3,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-02,14632,569,42,66,24,22,23,8,50,15,3,16,2,32,2,4,15,6,0,4,1,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-03,9711,578,34,67,28,16,14,29,57,14,2,11,10,12,3,5,18,3,1,0,2,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-04,8149,534,37,64,65,49,20,42,37,19,2,26,4,23,0,12,11,6,9,10,4,4,0,6,0,0,13,0,2,6,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-05,12840,562,115,76,33,32,16,29,20,16,2,6,6,18,3,21,9,1,15,13,9,10,1,12,0,0,14,0,2,19,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-06,11570,446,39,62,31,19,18,18,11,9,2,19,2,10,6,3,14,5,1,2,5,4,0,0,0,0,6,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-07,13372,161,30,27,24,12,9,6,10,7,2,21,0,4,4,0,3,8,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-08,16849,223,14,75,49,20,21,12,20,7,3,28,3,4,2,1,1,1,0,3,1,0,1,0,1,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-09,13372,516,60,80,45,81,11,7,24,2,2,19,8,6,0,0,11,18,1,0,0,0,2,1,0,0,2,0,2,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-10,17183,611,113,99,131,21,10,3,17,2,0,18,2,9,0,2,8,1,1,0,2,0,0,1,4,0,1,1,4,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2016-05-11,19342,690,74,46,48,21,9,23,15,13,0,17,12,9,0,5,4,13,2,1,0,0,5,0,2,0,0,0,5,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-12,18472,708,59,52,28,241,14,16,8,1,7,4,14,7,2,1,6,10,0,0,0,0,5,2,4,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-13,19065,638,17,77,26,20,11,8,11,20,4,0,7,10,5,0,10,1,1,1,0,3,0,0,3,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016-05-14,3704,308,13,65,31,226,11,5,5,17,1,0,4,14,0,9,7,0,0,0,0,0,0,5,5,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-15,4199,338,60,249,30,222,9,4,7,51,1,0,8,17,0,2,0,1,0,1,1,0,0,1,1,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-16,4972,769,90,145,34,191,20,6,13,19,2,5,5,7,5,2,16,10,0,0,0,0,0,16,1,1,14,0,3,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-17,5793,564,20,57,15,22,23,9,8,22,2,9,4,4,4,7,10,7,0,0,0,0,0,16,4,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-18,6251,1147,44,69,14,122,9,4,17,12,4,2,1,4,4,3,24,8,0,0,0,0,0,8,3,0,1,2,0,1,0,1,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-19,8272,1135,37,10,34,64,5,4,12,7,3,2,2,7,12,6,23,15,0,0,0,0,1,8,1,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-20,4101,690,15,28,40,15,18,10,6,4,4,5,2,1,6,6,5,6,0,0,0,0,1,1,1,0,6,0,0,7,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-21,2368,312,37,35,30,6,14,6,6,29,1,11,3,0,3,2,5,3,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-22,5197,300,19,27,34,6,12,2,5,8,8,11,4,0,4,3,4,2,0,0,0,0,8,0,2,0,0,0,0,2,0,0,0,3,0,1,14,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-23,4987,605,13,27,48,16,23,4,5,33,2,4,6,0,6,0,2,1,0,0,1,8,8,2,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-24,4880,653,10,56,34,32,27,15,10,20,3,0,4,2,8,0,9,1,3,0,0,1,4,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2016-05-25,4891,627,20,23,39,13,17,19,14,21,3,3,3,2,5,0,6,1,2,1,0,3,5,8,4,0,7,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-26,5742,427,9,29,30,6,39,9,9,6,0,5,1,1,2,3,5,2,4,0,0,3,5,1,3,0,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-27,5156,505,25,96,26,18,40,9,9,8,4,6,3,9,3,0,3,1,3,1,0,3,3,0,0,0,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-05-28,3580,150,6,64,28,18,5,7,29,28,2,2,4,12,1,2,2,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-29,4359,277,7,34,28,5,14,11,26,61,0,11,0,11,22,0,0,5,1,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-30,2891,503,5,48,10,21,5,7,11,5,0,7,3,11,5,0,1,12,0,0,0,0,1,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-31,2914,555,8,47,33,40,0,21,14,34,0,7,4,15,3,2,1,21,2,1,0,2,2,3,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-01,2554,449,4,133,26,25,22,6,20,7,1,2,1,5,13,0,1,12,5,0,0,0,17,2,2,1,6,2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-02,9409,437,12,44,25,13,6,8,11,6,0,4,2,8,20,1,7,4,6,1,0,0,8,1,0,0,0,2,0,1,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-03,6153,383,14,44,80,12,2,45,14,6,2,2,2,7,2,1,1,2,2,24,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-04,5111,119,7,20,18,8,13,26,13,4,2,1,0,2,9,0,2,0,3,38,0,0,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-05,6476,163,5,163,20,13,1,4,14,6,0,1,1,3,11,0,1,21,0,0,1,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-06,5178,277,33,22,19,80,13,19,19,17,17,1,13,3,4,0,1,15,2,1,0,1,9,3,0,0,0,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-07,5223,302,69,32,34,26,5,7,8,33,7,11,3,4,6,0,1,0,1,6,1,0,5,2,2,10,3,0,0,0,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-08,3911,273,32,20,26,24,2,5,15,2,1,5,4,1,3,2,0,1,1,2,12,2,11,1,0,0,1,1,0,3,22,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-09,6477,379,10,38,16,5,2,2,15,3,2,2,3,4,4,1,0,13,2,2,18,6,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-10,2886,443,5,42,43,33,8,61,23,15,0,2,4,13,6,6,2,0,5,32,1,1,3,6,1,0,3,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-11,894,146,0,24,17,20,7,66,12,4,2,1,4,0,16,6,0,6,7,74,0,1,3,4,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-12,4626,281,11,12,7,24,10,15,17,10,0,12,2,0,13,4,0,2,2,24,0,0,1,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-13,12848,384,28,32,11,30,13,6,5,14,5,3,13,0,8,14,0,0,8,1,7,0,1,15,0,0,5,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-14,5893,293,20,50,13,77,9,10,5,8,0,1,10,7,0,11,0,5,6,1,1,8,11,8,0,2,9,1,0,1,1,3,0,0,0,0,0,2,0,8,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-15,5945,301,12,34,51,14,5,8,4,8,0,3,4,4,0,4,1,3,16,1,1,1,12,29,1,2,1,1,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-16,7176,304,11,24,69,43,6,7,9,8,0,2,16,1,0,0,0,2,8,0,0,1,7,39,0,0,2,0,0,1,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-17,8025,302,17,33,70,180,5,5,10,3,0,3,7,0,1,0,2,8,16,3,0,2,4,10,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-18,9163,153,6,85,29,3,1,7,6,10,0,11,5,4,0,0,1,3,5,2,0,3,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-19,578,330,0,12,6,4,0,3,7,9,0,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20,3595,355,1,28,30,42,9,9,7,46,0,1,4,1,2,0,0,1,0,1,1,3,2,9,0,0,3,0,2,0,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2016-06-21,6473,571,18,40,42,27,20,6,4,37,0,2,0,5,6,0,0,5,7,1,1,0,17,3,11,2,4,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-22,9570,359,22,24,22,29,11,7,10,20,1,2,9,12,1,0,0,13,17,1,0,0,39,2,10,1,3,11,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-06-23,4891,446,30,77,24,99,8,8,24,12,0,2,1,9,0,0,6,10,2,2,0,2,11,5,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-24,5188,351,42,72,53,21,6,10,9,7,0,4,0,3,4,1,0,9,2,1,0,0,3,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-25,3628,141,2,29,94,17,4,6,8,8,0,0,0,4,4,0,1,0,1,1,0,0,8,0,11,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-26,1395,162,14,24,117,6,3,3,12,4,0,0,1,0,5,1,0,0,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-06-27,3093,351,64,39,313,96,7,10,23,14,1,2,0,4,2,9,5,3,6,7,2,1,6,3,0,0,1,5,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-28,2592,541,17,48,217,34,9,6,13,6,0,9,1,5,6,3,6,3,9,3,6,5,10,0,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-29,3047,485,7,81,65,99,9,3,7,15,0,22,0,8,15,0,0,18,12,0,7,2,17,0,0,2,1,15,0,1,0,0,0,1,0,0,1,3,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2016-06-30,2989,311,32,57,145,13,63,8,15,38,0,12,3,13,9,1,11,7,5,0,10,1,4,3,7,3,1,8,4,5,6,0,5,0,0,0,1,3,3,2,0,2,1,0,0,0,0,2,0,0,0,5,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2016-07-01,14748,302,21,83,146,167,81,7,232,39,0,6,56,5,5,0,8,4,2,0,0,4,2,3,1,1,3,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-02,17754,116,7,7,207,9,141,2,10,88,0,1,1,8,2,0,2,1,2,0,0,0,3,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-03,16245,132,26,18,106,24,186,6,14,118,0,0,4,13,4,0,3,1,6,1,0,1,2,6,5,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-04,10051,218,36,40,40,13,41,11,3,30,45,0,1,4,3,0,3,32,2,0,0,0,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-05,20836,406,35,125,48,23,27,5,20,25,122,3,72,3,4,8,2,15,6,5,1,2,5,8,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-06,6491,353,17,67,100,20,16,33,16,36,16,6,23,1,2,3,5,9,3,23,0,0,9,4,2,0,1,7,0,1,2,0,0,0,0,8,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-07-07,7892,351,27,19,20,7,30,11,5,40,104,4,7,3,13,3,9,9,0,2,0,1,1,1,0,0,1,3,0,13,1,0,0,0,0,1,0,0,1,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-08,4456,370,152,51,55,42,24,11,19,48,17,209,128,2,6,0,8,5,1,10,0,3,0,2,4,0,2,0,0,1,2,0,0,0,0,5,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-09,9510,186,71,37,207,20,31,13,11,9,74,74,15,6,13,0,3,5,5,2,0,1,5,0,6,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-10,12214,167,31,15,1914,3,775,9,5,69,2,25,13,5,7,0,10,13,9,0,0,0,2,0,4,0,0,0,0,2,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-11,5491,365,118,44,722,32,413,13,14,11,23,18,2,11,12,0,8,11,8,6,0,0,3,0,13,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-12,6913,346,62,71,18,7,57,8,28,14,63,13,1,17,5,0,10,9,7,1,0,0,2,2,8,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-07-13,9589,384,96,70,181,31,124,10,27,8,60,18,2,4,11,6,11,2,1,2,2,0,8,1,4,1,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-14,10425,371,38,119,403,49,91,6,15,12,27,15,17,11,3,9,15,2,1,1,2,1,12,0,0,0,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-15,11888,513,45,81,106,31,87,8,10,17,92,14,13,7,3,1,12,13,4,2,0,4,5,0,0,0,2,2,0,0,0,11,0,0,1,0,0,0,0,1,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-16,8074,254,724,91,250,22,222,10,23,10,31,24,8,3,6,3,0,9,3,2,1,0,3,3,0,2,0,4,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-17,8900,129,1998,51,102,14,94,2,3,35,59,17,0,0,3,0,6,7,0,62,0,1,1,0,1,0,0,4,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-18,6339,412,501,98,116,15,46,6,18,52,57,5,2,7,1,2,22,4,8,31,0,1,1,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-19,401,31,1,17,1,4,44,3,3,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-20,5231,211,52,80,104,18,224,4,13,17,90,4,15,8,2,9,9,0,0,2,0,30,20,0,1,0,1,2,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
