title
"Wall Hours: Per Job: by Node Count"
parameters
"Resource =  SDSC-COMET"
start,end
2015-08-01,2016-01-31
---------
Day,"[55] Wall Hours: Per Job","[3] Wall Hours: Per Job","[28] Wall Hours: Per Job","[67] Wall Hours: Per Job","[37] Wall Hours: Per Job","[5] Wall Hours: Per Job","[18] Wall Hours: Per Job","[11] Wall Hours: Per Job","[6] Wall Hours: Per Job","[22] Wall Hours: Per Job","[40] Wall Hours: Per Job","[9] Wall Hours: Per Job","[20] Wall Hours: Per Job","[16] Wall Hours: Per Job","[14] Wall Hours: Per Job","[15] Wall Hours: Per Job","[12] Wall Hours: Per Job","[42] Wall Hours: Per Job","[27] Wall Hours: Per Job","[8] Wall Hours: Per Job","[26] Wall Hours: Per Job","[24] Wall Hours: Per Job","[70] Wall Hours: Per Job","[17] Wall Hours: Per Job","[7] Wall Hours: Per Job","[30] Wall Hours: Per Job","[43] Wall Hours: Per Job","[51] Wall Hours: Per Job","[2] Wall Hours: Per Job","[49] Wall Hours: Per Job","[64] Wall Hours: Per Job","[72] Wall Hours: Per Job","[1] Wall Hours: Per Job","[13] Wall Hours: Per Job","[21] Wall Hours: Per Job","[19] Wall Hours: Per Job","[4] Wall Hours: Per Job","[10] Wall Hours: Per Job","[41] Wall Hours: Per Job","[71] Wall Hours: Per Job","[65] Wall Hours: Per Job","[60] Wall Hours: Per Job","[25] Wall Hours: Per Job","[36] Wall Hours: Per Job","[57] Wall Hours: Per Job","[48] Wall Hours: Per Job","[32] Wall Hours: Per Job","[33] Wall Hours: Per Job","[50] Wall Hours: Per Job","[39] Wall Hours: Per Job","[56] Wall Hours: Per Job","[29] Wall Hours: Per Job","[35] Wall Hours: Per Job","[58] Wall Hours: Per Job","[52] Wall Hours: Per Job","[45] Wall Hours: Per Job","[54] Wall Hours: Per Job","[46] Wall Hours: Per Job","[38] Wall Hours: Per Job","[23] Wall Hours: Per Job","[68] Wall Hours: Per Job","[66] Wall Hours: Per Job","[34] Wall Hours: Per Job","[31] Wall Hours: Per Job","[44] Wall Hours: Per Job","[63] Wall Hours: Per Job"
2015-09-21,0,16.25041667,24.00000000,0,0,18.69510000,0.11875000,24.00000000,1.63916923,0,0.06215000,9.62194000,7.98504000,6.39943750,0,3.97490000,11.40579091,0.05280000,0,1.10065449,0,0.04360000,24.00000000,0.82530000,0,0,0.50190000,0.22500000,5.42168182,0,24.00000000,4.36455000,5.69105259,0,9.42110000,0,0.90026280,7.08882000,0,0,0,0.54680000,0,0,0,0,0,0,2.03460000,0,0,0,0,0,0.34810000,0.25420000,0,0,0,0,0,0,0,0,0,0.04310000
2015-09-22,0,8.05335833,1.90780000,0,0,9.55013333,0,5.78920000,1.85693429,0,0,6.97512857,4.54257692,3.51649091,0,0,8.39581538,2.72805000,0,1.83496559,0,0.00710000,11.99960000,0,0,0,0,0.56420000,5.36294724,0,3.19575714,10.02710000,3.45451935,0,0.28015000,0,5.98023556,0.77870000,0,0,0,4.05110000,0,0,0,0,0.75682500,0,1.12440000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-23,0,8.91715833,0,0,0,13.30165000,0,13.85710000,3.86059130,0,0,4.21277500,4.91661000,1.93894375,0,0,6.76101333,1.93685000,0,4.58753818,0,2.52110000,24.00000000,0,0.59253333,0,0,3.95906667,5.17627474,0,24.00000000,11.00262000,4.00993594,0,0,0,4.19228618,2.99739286,0,0,0,2.05360000,0,0,0,0,0.06670000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-24,0,9.18022667,0,0,0,5.01060000,0,12.43860000,2.59433684,1.70830000,0.27239000,0,1.65562424,2.40647143,7.34286667,0,11.06206154,0.18906667,0,5.91591111,0,0.23530000,11.99570000,0,0.42440000,0.01330000,0,4.02528000,4.86256503,0,6.04565000,14.86890000,4.44456950,0,0,0,4.55191463,2.97924545,0,0,0,0,0.82867500,0,0,0,0.15533571,0,0.24580000,0,0,0,0,0,0,0,0.16393846,0,0,0,0,0,0,0.13220000,0,0
2015-09-25,0,11.89605333,0,0,0,4.55156667,0,15.92718571,5.45508333,0.00860000,0.61401538,0.48680000,4.39745455,12.07640000,0,0,9.55920588,0.30210000,0,10.63427857,0,1.27030000,19.67940000,0,0,0,0,6.34830000,5.82117573,0,5.68351667,7.44295000,2.53865519,1.05936667,0,0,6.12388642,5.29564286,0,0,0,0,0.44042500,0,0,0,0.13220000,0,0,0,0,0,0,0,0,0,1.00945000,0,0,0,0,0,0,0,0,0
2015-09-26,0,12.12430000,0,0,0,3.09900833,0,14.43384000,6.72934000,0,0,3.39562857,6.56600000,10.84916667,0,0,10.24305882,1.00635000,0,11.89210000,0,0,0,0,0,0.01690000,0,0,8.94611412,0,7.43805000,11.79535000,10.65814824,0,0,0,2.22671200,4.98603333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22720000,0,0,0,0,0,0,0,0,0
2015-09-27,0,9.91092222,0,0,0,1.64597500,0,5.28515000,4.89757500,1.13470000,0,1.65791111,6.93701667,4.66264000,0.02345000,0,12.42023333,0.27810000,0,6.64145000,0,0,0,0,0,0,0,0,6.19627226,0,0.79921111,24.00000000,6.50942410,0,0,0,2.28909357,0.05840000,0,0,0,0,0,0,0,0.02617500,0.02522727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-28,0,11.37931429,0,0,0,2.89036250,0,7.85640000,2.31459643,3.78820000,0.05715000,0,8.19040000,5.54598182,0,0,6.25341176,0,0,3.03660455,0,0.05570000,0,0,0,0,0,0,3.63823343,0,0.89947222,6.18340000,3.88570397,0,0,0,9.01584712,0.28797500,0,0,0,0,0,0.04530000,0,0,0.10485000,0,2.82905000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-29,0,11.05844286,0,0,0,9.13106667,0,12.00155000,5.75809500,3.09940000,0.03957500,0,6.55418333,9.28918889,0,0,8.11222500,0,0,6.82311724,0,0,0,0,0,0,0,0,4.09085455,0,2.58421667,8.30567500,4.20734444,0,0,0,10.76800889,2.54117407,0,0,0,0,0,0,0,0,0.25182222,0,6.37980000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-30,0,12.19760000,0,0,0,16.20740000,0,11.53580000,10.04761905,3.72606000,0,0,7.00508000,7.33972500,3.20813333,9.95720000,7.22496000,0,0,2.13536494,0,0,0,0,9.04170000,4.26000000,0,0,4.76594036,0,7.81473333,12.66930000,4.80659436,0,0,0,2.92894490,5.11024706,0,0,0,0.20796667,0,0,0,0,1.16655000,0,17.59000000,0,0,0,0,0,0,0,0.28735000,0,0,0,0,0,0,0,0,0
2015-10-01,0,6.73963438,0,0,0,6.78180870,0,0,6.16936538,3.92190000,2.47710000,0,4.29698667,7.78004762,4.91775000,7.84095000,7.95504737,0,0,2.64290857,0,0,0,0,10.41330000,0,0,0,4.48636117,0,2.41039000,6.46535714,3.60191456,0,0,0,0.97494632,2.95368800,0,0,0,0,0,0,0,0,0.47130000,0,0.65750000,0,0,0,0,0,0,0,0.87170000,0,0,0,0,0,0,0,0,0
2015-10-02,0,4.70850370,0,0,0,2.33296667,0,7.42620000,6.62936000,0.24828333,2.17614667,6.55467500,12.36951111,4.81635652,8.48793333,24.00000000,8.05090000,0.25750000,0,3.24811356,0,0.40402500,0.00985000,0,6.33330000,0.64103333,0,6.42036667,6.92197063,0,2.10895556,5.79674286,1.41504626,0,0,0,0.75082448,1.72915417,0,0,0,0,0,0,0,0.92620000,0.31412000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-03,0,7.05185472,0,0,0,0,0,24.00000000,9.73569286,0,11.38522000,15.45700000,16.13200000,7.99506316,10.73942308,10.68330000,8.17594000,0,0,5.27369375,0,0,0,0,0,0,0,18.43830000,9.73244136,0,4.91684000,9.43826667,2.23117056,0,0,0,1.86748125,5.03690000,0,0,0,0,0,0,0,0,0.09405000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-04,0,9.95330526,0,0,0,0,0,11.20093333,11.12919630,0,16.03916667,19.83152500,0,7.14792857,13.09595714,0,12.82871111,0,0,5.41125000,0,0.26780000,0,0,0,0,0,0,6.56139756,0,5.43340000,17.97140000,1.61910700,0,0,0,6.55013393,5.46051250,0,0,0,0,0,0,0,0,0.03518667,0,0,0,0,0,0,0,0,0,0.16940000,0,0,0,0,0,0,0,0,0
2015-10-05,0,7.04377391,0,0,0,0.02670000,0,10.24796667,7.70716296,0,12.89920000,3.73088333,9.81670000,5.74777778,6.93242500,5.57920000,9.13303077,0,0,2.18597667,0,0.32568182,0,0,0,0,0,0.25603333,5.47906034,0,5.16018000,0.61193333,6.01604407,0,2.00191667,0,5.55393173,2.80827895,0,0,0,0,0,0,0,0.02570000,0.17460000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-06,0,7.79844561,0,0,0,0.09250000,0,0.01310000,11.08858889,0,4.83620000,5.70978000,24.00000000,5.26058750,0,9.09562500,8.40543478,0,0,6.16967143,0,2.03916000,0,0,0,0,0,0,3.59448372,0,7.69706667,0.51560000,7.22604979,0,8.98668000,0,4.34199318,0.62272045,0.75948571,0,0,0,0,0,0,0.51440000,0.29320000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-07,0,8.95363333,0,0,0,0.06920714,0,0,14.54153111,0,5.12554000,3.70162500,2.59221429,1.14378421,0,11.57272000,5.73204211,0,0,2.14417260,0,2.01686667,0,0.10330000,0,0,0,0,4.89334423,0,4.91288000,0.17973333,4.26144688,0,3.36650000,0,5.24702973,0.62202892,0.84135000,0,0.12250000,1.52491000,0,1.14411429,0,0.51470000,0.17490000,0.11110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09044000,0
2015-10-08,0,9.78352295,0,0,0,1.24091250,0,0,10.95694000,0,6.85110000,10.56573333,1.70398750,1.34900000,0,16.78963333,1.65717301,1.43627500,0,2.35876101,0,3.65172500,0,0,0,1.52333333,0,0,4.82572518,0,1.86143077,0,1.75631364,0,1.42110000,0,6.83855000,0.59513836,0,0,0.10646667,2.36060000,0,0,0,0,0.34902500,0,1.47805000,0,0,0,0,0,0,0,0,0,0,0,0.10330000,0.09500000,0,0,0,0
2015-10-09,0,10.28483188,0,0,0,8.74231818,0,0,16.80365405,0,5.29637500,17.65972500,4.32010000,1.77485455,1.63140000,0,4.98061154,0,0,5.55242959,0,4.38911923,0,0,0,0,0,0,4.18204545,0,1.91312500,4.26815000,5.02622831,0,2.86573333,0,6.26721463,4.68551875,0,0,0,0,0,0,0,0,0.02058750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-10,0,9.78746981,0,0,0,9.36906250,0,0,8.11039474,0,7.60417500,7.56596667,5.13611667,4.89255000,0.51683333,0,1.38290602,0,0,6.04133673,0,18.92015000,0.04906000,0,0,0.04876667,0,0,7.69751634,0,2.90075714,10.66500000,5.75659607,0,0,0,9.13477656,4.74253600,0,0,0,0.02953333,0,0,0,0,0.56283333,0.12640000,0.03890000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11720000,0,0,0
2015-10-11,0,9.20295000,0,0,0,8.03167895,0,0,0.99515000,0,17.98760000,0.49530000,8.48163333,2.54268667,0,0.01690000,5.97013750,0,0,3.34422391,0,5.78036667,0,0,0,1.98530000,0,0,5.64225194,0,6.12145000,18.15670000,2.13189112,0,0.10500000,0,6.05369684,4.49933333,0,0,0,0,0.02163333,0,0,0.24843333,0.05973333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-12,0,10.67663438,0,0,0,10.51451538,0,0,2.29036500,0,7.54838182,0,4.15221429,2.25643529,0,7.32500000,1.80285741,0,0,5.47986944,0,0.24095000,0.05426667,0,0,4.02950000,0,0,3.75629434,0,3.59714286,5.28330000,5.44386367,0,0,0,3.55966680,7.62218500,0,0,0,0.12040000,0,0,0,0,0.15412857,0,0.05440000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-13,0,7.68465614,0,0,0,7.79640909,0,0,2.74913929,0,19.45110000,0.34510000,8.17776667,3.93627500,0.00510000,0,1.20169932,0,0,3.09224684,0,0.04996522,0,0,0,24.00000000,0,0,6.84316460,0,5.03744000,2.34871250,4.94707755,0,0,0,2.66522036,8.26130000,0,0,0,0,0,0,0,0,2.67840833,0,0.50110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-14,0,8.74319070,0,0,0,5.68623810,0,0,5.38965510,0,10.03963333,0,5.93400000,6.94858750,0.03555000,0,1.32481854,0.14670000,0,1.75598583,0,0.00920000,0,0,0,7.54286667,0,0,6.59645678,0,11.33360000,0.01070000,2.63861107,0,0.18470000,0,2.06895463,10.23189091,0,0,0,0,1.78961000,0,0,0,12.35597500,0,1.32562500,0,0,0,0,0,0,0.32530000,0,0,0,0,0,0,0,0,0,0
2015-10-15,0,12.53490000,0,0,0,12.16042500,3.58680000,0,3.09010263,0.02610000,16.79190000,3.86852000,8.46030000,7.53517619,3.17297500,2.41760000,4.58141628,4.80015000,0,2.36379394,0,0.01988000,0,0,0.62080000,12.00860000,0,0,4.28227739,0,11.97485000,3.75555000,3.04696231,0,0,1.85310000,3.30884250,11.03768889,0,0,0,0,1.37431250,0,0,0,0.02630000,0,0,0,0,0,0,0,0,1.26805000,0,0,0,0,0,0,0,0,0,0
2015-10-16,0,14.53018462,0,0,0,5.58510000,1.50702727,0,3.47755000,0,0,9.36896000,11.62454000,3.45465000,6.04305714,23.63810000,9.52554815,0,0,7.10148438,0,0.00310000,0,0.11775000,11.25290000,11.99235000,0,0,5.66939586,0,4.85284000,8.26510000,5.26444225,0,0,0,5.86466259,7.59018889,0,0,0,0,1.48570000,0,0,0,0.23838000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-17,0,12.91368000,0,0,0,4.37192500,6.25075385,0,2.80806923,0,0,17.46500000,13.88796667,4.79833333,4.35076667,0.08420000,13.90393529,0,0,2.14738611,0,0.03500000,0,24.00000000,16.64620000,24.00000000,0,0,7.13687149,0,7.04320000,0,3.62684064,0,0,0,5.63059870,4.56330833,0,0,0,0,3.48476667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-18,0,7.33296923,0,0,0,18.04570000,0,0,5.10301909,0,0,2.75190000,11.29110000,3.27713077,5.41504286,0,4.59428312,0,0,1.93530000,0,0.00580000,0,5.73888000,5.17325000,11.41680000,0,0,5.85097784,0,6.00452500,0,6.53579130,0,0,0,5.07942049,5.12566000,0,0,0,0,0,0,0,0,0.67950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-19,0,12.40294400,0,0,0,3.57423750,2.56860000,0,6.98067500,0,0,12.38860000,11.23940000,2.69875455,6.11786667,0,1.94343198,0,0,0.97507429,0,6.77945000,0.09085000,24.00000000,6.01965000,24.00000000,0,0,3.48454644,0,5.14765000,0,2.48677823,0,0,0,6.12905051,6.41277273,0,0,0,0,1.88781000,0,0,0,0.09863333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-20,0,7.74814286,0,0,0,10.16306667,0,2.44710000,7.06376981,0,0.00905000,1.55583333,4.98947500,4.46258511,5.61290000,0,1.36001467,0,0,0.71906484,0,24.00000000,0,16.23570000,7.32430385,11.76095000,0,0,4.22687285,0,1.32252778,0.01195000,2.94419054,0,0.00596667,0,9.89260172,3.46327097,0,0,0,0,1.87761905,0,0,0.77657059,0.11890000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-21,0,6.02560000,0,0,0,3.54713684,6.93306667,4.79453333,4.70566571,0.06110000,0.14634000,5.40000000,2.83801087,13.24606364,5.27500000,0,4.56188889,0,0,5.69129200,0.29330000,0.99652800,0.01280000,0.00530000,7.09454615,8.01140000,0,0,4.10890738,0,11.33345000,0,7.04184776,0.09780000,0,0,6.71799911,2.33029722,0,0,0,0.00945000,0.13117778,0,0,1.48260667,0,0,0,2.03060000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-22,0,11.42656529,0,0,0,6.01310667,24.00000000,4.65644000,8.11262128,0,0.00280000,4.54663333,2.96557333,3.14975517,3.29740000,8.01610000,7.87864118,0.18514545,0,2.22127662,0,5.91770000,0,3.03440000,9.44230000,9.35595000,0,0,4.19973037,0,20.45560000,0,5.06031867,0,0.00470000,0,10.02770769,1.58448929,0,0,0,0,0,0.16225000,0,1.94920000,0.18132500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-23,0,10.08513957,0,0,0,7.49461538,5.45702500,24.00000000,12.03803111,0,1.25786667,9.67688000,3.23967692,3.85213548,3.93316000,24.00000000,4.94286768,8.09670000,0,4.49420602,0,0.91625200,0,0.05970000,3.42380500,6.37430000,0,0,4.04322262,0,23.20220000,0,6.01072256,0,0,0,8.34909857,1.25125484,0,0,0,0,0,0,0,0,0.05028000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-24,0,14.27762549,0,0,0,6.31870000,14.28453333,9.04640000,12.71359048,0,4.47130000,12.88313333,3.19754615,9.02855556,4.37540000,15.99080000,6.35891522,0,0,6.58407333,0.72710000,1.49300000,0,0,10.85579474,12.25040000,0,0,4.69433874,0,0.30546667,0.21140000,3.89583918,0.15780000,0,0,6.33493803,0.66106250,0,0,0,0,0,0,0,0,1.06994000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-25,0,15.48996154,0,0,0,9.50375000,16.54073333,0,6.73500000,0,12.27055000,17.81345000,4.58035714,6.33224000,5.25890000,0,2.83854286,0,0,2.99035400,3.15390000,12.11210000,0,0,5.48030000,1.53806250,0,0,6.04642246,0,0,0,4.02770623,2.48062500,0,0,11.83767794,24.00000000,0,0,0,0,0,0,0,0,0.23860000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-26,0,7.74941014,0,0,0,8.44613704,4.58606000,0,2.45162195,0,6.81323750,8.01276667,3.33906471,8.13367419,24.00000000,0.40641429,5.25963793,0,0,2.12744040,0.83713333,1.17150769,0,0,10.83250000,24.00000000,0,0,3.20898739,0,0.00786667,0.01430000,5.58456772,20.41250000,0,0,4.74136396,3.89604000,0,0,0,0,0,0,0,0,0.09405000,10.65190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-27,0,11.64077239,0,0,0,7.11226765,24.00000000,1.12968333,8.37438125,0,9.84210000,12.68646667,1.76085294,9.18086129,9.81110000,4.63890000,1.95837292,0,0,5.00374615,11.49310000,16.00166667,0,0,9.81830000,11.77095000,0,0,4.87825981,0,1.34110000,3.78066000,5.64088490,0,0,0,3.99526438,0.47591429,0,0,0,0,0,0,0,0,0,9.80940000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-28,0,8.44152518,0,0,0,8.30144333,13.75231667,3.51794000,8.01826552,0,1.91433810,5.81345263,5.08514545,5.69494694,0,15.76500000,2.24880220,0,0,4.14579667,0,5.48493750,0,0.12489000,1.05195000,24.00000000,0,0,2.78418729,0,5.38396667,2.56768000,6.11599468,0,0.09580000,0,2.68128626,2.51535385,0,0,0,0,0,0,0,1.24860000,2.23908571,0,0.90546667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-29,0,9.31531146,0,0,0,9.08756818,0,0.56133333,4.83222500,0,0.73956364,9.82152500,5.13086875,10.36282424,0,0,7.96588235,0,0,2.20859316,0,24.00000000,0,0,6.52501429,23.51440000,0,0,3.27030486,0,5.97885000,0,6.77100000,0,0,0,3.74457348,4.38084615,0,0,0,0,0,0,0,3.75880000,7.14265000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-30,0,11.19870000,0,0,0,3.65135926,2.72570000,10.90345000,2.90652623,0,23.98110000,8.76375000,3.39333000,4.64163421,0,0,16.44497500,0,0,8.43484189,12.53890000,0.61954324,0,0,7.89916250,23.82610000,0,0,6.03515647,0,6.92951429,0,7.20893427,0,0,0,3.48989721,7.69392000,0,0,0,0,0,0,0,5.42945000,7.85835714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-31,0,11.73636200,0,0,0,7.12208571,9.84825789,7.38463333,8.92218438,0,7.31400000,12.09710000,2.97336667,14.36240625,0,0,2.95383462,0,0,5.88584462,0,1.27455000,0,0,11.11280000,24.00000000,0,0,3.90218773,0,5.92705714,0,5.13752570,0,0,0,3.54767844,8.21874000,0,0,0,0,0,0,0,5.03330000,12.22183333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-01,0,11.19635400,0,0,0,8.63652000,7.91890000,1.78540000,5.38938718,0,12.42305000,18.75015000,2.43750000,7.85834000,0.19750000,0,9.88674545,0.50420000,0,6.65298727,0.50810000,0.57372692,0,0,0,4.60213333,0,0,4.61155651,0,7.61708333,0,2.62898397,0,0,0,4.25959071,11.89345000,0,0,0,0,0,0,0,1.65000000,7.45937143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-02,0,9.21751765,0,0,0,19.83160000,16.13002000,2.93776667,4.14912308,0,24.00000000,10.10420000,3.03712143,4.47574667,0,0,9.00656154,0,0,5.12917303,0,0.95633208,0,0,0,24.00000000,0,0,4.63389843,0,3.06784000,0,2.86968579,0,0,0,2.97415179,1.03030000,0,0,0,0,0,0,0,4.83735000,2.11164167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-03,0,13.53675443,0,0,0,9.14935625,7.25370000,8.09036667,13.29756471,0,21.94860000,5.11003750,5.58665294,3.81934103,0.09810000,0,7.56792857,0.34186667,0,2.61482647,0.35110000,15.51936667,0,0,3.65796667,10.01930000,0,0,4.28383848,0.20140000,3.12723750,0.64032500,3.29443340,0,0,0.15640000,5.46353030,0.55054000,0,0,0.27140000,0,0,0,0,0,1.88286087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-04,0,11.29868889,0,0,0,9.70724286,8.70295000,0.73759730,10.43535862,0,2.26727500,20.29060000,7.01467143,4.84172286,2.57386667,0,3.41347105,0.17331765,0,4.58421949,0.12320000,3.39062500,0,0,0,24.00000000,0,0,4.77478024,0,4.09578333,2.21716667,5.97043270,0,0.11480000,0.64060000,2.13844227,0.13529231,0,0,0,0,0,0,0,0,4.18333333,0,0,0,0,0,0,0.50430000,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-05,0,13.33346528,0,0,0,15.94744783,8.59401250,1.95504615,13.14112800,0,8.02681250,6.18156667,6.00494000,8.32307419,12.04945000,0,9.27713846,0.17386000,0,8.35488381,0,12.00555000,0,0,0,8.21290000,0,0,4.60219040,0,23.56500000,0.01860000,5.86000167,0,0.12246667,0,2.19018661,0.50050946,0,0,0,0,0.00690000,0,0,0,1.42440000,0,0,0,0,3.26830000,0,0.31940000,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-06,0,11.42917059,0,0,0,12.08678065,11.94210000,0.38041111,10.15602083,0,15.15727143,14.00405000,1.92875000,8.49479565,8.29235000,0.00940000,5.31778889,0.90973846,0,6.93287685,1.39320000,6.35134000,0,0,8.82345000,24.00000000,0,0,5.34711991,0,4.71345000,0.02430000,6.58629467,3.29380000,0.14416250,0,5.25096583,0.84755484,0,0,0,0,2.40176667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-07,0,13.23690811,0,0,0,12.78610000,14.93275000,0.13944000,15.05598000,0,16.14522500,4.17886667,5.07280000,7.65267333,15.49190000,22.15780000,7.00065000,2.14254167,0,7.70191196,1.93470000,4.78340833,0,0,5.69095000,21.93920000,0,0,8.35402716,0,16.96360000,0.00670000,8.38644011,2.01280833,3.54158571,0,3.84196082,2.52017273,0,0,0,0,0.99549286,0,0,0,0.00360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-08,0,11.75331959,0,0,0,15.99708846,12.06838462,1.58113158,11.25940667,0,11.07265714,8.76975000,3.65134000,2.40717586,0.27860000,24.00000000,9.71063333,1.58220000,0,8.76560308,0.18195000,11.68246667,0,0,6.42406667,0,0,0,5.48858278,0,6.66593333,0,7.29108307,7.98998333,1.88060000,0,2.29460846,12.76265000,0,0,0,0,1.73750000,0,0,0,0,0,0,0,0,0,0,0.36220000,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-09,0,12.96893145,0,0,0,7.49016486,9.75970000,9.91130000,10.40242500,0,15.09438000,16.47920000,2.55485000,5.55886774,0,0.93100000,5.13326667,24.00000000,0,7.02495169,0,17.93541667,0,0,3.47300000,0,0,0,4.82231312,0,4.51722500,0.00420000,2.47237135,16.16970000,5.72940000,0,6.19955179,0.45350183,0,0,0,0,1.66943333,0,0,0,0,0,0,0,0,3.27420000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-10,0,13.42945746,0,0,0,9.80153056,18.00556250,2.26235556,7.97668462,0,5.95600909,5.37260000,0,4.64270357,0,0,1.95291000,6.78056667,5.22330000,6.26119286,0,12.69736667,0,0,5.81444000,2.00080000,0,0,4.81831224,0,3.26138571,1.53033333,2.16003883,0,8.88190000,6.95860000,4.11682889,2.06553929,0,0,0,0,1.83170000,0,0,0,0,0,0,0,0,0,0,0.50360000,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-11,0,13.70278083,0,0,0,10.03179355,12.29178333,2.36238000,5.21187273,0,14.27901000,22.97665000,0.00380000,9.68953704,0,0,9.46556923,24.00000000,0.84470000,5.39734878,0,13.37431667,0,1.73915000,4.01406667,1.64463333,0.05550000,0,4.24306561,0,4.89445000,0.54570000,5.42586976,0,0,0,4.16214286,0.19700516,0,0,0,0,2.58118421,0,0,0,0.00898333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-12,0,10.81801905,0,0,0,17.37942632,14.13508000,3.33586250,11.14235556,0,5.07173571,9.06795000,0.56287500,7.00073548,0,0,6.55008500,7.69195000,12.91095000,6.37546979,0,12.75767500,0,2.52665000,3.87446250,5.37718571,0.59345000,0,3.86374147,0,5.11286000,6.78203333,6.04592382,0,18.35390000,0,4.00020351,0.17572197,0,0,0.27970000,0,0.01170000,0,0,0,0.12248000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-13,0,15.15796392,0,0,0,11.91004545,12.06346154,4.37968571,10.56678571,0,8.42658000,3.49846000,0.05103333,2.78245652,2.00110000,0,10.06026250,21.07250000,24.00000000,7.36835909,0,9.99310000,0,1.22610000,0.57610000,10.63922000,0,0,5.85414700,0,10.68280000,9.49038571,7.09309048,0,8.34060000,0,5.46006000,2.40508182,0,0,0,0,2.26083333,0,0,0,0,0,0,0,0,0.18296667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-14,0,12.50355652,0,0,0,17.60703000,17.17472500,5.36840000,10.87266000,0,9.92920000,2.63453333,0,7.40029375,13.56670000,0,13.24250769,24.00000000,11.09195000,4.44552692,0,10.93660000,0,2.92250000,0,11.06695000,0,0,7.40718498,0,4.75774000,5.04142857,8.72209442,2.51710000,0.89890000,0,3.32612553,3.86645556,0,0,0,0,3.52836000,0,0,0,5.20973333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
