title
"Wall Hours: Per Job: by Node Count"
parameters
"Resource =  SDSC-GORDON"
start,end
2016-02-01,2016-07-31
---------
Day,"[43] Wall Hours: Per Job","[7] Wall Hours: Per Job","[25] Wall Hours: Per Job","[26] Wall Hours: Per Job","[38] Wall Hours: Per Job","[40] Wall Hours: Per Job","[44] Wall Hours: Per Job","[72] Wall Hours: Per Job","[24] Wall Hours: Per Job","[20] Wall Hours: Per Job","[52] Wall Hours: Per Job","[6] Wall Hours: Per Job","[15] Wall Hours: Per Job","[10] Wall Hours: Per Job","[64] Wall Hours: Per Job","[34] Wall Hours: Per Job","[12] Wall Hours: Per Job","[48] Wall Hours: Per Job","[86] Wall Hours: Per Job","[1] Wall Hours: Per Job","[30] Wall Hours: Per Job","[23] Wall Hours: Per Job","[9] Wall Hours: Per Job","[2] Wall Hours: Per Job","[13] Wall Hours: Per Job","[3] Wall Hours: Per Job","[4] Wall Hours: Per Job","[16] Wall Hours: Per Job","[32] Wall Hours: Per Job","[11] Wall Hours: Per Job","[60] Wall Hours: Per Job","[8] Wall Hours: Per Job","[33] Wall Hours: Per Job","[31] Wall Hours: Per Job","[36] Wall Hours: Per Job","[14] Wall Hours: Per Job","[5] Wall Hours: Per Job","[22] Wall Hours: Per Job","[56] Wall Hours: Per Job","[28] Wall Hours: Per Job","[35] Wall Hours: Per Job","[29] Wall Hours: Per Job","[18] Wall Hours: Per Job","[108] Wall Hours: Per Job","[19] Wall Hours: Per Job","[63] Wall Hours: Per Job","[21] Wall Hours: Per Job","[17] Wall Hours: Per Job","[90] Wall Hours: Per Job","[55] Wall Hours: Per Job","[128] Wall Hours: Per Job","[100] Wall Hours: Per Job","[42] Wall Hours: Per Job","[46] Wall Hours: Per Job","[50] Wall Hours: Per Job","[27] Wall Hours: Per Job"
2016-04-08,0,2.78810000,0,0,0,0,0,0,0,0,0,11.69547000,0.93080000,3.11772000,3.46007500,0,19.35470000,0,0,7.37688498,0,0,3.79671818,3.36572657,0,3.28953333,2.27236500,5.43857619,1.23475000,0,0,0.11177692,0,0,0,0,0.11796364,0,0,0,0,0,0,0,0,1.71335000,0,0,0,0,0,0,0,0,0,0
2016-04-09,0,24.00000000,0,0,0,0,0,0,0.04720000,0.04690000,0,0.55612000,22.91985000,15.46235000,12.01165000,0.07280000,4.44985000,0,0,8.55921553,0,0,15.89830000,4.11997000,0,1.05140000,2.23920500,7.35723077,8.02796667,0,0,0.11913750,0,0,0,0,0,0,0,0,0,0,0.22477500,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-10,0,21.24360000,0,0,0,7.21638333,0,0,0,0.45063333,0,0,0.35806667,17.42810000,3.15006667,0,0,0,0,6.39821156,0.09930000,0,1.26280000,4.09964792,0,0,0.90506571,4.32863889,0.09962000,0,0,0.38546250,0,0,0,0,0.11783333,0,0,0,0,0,0.65330000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-11,0,0,0,0,0,24.00000000,0,0,0,0,0,1.98151250,0,7.63020000,3.63320000,0,4.41845000,0,0,3.41944085,0,0,5.68922000,1.71460729,0,1.98601852,3.99323500,5.08647037,0.52114286,0,0,4.10390000,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61606000,0,0,0,0,0,0,0,0,0,0
2016-04-12,0,10.85420000,0,0,0,9.97485000,0,0,0,0,0,7.03375000,0,8.35156667,24.00000000,0,3.17792857,0.20056667,0,5.48241430,0,0,11.35656667,5.39999231,0,0.71210000,1.99702500,3.49637200,1.40916667,0,0,1.53914615,0,0,0,0,0.06453333,0,0,0,0,0,0,0,0,0.23060000,0,0,0,0,0,0,0,0,0,0
2016-04-13,0,13.88660000,0,0,0,0,0,0,6.69165000,8.62700000,4.07920000,5.67908333,0,4.98012500,16.87360000,0,5.68526667,0,0,5.48389741,0,0,3.63023333,3.18631982,0,4.00588333,5.23593333,3.60253333,18.73070000,0,0,0.79865385,0,0,0,0,0.06208333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-14,0,13.94278333,0,0,0,0,0,0,7.67656667,0,0.66445000,7.31857143,0,6.03422500,6.74382500,0,5.91458333,0,0,7.39422841,0,0,1.34610000,4.62143086,0,11.28178333,3.17443710,0.95204865,5.97027500,0,0,1.80231667,0,0,0,0,4.24470000,0,0,0,0,0,0,0,0,0,0,0.02906429,0,0,0.00453333,0.00470000,0,0,0,0
2016-04-15,0,7.39013333,0,0,0,0,0,0,11.06945000,8.25280000,0,13.78786364,0,22.43190000,21.07957500,0,3.46713333,0,0,6.84567691,0,0,0,7.06277273,0,10.62265000,6.82401379,1.04803333,24.00000000,0,0,1.96520833,0,0,0,0,12.00790000,0,0,0,0,0,0,0,0,0,0,2.90490000,0,0,0,0,0,0,0,0
2016-04-16,0,22.14447273,0,0,0,0,0,0,11.97345000,11.95970000,0,12.16297333,0,0,2.86270000,0,9.22554000,0,0,13.18153109,0,0,0,11.91773217,0,0,3.92809500,3.16359091,2.24190000,0,0,3.79840000,0,0,0,0,10.18683333,0,0,0,0,0,0.07360000,0,0,0,0,2.53858750,0,0,0,0,0,0,0,0
2016-04-17,0,15.06703000,0,0,0,0,0,0,11.99640000,11.05070000,0,19.14780000,0,7.14970000,0.08345000,0,12.77145000,0,0,11.28900716,0,0,0,13.27621203,0,0,4.97136111,4.79325000,5.50277500,0,0,3.54666000,0,0,0,0,6.17510769,0,0,0,0,0,0,0,0,0,0,4.34835000,0,0,0,0,0,0,0,0
2016-04-18,0,3.53032308,0,0,0,0,0,0,11.99710000,9.17603333,0,10.73884828,0,14.17830000,0.20010000,0,7.76646667,0,0,6.66174118,0,0,2.67828000,10.57163837,0,0,3.55299063,3.62731667,24.00000000,0,0,1.51153810,0,0,0,0,6.68108182,0,0,0,0,0,0,0,0,0,0,1.06968824,0,0,0,0,0,0,0,0
2016-04-19,0,22.09556000,0,0,0,0,0,0,11.99790000,5.97194286,0,10.44161429,0,7.18220000,0,0,5.90137500,0,0,6.03468444,0,0,4.74250000,4.08788261,0,0,3.72071290,1.27438438,12.40250000,0,0,0.50460345,0,3.60796667,0,0,8.93975000,0,0,0,0,0,0,0,0,0,0,1.14030000,0,0,0,0,0,0,0,0
2016-04-20,0,14.80625000,0,0,0,0,0,0,7.98000000,11.70305000,0,9.49492500,0,6.48728000,0,0,6.80762500,0,0,3.94322725,0,0,0,2.29729252,0,0.02440000,1.85485143,3.43214286,0.20747500,0,0,2.93623478,0,0,0,0,3.25703333,0,0,0,0,0,0,0,0,0,0,5.18810000,0,0,0,0,0,0,0,0
2016-04-21,0,0,0,0,0,0,0,0,0,11.99770000,0,21.62778000,0,11.64884000,0,0,0,0,0,7.03511727,0,0,0,9.75808438,0,0,4.64578333,2.20084444,0,0,0,2.80584762,0,0.16353333,0,0,0,0,0,0,0,0,0,0,0,0,2.00606000,6.04000000,0,0,0,0,0,0,0,0
2016-04-22,0,0,0,0,0,0,0,0,8.45420000,11.96465000,0,8.47503103,0,17.41770000,0,0,2.26220000,0,0,12.65546302,0,0,0,5.71340313,0,0,6.94050833,2.73540645,0,0,0,4.89034615,0,1.12530000,0,0,0,0,0,0,0,0,0,0,0,0,1.56250000,0,0,0,0,0,0,0,0,0
2016-04-23,0,0,0,0,0,0,0,0,15.80740000,9.62347500,0,22.52238667,0,21.13343333,0,0,0.33500000,0,0,10.77690440,0,0,0,9.74884815,0,0,6.69744000,5.31356400,1.82860000,0,0,1.45218333,0,0,0,0,0.24375000,0,0,0,0,0,0,0,0,0,1.72104444,0,0,0,0,0,0,0,0,0
2016-04-24,0,0,0,0,0,0,0,0,11.99172500,9.16866000,0,8.21088800,0,2.76573333,0,0,5.19690000,0,0,11.08178504,0,0,0,7.17319286,0,0,2.71536667,5.72118333,11.01780000,0,0,5.08288750,0,0,0,0,0.08480000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-25,0,0,0,0,0,0,0,0,9.94120000,20.87265000,0,12.29104762,0,6.90500000,0.47235000,0,0,0,0,10.69449162,0,0,0,1.48986000,0,8.69765000,1.16217576,3.78112143,2.84160000,6.30110000,0,9.91127500,0,0,0,0,1.28174286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-26,0,9.11847500,0,0,0,0,0,0,9.53640000,7.99797500,0,15.64217619,0,3.72890000,24.00000000,0,8.51440000,0,0,7.91534120,0,0,0,2.25549342,0,9.74148333,3.46669070,4.53311053,11.84625000,24.00000000,0,2.61570000,0,0,0,0,4.43406667,0,0,0,0,0,0,0,0,0,0.14575000,0,0,0,0,0,0,0,0,0
2016-04-27,0,23.50240000,0,0,0,0,0,0,0,10.18860000,0,8.76915600,0,15.48580000,17.39640000,0,3.56660000,0,0,10.48100739,0,0,0,2.72871163,0,15.32610000,4.25247000,3.80982400,7.73390000,10.95390000,0,2.06150556,0,1.57170000,0,0,4.22495000,0,0,0,0,0,0,0,0,0,1.36482500,0,0,0,0,0,0,0,0,0
2016-04-28,0,8.50310000,0,0,0,0,0,0,0,12.74305000,0,15.86833043,0,11.11750000,6.12060000,0,0,0,0,9.05431338,0,0,0,5.10612500,0,0,4.20573158,3.29384828,6.25953333,0,0,1.80637059,0,18.17140000,0,0,1.70303750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-29,0,0,0,0,0,0,0,0,0,20.87390000,0,10.04693448,0,3.44580000,6.06465000,0,0.26560000,0,0,11.21498095,0,0,0,6.00166479,0,13.84835000,8.70996667,4.49771667,6.35981667,0.60580000,0,8.98793636,0,0,0,0,13.23144167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-30,0,0,0,0,0,0,0,0,21.90720000,20.86415000,0,11.88736471,0,5.68250000,3.31660000,0,15.53583333,0,0,9.72810078,0,0,0,3.74141379,0,24.00000000,2.75746667,6.09136364,4.80145000,1.76750000,0,4.24367000,0,0,0,0,11.37649091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-01,0,0,0,0,0,0,0,0,7.71790000,3.85492500,0,11.25812222,0,11.99415000,0.91640000,0,7.40260000,0.09330000,0,12.79540638,0,0,6.10070000,4.80870000,0,10.17530000,2.11218077,2.76743333,5.89976000,0,0,7.72963333,0,0,7.42280000,0,0.11500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-02,0,0,0,0,0,0,0,0,11.43305000,9.59466000,0,5.60608000,0,12.58073333,12.00820000,0,0.00777500,0,0,8.54778113,0,0,7.52303333,2.60425714,0,7.31156667,3.74722778,9.38260000,12.30911667,0,0,3.75594286,0,0,0,0,0.22125000,0,0,0,0,0,0,0,0,0,0.44905000,0,0,0,0,0,0,0,0,0
2016-05-03,0,0,0,0,0,0,0,0,24.00000000,11.50610000,0,16.82869000,0,4.60360000,6.05463333,0,0.48966667,0,0,11.06390532,0,0,7.85280000,2.97980313,0,23.08063333,1.97399844,2.82890000,2.68921905,0,0,2.79262222,0,0,0,0,0.02780000,1.54560000,0,0,0,0,3.61720000,0,0,0,0.08790000,0,0,0,0,0,0,0,0,0
2016-05-04,0,0,0,0.22280000,1.77915000,0.09710000,0,0,3.00690000,4.78050000,0,9.96076364,0,0,24.00000000,0,1.42818000,0,0,8.91914265,0,0,0,2.67052609,0,16.27770000,8.95195833,7.99426667,8.97585333,0,0,6.79650000,0,0,0,0,0.33220000,0.69176667,0.09390000,0,0,0,0,0,0,0,1.43208750,0.74610000,0,0,0,0,0.05080000,0,0,0
2016-05-05,0,0,0,0,24.00000000,0,0.07060000,0,0,7.01986250,0,7.23285556,0,1.46630000,11.67170000,0,4.63422500,3.57330000,0,8.75382281,0,0,0.00310000,5.04697576,0,5.79580000,4.23854444,4.23250000,12.35737857,0,0,2.91360000,0,2.45746000,0,0,0.42540000,0.43772857,0,0,0,0,0,0,0,0,0,1.13430000,0,0,0,0,0,0,0,0
2016-05-06,0,0,0,0,12.98000000,0,0,0,7.12440000,7.68533333,0,17.97706000,0,6.01110000,0,0,11.98765000,12.00790000,0,9.85463709,0,0,0.81235000,5.59853488,0,2.41375000,2.94819231,3.34567500,12.33504286,0,0,3.68487778,0,0,0,0,0.00670000,0.67808750,0,0,0,0,0,0,0,0,0.02050714,1.23405000,0,0,0,0,0,0,0,0
2016-05-07,0,0,0,0,0,0,0,0,10.12176667,6.69235000,0,9.81700000,0,17.23860000,0,0,8.54456667,20.48560000,0,12.83595162,0,0,0,8.32157222,0,24.00000000,3.60496667,2.56936250,1.48640000,0,0,3.03706000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09616000,1.27046667,0,0,0,0,0,0,0,0
2016-05-08,0,0,0,0,0,0,0,0,11.99207500,11.99085000,0,15.75750000,0,24.00000000,0,0,9.76640000,0,0,12.56818381,0,0,0,4.63364643,0,19.00750000,7.37644615,2.16697692,0,0,0,14.22170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66796667,2.00110000,0,0,0,0,0,0,0,0
2016-05-09,0,4.66080000,0,0,0,3.07420000,0,0,15.98943333,6.31467500,0,6.11198333,0,4.75672000,0,0,0,0,0,12.43791460,0,0,0,10.18896000,0,15.80500000,1.23187333,1.54428636,0.91220000,0,0,2.99770000,0,0,0,0,0.02860000,0,0,0,0,0,0.14750000,0,0.25117500,0,1.65267857,0,0,0,0,0,0,0,0,0
2016-05-10,0,0,0,0,0,10.91230000,0,0,11.94965000,5.55015000,0,19.34981538,0,5.35712800,0,0,1.75890000,10.65690000,0,7.99684049,0,0,0,5.39221143,0,20.43960000,4.84107857,2.47998148,2.84156667,0,0,1.87521667,0,0,0,0,0,0,0,0,0,0,0,0,1.51515152,0,1.66380000,0,0,0,0,0,0,0,0,0
2016-05-11,0,0,0,0,0,11.83945000,0,0,11.98527500,11.98335000,0,12.61996000,0,6.06948571,0,0,9.36282500,1.71610000,0,8.12814737,0,0,0,5.35450476,0,15.41870000,2.48730645,6.32332857,22.14353333,0,0,5.65303333,0,0,0,0,0,0,0,0,0,0,0,0,1.83030000,0,1.24428235,0,0,0,0,0,0,0,0,0
2016-05-12,0,0,0,0,0,10.78005000,0,0,8.48843333,11.91790000,0,11.56722667,0,7.16725714,0,0,6.18225000,0,0,6.41300637,0,0,6.53110000,3.43319894,0,2.65338333,7.44039697,7.50195000,17.10806667,0,0,0.36593750,0,6.72703333,0,0,1.45030000,0,0,0,0,0,0,0,1.63276250,0,1.62416800,0,0,0,0,0,0,0,0,0
2016-05-13,0,0,0,0,0,11.64935000,0,0,11.99280000,16.43750000,0,18.06422857,0,2.32287917,0,0,16.41568000,0,0,5.96490758,0,0,6.77030000,4.92621887,0,24.00000000,4.93949762,7.75285714,5.71710000,0,0,4.02616000,0,9.06310000,0,0,0,0,0,0,0,0,0,0,1.18223333,0,1.52023846,0,0,0,0,0,0,0,0,0
2016-05-14,0,0,0,0,0,11.99773333,0,0,11.99835000,0,0,11.36864706,0,2.52898333,0,0,8.77470833,0,0,8.25467449,0,0,10.02000000,3.63087241,0,20.36890000,7.31302400,6.95864545,1.44465000,0,0,4.24018333,0,0,0,18.94390000,0,0,0,0,0,0,0,0,0.81455238,0,1.84130000,0,0,0,0,0,0,0,0,0
2016-05-15,0,0,0,0,0,20.23806667,0,0,11.99790000,0,0,10.33836667,0,5.56495000,0.62285000,0,6.67938000,0,0,5.92575536,5.07580000,0,0,3.30036964,0,8.81210000,7.37339500,9.61423750,0,0,0,0.98790000,0,0,0,5.08610000,0,0,0,0,0,0,0,0,1.74251200,0,0.58625429,0,0,0,0,0,0,0,0,0
2016-05-16,0,0,0,0,0,16.85806667,0,0,20.45625000,0,0,8.65453226,0,1.28353750,0,0,9.04995000,0,0,4.55224207,8.24840000,0,0,6.69135882,0,8.12390000,11.37339444,5.91172500,0,0,0,8.03973333,0,0,0,0,0,0,0,0,0,0,0,0,1.76596667,0,0.68248276,0,0,0,0,0,0,0,0,0
2016-05-17,0,0,0,0,0,6.47643333,0,0,8.81887500,0,0,19.07561667,0,0.02306667,12.29940000,0,11.99540000,0,0,6.31213705,4.10370000,0,0,8.33564902,0,4.54000000,7.04756410,6.89446667,0,0,0,0.64912500,0,0,0,0,0,0,0,0,0,0,0,0,2.01406250,0,1.56067778,0,0,0,0,0,0,0,0,0
2016-05-18,0,0,0,0,0,11.98620000,0,0,9.59066000,0,0,4.02033654,0,7.77193333,10.77420000,0,7.13433333,0,0,7.11322480,0,0,0,3.07659000,0,2.80236667,7.95404222,6.87297143,0.29440000,0,0,0.02582500,0,0,0,0,0,0,0,0,0,0,0,0,1.86321429,0,0,0,0,0,0,0,0,0,0,0
2016-05-19,0,0,0,0,0,11.97940000,0,0,11.98382500,0.03310000,0,0.49590172,0,6.00675000,7.62765000,0,6.80426667,0,0,6.64142373,0,0,1.79360000,4.99275185,0,6.01063333,9.86184857,3.83525833,0,1.02755000,0,0.20740000,0,0,0,0,0.43060000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-20,0,0,0,0,0,11.96305000,0,0,11.93797500,0,0,15.21409091,0,10.00931667,4.46645000,0,11.46560000,0,0,6.05351306,0,0,0,5.49149615,0,0.02560000,6.60066000,24.00000000,0,0,0,0.77625000,2.16975000,0,0,0,0.19039615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-21,0,0,0,0,0,11.99630000,0,0,11.99492500,0,0,14.06910882,0,11.28694444,12.57670000,0,4.68056667,0,0,6.51147378,0,0,0,7.33366111,0,3.78584000,9.32801892,7.96338333,0,0,0,0.42393333,8.05890000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-22,0,0,0,0,0,9.95693333,0,0,11.35683333,0,0,13.19871765,0,19.64888571,19.22845000,0,9.84310000,0,0,7.57389225,2.05760000,0,0,14.30546923,0,3.78768333,8.24846061,11.99415000,2.16590000,0,0,0.01810000,0,0,0,0,0,0,0,0,0,0,0,0,1.95652500,0,0,0,0,0,0,0,0,0,0,0
2016-05-23,21.83390000,0,0,0,0,0,0,0,11.99625000,0,0,11.63438444,0,8.94965000,8.99347500,0,3.01082500,0,0,7.25629353,22.01310000,0,0,2.60480745,0,9.38392857,8.02050370,4.56654444,1.49867500,0,0,1.74901667,0,0,0,0,0.08564762,0,0,0,0,0,0.16241538,0,1.70444000,0,0,0,0,0,0,0,0,0,0,0
2016-05-24,12.86140000,0,0,0,0,0,0,0,9.24843333,0,0,15.16088000,0,5.88205333,15.06125000,0,5.40375000,0,0,6.45965474,11.58500000,0,0,1.97175282,0,4.95262941,9.76456415,8.00265556,0,0,11.16580000,0.46120667,0,0,0.07030000,0,0,0,0,0,0,0,4.20853333,0,1.50739000,0,0,0,0,0,0,0.10269000,0,0,0,0
2016-05-25,0,0,0,0,0,0,0,0,11.95765000,13.38390000,0,11.71781951,0,4.73264211,6.34330000,0,3.42440000,0,0,6.52000398,14.71713333,0,0,2.01779310,0,1.63638750,6.91008793,6.63220000,0,0,24.00000000,3.72106000,0,0,0,0,0,0,0,0,0,0,4.50526667,0,1.95220000,0,0,0,0,0,0,0,0,0,0,0
2016-05-26,0,0,0,0,0,0.08080000,0,0,11.99515000,8.05440000,0,14.62321481,0,8.35284444,3.56200000,0,4.10678571,0,0,6.35671658,0.37625000,0,0,1.57350429,0,2.08074286,8.55587857,15.16288000,0,0,7.99930000,7.12468889,0.00940000,0,0,0,0.02080000,0,0,0,0,0,3.97885000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-27,0,0,0,0,0,0,0,0,20.18810000,0,0,14.84608571,0,3.75223684,15.62195000,0,6.28593913,0,10.34530000,6.34272651,0,0,0,3.42941173,0,21.20530000,8.08177619,11.06558750,2.74943333,0,1.84176667,3.92003846,0,0,0,0,0,0,0,0,0,0,3.94555000,0,1.52110000,0,0,0,0,0,0,0,0,0,0,0
2016-05-28,0,0,0,0,0,0,0,0,23.74830000,0,0,17.35955789,0,5.58632222,23.38165000,0,6.68154211,0,0,10.92208256,0,0,0,9.48486076,0,17.90790000,6.93723600,12.48702500,4.64460000,0,0,5.91091429,0,0,0,0,0,0,0,0,0,0,0,0.55420000,1.74429091,0,0,0,0,0,0,0,0,0,0,0
2016-05-29,0,0,0,0,0,0,0,0,0.28470000,0,0,11.31942069,0,8.65146667,7.10375000,0,1.96416250,0,0,13.40365302,0,0,0,5.85415263,0,3.51030000,7.48655676,5.66272000,0,0,0,9.11020000,0,0,0,0,3.12530000,0,0,0,0,0,0,1.70940000,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-30,0,0,0,0,0,0,0,0,0,0,0,13.64003200,0,13.13545000,13.99940000,0,9.04390000,0,0,7.44749563,0,0,0,6.42171190,0,5.66710000,2.64474937,5.36175000,0,0,0,0.85097012,0,0,0,0,0.47610000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-31,0,0,0,0,0,0,0,0,5.72235000,0,0,9.63127037,0,4.29913000,0,0,6.41440000,0,0,6.21916522,0,0,0,6.32926571,0,2.54459091,2.88480364,14.33663000,0,0,0.16030000,3.48975833,0,0,3.06805000,1.75528333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-01,0,0,0,0,0,0,0,0,0,9.01250000,0,8.74688462,0,4.88585714,0,0,6.78994286,0,0,6.49372137,0,7.55980000,0,4.46729238,0,5.08390000,4.11786875,10.23030000,4.10765000,0,6.53905000,2.28253750,0,0,0,0.19750000,0,0,0,0,0,0,2.06306000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-02,0,0.10000000,0,0,0,0,0,0,0,6.09917500,0,2.81831818,0,3.48394375,0,0,5.97800833,0,0,6.77135596,9.66330000,24.00000000,0.51275000,5.27601136,0,5.18745000,2.31185565,5.30521034,5.83820000,0,9.15720000,3.38228696,0,0,0,0.12000000,0.10060000,0,0,0,0,0,0.47864898,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-03,0,0,0.48305000,0,0,0,0,0,0,6.32297500,0,12.01185333,21.08250000,4.50776364,3.11860000,0,7.70991429,0,0,5.94307555,23.19830000,4.53920000,11.80530000,3.40692857,0,18.47646667,6.66073111,6.40774872,0,0,0.16690000,13.22216667,0,0,0,0,0.03390000,0,0,0,0,0,4.45780000,0,0,0,0,0,0.01470000,0,0,0,0,0,0,0
2016-06-04,0,0,0,0,0,0,0,0,0,15.64970000,0,16.79066364,24.00000000,17.13156667,24.00000000,0,9.66420769,0,0,5.75449865,0,22.68640000,0,1.89260000,0,7.62785000,4.41901429,5.22587200,0,0,0,10.96852857,0,0,0,0,0,0,0,0,0,0,3.99586667,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-05,0,0,0,0,0,0,0,0,0,14.98420000,0,10.70928000,2.95220000,15.61360000,10.82250000,0,2.24140000,0,0,5.53840628,0,24.00000000,0,0.57464500,0,13.47030000,2.72334412,2.25195676,0,0,2.28360000,3.22116667,0,0,0,0,0,3.78640000,0,0,0,0,3.99666667,0,0,0,0,0,0.13390000,0,0,0,0,0,0,0
2016-06-06,0,0.34610000,0,0,0,0,0,0,0,7.19205000,0,9.54767778,0,2.72407500,24.00000000,0,3.39942000,0,0,6.06381676,0,7.23305000,1.41983333,1.60065046,0,3.71606250,2.52689231,3.49644865,0,0,0,3.17843636,0,0,0,0,0.00915000,24.00000000,0,0,0,0,3.99698333,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-07,0,24.00000000,13.15415000,0,0,0,0,0,0,12.69355000,0,4.61158125,0,5.12997917,3.94560000,0,2.39876364,0,0,4.34974861,6.87835000,24.00000000,0,4.59744833,0,4.73867500,8.70648261,7.21593333,0,0,0,6.83794000,0,0,0,0,1.42890000,17.35530000,0,0,0,0,3.99435000,0,3.97705833,0,0,0,0,0,0,0,0,0,0,0
2016-06-08,0,23.34830000,24.00000000,0,0,0,0,0,0,13.26430000,0,3.34913103,0,11.96852500,0,0,10.01978000,0,0,6.43737493,1.44735000,10.71695000,0,3.04136977,0,2.00491111,5.17837018,0.88822000,0,0,0,5.73886364,0,0,0,0,5.37036667,0,0,0,0,0,4.79606000,0,1.07890000,0,0,0,0,0,0,0,0,0,0,0
2016-06-09,0,12.82390000,10.90095000,0,0,0,0,0,0,15.60404444,0,8.15346667,2.91443333,12.64110000,7.64000000,0,16.18068000,0,0,9.32179689,0,24.00000000,0,1.13656179,0,3.47685111,7.53786250,0.04780000,0,0,0,7.13632500,0,0,0,0,1.05196667,0,0,0,0,0,0.12650385,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-10,0,24.00000000,0,0,0,0,0,3.63830000,0,15.24000000,0,3.71714054,5.58440000,5.64225556,11.79306667,0,2.77801667,4.10060000,0,8.81280612,0,22.89830000,1.60970000,2.52510962,0,3.86803158,5.02368190,7.63965000,0,0,3.75420000,3.30968333,0,0,4.62720000,0,3.90396667,0,0,0,0,0,7.54485000,0,4.87897692,0,0,0,0,0,0,0,0,0,0,0
2016-06-11,0,11.20610000,9.22560000,0,0,0,0,0,0,12.29248000,0,8.35014194,0,3.23869474,12.52070000,0,17.99577500,0,0,13.72178000,0,1.55720000,0,8.05670333,0,2.14920000,6.98042376,16.47640000,0,0,0,0.04334000,0,0,0,8.07000000,0.63750000,0,0,0,0,0,0.36128400,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-12,0,0.30500000,24.00000000,0,0,0,0,0,0,15.38928889,0,11.88490789,0.11103333,15.87026667,4.21265000,0,5.42745000,0,0,12.35588635,0,24.00000000,0.16703333,2.84391892,0.11860000,2.46856587,8.50136078,6.93980000,0,0.14166667,0,0.18640000,0,0,0,0.74602000,6.58580000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-13,0,0.02210000,14.83190000,0,0,0,0,0,0,14.58803333,0,11.57118636,1.66945000,3.35731667,0,0,13.52562000,0,0,4.71311910,0,24.00000000,0.01000000,1.84584615,0.01280000,2.89382353,7.66048696,14.88260000,0,0.03500000,0,2.20335000,0,0,0,0.01690000,5.38285714,0,0,0,0,0,5.73470000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-14,0,0,0,0,0,0,0,0,0,11.21763889,0,9.81821071,12.00553333,7.35560000,11.03507500,0,10.26987143,0,0,5.22005985,4.29220000,0.93390000,0.03750000,4.43079630,0.01940000,4.20326250,12.56159559,3.35176000,0,0.02280000,0,6.06335556,0,0,0,0.02310000,12.72667500,0,0,0,0,0,0.43303333,0,0,0,0.00415000,0,0,0,0,0,0,0,0,0
2016-06-15,0,2.83546667,0,4.06790000,0,0,0,0,0,13.98457647,0,8.89278462,12.45563333,4.94780000,5.93985000,0,6.94617778,0,0,5.57927890,0,0,0.09750000,2.47113333,4.69350000,15.85066000,8.08460882,4.40911250,0,0.08420000,0,7.08984286,0,0,0,0.06830000,8.63961111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-16,0,9.93530000,0,16.73220000,0,0,0,0,0,16.61064118,0,13.52028571,6.36210000,9.05632500,0,0,12.36300000,0,0,4.60362135,0,0,0,3.29314407,4.76440000,5.75610000,4.89136353,8.93545714,0,0,0,6.50325000,0,0,0,0,4.14518333,0,0,0,0,0,1.89894000,0,0,0,0.43863333,0,0,0,0,0,0,0,0,0
2016-06-17,0,0,4.28945000,0,0,0,0,0,0,14.59670000,0,6.93400909,24.00000000,6.83135000,8.58140000,0,10.31367500,0,0,5.27888740,5.37445000,0,0,3.66309444,0,10.73323333,3.03292069,3.40713333,0.26000000,0,0,3.48123043,0,0,0,0,6.60985385,0,0,0,0,0,3.26343333,0,0,0,0.75773333,0,0,0,0,0,0,0,0,0
