Day,[1] Number of Jobs Started,[2] Number of Jobs Started,[4] Number of Jobs Started,[8] Number of Jobs Started,[3] Number of Jobs Started,[10] Number of Jobs Started,[6] Number of Jobs Started,[12] Number of Jobs Started,[16] Number of Jobs Started,[5] Number of Jobs Started,[20] Number of Jobs Started,[7] Number of Jobs Started,[32] Number of Jobs Started,[24] Number of Jobs Started,[40] Number of Jobs Started,[72] Number of Jobs Started,[18] Number of Jobs Started,[9] Number of Jobs Started,[15] Number of Jobs Started,[30] Number of Jobs Started,[64] Number of Jobs Started,[25] Number of Jobs Started,[11] Number of Jobs Started,[42] Number of Jobs Started,[22] Number of Jobs Started,[14] Number of Jobs Started,[48] Number of Jobs Started,[21] Number of Jobs Started,[36] Number of Jobs Started,[50] Number of Jobs Started,[17] Number of Jobs Started,[13] Number of Jobs Started,[60] Number of Jobs Started,[70] Number of Jobs Started,[26] Number of Jobs Started,[19] Number of Jobs Started,[54] Number of Jobs Started,[43] Number of Jobs Started,[71] Number of Jobs Started,[33] Number of Jobs Started,[56] Number of Jobs Started,[28] Number of Jobs Started,[29] Number of Jobs Started,[51] Number of Jobs Started,[65] Number of Jobs Started,[35] Number of Jobs Started,[27] Number of Jobs Started,[55] Number of Jobs Started,[41] Number of Jobs Started,[58] Number of Jobs Started,[52] Number of Jobs Started,[67] Number of Jobs Started,[44] Number of Jobs Started,[45] Number of Jobs Started,[34] Number of Jobs Started,[49] Number of Jobs Started,[68] Number of Jobs Started,[23] Number of Jobs Started,[31] Number of Jobs Started,[38] Number of Jobs Started,[46] Number of Jobs Started,[37] Number of Jobs Started,[39] Number of Jobs Started,[57] Number of Jobs Started,[63] Number of Jobs Started,[66] Number of Jobs Started
2015-10-28,1038,352,342,49,74,13,19,71,36,16,10,2,7,6,17,4,0,16,0,0,3,0,4,0,0,0,2,1,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-29,742,431,234,111,60,22,23,10,16,14,13,5,3,0,21,0,0,2,0,0,4,0,24,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-30,492,230,225,47,31,7,59,1,25,26,15,6,5,72,1,0,2,5,0,1,6,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-31,991,308,163,47,19,2,23,47,7,18,7,0,2,13,2,0,17,2,0,0,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-01,2215,264,117,46,27,1,29,8,11,16,0,0,5,26,1,0,18,1,0,2,5,0,3,2,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-02,872,267,136,68,60,6,23,8,25,1,14,0,19,51,0,0,6,3,0,0,8,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-03,1062,394,117,61,30,20,9,8,32,10,14,9,20,1,0,12,16,5,0,1,7,0,2,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2015-11-04,796,313,293,110,45,39,21,34,30,14,4,0,1,7,8,5,10,0,0,0,4,0,36,17,0,3,0,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-05,587,332,314,66,37,73,13,7,21,11,4,0,0,1,6,1,10,3,0,1,1,1,12,10,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-06,485,344,83,74,46,30,13,20,13,20,5,2,0,4,3,2,5,1,1,0,1,6,8,13,0,1,0,8,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-07,301,148,77,52,37,8,5,6,10,16,1,2,1,10,3,1,5,2,1,0,1,14,4,11,0,1,0,7,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-08,546,145,340,38,53,1,5,5,26,7,4,3,0,6,3,0,9,1,0,0,2,2,19,15,0,1,0,13,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-09,1157,284,38,68,61,108,4,19,27,23,1,5,0,0,1,1,6,0,2,0,3,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-10,1085,402,35,91,58,52,8,54,20,23,0,4,0,2,9,6,2,2,0,1,7,0,8,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-11,697,409,27,58,43,403,8,7,24,16,3,9,6,4,5,2,6,0,0,3,2,19,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-12,536,317,46,67,74,528,5,15,20,6,4,12,10,4,9,3,4,1,0,7,4,1,7,1,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-13,529,223,37,31,27,20,2,12,22,9,3,1,0,1,7,5,5,4,0,2,2,6,5,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-14,700,183,39,118,36,8,8,6,12,2,0,0,3,2,4,11,0,2,0,0,4,9,4,0,0,1,0,1,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-15,531,248,46,119,42,5,5,4,39,6,2,0,27,0,2,1,8,4,0,1,4,13,3,0,1,0,0,1,0,0,2,4,0,0,3,7,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-16,842,314,98,111,31,12,11,11,33,3,3,8,25,4,13,3,2,1,0,2,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-17,998,462,52,193,37,6,52,11,33,15,7,2,33,2,4,18,7,2,0,15,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-18,805,361,95,101,34,11,47,22,29,4,2,0,3,4,0,25,6,2,0,11,5,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-11-19,1821,245,57,53,48,5,21,45,40,14,2,1,26,0,5,3,65,2,0,6,2,5,4,3,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-20,1616,333,46,20,5,6,36,9,18,17,3,5,3,3,4,0,12,7,0,2,2,15,1,3,1,1,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2015-11-21,888,119,87,11,16,6,21,36,7,6,1,42,0,1,5,0,3,11,1,2,0,30,2,4,0,3,0,0,0,0,6,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-11-22,468,185,255,37,20,4,13,15,14,18,2,12,7,2,2,1,0,3,0,0,1,35,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-23,1139,297,141,52,5,9,54,46,45,17,11,47,6,1,4,4,6,2,0,0,4,0,1,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-24,628,352,124,47,3,7,42,26,33,13,5,27,4,2,6,3,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-25,992,387,166,40,35,7,38,34,39,11,3,22,32,14,12,0,1,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-26,709,224,144,40,21,2,26,23,10,5,0,14,8,16,2,0,0,6,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-27,389,232,115,22,4,6,28,25,16,5,2,10,14,6,0,0,0,1,0,0,2,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-28,181,157,167,24,35,2,0,7,9,6,3,0,17,5,0,2,0,4,7,0,0,6,0,0,3,10,1,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-29,290,165,41,12,7,2,0,17,17,83,0,0,2,5,3,0,0,2,3,0,1,0,0,0,1,27,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-30,555,294,85,59,14,3,8,23,29,15,6,1,15,3,2,3,0,0,4,0,3,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-01,649,261,56,59,17,5,14,19,10,12,4,0,1,1,3,1,8,5,2,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-02,4440,364,174,60,10,3,23,33,23,13,15,0,2,0,4,0,0,7,6,0,2,0,0,0,0,0,0,0,0,0,5,0,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-03,435,235,63,37,11,2,5,2,25,12,7,0,2,0,0,4,7,0,12,3,6,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-04,62,186,24,9,8,0,1,1,1,3,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-05,60,141,9,4,1,0,1,0,1,2,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-06,588,294,88,70,9,3,10,8,23,13,13,2,7,8,4,1,0,0,6,0,5,0,0,2,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-07,746,257,54,26,11,2,12,32,11,3,7,20,2,4,10,2,2,0,8,1,7,1,0,2,0,0,0,1,1,0,1,0,0,20,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-08,461,357,296,31,55,15,23,26,30,6,5,11,13,2,2,3,6,2,7,9,11,0,2,9,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2015-12-09,560,333,94,37,63,6,21,26,12,5,6,10,1,5,1,3,5,3,10,2,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2015-12-10,783,456,246,83,46,101,101,43,26,40,5,51,26,5,10,1,4,7,18,8,6,0,4,3,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-11,923,233,56,47,9,339,66,15,13,20,4,27,6,7,4,0,6,0,31,5,0,1,5,3,12,0,0,0,0,0,0,2,0,0,6,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-12,1095,202,32,62,14,6,19,9,6,43,0,12,3,2,3,0,0,0,14,0,11,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-13,689,180,9,39,12,5,86,15,2,17,0,11,0,0,5,0,0,0,22,0,3,0,0,2,21,1,0,0,0,0,0,0,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-14,1061,312,15,30,5,6,59,6,4,26,7,12,0,0,2,2,2,0,25,7,3,1,1,4,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-15,879,296,48,15,6,6,79,5,8,28,2,5,6,2,1,0,0,2,32,10,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-16,595,325,40,35,13,18,47,6,5,3,6,0,1,10,5,1,5,2,19,5,2,0,1,4,1,1,1,0,2,0,2,0,0,0,2,0,0,0,0,1,1,2,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-17,840,288,25,56,82,7,24,12,18,13,2,4,0,8,2,1,0,2,12,5,4,0,1,1,1,1,0,0,1,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-18,785,207,29,41,160,51,21,9,2,18,4,2,0,5,2,4,0,2,11,6,8,0,10,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-19,715,180,72,20,156,3,3,8,8,2,1,0,0,8,1,2,5,0,8,1,3,0,0,0,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-20,451,130,78,53,0,45,16,9,4,38,1,0,2,12,0,2,0,0,5,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-21,1178,251,121,55,9,8,35,12,13,9,3,0,6,6,5,2,4,0,15,6,4,0,3,1,11,0,0,0,1,3,0,2,2,0,0,0,0,0,29,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
2015-12-22,1442,297,53,17,193,6,23,13,9,7,6,21,3,1,4,9,6,0,14,10,14,0,0,0,0,0,0,0,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2015-12-23,1939,227,25,22,21,15,17,8,9,17,10,0,6,4,0,10,0,0,11,9,2,1,5,1,6,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-24,1235,176,21,29,9,5,27,5,6,1,8,7,2,0,0,2,0,0,21,5,3,0,0,0,25,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-25,480,136,71,20,2,9,23,5,4,18,1,8,0,0,0,2,0,0,13,14,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-26,2723,171,24,20,2,1,22,18,10,6,3,5,2,0,0,2,0,0,17,12,3,0,1,0,3,0,0,0,12,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-27,4082,185,1,22,5,32,11,17,4,3,1,7,2,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-28,3063,181,27,21,9,1,15,25,3,7,5,24,0,2,1,0,0,0,3,9,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-29,5266,161,27,25,10,9,11,13,5,5,4,14,0,1,1,0,1,5,0,3,0,1,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2015-12-30,5743,182,57,34,23,1,19,5,25,0,7,6,3,0,9,1,0,4,0,3,2,0,0,5,0,0,0,4,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015-12-31,314,147,9,34,5,3,5,2,13,2,2,0,6,0,0,0,0,2,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-01,214,127,40,40,10,1,21,11,14,2,5,4,0,0,1,14,0,2,0,3,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-02,214,129,14,26,1,0,2,9,23,4,2,1,11,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-03,284,144,23,35,6,1,5,13,9,2,5,0,10,0,2,22,0,0,0,2,0,0,2,7,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-04,574,366,34,52,11,16,8,9,16,12,10,0,14,4,0,12,0,0,0,0,9,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-05,364,343,17,36,6,12,27,6,14,7,6,9,0,0,2,19,0,0,0,0,1,2,19,0,0,2,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-06,693,355,13,67,12,7,35,25,38,10,4,11,5,4,1,13,4,1,0,3,0,0,4,1,0,1,2,0,9,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-07,481,602,31,27,11,4,20,10,18,6,2,5,1,5,1,7,6,2,0,2,1,4,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-08,3410,257,46,55,37,2,15,4,13,8,9,7,2,1,1,2,2,0,3,0,0,0,6,0,1,0,0,0,10,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-09,1641,138,41,30,54,5,8,15,12,0,4,10,0,4,1,14,4,0,1,2,0,9,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-01-10,300,129,42,24,65,8,12,20,19,6,14,27,0,6,0,13,0,9,1,0,1,7,3,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016-01-11,1846,591,52,47,248,6,34,38,16,2,3,4,16,22,7,24,11,1,1,0,0,0,4,1,2,0,0,5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-12,3190,530,57,26,177,5,17,27,15,6,3,6,1,6,20,12,4,5,0,0,2,0,5,1,1,0,0,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-13,2673,696,99,46,17,9,6,12,8,25,1,3,2,2,4,13,3,1,4,0,1,4,0,0,1,1,2,2,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-14,3599,561,63,43,79,24,16,17,20,28,5,2,2,0,2,9,47,5,4,2,2,4,15,0,0,3,0,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-15,2288,234,76,68,21,27,15,12,12,11,18,8,3,2,7,3,18,0,2,3,0,1,0,0,1,5,0,3,0,7,3,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-16,373,103,11,37,37,3,50,10,8,5,3,3,0,2,5,15,6,8,0,4,3,0,2,0,0,3,0,22,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-17,1542,304,539,11,10,32,10,20,13,3,5,9,0,2,10,1,2,9,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-18,1445,1050,394,62,16,7,7,119,18,7,1,34,0,6,9,2,1,13,1,0,1,0,2,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-19,3757,768,32,48,98,15,27,49,8,8,7,54,0,0,8,0,0,12,2,2,0,9,0,0,3,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-20,1944,572,82,80,84,11,5,26,60,4,22,26,7,2,4,0,4,31,2,0,0,13,1,0,6,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-21,1929,324,153,106,11,18,24,58,6,2,24,13,10,2,5,1,8,18,5,1,2,1,0,2,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-22,682,294,32,66,15,11,34,18,13,9,10,5,3,3,7,16,3,5,1,10,1,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-23,598,236,29,40,27,9,15,12,5,19,15,0,1,0,7,15,1,2,1,1,2,0,0,0,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-24,392,205,65,41,8,7,26,14,5,6,10,3,0,0,5,6,3,4,0,17,0,0,1,0,5,1,0,0,0,0,1,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-25,925,291,36,37,31,16,24,10,11,18,11,3,1,0,4,6,5,3,1,2,0,6,0,2,4,1,16,0,0,2,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-26,473,296,65,60,4,14,6,4,14,7,12,2,0,0,6,7,3,0,0,0,0,0,1,0,5,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-27,548,446,109,57,15,18,26,16,22,4,8,2,0,2,7,6,9,5,0,1,0,0,0,3,1,0,2,0,3,1,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-28,531,364,168,25,20,30,37,11,17,3,9,1,3,4,17,10,4,5,7,0,2,4,0,3,5,0,2,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-29,407,296,146,43,8,13,22,2,21,1,15,0,2,0,19,10,1,1,0,0,1,0,1,6,4,1,0,0,0,2,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
