title
"CPU Hours: Total: by Resource"
parameters

start,end
2010-02-01,2010-07-31
---------
Day,"[NICS KRAKEN] CPU Hours: Total","[TACC RANGER] CPU Hours: Total","[NICS ATHENA] CPU Hours: Total","[NCSA ABE] CPU Hours: Total","[LONI QUEENBEE] CPU Hours: Total","[TACC LONESTAR] CPU Hours: Total","[PURDUE STEELE] CPU Hours: Total","[NCAR FROST] CPU Hours: Total","[PURDUE CONDOR] CPU Hours: Total","[PSC BIGBEN] CPU Hours: Total","[PSC POPLE] CPU Hours: Total","[NCSA DTF] CPU Hours: Total","[NCSA LINCOLN] CPU Hours: Total","[TACC LONGHORN] CPU Hours: Total","[IU BIGRED*] CPU Hours: Total","[NCSA COBALT] CPU Hours: Total","[SDSC DASH] CPU Hours: Total","[ORNL NSTG] CPU Hours: Total","[TACC SPUR] CPU Hours: Total"
2010-05-31,2274558.2237,1240020.6718,397139.6612,119074.7733,62212.4776,57838.2269,50241.8891,49134.2578,12592.1406,0,12299.3766,0,1417.3978,7009.0845,1107.9766,1815.5069,63.6244,0.1494,492.7066
2010-06-01,2104132.5003,1218915.0217,123897.2477,47086.4445,58864.3153,58666.9994,41812.0687,29501.1733,11313.6426,0,14927.7698,0,1122.6043,16401.1089,317.5854,1831.9598,0,46.4711,173.7689
2010-06-02,2008903.1832,1333060.2711,311857.9079,33134.3174,43604.1242,57830.7387,49014.2484,37002.4001,14444.5383,0,18169.1986,0,895.9846,3376.4266,1013.6401,2166.2587,3.7956,0,0
2010-06-03,2088901.4064,1271122.5245,394387.2033,186096.8245,55293.4777,77908.3032,60261.4112,33215.4133,21916.2684,0,15910.4099,0,3783.5506,13938.8335,1005.0301,2346.2178,0,54.1016,156.7200
2010-06-04,2064203.3266,1272574.3289,428689.4946,167351.6354,65096.8580,74629.5940,55577.6703,33816.1777,15410.6968,0,17126.1732,0,4961.3616,11942.3732,466.4622,2035.6624,0,47.2934,75.0311
2010-06-05,2134809.1732,1236318.2229,403532.5212,108892.3642,49004.9911,57273.3414,47736.4170,62486.2400,18425.6084,0,16960.8724,0,5685.7376,7329.9935,709.7478,2025.0955,0,0.2216,76.7511
2010-06-06,2354663.1902,1253190.4666,402842.3390,59523.0089,46446.9291,70111.6893,47836.2845,74236.0890,16685.0974,0,17204.8988,0,104.0423,10311.3178,803.7255,2204.9274,0,0.2183,95.3466
2010-06-07,2314766.6094,1190970.5688,387282.2857,23505.2999,89357.1998,79787.1175,46937.4030,69433.6000,19196.8260,0,16564.8721,0,0,19459.8332,688.2488,2776.4970,0,45.1633,570.2445
2010-06-08,2115494.5065,574783.4620,419676.8878,1774.0644,75012.6047,68036.7676,45387.0633,61575.8933,19130.8193,0,17359.3635,0,0,19943.2178,1225.4046,3280.5978,0,77.6772,259.7956
2010-06-09,1121884.8401,923216.6086,414415.4466,76185.8597,39950.4156,60517.5293,61571.1144,61702.3644,29771.6796,0,18079.6571,0,4266.2940,24614.9245,1262.3433,3348.9443,0,48.5911,302.7022
2010-06-10,2339561.4838,1334124.5052,417239.5145,118387.0868,59448.7688,63199.0154,42925.2997,7166.2223,31438.1542,0,20529.4201,0,1633.4357,21425.1666,1136.1489,2647.9821,0,47.8056,192.9999
2010-06-11,2288007.4473,1308866.3564,427630.9223,181871.6543,63050.6132,40239.3303,57759.7130,32652.2133,24862.8353,0,18555.2921,0,5193.8334,23444.4066,679.2489,2897.2104,0,45.8255,428.3155
2010-06-12,2173342.6207,1253431.3993,427517.9589,181190.1175,78676.0199,47426.7867,36799.9183,12262.0266,23917.2374,0,18564.5667,0,5991.2089,7765.6000,448.2423,2327.5725,0,0.2228,60.7823
2010-06-13,2345514.1565,1255606.1781,412289.4377,165466.7688,77840.5445,56400.2236,37317.6528,7357.3156,22038.5654,0,17602.9865,0,5867.1578,11146.2066,830.6633,1995.2906,0,0.2261,223.4444
2010-06-14,2257672.7500,1253060.3103,358932.5732,164398.4622,77288.4977,53745.4843,33060.6372,15981.6535,31671.8594,0,16044.9013,0,7154.8795,15229.9243,1214.3678,1515.4092,0,51.1310,749.9690
2010-06-15,1907711.1630,1298494.3021,414826.9868,178497.8465,57670.0336,52085.0933,47377.4017,15677.4578,29420.4009,0,13632.2946,0,4832.2177,8472.6421,1453.8401,2112.8962,0,47.1250,501.2934
2010-06-16,2038633.4737,1338794.1019,417947.7230,103916.5959,11689.2156,66517.1955,41968.8664,22609.2801,32126.5035,0,17457.7572,0,8120.8844,6920.3088,1434.4622,2439.3150,0,0.2211,736.3288
2010-06-17,2261491.2035,1257140.9775,400376.2579,86781.6045,60106.6578,58510.4304,36366.8185,17476.0357,31120.9075,0,17105.6355,0,2055.8888,4719.5689,1314.9146,2762.4846,0,0.1972,707.0444
2010-06-18,2063908.3133,1280014.2708,427985.2144,56306.0465,72035.4509,67116.3195,59809.4008,3989.3690,27963.4559,0,17020.5669,0,1903.5066,7452.1488,2418.0810,2833.6654,0,84.9262,675.1111
2010-06-19,2262236.8434,1286203.7903,423679.2889,129263.0489,81529.7621,78811.6860,33712.2865,4884.3378,27042.5807,0,15745.2734,0,1858.4005,4762.3334,2042.1764,2816.1764,0,0.2333,132.3378
2010-06-20,2278370.2467,1245026.6578,429288.2878,39651.4624,73661.5733,65790.2597,57070.1110,255.4845,13344.0773,0,15115.6498,0,152.8200,11306.9023,2781.7734,2847.2189,0,0.2188,79.9956
2010-06-21,2274425.2799,1278696.3152,428962.1899,43.2778,60724.5981,64687.8636,57807.7328,1018.2578,18429.3506,0,14514.1409,0,22.3911,10910.8756,3893.1256,2647.5905,0,55.4271,396.8710
2010-06-22,1908135.7967,1295431.1506,430334.0344,0,55851.7754,66869.7656,49707.7925,10989.4579,17127.6559,0,15565.8697,0,0,14324.4999,3741.5678,2696.4321,0,63.7518,36.9778
2010-06-23,1734252.8301,1201041.6802,395283.3422,4406.3155,60389.5685,70582.8713,39979.4527,55228.8356,17714.5285,0,17693.6211,0,0,4061.7555,3505.3466,2792.9006,0,56.9221,106.4400
2010-06-24,2227134.5999,1251642.5283,414322.6311,178329.4489,53428.6845,73067.7687,55752.1507,73892.7821,16378.7528,0,18630.3681,0,1180.0595,8044.7647,4112.3556,2766.2055,0,55.5295,54.1689
2010-06-25,1330193.4832,1128170.4624,426317.9466,200362.6602,54410.6800,68905.9161,23427.3755,8109.3155,19376.0211,0,17459.2599,0,4040.1800,19084.4668,3760.5268,1729.3772,0,139.0473,54.6489
2010-06-26,1720720.2163,1245047.5239,425821.3867,203028.8492,48556.7468,61557.5380,66765.8653,29996.2311,25861.9528,0,17361.2210,0,3624.6688,3835.6889,3054.4210,1521.0607,0,0.2182,27.0488
2010-06-27,2330573.5771,1175600.8881,425001.6711,139540.3713,61496.7976,46641.2706,83869.5308,2964.2133,24334.4979,0,17945.2513,0,3563.6244,3838.5400,4263.4644,1764.0004,0,0.2294,49.9823
2010-06-28,2317928.8674,1179279.6670,424176.0888,135847.5157,62938.7955,61470.5379,66223.6987,351.1112,26569.5623,0,17726.8873,0,4204.7693,3957.9756,5651.0280,1429.2093,0,0.2283,207.9644
2010-06-29,1870598.7560,1195320.2619,427295.6445,161742.5335,53854.5999,58292.9571,78896.0867,38528.9598,32024.3492,0,18535.8034,0,4040.3238,3652.0089,9096.2344,1509.3443,0,50.0067,155.4489
2010-06-30,705175.9766,1200490.9198,427406.4889,176453.0160,66800.6043,62101.6249,88284.4510,86610.6667,35941.7902,0,17414.0866,0,3597.0533,4038.2756,7302.9122,2266.5480,258.8045,164.1961,383.8134
2010-07-01,2086467.2132,1172742.3914,426636.8222,150556.2311,62587.2997,61006.1402,71757.7970,40995.0934,24924.4654,0,17047.6810,0,2798.5865,5115.7445,8831.2244,2252.9466,1029.9978,241.2905,57.6533
2010-07-02,674643.3670,1254108.3422,428381.2489,156960.1709,55579.3558,79458.4254,89594.4620,29275.0043,26854.7465,0,18213.6124,0,1999.1906,5345.5755,8338.1722,2311.1807,203.7755,20.2215,89.9288
2010-07-03,2317702.9134,1259037.7736,390282.5822,150481.6798,64661.1468,60224.6938,77908.0670,62410.5955,22891.2014,0,18475.5504,0,1428.6755,4215.0267,7964.0833,2146.8075,0,0.2283,123.2667
2010-07-04,2195840.7568,1037864.3727,418915.5899,125965.8914,37965.9600,57167.6296,67240.2435,83708.0355,19046.0339,0,17279.5979,0,1387.9867,3884.8400,8170.2833,1807.4363,0,0.2183,101.2045
2010-07-05,2209499.5503,1147036.4578,420772.2444,111427.9487,57613.3130,65829.2734,64826.9938,77721.6889,16939.2339,0,16626.4345,0,1367.8667,6046.9289,6842.2422,1840.8988,79.2978,707.8151,83.9201
2010-07-06,1961992.7995,1139727.2129,423748.9509,184682.2840,48092.0201,69871.8007,60904.6463,79391.5555,16833.6081,0,16451.0405,0,2014.3554,10724.1822,7271.7246,1813.7841,1662.3245,1533.3083,91.3821
2010-07-07,1977381.1468,1306393.1551,422633.3144,175836.1928,25996.4619,74985.3243,78552.4155,73993.4756,6530.8428,0,16939.5065,0,3566.9489,10585.1754,6521.7768,1936.1316,1478.9466,1532.9428,135.0622
2010-07-08,2185367.8068,1180870.9339,422621.2444,198268.7735,61365.2665,67107.4415,68817.9603,56829.1910,12401.4438,0,15985.7024,0,4698.9224,6376.7954,6290.2177,1386.3348,1386.8734,1531.9022,286.3779
2010-07-09,2160304.7129,1102720.0986,424488.4623,203232.4467,65401.7219,78401.5605,68305.0707,70807.7690,22233.2302,0,16234.1022,0,4338.9888,5640.6067,5883.8120,1755.0538,1248.0823,1465.4527,57.2400
2010-07-10,2032797.1267,1162823.6358,420211.6133,160904.2734,28291.0401,79407.0571,71767.1217,77183.7155,24162.6373,0,16441.6469,0,4098.4398,5752.3111,7087.9000,1993.9623,487.1111,1535.6244,18.3244
2010-07-11,2146703.8766,1199742.7461,424196.5422,192624.4264,35560.2131,43680.9842,55316.0272,93381.1199,20779.5134,0,14705.9267,0,3705.5755,4723.2178,6686.3978,2229.7231,395.4489,1534.8444,19.9822
2010-07-12,2239803.5866,770710.7691,420598.4178,209549.4714,59046.1113,85475.1013,18924.7846,89867.6622,51657.8416,0,16710.4832,0,5582.1554,2988.2555,8442.9979,1954.9817,236.1956,1529.5428,234.5821
2010-07-13,1722425.2103,347311.0626,418809.6356,207468.5003,65705.4286,87280.8668,75144.9761,30924.1776,32334.2707,0,16655.0486,0,4480.9777,8951.3092,5487.5801,2024.5587,851.6622,1533.3828,26.1733
2010-07-14,1486154.9303,1210450.4631,422093.6889,211318.1532,67272.9383,58750.4009,68288.9614,76824.9068,27894.9821,0,17302.4311,0,3163.7265,12659.3378,3986.5778,2016.6965,1596.9067,1149.2005,204.7823
2010-07-15,2370993.2033,1289758.1153,425814.5866,208426.6154,64174.3420,61014.9732,62284.5189,46156.6399,22423.4401,0,17921.2442,0,9369.6866,8559.6155,3718.5202,2285.8497,194.2400,895.0750,53.7243
2010-07-16,2295748.8297,1304763.3421,427401.7244,196066.9177,45216.9930,38702.7134,36035.0713,58949.1199,28438.3124,0,18461.6767,0,9298.2488,4679.1601,3760.6274,2070.1790,936.5334,341.8974,42.8400
2010-07-17,1983373.6001,1269713.6402,423217.5111,187268.2734,53625.7223,85871.4332,46957.1765,90792.9422,23854.9694,0,16369.1168,0,9309.9225,4416.3022,3258.9445,1680.4523,995.0222,711.6427,20.3689
2010-07-18,1872540.4668,1173257.7334,427416.1245,183178.8955,57353.0068,83745.2902,45238.0701,71615.9467,12807.1483,0,11588.8999,0,6228.4089,15807.0400,4717.2888,1816.8143,336.4267,1535.2978,10.2978
2010-07-19,1996700.5994,1285590.2398,425863.1556,166681.0389,58523.9088,56222.1194,24295.3881,79846.1512,12057.3482,0,14583.6726,0,8253.4001,11495.3444,4276.9409,2178.6443,372.6222,1535.5256,25.8401
2010-07-20,1618316.7165,1356981.4808,411485.7690,187460.3384,61648.4624,68351.6605,40679.4580,72031.1288,29505.9684,0,17337.0264,0,11952.0490,13644.9644,3454.8179,1780.2322,0,1496.8716,121.1466
2010-07-21,1775236.8164,1303957.7950,400817.0223,175654.6804,50204.9176,70860.7632,52599.2258,81629.0667,25104.8960,0,17290.3769,0,15881.2710,17814.8889,2924.1155,2291.6093,0,1362.2710,206.5912
2010-07-22,2253384.2824,1257285.4306,423182.7999,176779.4848,40987.8156,64636.1976,64817.9273,19298.2222,99985.7506,0,17125.1000,0,12129.7580,19315.9822,3706.5211,2049.1135,0,1003.7967,636.7600
2010-07-23,2129575.6298,1291755.4492,421402.5512,196640.2773,38827.6465,72978.1954,54525.7321,26239.0221,131366.5022,0,15220.0156,0,7672.5623,21169.9289,3714.7243,1149.3375,0,1535.5123,334.0488
2010-07-24,2207997.7830,1326823.5607,414287.2977,195899.9775,37765.0845,81542.4324,24022.2210,38671.1822,27119.5799,0,18592.9653,0,6129.8244,19899.2221,2118.4091,1178.8725,29.5956,1207.2356,203.3156
2010-07-25,1940773.1261,1223638.9555,424346.0045,160543.2606,28238.7134,91081.6258,32119.7632,23597.3867,27815.6552,0,15932.2478,0,4449.1913,10242.7910,2114.4111,1266.9081,0,846.6760,74.7733
2010-07-26,1477847.8671,1276655.0045,423439.1454,164494.6049,41429.7244,91299.8959,31129.9076,40945.9734,21922.7255,0,16559.3815,0,4934.5510,7318.3844,1849.8299,932.4945,0,1100.1189,28.7511
2010-07-27,1756279.0168,1306072.4484,406971.1801,104132.0844,48351.7221,83046.0859,34290.0346,49120.8178,4395.8819,0,18398.6248,0,4323.1806,6199.4955,1608.1456,881.2163,0,745.2462,39.4711
2010-07-28,1777108.8430,1250240.5559,406059.8679,35057.1337,73513.6160,89535.6565,47585.1908,18510.2933,10039.6564,0,18447.5804,0,2876.4361,5616.2400,991.6967,676.5598,0,1460.7423,52.6223
2010-07-29,2224594.0433,1266591.0665,395501.7756,150990.5070,74357.0333,91721.3725,37307.1711,138.8621,3487.1933,0,18441.3198,0,3302.0059,2101.9222,858.9566,1051.7171,0,604.4383,232.9512
2010-07-30,2142680.0095,1176119.1510,404102.4891,182458.5512,60427.1667,88126.4964,70488.9360,41467.5912,15078.9875,0,19062.1733,0,3062.3263,353.2445,1275.7212,1549.0535,0,231.8823,75.5866
2010-07-31,2174489.2802,1276364.1554,414633.1488,162423.1798,58653.6444,90443.0623,80050.0960,42513.4578,1706.5194,0,16525.2627,0,3198.8023,16.0778,1640.1789,1426.6886,0,54.3322,17.2844
---------
