title
"CPU Hours: Total: by Resource"
parameters

start,end
2012-02-01,2012-07-31
---------
Day,"[NICS KRAKEN] CPU Hours: Total","[TACC RANGER] CPU Hours: Total","[SDSC TRESTLES] CPU Hours: Total","[TACC LONESTAR4] CPU Hours: Total","[SDSC GORDON] CPU Hours: Total","[PURDUE STEELE] CPU Hours: Total","[PSC BLACKLIGHT] CPU Hours: Total","[PURDUE CONDOR] CPU Hours: Total","[TACC LONGHORN] CPU Hours: Total","[NICS NAUTILUS] CPU Hours: Total","[NCSA FORGE] CPU Hours: Total","[LONI QUEENBEE] CPU Hours: Total","[GATECH KEENELAND] CPU Hours: Total","[TACC SPUR] CPU Hours: Total","[SDSC DASH] CPU Hours: Total"
2012-07-07,2545925.2730,1127651.6446,219956.4315,158112.5600,85588.3553,94325.9835,62316.3734,3396.1889,11112.8401,60.2888,10654.3960,0,0,31.5022,0
2012-07-08,2530782.6301,698973.6228,216612.1698,120012.4931,69164.1290,45925.5222,81893.9198,2819.7667,11802.8732,812.3444,10072.3192,0,0,14.4444,0
2012-07-09,2445070.5478,1021352.9826,225619.4851,148337.8894,92979.2129,54127.6951,73264.0088,2535.4611,11639.1822,5177.1332,3326.5990,0,0,19.0311,0
2012-07-10,2522965.2764,1164979.3423,219522.8903,151204.6296,145874.7293,17407.6225,78041.6264,10624.7005,6388.6356,6120.4001,6307.3687,0,0,433.6400,0
2012-07-11,2587815.8800,1216296.7069,223825.3050,149768.8033,165887.0711,15987.6130,85998.1242,22389.0416,5547.4844,3023.0245,4517.3321,0,0,867.2978,0
2012-07-12,2553399.3598,1225203.3378,229650.9037,149559.3832,174884.2354,11042.5630,64432.3023,12380.1055,4993.7267,7178.0131,2413.9299,0,1039.2044,1052.6534,0
2012-07-13,2179647.0296,1102627.4125,229165.3204,172256.9871,183179.2307,33081.7690,81726.5199,5759.6568,1564.9178,3032.3044,358.0889,0,1503.2445,673.1422,0
2012-07-14,2571609.7629,1042119.1068,234228.4359,151198.1135,153797.6758,70755.6988,74098.6005,8710.8112,1959.7645,4469.3801,743.4222,0,1568.9333,652.8713,0
2012-07-15,2592196.4993,1017776.7161,231245.0892,234628.6764,177750.6044,91102.4464,64051.0803,4383.3888,3186.6533,794.1689,1918.6000,0,1613.1022,3.3600,0
2012-07-16,2628315.1914,1180354.7916,215273.7836,204992.9900,159715.5463,105815.8590,78517.5374,4908.2659,4174.6289,4375.2977,3324.3555,0,5624.7822,588.0845,0
2012-07-17,2675011.2264,1230170.1600,219044.8114,185787.2332,186897.1460,94684.1595,65071.1999,11357.3669,2812.1400,8256.1736,4137.7155,0,631.4089,791.2667,0
2012-07-18,2560859.1602,1200292.7915,224560.4069,238366.2534,172638.2180,86160.3835,49013.4626,18461.6336,2359.3556,1370.8643,7883.4845,0,434.2533,761.1867,0
2012-07-19,2584261.8626,1250657.6753,235801.4103,127051.8835,148354.1593,77429.7164,67559.6464,7231.2332,2641.4689,3854.8513,6225.6251,0,0,560.9600,0
2012-07-20,2641353.5230,1293579.3022,226097.6160,187283.3635,193890.7243,80277.7425,66616.7513,5489.9356,2744.8111,6569.7289,5074.2291,0,0,18.0711,0
2012-07-21,2549146.6962,1165815.7201,235051.7366,258182.4138,184234.6621,76583.0441,73172.4220,7439.9500,6557.8621,566.4800,5807.4625,0,0,1.6089,0
2012-07-22,2570464.5309,1202764.3299,223258.4036,203789.4735,87163.7780,80505.4233,81390.2223,6014.2999,1525.5667,614.9710,8806.6202,0,0,0,0
2012-07-23,2653884.7091,1358910.5463,219903.1153,198056.9701,126027.5869,82524.8033,62318.3621,9220.1445,2363.1955,2479.0535,5935.4938,0,0,131.9733,0
2012-07-24,2640566.5331,1283924.0765,231892.7428,77508.6768,184307.3912,77876.6634,69487.9778,12454.1402,3288.4310,2430.2134,7492.8093,0,0,2.9067,0
2012-07-25,2634864.2372,1274238.2922,218144.6621,247434.6998,207751.4618,76373.9907,84465.5601,11014.3873,2561.0800,1081.5979,8930.1862,0,0,155.9067,0
2012-07-26,1722792.5403,1274146.4479,207383.1039,268459.5201,171991.5913,61437.1002,76634.5552,27467.6919,1912.1000,572.5266,7210.7887,0,0,3.9822,0
2012-07-27,2583139.8422,1288121.7060,215057.4697,273038.7400,220651.5909,66751.9010,82729.9572,5446.5508,3038.1267,582.8468,7852.4737,0,0,214.0622,0
2012-07-28,2652428.2638,1343128.9247,173862.2223,231616.1333,168989.3419,74144.7664,73702.1863,38253.9521,5051.0045,128.2578,9277.4221,0,3.6800,0,0
2012-07-29,2673112.8800,1309282.3288,153223.6558,233696.5472,114730.1021,62695.2446,62523.1202,12453.6686,1176.2957,961.3622,8405.2567,0,2997.7112,4.5111,0
2012-07-30,2621451.7836,951917.1516,144308.0852,230410.1003,145237.9422,79116.5679,82636.6847,11326.6074,472.8600,352.0044,10012.1445,0,8767.5600,155.5067,0
2012-07-31,2519823.5510,459812.3822,146259.7292,160777.7233,185053.9555,76508.3047,68727.2932,13453.2565,1637.0466,5723.1688,8353.1275,0,3902.7511,15.8800,0
---------
