title
"CPU Hours: Total: by Resource"
parameters

start,end
2011-08-01,2012-01-31
---------
Day,"[NICS KRAKEN] CPU Hours: Total","[TACC RANGER] CPU Hours: Total","[TACC LONESTAR4] CPU Hours: Total","[SDSC TRESTLES] CPU Hours: Total","[PSC BLACKLIGHT] CPU Hours: Total","[PURDUE STEELE] CPU Hours: Total","[LONI QUEENBEE] CPU Hours: Total","[PURDUE CONDOR] CPU Hours: Total","[NICS NAUTILUS] CPU Hours: Total","[TACC LONGHORN] CPU Hours: Total","[NCSA LINCOLN] CPU Hours: Total","[NCSA FORGE] CPU Hours: Total","[NCAR FROST] CPU Hours: Total","[PSC POPLE] CPU Hours: Total","[SDSC DASH] CPU Hours: Total","[TACC SPUR] CPU Hours: Total","[IU BIGRED*] CPU Hours: Total","[NCSA EMBER*] CPU Hours: Total"
2011-12-16,2580329.9465,1324275.2981,277642.2863,233653.6316,52215.9467,54417.5181,2114.4266,135.1042,8388.3978,13.8534,0,5849.9522,0,0,0,78.7689,0,0
2011-12-17,2567213.6536,1332590.3637,204080.9600,180620.2695,84732.4487,54688.0132,0,264.0178,2556.4001,48.1244,0,3070.1001,0,0,0,0,0,0
2011-12-18,2638675.9372,1221578.8170,229486.7631,127133.8691,49539.7735,54842.0542,0,25.8045,5537.4356,146.4289,0,884.8989,0,0,0,30.4000,0,0
2011-12-19,2538257.4863,1268268.1787,244367.1538,173860.2293,69296.9736,52444.5740,729.0288,48.8669,7590.2689,1083.5112,0,2909.1915,0,0,0,175.0622,0,0
2011-12-20,2456496.7029,1308895.9022,274193.2869,133205.0076,83834.5424,64785.6416,13456.7377,257.4400,2355.1713,640.9645,0,4209.9721,0,0,0,73.5467,0,0
2011-12-21,1982812.8099,1303622.6850,136870.2932,91836.6892,85225.4092,49948.7873,25736.7667,518.7600,2785.8688,456.1554,0,4982.3200,0,0,0,124.6889,0,0
2011-12-22,2409016.8766,1278390.9590,103585.3999,70963.9441,82471.3956,45490.9343,16547.2600,247.9147,12289.5598,2917.0622,0,3787.7785,0,0,0,136.2489,0,0
2011-12-23,2697524.7362,1317224.2175,112171.0370,92879.5151,76661.7822,52177.8197,19248.4535,388.6122,18602.8557,2317.7110,0,3892.4116,0,0,0,282.6845,0,0
2011-12-24,2688209.1335,1298660.4977,141588.1299,73264.4003,81478.4002,44667.0926,26841.7955,325.0501,19292.6512,2357.8311,0,4444.9838,0,0,0,191.8222,0,0
2011-12-25,2589610.6903,1272447.3632,236176.3905,92065.8316,75649.2754,51010.5236,12592.6711,159.7144,11663.1756,0,0,2815.4910,0,0,0,0,0,0
2011-12-26,2592383.7769,1134927.1020,217958.5002,86839.1874,80223.3933,46147.5089,4884.4089,215.2686,11891.3757,0,0,1030.9289,0,0,0,0,0,0
2011-12-27,2590503.8331,982416.8617,257898.0335,132185.8283,89515.8978,43760.4998,0.0178,232.3912,7798.3556,0,0,492.6647,0,0,0,0,0,0
2011-12-28,2634536.5668,1041513.8141,237916.9967,123269.4863,71543.5889,48895.0616,1.7978,83.4866,14906.9109,0,0,628.3320,0,0,0,0,0,0
2011-12-29,2613131.1869,1050810.0611,328161.9601,60818.5557,48875.4357,47443.1143,0.0489,38.1000,15576.2533,85.8755,0,2103.6180,0,0,0,329.3556,0,0
2011-12-30,1482937.1798,1087531.8358,348005.8331,157297.7414,76120.5513,50816.8069,20.0933,676.7077,796.4978,83.0756,0,3792.4183,0,0,0,778.6533,0,0
2011-12-31,2626107.0266,1088051.5687,308647.7939,141172.0487,56986.2131,44166.3270,21.6267,299.2723,3963.5824,390.6200,0,4088.3912,0,0,0,0,0,0
2012-01-01,2685645.3734,1040465.9110,242548.8769,163351.0389,85811.3110,46805.3441,0,13.5445,3237.8645,21.0133,0,896.4044,0,0,0,0,0,0
2012-01-02,2553411.6669,957894.0802,304582.1002,201070.5346,65295.8622,43599.2681,21.9711,58.5928,20315.5732,379.7867,0,52.2979,0,0,0,0,0,0
2012-01-03,2351556.5067,9476.8844,115404.4172,218951.1008,42252.4530,51914.8619,1286.8756,230.3034,15755.8847,9511.0577,0,494.3967,0,0,0,0,0,0
2012-01-04,2435162.0536,0,2506.0166,227659.8200,44031.8268,37926.3387,61.2156,167.5833,16424.0977,12408.1512,0,781.1605,0,0,0,0,0,0
2012-01-05,2642275.8467,677720.1913,89324.5533,227032.1312,35917.6551,35588.4746,3782.8178,253.2055,9762.8312,15405.8755,0,2295.5117,0,0,33.6955,0,0,0
2012-01-06,2507739.8804,1310184.6130,166671.6506,226822.3096,58926.1822,44381.7577,15177.0400,48.5053,12558.8667,15568.9268,0,2532.7230,0,0,0,3.7778,0,0
2012-01-07,2096835.1696,1361769.7504,213872.8760,224599.3151,41453.4265,34795.6731,15126.4266,54994.5347,9570.9846,2057.1044,0,1568.2522,0,0,34.9156,0,0,0
2012-01-08,2654098.6541,1129133.1383,165868.7701,212194.2685,32477.8261,23164.7759,3480.1533,12364.7955,12145.0066,2069.7599,0,2126.8022,0,0,228.9201,0,0,0
2012-01-09,2034032.2271,474826.9340,99004.7568,205643.5474,47406.6091,22738.9903,2559.8377,5271.6300,20628.3311,12.1000,0,2974.3131,0,0,58.9778,64.2533,0,0
2012-01-10,2324387.5993,617529.1866,1220.1600,176107.0263,25675.5960,34155.3536,23.4199,5248.5234,13014.3336,352.2378,0,1728.5646,0,0,0,0,0,0
2012-01-11,2398148.1529,1235254.6405,120344.3332,193000.0015,23978.1734,39419.2400,6.7821,894.1214,18222.2333,377.7644,0,3818.9311,0,0,35.2222,71.2178,0,0
2012-01-12,2445196.3698,1233898.7299,190417.5733,186047.7475,81489.1336,52150.9564,1923.7911,1777.6372,8344.4711,56.8066,0,3930.4614,0,0,0,109.3200,0,0
2012-01-13,2340159.3066,1198336.2140,266471.6967,180182.9794,71019.6977,36011.1668,704.6934,9687.9147,8949.4201,3923.5512,0,3337.5827,0,0,0,52.7467,0,0
2012-01-14,2167712.0096,1163698.9599,115336.3101,203415.1599,58217.8710,37742.8121,635.2533,8964.9780,7132.4357,12942.4822,0,4176.1577,0,0,0,0,0,0
2012-01-15,1578620.0232,996212.7247,71941.1764,161860.5241,48943.2224,38720.7551,0,8673.2308,8028.0065,12615.1379,0,3376.1572,0,0,0,0,0,0
2012-01-16,2134509.9902,823541.8306,211591.0501,174320.3099,67586.9956,36714.2259,2168.4800,6819.8499,3059.5711,11288.5333,0,2588.8084,0,0,0,18.9911,0,0
2012-01-17,2150030.1335,1232737.6485,280766.8330,207083.4665,67581.5601,29596.1501,1080.6400,2639.8193,3600.9532,744.4179,0,1834.2794,0,0,0,12.8533,0,0
2012-01-18,1920372.9569,1296128.4497,164130.8059,210457.5315,68042.6096,28123.2920,1081.2267,11584.1514,5988.9442,1125.1799,0,2227.1572,0,0,0,37.5111,0,0
2012-01-19,993631.2531,1261236.7948,255139.5963,205164.9577,69689.7464,26468.3605,0.0578,142.3688,13497.1309,9399.0799,0,3229.3642,0,0,0,40.1289,0,0
2012-01-20,2287735.9804,1292893.3730,238498.3201,200342.9917,89002.3598,32933.9118,0,446.1790,13404.0423,20704.3492,0,2634.0275,0,0,0,0,0,0
2012-01-21,2388438.1599,1336326.6402,157905.8967,217867.5844,64967.6626,27503.2160,0,71.2788,2931.5888,14511.3155,0,4559.6853,0,0,0,0,0,0
2012-01-22,2244397.0361,1371038.6754,124764.0966,215502.0057,78292.4797,25341.2877,3370.9955,19.6647,1832.9467,11469.6533,0,4129.4450,0,0,0,0,0,0
2012-01-23,2212262.4364,1306966.8493,112666.3698,230269.5359,89214.5428,42515.8599,1094.3244,415.3645,9279.8178,7817.6755,0,4299.4612,0,0,0,17.1644,0,0
2012-01-24,2435892.6810,1301792.2608,80412.5036,233428.2689,88742.4313,48963.0693,493.9289,129.9395,14715.2845,9548.3067,0,2865.5436,0,0,0,114.6223,0,0
2012-01-25,2411781.3233,1279104.2667,78269.6696,226710.3845,90753.3999,52821.7866,146.5778,14.6767,17406.5489,5017.2776,0,4687.9057,0,0,31.7711,141.7867,0,0
2012-01-26,1018077.7465,1321743.1728,96515.1731,225852.2982,74871.9111,62306.9186,0.3733,15.1267,18835.8998,5043.4155,0,4687.1078,0,0,0.6489,87.7600,0,0
2012-01-27,2579083.9297,1264340.7678,172555.3203,179861.7895,88037.5819,64086.2298,0,1.8178,7774.3711,4224.2222,0,5388.2854,0,0,0,181.2089,0,0
2012-01-28,2650509.4534,1275018.9860,160284.6064,168186.7731,89295.3686,61777.3778,0,16.8667,5614.1002,2543.8111,0,5480.7065,0,0,0,137.5289,0,0
2012-01-29,2619702.5235,1309889.7250,152616.2970,147322.7652,69859.1601,55782.2055,0.4444,135.1811,10662.5066,2149.3089,0,3546.3403,0,0,81.6444,7.5778,0,0
2012-01-30,2527310.1868,1274145.3378,53796.6805,141144.7299,60836.0531,55822.9287,0.1778,934.7678,10340.3666,16812.0599,0,4684.2624,0,0,58.1044,70.3067,0,0
2012-01-31,2566146.4664,1303568.4184,17328.9835,119703.6904,51948.7021,57505.4048,0,1.7244,19861.0468,16791.5067,0,3766.3428,0,0,43.8467,35.2577,0,0
---------
