Day,[NICS KRAKEN] CPU Hours: Total,[TACC RANGER] CPU Hours: Total,[NICS ATHENA] CPU Hours: Total,[NCSA ABE] CPU Hours: Total,[NCAR FROST] CPU Hours: Total,[PURDUE STEELE] CPU Hours: Total,[LONI QUEENBEE] CPU Hours: Total,[TACC LONESTAR] CPU Hours: Total,[PSC POPLE] CPU Hours: Total,[NCSA LINCOLN] CPU Hours: Total,[TACC LONGHORN] CPU Hours: Total,[PURDUE CONDOR] CPU Hours: Total,[SDSC TRESTLES] CPU Hours: Total,[IU BIGRED*] CPU Hours: Total,[SDSC DASH] CPU Hours: Total,[NCSA COBALT] CPU Hours: Total,[PSC BLACKLIGHT] CPU Hours: Total,[NCSA EMBER*] CPU Hours: Total,[NICS NAUTILUS] CPU Hours: Total,[TACC SPUR] CPU Hours: Total,[ORNL NSTG] CPU Hours: Total
2010-11-23,1761228.3195,1205021.3777,404747.4333,137569.4447,86206.1867,103906.3144,74179.3423,7908.3611,7906.1190,6701.5025,21939.5246,18291.0350,0,554.2178,979.8378,0,0,1177.7411,50.8697,14.0801,0
2010-11-24,1541420.3234,1148490.2361,398754.6234,136853.4552,84342.9687,90563.7895,64249.2845,28413.0983,14088.2668,7615.7232,21880.4000,11519.2457,0,283.1142,1060.5310,0,0,1073.3538,460.5231,6.9600,0
2010-11-25,2319589.0464,1005468.2445,429356.7100,139030.8218,96473.4756,98098.2127,84290.4843,28416.4615,15910.9710,8739.0199,19519.2977,305.6743,0,110.6488,251.9313,0,0,918.3873,32.6417,0,0
2010-11-26,2315712.7228,978472.3644,425782.4654,118329.5134,60996.1957,71977.1961,84744.8376,27965.8115,14830.1067,7997.1556,19119.8578,1547.4964,0,80.7111,921.0533,0,0,628.6596,48.0000,0,0
2010-11-27,2312773.5437,1126661.9511,424008.0467,103735.4867,102513.1023,99613.4329,90388.8757,29590.7007,13010.8114,4694.8051,15981.3089,854.6555,0,2066.3414,1709.8600,0,0,791.5638,48.0000,0,0
2010-11-28,2296418.3467,1165641.8172,431319.2233,120477.5598,98285.1733,110609.6308,91897.6935,21960.4148,6447.6000,5751.5710,17868.3756,5754.6347,0,1955.4821,1264.2223,0,0,484.4191,48.0000,0,0
2010-11-29,2222485.0599,1298328.2399,430982.4145,74039.0202,102734.7023,86031.3123,96216.3289,20802.1053,11533.3329,5737.7378,10874.2266,18024.0017,0,1373.2080,1271.3066,0,0,652.0356,18.8397,17.8622,0
2010-11-30,2301499.3334,1250165.6887,427291.4048,71033.0217,123366.4711,90104.1935,90696.2090,17598.6989,15767.2421,5064.0512,3636.9754,3797.7193,0,2070.7311,2128.7223,0,0,1041.2656,44.2497,68.3955,0
2010-12-01,2307579.8233,1269187.1599,409161.9166,80820.1175,100916.1779,99244.1742,82768.2157,0.0361,17116.9635,11176.0599,7764.2534,1921.3795,0,2044.2034,1483.5423,0,0,2394.2396,40.2494,32.1867,0
2010-12-02,2128279.3299,1212230.1254,432049.3346,129133.7914,87129.5466,53773.9003,70752.7468,0,15664.3834,9262.5497,8448.3867,2121.3011,0,1474.5022,1436.1979,0,0,1681.4472,53.8552,36.7022,0
2010-12-03,2292632.8405,1181872.9195,430029.9856,137825.1937,49681.3333,62511.2296,70435.4129,0,17210.8166,7715.3000,4601.1867,2.0778,0,1328.5345,3906.7756,0,0,2314.1957,41.9397,60.4756,0
2010-12-04,2301910.4532,1261942.3782,431973.8321,116973.3137,98439.3067,65120.8757,55065.0781,0,16782.3201,9390.3831,3732.0244,924.3024,0,1121.7621,3988.1933,0,0,507.0702,25.1914,31.3600,0
2010-12-05,2324837.4136,1250336.0221,429886.9978,138188.4376,108581.4578,53181.0208,51932.9134,0,16310.6476,13375.4046,9306.1867,114.9367,0,896.6944,3934.8134,0,0,169.5576,57.1544,21.6711,0
2010-12-06,2299974.1766,1256732.5999,417867.0347,128464.2715,101991.9110,69711.9197,63084.2956,0,16671.7669,20796.4806,10170.4067,156.8539,0,871.8155,1736.0534,0,0,290.5451,37.2278,72.9067,0
2010-12-07,2200254.8235,1296683.3024,400661.1287,131892.5534,75583.2534,60797.9601,72304.9246,0,16418.8779,16339.8556,6414.2312,180.7438,0,1378.8465,2143.5690,0,0,717.4888,36.5901,60.3689,0
2010-12-08,2243609.3260,1280302.0170,403323.4142,174230.5562,101019.4490,65369.7054,85500.9492,0,16081.6556,16639.0527,6283.1178,144.2722,0,2741.3212,3350.5291,0,0,508.2913,243.1461,4.6000,0
2010-12-09,2298904.7732,1200871.5636,384925.7910,155341.9381,67698.7734,65852.7474,35573.8090,0,15669.5077,15720.1865,13549.9067,2.3339,0,2765.4513,5974.5156,0,0,803.8673,659.9273,78.1512,0
2010-12-10,2289695.5132,1272895.6747,391472.7067,150111.3113,50010.4535,74646.2145,64486.2136,0,16478.4133,12621.9932,13690.1088,2120.6242,0,2698.8910,6334.3133,0,0,798.5290,770.6853,100.7155,0
2010-12-11,2174236.9900,1255638.3382,391054.0666,176223.2557,70055.0934,69979.1127,47149.8288,0,16331.0878,15785.3268,11832.7821,3054.7707,0,2312.9709,5040.8355,0,0,1093.7886,481.9308,0,0
2010-12-12,2123803.7731,894077.8490,414285.0290,142871.0916,82812.3555,68015.3835,18384.7645,0,16315.9801,17029.2800,9185.2801,1377.1392,0,2187.1256,2154.5713,0,0,584.7660,303.3705,106.9333,0
2010-12-13,2055041.2200,1154994.5874,430487.3903,134708.2556,79098.3822,63893.3552,32415.6644,0,15738.3425,16309.1640,9254.7267,7752.5205,0,2567.1376,2498.7354,0,0,483.3839,775.5736,540.6978,0
2010-12-14,1865006.0402,1278860.2178,429130.9136,192777.5646,91583.8577,64304.3666,55144.5736,0,16642.8136,14280.4377,8159.9889,44703.2138,0,2485.8922,8396.9600,0,0,1030.4107,843.7536,120.7644,0
2010-12-15,1580995.0130,1241067.6223,404725.4801,182155.1926,75341.2800,116126.9072,42860.9689,0,13986.7667,15301.0178,14705.0955,710.2299,0,2354.0554,8329.6511,0,0,1014.3017,1597.7195,64.0578,0
2010-12-16,2264178.0630,1137710.0450,415722.1689,191425.6692,69691.6978,105875.7104,47097.2842,0,15198.6230,16772.7756,15357.9422,1532.0850,0,3107.2754,5639.3179,0,0,1568.6316,1467.6142,41.4755,0
2010-12-17,2328887.4429,1205051.2973,428905.1435,172744.7416,49900.2666,101485.2270,53741.8329,0,18368.4680,20290.8822,18521.4133,1749.3293,0,6235.1087,5276.6133,0,0,1502.1969,426.3522,34.9689,0
2010-12-18,2015303.3966,1158091.2217,356608.2389,175529.2513,19617.8844,111577.2884,75676.1150,0,18240.6899,22069.5467,22080.1889,565.4396,0,4568.5502,4836.5888,0,0,901.6924,967.0668,0,0
2010-12-19,2123300.5536,1062368.0092,431084.0486,158349.6554,688.3733,124197.2987,64391.0625,0,16506.1154,20337.9234,24261.0711,144.8885,0,7307.0845,3929.0489,0,0,712.4257,1736.4708,0,0
2010-12-20,2060239.9233,1120899.2792,423504.9678,196907.0885,12004.6222,123745.5453,55562.1222,0,16966.8844,21767.9722,19943.1200,84.8374,0,8909.6877,3371.6000,0,0,1076.7055,655.7322,2.0978,0
2010-12-21,1989362.9433,1190213.8936,421995.4499,186526.2509,38467.6622,120416.2425,56210.6045,0,19843.4300,22285.6357,10219.7956,339.7417,0,6998.3257,3446.0533,0,0,610.0826,1614.9965,138.1512,0
2010-12-22,1617000.1171,1243632.6099,407692.9931,159930.3618,94452.1777,98931.2118,63859.3354,0,19705.8366,21000.6307,17636.2423,1976.2538,0,7060.8301,3454.7956,0,0,679.1464,2169.5408,0,0
2010-12-23,2374306.7598,1157197.2976,379683.5765,134513.4538,74816.8711,85104.2621,54721.1576,0,16300.6402,19342.5932,27098.0001,738.5104,0,8102.7331,3622.3733,0,0,791.1889,1556.8190,3.7556,0
2010-12-24,2371361.7600,1084476.2898,389879.4211,160476.9889,39304.4088,60168.8670,28112.7309,0,11281.6644,18628.6266,20004.8134,1101.1608,0,3354.7599,2764.6155,0,0,439.5404,1412.8323,0,0
2010-12-25,2373244.9698,1223779.6671,417167.9477,117860.2109,116571.8578,63820.6829,30795.7712,0,9596.8822,15352.2933,19770.9423,1422.0908,0,4269.3434,198.8023,0,0,275.0345,683.6847,0,0
2010-12-26,2313258.6866,1090266.6230,403783.3845,101487.8314,138488.7645,56756.9164,44842.6666,0,10761.3876,15396.0488,19054.0889,2287.9658,0,4940.3134,665.8000,0,0,459.5909,1816.7945,0,0
2010-12-27,2095186.6032,449372.6971,422030.2288,99702.8445,134705.1911,54345.2178,33148.5846,0,15167.6188,13183.7822,20848.3423,7123.5069,0,1755.7134,189.7378,0,0,515.0146,1037.1965,2.1644,0
2010-12-28,2034751.7637,3659.9779,429900.1190,154989.2555,175225.2266,58558.7514,12244.9888,0,15815.1789,11353.9356,12618.2089,1192.0087,0,2684.6756,191.3800,0,0,597.1387,334.9537,0,0
2010-12-29,2188551.7432,84683.3957,403808.9723,97513.1578,194004.3733,81906.1011,28228.7775,0,17412.2300,14277.8335,15721.2046,3201.7353,0,4815.3401,217.8400,0,0,331.6758,4.9467,0,0
2010-12-30,2305389.0733,758035.1651,394703.5810,108068.4262,174939.9644,67593.4366,30962.4515,0,16735.9455,16608.4085,7157.2177,272.2972,0,6059.4311,1119.5422,0,0,422.4199,1166.1583,0,0
2010-12-31,2241159.6833,1181294.5426,396838.2402,107465.7914,102910.1155,77400.3563,24714.7557,0,13976.9101,13176.3468,5195.3067,375.5295,0,4085.8077,1727.4933,0,0,473.8926,760.0600,0,0
2011-01-01,2319777.6105,1227454.6305,383600.5134,99944.8000,145703.4132,56231.2956,21207.0156,0,16993.7924,18195.6024,10490.6089,27.5366,0,418.5267,2081.6822,0,0,805.6007,62.9848,16.7644,0
2011-01-02,2329640.4463,1136877.1473,402868.4557,93404.9155,38469.0489,53202.7684,15035.6755,0,16286.1999,14482.5088,21219.6045,49.4158,0,499.8145,1641.6822,0,0,765.8428,955.3063,53.1378,0
2011-01-03,2310900.6633,1023695.9502,411754.0035,127671.4645,86641.3510,62188.4916,15559.1245,0,17185.6400,20302.5579,25274.7888,496.3136,0,516.8710,1549.1245,0,0,609.8441,809.2265,78.1955,0
2011-01-04,2148517.6366,945212.6932,401875.8410,153517.9020,133676.1600,61546.7700,19221.7601,0,17753.2565,19299.0466,25789.3466,509.0741,0,635.0922,2395.1756,0,0,596.3344,1881.0490,7.2978,0
2011-01-05,1580928.2168,1162334.9019,379450.7036,179867.5197,138781.3866,64524.2379,24462.2266,0,19350.3802,20368.0888,19160.1888,1608.2951,12436.8889,2269.8066,3432.0978,0,0,725.4779,1220.9198,0,0
2011-01-06,2307627.8405,1186792.7615,310623.4790,183376.0327,90113.7422,44582.3191,38608.9867,0,19510.7020,26362.4665,22063.6176,3324.0060,77568.0000,11608.7233,1710.7178,0,0,983.1913,284.7016,84.8667,0
2011-01-07,2213996.8132,1137247.1825,197273.8934,146668.0602,70659.1289,43870.0480,49277.0798,0,19903.4356,19460.9534,18936.3957,2335.1978,77568.0000,11623.5046,1623.4266,0,0,903.2818,1.1403,39.9467,0
2011-01-08,2320122.0966,1238829.4668,411326.8845,164148.6997,101524.6755,33584.7763,57614.9065,0,19545.2101,11410.7511,11957.1490,3827.9009,103452.6044,8468.4735,1473.8133,0,0,553.4325,99.0044,0,0
2011-01-09,2332438.8997,1149439.6053,372480.1410,159922.5865,168832.0711,31606.5056,26645.6400,0,20385.1365,13184.5733,22647.6556,2945.8699,106752.0000,9709.4757,1215.7400,0,0,692.0615,145.2444,7.0222,0
2011-01-10,2155928.5766,1217433.9731,394751.1434,124849.5621,122053.3509,35468.2079,34676.6821,0,20215.3210,12609.6534,25590.7579,3197.8409,106752.0000,9848.3843,3652.1200,0,0,791.3949,349.7581,0,0
2011-01-11,2259067.2406,1210859.9337,360932.9290,134108.1369,134082.1157,36468.7572,29033.6777,0,20489.5398,10008.3622,25079.6821,1527.8882,106752.0000,10352.8065,192.0000,0,0,901.8266,170.4154,0,0
2011-01-12,2312100.0328,1146526.8264,267808.9032,133709.5984,164395.5022,43273.8133,36709.4867,0,19388.4925,12894.6756,24508.7289,5927.0685,117411.8222,10374.7934,534.3311,0,0,131.3846,5.7642,0,0
2011-01-13,2308283.0931,1091342.5421,232345.3023,156490.7115,143655.2888,54763.0749,32476.7731,0,20178.7425,15111.1467,26456.6756,10915.9960,120527.0667,10300.2789,1934.6601,0,0,1137.9430,739.9691,11.2711,0
2011-01-14,2349074.6070,1283370.8762,175375.0527,189201.7880,106741.0132,65127.7544,34593.8933,0,19155.2143,13511.0244,22282.5333,10305.1442,46388.4177,9411.1734,1815.0399,0,0,1179.3227,1267.3346,0,0
2011-01-15,2271892.1307,1175012.8135,262428.2846,149620.8287,136246.5601,57478.6911,37128.6025,0,17912.3097,14046.5157,22062.4645,11701.4921,3206.6311,7449.8757,1361.8311,0,0,1095.2036,1595.0450,82.2133,0
2011-01-16,2239765.1372,1101843.8666,359620.4606,106610.5596,144745.5645,55454.1325,19518.5044,0,17280.6463,18034.6467,16086.6488,614.6650,1084.0178,7027.6389,1612.9379,0,0,1332.2879,495.6623,180.6800,0
2011-01-17,2245804.7042,604093.8221,394136.5593,117050.3128,123045.7066,53965.4286,40827.2954,0,13602.5180,21194.9557,9447.6043,2072.9454,1305.7956,7135.6477,1729.9199,0,0,1216.6430,214.3444,111.6000,0
2011-01-18,1968532.0771,786627.5462,400463.7735,115805.3789,130634.7200,45477.6498,64075.7532,0,16618.1923,17073.3155,14310.2489,177.8840,1327.3423,6860.7513,1332.2133,0,0,1605.7113,251.4389,0,0
2011-01-19,1052537.4964,1270425.8442,422485.3178,143760.7857,118698.4533,45356.6046,47178.2468,0,17716.4943,20595.3844,28668.2401,277.7122,3214.9332,5142.4968,603.6400,0,0,1391.1121,585.2845,139.8356,0
2011-01-20,2079735.0366,1282747.0659,422900.0032,164133.0493,114775.9290,42330.9386,62073.6823,0,17111.1556,23229.7221,19102.8225,224.0163,20418.5334,4017.1678,1628.3312,0,0,1369.6058,899.0313,547.5867,0
2011-01-21,2158648.8496,1292351.5215,416375.3472,160362.8153,60711.7511,41703.1833,80981.5603,0,16219.3310,22347.7931,21273.3866,132.4249,12914.8269,3260.4100,522.9801,0,4531.4667,1311.0900,1585.6582,214.6178,0
2011-01-22,2249353.8470,1263058.4270,427572.5657,192516.6710,133532.5866,42386.3704,60860.8243,0,17172.3856,19273.6376,28916.7221,68.1745,11268.7022,2120.9255,556.1067,0,10416.0712,1467.1703,1050.3601,264.1556,0
2011-01-23,2202348.6233,1296788.8181,411583.4138,197213.5095,139414.6133,43637.9217,53361.6287,0,16335.3303,22344.3934,30264.6265,114.6367,15622.1688,1637.3567,382.6800,0,11753.8845,1366.6934,588.9033,681.2711,0
2011-01-24,2271014.7430,1257218.7827,269844.6855,191278.3915,155485.2800,41802.8241,71608.1643,0,16551.5613,19779.2635,27539.8646,788.2803,953.2711,1439.0211,434.1378,0,12148.4444,1374.9628,162.3522,286.6223,0
2011-01-25,2189500.9373,1253724.8356,423107.1988,195483.0174,136554.9689,39737.5687,83470.7509,0,15553.4034,19601.7073,21180.1355,4382.4508,15540.9421,1236.6667,135.4911,0,7305.8001,1464.8130,83.3722,376.0578,0
2011-01-26,1951443.0601,1318049.8277,431012.0307,205223.1086,125136.2132,46123.1087,65114.6444,0,9157.2733,26340.5160,15229.3356,2540.9569,117972.2132,1293.0933,140.6955,0,3419.4665,1522.0932,547.2176,269.8001,0
2011-01-27,2342255.9331,1301836.2442,399947.0063,182694.5977,124059.5022,62286.7912,56487.2621,0,19474.3383,28192.8699,25445.3311,2021.8719,57673.1911,1725.2056,181.3267,0,13311.1955,1724.0382,135.2708,161.6489,0
2011-01-28,2208692.6801,1237698.2574,413321.1768,145556.2930,87445.6355,68001.3018,74878.6513,0,15911.6512,30105.6425,26333.8288,1016.4658,50912.7290,1378.0298,103.8956,0,8827.6620,2404.8321,455.3424,23.2533,0
2011-01-29,974551.6364,1207324.8439,390705.2303,182960.0872,105330.6490,64601.2967,68315.9246,0,17564.1077,26352.9006,28608.2178,1736.2174,55454.8977,1582.5156,0,0,11450.1644,1872.0271,302.3472,0,0
2011-01-30,249881.5733,1128495.4663,375545.9799,147205.3796,142301.4045,56639.5407,60173.1087,0,18410.8478,27349.8955,27675.7155,281.6574,57966.2667,1127.3778,15.2933,0,7087.4934,2749.9143,199.4166,24.6622,0
2011-01-31,894515.9705,1281718.8748,411909.9771,145007.2888,128073.9912,44981.6186,85112.0600,0,19242.6213,30287.6734,19897.3489,182.3082,47869.8934,1339.4978,57.8178,0,10238.9023,2766.5848,246.5689,0,0
