Day,[NICS KRAKEN] CPU Hours: Total,[TACC RANGER] CPU Hours: Total,[NICS ATHENA] CPU Hours: Total,[TACC LONESTAR4] CPU Hours: Total,[SDSC TRESTLES] CPU Hours: Total,[NCAR FROST] CPU Hours: Total,[PURDUE STEELE] CPU Hours: Total,[LONI QUEENBEE] CPU Hours: Total,[PSC BLACKLIGHT] CPU Hours: Total,[NCSA ABE] CPU Hours: Total,[TACC LONGHORN] CPU Hours: Total,[NCSA LINCOLN] CPU Hours: Total,[PSC POPLE] CPU Hours: Total,[PURDUE CONDOR] CPU Hours: Total,[NICS NAUTILUS] CPU Hours: Total,[IU BIGRED*] CPU Hours: Total,[NCSA EMBER*] CPU Hours: Total,[SDSC DASH] CPU Hours: Total,[TACC SPUR] CPU Hours: Total,[ORNL NSTG] CPU Hours: Total
2011-05-20,2162274.5835,1345910.2894,414575.0367,135884.9666,147828.0543,27610.5955,71220.0478,43008.3199,74940.9955,0,25929.7135,25745.0333,10826.6777,4766.8241,12877.8599,8067.2423,1664.6489,851.7533,198.6309,0.1844
2011-05-21,1977291.1528,1362110.8626,389504.0546,204862.7799,94726.4992,54425.5466,110587.0939,47981.8247,59316.0576,0,30081.2267,25217.9022,14102.7465,4419.8282,9739.9157,1043.8665,1746.3734,331.5244,8.9556,0.2034
2011-05-22,1909597.5073,1282216.7641,369118.0445,399359.9965,53972.6497,35356.9599,112542.4422,54796.3911,62657.0180,0,22944.4489,25598.8869,7729.4255,4320.1022,6426.2333,3234.4011,2174.7199,127.9022,0,0.2078
2011-05-23,1998125.1203,1296655.1553,384701.8258,183111.5335,9667.2845,49900.1068,101724.5669,59900.0603,42528.7111,0,20210.1579,25429.5666,3640.6366,4320.1025,3385.7090,5925.2057,2296.7833,0,211.7066,0.1911
2011-05-24,2247462.1210,1372522.1727,368167.3835,199373.7066,30173.8509,44555.2713,84158.6689,65002.9086,6240.4978,0,27686.3999,21268.7711,965.5599,4346.8419,2200.7844,6831.5134,1547.7074,469.8934,234.7022,0.1928
2011-05-25,1666905.4301,1347330.1771,372552.9411,145190.2564,166395.2180,52813.9201,86474.2089,39952.8577,15366.8667,0,29345.2045,20240.6978,1458.9789,4329.6374,2696.4621,6358.8955,2135.9611,1964.3001,182.0844,0.1878
2011-05-26,2547288.3369,1354787.4845,353325.8543,197565.0035,183501.1038,30428.0533,103413.6858,20344.6063,84035.1113,0,27009.9199,15416.2665,9889.6512,4342.7770,10403.6154,6275.9468,1483.3419,1388.9067,71.9334,0.2072
2011-05-27,2199428.0769,1209306.5114,349198.3809,289044.6004,187385.8756,20978.2756,109755.5035,44179.7824,80735.4935,0,24728.3933,18945.1023,17904.8735,4333.0494,7667.6132,2309.0688,1595.5515,691.3622,13.2222,0.2061
2011-05-28,2220542.3174,1294295.8093,390694.1954,358098.0099,162475.7379,16709.5288,110375.9592,61571.1022,70737.4267,0,22620.7978,17691.7799,15381.6099,4320.1039,4384.7889,435.5633,2543.9340,1198.9489,0,0.1922
2011-05-29,2447798.1168,1294023.6762,372754.2863,341415.3768,123339.7403,2683.0222,107717.3457,36610.1823,60769.6799,0,2636.9778,29121.4377,12460.0877,4321.8428,4785.3445,549.5078,2557.9839,0,43.0000,0.1877
2011-05-30,2218131.4767,1324016.7113,351449.6247,359615.1102,118918.0168,0,113343.5228,9874.4909,62471.6936,0,14618.8622,30850.3555,13723.9523,4728.5447,7082.1000,1031.9922,2521.6346,0,55.4800,0.2111
2011-05-31,2131204.8801,1320108.3379,371117.9333,332164.7269,106295.6494,45096.6043,97075.8544,10652.8268,63571.5380,0,28798.8777,31327.1178,15381.3034,4443.7197,13405.6623,1084.1831,1653.1820,199.4067,38.1466,0.2016
2011-06-01,1247922.9170,1372006.5597,379427.5867,281680.1404,79652.0625,73569.3333,63079.8474,26295.8933,85773.7647,0,23264.4377,31490.1042,17249.7231,5517.8923,12421.1977,665.0979,2358.5528,395.7067,26.0755,0.1916
2011-06-02,2387871.2197,1334286.4973,343443.8978,376770.1902,102120.3823,101112.2134,73267.7223,32298.6556,69193.3957,0,26036.8111,30894.4045,17137.7841,7337.2891,10988.3177,619.6565,2641.5869,0,9.9778,0.1705
2011-06-03,2535818.7969,1359099.7165,412991.0477,365567.1774,90016.1989,13250.5600,82217.2560,28187.9088,70737.3424,0,16967.3488,31203.6489,15072.7298,7124.3602,22514.3957,940.8633,2112.0343,0,234.4712,0.1194
2011-06-04,2030872.2333,1319657.5066,359137.4978,374531.0599,94099.8665,56646.1156,76281.7018,35086.8843,63291.5378,0,10404.6601,31588.5046,15592.2810,7548.5794,22143.9932,750.2823,3014.1656,0,3.7156,0.0828
2011-06-05,2501106.6038,1338751.8930,307232.3748,161829.8634,75200.3642,63763.6977,83763.4190,53350.1201,32719.9558,0,15944.3245,32513.1935,15275.6434,5665.6191,10186.1443,748.9368,3250.0675,0,0,0.0833
2011-06-06,2281120.5567,1289632.0486,304339.7488,91909.2301,126479.9257,916.2134,79402.1536,52.5600,36976.3557,0,21811.2600,31578.6513,14785.9064,9311.6951,4470.9779,598.8843,2597.5569,0,150.8399,0.0833
2011-06-07,2129389.8968,1299587.6659,397412.1338,14841.5634,152055.1470,46082.9334,82424.2106,0,43958.1780,0,9209.3177,30136.1866,11713.0599,8951.7332,4385.5914,1568.1087,2287.7145,0,151.2399,0.1445
2011-06-08,2144277.7533,1309383.9247,355275.1225,136846.8265,156486.4771,43625.2621,82933.0225,31529.8644,26093.7070,0,28917.9155,30184.1045,9650.6379,10556.2378,11419.1157,2855.4643,3152.0200,0,156.1112,0.1983
2011-06-09,2297697.4535,1317017.2356,392875.2685,336577.8433,148501.8048,52623.6266,83047.0974,30345.3398,31519.9201,0,17005.7465,29200.6778,13675.5300,7373.9904,13424.1913,4548.2955,2513.0023,0,158.9467,0.2061
2011-06-10,2457075.5172,1296418.2043,412724.0510,210143.1603,167140.8752,17310.1867,83757.8569,23157.4645,55952.7958,0,22127.0200,27875.0600,15425.3988,5759.8327,17266.6487,7526.1567,2045.4310,5.7778,83.3377,0.1978
2011-06-11,2467936.2627,1265386.9605,407383.5300,2775.2533,158702.0150,25069.4755,86164.4622,17620.2689,47407.5998,0,19277.8955,29061.5843,12337.0357,4586.4150,12689.9954,6960.4799,2518.2186,472.6978,20.2845,0.2011
2011-06-12,2071214.5133,1184100.1918,417189.3688,176993.8766,170996.6549,12011.9467,77034.2648,6313.4912,45116.2931,0,27107.0134,29701.1421,11191.8033,4330.8797,15437.2021,7560.5733,3326.5156,508.6444,92.8800,0.1995
2011-06-13,2478042.9196,690919.1143,361824.5312,157257.7433,191223.3404,59790.1868,70272.4947,31683.8535,59459.2889,0,8608.5977,29314.4045,14971.5876,4325.3378,9565.4911,7563.1922,1708.0357,595.1378,216.0933,0.2139
2011-06-14,2417468.6632,777759.5908,414129.5010,200644.8865,203377.2349,23828.7110,64325.8471,73372.0891,65712.2935,0,6570.8444,20942.2311,15804.3446,4442.1769,14221.0666,7835.0355,883.7014,930.9578,8.2622,0.1911
2011-06-15,2266125.4163,1182909.8838,423522.5232,152784.9800,203197.7263,5487.9823,60368.6242,58705.2779,77657.0977,0,17603.2620,12562.5112,14056.5532,5199.7820,16961.2868,3690.2356,1303.6134,916.7911,286.7911,0.1533
2011-06-16,1581002.8202,1402484.7823,428708.7027,1213.1434,212103.4435,46093.8845,71336.1388,45667.2155,83174.1688,0,19533.0467,11801.8712,14995.1179,6187.2650,9308.6844,1223.4334,1446.7719,486.9155,359.4932,0.1978
2011-06-17,2682444.3431,1352787.0667,427417.2871,145871.2001,232483.8517,12054.1511,69569.2235,45374.2843,89110.6887,0,18264.5756,9354.8176,16649.7955,6258.3549,10096.3712,3103.1210,1608.2585,803.2822,126.2578,0.1511
2011-06-18,2696993.9132,1317990.7333,430975.3235,271710.7727,194262.3915,62122.9865,73570.6580,62542.3222,91633.7466,0,24720.7245,10415.2043,13564.7079,5031.7483,5739.2534,7636.1489,1940.5284,581.3289,0,0.2094
2011-06-19,2639170.1475,845330.3335,429862.1336,112356.2900,188554.0464,52590.2755,51654.6632,47113.6848,83934.4309,0,15205.2690,10206.1402,10705.5411,4727.3988,14264.5686,7633.7712,1980.5001,14.3955,0,0.2049
2011-06-20,2519889.1204,687344.5281,413338.4945,168749.0235,155231.4102,39690.1866,57810.8458,82019.5736,76002.6316,0,25816.2934,14087.0933,13471.3173,4518.5047,17517.0220,7460.9165,1754.6517,1096.6512,0,0.1894
2011-06-21,2387003.1435,1257517.6882,431054.5200,310676.3203,111190.8942,21828.9067,44646.8857,57784.4130,91359.2224,0,25080.2778,13588.4643,17364.4966,5303.4957,15090.9979,7057.3322,2064.8168,10432.9134,56.3867,0.2077
2011-06-22,2474869.0267,1306189.9561,422659.0745,302188.6502,93692.2313,45247.2888,60936.2570,37326.4580,82800.7690,0,29450.3289,12178.3445,15720.2545,1988.1464,13653.7423,7063.1244,1313.4000,6558.1111,52.5245,0.2017
2011-06-23,2560680.7135,1271085.4663,421653.7067,99252.9869,189877.3794,34994.3112,70730.6690,35177.9979,86806.2848,0,12677.4400,10677.2289,14461.6233,1633.3970,12851.0871,6501.8824,1716.7207,6345.2533,8.6578,0.1978
2011-06-24,2596628.0401,1293790.2080,430902.7060,4147.7801,180129.9191,0,87439.6785,57647.4870,85976.6888,0,18978.0755,13826.4110,14863.9380,3557.9500,17734.9179,7015.4597,2053.0362,6232.0311,23.5556,0.1883
2011-06-25,2614293.3363,1101872.3774,430617.0655,208262.6402,133995.3987,54495.0044,100320.0288,39298.9287,77558.1823,0,18705.2400,8125.5111,14535.7611,3578.8175,19298.2491,4363.6589,1904.4924,5218.7022,0,0.1860
2011-06-26,2626188.3996,939311.0221,414918.8190,176921.8331,148779.5796,58346.2222,92701.4294,59061.9241,85065.7154,0,17836.0156,0,14778.1246,2441.6930,18709.3803,3609.7843,823.6742,3264.0000,9.8800,0.1783
2011-06-27,2557714.3299,874251.9598,428819.7154,1850.8166,55882.4826,22434.7022,70747.4164,45483.3889,88704.7197,0,7721.0334,3741.2377,14565.6411,1683.6417,12502.1333,3427.6321,1263.4991,3267.5067,33.6978,0.1672
2011-06-28,2218790.4231,253777.3420,427736.9011,134623.3334,62762.2876,6.9156,70795.8324,34204.1245,84258.3200,0,4898.7289,9805.5623,13943.7710,1641.9519,14896.1467,2742.4587,820.2782,3346.8911,0,0.1906
2011-06-29,1978467.5234,1236004.8621,427052.6887,387837.0533,92299.9138,41364.9600,72147.5169,46162.6089,73233.2798,0,17944.6221,14944.9888,14205.9062,2908.0626,15435.5665,2109.3479,2042.8505,3302.5511,250.1244,0.1856
2011-06-30,2677046.4802,1333058.8087,389132.8954,217829.8729,81115.8374,49204.4622,74120.0326,57828.4270,84079.6712,0,16722.0489,14642.1510,14463.8878,3579.9576,13728.0287,2358.4647,2514.7953,3264.0000,94.9022,0.1889
2011-07-01,2647100.6970,1238546.1682,407145.9491,0,95525.6819,19117.3689,56213.4798,45688.4692,84110.0756,0,25427.6156,8430.9532,15486.8443,4134.1828,13523.0979,1618.1601,2472.3557,917.6178,64.3200,0.1384
2011-07-02,2284544.5531,1202066.4002,420270.4165,6009.5498,92619.4776,35265.4222,48970.6897,62699.4421,54265.3864,0,21198.9310,7195.1932,16139.9991,7219.7253,838.6288,1101.0098,1810.3078,192.0000,44.4444,0.0828
2011-07-03,1402114.6498,1240943.2485,401013.8146,250789.1898,94282.7918,40442.3111,49591.1148,55084.3953,33607.5067,0,17936.4355,7035.2999,12046.2823,4058.1623,4606.1088,838.7798,1755.3670,192.0000,32.0267,0.0850
2011-07-04,2191947.2766,1335424.7423,416676.3356,397583.3700,80504.0728,49153.1378,52585.5446,31007.9131,29331.7467,0,18966.8401,4513.5088,11089.3231,2649.7000,4221.6221,478.7901,1942.2901,161.9667,57.7245,0.0828
2011-07-05,2462695.6470,1177176.1209,401501.9412,87797.1534,98115.4911,43491.4133,57442.8973,40382.2420,52261.6445,0,23680.9687,4434.1466,5820.5245,1685.3919,13919.2288,1997.8423,1986.7261,3.8912,14.4711,0.0761
2011-07-06,1951491.2228,778751.4309,416327.5359,259627.9767,164942.5575,35180.7999,58400.9807,52905.8540,75661.4802,0,20716.0577,8750.2711,6851.1543,1440.1028,18122.1579,7711.9355,2066.1116,630.7912,70.0000,0.0888
2011-07-07,1979436.5670,707502.6802,407609.8419,358125.7805,91879.3941,36491.3778,46653.8121,56888.9446,65152.8668,0,23415.3112,11379.1557,8452.3332,1604.8805,13274.2666,6578.0021,1957.3145,192.0000,61.5823,0.0806
2011-07-08,2665440.2536,1058418.3559,411660.9787,359269.0236,147144.7666,30040.4977,49229.3400,67809.4335,62861.5689,0,24898.7023,3049.7379,9903.5854,1613.0606,12937.5932,6894.5164,1651.5814,484.5333,109.6488,0.0877
2011-07-09,2533458.7566,1085362.9732,410605.4600,82307.0165,204379.9244,50264.8889,44204.8140,71169.0180,46565.3468,0,19683.1400,1030.9888,13024.2011,1440.1028,13020.4887,7094.6578,2139.9803,192.0000,0,0.0789
2011-07-10,2430032.3833,1166731.2344,418599.7611,150294.8134,139734.0467,49154.8444,46545.4443,72153.1755,48679.3958,0,18244.7444,977.0578,11960.5678,1441.9308,15239.3690,6864.6455,2102.9038,89.3222,0,0.0833
2011-07-11,2330475.1741,1230623.2986,429186.6179,113426.7998,195317.1116,51750.9689,45106.4352,81089.4387,53308.9202,0,18567.6976,728.0111,13326.2768,1453.8544,13969.9356,6848.3087,1461.5535,0,169.6133,0.0783
2011-07-12,2377602.7032,1263486.7418,391551.5499,208337.0734,152675.0119,56354.2045,36168.5743,48842.8536,30801.2268,0,24423.6709,2230.2799,15315.3010,1564.4201,6657.5955,6701.3444,1262.0962,78.6911,296.1511,0.0772
2011-07-13,2315064.3902,1286635.1148,413637.0599,307164.5365,157159.8095,55365.2799,41124.0455,43356.6959,24729.5428,0,25460.9423,9439.8242,14334.0454,1732.5645,8112.3223,6783.8467,2047.7658,115.2644,417.3867,0.0739
2011-07-14,2321380.8502,1349542.7865,419081.3992,298754.6502,128174.3072,53723.0933,43501.2894,39418.4847,74499.3648,0,24605.4021,10538.4331,14802.5647,2943.1170,18645.9643,6474.5011,1909.1770,331.4600,375.5334,0.0578
2011-07-15,2285142.5800,1320433.8363,408691.1190,331558.9564,145336.9632,47559.1111,39768.8612,31799.8870,86580.1514,0,27489.9178,4758.6777,13913.5033,3813.3616,17511.2335,6761.8667,1540.5297,0,426.3867,0.0828
2011-07-16,2427880.3998,1301375.9072,423340.0423,142206.8599,136049.2567,103794.9156,36138.7275,48119.1358,86515.5334,0,29424.6267,20817.0289,14160.8789,2828.7944,8765.0110,6990.6944,1230.7447,0,57.8400,0.0878
2011-07-17,1980440.9236,1185532.6352,418671.1022,646.6134,93426.3331,149729.7778,39562.3153,40559.3955,59146.3910,0,29255.1157,15068.8356,12776.4988,1698.0419,2245.3710,6773.2101,1310.6277,0,41.0222,0.0861
2011-07-18,2276644.1122,1193345.6618,372910.0733,204596.3499,105730.2882,129876.7822,39911.1385,57451.8335,25704.7552,0,35605.2979,6917.5243,10748.5233,7103.0718,7010.6134,6522.9321,1638.7937,514.1356,42.3333,0.0828
2011-07-19,2565982.3691,1272508.3822,428127.9822,403318.1203,195922.6621,80239.5022,40850.4448,63413.2557,35693.4978,0,36143.9069,9208.8291,10946.2000,4782.5838,4333.9400,6030.2853,2034.3307,510.4711,451.6045,0.0856
2011-07-20,2506895.8137,1271550.2363,419897.4132,271089.5266,185463.0731,97445.6889,39846.1239,77205.9398,72290.6978,0,35073.7002,8263.2823,6797.5011,9216.8857,6900.8914,3837.2388,2155.1785,1146.8955,372.7245,0.0839
2011-07-21,2256570.7702,1208249.8135,388273.4622,243358.2035,196781.5087,99565.3333,39966.3700,79124.4892,56440.5688,0,33881.8909,5925.2424,5521.8345,1589.7024,9732.6131,2522.0089,1842.6088,1050.5133,64.6222,0.0867
2011-07-22,1578228.5267,1334585.7017,380238.6978,138480.8633,199091.5962,61223.8222,37580.0945,58250.4199,20344.9469,0,36631.7421,6277.2421,1046.4068,1507.0979,7310.0286,1103.0256,1493.8684,533.8444,253.1112,0.0850
2011-07-23,2548049.6365,1240496.3295,399270.1245,168671.0401,212274.8358,98308.5511,39272.1228,65803.8022,17.5912,0,36611.6178,6523.3378,2780.5245,1440.1033,11148.9155,597.7832,2010.9149,1136.8045,3.3689,0.0844
2011-07-24,2258708.0340,1188854.4443,89606.6844,86303.1266,232562.2257,97802.2400,39500.7710,71946.8511,9077.2176,0,33678.7090,4620.0622,3183.0257,1447.8437,16764.1198,789.9690,1817.5982,1002.0399,64.0400,0.0839
2011-07-25,2370607.1699,1218908.3919,0,213823.1867,227816.8097,98302.8622,39507.6552,92427.1845,26800.2221,0,28379.7423,5865.1068,4003.9722,1516.6239,8394.8574,649.3121,1432.5225,496.0933,484.1111,0.0811
2011-07-26,2617374.0339,1242357.5732,0,223636.7199,168403.4312,98311.9644,44248.2517,87972.8755,70664.7781,0,25872.0267,7271.3585,5834.4154,1497.9461,18000.0202,350.6788,1380.8914,528.8577,316.1779,0.0950
2011-07-27,2003323.2264,1304687.2705,0,248280.6727,219470.5154,98314.5778,52158.3474,74025.0377,60873.7024,0,28341.7358,12362.4155,7482.7448,1670.7450,19081.8866,322.7045,959.9629,0,88.2978,0.0922
2011-07-28,1967705.9066,1319577.6899,0,334489.6638,137736.6051,98307.4133,60507.3497,73190.7976,68574.9334,0,35079.2444,9503.4909,7630.3145,1465.6744,13541.5870,432.5211,1491.1693,64.5156,388.4177,0.0866
2011-07-29,2033903.3065,1260186.2317,0,257018.0173,56001.2083,74073.8844,46831.5040,103170.8537,30101.8887,0,33556.0001,8586.8908,8462.8711,2006.6136,6412.7909,475.3767,1340.0766,383.8756,387.3156,0.0905
2011-07-30,2198519.9401,1280600.5429,0,223754.1501,61216.0407,98315.3778,34897.6308,91941.4357,83328.0000,0,32540.1799,4800.2776,12384.0000,1535.6297,300.8911,244.1355,1506.8449,217.6089,110.0178,0.0877
2011-07-31,2410326.1770,1274519.7071,0,326361.1237,74840.5037,98304.0000,40397.1120,83116.2600,82361.4624,0,27477.2022,1567.8523,10451.9577,2018.3855,3385.0424,479.1778,908.4874,2455.6667,153.5778,0.0417
