Day,[1728] Wait Hours: Per Job,[112] Wait Hours: Per Job,[320] Wait Hours: Per Job,[224] Wait Hours: Per Job,[1440] Wait Hours: Per Job,[336] Wait Hours: Per Job,[384] Wait Hours: Per Job,[496] Wait Hours: Per Job,[448] Wait Hours: Per Job,[272] Wait Hours: Per Job,[720] Wait Hours: Per Job,[624] Wait Hours: Per Job,[1024] Wait Hours: Per Job,[304] Wait Hours: Per Job,[256] Wait Hours: Per Job,[96] Wait Hours: Per Job,[768] Wait Hours: Per Job,[240] Wait Hours: Per Job,[32] Wait Hours: Per Job,[528] Wait Hours: Per Job,[512] Wait Hours: Per Job,[48] Wait Hours: Per Job,[64] Wait Hours: Per Job,[128] Wait Hours: Per Job,[16] Wait Hours: Per Job,[672] Wait Hours: Per Job,[576] Wait Hours: Per Job,[992] Wait Hours: Per Job,[144] Wait Hours: Per Job,[160] Wait Hours: Per Job,[736] Wait Hours: Per Job,[80] Wait Hours: Per Job,[640] Wait Hours: Per Job,[368] Wait Hours: Per Job,[480] Wait Hours: Per Job,[192] Wait Hours: Per Job,[208] Wait Hours: Per Job,[400] Wait Hours: Per Job,[288] Wait Hours: Per Job,[176] Wait Hours: Per Job,[8] Wait Hours: Per Job,[704] Wait Hours: Per Job
2011-11-06,0,0,0.00000000,73.80470000,0,0,36.32360000,0,0,0,0,0,0,0,0,0.87375000,0,0,0.95006818,0,0,0.55380000,1.11832778,23.61326667,0.87986447,0,0,0,0,1.15930000,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-07,0,0,3.88210000,4.19640000,0,0,0.00000000,0,0,0,0,0,0,0,41.54076667,0.28773333,0,0,1.20119032,0,5.31170000,2.39723913,2.43551500,1.67855000,0.49760344,0,0,0,0.20655000,5.61120000,0,3.01523750,0,0,0,0,0,0,0,0,0,0
2011-11-08,0,0,18.96970000,17.83065000,0,0,0.00000000,0,0,11.26695000,0,0,0,0,20.85394000,27.62406250,0,6.24750000,0.63331500,0,7.50422500,2.95210000,3.22869080,0.24640000,0.36120492,0,0,0,2.30750000,6.90992000,0,1.02073333,0,0,0,0,0,1.69610000,0,0,0,0
2011-11-09,0,0,0.00000000,16.64762000,0,0,0,0,0,0,0,0,0,0,6.56845000,0,0,0.00000000,0.74899091,0,9.73875000,0.54900000,0.72342105,0.74708125,0.11595984,0,0,0,0.92705000,10.27958333,0,0.56453333,0,0,0,0,0,0.00000000,0,0,0,0
2011-11-10,0,0,0,3.54951250,0,0,0,0,0,0,0,0,0,0,2.54591429,11.72484000,0,0.00000000,2.52358571,0,2.48970000,1.47796667,5.82562188,5.78050000,1.93517851,4.10470000,0,0,10.32110000,5.58865333,3.26485000,4.71672000,0,0,0,0,0,0.00000000,0,0,0,0
2011-11-11,0,0,2.35320000,0,0,0,0,0,0,0,0,0,0,0,1.76103333,3.53274286,0,0,1.60770244,0,4.67180000,2.42989286,1.19495333,0.31536667,0.98400644,0,0,0,0.88080000,1.20775172,0,1.47933810,0,0,0,0,0,0,0,1.58080000,0,0
2011-11-12,0,1.25424583,0,2.73351667,0,0,0,0,0,0,0,0,0,0,0.65723333,0.01955000,0,0,0.07666667,0,0,0.07015000,0.20633000,0.00000000,0.04444621,0,0,0,0,0.32688667,0,0.17594211,0,0,0,0,0,0,0,0.00060000,0,0
2011-11-13,0,0.05640000,0.72860000,9.28338571,0,0,0,0,0,0,0,0,0,0,0,0.00570000,0,0,0.44889474,0,0,0.39103333,0.33689545,0.77616667,0.12228438,0,0,0,0,1.15996667,0,1.22805000,0,0,0,0,0,0,0,0.00000000,0,0
2011-11-14,0,0.00000000,1.57860000,25.74410000,0,0,0,0,0,2.15210000,0,0,0,0,1.21155000,3.61790000,0,1.12470000,0.74123103,0,0,2.70942500,0.98128387,2.18783333,2.92135522,0,0,0,2.33610000,3.82237222,0,0.69450000,0,0,0,0,0,0,0,0,0,0
2011-11-15,0,21.19370556,0,31.40426667,0,0,5.42690000,0,0,1.01560000,0,0,0,0,0,0.79585000,0,0.89190000,0.28947500,0,0,0.54083750,0.35355781,2.95750000,0.21929816,0,0,0,0.66345000,0.88937143,0,1.32030000,0,0,0,0,0,0,0,0,0,0
2011-11-16,0,41.36952000,0,0,0,0,8.57970000,0,0,0.00000000,0,0,0,0,11.34110000,1.85310000,0,0.00000000,1.07012576,0,0,1.86867500,0.57114000,1.01743333,0.85586410,0,0,0,2.95585000,3.18250000,0,1.20060000,0,0,0,0,0,0,0,0,0,0
2011-11-17,0,0.00000000,0,99.41970000,0,0,0.00000000,0,0,0,0,0,0,0,52.27250000,15.01405000,0,0.00000000,3.01409722,0,6.79190000,1.26870909,6.53187000,14.48062857,3.60835185,0,0,0,3.18610000,27.44610000,0,6.82955000,0,0,0,0,0,0,0,0,0,0
2011-11-18,0,0,0,0.00000000,0,0,0.00000000,0,0,0,0,0,0,0,1.51735000,0.00000000,0,0,0.29970000,0,12.51860000,0.72867143,1.36111818,22.75156667,4.57446277,0,0,0,0.08310000,8.16110000,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0.00000000,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0.00000000,0,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-21,0,83.46820000,0,129.23442308,0,0,0,0,0,68.77310000,0,0,0,0,27.88220000,71.69610000,0,0,35.09026000,0,0,6.27365000,50.71689412,0.65840000,42.61202517,0,0,0,68.09250000,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-22,0,0,0,11.78039091,0,0,0,0,0,0,0,0,0,0,2.25515000,0,0,0,0.59183000,0,0,0.23800882,1.21518182,0.41930000,0.58590893,0,0,0,0.95463333,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-23,0,28.38170000,13.27010000,26.01844000,0,0,0,0,0,13.14390000,0,0,0,14.28440000,3.59260000,0.01365000,0,1.42280000,2.77269130,0,0,1.45449375,2.14241875,5.34251875,0.53151119,0,0,0,1.96830000,0.43970000,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-24,0,0,0.00000000,32.11850000,0,0,0,0,0,0,0,0,0,0.00000000,0.97810000,0,0,0,0.00140000,0,0,3.66536667,2.01845000,1.11555000,2.03403158,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-25,0,0,0.00000000,29.89860000,0,0,0,0,0,0,0,0,0,0.00000000,0.00055000,0,0,0,7.59631111,0,8.66330000,3.02816667,5.40555714,12.30613333,0.27879200,0,0,0,0,2.52220000,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00093333,0,0,0.00066667,0.60596316,4.51490000,1.72095333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-27,0,0,0,0,0,0,0,0,0,0.00140000,0,0,0,0,7.33480000,7.93940000,0,0,3.67271000,0,0,9.48991818,0.66314138,7.17425000,7.21905581,0,0,0,0,0.00130000,0,0,0,0,0,8.62775000,0,0,0,0,0,0
2011-11-28,0,0,0,0,0,0,0,0,0,0.00000000,0,0,9.91170000,0,0.00078000,0.00110000,0,0.00060000,0.74444545,0,0.48960000,0.10155000,0.28352500,1.25940000,1.14311753,0,0,0,0,0,0,0,0,0,0,0.00330000,0,0,0,0,0,0
2011-11-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00100909,0.00080000,0,0,0.00272500,0,0.00062000,0.00244000,0.00098000,0.00084444,0.00227838,0,0,0,0.00088333,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0
2011-11-30,0,0.57470000,0,0,0,0,0,0,0,0,0,0,0,0,25.16140000,40.38080000,0,4.22440000,6.44348929,0,0,23.70269412,11.06195000,9.09006154,5.25972160,0,0,0,0.93910000,0.92330000,0,14.14016667,0,0,0,0,0,0,0,0,0,0
2011-12-01,0,0,2.92500000,0,0,0,0,0,0,4.75412000,0,0,0,0,7.76140769,0.28744444,0,0,7.13766975,0,0,15.75507368,12.55909500,3.28382500,1.93995230,0,0,0,0.11125000,0.00000000,0,13.07385714,0,0,0,0,0,0,0,0,0,0
2011-12-02,0,0,1.41120000,0,0,0,0,0,0,0.62335000,0,0,0,0,30.16084000,0.17578000,0,0,1.69615309,0,0,0.12947000,7.58133000,1.12918889,0.22337500,0,0,0,0.85110000,0.14330000,0,0.00000000,0,0,0,0,0,0,1.70580000,0,0,0
2011-12-03,0,0,18.01504286,0,0,0,0,0,0,0.00000000,0,0,0,0,0.00000000,0,0,0,0.00289000,0,0,0.36477500,9.36447000,5.29272000,1.84097623,0,0,0,0,17.49190000,0,21.39280000,0,0,0,0,0.02500000,0,0,0,0,0
2011-12-04,0,0,0.00110000,0,0,0,0,0,0,1.14641250,0,0,0,0,0,0,0,0,0.18862632,0,0.75080000,0.18619091,0.32178571,0.21516667,0.14675450,0,0,0,0,0.31030000,0,0.00000000,0,0,0,0,0.00155000,0,0,0,0,0
2011-12-05,0,0,18.38718000,0,0,0,0,0,0,8.86170000,0,0,0,0,10.72867500,0.75063333,0,0,0.86705455,0,0,2.92180000,1.83919375,7.57390000,1.26082764,0,0,0,2.81690000,8.99390000,0,0.31225000,0,0,0,0,0.00000000,0,0,0,0,0
2011-12-06,0,0,35.46910000,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0.29375000,0,0,2.77810000,0,0,6.04077778,1.41250000,1.30900000,0.68553279,0,0,0,5.88500000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2011-12-07,0,0,65.51970000,0,0,0,0,0,0,54.82420000,0,0,0,0,21.65460000,28.61060000,0,0,22.91700000,0,0,25.31093333,19.16487500,0.00000000,14.26429600,0,0,0,12.46280000,25.98330000,0,24.05860000,0,0,0,0,0,0,0,0,0,0
2011-12-08,0,0,74.59638750,0,0,0,0,0,0,3.03190000,0,0,0,0,17.82790000,2.99094000,0,0,9.75087059,0,42.75360000,26.40096667,3.89337368,14.89394000,12.02234639,0,0,0,0.21060000,1.36610000,0,0,0,0,0,0,0,0,0,1.50720000,0,0
2011-12-09,0,0,36.49760000,0,0,29.07560000,0,0,0,0.00000000,0,0,0,0,0.37963333,1.63870000,0,0,2.07074286,0,0,10.17500000,6.76383333,1.27925000,4.64596862,0,0,0,0,4.91940000,0,54.77690000,0,0,0,0,0.84530000,0,0,0.00000000,0,0
2011-12-10,0,0,65.72801667,0,0,0,0,0,0,14.29970000,0,0,0,0.87890000,0.00000000,12.26593333,0,0,5.44332222,0,10.42140000,0.00000000,8.44441429,3.66424000,4.29845094,0,0,0,0,2.21530000,0,0,0,0,0,0,0,0,1.29530000,0,0,0
2011-12-11,0,0,87.89906667,0,0,0,0,0,0,0,0,0,0,8.53920000,0,3.66820000,0,0,1.97703333,0,0,3.84275455,3.05761250,2.77985000,11.05682810,0,0,0,0,1.03030000,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-12,0,0,103.89485000,0,0,0,0,0,0,6.89920000,0,0,0,0,71.88640000,5.65930000,0,0,3.00010000,0,6.57080000,3.85316667,7.05985556,15.61285000,4.44656312,0,0,0,0,0.00000000,0,0,0,0,0,0,0,1.09830000,0,0,0,0
2011-12-13,0,5.47710000,140.91140000,0,0,0,0,0,0,18.11750000,0,0,0,0,0,6.19796667,0,0,10.21666667,0,0.00000000,14.22900000,2.23212222,8.79213333,7.20805086,0,0,0,12.24000000,0.57670000,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-14,192.34060000,0,30.46460000,0,0,25.51170000,0,27.04420000,0,9.49555000,0,0,0,0,0,6.92396364,0,21.59260000,4.82786400,0,0,32.59990000,25.60146667,19.63492500,24.55227615,0,0,0,0,7.12360000,0,0,0,0,0,0,0,0,0,0,0.00000000,0
2011-12-15,0,0,36.86888889,0,0,0,0,0.00000000,0,5.47780000,0,0,0,0,0,0.00000000,0,6.07220000,0.53556000,0,6.06720000,0.58070000,0.00094000,0.18906667,0.23122530,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-16,0,0,23.80567500,0,0,0,0,0.31000000,0,0,0,0,0,0,27.65000000,15.56616667,0,26.15030000,18.33336667,0,0.00000000,13.72076250,44.54180000,24.34444000,13.48472797,0,0,0,0,0.60040000,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-17,0,0,31.96565333,0,0,0,0,0.00000000,0,0,0,0,0,0,0.00140000,0.00110000,0,8.73576667,0.00110000,0,0.00080000,0.03131250,11.24780000,106.34890000,0.00240000,0,0,0,0,2.89555000,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-18,0,0,17.53399756,0,0,0,0,0.00000000,0,0,0,0,0,0,0.00900000,0.00203333,0,15.21280000,2.89325833,0,0.00190000,0.00685000,0.00245714,0.00220000,0.00186667,0,0,0,0,0.00000000,0,0,0.00190000,0,0,0,0,0,0,0,0,0
2011-12-19,0,0,33.50599726,0,0,0,0,0,0,0,0,0,0,0,0.00140000,10.32846667,0,1.11525000,0.04091538,0,0,0.00852500,4.28137111,28.65150000,0.21493333,0,0,0,0,0.00140000,0,0,0,0,0,0,0,0,0,0,0,0.00470000
2011-12-20,0,0,57.52146875,0.69680000,0,0,0,0,0,0,0,0,0,0,0.00000000,0.73218750,0,0,0.51976383,0,0,0.44876364,0.63319000,1.13950000,0.00275862,0,0,0,0,1.35390000,0,0,0,0,0,0,0,0,0,0,0,0.00000000
2011-12-21,0,0,79.24681000,10.54259231,0,0,0,0,0,0,0,0,3.74110000,0,0,3.19530000,0,4.53146667,1.20175417,0,0,1.00575000,1.91730000,3.74943333,0.02852308,0,0,0,0,7.85140000,0,0,0,0,0,0,0,0,0,0,0,0.00000000
2011-12-22,0,0,107.72324615,26.21600000,0,0,0,0,0,0,0,0,0.00000000,0,5.38195000,6.84980000,0,5.95250000,2.84930000,0,0,6.64632000,5.41437143,9.96875000,40.76848571,0,0,0,0,6.51430000,0,0,0,0,0,0,0,0,0,0,0,0.00000000
2011-12-23,0,0,129.60695882,49.09041250,0,0,0,0,0,0,0,0,0.00110000,0,0.00000000,0.08790000,0,0,0.54343462,0,0,1.16276667,20.68415000,2.99235000,0.00000000,0,0,4.00055000,0,5.88400000,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-24,0,0,151.48955000,56.30150500,0,0,0,0,0,0,0,0,0,0,0.00000000,0.00000000,0,1.33490000,0.42206667,0,0,1.17705000,9.85916667,1.60390000,0.00128000,0,0,0.00000000,0,19.70510000,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-25,0,0,31.55220000,0.00000000,0,0,0,0,0,0,0,0,2.12530000,0,0.02000000,0,0,0.00000000,1.41260000,0,0.17805000,0.68830000,24.95085000,1.06666667,0,0,0,0,0,6.33695000,0,15.96670000,0,0,0,0,0,0,0,0,0,0
2011-12-26,0,0,50.74868400,2.07610909,0,0,0,0,0,0,0,0,0,0,0.00310000,0,0,0.30766667,0.04764359,0,0.00000000,0.00000000,0.00306000,0.00326667,0,0,0,0,0,0.30030000,0,0.10420000,0,0,0,0,0,0,0,0,0.00000000,0
2011-12-27,0,0,71.24328906,16.89649286,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0.31695000,0,0,0.00280000,2.26980000,0.87055000,146.22632500,0,0,0,0,0.06093333,0,0.00000000,0,0,0,0,3.63955000,0,0,0,0,0
2011-12-28,0,0,92.78673276,35.17818421,0,0,0,0,0,205.43720000,0,0,0,0,0.00000000,43.42750000,0,0,8.10346667,0,0,0.00170000,1.04218571,0.00310000,0.00207500,0,0,0,0,0.05360000,0,0.41863333,0,0,0,0,0,0,0,0,0.00000000,0
2011-12-29,0,0,123.04168730,0,0,0,0,0,0,0,0,0,0,0,2.68470000,0,0,1.54640000,0.32070000,0,0.83360000,0.00000000,1.75390000,0.00166667,180.51507037,0,0,0,0,0.34420000,0,0.00175000,0,0,0,0,7.32183333,0,0,0,0,0
2011-12-30,0,1.60735000,125.48292069,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0.00110000,0,0,0.00731818,0,0.00180000,0,0.00000000,0.00110000,0,0,0,0,0,0.00000000,0,0.03690000,0,0,0,0,0.00000000,0,0,0,0,0
2011-12-31,0,0.07160000,157.63768018,0,0,0,0,0,0,0,0,0,0,0,0.02378000,0.00110000,0,0,2.92122727,0,0,0.00080000,45.41810000,0.00125000,0.00117500,0,0,0,0,0.01203333,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2012-01-01,0,0.00000000,13.77890526,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0.00000000,0,2.20770000,1.17404828,0,0,0.00000000,1.53948750,0.00000000,0.00060000,0,0,0,0,0.00000000,0,0.00000000,0,0,0,0,0,0,0,0.14780000,0,0
2012-01-02,0,0,6.91718571,0,0,0,0,0,0,0,0,0,0,0,0,0.37890000,0,1.62036667,0.37047500,0,0,2.29833333,0.00060000,0.00000000,0.00071111,0,0,0,0,0.01930000,0,0,0,0,0,0,0,0,0,1.25690000,0,0
2012-01-03,0,3.02628000,9.17368571,0,0,0,0,0,0,0,0,0,0,0,0.58490000,7.21323333,0,9.79520000,6.43678438,0,4.26580000,3.83301429,7.54748182,0.38665000,30.62833750,0,0,0,0,0.00205000,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-04,0,0.01010000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0.00125000,0.00142857,0,0.00556667,0.32150000,0,0,0.00165000,0.22410000,0,211.00857959,0,0,0,0,0.00103333,0,0,0,0,0,0,0.00110000,0,0,0,0,0
2012-01-05,0,0.00000000,0,0,0,0,0,0,0,5.80080000,0,0,0,0,0,56.84730000,0,0.03341429,6.95017037,0,0,0.04796667,16.38187500,1.27810000,57.85570000,0,0,0,0,0.00110000,0,0.00080000,0,0,0,0.00080000,0.00122000,0,0,0,0.00000000,0
2012-01-06,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0.32526667,0,1.32554211,0.20703788,0,0,0.87295000,1.03315600,0.09274444,125.08999000,0,0,0,0,7.35030000,0,1.51440000,0,0,0,0.00000000,0,0,0,0,0,0
2012-01-07,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0.00170000,0.00000000,0,0.00000000,1.16404583,0,0,4.15402500,0.00161111,0.00137500,62.69834861,0,0,0,0,0.00140000,0,0.00000000,0.00140000,0,0,0,0,0,0,0,6.51190000,0
2012-01-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,1.26368148,0,0,0.00129167,0.00142857,0.00140000,171.69429737,0,0,0,0,0.00170000,0,0.00000000,0,0,0,0,0,0,0,0,0.00000000,0
2012-01-09,0,0,0.38735000,0,0,0,0,0,0,0,0,0,0,0,0,0.00765000,0,0.45053636,0.00335000,0,0,0.00154545,0.02937778,0.00140000,44.32364348,0,0,0,0,0.00000000,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2012-01-10,0,0,0.00140000,0,0,0,0,0,0,0,0,0,0,0,0.00145714,0.00000000,0,0.01729167,0.25773448,0,0,12.76652222,0.00110000,0.00235000,18.26668793,0,0,0,0,0.00140000,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-11,0,0,0,0,0,0,0,0,0,18.82860000,0,0,0,0,12.56815000,3.87971667,0,16.44047500,20.97725143,0,0,17.52639091,30.62290000,26.76725000,124.87164717,0,0,0,0,2.44060000,0,24.79622500,0,0,0,0,0,0,0,0,0,0
2012-01-12,0,1.41610000,0,0,0,0,0,0,0,2.71030000,0,0,0,0,8.08870000,3.99500000,0,2.34832857,2.20808974,0,0,0.00140000,2.22911250,0.50597500,125.57271806,0,0,0,0,0.00000000,0,1.70016000,0,0,0,0,0,0,0,0,0,0
2012-01-13,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,4.24250000,2.45440000,0,1.62939286,0.34078529,0,2.13890000,0.00000000,2.14398214,0.01286667,48.05026667,0,0,0,0,0.00250000,0,0.00206000,0,0,0,0,0,0,0,0,0,0
2012-01-14,0,0,0,0,0,0,0,0,0,0,0,0,3.53060000,0,0,4.00727500,0,1.21395000,1.50843333,0,0,0,0.56307241,0.00140000,4.07184211,0,0,0,0,0.00000000,0,5.28250000,0,0,0,0,0,0,0,0,0,0
2012-01-15,0,0,0,0,0,0,0,0,0,0.00140000,0,0,3.00255000,0,0.60330000,0.00170000,0,8.04075000,7.79796471,0,0,0.00165000,0.00434681,11.52410000,19.32570000,0,0.00420000,0,0,3.03060000,0,0.00055000,0,0,0,0,0,0,0,0,0,0
2012-01-16,0,0,0,0,0,0,0,0,0,5.96440000,0,0,1.37353333,0,0.70920000,0.17386667,0,2.81181176,3.12296667,0,4.77820000,1.62154762,0.59773333,0.86860000,29.84635278,0,0,0,0,0.32830000,0,1.53028333,0,0,0,0,0,0,0,0,0,0
2012-01-17,0,0,4.14275000,0,0,0,0,0,0,0.00000000,0,0,4.55420000,0,3.48203333,0.00000000,0,5.64410714,2.37337778,0,0,1.89022727,5.88503214,1.64776667,30.76518947,0,0,0,0,0.00000000,0,0.61803913,0,0,0,0,0,0,0,0,0,0
2012-01-18,0,0,9.53423000,0,0,0,3.97970000,0,0,0.00000000,0,0,0,0,2.85631429,16.87860000,0,11.80079167,0.90802558,0,0,0.28964286,1.16525000,4.58930000,49.36092203,0,4.83540000,0,0,0,0,5.17928000,0,0,0,0,0,0,0,0,0,0
2012-01-19,0,0,19.75437222,0,0,0,24.19580000,0,0,0,0,0,0,0,6.43323333,17.86500000,0,24.74021111,8.92762558,0,0,4.91836250,4.97958333,0.12585000,24.34887049,0,6.73610000,0,0,0,0,3.04640000,0,0,0,0,0,0,0,0,0,0
2012-01-20,0,5.02580000,6.64008710,0,0,0,0.00000000,0,0,0,0,0,29.39570000,0,7.99046000,0.39390000,0,23.93933636,3.98383514,0,0,0.38571429,3.60529412,32.77890000,16.18642088,0,0.00000000,0,0,0,0,0.53150000,0,0,0,0,0,0,0,0,0,0
2012-01-21,0,0.00170000,16.51289000,0,0,0,0.00000000,0,0,0,0,0,0,0,0.00165000,0.09220000,0,0.00618000,2.72169000,0,0,7.77109333,2.32206604,4.46180000,28.53492706,0,0,0,0,0,0,0.00167500,0,0,0,0,0,0,0,0,0,0
2012-01-22,0,0.27720000,17.90010000,0,0,0,0,0,0,0,0,0,0,0,0,0.19945000,0,0.96812500,0.30260247,0,0,0.55603000,1.11658523,0.28600000,19.57829667,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2012-01-23,0,0.12320000,19.80183548,0,0,0,0.88155000,0,0,3.50250000,0,0,0,0,3.55945000,0.39350000,0,3.63022000,1.06932308,0,0,1.07705714,4.63481071,0.00640000,10.92195487,0,0,0,0,3.09360000,0,0.52750000,0,0,0,0,0,0,0,0,0,0
2012-01-24,0,1.49430000,18.20998462,0,0,0,0.00000000,0,0,0,0,0,0,0,7.35745000,2.72935000,0,9.19656667,2.14909800,0,0,3.26437143,1.19507241,11.13710000,9.54007059,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-25,0,0,35.65837143,0,0,0,0.00000000,0,0,0,0,0,0,0,2.78477273,3.99346000,0,23.45736250,2.68085714,0,0,1.70971818,7.13345909,15.03000000,20.31208553,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-26,0,33.96970000,59.31412857,0,0,0,0,0,0,1.65810000,0,0,0,0,1.27210000,0.86067500,0,0.00000000,2.05884500,0,1.19806667,0.18138571,2.26016111,5.85442143,23.08961739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-27,0,0.00000000,76.40444444,0,0,0,0,0,0,0.00000000,0,0,0,0,6.10075000,3.49930000,0,0,0.91855714,0,7.90360000,1.49327000,6.67703704,2.62560000,23.02172553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-28,0,0.00000000,36.29857143,0,0,0,0,0,0,0,0,0,0,0,37.57890000,27.34485000,0,0,4.14570417,0,0,2.83662857,16.24267778,13.98670000,26.38865316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-29,0,27.28440000,47.38685000,0,0,0,0,0,0,0,0,0,0,0,16.47985000,3.06470000,0,0.29690000,4.50565789,0,0,1.90340000,12.39393077,8.01786667,58.13927241,0,0,0,0,0,0,10.65610000,0,0,0,0,0,0,0,0,0,0
2012-01-30,0,0.00000000,50.28845714,0,0,0,87.81640000,0,0,1.91970000,0,0,0,0,66.53750000,0.58203333,0,23.12330000,4.40284000,0,0,5.81990000,9.11837368,0.81560000,20.73510484,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2012-01-31,0,0,0.00000000,0,0,0,0.00000000,0,0,0.00000000,0,0,0,0,0.00000000,0.00000000,0,0,0.00000000,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0
