title
"Wait Hours: Per Job: by Node Count"
parameters
"Resource =  SDSC-GORDON"
start,end
2015-08-01,2016-01-31
---------
Day,"[11] Wait Hours: Per Job","[99] Wait Hours: Per Job","[33] Wait Hours: Per Job","[2] Wait Hours: Per Job","[19] Wait Hours: Per Job","[100] Wait Hours: Per Job","[1] Wait Hours: Per Job","[14] Wait Hours: Per Job","[64] Wait Hours: Per Job","[16] Wait Hours: Per Job","[25] Wait Hours: Per Job","[8] Wait Hours: Per Job","[15] Wait Hours: Per Job","[65] Wait Hours: Per Job","[4] Wait Hours: Per Job","[10] Wait Hours: Per Job","[18] Wait Hours: Per Job","[20] Wait Hours: Per Job","[12] Wait Hours: Per Job","[32] Wait Hours: Per Job","[6] Wait Hours: Per Job","[62] Wait Hours: Per Job","[57] Wait Hours: Per Job","[9] Wait Hours: Per Job","[21] Wait Hours: Per Job","[45] Wait Hours: Per Job","[30] Wait Hours: Per Job","[17] Wait Hours: Per Job","[13] Wait Hours: Per Job","[36] Wait Hours: Per Job","[5] Wait Hours: Per Job","[114] Wait Hours: Per Job","[29] Wait Hours: Per Job","[7] Wait Hours: Per Job","[128] Wait Hours: Per Job","[59] Wait Hours: Per Job","[26] Wait Hours: Per Job","[48] Wait Hours: Per Job","[3] Wait Hours: Per Job","[43] Wait Hours: Per Job","[24] Wait Hours: Per Job","[126] Wait Hours: Per Job","[40] Wait Hours: Per Job","[63] Wait Hours: Per Job","[96] Wait Hours: Per Job","[60] Wait Hours: Per Job","[47] Wait Hours: Per Job","[28] Wait Hours: Per Job","[52] Wait Hours: Per Job","[56] Wait Hours: Per Job","[35] Wait Hours: Per Job","[50] Wait Hours: Per Job","[34] Wait Hours: Per Job","[22] Wait Hours: Per Job","[55] Wait Hours: Per Job","[23] Wait Hours: Per Job","[38] Wait Hours: Per Job","[27] Wait Hours: Per Job","[120] Wait Hours: Per Job"
2015-10-05,0,0,0,578.47999167,0,0,0.04113379,0,48.69820000,0.01312222,0,0.70800370,0.00580000,0,3.75200345,0.02007500,0,0.02555000,0,0.00000000,0.02570833,0,0,0,0,0,0,0,0,0,0.01441739,0,0,0,0,0,0,0,0.05147500,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-06,0,0,0,89.06656593,0,0,1.02578447,0,0.10932500,0.48188333,0,0.72683810,0.00000000,0,0.52323125,0.00655000,0,0,0,0.24360000,0.06375000,0,0,0,0,0,0,0,0,0,0.47735000,0,0,0,0.56140000,0,0,0.00640000,0.00701250,0,0.00750000,0,0,1.26030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-07,0,0,0.10985000,126.36270909,0,0,3.59951221,0,0.11012500,0.03390000,0,0.92663125,0.00000000,0,7.10473953,0.00480000,0,0,0,0,0.39116000,0,0,0,0,0,0,0,0,0.05220000,0.31735000,0,0,0.22810000,4.18060000,0,0,0.00000000,0.02324444,0,0.00860000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-08,0,0,11.73440000,0.04376667,0,0,1.28590285,0,1.98765000,3.48768889,0,1.55766000,0,0,2.29597222,1.00634000,0,0,0,5.38674000,0.80180000,0,0,0.00360000,0,0,0,0,0,5.74060000,0.00000000,0,0,0,6.26440000,0,7.37335000,0.01890000,0.10232000,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-09,0,0,32.93140000,18.38800714,0,5.63804000,2.06184764,0.00310000,8.97722500,3.53035000,0,1.08510833,0,0,14.95384138,0.01306250,0,0,0,0.00000000,0.91367500,0,0,11.82120000,0,0,0,0.00330000,0,17.12610000,0.00350000,0,0,0,0.36295000,0,0.00000000,0.00000000,0.00500000,0,0.00235000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-10,0,0,0,0.06298571,0,15.62120556,3.21662983,0,70.12860000,9.53500000,0,10.98787500,0,0,1.00907143,17.06402000,0,0,0,0.64308438,6.93316250,0,0,51.70920000,0,0,0,1.04830000,0,0.00000000,0.00000000,0,0,0,0.77422000,0,0,4.90680000,0.03934444,0,7.04875000,0,0,0,0,0,0,6.20080000,0,0,0,0,0,0,0,0,0,0,0
2015-10-11,0,0,0,17.22115152,0,0,2.75900630,0,0.00330000,11.03933333,0,0.84582778,0,0,4.49390000,5.42780000,0,0,0,0.19656000,7.27388750,0,0,73.09310000,0,0,0,0.00667500,0,0,0.00000000,0,0,0,0.52215000,0,0,0.00000000,0.05720000,0,25.77695000,0,0,0,0,0,0,0.00640000,0,0,0,0,0,0,0,0,0,0,0
2015-10-12,0,0,0,21.72126296,0,0,1.69204483,0,0.00370000,13.63997273,0,0.00978462,0,0,0.59571364,0.01459091,0,0,0,0,17.86000000,0,0,0.00000000,0,0,0,0.00345000,0,0,0,0,0,0.00250000,0,0,0,54.34420000,0.00190000,0,0.00000000,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0
2015-10-13,0,0,0.51385000,0.46298065,0,0,1.37184022,0,33.27830000,1.03728000,0,0.80195789,0,0,5.61845625,7.69158333,0,0,0,1.66140000,0.24750000,0,0,0,0,0,1.75031667,0.31275000,0,0,0,0,0,0,0,0,0,0.00000000,0.31092500,0,0.89625000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-14,0,0,16.45156667,1.87504318,0,0,4.03715783,0,36.85920000,21.84207500,0,1.55698696,12.51390000,0,3.49926897,0.00000000,0,0,0,2.30540000,24.22332500,0,0,0,0,0,13.54320000,5.42780000,0,2.02190000,0,0,0,0,0,0,0,0.00000000,3.92759167,0,3.26125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-15,0,0,53.30080000,5.94526970,0,0,11.65409276,0,67.95430000,32.13415000,0,6.10174615,33.86530000,0,11.92976571,11.48000000,0,0,0,0.00000000,24.34052857,0,0,16.92140000,0,0,0.00000000,0.00000000,0,0.00000000,14.27580000,0,0,0,0,0,0,0,1.09239032,0,1.35030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-16,0,0,0.00000000,1.72151053,0,0,17.94685890,0,100.75515000,36.43772222,0,1.66599375,0.00000000,0,0.73902727,17.01040000,0,0,0,0.95360000,5.86590000,0,0,0.00000000,0,0,0,0.00000000,0,0,1.88520000,0,0,0,0,0,0,2.51830000,0.45556667,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-17,0,0,0,1.78885789,0,0,43.84803277,0,0.00000000,39.05536667,0,5.74963846,0,0,7.56940000,0.99860000,0,0,0,0.44580000,63.61030000,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0.10000000,0,0.23330000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-18,0,0,0,0.29294615,0,0,34.81626073,0,135.27330000,25.40947500,0,0.53063810,0,0,4.28923662,0,0,0,9.65906667,0.00000000,52.14710000,0,0,0,0,0,0,0,0,0,1.11632381,0,0,0,0,0,0,0,0,3.20953333,0.51580000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-19,0,0,0.23390000,0.27585000,0,0,30.42305704,0,167.87670000,31.39372941,0,1.88214737,0,0,5.73842105,0,0,0,4.40280000,0.20131429,48.28566667,0,0,0,0,0,0,1.67830000,0,0,3.19000000,0,0,5.57360000,0,0,0.39390000,0,0.07637500,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-20,0,0,0.00000000,0.57917273,0,0,39.66868565,0,200.81690000,16.96964444,0,2.76132500,7.29390000,0,12.13078261,0,0,0.03265000,12.25100000,0.51580000,15.20197647,0,0,0,0,0,0,0.40130000,0,0,9.82021081,0,0,0.00000000,0,0,0.00000000,0.47625000,0.36780000,0,0.86920000,0,0,0,0,0,0,0.36190000,0,0,0,0,0,0,0,0,0,0,0
2015-10-21,0,0,1.68470000,0.90321111,0,0,58.81345744,0,3.37055000,18.77490667,0,3.27348667,0.00000000,0,2.04983333,0,0,0.00000000,0.00000000,2.98860000,5.07184138,0,0,0,0,0,0,0.16830000,0,0,0.00000000,0,0,0.00000000,2.54593333,0,0,0,0.06156667,0,0,0,0,0,0,0,0,0.03330000,0,0,0,0,0,0,0,0,0,0,0
2015-10-22,0,0,28.28835000,0.22450435,0,0,71.12215446,0,0,23.26510000,0,0.62910000,0,0,5.57843704,0,0,0,0,0.00000000,53.04273333,0,0,0,0,0,0,0.14820000,0,0,0.78350000,0,0,0,0,0,0,0.55875000,0,0,0,0,0,0,0,0,0,0.09580000,0,0,0,0,0,0,0,0,0,0,0
2015-10-23,0,0,26.62625000,0.51307692,0,0,76.80473810,0,0.75875000,32.07513333,0,1.12154444,0,0,1.01019310,2.18940000,0,0.07795000,0,0,1.09706250,0,0,1.44330000,0,0,0,0.09360000,0,0.61890000,0.97843333,0,0,0,0,0,0,0,0.06000000,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0
2015-10-24,0,0,33.14983333,2.83327222,0,0,120.72485572,0,0,44.54358333,0,3.09978750,109.89860000,0,3.00980976,0.00000000,0,0,0,0,132.66203333,0,0,0.00000000,0,0,0,0.00000000,0,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-25,0,0,42.74530000,2.84998000,0,0,135.56300278,0,0,52.52678000,0,2.67302500,1.98530000,0,1.30657500,0,0,0.18140000,139.96470000,0,1.79223333,0,0,0,0,0,0,0.17015000,0,0,1.87710000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-26,0,0,31.97390000,0.08812500,0,0,133.93849876,0,0,44.57303000,0,1.28101429,0.00000000,0,0.48320000,0,0,0.00000000,159.93720000,0.50500000,2.43505000,0,0,0,0,0,0,0.00000000,0,0,2.49986667,0,0,0,0,0,0,0,0.03335000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-27,0,0,55.01845000,0.82822273,0,0,159.75654031,0,0,5.56413333,0,1.61616667,0.00000000,0,1.05850714,1.99806000,0,0.16060000,0.00000000,0.00000000,2.95580000,0,0,0,0,0,0,0,0,0,0.63085000,0,0,0,0,0,0,0,0.02770000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-28,0,0,80.93875000,0.09060476,0,0,134.63136638,0,0,12.43202857,0,1.34125652,23.91080000,0,0.46086098,3.21270000,0,0.00000000,0,0.00560000,0.84100000,0,0,0,0,0,0,0.19055000,0,0,0.00000000,0,0,0,0,0,0,0.00580000,0.01333000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-29,0,0,136.62985000,0.01282979,0,0,0.01625940,0,0.01420000,0.00814286,0,14.25780800,0.00000000,0,0.00568000,0.00000000,0,0.00610000,0,0.00000000,0.00870000,0,0,0,0,0,0.00220000,0.00390000,0,0,0,0,0,0,0,0,0,0.00470000,0,0,0.00235000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-30,0,0,83.99790000,0.00465179,0,0,0.00686797,0,0.01060000,0.01778000,0,15.71347241,0.00000000,0,0.00333000,0.00335000,0,0.00343333,0,0.00440000,0.10690000,0,0,0,0,0,0.00000000,0.00250000,0,0,0.00670000,0,0,0,0,0,0,0.00000000,0.02261000,0,0.00000000,0,0.00386667,0,0,0.07640000,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-31,0,0,14.66610000,0.00330000,0,0,0.00838239,0,0.00000000,0.00409091,0,16.41940357,0.00513077,0,0.00596800,0,0,0,0,0.00323333,0.00000000,0,0,0,0,0,0.00000000,0.00000000,0,0,0.00440000,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-01,0,0,0.00000000,0.00543143,0,0,0.00550877,0,0.00000000,11.90389231,0,29.65111154,22.95958000,0,0.00735862,0.00320000,0,0.00220000,0.00330000,0.00310000,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0.00170000,0,0,0,0,0,0,0.00492500,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-02,0,0,0,0.74152333,0,0,0.23550090,0,0.00306667,19.66416250,0,33.57571852,4.53363636,0,0.08113600,0.00240000,0,15.50560000,0.00190000,0.43038333,0.02976667,0,0,0,0,0,0,0.00330000,0,0,0,0,0,0,0,0,0,0,0.00320000,0,0,0,0,0,0,0.00000000,0,0.00250000,0,0,0,0,0,0,0,0,0,0,0
2015-11-03,0,0,0,2.77442683,0,0,0.54310304,0,0.44060000,39.18722500,0,19.53932188,2.84276667,0,3.21968261,0.23640000,0,0.86610000,1.02330000,7.12560000,17.16095000,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0.39167500,0,0,0,0,0,0,2.01976250,0,12.82860000,0,0,0,0,0,0,0,0,0,0,0
2015-11-04,0,0,0,0.03004795,0,0,0.39302404,0,0.55500000,35.94106667,0,3.18991053,14.21944000,0,0.10226500,3.75995000,0,6.64093333,6.11580000,0.09390000,31.89093333,0,0,0,0,0,0,0.00330000,0,0,0.00886667,0,0,0,0,0,0,0,0.00420000,0,0.00467500,0,0,0,0,0.01030000,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0
2015-11-05,0,0,0,0.20817838,0,0,0.02859936,0,0.36347500,37.74673077,0,3.56465000,18.40380000,0,0.34846667,0.00460000,0,0.00367500,0.00415000,0.00810000,10.76601667,0,0,0,0,0,0,0,0,0,0.07610000,0,0,0.00390000,0,0,0,0,0.00470000,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-06,0,0,0,0.23730000,0,0,1.03395143,0,0.24730000,22.50113000,0,1.22872273,12.97541667,0,0.08847222,0.00000000,0,6.28028000,2.72617500,0.25583333,34.43856667,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0.00310000,0,0.01230000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-07,0,0,0,0.11530952,0,0,0.97637918,0,0.00000000,36.69000000,0,2.80316923,19.46607143,0,0.09748750,13.71377143,0,20.78125000,8.46360000,0.00000000,29.20920000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-08,0,0,0,0.01315833,0,0,0.56536711,0,0.00000000,60.63632857,0,0.89235833,9.64395556,0,0.00718571,0.00000000,0,46.51780000,0.00352500,0.00741250,64.05655000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01491250,0,0.02556000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-09,0,0,0,0.15492000,0,0,0.38159404,0,0.00276000,15.36990714,0,0.54244545,11.57380000,0,0.46999474,0.42860000,0,0.00000000,0.62030000,0.00920000,0.00300000,0,0,0,0,0,0,0,0,0,0.00285000,0,0,0,0,2.98081000,0,0,0.12754074,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-10,0,0,0,0.53353922,0,0,3.38404000,0,1.81720000,23.25675455,0,5.43792963,16.11920000,0,1.56087391,0.00000000,0,1.29200000,1.32576667,0.00640000,11.79274286,0,10.80970000,1.21792500,0,0,0,0,0,0,0.00000000,0,0,0,0,9.29780000,0,1.28640000,0.01695000,0,0.60610000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-11,0,0,0,0.02088929,0,0,0.27758798,0,0,6.31505000,0,0.00643478,11.27754286,0,0.01229231,2.47630000,0,7.39524286,0.00000000,0.01845000,0.00463333,0,0,0.00000000,0,0,0,0,0,0,0.00390000,0,0,0,0,0.06030000,0,0,0.01125143,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-12,0,0,0.37775000,0.53516316,0,0,0.37234457,0,0.90280000,2.81865000,0,0.29319286,14.88694000,0,0.19480526,0.00000000,0,21.19860000,5.22095000,0.06651429,8.02028000,0,0,0.00323333,0,0,0,0,0,0,0.00255000,0,0,0,0,1.37789000,0,0,0.01823725,0,0.09890000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-13,0,0,5.09372000,0.12426786,0,0,0.99397337,0,0.00000000,3.50901667,0,1.57213333,9.45403333,0,2.45952308,0.00530000,0,47.05090000,27.74780000,0.50415000,8.72436667,0,11.14890000,2.32847500,0,0,0,0,0,0,0.00000000,0,0,0,0,8.31890000,0,0,3.89882500,0,0.00220000,0,0.00440000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-14,0,0,54.65560000,0.00398696,0,0,1.65215016,0,0,2.76272000,0,0.43858636,18.72235000,0,0.01310588,0.00440000,0,0.59842000,48.12560000,0.00390000,0.00000000,0,0,0.00320000,0,0,0,0,0,0,0.03610000,0,0,0,0,0,0,0,0.01233962,0,0.00420000,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-15,0,0,0.00000000,0.00422778,0,0,1.52562657,0,0,0.47178889,0,0.00361818,0.06006000,0,0.00517241,0.00416667,0,0.00384444,0.00000000,0.00438000,6.04006667,0,0,0.00288000,0,0,0,0,0,0,0.00405000,0,0,0,0,0,0,0,0.01220769,0,0.00000000,0,0.00330000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-16,0,0,0,0.00433182,0,0,0.48578123,0,0,0.01566000,0,0.10561563,1.24528000,0,0.00424000,0.00530000,0.00640000,6.83114000,0,0.00440000,0.00640000,0,0,0.00457500,0,0,0,0,0,0,0.00360000,0,0,0,0,0,0,0,0.00513333,0,0.00970000,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-17,0,0,0,0.50565000,0.03580000,0,1.67819115,0,0,12.42220000,0,0.86030909,3.05266000,0,0.45752308,0.02603333,0.24760000,28.74228889,0,0.00850000,7.12528000,0,0,0.01750000,0,0,0,0.03690000,0,0,0.00000000,0,0,0,0,0,0,0,0.01800000,0,0.00000000,0,0,0,0,0,0,0.00786667,0,0,0,0,0,0,0,0,0,0,0
2015-11-18,0,0,0,1.30491765,0,0,7.02389909,0,0,17.73900833,0,2.86345455,20.12610000,0,2.72865385,12.22215625,0.38611250,41.15013750,0,0.37810000,0.00000000,0,0,12.36742500,0,0,0,0,0,0,5.73610000,0,0,0,0,0,0,0,0.01611000,0,2.23580000,0,2.39750000,0,0,0,0,0.27640000,0,0,0,0,0,0,0,0,0,0,0
2015-11-19,0,0,0,0.31745294,0,0,15.69102608,0,1.20690000,11.61092000,0,3.66115000,40.37870000,0,0.36594167,0.00000000,0,55.80056000,0.81306667,1.70882500,25.71640000,0,0,0.00000000,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,1.95315789,0,24.98190000,0,0,0,0,0,0,0.42140000,0,0,0,0,0,0,0,0,0,0,0
2015-11-20,0,0,0,0.83156977,0,0,15.70205357,0,1.81793333,0.16686667,0,1.45724545,0.03195000,0,0.93220000,0.00000000,0,38.54110000,0.96540000,0.50896667,1.99655000,0,0,0.00595000,0,0,0,0.05970000,0,0,5.33670000,0,0,0,0,0,0.21390000,0,0.97152000,0,1.85920000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-21,13.91500000,0,0.52250000,1.24919048,0,0,16.25648352,0,1.03540000,28.03720000,0,4.38352000,22.90353333,0,1.26390714,0,0.72542500,5.43440000,0,1.28650000,33.69290000,0,0,11.56090000,0,0,0,0.15760000,0,0,0.00000000,0,0,0,5.59190000,0,0.00000000,0,0.01110000,0,0,0,6.21015000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-22,34.46610000,0,22.19330000,0.24366667,0,0,17.21736783,0,0.00000000,48.32500000,0,2.01937500,0.00000000,0,4.06290000,3.43310000,1.50796667,39.86655000,0,3.16700000,0.00000000,0,0,1.26110000,0,0,0,0,0,0,10.29430000,0,0,0,0,0,0,0,0,0,0,0,1.28130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-23,49.53750000,0,0.00000000,11.29938571,0,0,0.35853618,0,0.00000000,25.79951250,0,13.37001875,0.77062000,0,11.55269583,0.00666000,0,71.10250000,0,0.00000000,10.92945000,0,0,0.00500000,0,0,0,0,0,0,0.00420000,0,0,0,0,0,0,0,0,0,0,0,0.00585000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-24,72.18470000,0,0.00330000,0.00813929,0,0,0.21260860,0,0.01030000,0.55242857,0,0.01247000,0.00000000,0,0.02242368,0.00000000,0,0.00465000,0.00430000,0.00360000,0.00000000,0,0,0.00323333,0,0,0,0,0,0,0.00460000,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-25,94.79810000,0,21.02140000,0.00550769,0,0,0.54873752,0,0.71176667,0.00416667,0,0.00543333,0,0,0.10333636,0,0,0,0.00000000,0.00000000,37.96250000,0,0,0.00442500,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0.00290000,0.00345000,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-26,117.56680000,0,41.98750000,0.03183125,0,0,0.90840448,0,0.00000000,0.00462000,0,0.00361250,0,0,0.00380000,0,0,0,0,0.00000000,0.00000000,0,0,0.26992500,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0.05318750,0.00605000,0,0,0,0,0,2.43245000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-27,147.81030000,0,73.31085000,0.01408519,0,0,0.33159545,0,0.00420000,0.00320000,0,0.01236667,0,0,0.01131429,0,0,0,0,0,16.09310000,0,0,0.00370000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0.00470000,0,0,0,0,0,0.00462857,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-28,170.44190000,0,104.91690000,0.00598710,0,0,0.87601202,0,0.00500000,0.00286667,0,0.00277500,0,0,0.00366154,0.00315000,0,0,0,0.00530000,0.00000000,0,0,0.09375000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71180000,0,0.86278333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-29,193.25470000,0,125.74920000,0.00637059,0,0,0.12114661,0,0.00280000,0.00404286,0,0.02201818,0,0,0.00518182,0.00000000,0,0,0,0,0,0,0,0.00396667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00310000,0,0,0,0.00000000,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-30,108.02430000,0,0.00000000,0.00448182,0,0,0.05331818,0,0.00310000,0.00425000,0,0.00967273,0,0,0.01358276,0.00305000,0,0,0.00430000,0,0.00458333,0,0,0.07165000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00477143,0.00420000,0.00220000,0,0.00523846,0,0,0.00530000,0,0,0,0,0,0,0,0.00390000,0,0,0,0,0
2015-12-01,231.44860000,0,0,0.01244815,0.01810000,0,0.10415813,0,0.00810000,0.02627143,0,0.05872857,0,0,0.21588333,0.04680000,0,0.00333333,0.00000000,0,0.00982727,0,0,0.00347500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00205000,0.02330000,0.00220000,0,0.00560000,0,0,0,0,0,0,0,0,0,0,0.00380000,0,0,0,0,0
2015-12-02,0.00515000,0,0,0.04893256,0,0,0.32705894,0,0.01305000,2.44207778,0,0.53532143,0,0,0.19727059,0.73945000,0,0,1.35640000,0,0.01130000,0,0,0.00430000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03810000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0.00580000,0,0,0,0,0
2015-12-03,2.14110000,0,0,0.03223333,0,0,0.27098864,0,0.00280000,3.04240000,0,0.44671429,0,0,0.74011429,0.00000000,0,0,12.12798750,0,0.00280000,0,0,0.02262500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00390000,0.00000000,0,0,2.48250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-04,0.00000000,0,0,0.01121700,0,0,0.02638616,0,0.10217500,0.00685000,0,0.18606571,0.00252000,0,0.19480556,0.00000000,0,0,36.92690000,0.00343333,0.00470000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0.21406429,0,0,0,0.08597188,0.09970000,0,0,0.00710000,0,0,0,0,0.07690000,0,0,0,0,0.07195000,0,0,0,0,0.00390000,0
2015-12-05,0.00000000,0,0,0.11428788,0,0,0.07187950,0,0.05125000,0,0,0.39028462,0.14220000,0,7.60890000,0.00530000,0,0.18800000,0.00000000,0.06020000,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0.23298750,0,0,0,0,0,0,0,0.16180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-06,0.14920000,0,0,0.06910000,0,0,0.24922291,0,0.00610000,18.33678000,0,0.03383448,0,0,1.31749583,0.00000000,0,0.00000000,0,0.19946667,0,0,0,0.00416000,0,0,0,0,0,0,0,0,0,0,0.07406667,0,0,0,0,0.10190000,0,0,0.00000000,0,0,0.35027143,0,0,0,0,0,0,0,0.22580000,0,0,0,0,0
2015-12-07,0,0,0,0.12931802,0,0,0.11397349,0,1.27786250,5.10680000,0,0.94637308,1.38027500,0,0.93170471,0.33080000,0,0.00220000,0.00440000,0.96500000,0.26759444,0,0,0.24897000,0,0,0,0,0,0,0.00250000,0,0,0,1.06765385,0,0,0,0.00930000,0,0,0,4.13440000,0,0,0.93500000,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-08,0,0,0,0.69685663,0,0,0.92927825,0,1.00407778,7.88322000,0,2.75826111,17.66082500,0,3.07028438,11.58190000,0,0.00000000,8.39890000,0,3.12223333,6.45440000,0,2.50152500,0,0,0,0,0,0,0.90025000,0,0,7.17250000,5.12020000,0,0,0,0.37866000,0,0,0,0.00000000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-09,0,0,0,0.10967191,0,0,4.54063652,0,1.41230000,12.66245000,0,4.04185600,34.56500000,0,2.41222778,5.81170000,0,0,0.00000000,0.05375000,0.75361000,0,0,4.75234286,0,0,0,0,0,0,5.81080000,0,0,0,4.85839412,0,0,0,0.84897500,0,0,1.65265000,7.20430000,0,0,6.26860000,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-10,0,0,0,0.25354677,0,0,4.00143985,0,1.16193333,18.12750000,0,2.83422500,12.31794000,0,7.91482222,1.08025000,0,0,3.94430000,0.01426667,4.44666667,0,0,10.48477000,0,0,0,0,0,0,0.00000000,0,0,4.58156667,9.46110000,0,0,0,0.32277778,0,0,0,0.00000000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-11,0,0,0,0.97487778,0,1.64970000,26.34298035,0,2.92360000,25.88463333,0,2.32190000,0.68816000,0,9.05650217,10.76720000,2.11640000,0,8.06785714,0,0.08220000,0,0,4.62522000,0,0,0,0,0,0,0,0,0,0.00000000,6.57590000,0,0,0,0.00780000,0,0,0,0.00000000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0
