title
"Wait Hours: Per Job: by Node Count"
parameters
"Resource =  PSC-BLACKLIGHT"
start,end
2014-02-01,2014-07-31
---------
Day,"[352] Wait Hours: Per Job","[176] Wait Hours: Per Job","[480] Wait Hours: Per Job","[688] Wait Hours: Per Job","[640] Wait Hours: Per Job","[800] Wait Hours: Per Job","[288] Wait Hours: Per Job","[208] Wait Hours: Per Job","[1024] Wait Hours: Per Job","[448] Wait Hours: Per Job","[400] Wait Hours: Per Job","[512] Wait Hours: Per Job","[416] Wait Hours: Per Job","[768] Wait Hours: Per Job","[256] Wait Hours: Per Job","[384] Wait Hours: Per Job","[320] Wait Hours: Per Job","[224] Wait Hours: Per Job","[304] Wait Hours: Per Job","[112] Wait Hours: Per Job","[160] Wait Hours: Per Job","[48] Wait Hours: Per Job","[240] Wait Hours: Per Job","[192] Wait Hours: Per Job","[128] Wait Hours: Per Job","[32] Wait Hours: Per Job","[16] Wait Hours: Per Job","[96] Wait Hours: Per Job","[496] Wait Hours: Per Job","[64] Wait Hours: Per Job","[144] Wait Hours: Per Job","[80] Wait Hours: Per Job","[976] Wait Hours: Per Job","[880] Wait Hours: Per Job","[272] Wait Hours: Per Job","[368] Wait Hours: Per Job","[576] Wait Hours: Per Job","[848] Wait Hours: Per Job","[1600] Wait Hours: Per Job","[1360] Wait Hours: Per Job","[672] Wait Hours: Per Job","[1840] Wait Hours: Per Job","[336] Wait Hours: Per Job","[960] Wait Hours: Per Job","[1872] Wait Hours: Per Job","[1904] Wait Hours: Per Job","[1520] Wait Hours: Per Job","[1760] Wait Hours: Per Job","[912] Wait Hours: Per Job","[1312] Wait Hours: Per Job","[1680] Wait Hours: Per Job","[1856] Wait Hours: Per Job","[1776] Wait Hours: Per Job"
2014-04-22,0,0,0,0,0,0,0,0,0,0,0,7.20310000,0,0,0,0,0,0,0,0,0,0.00000000,0,0,2.23060000,2.53144286,2.13186190,4.56722000,0,1.56563333,0.00000000,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-23,0,0,0,0,0,0,0,0,0,0,0,15.27697500,0,0,17.39220000,0,0,0,0,0,0,11.61830000,0,0,1.79945000,6.85252222,5.41345960,20.22307500,0,5.73875000,0.00000000,1.02970000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-24,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,24.24945000,0,0,0,0,0,0,11.33860000,0,0,0.00000000,25.95478000,7.14397089,1.00195000,0,21.02550000,0.00000000,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-25,0,0,0,0,0,0,0,0,0,0,0,4.19945000,0,0,2.07720000,0,0,0,0,0,0,24.85578000,0,0,49.66026667,19.01342500,5.94485000,43.92489231,0,19.35633333,0.00000000,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-26,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,34.00901111,0,0,0,0,0,14.15810000,10.28360000,0,0,30.03055000,18.45965294,15.07930458,26.48969412,0,11.99922000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.92820000,0,0,0,0,0,0,32.15625000,0,0,0.00000000,28.03340000,1.00206460,8.65904375,0,14.96020000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,30.99796667,0,0,0.00000000,12.17315000,2.01867674,80.95040000,0,37.72262500,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-29,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,26.67250000,0,0,0,0,5.08390000,0,6.06455000,0,0,13.29252000,2.11842941,2.50802016,14.60728571,0,9.95716667,0,2.18202500,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-30,0,0,0,0,0,0,0,0,0,0,0,14.60336667,0,0,4.66896667,0,0,0,0,31.97250000,0,3.99765000,0,0,9.62414000,2.91923667,3.41746338,45.13890000,0,8.56083750,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-01,0,0,0,0,0,0,0,0,0,0,0,3.27310000,0,0,0.00000000,0,0,0,0,0.00000000,0,16.53954286,0,0,0.00000000,20.01351154,7.62678889,3.27348000,0,16.74156250,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-02,0,0,0,0,0,0,0,0,0,0,0,31.50970000,0,0,16.21800000,0,0,0,0,0,0,9.90622000,0,0,17.77360000,38.89535789,2.92425882,7.81655000,0,12.79947143,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-03,0,0,0,0,0,0,0,0,0,0,0,0,0,21.93720000,39.72890000,0,0,0,0,0,0,31.61890000,0,0,0,15.93445000,4.07463509,33.99080000,0,6.62781429,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-04,0,0,0,0,0,0,0,0,0,0,0,2.01690000,0,0.00000000,0.00000000,0,0,0,0,0,0,2.45390000,0,55.60750000,39.09960000,33.52022000,15.39034167,55.55750000,0,9.42440000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-05,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,4.99540000,0,0,0,0,0,0,3.05407333,0,15.38530000,3.36306667,2.65908000,17.83271719,1.00110000,0,5.26872500,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84943333,0,0,0,0,0,0,1.03386087,0,1.00110000,7.44366000,1.63714545,3.09431892,0.00000000,0,3.13494000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-07,0,0,0,0,0,0,0,0,0,0,0,0,0,36.79330000,6.30020000,0,0,0,0,0,0,4.95457500,0,0.00000000,1.00140000,3.57269394,2.96655900,0.00000000,0,3.97713333,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,5.86536667,0,0.00000000,1.90135000,2.41891538,2.06578235,1.00170000,0,1.00502500,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,37.68890000,25.56780000,0,0,0,0,0,0,13.26662857,0,0,3.20148000,9.02206842,7.99716531,4.78560000,0,8.53166667,0,0,1.00130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-10,0,0,0,0,0,0,0,0,0,0,0,0,0,30.76500000,8.50810000,0,0,0,0,0,0,1.03500000,0,0,4.54171429,3.72654615,14.43146923,1.00195026,0,2.08617500,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,9.37198333,0,0,15.93460000,24.53605000,6.41483750,1.00243490,0,1.15338333,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-12,0,0,0,0,0,0,0,0,0,0,0,0,0,11.04390000,1.00080000,0,0,0,0,0,1.00060000,0.00000000,0,0,1.10880769,1.36616667,5.88650000,0.00000000,0,1.13580000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06140000,7.01905000,0,0,0,0,0,8.60780000,11.67220000,0,0,2.36150000,5.59396000,8.11469667,0.00000000,0,2.48590000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-14,0,0,0,0,0,0,0,0,0,0,0,37.09560000,0,34.59720000,25.53465000,0,0,0,0,0,0,18.99280000,0,0,10.34053333,10.77211250,12.19688475,21.09690000,0,6.95703333,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,38.17640000,0,0,0,0,0,0,5.70460000,0,0,17.36868000,6.92420625,9.60678837,2.53042222,0,15.09052222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.20472500,0,0,0,0,2.09250000,3.89280000,1.01360000,0,0,1.93525000,1.20628889,1.87608710,3.02140714,0,1.71472857,2.52000000,1.32890000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-17,0,0,50.12190000,0,0,0,0,0,0,0,0,0,0,26.06235000,2.20020000,0,0,0,0,0,0,25.21310000,0,0,1.00110000,5.88636667,20.20912609,1.00103333,0,1.25594000,0,1.00080000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.83234286,0,0,0,0,0,0,1.00093333,0,0,1.38655000,57.66297778,8.77678500,0.00000000,0,11.08462500,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-19,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,5.61080000,0,0,0,3.14458000,3.71795323,6.55313333,0,2.92382000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-20,0,1.00165000,20.54890000,0,0,0,0,0,0,0,0,0,0,48.61970000,27.72005455,0,0,0,0,0,1.00080000,3.89130000,0,7.76595000,4.00973333,4.57400000,3.62656250,5.96038000,0,6.84470000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0.00000000,0,0,1.18465000,22.38656000,1.69694944,8.72950909,0,1.00330000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62190000,0,0,0,0,0,0,167.98440000,0,0,97.20787500,22.31696667,4.40305263,27.03056000,0,42.65566667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-23,0,0,0,0,0,0,0,0,0,0,0,12.78560000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,7.05166667,4.93654444,0.00000000,0,14.07440000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.45890000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-27,0,0,166.15610000,0,0,0,0,0,0,0,0,61.73360000,0,0,116.31860000,0,0,0,0,0,0,36.39008571,0,0,103.41951429,20.76354615,45.65767910,21.20135484,0,60.45878000,0,0,40.02000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-28,0,0,0.00000000,0,0,0,0,0,0,0,0,87.47805000,0,0,4.78690000,0,0,0,0,0,115.54750000,52.33456000,0,0,1.94573333,74.23854667,63.85587537,1.93966429,0,1.00140000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-29,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,5.23840833,0,0,158.19110000,21.26137500,16.29997273,53.73503333,0,4.33565000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-30,0,0,0,0,0,0,0,0,0,0,85.57190000,0.00000000,0,0,0.00000000,0,0,0,0,0,0,4.82307692,0.00000000,25.13580000,21.96496250,10.60664444,17.17250413,3.99276316,0,29.37130000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-31,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,10.94743077,0,0,0,0,0,4.64220000,14.89533333,0,9.85670000,14.79140000,7.92854583,33.83676290,1.01556818,0,5.92970000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-01,0,0,0,0,0,0,0,0,0,0,0.00000000,20.83838333,0,0,17.69433333,0,0,0,0,0,0.00000000,8.38037500,0,0,16.67000000,10.96152500,31.33244634,1.42329602,0,14.41580000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-02,0,0,0,0,0,0,0,0,0,0,0,9.40132500,0,0,2.59940000,0,1.09190000,0,0,0,1.01042500,1.17403846,0,0,3.67833333,2.00952222,1.16575299,1.57768182,0,2.63201250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-03,0,0,0,0,0,0,0,0,0,0,0,23.02966000,0,0,1.19168000,0,0,0,0,0,0,0,0,0,1.59390000,1.01851250,1.05679856,1.01149375,0,1.03635625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-04,0,193.49860000,31.19170000,0,0,0,0,0,0,0,0,49.64270000,0,0,113.36222500,0,0,0,0,0,0,15.68890000,0,0,9.85625000,4.14015556,35.23306588,0.00000000,0,43.32516667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-05,0,0.00000000,0,0,0,0,0,0,0,0,0,41.07786667,0,0,13.95984000,0,0,0,0,0,0,21.94614545,0,0,10.09360000,41.90125455,4.42045257,2.59600000,0,8.34875000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-06,0,112.99920000,29.05500000,0,0,0,0,0,0,0,0,20.64570000,0,0,4.24305000,0,0,0,0,25.32420000,26.70000000,48.85924545,0,2.63140000,2.49906667,6.28561556,2.36793455,10.96475000,0,30.16850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-07,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,1.00095000,0,0,0,0,0,0,0.00000000,0,0,1.00252500,2.97434000,1.09972240,0.00000000,0,1.00085000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-08,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03242500,0.00000000,0,0,2.71070000,2.65546000,2.53662118,0.00000000,0,0.00000000,0,0,69.91690000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-09,0,61.22970000,1.49280000,0,4.27610000,12.39720000,0,0,61.87920000,0,1.00655000,0,0,0,2.59125000,0,1.00320000,0,0,0,8.56117500,4.12200000,0,0,1.73394000,9.90676786,12.18283529,0.00000000,0,6.19756667,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-10,0,0.00000000,0,0,0,0,0,0,0,0,24.50810000,22.07555000,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0.00000000,32.52570000,15.08468000,0.00000000,0,16.40078333,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-11,0,0.00000000,0,0,0,0,0,0,0,0,0,33.65640000,0,0,0,0,37.88940000,0,0,0,37.84440000,15.19415000,0,8.25940000,23.15485000,34.50390000,5.56669412,35.95000000,0,30.83963333,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-12,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,10.26426667,0,0,0,0,0,69.18330000,8.11930000,0,2.73390000,32.93920000,23.65181613,1.37691180,32.60228000,0,35.37000000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-13,0,0,72.02110000,0,0,0,0,0,0,0,0,5.11000000,0,0,13.38610000,0,0,0,0,0,0,0.00000000,0,3.61200000,18.63846667,17.36234643,3.12246876,15.42911429,0,26.34461667,0,0,1.01200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-14,0,0,0,0,0,0,0,0,0,0,0,22.13036667,0,0,14.77095000,0,0,0,0,0,0,0,0,7.52213333,7.74652000,3.18020000,2.32580085,1.00083922,0,3.39540000,0,0,1.00305000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-15,0,0,0,0,0,0,0,0,0,0,0,43.17780000,0,0,1.00195000,0,0,0,0,0,0,0,0,11.34125000,2.26796667,1.00183333,5.01612443,8.42080000,0,1.00190000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-16,0,155.07390000,0,0,148.56140000,161.00440000,0,0,0,0,0,76.60284000,0,0,54.61540000,0,0,0,0,0,0,14.16390000,0,0,24.61915000,68.42255556,3.08725398,90.42625000,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-17,0,0.00000000,116.16560000,0,0,0,0,0,0,0,0,90.23080000,0,0,0.00000000,0,0,0,0,0,0,27.62720000,0,0,11.52577500,17.23624583,1.65204598,5.51748667,0,21.46035000,0,0,1.00060000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-18,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0.00000000,0,0,1.00060000,0.00000000,1.00111343,1.01695000,0,0.00000000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-19,0,123.44640000,0,0,0,0,0,0,26.32890000,0,0,0,0,0,28.10836250,59.39690000,0,0,0,0,32.37580000,4.42305000,0,0,15.30961818,36.43236429,5.61762511,12.11424000,0,30.73055000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-20,0,27.17940000,0,0,0,0,0,0,0,0,16.58530000,0,0,0,1.00110000,0,0,0,0,0,0.00000000,15.11906667,0,0,11.45598000,11.00502308,1.07429610,4.58750000,0,14.00060000,0,0,1.00190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-21,0,21.45665000,0,0,0,0,0,0,0,0,0,0,0,0,14.23866667,25.01940000,0,0,0,0,0.00000000,0.00000000,0,0,4.93521250,13.54433636,2.24532011,0.00000000,0,13.77926667,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-22,0,0.00000000,0,0,0,0,0,0,0,0,24.27030000,0,0,0,0.00000000,0.00000000,0,0,0,0,2.01530000,0,0,3.21440000,9.59846667,9.30051429,3.87888769,1.00170000,0,6.08653333,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-23,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,1.00080000,0.00000000,0,0,0,0,0,0,0,0,5.06250000,2.25405652,22.35292143,3.21478889,0,1.00140000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-24,0,0.00000000,0,0,0,0,32.06000000,0,0,0,0,0,0,0,31.83583333,0.00000000,32.57780000,30.62670000,0,0,0,11.44362000,0,0,8.12851111,2.65430000,1.01126487,0.00000000,0,3.81580000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-25,66.46330000,28.20060000,0,0,0,0,0,0,0,71.66310000,27.03530000,0,68.11170000,0,44.21500000,66.45860000,0,0,0,0,5.64945000,16.18238235,0,0,11.36280000,13.97924118,4.62410742,2.65927273,0,14.63566667,0,0,1.00060000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-26,0,0.00000000,83.24190000,0,0,0,0,0,0,0,0,83.76830000,0,0,0.00000000,0,0,0,0,0,5.96345000,2.66222105,0,0,5.58693478,18.02865758,3.07767785,27.75247500,0,12.53747143,11.85530000,5.10690000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-27,0,0.00000000,0,0,0,0,0,0,0,0,25.09080000,0,0,0,1.00625000,0,0,0,0,0,5.17030000,8.72780000,0,0,10.15924615,12.98575556,2.08075724,4.25068333,0,17.52384000,0,1.48220000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-28,0,0.00000000,30.59970000,0,0,0,0,0,0,0,0.00000000,0,0,30.70890000,35.28850000,0,58.21940000,0,0,0,0,31.31150000,0,57.50830000,31.16090000,17.25228750,5.31992143,0.00000000,0,0.00000000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-29,0,0,0,0,0,0,0,0,0,0,47.25470000,0,0,0.00000000,13.81670000,0,0,0,0,0,0,45.86555000,0,0,27.46463182,25.23245714,1.82157052,11.22735000,0,28.04080000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-30,0,0,12.27920000,0,105.91530000,0,0,0,0,0,0,58.38540000,0,0.00000000,0.00000000,0,0,0,0,0,10.83280000,8.36179412,0,0,14.37530000,4.22274490,3.68576818,5.35008750,0,3.37904615,0,1.00095000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-01,0,0,0,0,0,0,0,0,0,0,0,11.16975000,0,0,1.22250000,0,0,0,0,0,1.34265000,0.00000000,0,0,26.14262222,1.70677692,65.61666627,1.00060000,0,3.57296667,13.63000000,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-02,0,0,0,0,0,0,0,0,0,0,0,13.98640000,0,0,30.75242500,0,0,0,0,3.03845000,0,3.27743125,0,0,72.81498571,9.19247222,6.52685808,2.90360000,0,15.66190000,0,57.00280000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,1.00173333,0,47.70640000,0,0,1.25422000,6.92200435,8.07310141,1.00125000,0,66.78390000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-04,0,0,0,0,0,0,0,0,38.72440000,0,0,6.27680000,0,0,5.45841429,0,0,0,0,0,0,9.27000000,0,0,8.01500000,13.70616667,53.08807143,0.00000000,0,8.76067500,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-05,0,0,0,0,0,0,0,37.92250000,0,0,0,0,0,0,7.03740000,0,0,5.21000000,0,5.19970000,0,0,0,0,0.00000000,3.73286364,16.53184828,1.00080000,0,15.37056667,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-06,0,0,0,0,0,0,0,62.49750000,0,0,0,8.00170000,0,0,0.00000000,0,0,0.00000000,0,5.81415000,0,3.16553333,0,0,0.00000000,12.52272955,175.35226154,1.00060000,0,31.60643333,6.56555000,2.76070000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-07,0,0,0,0,0,0,0,0.00000000,0,0,0,0.00000000,0,0,11.57610000,0,0,0.00000000,0,0,0,2.65265000,0,0,4.30510000,4.29986129,14.25409521,4.60390000,0,2.33983529,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-08,0,0,0,0,0,0,0,0,0,0,0,46.49250000,0,0,27.73055000,0,0,22.40920000,0,0,1.84280000,5.05195000,0,0,0.00000000,8.82599200,24.92268024,0.00000000,0,8.25525455,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-09,0,0,0,0,0,0,0,0,0,0,0,1.00110000,0,1.00530000,5.20640000,1.00453333,0,1.00140000,0,1.03146667,0.00000000,3.42666667,0,0,15.21140000,5.20127500,9.35549118,31.10150000,0,6.16045000,1.00110000,1.00140000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-10,0,5.01555000,0,0,0,0,0,3.96690000,0,0,0,0,0,0.00000000,0,0.00000000,0,0,0,6.25920000,0,1.52620000,8.64420000,0,21.43330000,1.24451563,34.37562680,0.00000000,0,1.53303333,5.32330000,6.14835000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-11,0,0,0,0,0,0,0,0,1.00080000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,1.00125556,1.46374750,41.58610000,0,19.33640000,0,0,0.00000000,0,0,0,0,0,1.00240000,0,0,1.00180000,0,1.00085000,0,0,1.00110000,1.00110000,0,0,0,1.00080000,0.00000000
2014-07-12,0,0,0,0,1.00137500,1.00110000,0,34.08810000,0,0,1.18110000,0,0,1.00110000,49.43940000,0,0,0,0,57.58420000,1.00170000,63.60440000,0,0,0.00000000,37.16240870,52.57801014,0.00000000,0,68.70616667,0,1.00547500,0,0,0,0,0,0,0,0,1.00170000,0,0,0,1.00080000,0,0,0,1.00080000,0,0,0,0
2014-07-13,0,0,0,0,0,0,0,0,1.00170000,0,0,1.00100000,0,0.00000000,8.06420000,0,0,0,1.72235000,0.00000000,0,62.75585000,36.31640000,0,4.75776667,25.01198750,10.98836389,48.58640000,6.05930000,2.73563333,0,0.00000000,0,2.37640000,2.34415000,1.65275000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0
2014-07-14,0,0,0,0,0,0,0,0,0,6.51080000,0,0.00000000,0,0,6.82030000,0,0,0,0,26.55330000,0,0,0,0,5.45080000,5.72696364,3.36951370,0.00000000,1.24670000,3.85567143,0,0,0,0,0,0,0,0,0,1.00220000,0,1.00220000,0,0,0.00000000,0,0,0,0,0,0,0,0
2014-07-15,0,0,1.00310000,0,0,0,0,0,0,10.88070000,0,0,0,0,0.00000000,0,0,0,0,0.00000000,0,0,1.00190000,0,1.00110000,1.03739483,4.10758235,4.97290000,0,1.01028000,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00250000,1.00150000,0,0,0,0,1.00080000,0,0,0
2014-07-16,0,0,0,0,0,0,0,0,0,0,0,1.00110000,0,0,0,0,0,0,0,0,0,1.02816515,0,0,3.22358889,1.36232571,20.20641250,1.00122000,0,1.02362121,1.00140000,0,0,0,0,0,0,1.05930000,0,0,0,0,1.00155000,0,0,0,0,0,0,0,1.00080000,0,0
