Day,[40] Wait Hours: Per Job,[67] Wait Hours: Per Job,[64] Wait Hours: Per Job,[22] Wait Hours: Per Job,[52] Wait Hours: Per Job,[48] Wait Hours: Per Job,[12] Wait Hours: Per Job,[58] Wait Hours: Per Job,[53] Wait Hours: Per Job,[7] Wait Hours: Per Job,[39] Wait Hours: Per Job,[24] Wait Hours: Per Job,[55] Wait Hours: Per Job,[26] Wait Hours: Per Job,[3] Wait Hours: Per Job,[15] Wait Hours: Per Job,[56] Wait Hours: Per Job,[31] Wait Hours: Per Job,[35] Wait Hours: Per Job,[4] Wait Hours: Per Job,[5] Wait Hours: Per Job,[8] Wait Hours: Per Job,[42] Wait Hours: Per Job,[16] Wait Hours: Per Job,[20] Wait Hours: Per Job,[50] Wait Hours: Per Job,[6] Wait Hours: Per Job,[32] Wait Hours: Per Job,[18] Wait Hours: Per Job,[28] Wait Hours: Per Job,[60] Wait Hours: Per Job,[21] Wait Hours: Per Job,[30] Wait Hours: Per Job,[13] Wait Hours: Per Job,[14] Wait Hours: Per Job,[38] Wait Hours: Per Job,[19] Wait Hours: Per Job,[43] Wait Hours: Per Job,[49] Wait Hours: Per Job,[9] Wait Hours: Per Job,[11] Wait Hours: Per Job,[17] Wait Hours: Per Job,[46] Wait Hours: Per Job,[25] Wait Hours: Per Job,[54] Wait Hours: Per Job,[2] Wait Hours: Per Job,[70] Wait Hours: Per Job,[72] Wait Hours: Per Job,[45] Wait Hours: Per Job,[41] Wait Hours: Per Job,[1] Wait Hours: Per Job,[36] Wait Hours: Per Job,[27] Wait Hours: Per Job,[62] Wait Hours: Per Job,[34] Wait Hours: Per Job,[57] Wait Hours: Per Job,[44] Wait Hours: Per Job,[65] Wait Hours: Per Job,[29] Wait Hours: Per Job,[23] Wait Hours: Per Job,[63] Wait Hours: Per Job,[59] Wait Hours: Per Job,[10] Wait Hours: Per Job,[61] Wait Hours: Per Job,[47] Wait Hours: Per Job,[68] Wait Hours: Per Job,[37] Wait Hours: Per Job,[33] Wait Hours: Per Job,[66] Wait Hours: Per Job
2016-03-19,0,0,0,0.00640000,0,0,2.69818000,0,0,94.98220000,0,5.04055000,0,0.00000000,12.96823859,0.00543125,0,0,0,1.62414483,0.00252308,0.00342941,0,0.00155882,0.00000000,0,0.00360000,0,0.00703333,0,0,0,0.00000000,0,0,0,0,0,0,14.40544000,0,0,0,0,0.00170000,0.73343323,0,0.00180000,0,0,5.25813613,0,0,0,0,0,0,0,0,0,0,0,6.46170000,0,0,0,0,0,0
2016-03-20,0,0,0,0.00000000,0,0,0.00345000,0,0,0.00000000,0,7.60350000,0,0,8.31346782,0.01060000,0,0,0,5.41255000,0.00212727,0.00525000,0,0.96666957,0.00207500,0,0.00415000,0,8.24930000,0,0,0,0,0,0,0,0,0,0,0.00472500,0,0,0,0.00125000,0.00000000,1.03573782,0,0.00000000,0,0,2.40369198,0,0.00345000,0,0,0,0,0,0,0,0,0,0.00713333,0,0,0,0,0,0
2016-03-21,0,0,0.23056000,0.41890000,0,0,0.13212500,0,0,140.47690000,0,11.04945000,0,0,14.39543520,0.28294000,0,0,0,1.69355909,0.79787778,0.00330000,0,0.30776522,0.08960000,0,0.35618571,0.16360000,0.01740000,0.63250000,0.00030000,0,0.38220000,0,0.00030000,0,0,0.00000000,0,4.80410000,0,0.00000000,0,0.01990000,0,0.09769117,0.00000000,0.02140000,0,0,1.51379207,0,0.00000000,0,0,0,0,0,0,0,0,0,0.00417143,0,0,0,0,0,0
2016-03-22,0.14245000,0,0.07292500,0.03485000,0,0,1.67931667,0,0,3.86330833,0,15.26959231,0,0,10.70336712,0.66962857,0,0,0,0.59711154,0.04016129,0.57855185,0,0.25009512,0.27802143,0.78265000,0.41617692,0.01728000,0,0.00000000,0.91890000,0.19000000,0.00000000,0,0,0,0,20.14940000,0,53.24750000,0.00166000,0,0,1.64290000,0,0.34649955,0,0.13595000,0,0,0.50045243,0,0,0,0,0,0,0,0,0,0,0,0.03110833,0,0,0,0,0,0
2016-03-23,0.00000000,0,0.00000000,0,0,0.00140000,8.00044615,0,0,23.90712500,0,50.55725000,0,0,17.41916361,3.93110000,0,0,0,5.87535490,0.03833333,6.02781154,0,1.90842941,0.00165000,14.66603333,2.08818333,0.00296667,0,0.00000000,1.95797000,0.00000000,2.48890000,0,0,0,0,22.72720000,0,4.40210000,9.47970000,0,0,1.33392857,2.18496667,0.36632643,0.09470000,0.00000000,0,0,3.09611880,0,0,0,3.29328333,0,0,0,0,0,0,0,0.00166667,0,0,0,0,0,0
2016-03-24,2.66916667,0,0.02445000,0,0,0,7.73147000,0,0,0.00000000,0,108.23580000,0,0,34.59681597,2.00761000,0,0,0,1.32360298,1.01169583,1.85640000,0,0.69305600,0.26970000,0,0.18844000,0.11395000,0,0.76170000,0.13722308,0.00000000,0,0,0,0,0,0.32750000,0,14.95766667,2.72080000,0,0,2.01473333,0.22210000,0.28474969,0,0.23622000,0,0,5.91938491,0,0,0,0.97244286,0,0,0,0,0,0,0,1.90150000,0,0,0,0,0,0
2016-03-25,7.08987500,0,0,0,0,0.00570000,14.82951667,0,0,119.40225000,0,0.00972000,0,0,0.00319722,13.32384000,0,0,0,1.19601077,0.01230000,6.09519643,0,0.00656364,0.00220000,0,0.00436667,0.00185556,0.00353333,0.00000000,0.00690000,0.12670000,0.00170000,0,0,0,0,0.00336667,0,10.24241667,0,0,0,0.01165000,0.00940000,0.95494951,0,0.00000000,0,0,0.26773520,0,0,0,0,0,0,0,0,0,0,0,0.01700000,0,0,0,0,0,0
2016-03-26,6.70570000,0,0.00140000,0,0,0.00090000,7.12313529,0,0,0.94797143,0,0.00000000,0,0,2.02320625,0.00000000,0,0,0,2.01766764,0.00720000,14.04210000,0,0.00038889,0.00070000,0,0.00000000,0.00055833,0.00132500,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0,0.00000000,0,21.18806667,0,0,0,0.00000000,0,2.52919713,0,0.00170000,0,0,0.48898955,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0
2016-03-27,4.35508333,0,0.00000000,0,0,0.00140000,23.38733333,0,0,28.56542000,0,0,0,0,0.23374861,0.00000000,0,0,0,1.30234444,0.00135000,4.69626538,0,0.00175000,0.00000000,0,0.00280000,0.00173750,0,0.00000000,0.00000000,0.00161111,0.00000000,0,0,0,0,0.00190000,0,38.39350000,0,0,0,0,0,0.87642757,0,0.00000000,0,0,0.73647158,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0.00000000,0
2016-03-28,5.91360000,0,0.26546667,2.11600000,0,0.24021111,17.08159000,0,0,0.00560000,0,1.19166667,0,0,2.54759403,0.00056667,0,0,0,2.37637945,0.70451333,7.31644800,0,0.23533750,0.10970000,0,1.43612000,0.07278462,0.91130000,0.00000000,0.08022857,0.78546667,1.68110000,0,0,0,0,0.01030000,0,0.01176667,1.88810000,0,0,0.00080000,0,0.60973000,0,0.00000000,0,0,1.97856795,0,0.02000000,0,0,0,0,0,0,0,0,0,0.00186667,0,0,0,0,0,0
2016-03-29,9.55732222,0,0,0.02375000,0,0.03963333,0.10064615,0,0,172.03375000,0,10.33520000,0,0,3.74939479,0.15470000,0,0,0,4.35815467,1.85748667,0.39314167,0,0.07825333,0.17792500,0,0.37337222,0.61848333,2.48419167,0,10.45110000,0.01060000,0.00000000,0,0.00500000,0,0,0.37352500,0,24.04530000,0.00000000,0,0.02732500,0,0,0.16759063,0.80656667,0.26775000,0,0,0.23600021,0,0,0,0,0,0,0,0,0,0,0,1.08293333,0,0,0,0,0,0
2016-03-30,11.01287273,0,0,0,0,0.04117500,41.38856667,0,0,5.67960000,0,0.03817778,0,0,13.49790381,2.25571429,0,0,0,6.73862533,1.60420952,36.71199167,0,1.02453043,0.01065455,0,1.37408182,3.46812500,3.99528333,6.83945000,3.56500000,7.42320000,0,0,0,0,0,7.05140000,0,53.51190000,12.68220000,0,0.00000000,0,0,1.49086208,0,0.00000000,0,0,0.31401110,0,0,0,0,0,0,0,0,0,0,0,5.77316667,0,0,0,0,0,0
2016-03-31,9.03055000,0,0,0,0,0,2.60503000,0,0,104.60159091,0,0.25013750,0,0,6.60689863,2.39565000,0,0,0,9.02230769,0.86000476,18.76716232,0,0.10452222,0.74805000,0,4.52466667,6.18525000,0.07161364,0.00000000,1.78750000,8.71786667,0,0.02234286,0.02031250,0,0,0.01190000,0,0.02166000,0.01714286,0.06906000,0.00330000,0,0,0.45603064,4.00600000,0.39172500,0,0,1.38457035,0,0,0,0,0,0,0,0,0,0,0,1.02483200,0,0,0,0,0,0
2016-04-01,0.51290000,0,0,0,0,0.00250000,0.83826857,0,0,6.17336500,0,4.15712857,0,0,0.18495806,0.22437500,0,0,0,2.10521034,1.11683333,10.88440000,0,0.19986923,0.05277500,0,0.73692857,0.04758182,0.00576667,0.30985000,0.23660667,0.00030000,0.04422500,0,0,0,0,0.00000000,0,0.00080000,0,0,1.75140000,0,0,0.10397724,0,0.51730000,0,0,0.69042240,0.00140000,0,0,0,0,0.00390000,0,0,0,0,0,1.85452857,0,0,0,0,0,0
2016-04-02,8.55278333,0,0,0,0,0.79140000,0.01034000,0,0,0,0,0.14453333,0,0,0.00184722,1.30500000,0,0,0,2.93649612,0.00462143,16.33554500,0.85060000,0.00684545,0.07128333,0.27445000,0.00380000,0.01030000,0.00674074,0.00000000,0.17087143,0.00740000,0.33876667,0,0,0,0,0.01500000,0,0,0,0,0.00000000,0.00000000,0.76720000,0.00097072,0.17055000,0.01070000,0,0,0.50688788,0.01470000,0,0,0,0,0,0,0,0,0,0,0.05445714,0,0,0,0,0,0.01280000
2016-04-03,7.25918000,0,0,0.00390000,0,0,0.00033333,0,0,0.00100000,0,0.00000000,0,0,0.00140526,5.39551429,0,0,0,0.22131667,0.00166667,4.69908824,0,0.00187143,0.00106667,0.00110000,0.00115000,0.00030000,0.00159474,0.00330000,0.00160000,0,0.00000000,0,0,0,0,0.00610000,0,0.00110000,0,0,0.00690000,0,0,0.01268861,0,0,0,0,0.93847112,0,0,0,0,0,0,0.00310000,0,0,0,0,0.00085000,0,0,0,0,0.00000000,0
2016-04-04,0.00250000,0,0.81392857,0.00093333,0,0,0.00201622,0,0,0.00198571,0,0.07876000,0,0,0.06851731,0.02107500,0,0,0,3.03953333,0.00095641,0.00144412,0,0.00148750,0.00055556,0.00130000,0.00216400,0.00094286,0.00171111,0.00000000,0.00265625,0,0.00090000,0.02142857,0.00263750,0,0,0.00000000,0,0.00191818,0.00515556,0.04800000,0.00000000,0,0,0.00144498,0,0,0.00030000,0,0.32532276,0,0,0,0,0,0,0,0,0,0,0,0.01414000,0,0,0,0,0,0
2016-04-05,0.00062500,0,0.01388333,0.00070000,0,1.14500000,0.01807222,0,0,0.00493333,4.80860000,0.00000000,0,0.00095000,0.02778504,0.12602000,0,0,0,0.00711250,0.00255455,5.11929677,0,0.00454063,0.00860000,0,1.04849730,0.00055000,0.02030857,0.00000000,0.17291579,0,0.00140000,0.01140000,0.01070000,0,0,0.04430000,0,0.00650000,0.01060000,1.32350000,0.00083333,0.72656000,0,0.00205431,0,0.00000000,0.00190000,0,0.38641651,0,0,0,0,0,0,0,0,0,0,0,0.00598571,0,0,0,0,0,0
2016-04-06,0.85983333,0,3.73916000,3.01678571,15.42080000,4.39046667,4.33877595,0,0,0.00000000,7.68220000,0.00000000,0,0.00570000,0.02655000,10.91070000,0.00110000,0,0,4.14171509,0.20512857,0.30109722,0.66300000,1.28218235,0.00000000,0,0.54614000,2.00487500,0.64931111,0,1.35331053,0,0.00110000,0,0.00000000,0,0,0.79330000,0,0.01110000,0,2.58740000,0.00000000,0.18872857,2.09890000,0.42869268,0.08080000,0.97032000,0.00000000,0,0.30377083,0,0,0,0,0,0,0,0,0,0,0,3.38610000,0,0,0,0.08816667,0,0
2016-04-07,0.00000000,0,8.94246800,2.12155000,24.54375000,6.88500000,4.32011818,0,0,11.63717500,15.93920000,3.50340000,0,0,1.12190606,19.74916667,0,0,0,1.24461915,2.04931250,13.96287368,3.69640000,1.49894444,1.39488750,0,0.62790000,1.28390000,4.38882813,2.56920000,0.72917500,0,0.88470000,18.23655000,0,0,1.31140000,1.62860000,0,2.87720000,17.74335000,0.00030000,0.00000000,0,0.00125000,0.25253933,1.37963333,2.39890000,0.00000000,0,0.30076014,0,0,0,0,0,0,0,0,0,0,0,3.82896250,0,0,0,0,0.00060000,0
2016-04-08,0.00000000,0,17.49848750,6.40477000,0.00000000,0,4.81564286,0,5.61530000,3.52568571,0,7.00060000,0,0,2.21442975,20.58961667,30.17875000,0,0,4.04466216,4.13492857,4.88790774,0.00000000,2.10650909,0.46220000,0,0.82979444,1.20430000,8.59324375,0.00000000,4.24360000,0,2.50110000,0,0,0,1.30970000,0.00000000,0,0.31898333,0,0,0.00000000,1.60220000,0,0.69688050,4.27110000,3.35920000,0,0,0.13965056,0,0,0,0,0,0,0,0,0,0,0,1.79814286,0,0,0,0,0,0
2016-04-09,6.87810000,0,31.06951818,0.07413333,0,0,4.85822000,0,0,0.00000000,0,0,0,0,1.09822000,17.72672222,0.00000000,0,0,3.05257903,3.86687143,13.15770870,0.00000000,3.18151111,3.20820000,0,6.08897143,2.06780000,0.00000000,0.00000000,2.07707500,0,5.18330000,0,0,0,5.21360000,0,0,0.72648080,0.00000000,0,0.34220000,0,4.34422500,1.08228866,5.19750000,0.00000000,0,0,0.63388334,0,0,0,0,0,0,0,0,0,0,0,1.61836429,0,0,0,0,0,0
2016-04-10,0.14085000,0,40.29530476,0.00166667,0,0,0.00120000,0,0,0.00000000,0,0.03359000,0,0.00000000,0.00172000,14.78857143,0,0,0,3.16223797,0.00042500,5.84299048,0,0.00134615,0.00250000,0,0.03627143,0.01666667,18.41375000,0,0.05945000,0,0.00140000,0,0.00220000,0,0,0.00170000,0,0.00139167,0.00015000,0,0.00000000,0.00030000,4.13640000,0.00237433,0,0.00000000,0,0,0.36973463,0,0,0,0,0,0,0,0,0,0,0,0.00015000,0,0,0,0,0,0
2016-04-11,10.28167500,0,15.66828235,0.03365000,0,0,0.85112727,0,0,0.00115000,0,1.87088000,0,0.00000000,3.36990079,2.08690000,0,0,0,1.14736216,0.00000000,8.20186829,0.61189091,1.38876538,1.71576667,0.01750000,0.00028000,1.72587857,0.00330000,2.30030000,0.13181200,0,0,0,0,0,0.02140000,0,0,0.00162143,4.55140000,0,1.06920000,0.00110000,0,0.16330130,0.57305000,0.35052857,0,0,0.23364760,0,0,0,0,0,0,0,0,0,0,0,0.72051429,0,0,0,0,0,0
2016-04-12,31.61500000,0,3.63179091,1.36265000,0,0,2.97067778,0,0,1.62610000,0,1.55768333,0,0,1.32848929,4.37325000,0,0,0,5.44594651,0.16223529,9.40170952,1.37328000,2.52101429,0.00085000,0,3.24984000,2.15508333,0.08955000,0.00000000,1.42590000,0,0,0,0.48103333,0,0,1.08510000,0,0.09815455,1.77240000,0,0.00000000,0.04250000,4.83690000,0.31452280,0.20093333,2.21458750,5.64780000,0,0.18737108,1.38332500,0,0,0,0,0,0,0,0,0,0,0.65374737,0,0,0,0,0,0
2016-04-13,0.00000000,0,18.99965000,8.87670000,0,0,6.46838571,0,0,2.61900000,0,7.31305000,0,0.56180000,7.30592870,15.88640000,0,0,0,17.21853016,2.06339412,18.58789032,5.04700000,0.77942308,0.24468333,0,5.99843333,3.37927692,6.28925556,0.07526667,5.45752000,0.03890000,0,0,1.00390000,0,0,7.65810000,0,3.41205000,10.47890000,0,0.00000000,0.04475000,0.00000000,0.24544351,0.88957500,3.17324286,4.93155000,0,0.91031101,5.60111818,0.01420000,0,0,0,0,0,0,0,0,0,0.35190351,0,0,0,0,0,0
2016-04-14,2.38190000,0,38.42522727,2.04263333,0,0,17.32283953,0,0,26.12758571,0,7.50101667,0,0,6.75535769,0.00000000,0,0,0,16.80557103,3.43991111,3.88284348,0.71375000,2.03147083,3.11676667,0,3.67428387,1.58760000,0.33258462,2.66460000,4.81844000,9.57445000,0,0,0.07860000,0,0,6.90080000,0,4.65260000,24.59170000,0,8.17470000,0,0,5.77928018,0.00000000,25.46000000,0.16610000,0,1.22658030,0.29036923,0.11957500,0,0,0,0,0,0,0,0,0,3.06740938,0,0,0,0,0,0
2016-04-15,2.62156667,0,42.97241667,2.06665000,0,0,5.55287826,0,0,10.08906667,0,0.08298333,0,0,8.93831081,2.39795455,0,0,0,4.10809135,4.31279231,45.89368400,0.31083333,2.58900526,0.06311250,3.80720000,3.07580476,1.04308750,3.35961538,0.00000000,0.52316500,7.07625000,0,0,1.96150000,0,0,0,0,3.51640000,10.55900000,0,2.13623333,0.15945000,0,1.55219745,0.64970000,0.77990000,0,0,0.98624112,0.77531667,0,0,0,0,0,0,0,0,0,0,3.34858857,0,0,0,0,0,0
2016-04-16,0.00000000,0,0,0.00000000,0,0,0.64987407,0,0,38.30585000,0,31.85250000,0,0,0.10714167,0.43830000,0,0,0,0.91695833,0.51179333,18.64650476,0.09194000,0.02050000,0.18422500,0,0.13088125,0.08404444,4.31283654,0.00000000,0.08390000,0.00000000,0.09140000,0.00570000,0.00000000,0,0,0,0,3.89830526,0,0,0.00000000,0.00000000,0,0.03221302,0.22830000,0,0,0,1.52587556,0.00000000,0,0,0,0,0,0,0,0,0,0,0.07060000,0,0,0,0,0,0
2016-04-17,0.00000000,0,0,0.00125000,0,0,9.23299485,0,0,12.71941000,0,0.00000000,0,0,0.00118000,0.25135926,0,0,0,0.34476604,0.00000000,29.62995294,0.00000000,0.00062000,0.00010000,0,0.11064615,0.00050000,0.05690000,0,1.87720000,0.00000000,0.08360000,0.00000000,0.00290000,0,0,0,0,0.02243293,0,0,0.48080000,0,0,0.00366468,0.00000000,0,0.00110000,0,0.14174159,0.00000000,0,0,0,0,0,0,0,0,0,0,0.25379600,0,0,0,0,0,0
2016-04-18,0.00085000,0,0.23905000,0.00000000,0,0.00000000,1.20024194,0,0,0.00000000,0,1.34945000,0,0,0.45565806,0.49251500,0,0,0,0.43110526,3.95615000,22.95852381,0,0.15639091,0.07835000,0,0.01370417,0.01620000,0,0.00000000,4.43558889,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0.50382500,0,0,0.00000000,0.30560000,0.00000000,0.04528571,0,0.02020158,0,0.09813333,0.00000000,0,0.15688990,0.52000000,0,0,0,0,0,0,0,0,0,0,0.00974400,0,0,0,0,0,0
2016-04-19,0.00000000,0,5.84000000,0.00000000,0,0,14.74997042,0,0,11.21310000,0,8.96095000,0,0,4.94003333,2.56122000,0,0,0.11695000,7.59929400,6.98241600,18.71182778,0,0.08811538,0.03397500,0,5.69567000,0.75072308,0.02694000,0.00000000,8.68275000,9.99500000,0.18015000,0,9.43780000,0,0,8.80345000,0,0.03368000,0,0.00000000,0.00000000,1.77984444,0,0.21179874,0,5.03610000,0.26530000,0,0.44596403,1.97710000,0.04686667,0,0,0,0,0,0,0,0,0,0.54875909,0,0,0,0,0,0
2016-04-20,0.05617500,0,0.15140000,9.86250000,0,0.07650000,19.44870659,0,0,9.94210000,0,5.53381429,0,0,2.59207778,0.43860000,0,0,5.70180000,5.63756517,3.27030455,16.44339610,0,0.06923333,4.77121111,0,5.78223750,0.08213333,0.19877273,13.35280000,8.51625000,0.00000000,0,0,0,0,0,9.57630000,0,14.71797500,0.00250000,0.00000000,0,0.14843750,0,0.90504638,0,4.29156667,0.67285714,0,0.42491946,2.16506667,0,0,0,0,0,0,0,0,0,0,3.02593137,0,0,0,0,0,0
2016-04-21,0.00000000,0,6.60193333,0.00000000,0,0.14790000,3.55386190,0,0,0.01546667,0,4.75692000,0,0,9.20128692,0.00000000,0,0,0,14.30701596,4.51530625,0.93060882,0,0.58641053,2.43597500,0,3.61114444,6.67112000,0.73198750,0.00000000,7.07186667,0,3.46310000,0,0,0,0,7.70406667,0,6.86686667,0.00000000,0,9.50750000,0.00000000,0,0.51484505,0,1.10967500,7.24970000,0,0.50851787,1.18144545,0,0,0,0,0,0,0,0,0,0,1.20251250,0,0,0,0,0,0
2016-04-22,0.00000000,0,11.80220000,5.97808333,0,0,5.62351176,0,0,7.08192000,0,15.44857500,0,0,3.92498929,0.00000000,0,0,0,12.70079479,7.19078125,33.18764667,4.29420000,1.54519394,4.74593333,0,9.53786111,0.12013333,0,0.00000000,13.51555000,0,0,0,0,0,0,12.41060000,0,6.72300909,0.00000000,0,9.96720000,4.55500000,0,0.86687568,3.29060000,0.00000000,0.00000000,0,0.25409538,10.11905000,0,0,0,0,0,0,0,0,0,0,0.94795000,0,0,0,0,0,0
2016-04-23,0,0,2.78437500,2.12140000,0,0,4.30192500,0,0,8.72600000,0,8.30170000,0,0,9.70889937,4.73465000,0,0,0,17.43875000,7.01021250,10.77109385,0,1.14734444,1.54780000,2.53310000,5.41678571,2.55736250,4.94890000,0,2.49321429,0,3.21360000,0,0,0,0,5.26786667,0,9.82713333,0,0,0.00000000,0,0,2.32055595,0.00000000,0.00000000,0.00000000,0,0.95968173,0,0,0,0,0,0,0,0,0,0,0,1.25005000,0,0,0,0,0,0
2016-04-24,0,0,1.28525455,0.61060000,0,0,0.09138333,0,0,4.23899184,0,29.24593333,0,0,0.00098824,0.32490000,0,0,0,19.41789873,0.03018333,19.67520000,0,0.20122500,0.00111667,0,0.91867143,1.56080909,0,0,17.68443333,0,0.04640000,0,5.11940000,0,0.00000000,0.00093333,0,0.02693043,0,0,0.00000000,0.29963333,0,0.19395126,0.23940000,0,0.89670000,0,0.23600773,2.42030000,0,0,0,0,0,0,0,0,0,0,0.27371579,0,0,0,0,0,0
2016-04-25,0.22970000,0,0,0.00000000,0,0,1.70168571,0,0,18.13277143,0,0.53596364,0,0,1.09284815,2.40244706,0,0,0,6.64549451,1.97766364,26.21478387,0,0.24240000,0.58581000,0,0.33330000,0.20110000,0,0,5.98437500,0,0,0,0,0,0.00000000,0.10650000,0,0.78315200,0,0.02985000,0.00000000,0.45338750,0,0.11756200,0.57750000,1.66720000,0.00000000,0,0.27047481,0,0,0,0,0,0,0,0,0,0,0,0.22280000,0,0,0,0,0,0
2016-04-26,0,0,0,1.16583333,0,0,0.17898182,0,0,0.00000000,0,0,0,0,5.09307038,1.11396000,0,0,0,2.50917681,0.47930000,4.13582598,0,0.68496071,0.13722727,0,0.34556190,0.60743421,0,0,2.97201500,0.67250000,0,0,0,0,0,0.74640000,0,0,0,0,0.00000000,0.35120476,0,0.11434412,0.54968000,0,0.00000000,0,0.16543554,0,0,0,0,0,0,0,0,0,0,0,0.02232821,0,0,0,0,0,0
2016-04-27,0,0,0,2.49405000,0,0,1.18425000,0,0,0.00000000,0,1.08142500,0.58690000,0,0.91991750,0.00000000,0,0,0,1.08940000,0.37953333,10.25219375,0,1.67055833,0.15803333,0,1.33717586,3.38573333,0.16440000,0,6.03649091,0.00000000,0,0,0,0,0,7.36937500,0,0,0.04280000,0.01970000,4.35890000,0.44329333,0,0.60839593,0.00000000,0,0,0,0.26328049,0.50875000,0,0,0,0,0,0,0,0,0,0,0.78089688,0,0,0,0,0,0
2016-04-28,0,0,0,1.26220000,0,0,5.84789706,0,0,0.00000000,0,6.59914667,0.44470000,0,16.18304225,22.66060000,0,0,0,14.98718875,9.58146923,21.56882000,0,9.64467778,3.82105455,0,4.05822174,1.61335000,0.16011429,7.89580000,1.05665000,0.00000000,12.38110000,0,0,0,0.12220000,9.42110000,0,13.72860000,0,0,0.00000000,0.06720000,0,0.86107919,0.25320000,0,0,0,0.48916110,0,0,0,0,0,0,0,0,0,0,0,2.03085294,0,0,0,0,0,0
2016-04-29,0.35320000,0,0,0.85330000,0,0.23680000,1.66313333,0,0,17.00690000,0,6.86809167,0,0,7.50964667,2.03190000,0,0,0.13585000,10.92635231,0.60360000,18.93706667,0,4.33337419,3.47607895,0,5.86149259,1.23723333,0,0.00000000,5.59543750,0,13.78676667,0,0,0.44290000,0.00000000,3.93266667,0,18.98860000,0,1.39250000,5.46690000,3.22790000,0,1.98248538,0.00000000,0,0,0,0.42466201,0.01110000,0,0,0,0,0,0,0,0,0,0,2.37725000,0,0,0,0.04390000,0,0
2016-04-30,0,0,0,0.00000000,0,0,6.76796316,0,0,15.15470000,0,15.18556667,0,0,8.46999333,26.03360000,0,0,0,13.13047347,5.69503810,18.94531667,0,1.28102000,0.00000000,0,1.90315455,0.00000000,0,0.00080000,24.70890000,0,0.00000000,0,0,0.00000000,0.00000000,0.00000000,0,11.90640000,0,0.00000000,0.95585000,0.00000000,0,1.77992039,0,0,0.57940000,0,0.25896996,0,0,0,0,0,0,0,0,0.00000000,0,0,1.90834091,0.66915000,0,0,0,0,0
2016-05-01,0,0,0,0.47830000,0,0,1.50617500,0,0,0.00000000,0,0.00000000,0,0,0.00215882,0.00000000,0,0,0,4.10582143,7.13910588,26.45384737,0,0.44811875,0.28083333,0,0.06920417,0.68390000,0.54573333,0.00000000,9.90510000,0,0.00000000,0.02780000,0,0,0,0.13723333,0,0.22140000,0,0.48920000,0.00000000,0.00000000,0,0.29564364,0,0.38296667,0.00000000,0,0.07913882,0.51693333,0,0,0,0,0,0,0,0.00000000,0,0,0.03455000,0,0,0,0,0,0
2016-05-02,0,0,1.93883750,0.26636667,0,0,0.08697500,0,0,0.04730000,0,0.51305000,0,0,0.22845909,0,0,0,0.00000000,0.86893788,12.59288000,32.25679583,0,1.73577200,0.05811250,0,1.66860435,0.00000000,0.07470000,0.00000000,3.20148000,0,0.00000000,0.00000000,0,0,0,0.00000000,0,0.66567500,0,0.00000000,0.00000000,0.30195000,0,0.21391740,0,0.00000000,0,0,0.16448088,0.46890000,0.87920000,0,0,0,0,0,0,0.00000000,0,0,0.91253095,0,0,0,0,0,0
2016-05-03,0,0,0.97935455,6.91695000,0,0,2.92101379,0,0,0.00000000,0,0.75093000,0,0,2.13629375,1.20170000,0,0,0.00000000,4.63073284,18.05249286,16.91007143,0,27.35554561,1.03720000,0,1.85518571,1.84156667,4.37055000,0,5.66073889,0,0.00000000,0,0,0,0,0.00000000,0,0.16628000,0,0,0.75190000,5.94066667,0,0.54489308,0,0.67720000,0,0,0.33828776,0.26111429,0,0,0,0,0,0,0,0,0,0,1.86308235,0,0,0,0,0,0
2016-05-04,0,0,5.02723077,5.50735000,0,0,0.60946667,0,0,2.83606000,0,2.31152500,0,0,2.04494082,0.32083333,0,0,4.99452500,2.85351094,3.37168947,4.13163231,0,7.82162703,0.70906957,0,5.09253000,0.00000000,0.27590000,0,0.63404545,0,0.00000000,0.48865000,0.40513333,0,0,8.25985000,0,0.68953333,0.68430000,0,0,4.08536667,0,0.86431667,0,0.28515000,0,0,0.77828324,0.19374615,0,0,0,0,0,0,0,0,0,0,1.96667027,0,0,0,0,0,0
2016-05-05,0,0,3.46041667,0.02820000,0,0,1.12234483,0,0,0.38359231,0,1.08396667,0,0,3.17940938,1.40376000,0,0,0.00000000,3.47145000,18.89430625,17.99481515,0,12.94593500,1.15145000,0,0.95503750,2.60286667,0.92008889,0,0.82344444,0,0.04890000,0.70484167,1.38453158,0,0,9.94070000,3.66530000,0.44336190,0.26101667,0,0,0.94360000,1.05420000,0.47020107,0,0.22892000,0,0,0.25534007,0.54726429,0,0,0,0,0,0,0,0,0,0,0.33712522,0,0,0,0,0,0
2016-05-06,0,0,19.90764737,1.80180000,0,0,0.86121667,0,0,9.01930000,0,27.49595000,0,0,3.62938421,0.66530000,0,0,0.00000000,4.70622903,5.37604444,0.83376129,0,21.85543636,0.84386000,0,6.02217222,0.93265000,2.74156000,0,0.21599286,0,0,0,7.51080000,0,0,0.35042857,1.35716000,0.05963333,0,0,0,3.22788000,0.00000000,0.83628072,0,0.36930000,0,0,0.15631400,0.28536667,0,0,0,0,0,0,0,0,0,0,2.24105897,0,0,0,0,0,0
