title
"Wait Hours: Per Job: by Node Count"
parameters
"Resource =  PSC-BLACKLIGHT"
start,end
2012-08-01,2013-01-31
---------
Day,"[976] Wait Hours: Per Job","[640] Wait Hours: Per Job","[1024] Wait Hours: Per Job","[464] Wait Hours: Per Job","[720] Wait Hours: Per Job","[608] Wait Hours: Per Job","[448] Wait Hours: Per Job","[128] Wait Hours: Per Job","[656] Wait Hours: Per Job","[1008] Wait Hours: Per Job","[384] Wait Hours: Per Job","[1440] Wait Hours: Per Job","[800] Wait Hours: Per Job","[576] Wait Hours: Per Job","[480] Wait Hours: Per Job","[512] Wait Hours: Per Job","[256] Wait Hours: Per Job","[208] Wait Hours: Per Job","[16] Wait Hours: Per Job","[64] Wait Hours: Per Job","[672] Wait Hours: Per Job","[1040] Wait Hours: Per Job","[1200] Wait Hours: Per Job","[32] Wait Hours: Per Job","[192] Wait Hours: Per Job","[160] Wait Hours: Per Job","[144] Wait Hours: Per Job","[560] Wait Hours: Per Job","[48] Wait Hours: Per Job","[112] Wait Hours: Per Job","[688] Wait Hours: Per Job","[400] Wait Hours: Per Job","[1296] Wait Hours: Per Job","[80] Wait Hours: Per Job","[1968] Wait Hours: Per Job","[848] Wait Hours: Per Job","[496] Wait Hours: Per Job","[96] Wait Hours: Per Job","[240] Wait Hours: Per Job","[176] Wait Hours: Per Job","[304] Wait Hours: Per Job","[272] Wait Hours: Per Job","[336] Wait Hours: Per Job","[224] Wait Hours: Per Job","[320] Wait Hours: Per Job","[8] Wait Hours: Per Job","[1312] Wait Hours: Per Job","[368] Wait Hours: Per Job","[912] Wait Hours: Per Job","[544] Wait Hours: Per Job"
2012-10-24,0,0,5.43810000,0,0,0,0,44.41566667,0,0,0,0,0,0,0,0,21.07522000,8.68220000,17.75984318,16.46061765,0,0,0,3.98879828,0,25.09750000,0,0,6.73542727,0,0,0,0,0,0,0,0,0.00290000,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-25,0,0,0.00000000,0,0,0,0,6.80958333,0,0,0,0,0,0,0,0,41.39440000,17.88140000,27.98778889,9.23730000,0,0,0,2.43326250,0,0.00000000,0,0,2.34008462,0,0,0,0,0,0,0,0,3.44855000,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-26,0,0,0.00000000,0,0,0,0,25.76146667,0,0,0,0,0,0,0,0,23.71905000,0,34.33205526,37.76132500,0,0,0,6.79662368,0,26.62195000,0,0,0.90345000,0,0,0,0,0,0,0,0,6.55100000,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-27,0,0,0.00000000,0,0,0,0,49.49460000,0,0,0,0,0,0,0,0,61.03906667,0,16.29278710,14.23224000,0,0,0,14.21408235,0,18.70140000,0,0,0.07790000,0,0,0,0,0,0,0,0,1.69987500,0,0,0,0.29916667,0,0,0,0,0,0,0,0
2012-10-28,0,0,0.00000000,0,0,0,0,13.67985000,74.55970000,0,0,0,0,0,0,69.75360000,28.33566667,0,84.43442941,47.56107500,0,0,0,37.33447586,0,1.38470000,0,0,21.51570000,0,0,0,0,0,0,0,0,0.06615000,0,0,0,2.48536667,0,0,0,0,0,0,0,0
2012-10-29,0,0,0.00000000,0,0,0,0,19.59458571,0,0,0,0,0,0,0,0,32.36762500,0,38.64123878,15.42963182,0,0,13.43530000,3.17777813,0,0.52360000,0,0,9.30583333,0,0,0,0,0.00102500,0,0,0,7.08155000,0,0,0,0.26740769,0,0.10386667,0,0,0,0,0,0
2012-10-30,0,0,10.30280000,0,0,0,0,9.68222500,0,0,0,0,0,2.08280000,0,0,6.11210000,0,41.49410541,19.47453158,0,0,0,4.94323830,0,0,0,0,6.40820000,0,0,0,0,7.11750000,0,0,0,9.11046667,0,0,0,6.38670000,0,0,0,0,0,0,0,0
2012-10-31,0,0,0.00000000,0,0,0,0,34.99187500,0,0,0,0,0,0,0,0,14.36840000,0,16.43960000,13.24647143,0,0,0,3.61631867,3.87830000,0,0,0,0.47660714,0,0,0,0,0,0,0,0,1.54082500,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-01,0,0,0.00000000,0,0,0,0,22.01345000,30.45080000,0,0,0,0,25.16050000,0,0,24.84128000,2.59290000,24.87761563,17.69312000,0,0,0,6.33580588,0.00000000,49.35190000,0,0,4.18452188,0,0,0,0,12.48780000,0,0,0,0.76427778,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-02,0,0,94.77830000,0,0,0,0,83.20490000,5.55110000,0,0,0,0,0,0,0,58.85670000,0,13.43110208,20.56054444,0,0,0,13.50472586,29.61250000,7.85470000,0,0,3.29620000,0,0,0,0,17.68720000,0,0,0,6.73718000,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-03,0,0,0.00000000,0,0,0,0,32.47440000,0,0,0,0,0,0,0,0,0.00000000,0,13.01231154,37.08075556,0,0,0,13.90268710,0.00000000,0.00000000,0,0,0.50463333,0,0,0,0,0,0,0,0,7.49172500,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-04,0,0,0.00000000,0,0,0,0,79.22266667,0,0,0,0,0,0,0,0,56.52493333,14.01530000,78.33220588,11.91191250,0,0,0,13.74625882,0.00000000,0.00330000,0,0,0.78637500,0,0,0,0,0,0,0,0,7.56666667,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-05,0,0,0,0,0,0,0,26.76363636,0,0,0,0,0,0,0,0,23.63340000,5.05676667,20.84355319,12.42692881,0,0,0,3.60981475,0,0.00000000,0,0,1.73677500,0,0,0,0,12.73530000,0,0,0,9.85613333,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-06,0,0,0,0,0,0,0,0.10306000,0,0,0,0,0,0,0,0,0.00180000,0,0.02424175,0.03046316,0,0,0,0.05570267,0.00095000,0.00000000,0,0,0.01514286,0,0,0,0,0.00000000,0,0,0,0.18938000,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-07,0,0,118.45920000,0,0,0,0,23.26070000,0,0,0,0,0,0,0,0,0,0,20.62093235,22.80849000,0,0,0,31.75350000,52.10280000,0,0,0,25.00530000,0,0,0,0,118.14140000,5.23597500,0,0,0.00000000,0,0,0,0,0,0,0,0,1.77780000,0,0,0
2012-11-08,0,0,0.00000000,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,6.21692903,0.13420000,0,0,0,31.40271538,0.00000000,0,0,0,43.89900000,0,0,0,0,0,0,0,0,23.16000000,0,0,0,0,0,0,0,0,0.00110000,0,0,0
2012-11-09,0,0,0.00000000,0,0,0,0,31.03750000,0,0,0,0,0,0,0,0,0,0,6.07654000,26.00250000,0,0,0,44.45849091,0.00000000,0,0,0,0.00000000,0,0,0,0,0,0,0,0,11.44046667,0,0,0,0,0,0,0,0,0.00000000,0,0,0
2012-11-10,0,0,0.00000000,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,15.94144194,49.60284000,0,0,0,78.83063333,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,6.31000000,0,0,0,0,0,0,0,0,0.00000000,0,0,0
2012-11-11,0,0,0.00000000,0,0,0,0,164.91855000,0,0,0,0,0,0,0,0,188.35415000,118.35780000,60.91505789,148.19297500,0,0,0,94.67463846,111.41640000,109.46280000,0,0,87.85610000,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0.00000000,0,0,0
2012-11-12,0,0,0,0,0,0,0,54.46752857,0,0,0,0,0,0,0,0,0.00000000,0.00000000,15.81386087,28.03827778,0,0,0,46.35780909,0,11.47140000,83.08860000,0,16.27371111,0,0,0,0,0,0,0,0,39.72130000,0,0,0,0,0,0,0,0,0.00000000,0,0,0
2012-11-13,0,0,0,0,0,0,0,42.79584167,0,0,0,0,0,0,0,128.64860000,128.87235000,0,14.77058173,13.12665238,0,0,0,47.49981250,0,6.73280000,0,0,2.60355714,0,0,0,0,35.04617500,0,0,0,140.20140000,0,2.95390000,0,0,0,0,0,0,0.00000000,0,0,0
2012-11-14,0,0,0,0,0,0,0,55.22990000,0,0,0,0,0,0,0,0,158.49940000,0,18.57678864,8.56552105,0,0,0,95.38725429,0,8.25280000,0,0,23.85985000,0,0,0,0,0.00000000,0,0,0,0.00000000,0,10.51080000,0,0,0,0,0,0,0.00000000,0,0,0
2012-11-15,0,0,0,0,0,0,0,32.89801884,0,0,0,0,0,0,0,0,196.04860000,0,45.01722235,44.60205294,0,0,0,71.54869412,13.04460000,0.00000000,0,0,3.71627143,0,0,0,0,167.89390000,0,0,0,1.58448462,0,0.02180000,0,0,0,0,0,0,0,0,0,0
2012-11-16,0,0,0,0,0,0,0,74.30514000,0,0,0,0,0,0,0,0,4.62695000,0,10.57688545,0.15704762,0,0,0,31.25988378,0,0.00176667,0,0,29.07203333,0,0,0,0,0.00000000,0,0,0,6.98632500,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-17,0,0,0,0,0,0,0,1.15990000,0,0,0,0,0,0,0,0,3.01110000,0,9.73364776,0.48316500,0,0,0,13.82004306,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0.57093333,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-18,0,0,121.93640000,0,0,0,0,212.54750000,0,0,0,0,0,0,0,0,0,0,15.46396571,2.75731607,0,0,0,34.34855588,59.25220000,0,0,0,20.38250000,8.81780000,0,0,0,0,0,0,0,6.50287500,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-19,0,0,0,0,0,0,0,90.74272222,0,0,0,0,0,0,0,0,0.97610000,0,57.71693974,7.04427097,0,0,0,84.02508214,4.82970000,0,0,0,4.93190000,0,0,0,0,0,0,0,0,0.55560000,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-20,0,0,0,0,0,0,0,93.62259730,0,0,0,0,0,0,0,0,82.59282857,0,37.18495798,22.00665385,0,0,0,21.69964352,0.42190000,0,0,0,0.07783750,0,0,0,0,0.21980000,0,0,0,0.12205714,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-21,0,0,0,0,0,0,0,79.13863636,0,0,0,0,0,0,0,0,0,0,23.84293333,9.40727027,0,0,0,3.10682500,0.11670000,0,0,0,0.02626667,11.23280000,0,0,0,0.09960000,0,0,0,0.01206667,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-22,0,0,0,0,0,0,0,290.30510000,0,0,0,0,0,0,0,0,47.88415000,0,59.63703750,21.71128182,0,0,0,4.73516000,0,0.00170000,0,0,0.00000000,0.00000000,0,0,0,0,0,0,0,0.00112000,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-23,0,0,0,0,0,0,0,14.69219000,0,0,0,0,0,0,0,0,70.49835000,0,38.98051250,14.33100351,0,0,0,2.19304569,0,0.00000000,0,0,3.47170000,0,0,0,0,0,0,0,0,2.10210000,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-24,0,0,0,0,0,0,0,180.94457143,0,0,0,0,0,0,0,0,46.81720000,0,45.79108148,9.11472000,0,0,0,2.79945817,0.27220000,0.96065000,0,0,1.03063333,0,0,0,0,0,0,0,3.39500000,1.41980000,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-25,0,0,0,0,0,0,0,0.00110000,0,0,0,0,0,0,0,0,0.53521250,0,70.67178750,8.13405000,0,0,0,0.48701538,0,0,0,0,0.02920000,0,0,0,0,0,0,0,0,0.00110000,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-26,0,0,0,0,0,0,0,229.90605000,0,0,0,0,0,0,0,0,34.36934000,0,31.87034318,11.26548750,0,0,0,1.03856000,0,0,0,0,0.92238000,0,0,0,0,71.05330000,0,0,0,0.36567500,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-27,0,0,0,0,0,0,0,148.17010000,0,0,0,0,0,0,0,0,0.00000000,0,32.94895741,56.29500500,0,0,0,21.01986667,0,8.50750000,0,0,0.00170000,0,0,0,0,0.32780000,0,0,0,7.34184286,0,0,0,0,0,0,0,0.00000000,0,0,0,0
2012-11-28,0,0,0,0,0,0,0,126.13988571,0,0,0,0,0,0,0,0,12.45805000,0,57.24426364,24.60145556,0,0,0,5.60487073,0,4.77085000,0,0,1.95040000,0,0,0,0,0,0,0,0,7.41088000,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-29,0,0,0,0,0,0,0,373.82000000,0,0,0,0,0,0,0,0,0.00000000,0,30.42586154,60.38062857,0,0,0,6.68448684,0,0.00000000,0,0,12.83267500,0,0,0,0,0,0,0,0,13.64806667,0,0,0,0,0,0,0,0.00000000,0,0,0,0
2012-11-30,0,0,0,0,0,0,0,20.83031905,0,0,0,0,0,0,0,0,0,0,48.56221132,6.83164848,0,0,0,11.15253226,0,0.00744000,0,0,0.00155000,0,0,0,0,0,0,0,0,5.20305000,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-01,0,0,0,0,0,0,0,53.35610667,0,0,0,0,0,0,0,0,242.36405000,0,92.28562247,111.72876800,0,0,0,19.31626899,0,0.00155000,0,0,2.87395385,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-02,0,0,0,0,0,0,0,35.24462692,0,0,0,0,0,0,0,0,13.70593636,0,44.76675423,32.00211549,0,0,0,25.07481176,0,0,0,0,1.33805000,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-03,192.46970000,0,0,0,0,0,0,0.03882051,0,0,0,0,0,0,0,0,0.08100000,0,0.97815000,0.03311087,0,0,0,0.02903913,0,0,0,0,0.00138750,0,0,0,0,0.00148824,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-04,0,0,0,0,0,0,0,0.00106500,0,0,0,0,0,0,0,0,0.00112000,0,1.92937955,0.29424318,0,0,0,0.77740000,0,0.00110000,0,0,0.00500000,0.00110000,0,0,0,0.00088000,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-05,0,0,0,0,0,0,0,0.00566875,0,0,0,0,0,0,0,0.00110000,0.00134286,0,0.66195530,0.02257273,0,7.59860000,0,1.93533478,0.00080000,0.00110000,0,0,0.52600000,0.00000000,0,0,0,0.00121111,0,0,0,0.00210000,0,0,0.00180000,0,0,0,0,0,0,0,0,0
2012-12-06,0,0,0,0,0,0,0,0.08102857,0,0,0,0,0,0,0,0,0.38740000,0,0.74631840,0.00152667,0,0.00000000,0,0.01231111,0,0,0,0,0.21988000,0.00080000,0,0,0,0.00200000,0,0,0,0.00095000,0,0,0.00095000,0,0,0,0,0,0,0,0,0
2012-12-07,0,0,0,0,0,0,0,0.00442000,0,0,0,0,0,0,0,0.00073333,0.01160000,0,0.06387260,0.00181111,0,0,0,0.00118400,0,0,0,0,0.00095714,0,0,0.06660000,0,0.00090000,0,0,0,0.00000000,0,0,0.00073333,0,0,0,0,0,0,0.00125000,0.00110000,0
2012-12-08,0,0,0,0,0,0,0,33.33890833,0,0,0,0,0,0,0,0,0.00130000,0,28.42316250,6.16263214,0,48.19810000,0,23.13221622,0,50.46360000,0,0,13.98527500,46.58440000,0,0,0,0.00280000,0,0,0,20.59985000,0,0,0,0,0,0,0,0,0,0,0.00000000,0
2012-12-09,0,0,0,0,0,48.11580000,0,6.31875000,0,0,0,0,0,0,0,0,15.91060000,0,18.30958333,1.79085333,0,2.34940000,0,6.66944500,0,0.00110000,0,0,0.00400000,0.00000000,0,0,0,0,0,0,0,0.43296667,0,0,0,0,0,0,8.90920000,0,0,0,0,0
2012-12-10,0,0,0,0,0,0,0,2.61604444,0,0,0,0,0,0,0,0,0.02820000,0,5.79845143,1.02424318,0,0.00000000,0,4.69449000,0,0.00080000,0,0,8.73047500,16.06985000,0,0,0,0.00055000,0,0,0,0.00080000,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-11,0,0,0,0,0,0,0,8.69732500,0,0,0,0,0,0,0,0,5.06000000,0,8.55081034,7.21093636,0,0,0,0.49943140,0,0.00000000,0,0,0.03750000,0.00000000,0,0,0,0.00136364,0,0,0,0.00110000,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-12,0,0,0,0,0,0,0,0.55167727,0,0,0,0,0,0,0,0,4.33440000,0,12.73631059,0.34243636,0,0,0,12.60391509,0,0.26310000,0,0,0.00063333,0,0,0,0,1.71000000,0,0,0,0.08174286,0,0,0,0,0,0,0,0.00000000,0,0,0,0
2012-12-13,0,0,0,0,0,0,0,0.10700000,0,0,0,0,0,0,0,0,0,0,6.00472581,0.43355263,0,0,0,0.87607808,0.00117500,0.00125000,0,0,0.00094000,0,0,0,0,0.00134286,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0
2012-12-14,0,0,0,0,0,0,0,3.46572800,0,0,0,0,0,0,0,0,3.73316667,0,4.56796075,6.75489200,0,0,0,8.30804808,0,2.11777500,0,0,4.77237143,0.00810000,0,0,0,0.15265000,0,0,0,6.67390000,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-15,0,0,0,0,0,0,0,0.75008462,0,0,0,0,0,0,0,0,0.03500000,0,17.71876563,0.11610667,0,0,0,2.21353611,0,0.00140000,0,0,0.01434000,9.57420000,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-16,0,0,0,0,0,0,0,3.39293636,0,0,0,0,0,0,0,0,4.93390000,0,14.43556250,0.60132500,0,0,0,5.30250000,0,0.86360000,0,0,0.00170000,0.00140000,0,0,0,0.00140000,0,0,0,0.00080000,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-17,0,0,0,0,0,0,0,1.24910000,0,0,0,0,0,0,0,0,0.00250000,0,1.63610959,3.18254783,0,0,0,0.13811236,0,1.15183333,0,0,0.83385000,0.00000000,0,2.51580000,0,1.57095000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-18,0,0,0,0,0,0,0,5.31631667,0,0,0,0,0,0,0,0,7.34655000,0,10.04522627,2.14510000,0,0,0,0.98420333,0,0.00113333,16.56860000,0,1.41313571,0,0,0,0,1.41555000,0,0,0,0.01910000,0,0,0.01035000,0,0,0,0,0,0,0,0,0
2012-12-19,0,0,0,0,0,0,0,7.56075000,0,0,0,0,0,0,0,0,12.08640000,0,32.12821304,7.23115000,0,0,0,1.42076216,0,7.56530000,0,0,12.98334706,0,0,0,0,4.13796667,0,0,0,0.19360000,0,0,0,0,0,0,0,0.00000000,0,0,0,0
2012-12-20,0,0,0,0,0,0,0,1.71604444,0,0,0,0,0,0,0,0,10.78440000,0,3.29561481,2.72836667,0,0,0,2.62735000,0,1.70265000,1.46170000,0,12.94667826,0,0,0,0,0.21093333,0,0,0,0.00535000,0,0,12.12470000,0,0,0,0,0,0,0,0,0
2012-12-21,0,0,0,0,0,0,0,1.80389333,0,0,0,0,0,0,0,0,48.21990000,0,111.60909224,4.34445000,0,0,0,2.09357895,0.00110000,0.00140000,0.00000000,0,15.55229643,0,0,0,0,8.00360000,0,0,0,0.00500000,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-22,0,0,0,0,0,0,0,10.12862500,0,0,0,0,0,0,0,0,0.08330000,0,2.42807368,13.77829000,0,0,0,2.11821250,0.00000000,0.00000000,0.00000000,0,14.45202500,0,0,0,0,0,0,0,0,0.00110000,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-23,0,0,0,0,0,0,0,15.71825000,0,0,0,0,0,0,0,0,17.39905000,0,4.93901087,17.27434000,0,0,0,0.96502000,0.00000000,3.38470000,0,0,13.65329048,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-24,0,0,0,0,0,0,0,22.32595714,0,0,0,0,0,0,0,0,6.42422500,0,5.32826129,0.00170000,0,0,0,2.15816667,0.00000000,11.37000000,0,0,2.61155714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-25,0,0,0,0,0,0,0,6.85676000,0,0,0,0,0,0,0,0,75.39940000,0,5.58046970,3.97841429,0,0,0,1.85745385,0.00000000,11.59310000,61.05920000,0,9.29160000,0,0,0,0,0,0,0,0,0,0,35.93440000,0,0,0,0,0,0,0,0,0,0
2012-12-26,0,0,0,0,0,0,0,17.57120000,0,0,0,0,0,0,0,0,18.62676667,0,5.64732500,8.97717143,0,0,0,12.53656087,0,4.65445000,0.00000000,0,16.28629200,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2012-12-27,0,0,0,0,0,0,0,8.29512500,0,0,0,0,0,0,0,0,0.00110000,0,8.26260385,2.69733529,0,0,0,3.09771224,0,9.20780000,0.00000000,0,0.08113000,0,0,0,0,0,0,0,0,2.08987500,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2012-12-28,0,0,0,0,0,0,0,4.33074000,0,0,0,0,0,0,0,0,7.51015000,0,29.27033438,0.67725000,0,0,0,2.73363846,78.61580000,4.98190000,0,0,0.90894444,0,0,0,0,18.57780000,0,0,0,7.96890000,0,0.00000000,0,0,0,0,0,1.20265000,0,0,0,0
2012-12-29,0,0,0,0,0,0,0,9.78220000,0,0,0,0,0,0,0,0,0.00000000,0,2.06162857,1.73394000,0,0,0,17.11875455,0.00000000,0.00000000,0,0,17.65125000,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0.00170000,0,0,0,0
2012-12-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.24670000,0,13.13958158,35.68284000,0,0,0,15.33989259,0.00000000,0.00000000,0,0,19.98432500,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0.00000000,0,0,0,0
2012-12-31,0,0,0,0,0,0,0,50.89286667,0,0,0,0,0,0,0,0,0.00000000,0,33.14703571,49.58560000,0,0,0,12.13672143,0.00000000,0,0,0,49.22105000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-01,0,0,0,0,0,0,0,49.43515000,0,0,0,0,0,0,0,0,0.00000000,0,62.22458000,42.56618571,0,0,0,32.83251429,0.00000000,36.10680000,0,0,54.60190000,0,0,0,0,0,0,0,0,66.73390000,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-02,0,0,0,0,0,0,0,49.56247059,0,0,0,0,0,0,0,0,38.12666000,0,14.92340926,20.66260000,0,0,0,15.16697000,0,19.84860000,0,0,12.92518667,0,0,0,0,0,0,0,0,0.00060000,0,0,0,0,0,0,0,0.00010000,0,0,0,0
2013-01-03,0,0,0,0,0,0,0,5.21402500,0,0,0,0,0,0,0,0,13.97030000,0,12.61397800,2.39336667,0,0,0,13.27456667,0,6.40530000,27.93000000,0,5.81843636,0,0,0,0,0,0,0,0,0.87800000,0,0,0,0,0,0,0,0.22404286,0,0,0,0
2013-01-04,0,0,0,0,0,0,0,42.12897500,0,0,0,0,0,0,0,0,0.00000000,0,4.35148276,23.10241111,0,0,0,45.26599333,0,8.85500000,0.00000000,0,12.42880000,0,0,0,0,0,0,0,0,0.00095000,0,0,0,0,0,0,0,1.26355000,0,0,0,0
2013-01-05,0,0,0,0,0,0,0,27.86397500,0,0,0,0,0,0,0,0,19.89360000,0,1.84254063,54.93841429,0,0,0,4.83460714,0,0.00000000,0.00000000,0,22.85071667,0,0,0,0,0,0,0,0,1.98343333,0,0,0,0,0,0,0,0.19830000,0,0,0,0
2013-01-06,0,0,0,0,0,0,0,113.56400000,0,0,0,0,0,0,0,0,62.01060000,0,2.79605985,16.89130000,0,0,0,13.43390370,0,0.00000000,0.00000000,0,11.67088333,0,0,0,0,0,0,0,0,10.61751111,0,0,0,0,0,0,0,0.76540000,0,0,0,0
2013-01-07,0,0,0,0,0,0,0,10.98104286,0,0,0,0,0,0,0,0,14.82280000,0,1.32222213,58.17735000,0,0,0,15.37800000,0,18.44610000,0.00000000,0,11.73502308,0,0,0,0,2.88652500,0,0,0,0.38378571,0,0,0,0,0,0,0,0.02960000,0,0,0,0
2013-01-08,0,0,0,0,0,0,0,74.65387500,0,0,0,0,0,0,0,0,12.63823333,0,1.25680508,20.71184000,0,0,0,18.02328824,0,32.14810000,0,0,16.81497500,0,0,0,0,0.00194286,0,0,0,3.83424286,0,0,0,0,0,0,0,0.00001765,0,0,0,0
2013-01-09,0,0,0,0,0,0,0,23.61890000,0,0,0,0,0,0,0,0,124.17095000,0,10.23674722,67.86835000,0,0,0,12.22054118,0,0.00000000,0,0,28.16463846,0,0,0,0,0,0,0,0,6.29030000,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-10,0,0,0,0,0,0,0,11.61665000,0,0,0,0,0,0,0,0,13.13885000,0,6.83655263,1.23315714,0,0,0,12.76095217,53.10110000,12.96630000,0,0,8.54449286,0,0,0,0,0.34396250,0,0,0,36.32420000,0,0,0,0,0,0,0,2.61012143,0,0,0,0
2013-01-11,0,0,0,0,0,0,0,0.00170000,0,0,0,0,0,0,0,0,37.05390000,0,12.10978333,32.83046667,0,0,0,26.61921364,0.00000000,20.42720000,0,0,17.70522500,0,0,0,0,0,0,0,0,32.68830000,0,0,0,0,0,0,0,0.04025000,0,0,0,0
2013-01-12,0,0,0,0,52.97470000,0,0,0.00080000,0,0,0,0,0,0,0,0,0.00000000,0,7.24752222,27.48400909,0,0,0,21.95568750,0.00000000,0.00000000,0,0,6.67020000,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0.00000000,0,0,0,0
2013-01-13,0,0,0,0,0.00000000,0,0,8.87170000,0,0,0,0,0,0,0,0,66.65780000,0,2.05804918,1.08970000,0,0,0,1.89267500,0.00000000,20.66250000,90.18640000,0,8.57100000,0,0,0,0,0,0,0,0,20.35810000,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-14,0,0,0,0,0.00000000,0,0,195.59030000,0,0,0,0,0,0,0,0,70.76650000,0,4.42312813,23.53929000,0,0,0,22.94285833,0.00000000,54.67470000,0.00000000,0,28.02930000,0,0,0,0,0,0,0,0,197.94440000,0,0,0,0,0,0,0,8.00720000,0,0,0,0
2013-01-15,0,0,0,0,0.00000000,0,0,161.40277500,0,0,0,0,0,0,0,0,39.47750000,0,2.94116923,32.06013333,0,0,0,6.42001579,0,48.50945000,0.00000000,0,33.00304286,0.00110000,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0.06906667,0,0,0,0
2013-01-16,0,0,0,0,0,0,0,1.12220000,0,0,0,0,0,0,0,0,25.50195000,0,0.79217895,26.43334167,0,0,0,0.17321111,0,0.00000000,0.00000000,0,1.00542857,0.00000000,0,0,0,0,0,0,0,0.00140000,0,0.15323333,0,0,0,0,0,0.00640000,0,0,0,0
2013-01-17,0,0,0,0,0,0,0,130.86017000,0,0,0,0,0,0,0,0,40.31031667,0,24.06170000,46.38286875,0,0,0,36.82631111,0,102.13030000,0.00000000,0,43.56197500,12.89890000,0,0,0,0,0,0,0,4.04421667,0,1.60025000,0,0,0,0,0,0.00000000,0,0,0,0
2013-01-18,0,0,0,0,0,0,0,4.35904545,0,0,0,0,0,0,0,0,5.88210000,0,12.61144684,19.58419286,0,0,0,19.08038400,0,0.00000000,0,0,12.93808889,16.76930000,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0.00000000,0,0,0,0
2013-01-19,0,0,0,0,0,0,0,108.95801538,0,0,0,0,0,0,0,0,25.29010000,0,5.52590566,15.49205000,0,0,0,9.08062500,0,0,50.17640000,0,1.22675833,0.00000000,0,0,0,0,0,0,0,32.48415000,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-20,0,0,0,0,0,0,0,0.19053000,0,0,0,0,0,0,0,0,67.96056667,0,1.04800800,10.54684400,0,0,0,11.12255556,0,0.00140000,0.00000000,0,0.05183333,0,0,0,0,0,0,0,0,0.00140000,0,0.03666667,0,0,0,0,0,0.00000000,0,0,0,0
