title
"Wait Hours: Per Job: by Node Count"
parameters
"Resource =  PSC-BLACKLIGHT"
start,end
2011-02-01,2011-07-31
---------
Day,"[208] Wait Hours: Per Job","[768] Wait Hours: Per Job","[1440] Wait Hours: Per Job","[800] Wait Hours: Per Job","[240] Wait Hours: Per Job","[224] Wait Hours: Per Job","[112] Wait Hours: Per Job","[192] Wait Hours: Per Job","[160] Wait Hours: Per Job","[320] Wait Hours: Per Job","[1024] Wait Hours: Per Job","[512] Wait Hours: Per Job","[144] Wait Hours: Per Job","[480] Wait Hours: Per Job","[384] Wait Hours: Per Job","[256] Wait Hours: Per Job","[64] Wait Hours: Per Job","[128] Wait Hours: Per Job","[80] Wait Hours: Per Job","[48] Wait Hours: Per Job","[288] Wait Hours: Per Job","[400] Wait Hours: Per Job","[96] Wait Hours: Per Job","[16] Wait Hours: Per Job","[32] Wait Hours: Per Job","[1008] Wait Hours: Per Job"
2011-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0.00040000,24.04625000,0,0,4.13173333,0.00000000,0,2.40000000,0,0,0,0.00053846,5.45736250,0.00000000
2011-06-27,0,0,0,0,0,0,0,0,0,0,0,0,6.16360000,0.00000000,0,0,8.30745000,1.10390000,0,5.28742727,0,0,0.26830000,0.80339876,2.11281538,0.00060000
2011-06-28,0,0,0,0,0,0,0,0,18.97155000,0,0,0,27.51080000,51.83470000,0,0,15.11025714,11.78500000,0.00060000,9.52562500,0,0,0.00000000,1.18727679,4.43944000,0.00000000
2011-06-29,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,32.27835000,0,0,15.91923913,0.00000000,0.00000000,0.00000000,0,0,0,1.51157500,6.00438000,0.00000000
2011-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0.00060000,12.01366000,8.32020000,0,0.00000000,0,0,0,1.31448814,2.84913636,0
2011-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,13.12890000,0,0,5.77763333,6.22436667,10.47440000,0.00000000,0,0,0,0.71163333,1.11972222,0
2011-07-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00390000,0,0,0.00165000,2.74222500,0.00000000,0.85361429,0,0,0,0.00441282,0.00060000,0
2011-07-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0.00098889,0.00110000,0,1.43300000,0,0,0.00140000,0.00080400,0.00000000,0
2011-07-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72230000,0.00055556,0,18.49138000,0,0,0.00000000,0.00096552,0,0
2011-07-05,0,0,0,0,0,0,0.03860000,0,0.00030000,0,0,0,0.00060000,0,0,0,0.01478000,0.00980606,0,0.15192143,0,0,0.02440000,0.07195395,0.17234990,0
2011-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0.00063333,0,0,0,0.32956667,0.11513333,0,0.17362500,0,0,0.04645000,0.06391000,0.10267872,0
2011-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0.00060000,0,0,0,2.94595172,0.00338750,0,0.50967143,0,0,0.00250000,0.69146582,0.00160000,0
2011-07-08,0,0,0,0,0,0,0,0,0,0,0,0,3.26470000,0,0,0.04390000,1.36025000,0.00987500,0,1.49330000,0,0,0.00370741,1.13964462,0.00111667,0
2011-07-09,0,0,0,0,0,0,0,0,0,0,0,0,0.00060000,0,0,0,0.00050000,0.00040000,0,0.00000000,0,0,0.00072000,0.00090732,0.00058000,0
2011-07-10,0,0,0,0,0,0,0,0,0,0,0,0.10760000,0.22415000,0,0,0.00055000,0.03925556,0.00066667,0,0,0,0,0.02967000,0.00063939,0.00055714,0
2011-07-11,0,0,0,0,0,0,0,0.00060000,0,0,0,0.04080000,0.00060000,0,0.31000000,0.00060000,0.00060000,12.99845000,0,0.00060000,0,0,0.05543077,0.00810517,0.24749317,0
2011-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0.01850000,0,0,0,0.00080000,0.00090909,0,0.00098571,0,0,0.00112000,0.00149792,0.02296289,0
2011-07-13,0,0,0,0,0,0,0,0,20.71750000,0,0,0,4.79845000,0,5.50610000,23.76280000,33.01744706,16.15066250,0,3.02280000,0,0,17.84695000,12.92653469,6.67457925,0
2011-07-14,0,0,0,0,0,8.97000000,0,0,9.02015000,0,48.21970000,0,0.00060000,0,20.84810000,0.00000000,21.47145714,0.91180870,0,2.26443333,0,0,3.69266000,0.68265941,2.21877089,0
2011-07-15,0,0,0,0,0,20.23488824,0,0,0.44890000,0,0.00000000,0,0.52445000,0,0,10.02920000,2.57852857,2.52906364,0,2.33725000,3.77890000,0,6.47833333,0.20654141,1.01054490,0
2011-07-16,0,0,0,0,0,0,2.31850000,0,0.00000000,0,0.00000000,0,0.00000000,0,0,13.44220000,19.09774375,27.64321111,0,4.04320000,1.91500000,0,0.92327500,0.11095714,5.72350116,0
2011-07-17,0,0,0,0,0,16.80794000,0.00073333,0,0.00060000,0,0,0,0.00000000,0,0,0.00000000,0.00061111,0.91015000,0,0.49265556,0,0,0,0.43406364,0.19062577,0
2011-07-18,0,0,0,0,0,1.18280000,0,0,0.76945000,0,0,0,0,0,2.17710000,0,1.27379167,0.08145000,0,0.00000000,0,0,0.00048333,0.30832261,0.09038158,0
2011-07-19,0,0,0,0,0,22.99110000,0,0,1.76490000,0,0,0,0,0,0,0,0.25823846,0.00060000,0,0,0.00060000,0,0,1.71356000,0.00055714,0
2011-07-20,0,0,0,0,0,18.13103333,0,0,0.00090000,0,0,0,0,0,0,0,0.08580357,0.00000000,0,1.14324000,0.00060000,0,1.53360000,0.04571311,3.52972083,0
2011-07-21,0,0,0,0,0,0,2.28560000,0,0.00478000,0,0,0,0.79963333,0,0,0,0.00180000,0.01440000,0,0.00100000,0.00000000,0,0.08725000,0.08140408,0.01294706,0
2011-07-22,0,0,0,0,0,0,0,0,0.00000000,0,0,0,3.33580000,0,0,0,0.00536250,0.00000000,0.00140000,0.00060000,12.67170000,0,0.00000000,0.01473333,0.02963333,0
2011-07-23,0,0,0,0,0,0,0,0,0,0,0,0,24.54445000,0,0,0,2.19250000,0,11.56750000,0,0,0,0,9.20750000,26.73500000,0
2011-07-24,0,0,0,0,0,0,0,0,0,0,0,0,5.15244000,0,0,0,0.00063333,0,0.00000000,0,0,0,0.00080000,0.00073750,0.00060000,0
2011-07-25,0,0,0,0,0,27.45243333,0.00045000,0,0.00030000,0,0,0,30.40103333,0,0,0,3.98108511,0.00070000,0,26.58730000,0,0,2.51265000,7.61850640,2.05404634,0
2011-07-26,0,0,0,0,0,0,0.00000000,0,1.67214545,0,0,0,0.00000000,0,6.92070000,0,0.35152105,0.00000000,0,0.12641364,0,0,2.56072222,0.08852761,1.33186444,0
2011-07-27,0,0,0,0,0,0,0,0,0.00060000,0,0,0,0.75678000,0,0,0.00220000,0.23657222,0.34191111,0,0.00085000,0,0,1.60935000,0.76357368,0.45858851,0
2011-07-28,0,0,0,0,0,28.27740000,0,0,0.00000000,0,0,0,0.00056667,0,0,0.00000000,0.00052500,0.00110000,0,0.11000000,0,0,0.14448750,1.95825517,0.06479575,0
2011-07-29,0,0,0,0,0,0.00000000,0.01833333,0,0,0,0,0,0.00060000,0,0,0,0.03290769,0.00000000,0,0.00000000,0,0,0.00063333,0.00845357,0.21155000,0
2011-07-30,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0
2011-07-31,0,0,0,0,0,0,53.67658500,0,53.03140000,0,0,0,0,0,0,0,52.33720000,0,0,0,0,0,52.37975000,52.58953333,53.22489130,0
---------
