Day,[25] Wait Hours: Per Job,[10] Wait Hours: Per Job,[1] Wait Hours: Per Job,[20] Wait Hours: Per Job,[2] Wait Hours: Per Job,[16] Wait Hours: Per Job,[32] Wait Hours: Per Job,[4] Wait Hours: Per Job,[8] Wait Hours: Per Job,[6] Wait Hours: Per Job,[3] Wait Hours: Per Job,[5] Wait Hours: Per Job,[12] Wait Hours: Per Job,[7] Wait Hours: Per Job,[24] Wait Hours: Per Job,[26] Wait Hours: Per Job,[23] Wait Hours: Per Job,[18] Wait Hours: Per Job,[15] Wait Hours: Per Job,[9] Wait Hours: Per Job,[30] Wait Hours: Per Job,[11] Wait Hours: Per Job,[13] Wait Hours: Per Job,[14] Wait Hours: Per Job,[28] Wait Hours: Per Job,[22] Wait Hours: Per Job
2011-07-01,0,0,0.44225817,0.05640000,0.00345614,0.00000000,0.00000000,1.66970000,0.74343846,0.02554722,0,0.00110000,0.01237778,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-02,0,0,3.20877052,0.07395000,0.00303448,0.05310000,0.06281667,0.00060000,0.00110000,0.06172917,0.00085000,0.16695000,0.28690000,0,0.04454286,0.05420000,0,0,0,0,0,0,0,0,0.00120000,0
2011-07-03,0,0,0.78275556,0,0.41796892,0.56414878,0.18841190,0.67750426,0.75022250,0.00106667,0.00000000,0.00080000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-04,0,0,0.68447004,0,0.00831667,0.00060000,0.00140000,0.00118000,0.00190000,0.01523158,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-05,0,0,13.93647391,0,0.00409794,0.00134286,0.18402500,0.00166667,0.00125000,0.02441778,0.00170000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-06,0,0,0.36384265,0,0.00477019,8.21346667,4.91434000,0,5.49250000,0.00289565,0.00000000,0.00000000,0,0,0,0,0,0,0,0.01752500,0,0,0,0,0,0
2011-07-07,0,0,1.37693085,0,0.00356737,0.02785000,0.02428571,0.00164000,0.02272000,0.01033600,0.00155000,0.01890000,0,0,0,0,0,0,0,0.00220000,0,0,0,0,0,0
2011-07-08,0,0,3.14458102,0,0.01294516,0.02760000,0.02860000,0.31266667,0.01578889,0.18294615,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-09,0,0,10.74877174,0,0.00105000,0.00000000,1.69380000,1.54500000,0.00000000,0.01791111,0.00155000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-10,0,0,0.83513784,0,0.00492308,0.02075000,0,0.00110000,0.00000000,0.00105000,0.00000000,0.00500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-11,0,0,1.14729234,1.56901364,0.42627262,0.80000000,2.37085000,0.03587500,0.00085000,0.06507692,0.06360000,0.00000000,0.05500000,0,0,0,0,0,0.10720000,0.00170000,0,0,0,0,0,0
2011-07-12,0,0,0.45577426,0.47623000,0.02844068,0.02812500,0.01301667,0.03703333,0.08320000,0,0.00080000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-13,0,0.01880000,0.09426387,1.55262500,0.00459091,0.00000000,0,0.04683750,0.08007143,0.00181667,0.00126667,0.00566429,0.01953333,0.00170000,0,0,0,0.00220000,0.00310000,0,0,0,0.00110000,0,0,0
2011-07-14,0,0,0.44892988,0,0.00927984,0,0,0.01545789,0,0.00141000,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-15,0,0,0.22350442,0.05165000,0.01772743,0.41475000,1.39890000,0.03306000,0.06360000,0.02873333,0.03643333,0.30860000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-16,0,0.01916667,0.42600192,0,0.02235000,0.00170000,0.49146667,0.01046667,0,0.02538000,0.00280000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-17,0,0,2.49524465,0,0.51601991,0,0,0.04560000,0,0.01622000,0.03195000,0.00000000,0.00790000,0,0.01345000,0,0,0,0,0,0,0,0,0,0,0
2011-07-18,0,0,0.26350433,0.00060000,0.00963116,0.00767647,0.06551818,0.00153333,0,0,0.00190000,0.00000000,0,0,0,0,0.00110000,0,0,0,0,0,0,0,0,0
2011-07-19,0,0,1.08346516,0,0.07443165,0.00110000,2.43585556,0.17777500,0,0,0.67170000,0.00000000,0,0,0,0,0.12610000,0,0,0,0,0,0,0,0,0
2011-07-20,4.87170000,11.26527500,1.31685122,0,1.05349242,0,8.07005000,5.48250000,0,0,11.19420000,1.03750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-21,0,0,1.27814740,0,0.13790405,0,5.60745000,0.34247333,0,0,0.00587143,1.94250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-22,0,0,2.98351173,0,0.40337857,0,11.57805714,5.61456667,0,0,0.71190000,3.52743333,0,0,0.81060000,0,0,0,0,0,0,0,0,0,0,0
2011-07-23,0,0,5.10072600,0,0.27311250,0,0,0,0,8.89830000,0.00000000,0.00000000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0
2011-07-24,0,0,4.80248714,0,0.17388333,0,0,0.18813333,0,2.31000000,0.99530000,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0
2011-07-25,0,0,3.12632008,0,0.10927473,0.06060000,5.37920000,0.25401200,0,0.00000000,0.00080000,0,0.00140000,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-26,0,0,2.13964372,0,0.01022588,0,0.97405455,0.08752340,0,0.00000000,0.00460000,0.02453333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-27,0,0,1.74671204,0,1.33259167,0,5.57188000,0.74618605,0,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-28,0,0,4.40224189,0,0.03956034,0,0.02658182,0.30735833,0,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-29,0,0,3.76916516,0,0.00160000,0,0.00110000,0.00685238,0,0,0,0,0,0,0,0,0,0,0,0.00280000,0,0,0,0,0,0
2011-07-30,0,0,6.58671077,0,0.00598889,0,0.05380000,0.01591905,0.00981667,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0
2011-07-31,0,0,6.08171467,0,0.00261750,0,0.01348889,0.00669286,0.02783200,0,0,0.00140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
