title
"Wait Hours: Per Job: by Node Count"
parameters
"Resource =  SDSC-TRESTLES"
start,end
2014-08-01,2015-01-31
---------
Day,"[15] Wait Hours: Per Job","[1] Wait Hours: Per Job","[16] Wait Hours: Per Job","[3] Wait Hours: Per Job","[32] Wait Hours: Per Job","[12] Wait Hours: Per Job","[8] Wait Hours: Per Job","[28] Wait Hours: Per Job","[24] Wait Hours: Per Job","[17] Wait Hours: Per Job","[4] Wait Hours: Per Job","[6] Wait Hours: Per Job","[7] Wait Hours: Per Job","[2] Wait Hours: Per Job","[5] Wait Hours: Per Job","[31] Wait Hours: Per Job","[14] Wait Hours: Per Job","[20] Wait Hours: Per Job","[9] Wait Hours: Per Job","[10] Wait Hours: Per Job","[22] Wait Hours: Per Job","[18] Wait Hours: Per Job","[11] Wait Hours: Per Job","[13] Wait Hours: Per Job","[26] Wait Hours: Per Job","[30] Wait Hours: Per Job","[25] Wait Hours: Per Job"
2014-12-12,0,0.72638496,0,0.00000000,0.53100000,0,10.38136923,0,0,0,0.21677368,36.91710000,0,0.05348822,0.00235000,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-13,0,0.00856602,0.00315000,0,0.00250000,0,0.00885000,0,0,0,0.51797500,98.71390000,0,0.00548289,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-14,0,0.00816980,0.00190000,0,0.00000000,0,0.00765000,0,0,0,0.02320000,124.28530000,0,0.00639565,0.00310000,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-15,0,40.09835063,0.00305000,0.00310000,0.48026667,0.00835000,0.28816250,0,0,0,0.03135000,0.01257500,0,0.03220608,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-16,0,10.55051426,0,0.00720000,0.71666667,0,0.31096000,0,0.80310000,0,4.98096677,0.00000000,0,0.11220158,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-17,0,0.62818192,0.01655000,0.01578333,0.00170000,1.19620000,0.37494286,0,0.00000000,0,2.29571053,0,0,0.06530212,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-18,0,0.71015548,6.55110000,9.61066000,0.00000000,0.00220000,0.51569600,0,0.00000000,0,0.32357000,0.00190000,0,0.06013050,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-19,0,1.03066483,0.23733333,17.68185000,0,0,0.15878000,0,0.40530000,0,0.17425185,0,0,0.04168699,0.15500000,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-20,0,0.76814047,0.00320000,23.55370000,0,0,0.02173846,0,0.03046667,0,0.00539048,0,0,0.00657969,0.00220000,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-21,0,0.30073752,0.00250000,0.00265000,0.00833333,0,0.00418000,0,0.00830000,0,0.00550256,0,0,0.00867872,0.00330000,0,0,0.00580000,0,0,0,0,0,0,0,0,0
2014-12-22,0,4.28065986,0.05320000,38.00605000,0,0,0.06638889,0,0.23278000,0,0.03707258,0,0,0.01360635,0.07620909,0,0,0.18765000,0,0,0,0,0,0,0,0,0
2014-12-23,0,3.98684454,0.03280000,37.50444000,0.34652500,0,0.37715556,0,0.13070000,0,0.12028500,0,0,0.03584474,0.00190000,0,0,0.00953333,0,0,0,0,0,0,0,0,0
2014-12-24,0,3.73325798,0.35965600,47.53243333,0.00000000,0,0.45855185,0,0.59033750,0,0.35536800,0,0,0.10974407,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-25,0,2.53884933,2.67527500,55.55226000,2.25229167,0,1.85275455,0,1.05343333,0,1.63370000,0,0,0.34984805,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-26,0,0.28650490,1.04961250,25.71880769,0.86235000,0,1.15074615,0,0,0,0.63418571,0,0,0.14516667,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-27,0,2.62495859,3.68646667,20.78162500,10.00530000,0,1.16020000,0,0,0,2.51490000,0,0,0.26683580,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-28,0,0.22353421,0.00000000,0.00294667,0,0,0.00576250,0,0,0,0.00610000,0,0,0.00508261,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-29,0,0.33799579,0.47666667,18.82066667,0,0,0.20547778,0,0.00305000,0,0.00445000,0,0,0.03426750,0,0,0,0,0,0.16766250,0,0,0,0,0,0,0
2014-12-30,0,0.67669881,0,0.00000000,4.79555000,0,1.55470000,0,0,0,0.97125000,0,0,0.11874889,0,0,0,0,0,1.91930000,0,0,0,0,0,0,0
2014-12-31,0,2.66457581,0,0.00000000,15.79140000,0,0,0,0,0,0.58243333,0,0,0.33444286,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-01,0,28.10710411,0,20.21453333,0,0,26.09270000,0,0,0,2.89960000,17.68140000,0,0.14572391,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-02,0,34.69220518,0,0.01060000,0,0,0.09140000,0,0,0,5.50741429,5.23034000,0,0.67898594,0,0,0,0,0,0,0,0,0.63280000,0,0,0,0
2015-01-03,0,3.58090144,0,0.28463333,0,0,1.16645000,0,0,0,0.25381667,0,0,0.12094483,0,0,0,0,0,0,0,0,0.01280000,0,0,0,0
2015-01-04,0,1.78726923,21.92112000,0.03610000,17.61792500,0,10.65144000,0,0,0,16.32356000,1.37360000,2.20280000,0.85644100,0,0,0,0,0,0,0,0,0.15015000,0,0,0,0
2015-01-05,0,3.16512813,31.01745895,0.00860000,30.69248866,0,28.88897549,0,0,0,24.55209083,0.00920000,0.00860000,12.07501680,0,0,0,0,0,0,0,0,0.04242500,0,0,0,0
2015-01-06,0,0.13958055,1.16834848,0,1.06836875,0.00235000,0.88932326,0,0,0,0.50914416,0,0.00000000,0.22902515,0,0,0,0.02480000,0,0,0,0,0,0,0,0,0
2015-01-07,0,2.59427233,13.55196119,0.04606000,13.22661765,0,11.98404400,0,0,0,8.44849174,0.27852500,0.00000000,4.25672701,0,0,0,0.23001667,0,0,0,0,0.13250000,0,0,0,0
2015-01-08,0,0.01280202,0,0.00156250,0.00000000,0.00140000,0.00185909,0,0,0,0.01809594,0.00110000,0.00195000,0.00574450,0,0,0,0,0,0.00202500,0,0,0.00166667,0,0,0,0
2015-01-09,0,0.00300849,0.00140000,0.00000000,0,0,0.00160526,0,0,0,0.00452381,0,0.00000000,0.00378052,0,0.05860000,0,0,0,0.00000000,0,0,0,0,0,0,0
2015-01-10,0,0.00238133,0,0.00130000,0,0,0.01597500,0,0,0,0.00189535,0,0.00080000,0.00518333,0,0.00220000,0,0,0,0,0.00210000,0,0,0,0,0,0
2015-01-11,0,0.05336923,0.27911333,0.00154444,0.28550000,0,0.25406471,0,0,0,0.23105217,0,0.00000000,0.05939121,0,0,0,0,0,0.00138000,0,0,0,0,0,0,0
2015-01-12,0,3.59996906,14.89399302,0.02030000,14.99407111,0,11.92123962,0,0,0,7.75245122,0,0,2.72614876,0,0.41530000,0,0,0,0.17800000,0.68690000,0,0,0,0,0,0
2015-01-13,0,3.48343116,39.91175476,0.04662500,40.52747805,0,33.02828627,0,0,0,5.69719701,0,0,7.17025847,0,0.62368000,0,0,0,0.34066000,0,0,0,0,0,0,0
2015-01-14,0,0.01687701,0.03867000,0.00726875,0.02863571,0,0.02977500,0,0,0,0.02531204,0.00310000,0,0.00823579,0.00170000,0.00210000,0,0,0,0.00156667,0.00296667,0,0,0,0,0,0
2015-01-15,0,0.11714116,0.00670000,0.00144000,0.00228000,0,0.00193077,0,0,0,0.02083333,0.00220000,0,0.00477861,0,0,0,0,0,0.00151538,0.02815000,0,0,0,0,0,0
2015-01-16,0,0.10885872,0.27658889,0.02476667,0.32529474,0,0.29068571,0,0,0,0.24414800,0,0,0.05179577,0,0.11110000,0,0,0,0.29140000,0.01000000,0,0,0,0,0,0
2015-01-17,0,3.18918198,0.63526897,0.00740000,0.55567941,0,0.58003143,0,0,0,0.41629474,0,0,0.09508839,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0
2015-01-18,0,0.75707919,0.38287222,0.01055000,0.41835714,0,0.34973077,0,0,0,0.32955750,0.00750000,0,0.00367907,0,0,0,0,0,0,0.01288000,0.02230000,0,0,0,0,0
2015-01-19,0,0.65812362,0,0.02568571,0.00000000,0,0.00325000,0,0,0,0.00342727,0.00390000,0,0.00537586,0,0.16835000,0,0,0,0,0.00380000,0,0,0,0,0,0
2015-01-20,0,3.80433143,0,0.00380000,0.00250000,0.30444000,0.35455217,0,0,0,0.00355833,0.00000000,0,0.03501759,0,0.00293333,0,0,0,0,0.00500000,0,0,0,0,0,0
2015-01-21,0,5.60144370,0,0.02662000,0.86170000,0.00000000,0.19646957,0,0,0,0.07831875,0,0,0.12904091,0.08830000,0.10220000,0,0,0,0,0.06790000,0,0,0,0,0,0
2015-01-22,0,3.34816504,0,0.00405714,0,12.32310000,0.51553684,0,0,0,0.25357647,0.08820000,0,0.09179517,0.00000000,1.02530000,0,0,0,0,0,0,0,0,0,0,0
2015-01-23,0,1.05239062,0,0.13993103,0,0.17140000,0.14777222,0,0,0,0.00433333,0,0,0.22099238,1.24140000,0,0.00180000,0,0,0.00320000,0.05110000,0,0.00250000,0,0,0,0
2015-01-24,0,0.31508317,0,0.01358000,0,0.00000000,2.43346697,0,0,0,0.00190000,0,0,0.02344038,0,0.04640000,0.00360000,0,0,0.00000000,0.12721667,0,0.01805556,0,0,0,0
2015-01-25,0,1.11115461,0,0.03176000,0,0.20000000,0.07496000,0,0,0,0.03057692,0,0,0.02508158,0,0,0.00000000,0,0,0.04305000,0.00310000,0,0.00220000,0,0,0,0
2015-01-26,0,0.58967113,6.75280000,1.05357778,0,0.00000000,0.59257143,0,0,0,2.78210000,0.90470000,0,0.29217757,0.00190000,0.09970000,0.00330000,0,0,0.00000000,0.00260000,0,0,0,0,0,0
2015-01-27,0,3.82093974,3.88015000,1.03035000,0,0.00000000,3.54026667,0,0,0,10.25940000,0,0,0.47290821,7.50940000,2.10690000,0.00000000,3.23080000,0,10.39610000,0,0,0,0,0,0,0
2015-01-28,0,7.12484459,0.00000000,1.01112500,0.26190000,0,2.23257273,0,0,0,1.00963333,0,0,0.20418595,0.00000000,4.66000000,2.41845000,0.06830000,0,0,0,0,0,0,0,0,0
2015-01-29,0,8.13425596,0.00000000,2.69930000,5.14530000,0,2.96884000,3.05250000,0,0,4.43028750,0,0,0.14048941,5.65890000,0,0.00000000,0,0,1.43330000,0,2.49750000,0,0,0,0,0
2015-01-30,0,6.63251474,0,8.88188889,0,0,7.36445000,0.00000000,0,31.85220000,10.90695000,0,0,0.63806933,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0
2015-01-31,0,3.42883661,15.08680000,4.61890000,21.81070000,0,3.43417500,0.00000000,0,0.00000000,7.19945000,0,0,2.45814487,0.09885000,0,0,0.74560000,0,0,0,0,0,0,0,0,0
---------
