title
"Wait Hours: Per Job: by Node Count"
parameters
"Resource =  SDSC-TRESTLES"
start,end
2011-08-01,2012-01-31
---------
Day,"[6] Wait Hours: Per Job","[1] Wait Hours: Per Job","[4] Wait Hours: Per Job","[8] Wait Hours: Per Job","[7] Wait Hours: Per Job","[24] Wait Hours: Per Job","[5] Wait Hours: Per Job","[16] Wait Hours: Per Job","[13] Wait Hours: Per Job","[30] Wait Hours: Per Job","[32] Wait Hours: Per Job","[20] Wait Hours: Per Job","[10] Wait Hours: Per Job","[2] Wait Hours: Per Job","[26] Wait Hours: Per Job","[28] Wait Hours: Per Job","[27] Wait Hours: Per Job","[22] Wait Hours: Per Job","[11] Wait Hours: Per Job","[19] Wait Hours: Per Job","[21] Wait Hours: Per Job","[3] Wait Hours: Per Job","[12] Wait Hours: Per Job","[14] Wait Hours: Per Job","[23] Wait Hours: Per Job","[15] Wait Hours: Per Job","[18] Wait Hours: Per Job","[17] Wait Hours: Per Job","[9] Wait Hours: Per Job","[25] Wait Hours: Per Job","[31] Wait Hours: Per Job","[29] Wait Hours: Per Job"
2011-12-04,103.30750000,11.57661321,0,0,0,0,0,0,0,0,0.07280000,0,0,0.01461818,0,0,0,0,0,0,0,0,0.07390000,0,0,0,0,0,0,0,0,0
2011-12-05,67.99890000,2.28710793,0.04797500,0.00847500,0,0,0.02446667,0.00890000,0,0,0,0,0,0.01362208,0,0,0,0,0,0,0,0.01045000,0.03520000,0,0,0,0,0,0,0,0,0
2011-12-06,168.74920000,1.46337747,0.01183500,0.03945000,0.07330000,0,0.00000000,0.05183333,0,0,0,0,0,0.01000723,0,0,0,0,0,0,0,0.01152500,0.04580833,0,0,0,0,0,0,0,0,0
2011-12-07,0.00750000,0.84873707,0.05953810,0.02977500,0.00420000,0,0.02600000,0.00000000,0,0,0.50707500,0,0,0.04617654,0,0,0,0,0,0,0,0.00000000,0.18487500,0,0,0,0,0,0,0,0,0
2011-12-08,50.39612500,1.18164798,0.00458000,0.01136552,0,0,0,0.02463333,0,0,0.05940000,0,0,0.00783500,0,0,0,0,0,0,0,0,0.03054000,0,0,0,0,0,0,0,0,0
2011-12-09,78.09066667,1.40093292,0.00558000,0.11780000,0,0,0,0.00000000,0,0,0.11750000,0,0,0.00603333,0,0,0,0,0,0,0,0,0.04190000,0,0,0,0,0,0,0,0,0
2011-12-10,267.06530000,0.91950306,0.00544000,0.00920000,0,0,0.00470000,0.00556667,0,0,0.00430000,0,0,0.00995581,0,0,0,0,0,0,0,0,0.03984000,0,0,0,0,0,0,0,0,0
2011-12-11,0.00100000,2.66168926,0.01120000,0.00000000,0,0,0.05500000,0,0,0,0.00000000,0.00250000,0,0.01050000,0,0,0,0,0,0,0,0,0.02130000,0,0,0,0,0,0,0,0,0
2011-12-12,0.00136667,2.63190224,0.00400000,0.00170000,0,0,0,0,0,0,0.00000000,0,0,0.00487463,0,0,0,0,0,0,0,0,0.01500000,0,0,0,0,0,0,0,0,0
2011-12-13,0.00155000,1.13951834,0.00394643,0.01365556,0,0,0.00280000,0.01926667,0,0,0.01902308,0,0,0.00432609,0,0,0,0,0,0,0,0,0.00236667,0,0,0,0,0,0,0,0,0
2011-12-14,0.03015000,0.41509529,0.11106977,1.02115000,0,0,0.00000000,2.14420000,0,0,2.13330000,0.00250000,0,0.06085349,0,0,0,0,0,0,0,0.13706000,0.05534000,0,0,0,0,0,0,0,0,0
2011-12-15,0.00290000,0.47195237,0.00794400,0.01150606,0,0,0.00180000,0.00265000,0,0,0.01305000,0,0,0.00569726,0,0.00310000,0,0,0,0,0,0.00352500,0.03070000,0,0,0,0,0,0,0,0,0
2011-12-16,2.37530000,0.29446266,0.06451579,1.81524000,0,0,0.00000000,0.00000000,0,0,0,0,1.62420000,1.11182766,0,0,0,0,0,0,0,0.00345000,0.00000000,0,0,0,0,0,0,0,0,0
2011-12-17,2.09213333,3.84186084,1.61477895,7.00021250,0.00250000,1.65155000,0.78920000,2.61916667,2.00795000,0.00343333,1.76481250,1.91030000,4.38085000,0.03252381,0.00760000,1.08693333,0.06440000,0.52810000,0.45102222,0.26640000,0.25530000,1.09659091,2.14621538,0.52830000,0.16000000,0.56970000,0.51580000,0.26640000,0.58110000,0.15970000,0.00310000,0.00330000
2011-12-18,0,0.92044328,0.00692222,0.01531250,0.75890000,0,0.75890000,0.02860000,0.52750000,0,0.02851667,0,0.10190000,0.00790000,0,0,0.00530000,0,0.52750000,0.55940000,0.50530000,0.12833333,0.07556667,0,0.17310000,0.00060000,0,0.00060000,0.68860000,0.13920000,0.05610000,0.00280000
2011-12-19,0.00140000,0.34876788,1.39952281,0.00156667,0,0,0,0,0,0,0.03780000,0,0,0.02775254,0,0,0,0,0,0,0,0.00180000,0.05640000,0,0,0,0,0,0,0,0,0
2011-12-20,0.00205000,0.58327282,0.00518485,0.03136364,0,0,0,0,0,0,0.05670000,0,0,0.00262031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-21,0.00235000,0.02650796,7.36290000,0.03367000,0,0,0,0,0,0,0.00000000,0,0,0.00680847,0,0,0,0,0,0,0,0.00186667,0.02845000,0,0,0,0,0,0,0,0,0
2011-12-22,0,2.33918421,0.00000000,0,0,0,0,0,0,0,0.00080000,0,0,0.01244000,0,0,0,0,0,0,0,0.00110000,0,0.00250000,0,0,0,0,0,0,0,0
2011-12-23,0,0.99073435,16.23200000,0,0,0,0,0.01953333,0,0,0.00000000,0,0,0.00212941,0,0,0,0,0,0,0,0.00000000,0,0.00000000,0,0,0,0,0,0.00110000,0,0
2011-12-24,0,2.08663000,53.40313333,0,0,0,0,0.05780000,0,0,0.05610000,0,0,0.00721538,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0.03275000,0,0
2011-12-25,0,2.18467183,74.11120000,0,0,0,0,0.03000000,0,0,0.00000000,0,0,0.01024286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00182500,0,0
2011-12-26,0,0.14364823,69.06643333,0,0,0,0,0,0,0,0.00000000,0,0,0.00434545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-27,0,0.77944977,40.95213333,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-28,0.03665000,0.19107211,26.49788000,0,0,0,0,0,0,0,0,0,0,0.00468000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-29,0,2.81610932,0.01095455,0,0,0,0,0,0,0,0,0,0,0.01855000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-30,0.05970000,7.52853667,10.94356842,0,0,0,0,0,0,0,0,0,0,0.27892083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-31,0,1.46859152,0.86445000,0,0,0,0,0,0,0,0,0,0,0.02062500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-01,0,0.21965988,75.52560909,0,0,0,0,0,0,0,0,0,0,0.02683636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-02,0.04703333,0.13497564,7.45388667,0.19342353,0,0,0.05580000,0.22666667,0,0,0,0,0,0.03013824,0,0,0.82500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-03,0.01750000,0.33030806,3.92188289,0.04450147,0,0,0.37330000,0.12640000,0,0,0,0,0,0.14635682,0,0,0.22750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-04,0.13430000,1.42352741,20.30699623,0.40184000,0,8.95386250,0.92165000,1.17207500,0,0,2.20330000,0,0,0.09027561,0,0,0.89463333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-05,0.22540000,1.12797849,0.17181429,3.27134583,0,6.46785000,7.72656000,2.93945000,0,0,0,0,0,1.34211176,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-06,0.00000000,1.40661000,48.94459333,2.08687500,0,5.87970000,0.39860000,13.30915000,0,0,0,0,0,0.11082179,0,0,0.56970000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-07,0.06650000,1.67473734,27.24242667,5.00512308,0,0,26.51902500,0.00000000,0,0,0,0,0,0.99532623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-08,0.01842500,0.11613782,37.29798182,0.05322500,0,0,0,0,0,0,0,0,0,0.67833250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-09,0.00000000,1.11926924,112.86107500,0.74032941,0,0,0.01820000,0.43220000,0,0,1.21690000,0,0,0.17929467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-10,0.00000000,0.37263661,0.00556667,1.91635455,0,0,0.00570000,0,0,0,0.06473333,0,0,0.26347162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-11,0.00000000,1.94637219,2.01388382,0.17314667,0,0,0.00000000,0,0,0,8.24560000,0.00625000,0.05906667,1.61875183,0,0,0,0,0,0,0,0,0,0,0,0.00555000,0,0,0,0,0,0
2012-01-12,0.00000000,0.12319725,0.00741111,0.00310000,0,0,0,0,0,0,1.48176667,0.00000000,0,1.75290972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-13,0.00000000,3.43693545,14.06103636,13.39985000,0,0,0,11.82955000,0,0,0.99530000,0,0,9.11636475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-14,0,0.18902078,21.09785000,0.02500000,0,0,0,0.00000000,0,0,0,0,0,0.16087547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-15,0,0.92314348,32.58760000,0.01075000,0,0,0,0,0,0,0.01652500,0,0,0.00751892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-16,0,0.53536471,0.01042500,0.63921818,0,0,0,0,0,0,0.05555000,0,0,0.09820708,0,0,0,0,0,0,0,0.07056000,0,0,0,0,0,0,0,0,0,0
2012-01-17,0,0.41724271,1.31382048,0.00330000,0,0,0,0,0,0,0.05725000,0,0,0.01284783,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2012-01-18,0,0.45522904,2.59873559,0.00470000,0,0,0,0,0,0,4.88365000,4.77580000,0,0.07663285,0,0,0,0,0,0,0,0.62515000,0,0,0,0,0,0,0,0,0,0
2012-01-19,0.84164000,0.39649453,5.59373333,0.60585000,0,0,0.02356000,0,0,0,0.07140000,0,0,0.21272000,0,0,0,0,0,0,0,0.34690000,0,0,0,0,0,0,0,0,0,0
2012-01-20,0,0.29392719,1.12717333,0.02510000,0,0,0.00460000,0,0,0,0.00000000,0,0.16390000,0.77606556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00530000,0,0,0
2012-01-21,0,1.19256341,14.29770000,1.82278696,0,0,0.00000000,0,0,0,0.00000000,0,0,1.60461579,0,0,0,0,0,0,0,0.01670000,0,0,0,0,0,0,0,0,0,0
2012-01-22,0.59560000,3.89253482,50.38650000,5.41856818,0,0,0.97040000,0.01516667,0,0,5.56045000,0,0,6.41351667,0,0,0,0,0,0,0,0.00310000,0,0,0,0,0,0,0,0,0,0
2012-01-23,0,1.67333764,4.79968889,2.45825714,0,0,0.00000000,0.00000000,0,0,0.00000000,0,0,3.21193200,0,0,0,0,0,0,0,1.93703333,3.23440000,0,0,0,0,0,0,0,0,0
2012-01-24,5.63170000,5.88672110,40.16303333,2.88812593,0,0,0,9.74210000,0,0,0.05310000,0,0,3.85127241,0,0,0,0,0,0,0,11.90000000,0,0,0,0,0,0,0,0,0,0
2012-01-25,1.81063333,1.92155711,0.74562308,1.15242000,0,0,3.99560000,14.23420000,0,0,5.12593333,0,0,6.49378051,0,0,0,0,0,0,0,8.92093333,0,0,0,0,0,0,0,0,0,0
2012-01-26,0.00190000,4.21876130,22.07303000,0.99574000,0,0,0.00000000,2.60988000,0,5.76750000,0.00000000,0,0,5.61863103,0,0,0,0,0,0,0,2.50502000,0,0,0,0,0,0,0,0,0,0
2012-01-27,0.10433333,1.37847327,4.44680000,1.03818710,0.26055000,0,0.00000000,0.18841429,0,0.00000000,0.00360000,0,0,2.28606136,0,0,0,0,0,0,0,0.02067500,0,0,0,0,0,0,0,0,0,0
2012-01-28,0.00000000,0.25459407,26.26281000,0.03246250,0,0,0,0.00000000,0,0,0.03145000,0,0,4.70345405,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2012-01-29,0.00000000,0.90765122,18.19444000,0.24915567,0,0,0,0.00566667,0,0,0.08284000,0,0,8.13928936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-30,0.00000000,0.37975174,30.46106000,0.22353115,0,0,0,0.03820000,0,0,0.06563333,0,0,1.30065385,0,0,0,0,0,0,0,0.01520000,0,0,0,0,0,0,0,0,0,0
2012-01-31,0.00000000,1.68090544,70.06187500,0.23953810,0.00830000,0,0,0,0,0,0.03875000,0,0.22750000,0.02046000,0,0,0,0,0,0,0,0.00000000,0.02780000,0,0,0,0,0,0,0,0,0
---------
