Day,[1536] Wait Hours: Per Job,[448] Wait Hours: Per Job,[368] Wait Hours: Per Job,[144] Wait Hours: Per Job,[1024] Wait Hours: Per Job,[800] Wait Hours: Per Job,[112] Wait Hours: Per Job,[496] Wait Hours: Per Job,[336] Wait Hours: Per Job,[256] Wait Hours: Per Job,[288] Wait Hours: Per Job,[1440] Wait Hours: Per Job,[128] Wait Hours: Per Job,[96] Wait Hours: Per Job,[240] Wait Hours: Per Job,[480] Wait Hours: Per Job,[32] Wait Hours: Per Job,[80] Wait Hours: Per Job,[208] Wait Hours: Per Job,[192] Wait Hours: Per Job,[16] Wait Hours: Per Job,[48] Wait Hours: Per Job,[320] Wait Hours: Per Job,[64] Wait Hours: Per Job,[960] Wait Hours: Per Job,[512] Wait Hours: Per Job,[160] Wait Hours: Per Job,[768] Wait Hours: Per Job,[1920] Wait Hours: Per Job,[352] Wait Hours: Per Job,[384] Wait Hours: Per Job,[304] Wait Hours: Per Job,[272] Wait Hours: Per Job,[176] Wait Hours: Per Job,[224] Wait Hours: Per Job,[1968] Wait Hours: Per Job
2013-11-21,0,0,0,239.21085000,0,0,0,0,0,8.43670000,0,0,8.76970000,0,0,0,44.77750000,0,0,0,4.03847113,0.00000000,0,3.77223333,0,18.12860000,0,0,0,0,0,0,0,0,0,0
2013-11-22,0,0,0,266.91961111,0,0,0,0,0,240.71920000,0,0,16.19812000,0,0,0,74.56573200,0,0,0,9.33358630,8.73500000,0,12.24524000,0,25.78690000,0,0,0,0,0,0,0,0,0,0
2013-11-23,0,0,0,0.00000000,0,0,0,0,0,0.00000000,0,0,26.16140000,0,0,0,6.49211481,0,0,0,4.29927959,0.00000000,0,56.14455000,0,50.78170000,0,0,0,0,0,0,0,0,0,0
2013-11-24,0,0,0,319.11560000,0,0,0,0,0,42.93170000,0,0,42.33860909,0,0,0,23.83823125,0,0,0,2.90415385,0,0,44.30603000,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2013-11-25,0,0,0,342.25031667,0,0,0,0,0,46.47310000,0,0,40.89351818,0,0,0,31.33334839,0,0,0,11.86544444,0,0,23.76320000,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-26,0,0,0,349.55000000,0,0,0,0,0,15.57780000,0,0,25.37080000,0,0,0,9.88633478,0,0,0,5.08518750,0,0,3.22003846,0,0.00060000,0,0,0,0,0,0,0,0,0,0
2013-11-27,0,0,0,0.00000000,0,0,0,0,0,31.25310000,0,0,38.72470000,0,0,0,17.48080000,0,0,0,1.30982500,0,0,11.67707500,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2013-11-28,0,0,0,0.00000000,0,0,0,0,0,0,0,0,49.59597500,0,0,0,20.34715000,0,0,0,9.62802222,41.79170000,0,13.86912500,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-29,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0.00000000,0,0,0,0.00000000,0.00000000,0,0.00000000,0,0,0,0.00060000,0,0,0,0,0,0,0,0
2013-11-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0.00000000,0,0,0.00000000,0,0,0,0.00000000,0,0,0,0,0,0,0,0
2013-12-01,0,0,0,0,101.41530000,0,109.62360000,0,0,115.93500000,0,0,80.87722059,0,0,0,48.59032727,0,0,0,45.27629720,119.67860000,0,58.54651250,0,0,0,0.00000000,0,0,0,0,0,0,0,0
2013-12-02,0,0,0,0,0.00000000,0,1.05280000,0,0,51.32345000,0,0,37.33919231,0,0,0,1.87370000,0,0,0,0.21874590,0.00100000,0,4.80764375,0,0,0,0.00000000,0,0,0,0,0,0,0,0
2013-12-03,0,0,0,0,0,0,11.45220000,0,0,15.01902500,0,0,10.02832593,0,0,0,10.82651875,0,0,0,3.04194054,6.93765000,0,6.53107143,0,0,0,0.00080000,0,0,0,0,0,0,0,0
2013-12-04,0,0,0,0,28.48693333,0,0.00000000,0,0,0.00170000,0,0,7.74305652,0,0,0,2.64626522,0,0,0,1.23213659,0.00000000,0,11.38864545,0,28.09240000,0,0.00000000,0,0,0,0,0,0,0,0
2013-12-05,0,0,0,0,0,0,0,0,0,14.83940000,0,0,12.48618621,0,0,0,2.01887241,0,0,0,2.01002222,7.45546667,0,20.03052500,0,0,0,0.00000000,0,0,0,0,0,0,0,0
2013-12-06,0,0,0,0,0,0,0,0,0,0,0,0,14.78913889,0,0,0,4.41738182,0,0,0,5.27319646,0.80338333,0,10.50819615,0,0,0,0.00000000,0,0,0,0,0,0,0,0
2013-12-07,0,0,0,0,0,0,0,0,0,0.00110000,0,0,0.00078571,0.00063333,0,0,0.45850000,0,0,0,0.00109048,13.63970000,0,10.89510556,0,0.00080000,0,0.00000000,0,0,0,0,0,0,0,0
2013-12-08,0,0,0,0,4.00580000,0,0,0,0,0.00063333,0,0,0.00093333,0,0,0,0.00379091,0.00070000,0,0,0.00076154,0.00125000,0,14.36282083,0,0.00772000,0,2.07580000,0,0,0,0,0,0,0,0
2013-12-09,0,0,0,0,0.00000000,0,0,0,0,80.45185000,0,0,62.96524000,0,0,0,1.74560000,0.00000000,0,0,3.94763830,0.00000000,0,16.69281667,0,0,0,0.00000000,0,0,0,0,0,0,0,0
2013-12-10,0,0,0,0,0.00000000,0,0,0,0,12.50908571,0,0,13.69734286,0,0,0,4.34906875,19.69220000,0,0,8.61861447,1.12360000,0,15.43324667,0,0,0,0.00000000,0,0,0,0,0,0,0,0
2013-12-11,0,0,0,0,0,0,0,0,0,19.94694000,0,0,18.35741429,0,0,0,18.52847778,0.00000000,0,0,1.93609222,0.00000000,0,17.15808000,0,0,0,0.00000000,0,0,0.04309000,0,0,0,0,0
2013-12-12,0,0,0,0,0,0,40.07720000,0,0,43.98800000,0,0,6.25818000,0,0,0,5.88660000,16.18555000,0,0,5.69957879,0,0,6.62514000,0,0,0,0,0,0,0.00000000,0,0,0,0,0
2013-12-13,0,0,0,0,0,0,0.00000000,0,0,60.90528000,0,0,39.96860000,33.98110000,0,0,4.92098333,0,0,0,1.85297170,7.24220000,0,16.00593846,0,0,0,0,0,0,0.00000000,0,0,0,0,0
2013-12-14,0,0,0,0,0,0,79.54940000,0,0,65.73350000,0,0,20.16383333,0.00000000,0,0,1.19956000,0,0,0,7.22999714,0.00000000,0,16.24482222,0,0,0,0,0,0,0.00000000,0,0,0,0,0
2013-12-15,0,0,0,0,0,0,91.09794000,0,0,50.95087143,0,0,56.16703333,0,0,0,1.04665000,0,0,0,9.14543333,0,0,18.18885714,0,0,0,0,0,0,0.00000000,0,0,0,0,0
2013-12-16,0,0,0,0,0,0,0.00000000,0,0,68.60166000,0,0,32.30947500,24.56060000,0,0,3.86023778,0,0,0,2.37878953,0,0,5.75804444,0,0,0,0,0,0,0.00000000,0,0,0,0,0
2013-12-17,0,0,0,0,0,0,0,0,0,92.21244000,0,0,18.36320000,0.00000000,0,0,4.78885909,0,0,0,2.69775345,0,0,17.84098571,0,0,0,0,0,0,0.00000000,0,0,0,0,0
2013-12-18,0,0,0,0,0,0,0,0,0,100.47138571,0,0,40.72665000,31.22060000,0,0,1.04067037,0,0,0,7.29850263,0,0,27.27361111,0,0,0,0,0,0,0.00000000,0,0,0,0,0
2013-12-19,0,0,0,0,0,0,0,0,0,55.43900000,0,0,43.04840000,0.00000000,0,0,7.98655000,0,0,0,9.54367170,0,0,19.73811111,0,0,0,0,0,0,0.00000000,0,0,0,0,0
2013-12-20,0,0,0,0,0,0,110.00470000,0,0,89.69421818,0,0,39.48000000,0.00000000,0,0,19.34577273,0,0,0,3.64321563,26.72500000,0,20.78335000,0,0,0,0,0,0,0.00000000,0,0,0,0,0
2013-12-21,0,0,0,0,0,0,0.00000000,0,0,16.00882000,0,0,14.92820000,0,0,0,6.14521714,0,0,0,2.51389444,23.47170000,0,12.26059375,0,0,0,0,0,0,0.00000000,0,0,0,0,0
2013-12-22,0,0,0,0,0,0,0.00000000,0,0,32.86151000,0,0,8.70810000,0,0,0,3.90208889,0,0,0,2.73613537,0.00080000,0,18.71736429,0,0,0,0,0,0,0.00000000,0,0,0,0,0
2013-12-23,0,0,0,0,0,0,178.10110000,0,0,22.39062500,0,0,34.66566667,0,0,0,3.70700870,0,0,0,3.11208273,0.00000000,0,23.40455000,0,0,0,0,0,0,0.00000000,0,0,0,0,0
2013-12-24,0,0,0,6.27500000,0,0,0.00000000,0,0,50.73415000,0,0,48.77703333,0,0,0,4.70491765,0,0,0,2.14332955,1.17615455,0,21.05731000,0,0,0,0,0,0,0.00000000,0,0,0,0,0
2013-12-25,0,0,0,0,0,0,0,0,0,51.93770000,0,0,4.54056667,0,0,0,5.50833478,0,0,0,1.74086111,8.76143333,0,20.73669000,0,0,0,0,0,0,0.00000000,0,0,0,0,0
2013-12-26,0,0,0,0,0,0,0,0,0,69.94861250,0,0,11.25483333,67.72140000,0,0,9.62790000,0,0,0,7.41905625,8.70358000,0,17.97730000,0,0,0,0,0,0,0.00000000,0,0,0,0,0
2013-12-27,0,0,0,0,0,0,0,0,0,3.44446667,0,0,37.85420000,0.00000000,0,0,1.85365238,18.11500000,0,0,0.34292317,20.68250000,0,22.44361250,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-28,0,0,0,0,0,0,0,0,0,19.19372000,0,0,13.46055000,60.02000000,0,0,0.43840000,0.00220000,0,0,0.50469524,9.98333333,0,19.31011818,0,0.00080000,0,0.00030000,0,0,0,0,0,0,0,0
2013-12-29,0,0,0,0,0,0,0,0,0,0.04920000,0,0,24.73740000,0.00000000,0,0,0.86230455,0,0,0,1.00339200,4.85000000,0,12.18351250,0,5.75210000,0,0.00000000,0,0,0,0,0,0,0,0
2013-12-30,0,0,0,0,0,0,0,0,0,0.64515000,0,0,6.84073333,0.00000000,0,0,5.42491250,32.28780000,0,0,1.05145556,0.00000000,0,7.94182353,0,0.00000000,0,0.00000000,0,0,0,0,0,0,0,0
2013-12-31,0,0,0,0,0,0,0,0,0,0.00000000,0,0,25.45410000,0,0,0,5.14691176,0.00000000,0,0,2.58395135,8.19190000,0,6.02449500,0,0,0,0.00000000,0,0,0,0,0,0,0,0
2014-01-01,0,0,0,0,0,0,0,0,0,8.23700000,0,0,8.04400000,0,0,0,0.00121111,0.00000000,0,0,0.80098857,0,0,0.56484000,0,26.29310000,0,0.00000000,0,0,0,0,0,0,0,0
2014-01-02,0,0,0,0,0,0,0,0,0,1.36214545,0,0,0.07882000,0,0,0,0.01948421,0.00060000,0,0,0.00074571,0.00060000,0,0.00118636,0,0.25472500,0,0.00000000,0,0,0,0,0,0,0,0
2014-01-03,0,0,0,0,0,0,0,0,0,0.00030000,0,0,0.00130000,0,0,0,2.98270870,1.58463333,0,0,1.74772941,0.48610000,0,3.63755000,0,3.13687500,0,0.00030000,0,0,0,0,0,0,0,0
2014-01-04,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0.00000000,0.03280000,0,0,0.00830000,0.00000000,0,0,0.00499661,0.00000000,0,0.00733333,0,0.20055000,0,0.00000000,0,0,0,0,0,0,0,0
2014-01-05,0,0,0,0,0,0,0,0,0,0.00060000,0,0,0.00125000,0.00000000,0,0,0.01766000,0.00000000,0,0,0.00468800,0.00080000,0,0.02798571,0,0.00000000,0,0.00000000,0,0,0,0,0,0,0,0
2014-01-06,0,0,0,0,0,0,0,0,0,0.25302500,0,0,1.48312500,0,0,0,0.59945714,6.09000000,0,0,0.95202967,6.71670000,0,1.26670000,0,1.39436667,0,0.00000000,0,0,0,0,0,0,0,0
2014-01-07,0,0,0,0,0,0,0,0,0,2.16390000,0,0,0.01530000,0,0,0,0.62961111,0.00000000,0,0,0.38775827,0.00077500,0,2.67401000,0,0,0,0.00030000,0,0,0,0,0,0,0,0
2014-01-08,0,0,0,0,0,0,0,0,0,10.22860000,0,0,4.31080000,0,0,0,3.01572857,0.00000000,0,0,1.53444915,0.00170000,0,2.49105833,0,0,0,0.00000000,0,0,0,0,0,0,0,0
2014-01-09,0,0,0,0,0,0,0,0,0,24.52810000,0,0,5.53887500,0,0,0,3.59610968,0,0,0,5.70841324,4.81134000,0,0.00457000,0,0,2.86060000,0.00000000,0,0,0,0,0,0,0,0
2014-01-10,0,0,0,0,0,0,0,0,0,0.13440000,0,0,9.71713333,36.60690000,0,0,4.89962195,0,0,0,1.72330896,8.86625000,0,0.56149167,0,0,4.03757500,0.00000000,0,0,0,0,0,0,0,0
2014-01-11,0,0,0,0,0,0,0,0,0,21.24860000,0,0,0.32190000,0.00000000,0,0,0.00151429,0,0,0,3.45582500,0.00000000,0,0.05828000,0,0,22.69086000,0.00000000,0,0,0,0,0,0,0,0
2014-01-12,0,0,0,0.00140000,0,0,0,0,0,43.79280000,0,0,1.52550000,0,0,0,0.66200909,0,0,0,0.21424516,0.00060000,0,1.81648750,0,0,1.76674091,0.00000000,0,0,0,0,0,0,0,0
2014-01-13,0,0,0,0.00000000,0,0,0,0,0,0,0,0,20.15418000,0,26.36170000,0,0.65780000,0.00130000,0,0,0.68731148,6.84357500,0,6.33057500,0,0,0,0.00000000,0,0,0,0,0,0,0,0
2014-01-14,0,0,0,0.00000000,0,0,0,0,0,25.71368000,0,0,33.64423333,0,43.18360000,0,17.23486200,17.64943333,26.05360000,0,5.27845231,22.82460000,0,13.13200000,0,0,25.10775000,0.00000000,0,0,0,0,0,0,0,0
2014-01-15,0,0,0,11.71640000,0,0,6.93890000,0,0,0.00000000,0,0,0,0,68.65470000,0,4.42829545,5.40476250,0,0,2.43489189,18.71540000,0,8.56991111,0,0,0,0.00000000,0,0,0,0,0,0,0,0
2014-01-16,0,0,77.04780000,0.00000000,0,0,0,0,0,61.61025000,70.37110000,0,11.35353333,24.49250000,0.00000000,0,1.17045455,10.24146667,0,0,0.52115273,3.72280000,77.06580000,18.18270000,0,0,18.12353429,0.00000000,0,0,0,0,0,0,0,0
2014-01-17,0,86.75280000,0,8.25220000,0,0,0,0,0,0,0,0,0.58810000,2.15610000,0,0,1.02608333,0,0,0,2.60374444,0.07610000,0,0.33750000,0,0,8.63872222,0.00000000,0,0,0,0,0,0,0,0
2014-01-18,0,0,0,0.00000000,57.50110000,0,0,0,24.55420000,3.85440000,0,0,2.16190000,0.00000000,0,0,10.45903750,0,0,0,2.07227027,0.22220000,0,8.51380000,0,0,24.77810000,0.00000000,0,0,0,0,0,0,0,0
2014-01-19,0,0,0,0.00000000,0.00000000,0,63.29250000,0,0,0,0,0,0,0.00060000,0,0,0.87998125,63.25845000,0,0,1.62909630,63.78860000,0,29.16272000,0,0,0,0.00000000,0,0,0,0,0,0,0,0
2014-01-20,0,0,0,16.93780000,0.00000000,0,0,0,0,11.82778333,0,0,8.64041667,24.79060000,0,0,0.17803235,0,0,0,1.10551667,0.00000000,0,1.86721667,0,0,18.00140000,0.00000000,0,0,0,0,0,0,0,0
2014-01-21,0,0,0,0.00000000,0,0,0,0,0,0.00070000,0,0,0.00060000,0.74610000,0,0,0.81965185,0,0,0,1.00317761,0.00000000,0,1.61477500,0,0,0.00000000,0.00000000,0,0,0,0,0,0,0,0
2014-01-22,0,0,0,2.99515000,0,0,0,0,0,8.14047500,0,0,32.76207500,29.88516667,0,0,4.39379310,0,0,0,1.30333902,21.33225000,0,15.02725714,0,5.89750000,30.91280000,0.00000000,0,0,0,0,0,0,0,0
2014-01-23,0,0,0,0.00000000,0,0,0,0,0,3.48000000,0,0,8.88250000,0.00000000,0,0,3.20059000,3.78720000,0,0,0.65815000,4.06580000,0,2.35115833,0,0,0.00000000,0,0,0,0,0,0,0,0,0
2014-01-24,0,0,0,0.00000000,0,0,0,0,0,0.00000000,0,0,28.26500000,0.00000000,0,0,4.30867500,27.20140000,0,0,3.32801857,0.00000000,0,19.31756000,0,0,0.00000000,0,0,0,0,0,0,0,0,0
2014-01-25,0,0,0,8.90390000,0,0,0,0,0,40.72547500,0,0,7.43801667,24.36170000,0,0,9.16640000,0.00000000,0,0,1.55813521,10.07260000,0,5.68604545,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-26,0,0,0,0.00000000,0,0,0,0,0,0.83500000,0,0,0.00112000,0.00000000,0,0,0.00171200,0.00000000,0,0,0.10850746,0.00000000,0,0.00562222,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-27,0,0,0,0.00000000,0,0,0,0,0,0.00030000,0,0,6.45032500,0.00000000,0,0,3.64681429,0.00000000,0,0,1.51055806,0.00000000,0,3.86715000,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-28,0,0,0,0.00110000,0,0,0,0,0,0.61360000,0,0,3.48832500,0.00066667,0,0,0.53597931,0,0,0,0.02118797,0.00080000,0,0.86788125,0,20.01440000,0,0,0,0,0,0,0,0,0,0
2014-01-29,0,0,0,0.00000000,0,0,0,0,0,11.14220000,0,0,0.93000000,0.00000000,0,0,1.18985333,0,0,0,0.18481084,0.78445000,0,0.28848333,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-30,0,0,0,0.00000000,0,0,0,0,0,8.04792500,0,0,16.79976667,0.00000000,0,0,9.30996667,8.13765000,0,0,3.55113898,0.00125000,0,2.84243846,0,26.54445000,0,0,0,0,0,0,0,0,0,0
2014-01-31,0,0,0,0.00000000,0,0,0,0,0,0.00030000,0,0,8.49036667,0.00080000,0,0,1.41042500,19.12530000,0,0,0.24741458,6.83953333,0,6.57537692,0,0,0,0,0,0,0,0,0,0,0,0
