Day,[14] Wait Hours: Per Job,[7] Wait Hours: Per Job,[8] Wait Hours: Per Job,[25] Wait Hours: Per Job,[32] Wait Hours: Per Job,[1] Wait Hours: Per Job,[21] Wait Hours: Per Job,[19] Wait Hours: Per Job,[11] Wait Hours: Per Job,[24] Wait Hours: Per Job,[30] Wait Hours: Per Job,[16] Wait Hours: Per Job,[4] Wait Hours: Per Job,[5] Wait Hours: Per Job,[28] Wait Hours: Per Job,[15] Wait Hours: Per Job,[10] Wait Hours: Per Job,[12] Wait Hours: Per Job,[20] Wait Hours: Per Job,[18] Wait Hours: Per Job,[3] Wait Hours: Per Job,[2] Wait Hours: Per Job,[26] Wait Hours: Per Job,[6] Wait Hours: Per Job,[13] Wait Hours: Per Job,[22] Wait Hours: Per Job,[9] Wait Hours: Per Job,[17] Wait Hours: Per Job
2012-12-05,0,0,0.36475000,0,0.49165000,0.17418057,0,0,0,0,0,0.36890000,0.06732500,0.00000000,0,0,0.61000000,0,0,0.66270000,0.00254286,0.05035625,0,0.00801111,0,0,0,0
2012-12-06,0,0,0.02875000,0,0.00000000,1.46681363,0,0,0,0,0,3.14992500,1.68845000,0.00000000,0,0,0,0.08355000,0,0,0.20428333,0.25890982,0,1.48731667,0,0,0.00215000,0
2012-12-07,0,0,0.15610000,0,0.05640000,0.75909038,0,0,0,0,0,0.89192000,0.20665833,1.46500000,0,0,0,0.02845000,0,0,0.15962667,0.03861129,0,1.11390000,0,0,0.00220000,0
2012-12-08,0,0,0,0,0,2.81705662,0,0,0,0,0,0.14673333,0.31579167,0,0,0,0,0,0,0.22560000,0.00000000,0.04410091,0,0.00000000,0,0,0.00000000,0
2012-12-09,0,0,0.15765000,0,0.06756757,0.39953431,0,0,0,0,0,0.39622857,0.63530000,0,0,0,0,0,0,0.00000000,0.00000000,0.04301486,0,0.12280000,0,0,0.00000000,0
2012-12-10,0,0,0,0,0.11615484,0.08720884,0,0,0,0,0,0.08355000,0.04397647,0,0,0,0,0,0,0.13640000,0,0.04138000,0,0.03520000,0,0,0.00375000,0
2012-12-11,0,0,0.92300000,0,0.57522500,0.13634987,0,0,0,0,0,0.05610000,0.44788462,0,0,0,0,0.05670000,0,0.00000000,1.35615556,0.04545476,0,0.33627500,0,0,0.00397500,0
2012-12-12,0,0,0.03638750,0,0.00000000,0.14897526,0,0,0,0,0,0.00330000,0.01889333,0.00500000,0,0,0,0,0,0,0.00250000,0.02134953,0,0.01645000,0,0,0.00000000,0
2012-12-13,0,0,1.73200000,0,0.00000000,0.66532562,0,0,0,0,0,1.80077778,0.75011000,0.00780000,0,0,0,0,0,0,0.47440000,0.37395301,0,0.01500000,0,0,0.01726667,0
2012-12-14,0,0,0.05970000,0,0,0.18599566,0,0,0,0,0,0.05462727,0.02492500,0.00310000,0,0,0.00500000,0,0,0,0.00490000,0.01706565,0,0.06870000,0,0,0.00000000,0
2012-12-15,0,0,0.00690000,0,0,0.09885139,0,0,0,0,0,0.46058211,0.02656667,0,0,0,0,0,0,0.03835000,0.01734286,0.00867432,0,0.00930000,0,0,0.00000000,0
2012-12-16,0,0,0.07920000,0,0,0.08985314,0,0,0,0,0,0.06935000,0.01290000,0,0,0,0,0,0,0,0.00000000,0.01210000,0,0.03356000,0,0,0,0
2012-12-17,0,0,0.02698333,0,0,0.07958022,0,0,0,0,0,0.09870000,0.01164286,0,0,0,0.00280000,0.00420000,0,0,0.06170000,0.00743304,0,0.02246667,0,0,0.04146667,0
2012-12-18,0,0,0.03375000,0,0.02478333,0.03592139,0,0,0,0,0,0.03290000,0.01136364,0,0,0,0.03055000,0.01899444,0,0.06265000,0.00560000,0.01092051,0,0.03275000,0.02113000,0,0.01163750,0
2012-12-19,0,0,0.18291429,0,0.73686667,0.06398277,0,0,0,0,0,0.02726667,0.00943333,0,0,0,0.06916667,0,0,0.03682000,0.00000000,0.04294839,0,0.01464286,0.02805455,0,0.00610000,0
2012-12-20,0.00453333,0,1.12262615,0,1.59789167,7.14540391,0,0,0,0,0,1.58926667,0.40640000,1.15780000,0,0,0.40195000,0,0,0.06940000,0,7.27773804,0,0.80268571,0.00000000,0,3.43890000,0
2012-12-21,0.00000000,0,1.52501624,0,0.86320833,0.05869716,0,0,0,0,0,0.33460000,0.01790000,0.00190000,0,0,0.02112500,0,0,0.95260000,0.18470000,0.06151167,0,0.23205000,0,0,0.00000000,0
2012-12-22,0.00220000,0,0.02406667,0,0.00000000,0.34044057,0,0,0,0,0,0,0.00260000,0.05360000,0,0,0.00000000,0,0,0.00000000,0.00000000,0.18558333,0,0.01172000,0,0,0,0.00265000
2012-12-23,0.00000000,0,0.23363929,0,0.03598333,0.14928245,0,0,0,0,0,0,0.70243333,0,0,0,0,0,0,0.00000000,0.00711000,0.05943958,0,0.00000000,0,0,0,0.00000000
2012-12-24,0.05580000,0,0.04805000,0,0.18200000,0.24442944,0,0,0,0,0,0,0.02860000,0.02845000,0,0,0,0.01625000,0,1.03530000,0.00235000,0.04025441,0,0.03936667,0,0,0,0
2012-12-25,0.00000000,0,0.00390000,0,4.34440000,0.43938780,0,0,0,0,0,0.00140000,0.07306667,0.00000000,0,0,0.38860000,0.00000000,0,0.00000000,0,0.02847179,0,0.00000000,0,0,0,0.00789000
2012-12-26,0.00305000,0,1.65242099,0,0.00000000,0.05056818,0,0,0,0,0,0,0.00280000,0.00310000,0,0,0.00190000,0.00180000,0,0,0,0.01484828,0,0.00215000,0,0,0,0.00363000
2012-12-27,0.05920000,0,0.68191867,0,0.51760000,0.40244254,0,0,0,0,0,0.05870000,0.23353333,0.00000000,0,0,0.00335000,0.00000000,0,0,0.00320000,0.00690426,0,0.07656667,0,0,0,0.00000000
2012-12-28,0.05670000,0,3.13198500,0,0.15588000,0.11633891,0,0,0,0,0,2.55140000,0.19031667,0.00170000,0,0,0.00000000,0,0,0,0.78186000,0.01620882,0,0.96530000,0,0,0,0
2012-12-29,0.00000000,0,0.55909583,0,0.05576667,1.53522647,0,0,0,0,0,0.04433333,0.55294000,0.00000000,0,0,0.00190000,0,0,0,0.23723333,0.01917255,0,0.05500000,0,0,0,0
2012-12-30,0.00000000,0,0.06126182,0,0.00000000,0.00927905,0,0,0,0,0,0.36930000,0.02815000,0,0,0,0.05470000,0,0,0,0.00183333,0.01031525,0,0.00000000,0,0,0,0
2012-12-31,0.07750000,0,0.01521818,0,0.05440000,0.01254224,0,0,0,0,0,0.27420000,0.00110000,0,0,0,0.00110000,0,0,0,0.02564444,0.00938413,0,0.00000000,0,0,0,0
2013-01-01,0.04040000,0,0.05470000,0,0.00000000,0.18650383,0,0,0,0.00170000,0,0,0.05500000,0.00110000,0,0,0.09470000,0,0,0,0.00000000,0.00548462,0,0,0,0,0,0
2013-01-02,0.00220000,0,0.02546667,0,0.02063333,1.05951399,0,0,0,0,0,0.04007500,0.02031000,0.00000000,0,0,0.00110000,0,0,0,0.00140000,0.00782054,0,0,0,0,0,0
2013-01-03,0.00080000,0,0.02157500,0,0.04269000,0.24528545,0,0,0,0,0,0.00130000,0.00826250,0.00140000,0,0,0.02860000,0.10890000,0,0,0.00180000,0.00799730,0,0.05610000,0,0,0,0
2013-01-04,0.00000000,0,0.01782308,0,0.05460000,0.00790812,0,0,0,0,0,0,0.00917143,0.00000000,0,0,0.00080000,0,0,0,0.00000000,0.01045051,0,0,0,0,0,0
2013-01-05,0.00190000,0.00170000,1.31714545,0,0,0.01160752,0,0,0,0,0,0.02063333,0.00110000,0,0,0,0.00080000,0,0,0,0.00000000,0.00701304,0,0,0,0,0,0
2013-01-06,0.00000000,0.00000000,0.01970000,0,0,0.10084014,0,0,0,0,0,0.02383636,0.00060000,0,0,0,0,0,0.00110000,0,0,0.00484750,0,0,0,0,0,0
2013-01-07,0,0.00000000,4.28195000,0,0,0.13923828,0,0,0,0,0,0.03314615,0.00968750,0.00110000,0,0,0.02875000,0.00140000,0.00060000,0,0.00156667,0.00446829,0,0.00203333,0,0,0,0
2013-01-08,0,0.05580000,0.00080000,0,0,0.12908195,0,0,0,0,0,0.01936667,0.00924286,0,0,0,0.00170000,0.00170000,0.00000000,0,0.00159091,0.00415981,0,0.00687273,0,0,0.01512500,0.00132000
2013-01-09,0,0.00000000,1.74053684,0,0.05790000,0.15707197,0,0,0,0,0,0.02152143,0.02661818,0,0,0,0.00190000,0.00180000,0,0.00170000,0.00193333,0.00722090,0,0.00140000,0,0,0.01555000,0
2013-01-10,0,0.00000000,0.01586900,0,0,0.82623489,0,0,0,0.00156667,0,0.01901053,0.02408000,0,0,0,0.01617000,0.05597500,0,0.00000000,0.00200000,0.00600638,0,0.01326000,0,0,0,0.05860000
2013-01-11,0,0,21.38190000,0,0,1.07142477,0,0,0,0.00000000,0,0.01364000,0.03019333,0.00190000,0,0,0.02531429,0.00140000,0,0.00000000,0.00210000,0.00465133,0,0.00256364,0,0,0,0.05500000
2013-01-12,0,0,0.00170000,0,0,5.55678556,0,0,0,0.00000000,0,0.04409000,0.00240000,0,0,0,0.00000000,0.00000000,0.01000000,0.00000000,0.00452188,0.00222400,0,0.02930000,0,0,0,0.00000000
2013-01-13,0,0,0.02120000,0,0.00196667,5.19520520,0,0,0,0,0,0.00995714,0.00191111,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.01847500,0.00416000,0,0.00000000,0,0,0,0
2013-01-14,0,0,0.00280000,0,0.00000000,6.21546996,0,0,0,0.02046667,0,0.00235000,0.00250000,0,0,0,0.00193333,0,0.00000000,0.00000000,0.00285000,0.02111165,0,0.00188667,0,0,0.00276667,0.02955000
2013-01-15,0,0,0.00220000,0,0.07396667,0.40447570,0,0,0,0.00000000,0,0.02867500,0.01036923,0.05500000,0,0,0.01105000,0,0,0.00000000,0.01096667,0.00696434,0,0.00235000,0,0,0,0.00000000
2013-01-16,0,0,7.64976667,0,0.00000000,0.36877299,0,0,0,0.00360000,0,0.07811667,0.03086667,0.00000000,0,0,0.00000000,0,0,0.00000000,0.00000000,0.01161500,0,0.01520000,0,0,0.02160000,0.08360000
2013-01-17,0,0,0.11277500,0,0,0.60542012,0,0,0,0,0,0.83879000,0.40019200,0.56345000,0,0,0.14007500,0,0,0.00000000,0.00000000,0.12462132,0,0.01122857,0,0,0.00582500,0.00330000
2013-01-18,0.00250000,0,0.50540000,0,0,1.22516555,0,0,0,0,0,0.60172500,0.18464000,0,0,0,0.28415000,0,0,0.00000000,0.00376250,0.01358090,0,0.00251111,0,0,0.00165000,0.06140000
2013-01-19,0.00000000,0,0.00638333,0,0.00690000,6.28244740,0,0,0,0,0,0.06280000,0.02014545,0,0,0,0.04166667,0,0,0.00000000,0.00000000,0.00773571,0,0.06085000,0,0,0.00670000,0.00000000
2013-01-20,0.00000000,0,0.03220000,0,0,6.64278974,0,0,0,0,0,0.00500000,0.01944667,0,0,0,0.00000000,0,0,0.03356000,0.00422000,0.00723265,0,0.03435000,0,0.00670000,0.00000000,0
2013-01-21,0,0,14.62280000,0,0.00390000,4.24844244,0.00155000,0,0,0.02130000,0,0.01167333,0.04903333,0,0,0,0.00000000,0,0,0.14634286,0.00330000,0.01976729,0.05780000,0.01213333,0,0.01667500,0.03155000,0
2013-01-22,0,0.03440000,0.12567500,0,0,7.12672741,0.00000000,0,0,0,0,0.22428000,0.62297857,2.33805000,0,0,0,0,0,0.77747500,3.40132500,0.17277590,0.47205000,0.38200000,0,0,0.00000000,0
2013-01-23,0,0.00000000,7.47765833,0,0,3.56938112,0,0,0,0,0,2.57568333,2.09914286,0.00000000,0,0,0,0,0,1.26760000,0.00000000,0.10799065,0,0.03880000,0,0,0.00000000,0
2013-01-24,0,0,3.42297600,0,5.34860000,4.48935167,0,0,0,0,0,9.83653333,4.37774194,0.00000000,0,0,0,0,0,1.91024286,0.27478000,0.35359485,0,1.68375000,0,0,0.00000000,0
2013-01-25,0,0,7.73040000,0,0.00690000,5.62917649,0,0,0,0,0,6.43334737,1.11180625,0.25060000,0,0,0,2.07405000,0,0.16625000,0.00000000,0.07652286,0,0.02033750,0,0,0.00810000,0
2013-01-26,0,0,0.88150000,0,0.00000000,9.45329608,0,0,0,0,0,8.03388750,1.54245000,0,0,0,0,0.00000000,0,0.00000000,0.00795000,0.23931000,0,0.00000000,0,0,0,0
2013-01-27,0,0,47.68610000,0,0.00000000,13.58551846,0,0,0,0,0,0.07180000,0.64355000,0,0,0,0.96840000,4.13830000,0,0.00000000,0.00000000,0.70528842,0,0.03047143,0,0,0.02276667,0
2013-01-28,0,0,0.35780000,0,0,10.59687792,0.00560000,0,0,0.58390000,0,0.24500000,0.46716667,0,0,0,0.00000000,0.00000000,0,1.13056667,0.00422000,0.02999267,0,0.30478000,0,0,0.06170000,0
2013-01-29,0,0,3.18468000,0,0.40573333,15.29906455,0.00000000,0,0,0.00000000,0,0.27107778,0.05788889,0,0,0,0.00000000,0,0,0,0.00000000,0.01406754,0,0.02207500,0,0,0,0
2013-01-30,0,0,0.15925152,0,0.02766000,13.59101255,0.00000000,0,0,0,0,0.11584737,0.64628750,0.00310000,0,0,1.36813333,0,0,0,0.02588333,0.07881538,0,0,0,0,0,0
2013-01-31,0,0,0.37030000,0,0,44.29781147,0,0,0,0.55000000,0,0.87524286,1.05743750,0.00000000,0,0,0.24440667,0,0,0,0.00562857,0.14241606,0,0,0,0,0,0
