title
"Wait Hours: Per Job: by Node Count"
parameters
"Resource =  SDSC-GORDON"
start,end
2012-08-01,2013-01-31
---------
Day,"[16] Wait Hours: Per Job","[100] Wait Hours: Per Job","[12] Wait Hours: Per Job","[2] Wait Hours: Per Job","[32] Wait Hours: Per Job","[38] Wait Hours: Per Job","[64] Wait Hours: Per Job","[20] Wait Hours: Per Job","[1] Wait Hours: Per Job","[11] Wait Hours: Per Job","[60] Wait Hours: Per Job","[30] Wait Hours: Per Job","[9] Wait Hours: Per Job","[35] Wait Hours: Per Job","[10] Wait Hours: Per Job","[17] Wait Hours: Per Job","[4] Wait Hours: Per Job","[39] Wait Hours: Per Job","[18] Wait Hours: Per Job","[22] Wait Hours: Per Job","[80] Wait Hours: Per Job","[3] Wait Hours: Per Job","[24] Wait Hours: Per Job","[15] Wait Hours: Per Job","[27] Wait Hours: Per Job","[8] Wait Hours: Per Job","[128] Wait Hours: Per Job","[6] Wait Hours: Per Job","[5] Wait Hours: Per Job","[36] Wait Hours: Per Job","[21] Wait Hours: Per Job","[19] Wait Hours: Per Job","[40] Wait Hours: Per Job","[23] Wait Hours: Per Job","[26] Wait Hours: Per Job","[28] Wait Hours: Per Job","[14] Wait Hours: Per Job","[34] Wait Hours: Per Job","[31] Wait Hours: Per Job","[33] Wait Hours: Per Job","[37] Wait Hours: Per Job","[41] Wait Hours: Per Job","[44] Wait Hours: Per Job","[48] Wait Hours: Per Job","[46] Wait Hours: Per Job","[47] Wait Hours: Per Job","[45] Wait Hours: Per Job","[49] Wait Hours: Per Job","[51] Wait Hours: Per Job","[53] Wait Hours: Per Job","[25] Wait Hours: Per Job","[56] Wait Hours: Per Job","[50] Wait Hours: Per Job","[42] Wait Hours: Per Job","[43] Wait Hours: Per Job","[57] Wait Hours: Per Job","[63] Wait Hours: Per Job","[58] Wait Hours: Per Job","[59] Wait Hours: Per Job","[52] Wait Hours: Per Job","[54] Wait Hours: Per Job","[61] Wait Hours: Per Job","[13] Wait Hours: Per Job","[55] Wait Hours: Per Job","[29] Wait Hours: Per Job","[62] Wait Hours: Per Job","[7] Wait Hours: Per Job","[68] Wait Hours: Per Job"
2012-10-01,0.00000000,0,0,2.27637308,0.06190000,0.04632000,0.00000000,0,0.08011014,0,0,0,0.00113333,0,0.00214286,0.00000000,0.00092500,0,0,0,0,0.00587500,0,0,0,0.00149000,0,0.00176667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00290000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-02,0.00110000,0,0,0.00297000,0.24938182,0.00000000,0.04971429,0,0.72963861,0,0,0,0.00220000,0,0.00143333,0,0.00498750,0,0,0,0,0.00313333,0,0,0,0.00213333,0,0.00165000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-03,23.31890000,0,0,3.58170667,4.18945600,4.84510000,0.31250000,2.28822500,3.62222989,0,0,0,0.00000000,0,2.86992000,0,9.85326875,0,0,0,0,5.94176667,0,0,0,7.57735000,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-04,0.00000000,0,0,2.50797097,3.50568333,0.00000000,0.94981667,0.00000000,0.84069496,0,2.97440000,0,0.13890000,0,2.52810000,0,13.08650455,0,0.11095000,0,0,0.06720000,0,0,0,0.16055000,0,0.00000000,0.02250000,0.37140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33805000,0,0,0,0,0,0.15778000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-05,0.69110000,0,0,4.57453571,6.09136250,57.37076667,0.00000000,0.00000000,1.62452533,0,0.00000000,0,0.00000000,0,2.70555714,0,7.30533333,0,0,0,0,0.02190000,0,0,0,2.32675000,0,1.50690000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-06,17.32320000,0,0,1.02376000,0.86544000,0.00000000,0.20140000,0,1.59060621,0,4.60170000,0,0.00000000,0,4.32110000,0,0.88410588,0,0,0,0,0.00943333,0,0,0,0.01147368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-07,8.68576000,0,0,1.77240000,0.13921905,0.54012500,0.52800000,0,0.36520664,0,0,0,5.09890000,0,1.53566667,0,0.13753793,0,0,0,0,0.00370000,0,0,0,0.24283200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-08,16.84752500,0,0,0.04704359,0.07575833,0.06000000,0.56030000,0,0.09392106,0,0,0,0.00000000,0,0.00190000,0,0.55230769,0,0,0,0,0.07752308,0.03085000,0,0,0.88505000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-09,0.32420000,0,0,0.39234623,2.36930000,3.08880000,4.30125000,0,1.36388408,0,0,0,0,0,0.00000000,0,0.01276667,0,0,0,0,0.00000000,0,0,0,0.02470000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-10,17.17800000,0,0,0.58008462,1.74124000,7.66610000,4.04195000,0,0.84489027,0,0,0,0,0,2.55160000,0,0.92673704,0,0,0,0,0.00000000,0.01640000,0,0,0.02580000,0,0.59493333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-11,45.42857778,0,0,2.65431556,1.12950714,0.00000000,1.00790833,0,0.11704342,0,0,0,0,0,8.30170000,0,0.44798889,0,0,0,0,0,0,0,0,0.74057143,0,0.32041667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-12,69.16887059,0,0.00720000,0.01547188,0.41972500,0.00370000,0.04304000,0.56750000,0.22808156,0,0,0.67420000,0,0.69690000,0.02155000,0,0.00590000,0,0,0,0,0.00750000,0,0.53890000,0,0.08151429,0,0.07310000,0.00453333,0,0,0,0.72060000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-13,79.04041786,0,0.00000000,0.01670833,0,0,0.03687500,0.06580000,1.38996467,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0.06670000,0,0.00610000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.18280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-14,6.13461250,0,0.08073636,0.00737143,0.01120000,0,0.04685000,0,0.06024824,0,0,0,0,0,0.00526667,0,0,0,0,0,0,0,0,0,0,0.01238000,0,0.02098333,0.00640000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-15,0.01095714,0,0.08600000,0.01873636,0.00000000,0,0.05713333,0,0.03978882,0,0,0,0,0,0,0,0.01055714,0,0,0,0,0,0,0,0,0.00780000,0,0.00000000,0.02963333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-16,0.01680000,0,16.43280000,0.03964146,0.09515000,0,0.08183333,0,0.59071283,0,0,0,0,0,0.01190000,0,0.01701667,0,0,0,0,0.02430000,0,0,0,0.03612000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-17,0.02210000,0,0.10030000,0.62190571,0,0,0.05730000,0,8.25816306,0,0,0,0,0,0.10560000,0,0,0,0,0,0,0.06119000,0,0,0,0.07225000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-18,0.00448000,0,0.26070000,6.79979143,0,0,0.06086667,0,2.12175463,0,0,0,0,0,0,0,0,0,0,0,0,0.00723077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05840000,0,0,0,0
2012-10-19,2.91168000,0,19.05500000,8.21294828,0,0,0.10035000,0,0.16547708,0,0,0,0,0,0.00390000,0,0,0,0,0,0,0.00000000,0,0,0,0.02250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0
2012-10-20,0.00000000,0,0.00000000,12.03403000,0,0,6.72400000,0,0.68577972,0,0,0,0,0,0.00000000,0,0.52612000,0,0,0,0,0,0,0,0,0.01580000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01190000,0,0,0,0
2012-10-21,0.00000000,0,0,0.01290000,0,0,0.00000000,0,1.21044673,0,0,0,0,0,0,0,0,0,0,0,0,0.01890000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-22,0.14839787,0,0,0.00000000,0,0,0,0,17.04039000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-23,18.26798750,0,0.00030000,24.03620500,0,0,38.77890000,56.71365000,6.87437910,0,0,0,0,0,15.61350000,0,0.74893056,0,0,0,0,0,0,0,0,0.01390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00140000,0,0,0,0,0,0,0,0,0,0,0.03095000,0,0,0,0
2012-10-24,0.25668000,0,18.86360000,0.00305000,0.00570000,0,0.04185000,0.00000000,0.39823011,0,0,0,0,0,1.20110000,0,0.00837143,0,0,0,0,0.00288000,0,0,0,0.02116667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02130000,0,0,0,0,0,0,0.09946667,0,0,0.08360000,0.12830000,0,0,0,0
2012-10-25,0.02813939,0,37.19690000,0.01993784,0.02166667,0,0.00000000,0.00000000,0.13809484,0,0,0,0,0,0.00165000,0,0.00514000,0,0,0,0,0.00663125,0,0,0,0.00187778,0,0.00060000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01983333,0,0,0.00000000,0,0,0,0,0
2012-10-26,0.00678000,0,0.00330000,0.21635000,0.00000000,0,0.05920000,0.00000000,0.03101538,0,0,0,0.00180000,0,0.00111111,0,0.00166111,0,0,0,0,0.00106000,0,0.00117500,0,0.00095000,0,0.00211000,0,0,0.05720000,0,0,0,0,0.02945000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00170000,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0.00046667,0,0.00040000,0
2012-10-27,2.70602222,0,0.00220000,6.60689400,0.11515556,0,0.50346000,0.00000000,0.04787511,0,0,0,0,0,0.00170000,0,0.00545000,0,0,0,0,0.00385000,0,0,0,0.20937143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06530000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0
2012-10-28,0.60076250,0,1.35069375,1.99325918,4.11855714,0,1.22400000,0.00190000,0.08875049,0,0,0,0.00875000,0,0.00222000,0,0.14291667,0,0,0,0,0.00190000,0,0.00500000,0,0.01637500,0,0.01310000,0,0,0.06420000,0,0,0,0,0.06530000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02644000,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0.06060000,0,0.00060000,0
2012-10-29,0.00124000,0,14.21483333,2.63493654,2.38692941,0,0.01283333,0.00000000,0.20970125,0,0,0,0.01663043,0,0.00140000,0,0.01283171,0,0,0,0,0.00185417,0,0,0,0.00968571,0,0.02793684,0,0.01974167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-30,0.87793333,0,21.23640000,0.00310500,1.48036154,0,0.14330000,0.00000000,0.94144960,0,0,0,0.00260000,0,0.00000000,0,0.00697647,0,0,0,0,0.00683404,0,0,0,0.01973333,0,0.03225000,0,0.03323000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-31,3.24945000,0,0.00000000,0.10383571,4.32838571,0,0.11470000,0,0.31666247,0,0,0,0.00170000,0,0.00000000,0,0.00240000,0,0,0,0,0.00085000,0,0,0,0.00093333,0,0.00170000,0,0.05690000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05860000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00160000,0,0,0
2012-11-01,1.98326667,0,0,0.23813871,4.61351667,0,0.00000000,0,0.74392247,0,0,0,1.61768276,0,0.41222500,0,2.09175349,0,0,0,0,0.62451739,0,0,0,0.95926667,0,0,0,0.69988636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-02,0.00000000,0,0,0.85905714,4.01957273,0,0,0,4.71401719,0,0,0,0,0,4.79560000,0,3.17355517,0,0,2.83440000,0,5.16577500,0,0,0,1.39577500,0,3.74860000,0,1.58858182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-03,0.00000000,0,0,2.87060000,9.25767857,0,1.52125000,0,2.50826296,0,0,0,0,0,18.42690000,0,1.58411000,0,0,0,0,1.51890000,0,0,0,2.75680000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-04,0,0,0,2.61936667,0.93940000,0,0,0.00415000,0.42790719,0,0,0,0,0,21.28280000,0,0.51377143,0,0,0,0,0.00000000,0,0,0,0.00195000,0,0.00080000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-05,16.92398333,0,2.84522500,0.08215263,3.67693333,0,0,0.00000000,0.32185395,0,0,0,0,0,0.90180000,0,0.07958333,3.51000000,0,0,0,0.63348333,0,0,0,0.16200000,0,8.31610000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-06,0.00000000,0,0.00000000,6.41915000,5.94301579,0,0,0,0.68167592,0,0,0,0,0,0.00000000,0,2.00398333,0.00000000,0,0,0,0.00000000,0,0,0,1.78820000,0,0.00420000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-07,40.35280000,0,21.63920000,16.96891111,12.50406000,0,0,2.19170000,3.85477571,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0.00000000,0,0,0,3.03125000,0,23.25720000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-08,65.05887500,0,31.68703333,15.04397500,17.63198750,0,1.80780000,0,9.38415612,0,0,0,0,0,25.37030000,0,19.19268182,0,0,0,0,13.84716000,0,0,0,5.77286000,0,46.90570000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-09,55.04027500,0,30.60660000,55.39799565,21.72357778,0,0,0,15.62711466,0,0,0,0,0,21.73682500,0,39.43858182,0,0,0,0,0.00000000,0,0,0,26.84010833,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-10,20.36118000,0,16.51760000,0.00389688,0.00180000,0,0,0,0.21286059,0,0,0,0,0,0.00913333,0,0.00210000,0,0,0,0,0.00125000,0,0,0,0.00968750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-11,0.00190000,0,14.11265000,4.24481061,5.18243125,0,0,0,0.25300478,0,0,0,0,0,0.00080000,0,0.00657500,0,0,0,0,0.00000000,0,0,0,0.01250000,0,0.00125000,0,0,0,0,0.02890000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05720000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00060000,0
2012-11-12,5.55928571,0,39.20036667,1.80072346,5.61099167,0,21.78220000,1.18140000,0.64914596,0,0,0,0.00390000,0,2.06702500,0,4.77825000,0,0,0,0,0,0,0,0,0.08378571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-13,0.32808462,0,21.35540000,16.95687000,1.01736364,0,0,0,0.07723152,0,0,0,0,0,0.00136667,0,0.50271600,0,0,0,0,0,0,0,0,0.15600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00170000,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-14,0.01813333,0,0.00060000,15.47090000,0.74219444,0,0,0,0.05347634,0,0,0,0,0,0.00000000,0,0.73485116,0,0,0,0,0.05690000,0,0,0,0.30281176,0,0,0.00170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0.05860000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-15,0.16401429,0,22.36930000,5.21602963,2.09511724,0,0,0,0.03164561,0,0,0,0,0,0.00205000,0,1.97503571,0,0,0,0,0,0,0,0,0.01355000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-16,0.00184444,0,5.73180000,6.29816481,1.65184400,0,127.17690000,0,0.03786858,0,0,0,0.01228000,0,0.00415000,0,0.00934000,0,0,0,0,0,0,0,0,0.01700909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00055000
2012-11-17,0.00159286,0,0.00000000,8.12865970,8.16162000,0,0,0,0.05589045,0,0,0,0,0,0.00000000,0,0.00195000,0,0,0,0,0,0,0,0,0.00193333,0,0.06280000,0,0,0,0,0.05750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-18,0.00109167,0,0,3.72963750,19.91045000,0,0,0,0.00510795,0,0,0,0,0,0.00106000,0,0.00135000,0,0,0,0,0,0,0,0,0.00115000,0,0,0,0,0,0,0.00190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02388000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-19,0.01018571,0,0.00778750,0.00167273,0.90022222,0,0,0,0.06360586,0,0,0,0.00095714,0,0.00417895,0,0.00065000,0,0,0,0,0.00080000,0,0,0,0.01023333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-20,0.00366400,0,1.80462143,0.00162857,0.04220000,0,0,0,0.84794522,0,0,0,0.03672500,0,0.00170000,0,0.00055000,0,0,0,0,0.00140000,0,0.00110000,0,0.00000000,0,0,0.01780000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00080000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-21,0.34331892,0,0.98776000,2.29579494,22.61987500,0,0.01064167,0.00220000,1.23029662,0,0,0,0.00000000,0,0,0,0.01500000,0,0,0,0,0,0,0.00000000,0,0.02875000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05720000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-22,0.70172000,0,1.92511429,1.99351383,4.71941429,0,1.84810000,1.93220000,6.73364756,0,0,0,0,0,0.18260000,0,0.00000000,0,0,0,0,0,0,0.00250000,0,0.00805000,0,0,1.21280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-23,0.32444444,0,0.00095000,0.00104000,0.00155000,0,0,0.05830000,0.00454898,0,0,0,0,0,0.00075000,0,0.00000000,0,0,0,0,0,0,0,0,0.00155000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05810000,0,0,0,0,0,0.00390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-24,0.29586667,0,0.01972000,1.79574690,0.00000000,0,0,0.00640000,0.37524656,0,0,0,0,0,0.13345000,0,0.23780000,0,0,0,0,0,0,0,0,0.10250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-25,0.66885000,0,0.00000000,2.09232476,40.59915000,0,0.41580000,0.07093333,1.48192506,0,0,0,0,0,0.37720000,0,0,0,0.02437500,0,0,0,0,0,0,0.47670000,0,0,0,0,0,0,0,0,0,0,0.00140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-26,1.73078750,0,0.14500000,10.61843329,0.11980000,0,0.40610000,0.05125000,0.88381996,0,0,0,0,0,0.03820000,0,0.04975000,0,0.06784000,0,0,0,0,0,0,0.01804000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-27,1.63057273,0,0.03210000,16.36918527,6.40556000,0,0.77860000,0.00000000,0.90513834,0,0,0.83890000,0,0,0.02945000,0,0.13176429,0,0,0,0,0.00200000,0,0,0,0.00690000,0,0.00210000,0.00060000,0,0,0,0,0,0,0,1.62556667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00440000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-28,0.00326000,0,0.00211667,0.00445600,5.98445000,0,0.00000000,0.00000000,0.61584416,0,0,0.00000000,0,0,0.03375000,0,0.00397000,0,0,0,0,0,0,0,0,0.06030000,0,0,0,0,0,0,0,0,0,0,0.00110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-29,0.01222000,0,0.00000000,0.00976415,0.06330000,0.18580000,0,0,0.25317960,0,0,0.00000000,0.01360000,0,0.08895714,0,0.01115455,0,0,0,0,0.02835000,0,0,0,0.01220000,0,0.01768333,0.00510000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00720000,0,0,0.02723333,0,0,0,0,0,0.14707500,0.00810000,0,0.00328000,0,0,0,0,0
2012-11-30,0.00752174,0,0.00000000,0.05639667,0.45390000,0.05940000,0.06250000,0,0.73434565,0,0,0,9.06463333,0.01056250,0.05588571,0,0.08576250,0,0,0,0,0,0,0,0,0.05744000,0,0,0,0,0,0,0,0,0,0,0.00470000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0.06000000,0.00000000,0,0,0,0,0,0.13030000,0
2012-12-01,0,0,0,0.00142222,0.00000000,0.00000000,0.05780000,0.00230000,0.06123978,0,0,0.00080000,54.48810000,0.03000000,0.00000000,0,0.00190000,0,0,0,0,0.00080000,0,0,0,0.00060000,0,0.00290000,0,0,0,0,0,0,0,0,0.00030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02970000,0,0,0,0,0,0,0.00000000,0.00000000,0,0,0,0,0,0,0
2012-12-02,0,0,0,0.00369412,22.08055000,0.00000000,0.00000000,0.00000000,0.56301122,0,0,0.00000000,0.00000000,6.43790000,0.00000000,0,0.00000000,0,0,0,0,0.00000000,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58940000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-03,0,0,0,1.01765714,0.00000000,0,0,0.00000000,0.64716024,0,0,0,81.83170000,0.28796667,0.25970000,0,0.06191250,0,0,0,0,0.00000000,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0.01485000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0.16860000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-04,0,6.49110000,20.64670000,1.66230000,5.38835000,0,1.12680000,13.69690000,6.04873579,0,0,0,0.00000000,6.61077500,2.22390000,0,1.15286000,0,0,0,0,0,0,0,0,0.13085000,0,0,2.48015000,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-05,0,22.61890000,0.00000000,2.67138571,1.11360000,8.12835000,28.51000000,0.00000000,4.77362860,0,0,0,0,1.84650000,0.69015000,0,0.04375000,0,0,0,0,0,0,0,0,0.94280000,0,0.59068571,0.01860000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-06,92.50810000,9.75000000,0,0.01589583,11.37814000,9.31880000,2.03170000,0.00000000,4.63812462,0,0,0,0,1.87695000,11.85085000,0,3.06142500,0,0,0,0,2.75563333,0,7.95060000,0,3.52212727,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
