Day,[14] Wait Hours: Per Job,[1] Wait Hours: Per Job,[32] Wait Hours: Per Job,[26] Wait Hours: Per Job,[30] Wait Hours: Per Job,[22] Wait Hours: Per Job,[9] Wait Hours: Per Job,[13] Wait Hours: Per Job,[17] Wait Hours: Per Job,[4] Wait Hours: Per Job,[5] Wait Hours: Per Job,[16] Wait Hours: Per Job,[8] Wait Hours: Per Job,[6] Wait Hours: Per Job,[3] Wait Hours: Per Job,[19] Wait Hours: Per Job,[11] Wait Hours: Per Job,[2] Wait Hours: Per Job,[10] Wait Hours: Per Job,[24] Wait Hours: Per Job,[12] Wait Hours: Per Job,[20] Wait Hours: Per Job,[102] Wait Hours: Per Job,[7] Wait Hours: Per Job,[18] Wait Hours: Per Job,[15] Wait Hours: Per Job,[95] Wait Hours: Per Job,[27] Wait Hours: Per Job,[51] Wait Hours: Per Job,[28] Wait Hours: Per Job,[128] Wait Hours: Per Job,[64] Wait Hours: Per Job,[98] Wait Hours: Per Job
2013-12-01,0,4.66997879,0,0,0,0,0,0,0,1.47312222,0,4.88830000,0,0,8.90760000,0,0,7.59064286,4.77560000,0,0,0,0.04335000,0,0,0,0,0,0,0,0,0,0
2013-12-02,0,2.52457290,0,0,0,0,0,0,0,1.62787000,0,0.09610000,0.45805000,8.04560000,2.41624000,0,0,0.20033750,0.01440000,0,0,0,0.71182000,0,0,0,0.13750000,0,0.03406667,0,0,0,0
2013-12-03,0,0.09281585,0,0,0,0,0,0,0,0.04678889,0,0.03360000,0.06125000,0.00000000,0.02208333,0,0,0.03162365,0.01860000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-04,0,2.80708885,0.09420000,0,0,0,0,0,0,0.02039000,0,0,0.04755000,0.02253333,0.00000000,0,0,1.30644767,0,0,0,0,0.06314211,0,0,0,0,0,0,0,0,0,0
2013-12-05,0,0.13765887,0.01390000,0,0,0,0,0,0,0.02673750,0,0,0.06230000,0.00000000,0.01220000,0,0,0.03847556,0,0,0,0,0.19182857,0,0,0,0,0,0,0,0,0,0
2013-12-06,0,0.01927429,0,0,0,0,0,0,0,0.01780000,0,0,0.02190000,0.00000000,0.00000000,0,0,0.02069000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-09,0,0,0.00750000,0,0,0,0,0,0,0,0,0.00750000,0,0,0,0,0,0.90801429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-10,0,0,0.00156667,0,0,0,0,0,0,0.00220000,0,0.00250000,0,0,0,0,0,0.04764000,0,0,0,0,0.00276667,0,0,0,0,0,0,0,0.00250000,0.00203333,0
2013-12-11,0,0.01001200,0,0,0,0,0.00405000,0,0,0.00567647,0,0.00060000,0.01155000,0,0.00387500,0,0,0.00411321,0,0,0,0,0,0.00262000,0,0,0,0,0,0,0,0,0
2013-12-12,0,0.03506667,0.00860000,0,0,0,0,0,0,0.00587778,0.00140000,0.00890000,0.00420000,0,0.02017273,0,0,0.00132903,0.00080000,0,0,0,0,0.00296667,0,0,0,0,0,0,0,0,0
2013-12-13,0,2.87575213,0,0,0,0,0,0,0,2.52385455,0,6.11500000,3.34933333,0,0.12025000,0,0,0.61952785,0,0,0,0,7.42560000,1.00830000,0,0,0,0,0,0,0,0,0
2013-12-14,0.00330000,1.07906467,4.27220000,4.28560000,4.27920000,3.36220000,0,0,0,3.26417895,0,3.37560000,8.21282000,3.52830000,0.00080000,0,0,0.54104712,3.48960000,0,0,3.36890000,0.83352308,0.00000000,0,0,0,0,0,0,0,0,0.00140000
2013-12-15,0,0.01075000,0,0,0,0,0,0,0,0.02445000,0,0.00757500,0.03541111,0.00000000,0.07780000,0,0,0.05891471,0.00000000,0,0,0,0,0.00140000,0,0,0,0,0,0,0,0,0
2013-12-16,0,0.06377313,0,0,0,0,0,0,0,0.21327600,0,0.01816667,1.02106667,2.12028000,1.21629333,0,0,0.03041899,0.00000000,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0
2013-12-17,0,1.62443861,2.88170000,0,0,0,0,0,0,0.70874444,0,0.61250000,0.41884082,1.40443333,5.87720000,0,0,0.31891128,0.00000000,2.38440000,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0
2013-12-18,0,0.63464044,3.56125000,0,0,0,0,0,0,0.79292500,0,0.40872000,0.70721667,0.40054000,0.00000000,0,0,0.07341739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-19,0,0.02280813,0,0,0,0,0,0,0,0.02883500,0,0.00193333,0.02544583,0.00170000,0.01777143,0,0,0.00463097,0.00235000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-20,0,0.13943429,0,0,0,0,0,0,0,0.10485714,0,0.01140000,0.01848000,0.00140000,0.00195000,0,0,0.01128471,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-21,0,0.00452000,0.00234000,0,0,0,0,0,0,0.03265938,0,0.00270000,0.00361667,0.00000000,0.00190000,0,0,0.00342778,0.00000000,0.00110000,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-22,0,0.35357928,0.00080000,0,0,0,0,0,0,0.12587143,0,0.00000000,0.27680000,0.00000000,0.50680000,0,0,0.00396092,0.00110000,0.00306667,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-23,0,1.14101325,0,0,0,0,0,0,0,0.00437500,0,0.00190000,0.00794000,0,0.00000000,0,0,0.00905125,0.00172500,0.00865000,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-24,0,0.00500476,0.00916667,0,0,0,0,0,0,0.00491739,0,0.00810000,0.00838000,0,0.00500000,0,0,0.00671923,0.00190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-25,0,0.01497087,0,0,0,0,0,0,0,0.00673529,0,0.00835000,0.00915000,0,0.00000000,0,0,0.00432821,0.26080000,0,0,0.00140000,0,0,0,0,0,0,0,0,0,0,0
2013-12-26,0,0.07221085,0,0,0,0,0,0,0,0.00468077,0,0.00869565,0.00629302,0,0,0,0,0.00262211,0.00190000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0
2013-12-27,0,0.10930549,0,0,0,0,0,0,0,0.00810909,0,0,0.00527500,0,0,0,0,0.00215091,0.00125000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0
2013-12-28,0,0.00827105,0,0,0,0,0,0,0,0.00411429,0,0.00443333,0.04082000,0.00220000,0.00220000,0,0,0.03096462,0.00250000,0.00180000,0.00194444,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-29,0,0.02306278,0,0,0,0,0,0,0,0.07658750,0,0.05045000,0.03635000,0,0,0,0,0.06007143,0,0,0.00207500,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-30,0,0.05490274,0,0,0,0,0,0,0,0.30887778,0,0.18060000,0.04578333,0.00280000,0.02628571,0,0,0.07613607,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-31,0,0.05862341,7.27935000,0,0,0,0,0,0,0.32855000,0,0,1.16031667,5.68750000,0.00000000,0,0,0.08703962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-01,0,0.56438750,6.97500000,0,0,0,0,0,0,2.52464545,0,0,5.20328000,14.14780000,0,0,0,0.00385342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-02,0,0.05515317,2.77308750,0,0,0,0,0,0,0.01036667,0,0,0.20074118,0.00000000,0.07390000,0,0,0.00764894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-03,0,0.01944238,0.00190000,0,0,0,0,0,0,0.00375000,0,0,0.00161667,0.00180000,0,0,0,0.00425154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-04,0,0.25120736,0.00000000,0,0,0,0,0,0,3.72690000,0.34030000,0,0.00371667,0.00000000,0.00300000,0,0,0.81449385,0,0,0,0,0,0.00170000,0,0,0,0,0,0,0,0,0
2014-01-05,0,0.00544883,0.00170000,0,0,0,0,0,0,0.00655000,0,0,0.00555333,0,0.00320000,0,0,0.00254074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-06,0,0.00547288,0.00000000,0,0,0,0,0,0,0.00433333,0,0,0.01011579,0,0.00202105,0,0,0.00286615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-07,0,0.01001080,0.00000000,0,0,0,0,0,0,0.00318889,0,0,0.03127778,0,0.00380000,0,0,0.01197069,0.00182222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-08,0,0.06455365,0.00140000,0,0,0,0,0,0,0.00924894,0,0.00140000,0.00425556,0.00920000,0.00217222,0,0,0.01106518,0.14140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-09,0,0.07686636,0,0,0,0,0,0,0,0.01642432,0,0,0.00458000,0.00894000,0.00760000,0,0,0.01062865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-10,0,0.13302802,0.07360000,0,0,0,0,0,0,0.03965200,0.00470000,0.06140000,0.05682778,0.00980000,0.03857273,0,0,0.00650687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-11,0,0.12746934,0.00330000,0,0,0,0,0,0,0.00764286,0,0,0.04570000,0.00875000,0.00380000,0,0,0.00789857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-12,0,0.01363982,0,0,0,0,0,0,0,0.00707500,0,0,0.01365714,0.00443333,0.00372500,0,0,0.00599143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-13,0,0.01144924,0,0,0,0,0,0,0,0.03459231,0,0.07190000,0.00740000,0.01060000,0.01681481,0,0,0.00480853,0.00250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-14,0,0.12079694,0,0,0,0,0,0,0,0.03663571,0,0.00000000,0.03356000,0.00810000,0.01156000,0,0,0.00947000,0.00557500,0,0.01060000,0,0,0,0.00920000,0.00810000,0,0,0,0,0,0,0
2014-01-15,0,0.17045199,0.00500000,0,0,0,0,0,0,0.11321250,0.00190000,0,0.13746875,0,0.02840526,0,0,0.04230278,0.00170000,0.00750000,0,0,0,0,0.00000000,0.00000000,0,0,0,0,0,0,0
2014-01-16,0,0.11199762,0.00110000,0,0,0,0.00890000,0,0,0.18446765,0.00545000,0.31985000,0.34771111,0.00940000,0.23512500,0,1.71670000,0.02247333,0.14723333,0.00000000,0,0,0,0.00860000,0.00000000,0,0,0,0,0,0,0,0
2014-01-17,0,0.77066261,0.52050000,0,0,0,0,0,0,3.29658571,1.41830000,0.00000000,2.63704167,2.25190000,0.89420000,0,0.00000000,0.39818942,0.00000000,0,0,0,0,2.34390000,0,0,0,0,0,0,0,0,0
2014-01-18,0,0.01256183,0.00833333,0,0,0,0,0,0,0.58961111,0.00875000,0.00000000,0.09080000,0.00850000,0.19167500,0,0,0.06468684,0.00830000,0,0,0,0,0.00000000,0.00810000,0,0,0,0,0,0,0,0
2014-01-19,0,0.38778790,1.16440000,0,0,0,0,0,0,0.01250000,0.00000000,0.11610000,0.43576000,0.01360000,0.00953333,0,0,0.12868554,0.00000000,0,0.00690000,0,0,0.01060000,0.00000000,0,0,0,0,0,0,0,0
2014-01-20,0,0.20987028,0.00540000,0,0,0,4.72995000,0,0,1.67730909,0,0.00000000,5.22031667,6.78500000,3.90110000,0,0,0.44042388,0,0,0.00000000,0,0,0.00000000,0,0,0,0,0,0,0,0,0
2014-01-21,0,0.28212099,0.00507500,0,0,0,0.00000000,0,0,0.00455517,0.36966250,0.00667500,0.71628889,0.00000000,0.02433333,0,0,0.03098273,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0
2014-01-22,0,0.31242130,0.73625000,0,0,0,0,0,0,0.66674286,0.78267692,0.42460000,0.30461000,0.37723333,0.60902500,0,0,4.89593576,0.00620000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-23,0,0.26060329,0.30980769,0,0,0,0.19936667,0,0,0.02529630,0.00555000,0.26190000,0.05299167,0.01195000,0.00000000,0,0,0.01140319,0.00000000,0.88690000,0,0,0,0.00670000,0,0,0,0,0,0,0,0,0
2014-01-24,0,0.10115831,0.55140000,0,0,0,0,0,0,0.12930500,0.03250000,0.00695000,0.00642222,0,0.01060000,0,0,0.01714419,0,0.00715000,0,0,0,0.16780000,0,0,0,0.07220000,0,0,0,0,0
2014-01-25,0,0.93612509,0.58472857,0,0,0,0,0,0,0.00356471,0.00940000,0.00314615,0.08811364,0.00920000,0.00000000,0,0,0.07589848,0,0.17044667,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0
2014-01-26,0,0.73332956,0.00897500,0,0,0,0,0,0,0.02839189,0,0.00000000,0.04754375,0,0.00310000,0,0,0.01088429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-27,0,1.53980376,0.01070000,0,0,0,0,0,0,1.22786875,0,0.00000000,2.90014000,0,3.12543333,0,0,0.54265647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-28,24.49820000,4.54965776,10.66110000,0,0,0,0,0,0,9.27560000,0,16.91110000,20.39770000,0,10.28770000,0,0,2.14076290,1.78580000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-29,39.40445000,5.32495795,0.00000000,0,0,0,0,0,0,20.78526500,0,0.00000000,10.44823077,0,19.76330000,0,0,5.94633836,1.54220000,0,2.49541667,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-30,52.39470000,9.15772319,0.00000000,0,0,0,0,0,0,16.77082414,0,0.00000000,3.74718125,0.12432000,6.54238000,0,0.00440000,13.67105839,0,9.42970000,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-31,0,6.71572393,0,0,0,0,0,0,0,3.26216000,1.56940000,2.70250000,2.33020000,0,2.55406429,0,0,22.34129563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
