title
"Wait Hours: Per Job: by Node Count"
parameters
"Resource =  SDSC-GORDON"
start,end
2015-02-01,2015-07-31
---------
Day,"[9] Wait Hours: Per Job","[13] Wait Hours: Per Job","[10] Wait Hours: Per Job","[18] Wait Hours: Per Job","[5] Wait Hours: Per Job","[54] Wait Hours: Per Job","[16] Wait Hours: Per Job","[25] Wait Hours: Per Job","[46] Wait Hours: Per Job","[12] Wait Hours: Per Job","[8] Wait Hours: Per Job","[64] Wait Hours: Per Job","[23] Wait Hours: Per Job","[63] Wait Hours: Per Job","[15] Wait Hours: Per Job","[59] Wait Hours: Per Job","[1] Wait Hours: Per Job","[2] Wait Hours: Per Job","[69] Wait Hours: Per Job","[4] Wait Hours: Per Job","[61] Wait Hours: Per Job","[100] Wait Hours: Per Job","[6] Wait Hours: Per Job","[32] Wait Hours: Per Job","[19] Wait Hours: Per Job","[55] Wait Hours: Per Job","[118] Wait Hours: Per Job","[14] Wait Hours: Per Job","[7] Wait Hours: Per Job","[11] Wait Hours: Per Job","[79] Wait Hours: Per Job","[96] Wait Hours: Per Job","[31] Wait Hours: Per Job","[44] Wait Hours: Per Job","[42] Wait Hours: Per Job","[50] Wait Hours: Per Job","[20] Wait Hours: Per Job","[53] Wait Hours: Per Job","[93] Wait Hours: Per Job","[128] Wait Hours: Per Job","[113] Wait Hours: Per Job","[88] Wait Hours: Per Job","[34] Wait Hours: Per Job","[38] Wait Hours: Per Job","[51] Wait Hours: Per Job","[28] Wait Hours: Per Job","[24] Wait Hours: Per Job","[41] Wait Hours: Per Job","[21] Wait Hours: Per Job","[48] Wait Hours: Per Job","[90] Wait Hours: Per Job","[36] Wait Hours: Per Job","[30] Wait Hours: Per Job","[60] Wait Hours: Per Job","[35] Wait Hours: Per Job","[80] Wait Hours: Per Job","[74] Wait Hours: Per Job","[3] Wait Hours: Per Job","[43] Wait Hours: Per Job","[22] Wait Hours: Per Job","[37] Wait Hours: Per Job","[45] Wait Hours: Per Job","[70] Wait Hours: Per Job","[40] Wait Hours: Per Job","[26] Wait Hours: Per Job","[65] Wait Hours: Per Job","[68] Wait Hours: Per Job","[87] Wait Hours: Per Job","[33] Wait Hours: Per Job","[81] Wait Hours: Per Job","[29] Wait Hours: Per Job","[27] Wait Hours: Per Job","[17] Wait Hours: Per Job","[85] Wait Hours: Per Job","[52] Wait Hours: Per Job"
2015-03-23,0.32390000,0,0.00610000,0,0.01031429,0,0.00594000,0,0,0,1.76300392,0,0,0,0,0,1.47255801,7.76095102,0,0.87174524,0,0,0.50042500,0.33460000,0,0,0,0,0.00323333,0,0,0,0,0,0,0,0.00440000,0,0,0,0,0,0,0,0,0.00720000,0.00500000,0,0,0,0,0,0,0,0,0,0,0.09553000,0,0,0,0,0,0.34527500,0,0,0,0,0,0,0,0,1.66060000,0,0
2015-03-24,0.02575000,0,0.01323333,0,1.78107500,0,11.46155000,0,0,0,5.96738182,0,0,0,0,0,1.74631864,3.69555113,0,1.23522800,0,0,0.37636429,0.17182857,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0.09894000,0,0,0,0,0,0,0,0,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0.34335000,0,0,0,0,0,0.53823333,0,0,0,0,0,0,0,0,0,0,0
2015-03-25,0,0,1.57230000,0,0.09285000,0,0.08962000,0,0,0,2.88056207,0,0,0,0,0,3.48944280,1.75307162,0,2.17309872,0,0,4.12286667,1.01316000,0,0,0,0,1.07720000,0,0,0,0,0,0,0,0.10207500,0,0,0,0,0,0,0,0,0.37580000,0,0,0,0,0,0,0,0,0,0,0,0.26990455,0,0,0,0,0,0.34936667,0,0,0,0,0,0,0,0,0,0,0
2015-03-26,0,0,0,0,0.78355333,0,10.07360000,0,0,0.07060000,6.39007059,0,0,0,0,0,8.47841011,4.76969615,0,6.14707576,0,0,4.46367143,0.10385556,0,0,0,0,6.99235000,0,0,0,0,0,0,0,0.06156000,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0.56272500,0,0,0,0,0,0.35390000,0,0,0,0,0,0,0,0,0,0,0
2015-03-27,0,0,0,0,2.18491429,0,1.19880000,0,0,0,9.81477931,0,0,0,0,0,2.01259529,4.23202419,0,4.30899524,0,0,5.47997000,2.90136111,0,0,0,0,0.00000000,0,0,0,10.37970000,0,0,0,0,0,0,0,0,0,0,0,0,1.78970000,0,0,1.49720000,0,0,0,0,0,0,0,0,1.78845000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-28,0,0,0.01420000,0,0.25290000,0,4.77862000,0,0,0,5.10917500,0,0,0,0,0,0.41991713,2.88909649,0,1.19288235,0,0,7.87742500,0.75169091,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0.01083333,0,0,0,0,0,0,0,0,0.00000000,0,0,0.00000000,0,0,0,0,0,0,0,0,0.00570000,0,0,0,0,0,0.12280000,0,0,0,0,0,0,0,0,0,0,0
2015-03-29,0,0,0,0.00440000,6.75244000,0,0.00804000,0,0,0,2.09513824,0,0,0,0,0,0.05485866,2.74104110,0,1.62843793,0,0,0.00000000,6.08713333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00720000,0,0,0,0,0,0,0,0,0,0,0,7.40853333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-30,0.00690000,0.69030000,0.15463333,0.46906667,0.76166667,0,0.10296667,0,0,0.72690000,0.85394333,0.54890000,0,0,0.63500000,0,0.35187586,0.99734315,0,0.10422083,0,0,0.11970000,0.34098889,0.75470000,0,0,0.65360000,0.11110000,0.77440000,0,0,0,0,0,0,0.15550000,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0.00580000,0,0,0,0,0,0.00750000,0,0,0,0,0,0,0,0,0,0,0
2015-03-31,0,0,0,0.01060000,0.50985385,0,0.61432500,0,0,0,2.06556557,1.73953333,0,0,0,0,0.28984728,0.85450045,0,0.37494348,0,0,2.41940000,0.00000000,0,0,0,0,0.00000000,0,0,0,0,0,0,0,18.86940000,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0.40333333,0,0,0,0,0,0.38580000,0,0,0,0,0,0,0,0,0,0,0
2015-04-01,0.30253500,0,0.01140000,0,0.82056667,0,9.61280000,0,0,0,6.37441356,0.36670000,0,0,0,0,0.19165817,1.18429730,0,0.11243945,0,0,0.26390000,0.00000000,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0.18236667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23649000,0,0,0,0,0,0.48920000,0,0,0,0,0,0,0,0,0,0,0
2015-04-02,3.79221875,0,0,0.04000000,0.25016667,0,0.74974000,0,0,0,6.74330000,0.33190000,0,0,0,0,0.66851309,1.86065410,0,0.93082073,0,0,0.00000000,1.79838333,0,0,0,0,0,0,0,0,0,0,0,0,0.88812857,0,0,0,0,0,0,0,0,34.61810000,0.80890000,0,0,0,0,0,0,0,0,0,0,0.03310000,0,0,0,0,0,0.62470000,0,0,0,0,0,0,0,0,0,0,0
2015-04-03,0,0,0,0,0.92452500,0,2.18878000,0,0,0,12.56154524,0.13060000,0,0,0.00360000,0,0.27984266,2.35118148,0,5.32164353,0,0,0.01890000,0.02260000,0,0,0,0,6.05563333,0.70330000,0,0,0,0,0,0,0.06183333,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,1.09110000,0,0,0,0,0,0.01396667,0,0,0,0,0,0,0,0,0,0,0
2015-04-04,0.00970000,0,0,0,13.30430000,0,4.24400000,0,0,0,1.35485000,0.00000000,0,0,1.18797500,0,0.10414151,1.30120455,0,0.23384000,0,0,0,0.00000000,0,0,0,0,0.00000000,0.00000000,0,0,0,0,0,0,0.28405000,0,0,0,0,0,0,0,0,0.00560000,0,0,0,0,0,0,0,0,0,0,0,0.00800000,0,0,0,0,0,3.95690000,0,0,0,0,0,0,0,0,0,0,0
2015-04-05,0.00000000,0,0.00542500,0,0.05500000,0,0.04862500,0,0,0,2.97348148,0,0,0,0.00000000,0,0.41512615,0.91289286,0,0.01194464,0,0,0.00310000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00620000,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0.00440000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-06,0.00560000,0,0.00610000,0,9.19585000,0,0.00430000,0,0,0,5.16859400,0,0,0,0,0,0.20366444,1.30867759,0,0.03021963,0,0,0.00280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00640000,0,0,0,0,0,0,0,0,0.00810000,0,0,0,0,0,0,0,0,0,0,0,0.00528571,0,0,0,0,0,0.00373333,0,0,0,0,0,0,0,0,0.03034000,0,0
2015-04-07,0,0,0.00580000,0,0.23288571,0,0.00710000,0,0,0.00360000,4.83489118,0,0,0,0,0,0.47886335,1.12678710,0,0.59613333,0,0,2.13530000,0,0,0,0,0,1.53430000,0,0,0,0,0,0,0,0.03625000,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,1.12585714,0,0,0,0,0,0.00970000,0,0,0,0,0,0,0,0,0.00453333,0,0
2015-04-08,0,0,1.31146667,0,86.25890000,0,10.10803333,0,0,0.00000000,5.34123636,0,0,0,0,0,2.61070476,2.02124821,0,2.51770769,0,0,1.13875000,0.46250000,0,0,0,0,0.10970000,0,0,0,0,0,0,0,0.96611000,0,0,0,0,0,0,0,0,0.12250000,0.13335000,0,0,0,0,0,0,0,0,0,0,0.59738667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46520000,0,0
2015-04-09,1.15646667,0,14.28970000,0,1.18326667,0,6.49250000,0,0,0.00000000,14.58020769,0,0,0,0,0,3.02277726,2.09890163,0,4.79366808,0,0,1.00046667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32834000,0,0,0,0,0,0,0,0,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,1.19971667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17680000,0,0
2015-04-10,0.01140000,0,1.50252000,0,25.58300000,0,0,0,0,0,0.01941250,0,0,0,0,0,2.34558873,1.42638496,0,1.34063625,0,0,0.29140000,0.06220000,0,0,0,0,2.37083333,0,0,0,0,0,0,0,0.54320000,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0.02660000,0,0,0,0,0,0.31920000,0,0,0,0,0,0,0,0,0,0,0
2015-04-11,0,0,1.11323333,0,0.83390000,0,18.93695000,0,0,0,2.04030000,0,0,0,0,0,1.81433462,3.10466615,0,1.07865055,0,0,0.00000000,0,0,0,0,0,1.04260000,0,0,0,0,0,0,0,0.01522000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14700000,0,0,0,0,0,0.06103333,0,0,0,0,0,0,0,0,0.27000000,0,0
2015-04-12,0,0,0,0,3.93313333,0,0,0,0,0,2.32914545,0,0,0,0,0,5.88210380,8.29058495,0,13.99096400,0,0,2.80570000,0,0,0,0,0,8.91860000,0,0,0,0,0,0,0,1.04166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54637000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52780000,0,0
2015-04-13,0,0,17.01110000,0,26.30945000,0,19.34680000,0,0,9.21652500,4.24536279,0,0,0,0,0,4.07885748,3.65535243,0,2.18815063,0,0,2.85374000,0,0,0,0,0,5.70636250,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82710000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-14,0,0,3.30835000,0,0.00000000,0,5.90985000,0,0,3.26290000,8.66690244,0,0,0,14.69312500,0,3.79919694,4.45403855,0,3.63703500,0,0,4.62860000,0,0,0,0,0,5.68085000,0,0,0,0,0,0,0,1.59611667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96962500,0,0,0,0,0,0.53530000,0,0,0,0,0,0,0,0,0.08073333,0,0
2015-04-15,0,0,2.61778000,0,26.55625000,0,18.82630000,0,0,23.09330000,13.67603871,0,0,0,30.28922500,0,4.22706483,3.48410806,0,3.24381667,0,0,5.47507500,0,0,0,0,0,7.22692500,0,0,0,0,0,0,0,1.03275000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07925000,0,0,0,0,0,1.76220000,0,0,0,0,0,0,0,0,1.02406667,0,0
2015-04-16,0.05546667,0,0.00420000,0,0.00580000,0,14.69456667,0,0,1.28478000,2.47935926,0,0,0,0.06506667,0,0.09551967,1.07494626,0,0.87325970,0,0,0.06843333,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0.38898333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01615000,0,0,0,0,0,0.29640000,0,0,0,0,0,0,0,0,0.05100000,0,0
2015-04-17,0.00000000,0,0,0,5.78523750,0,0.00000000,0,0,3.56335000,4.19934545,0,0,0,0.00000000,0,0.96634298,2.81031750,0,3.28828704,0,0,0.66332500,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00656667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59402125,0,0,0,0,0,1.44640000,0,0,0,0,0,0,0,0,0,0,0
2015-04-18,0,0,3.63195000,0,0.00000000,0,9.65883333,0,0,0.19670000,9.15207895,0,0,0,0,0,0.69768194,4.22687541,0,1.26377813,0,0,0.00360000,0.07805000,0,0,0,0,0,0,0,0,0,0,0,0,0.00390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01307018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-19,0,0,0.00555000,0,0.00330000,0,2.23420000,0,0,0.00280000,0.00583333,0,0,0,0,0,0.02630987,1.13945315,0,2.44494318,0,0,0.00390000,0,0,0,0,0.00500000,0,0,0,0,0,0,0,0,0.00556667,0,0,0,0,0,0,0,0,0.00640000,0,0,0.00415000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-20,0,0,0.00000000,0,0.00610000,0,0.00360000,0,0,0.00000000,2.83861163,0.00360000,0,0,0,0,0.07740204,0.33605256,0,0.00507568,0,0,0.03350000,0.09146000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0.30360000,0,0,0,0,0,0,0,0,0,0,0,0.01903774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-21,0,0,2.16596000,0,4.06610000,0,0.00555000,0.12610000,0,0.00000000,6.50318710,0,0,0,0,0,0.63129127,4.38712133,0,4.96328958,0,0,0.35601667,0.32051667,0,0,0,0,0,0,0,0,0,0,0,0,0.27645000,0,0,0,0,0,2.14884737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46290000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-22,0,0,9.37525000,0,0.00000000,0,13.71585000,16.16625882,0,0,8.95992813,1.57390000,0,0,0,0,2.34385070,3.62064466,0,1.24968714,0,0,1.04792500,0.41484286,0,0,0,0,0,0,0,0,0,0,0,0,0.86260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41648621,0,0,0,0,0,0.94780000,0,0,0,0,0,0,0,0,0,0,0
2015-04-23,0,0,12.93210000,0,0.37480000,0,24.06880000,2.71132564,0,0,11.10237561,0.90500000,0,0,0,0,4.20653143,13.68180788,0,6.70740200,0,0,1.61288000,0.36445000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.60390000,0,0,0,0,1.36697500,0,0,0.32190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-24,0,0,0.00000000,0,0.84910000,0,10.54820000,2.29183214,0,5.04810000,5.66832174,0.52690000,0,0,0,0,6.34469505,25.13557870,0,1.07798041,0,0,0.00000000,0.27110000,0,0,0,2.96390000,0,0,0,0,0,0,0,0,0.26720000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48310000,0,0,0,0,0.36544000,0,0,0,0,0,0.38750000,0,0,0,0,0.68140000,0,0,0,0,0,0
2015-04-25,0,0,0,0,0,0,0,23.20445000,0,0.28443333,9.44543750,0,0,0,0,0,10.45239957,11.67245455,0,0.91279091,0,0,0.15705000,0.01473333,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0.02170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74478000,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0
2015-04-26,0,0,0,0,1.52615000,0,20.89082857,40.08838333,0,2.56670000,1.49278000,0,0,0,0,0,0.28457407,2.25001897,0,0.34583111,0,0,0.01860000,0.00000000,0,0,0,8.77015000,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07983000,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0
2015-04-27,0,0,0,0,1.54875000,0,6.93147500,17.32680000,0,0,2.27198500,0,0,0,0,0,0.92247072,1.19789403,0,0.40205217,0,0,0.44083333,1.58573333,0,0,0,0.02725000,0,0,0,0,0,0,0,0,0.27960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92111667,0,0,0,0,0,1.40610000,0,0,0,0,1.64690000,0,0,0,0,0,0
2015-04-28,0,0,0,0,2.83193333,0,7.44521250,42.28070000,0,2.75720000,15.86687143,0,0,0,0,0,1.74141782,0.82619186,0,2.01480000,0,0,12.74720000,0.52345000,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0.48760000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15410000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-29,0,0,0,0,3.42665000,0,16.79370000,30.12840000,0,0,16.01477000,2.93860000,0,0,0,0,4.07211614,2.56652969,0,5.21959444,0,0,2.56068000,1.27737500,0,0,0,0.00000000,8.59750000,0,0,0,0,0,0,0,2.30670000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-30,0,0,0,0,3.15610000,0,10.56560000,16.58765000,0,0,20.78447813,1.26330000,0,0,0,0,7.25259035,2.28169178,0,4.79294412,0,0,5.43306000,5.71953333,0,0,0,2.72220000,1.86670000,0,0,0,0,0,0,0,0.32760000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0.86970000,0,0,0,0,1.39860000,0,0,0,0,0,0
2015-05-01,0,0,34.65500000,0,0.00000000,0,58.40180000,34.10080000,0,0,18.65949167,1.20280000,0,0,0,0,8.30393055,1.93308082,0,11.71836774,0,0,2.51973333,2.48485000,0,0,0,0,0,0,0,0,0,0,0,0,0.62890000,0,0,0,0,0,0,0,0,0.83360000,0,0,0,0,0,0,0,0,0,0,0,3.27470000,0,0,0,0,0,1.81470000,0,0,0,0,2.89440000,0,0,0,0,0,0
2015-05-02,0,0,10.31640000,0,5.25080000,0,28.13544000,0,0,0,21.48599744,0,0,0,0,0,26.01793281,2.04266481,0,2.89630769,0,0,3.51755000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00710000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-03,0,0,0.00830000,0,0,0,3.45381379,0,0,0,9.36723462,0,0,0,0,0,0.01861080,0.00928571,0,0.00685000,0,0,0.00702500,0.00600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-04,0.00560000,0,0.15450000,0,0.00472727,0,1.74859000,0.00830000,0,0,2.46560435,0.00580000,0,0,0,0,0.52036813,0.10542911,0,2.29244545,0,0,0.00000000,0.22653333,0.06527778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50516667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-05,0,0,2.91310000,0,0.00000000,0,19.54155833,17.64905000,0,0,12.99270323,0,0,0,0,0,0.83213816,0.39707006,0,2.05495429,0,0,4.66655000,3.44220000,1.81071667,0,0,0,0,0,0,0,0,0,2.97478750,0,0.15950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-06,0,0,0,0,0.00000000,0,4.62881333,41.07680000,0,0,14.25380000,4.93830000,0,0,0,0,0.66836401,0.48067813,0,5.73636000,0,2.14103000,0.00000000,0.00690000,0,0,0,0,6.73000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60661667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-07,0.04320000,0,0,0,3.29356429,0,4.59234000,32.99710000,0,0,10.68922830,0.76902500,0,0.89220000,0,0,3.66136901,5.15220154,0,8.13059545,0,4.54798500,1.40486667,0.00000000,1.65180625,0,0,0,2.51445000,0,0,0,0,0,0.52640000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18436667,0,0,0,0.12360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04333333,0,0
2015-05-08,0,0,0,0,0.01186667,0,1.39235000,4.17610952,0,0,10.06633455,0.00000000,0,0.00000000,0,0,1.44150204,0.03547500,0,0.06665526,0,0.16030000,0.00000000,0,0.35562500,0,0,0,0.01155000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0.00713333,0,0,0,0,0,0.81840000,0,0,0,0,0,0,0,0,0.26333333,0,0
2015-05-09,0,0,0,0,0.10318750,0,0.00710000,20.07632500,0,0,17.26491750,0,0,0,0,0,0.01403566,0.03551951,0,0.04464706,0,0,0.00000000,0,0.14659474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0.01066000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-10,0,0,0.01516000,0,0.02147500,0,0.01826667,36.53860000,0,0,4.29218889,0,0,0,0,0,0.05844486,0.14207907,0,0.02710526,0,0,0,0.02420000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02520000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01716000,0,0
2015-05-11,0,0,0,0,26.62250000,0,14.17812500,76.07335000,0,0,14.34785000,0.01860000,0,0,0,0,10.19676575,19.82130167,0,31.27489783,0,8.95722857,45.06570000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.75110000,0,0,0,19.34666250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00977609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-13,0,0,0,0.65033333,0.00360000,0,0.19652857,0.02930000,0,0,0.94475809,0,0,0,0,0,0.32035401,0.80704317,0,0.26742932,0,0.14720000,0.00374444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00380000,0,0,0,0.01198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-14,0,0,0,9.14041625,0,0,2.77936429,21.49742500,0,0,2.59563256,0,0,0,0,0,3.15842175,4.62399810,0,3.97070400,0,10.87930000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92188000,0,0,0,0.06118421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-15,0,0,1.63170000,20.80504516,0,0,6.44403333,41.76820000,0,0,11.27179167,0,0,0,0,0,5.79709507,19.00235714,0,6.50395000,0,0,0.00000000,0,0,0,0,11.64330000,0,0,0,2.56945000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71383000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-16,0.02170000,0,4.18360000,46.07427391,24.19000000,0,2.95312200,0.92390000,0,0,22.28385333,5.36915000,0,0,0,0,13.19960227,7.84547903,0,26.37464615,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.67080000,0,0,0,26.53085000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-17,1.65100000,0,10.09170000,66.42153846,40.05796667,0,5.94131667,24.23110000,0,0,36.66872308,0.00000000,0,0,0,0,18.26024701,6.57013767,0,34.84923636,0,0,23.71686667,0,0,0,0,0,0,0,0,3.85930000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,2.75305833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-18,0,0,0,0.00000000,71.77456000,0,0.01890000,32.49120000,0,0,18.00738537,10.96720000,0,0,0,0,16.58256636,24.88492398,0,18.38358100,0,0,6.30110000,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,7.78930000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66406667,0,0,0,3.07110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-19,0,0,0,0,11.80500000,0,5.07160000,33.68720000,0,20.48170000,7.23556667,2.15266667,0,0,0,0,15.76552563,16.83932817,0,31.34926452,0,0,11.65180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18470000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11030000,0,0,0,2.29220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-20,0,0,0,0,0.00000000,0,13.48391667,59.58305000,0,0,15.05417500,3.89594000,0,0,0,0,12.74114885,22.87471486,0,37.02092000,0,0,18.40250000,0,0,0,0,0,11.39335000,0,0,0,0,0,0,0,2.52420000,1.51860000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,3.42172500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-21,0,0,0,0,59.45890000,0,12.86046667,6.87100000,0,0,41.71630385,3.57610000,0,0,0,0,5.38287915,23.27478462,0,56.40056154,0,0,6.15655000,0,1.36100000,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
