title
"Wait Hours: Per Job: by Node Count"
parameters
"Resource =  SDSC-GORDON"
start,end
2014-08-01,2015-01-31
---------
Day,"[13] Wait Hours: Per Job","[6] Wait Hours: Per Job","[8] Wait Hours: Per Job","[12] Wait Hours: Per Job","[60] Wait Hours: Per Job","[25] Wait Hours: Per Job","[16] Wait Hours: Per Job","[15] Wait Hours: Per Job","[20] Wait Hours: Per Job","[14] Wait Hours: Per Job","[38] Wait Hours: Per Job","[18] Wait Hours: Per Job","[42] Wait Hours: Per Job","[10] Wait Hours: Per Job","[1] Wait Hours: Per Job","[7] Wait Hours: Per Job","[3] Wait Hours: Per Job","[103] Wait Hours: Per Job","[28] Wait Hours: Per Job","[50] Wait Hours: Per Job","[86] Wait Hours: Per Job","[65] Wait Hours: Per Job","[22] Wait Hours: Per Job","[4] Wait Hours: Per Job","[68] Wait Hours: Per Job","[93] Wait Hours: Per Job","[36] Wait Hours: Per Job","[44] Wait Hours: Per Job","[52] Wait Hours: Per Job","[26] Wait Hours: Per Job","[128] Wait Hours: Per Job","[11] Wait Hours: Per Job","[30] Wait Hours: Per Job","[2] Wait Hours: Per Job","[5] Wait Hours: Per Job","[54] Wait Hours: Per Job","[19] Wait Hours: Per Job","[74] Wait Hours: Per Job","[94] Wait Hours: Per Job","[27] Wait Hours: Per Job","[64] Wait Hours: Per Job","[9] Wait Hours: Per Job","[96] Wait Hours: Per Job","[24] Wait Hours: Per Job","[126] Wait Hours: Per Job","[40] Wait Hours: Per Job","[48] Wait Hours: Per Job","[39] Wait Hours: Per Job","[35] Wait Hours: Per Job","[31] Wait Hours: Per Job","[49] Wait Hours: Per Job","[256] Wait Hours: Per Job","[32] Wait Hours: Per Job","[56] Wait Hours: Per Job","[112] Wait Hours: Per Job","[17] Wait Hours: Per Job","[29] Wait Hours: Per Job","[46] Wait Hours: Per Job","[33] Wait Hours: Per Job","[55] Wait Hours: Per Job","[51] Wait Hours: Per Job","[43] Wait Hours: Per Job","[76] Wait Hours: Per Job","[34] Wait Hours: Per Job","[41] Wait Hours: Per Job","[100] Wait Hours: Per Job","[53] Wait Hours: Per Job"
2014-09-28,0,5.77060000,81.87406000,37.28420000,0,0,103.25380000,0,0,0,10.85440000,0,0.59220000,0.00000000,107.07695477,0,0,0,0,0,0,0,0,72.50753333,0,0,0,0,0,0,0,0,0,16.57287333,0,0,0,0,0,0,0,0,0,0,0,1.68972500,0,0,0,0,0,0,1.03120816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-29,0,0,18.71773438,0.00000000,0,0,5.95187273,0,0,0,10.59780000,0,3.22780000,0,57.67427746,0,0.01250000,0,0,0,0,0,0,0.97199259,0,0,0,0,0,0,0,0,0,1.13403636,0,0,0,0,0,0,1.37406667,0,0,0,0,1.16625000,0,0,0,0,0,0,1.68952593,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-30,0,12.94944286,18.54824138,29.07660000,0,0,26.29030000,0,0,0,14.67830000,0,6.40690000,0,46.30543441,0,0.07120000,0,0,0,0,0,0,14.63589231,0,0,0,0,0,0,0,0,0,8.17479143,0,0,0,0,0,0,0.67500000,3.32220000,0,0,0,2.11556667,0,0,0,0,0,0,1.28032292,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-01,0,12.25250000,9.44887500,39.66720000,0,0,26.23122500,0,0,0,14.28720000,0,19.38170000,0,47.42698256,7.66280000,0,0,0,0,0,0,0,35.38253768,0,0,0,0,0,0,0,0,0,25.44157041,0,0,0,0,0,0,0.92610000,2.65330000,0,0,0,0.95280000,0,0,0,0,0,0,0.82258857,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-02,0,10.55812500,6.91441250,21.18585000,0,0,27.35906667,0,0,0,0,0,5.72390000,0,26.83587209,0,0,0,0,0,0,0,0,1.74761500,0,0,0,0,0,0,0,0,0,11.70254416,0,0,0,0,0,0,1.71362500,24.71190000,0,0,0,2.39907500,0,0,0,0,0,0,1.06233673,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-03,0,3.46512000,4.87740556,30.93924000,0,0,10.57036667,0,0,0,0,0,9.43280000,0,40.74434425,19.06080000,2.14985000,0,0,0,0,0,0,2.22391000,0,0,0,0,0,0,0,0,0,2.28149200,0,0,0,0,0,0,0.42410000,0.00000000,0,0,0,0.68470000,0,0,0,0,0,0,0.85861795,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-04,0,0.00000000,6.22289167,9.00430000,0,0,16.05272500,0,0,0,0,0,2.11330000,0,36.63627057,0,4.79996000,0,0,0,0,0,0,2.82139375,0,0,0,0,0,0,0,0,0,1.18830000,2.10896667,0,0,0,0,0,0.00000000,0,0,0,0,0.24665000,0,0,0,0,0,0,0.54162353,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-05,0,0,5.89671429,15.26220000,0,0,136.31110000,0,0,0,0,0,3.51690000,0,45.22650164,0,5.49246250,0,0,0,0,0,0,0.53652941,0,0,0,0,0.76760000,0,0,0,0,1.62277500,1.64235000,0,0,0,0,0,0.36940000,0,0,0,0,0.00000000,0,0,0,0,0,0,0.60578611,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-06,0,6.00300000,5.77855758,21.69550000,0,0,19.67140000,0,0,0,0,0,0.06060000,0,7.47575270,0,15.50288000,0,0,0,0,0,0,3.81020909,0,0,0,0,4.01500000,0,0,0,0,2.21438769,5.32813333,0,0,0,0,0,0.80220000,0,0,0,0,0.85382000,0,0,0,0,0,0,1.11819231,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-07,0,2.90606667,15.68713750,22.28880000,0,0,31.45690000,0,0,0,0,0,0.00000000,0.25580000,12.12829576,0.03220000,14.74070000,0,0,0,0,0,0,0.90191200,0,0,0,0,0.00000000,0,0,3.30110000,0,1.10846667,0.19250000,0,0,0,0,0,1.49390000,0.07570000,0,0,0,0.84250000,0,0,0,0,0,0,0.62140541,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-08,0,13.73954000,12.96215357,13.81536667,0,0,23.56528333,0,0,0,0,0,0,0,25.68787644,0,7.88494667,0,0,0,0,0,0,18.17469107,0,0,0,0,0,0,0,0,0,11.20458916,0,0,0,0,0,0,1.15360000,0.40280000,0,0,0,0.00000000,0,0,0,0,0,0,0.53940789,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-09,0,8.65681250,7.48574800,5.79462222,0,0,41.92502500,0,0,0,0,0,0,0,14.89901308,0,92.30573333,0,0,0,0,0,0,0.75022000,0,0,0,0,0,0,0,0,0,1.11751852,0,0,0,0,0,0,0.00000000,0,0,0,0,0.25443333,0,0,0,0,0,0,0.13091867,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-10,0,24.49278333,4.71308261,1.65278000,0.46110000,0,42.61357143,0,0,0,0,0,0,0,10.12709698,0,15.81333636,0,0,0,0,0,0,1.53769643,0,0,0,0,0,0,0,3.67140000,0,0.43234098,0,0,0,0,0,0,0.44020000,0,0,0,0,0.00000000,0,0,0,0,0,0,0.55943582,0,0,0.28330000,0,0,0,0,0,0,0,0,0,0,0
2014-10-11,0,42.04116000,6.01655000,45.60520000,0,0,13.10320714,0,0,0,0,0,0,0,17.66679481,0,4.01917456,0,0,0,0,0,0,0.57360000,0,0,0,0,0,0,0,0.00000000,0,0.70869000,0,0,0,0,0,0,0,0,0,0,0,0.36420000,0,0,0,0,0,0,0.18920808,0,0,0.15250000,0,0,0,0,0,0,0,0,0,0,0
2014-10-12,0,126.15220000,3.82407000,0.00000000,0,0,0.20060000,0,0,0,0,0,0,0,10.57017464,0,4.75120225,0,0,0,0,0,0,0.02665000,0,0,0,0,0,0,0,0,0,0.05708934,0.68453333,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0.06016757,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0
2014-10-13,0,25.11875000,6.17494848,33.08781250,0,0,3.00150000,0,0.48390000,0,0,0,0,0,4.89916876,0,5.68800000,0,0,0,0,0,0,0.61960256,0,0,0,0,0,0,0,0.01500000,0,0.84770625,0.10408333,0,0,0,0,0,0.93155000,0,0,0,0,0,0,0,0,0,0,0,0.14104000,0,0,0.35152500,0,0,0,0,0,0,0,0,0,0,0
2014-10-14,0,1.32422500,9.36240976,25.21643333,0,0,6.99476667,11.87890000,0.47206667,0,0,0,0,0,8.42971347,0,5.84657974,0,0.46670000,0,0,0,0,1.27531628,0,0,0,0,0,0.36370000,0,2.80415000,0.40723333,0.77329187,0.28477500,0,0,0,0,0,0,0.11522500,0,0.48675000,0,0,0,0,0,0,0,0,0.23835098,0,0,0.36350000,0,0,0,0,0,0,0,0,0,0,0
2014-10-15,0,62.56963333,19.20356061,6.59360000,0,0,11.17557778,0.00000000,0.90896667,0,0,0,0,0,15.84063325,0,14.92462273,0,0,0,0,0,0,0.51702727,0,0,0,0,0,0.22330000,0,2.53360000,0.18970000,2.35977282,0.12494000,0,0,0,0,0,0,0.14470000,0,0,0,0,0,0,0,0,0,0,0.13216000,0,0,0.01690000,0,0,0,0,0,0,0,0,0,0,0
2014-10-16,0,27.39424000,22.88045294,44.43234000,0,0,1.17860000,0,0,0,0,0,0,0.88260000,23.26209973,3.57420000,1.79185714,0,0,0,0,0,0,0.78934444,0,0,0,0,0,0,0,0,0,0.99539613,0.08890000,0,0,0,0,0,1.70080000,1.45530000,0,0,0,0,0,0,0,0,0,0,10.71360000,0,0,0.03360000,0,0,0,0,0,0,0,0,0,0,0
2014-10-17,0,144.71970000,31.35603636,4.50882500,0,0,2.77101250,0,0,0,0,0,0,0.16878000,30.51226778,1.36190000,11.68451429,0,0,0,0,0,0,0.32137586,0,0,0,0,0,0,0,0.23765000,0,1.33135069,0.00000000,0,0,0,0,0,1.74780000,2.00330000,0,0,0,0,0,0,0,0,0,0,1.50530000,0,0,0.07360000,0,0,0.51280000,0,0,0,0,0,0,0,0
2014-10-18,0,72.55310000,39.12766296,71.82816667,0,0,1.73542500,0,2.74000000,0,0,0,0,0.42860000,26.78138062,0.00940000,22.88850000,0,0,0,0,0,0,0.83625357,0,0,0,0,0,0,0,0,0,0.18556617,0.36736250,0,0,0,0,0,0,0.84093333,0,0,0,0,0,0,0,0,0,0,0.26311887,0,0,0.01640000,0,0,0,0,0,0,0,0,0,0,0
2014-10-19,0,23.25942500,23.72001087,0.09805000,0,0,0.00884000,0,0,0,0,0,0,0.00000000,0.54644319,0.00000000,21.03723333,0,0,0,0,0,0,0.14000909,0,0,0,0,0,0,0,0,0,0.46143947,0.00890000,0,0,0,0,0,0,0.11682500,0,0,0,0,0,0,0,0,0,0,0.01771351,0,0,0.00725000,0,0,0.04080000,0,0,0,0,0,0,0,0
2014-10-20,0,18.99976667,30.78287297,0.02640000,0,3.99215000,4.12380000,0.00440000,0,0.01270000,0,0,0,0.69035000,0.78187518,0,41.56210000,0,0,0,0,0,0,0.21400000,0,0,0,0,0,0,0,0,0,0.49236559,0.04190000,0,0,0,0,0,0,0.27646667,0,0,0,0.00595000,0,0,0,0,0,0,0.05256250,0,0,0.03140000,0,0,0.00000000,0,0,0,0,0,0,0,0
2014-10-21,0,67.99500000,36.19755417,9.41945000,0,1.66780000,9.08396000,0,0,8.70360000,0,0,0,0,6.39996293,0,20.19670000,0,0,0,0,0,0,0.50775417,0,0,0,0,0,0,0,0,0,3.48092972,0.00000000,0,0,0,0,2.73190000,0.70256667,0.18066000,0,0,0,0.00000000,0,0,0,0,0,0,0.26711579,0,0,1.11768750,0,0,0,0,0,0,0,0,0,0,0
2014-10-22,0,45.43765000,41.00981111,18.18970000,0,2.59450000,9.45615000,0,0,0.00000000,0,0,0,12.34136667,9.31173324,0,0.16250000,0,0,0,0,0,0,2.38758511,0,0,0,0,0,0,0,0,0,3.86189649,0.23305000,0,0,0,0,0.00000000,0.37240000,0.24230000,0,0,0,0.47250000,0,0,0,0,0,0,0.17945500,0,0,2.68103333,0,0,0,0,0,0,0,0,0,0,0
2014-10-23,0,9.47835000,46.14569286,8.06095000,0,7.11470000,11.74244000,0,0,0.00000000,0,0,0,9.09396667,6.32738571,0,20.27060000,0,0,0,0,0,0,1.62355714,0,0,0,0,0,0,0,0,0,4.61303462,0.00000000,0,3.33890000,0,0,0,4.79015000,0.10297500,0,0,0,0.00000000,0,0,0,0,0,0,0.30955556,0,0,0.55463333,0,0,0,0,0,0,0,0,0,0,0
2014-10-24,0,32.39810000,45.16318710,0.00000000,0,0.10415000,4.34573750,0,0,0,0,0,0,3.51850000,4.73670635,0,40.35720000,0,0,0,0,0,0,2.31863261,0,0,0,0,0,0,0,0,0,0.50042795,0.00000000,0,0,0,0,0,0.34520000,1.79530000,0,0,0,0.00000000,0,0,0,0,0,0,0.14471136,0,0,0.05352500,0,0,0,0,0,0,0,0.75240000,0,0,0
2014-10-25,0,65.93305000,59.75560435,0.04700000,0,0.01890000,8.12662000,0,0.00720000,0,0,0,0,0,0.38518981,0.01470000,0.02810000,0,0,0,0,0,0,0.02324839,0,0,0,0,0,0,0,0,0,0.37016232,0,0,0,0,0,0,0.68256667,0.00000000,0,0,0,0,0,0,0,0,0,0,0.02702877,0,0,0.01836667,0,0,0,0,0,0,0,0.11240000,0,0,0
2014-10-26,0,51.26975000,54.68866667,0.00000000,0,0,0.02305000,0,0.00000000,0,0,0,0,3.34720000,1.34336644,0.00000000,7.24166667,0,0,0,0,0,0,0.15240732,0,0,0,0,0,0,0,2.39030000,0,0.05686860,0.75805000,0,0,0,0,0,0.50110000,0.06827500,0,0,0,0,0,0,0,0,0,0,0.67055000,0,0,0.00000000,0,0,0,0,0,0,0,0.00000000,0,0,0
2014-10-27,0,4.25580000,39.58091333,0.10030000,0,0,13.82073333,0,0,0,0,0,0,0,2.66860155,8.18573333,4.94375000,0,0,0,0,0,0,1.56731579,4.38110000,0,0,0,0,0,2.80940000,0,0,0.70044884,0.00000000,0,0,0,0,0,1.73666667,0.00000000,0,0,0,0,0,0,0,0,1.46360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-28,0,48.82290000,49.22507586,11.72170000,0,0,12.45875000,0,0.36080000,0,0,0,0,10.05542500,10.21522456,18.68478000,13.19906364,0,0,0,0,0,0,4.23784085,0.00000000,0,0,0,0,0,2.64890000,0,0,2.95055224,0.00000000,0,0,0,0,0,29.59705000,0,0,0,0,0,0,0,0,0,1.78015000,0,0.35770000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-29,0,59.76250000,48.23977619,0.00000000,0,0,16.13051667,0,0.67223333,3.39345000,0,0,0,10.19860000,4.17712087,0.93250000,9.30630000,0,0,0,0,0,0,0.98718841,0,0,0,0,0,0,0,0,0,2.68992028,0.85920000,0,0,0,0,0,1.80930000,0,0,0,0,0,0,0,0,0,0.03170000,0,0.25620000,0,0,0.12260000,0,0,0,0,0,0,0,0,0,0,0
2014-10-30,0,71.98286667,52.26883214,14.66810000,0,0,5.73928000,0,0,16.90250000,0,0,0,0.00000000,3.30915359,0.03195000,8.11908571,0,0,0,0,0,0,1.13574189,0,0,0,0,0,0,0,0,0,1.20519500,0.42360000,0,0,0,0,0,0.92060000,0.03560000,0.52040000,0,3.68470000,0,0,0,0,0,0.00000000,0,0.03080000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-31,0,0.00000000,62.52656111,0.00000000,0,0.44800000,3.07570000,0.03500000,0.03110000,9.07055000,0,0,0,0.03805000,1.77182884,0.02515000,27.26796000,0,0,0,0,0,0,0.27636667,0,0,0,0,0,0,0,0,0,0.40318929,0.02140000,0,0,0,0,0,3.93420000,0.03030000,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-01,0,113.70610000,53.74902000,0.00000000,0,0,15.86463333,0,4.22580000,0.00000000,0,0,0,0,6.73990485,17.90925000,30.97256000,0,0,0,0,0,0,1.23520000,0,0,0,0,0,0,0,0,0,4.04173500,0,0,0,0,0,0,1.28530000,0.00000000,1.55830000,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-02,0,77.30265000,43.75214000,3.87610000,0,0,17.75583333,0,3.51363333,19.33170000,0,0,0,0,11.08483953,0,175.73170000,0,0,0,0,0,0,2.98930556,0,0,0,0,0,0,0,0,0,1.18294545,0,0,0,0,0,0,2.49690000,0,1.23896667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-03,0,0.86050000,43.14383478,10.16040000,0,0,4.72847500,0,0.09496250,5.78830000,0,0,0,0,2.02454515,34.59910000,0.48818000,0,0,0,0,0,0,0.22171351,0,0,0,0,0,0,0,0,0,0.92886714,0,0,0,0,0,0,0.69515000,0.08170000,0.43110000,0,0,0,0,0,0,0,0,0,0,0,0,0.04777778,0,0,0,0,0,0,0,0,0,0,0
2014-11-04,0,5.73610000,15.02694000,0.00000000,0,0,0,0,1.31875000,0,0,0,0,0,2.93295216,0.00000000,0.39891304,0,0,0,0,0,0,2.36442333,0,0,0,0,0,0,0,0,0,1.36044474,0,0,0,0,0,0,4.46310000,0,4.06330000,0,0,0,0,0,0,0,0,0,0,0,0,1.46610000,0,0,0,0,0,0,0,0,0,0,0
2014-11-05,0,62.04097500,61.45394400,8.91500000,0,0,50.87605000,0,19.16890000,0.09560000,0,0,0,0,10.62756424,0.00000000,1.10038611,0,0,0,0,0,0,6.10657708,0,0,0,0,0,0,0,0,0,2.20254167,5.37190000,0,0,0,0,0,0.00000000,0,2.26170000,0,0,0,0,0,0,0,0,0,0,0,0,3.48720000,0,0,0,0,0,0,0,0,0,0,0
2014-11-06,0,4.68970000,39.48126538,12.98026667,0,0,35.72270769,0,22.86890000,0,0,0,0,12.67080000,5.83677179,9.49520000,1.72369091,0,0,0,0,0,0,10.98895352,0,0,0,0,0,0,0,22.77940000,0,11.70526026,2.83470000,0,0,0,0,0,2.64440000,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,2.98810000,0,0,0,0,0,0,0,0,0,0,0
2014-11-07,0,34.05032000,57.74482143,0.00000000,0,0,0.56660000,0,2.45015000,0,0,0,0,0,12.14139278,0.00000000,5.10066429,0,0,0,0,0,0,13.36750833,0,0,0,0,0,0,0,0.00000000,0,14.13046857,0.02940000,0,0,0,0,4.73190000,0.00000000,0.20833333,5.11810000,0,0,0,0,0,0,0,0,0,2.36686667,0,0,0.53560000,0,0,0,0,0,0,0,0,0,0,0
2014-11-08,0,31.17289000,71.70789545,8.41676667,0,0,6.13075000,0,0.00000000,0,0,0,0,0.03390000,30.50739103,0.00000000,5.31850000,0,0,0,0,0,0,36.15552778,0,0,0,0,0,0,0,0.00000000,0,8.83150313,0.00000000,0,0,0,0,0.00000000,0.00000000,0.09004000,2.06920000,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0
2014-11-09,0,70.70260000,46.65900870,0.00000000,0,0,0.06000000,0,0,0,0,0,0,0.15940000,33.49682319,7.16742500,0.87076667,0,0,0,0,0,0,35.30116795,0,0,0,0,0,0,7.52670000,0,0,8.23519314,11.31390000,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,8.28330000,0,0,0,0,0,0,0,0,0,0,0
2014-11-10,0,43.95111429,35.27700909,0.02440000,0,0,5.31170000,0,0,0.03500000,0,0,0,0.03390000,6.78842823,0.00000000,0.02814815,0,0,0,0,0,0,0.06967500,0,0,0,0,0,0,0,0,0,1.52156344,0.13750000,0,0,0,0,0,0,0.52500000,0.25430000,0,0,0,0,0,0,0,0,0,0.08080000,0,0,0.08323333,0,0,0,0,0,0,0,0,0,0,0
2014-11-11,0,7.42608000,24.06542000,0.00000000,0,0,7.03754286,0,0.08495714,1.47470000,0,0,0,0.02860000,2.19978802,0.30042500,1.23993571,0,0,0,0,0,0,0.56332857,0,0,0,0,0,0,0,0,0,0.69639509,0.37036667,0,0,0,0,0,0,0.09221667,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0.03110000,0,0,0,0,0,0,0,0,0,0,0
2014-11-12,0,24.56005000,32.18658000,11.67612500,0,0,12.01650000,0,0.26953333,0,0,0,0,0.55775000,1.53742011,0.17720000,4.33720000,0,0,0,0,0,0,0.33730000,0,0,0,0,0,0,0,0.87890000,0,3.19656667,0.68353333,0,0,0,0,0,0,0.41207500,0,0,0,0,0,0,0,0,0,0,0.59330000,0,0,0.25515000,0,0,0,0,0,0,0,0,0,0,0
2014-11-13,0,23.81835000,20.75572500,24.22330000,0,0,24.63988571,0,6.27296667,0,0,4.59430000,0,0,4.31147437,6.04860000,9.79704818,0,0,0,0,0,0,3.81492000,0,0,0,0,0,0,0,0,0,9.44207732,0.80390000,0,2.66720000,0,0,0,0,0.39920000,3.85600000,0,0,0,0,0,0,0,0,0,1.40540000,0,0,0.32894000,0,0,0,0,0,0,0,0,0,0,0
2014-11-14,0,14.00410000,44.08662800,22.20130000,0,0,49.75551250,0,44.40820000,1.09500000,0,7.92780000,0,0,9.90147605,13.07890000,22.71121970,0,0,0,0,0,0,5.26264186,0,0,0,0,0,0,0,0,0,3.96082267,2.50190000,0,1.85120909,0,0,0,0,10.64940000,0.00000000,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0.04826818,0,0,0,0,0,0,0,0,0,0,0
2014-11-15,0,32.19953333,49.56387917,34.62000000,0,0,31.43861111,0,72.59610000,0,0,0,0,0,13.20769302,6.39215000,62.19404355,0,0,0,0,0,0,3.87932800,0,0,0,0,0,0,0,0,0,2.77797818,0.00000000,0,0.00000000,0,0,0,0,1.34970000,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0.15100714,0,0,0,0,0,0,0,0,0,0,0
2014-11-16,0,0.74390000,30.52966667,0.01080000,0,0,53.93693750,0,0.67500000,0,0,0,0,0,17.98505270,5.14556250,0.00000000,0,0,0,0,0,0,1.11669583,0,0,0,0,0,0,0,0,0,2.51459500,0.00810000,0,0,0,0,0,0,1.25292500,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0.82333333,0,0,0,0,0,0,0,0
2014-11-17,0,71.02845000,24.16289394,45.25890000,0,0,27.09682000,0,17.95670000,0,0,0,0,6.11030000,8.90006799,6.55750000,1.03078667,0,0,0,0,0,0,3.75778689,0,0,0,0,0,0,0,0,0,1.22870000,3.79025000,0,1.34640000,0,0,0,0,0.00000000,0,1.62330000,0,0,0,0,0,0,1.30020000,0,0.58625000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-18,0,16.49928000,25.19255238,5.87390000,0,0,0.00000000,0,0.25530000,0,0,0,0,0.00000000,1.42770319,3.21055000,1.99452750,0,0,0,0,0,0,3.29344202,0,0,0,0,0,0,0,0,0,1.15918395,0.61580000,0,3.92763571,0,0,0,0,0.06080000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07046667,0,0,0,0,0,0,0,0,0,0,0
2014-11-19,0,106.15030000,51.45718333,12.35250000,0,0,51.46691429,44.73233333,0,0,0,0,2.06326250,27.75000000,5.21864002,0.00000000,10.78970000,0,0,0,0,0,0,1.52205765,0,0,0,0,0,0,0,0,0,3.98262468,8.48610000,0,0.20735000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80690000,0,0,0.02940000,0,0,0,0,0,0,0,0,0,0,0
2014-11-20,0,75.61480000,24.26309750,42.07210000,0,0,23.81092500,0.00000000,0,0,0,0,0.74280000,1.86940000,6.61498092,5.54000000,0.41250000,0,0,0,0,0,0,6.54409505,0,0,0,0,0,0,0,0,0,16.07152295,10.53491000,0,0.00000000,0,0,0,0,0.59750000,0,0,0,0,0,0,0,0,0,0,0.89030000,0,0,0.28000000,0,0,0,0,0,0,0,0,0,0,0
2014-11-21,0,48.61030000,33.14735172,0.00000000,0,0,5.75230000,0,0,0,0,0,0.00000000,0,20.24099966,0.00000000,0.72101111,0,0,0,0,0,0,3.02153810,0,0,0,0,0,0,0,0,0,7.55446121,7.71964000,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03940000,0,0,0,0,0,0,0,0,0,0,0
2014-11-22,0,0.00000000,22.46668462,53.23240000,0,0,9.47886667,0,0,0,0,0,8.34205000,0,14.11883357,21.11430000,7.62350000,0,0,0,0,0,0,10.63431333,0,0,0,0,0,7.38450833,0,0,0,1.15186415,21.09303000,0,0,0,0,0,5.78470000,0,6.02473333,0,0,0,0,0,0,0,0,0,10.39940000,0,0,10.81860000,0,0,0,0,0,0,0,0,0,0,0
2014-11-23,0,66.01683333,37.98333721,17.64720000,0,0,0,0,0,0,0,0,0.00000000,0,28.31754007,18.57930000,2.61331250,0,0,0,0,0,0,3.84343913,0,0,0,0,0,0.00000000,0,0,0,1.67396906,3.03915000,0,0,0,0,0,2.24810000,0,3.93820000,0,0,0,0,0.02890000,0,0,0,0,0.00000000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0
2014-11-24,0,1.96920000,61.36385185,9.43720000,0,0,21.77773333,0,0,0,0,0,0,0,29.35348270,3.01780000,8.79730000,0,0,0,0,0,0,2.05502000,0,0,0,0,0,0,0,0,0,3.74967200,2.84493333,0,0,0,0,0,0.00000000,0,3.60973333,0,0,0,0,0,0,0,0,0,2.84810000,0,0,0.19670000,0,0,0,0,0,0,0,0,0,0,0
2014-11-25,0,29.32330000,55.20242727,0,0,0,14.91550000,0,0,0,0,0,0,0,10.01924704,0.00000000,28.03928000,0,0,0,0,0,0,11.01306410,0,0,0,0,0,2.61280000,0,0,0,4.49653421,4.16932000,0,0,0,0,0,1.85875000,0,3.30890000,0,0,0,0,3.06720000,0,0,0,0,3.35360000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0
2014-11-26,0,22.47280000,71.71583889,35.63830000,0,0,0.00000000,0,0.03360000,0,0,0,0,17.95500000,23.09482330,14.85085000,10.28255862,0,0,0,0,0,0,5.44821034,0,0,0,0,0,0.00000000,0,27.46440000,0,1.75631296,2.00900000,0,0,0,0,0,0.00000000,0,7.68780000,0,0,0,0,0,0,0,0,0,0.00000000,0,0,5.03110000,0,0,0,0,0,0,0,0,0,0,0
2014-11-27,0,61.99816000,92.76108148,13.05860000,0,0,12.93429091,0,0,0,0,0,0,0,3.36797496,13.50345000,0.05451250,0,0,0,0,0,0,0.99081667,0,0,0,0,0,0.12430000,0,0,0,2.00361143,2.11806667,0,0,0,0,0,0.00000000,0,0.00000000,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0.04475000,0,0,0,0,0,0,0,0,0,0,0
2014-11-28,0,70.83140000,91.51346071,0.00000000,0,0,0.05760000,0,0,0,0,0,0,0.05500000,7.76528118,0.00000000,2.22983333,0,0,0,0,0,0,1.02767368,0,0,0,0,0,0.00000000,0,0,0,1.27777692,0,0,0,0,0,0,9.86220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11060000,0,0,0,0,0,0,0,0,0,0,0
2014-11-29,0,77.68522000,93.95233793,0,0,0,26.10203333,0,0,0,0,0,0,25.01940000,4.08099171,6.73937500,0.10041250,0,0,0,0,5.16780000,0,1.85171000,0,0,0,0,0,0.32920000,0,0,0,1.21901282,0,0,0,0,0,0,0.00000000,0,0.45670000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0
