title
"Wall Hours: Per Job: by Node Count"
parameters
"Resource =  SDSC-COMET","Queue =  compute"
start,end
2016-02-01,2016-07-31
---------
Day,"[67] Wall Hours: Per Job","[55] Wall Hours: Per Job","[35] Wall Hours: Per Job","[46] Wall Hours: Per Job","[28] Wall Hours: Per Job","[41] Wall Hours: Per Job","[65] Wall Hours: Per Job","[38] Wall Hours: Per Job","[45] Wall Hours: Per Job","[21] Wall Hours: Per Job","[40] Wall Hours: Per Job","[19] Wall Hours: Per Job","[58] Wall Hours: Per Job","[57] Wall Hours: Per Job","[7] Wall Hours: Per Job","[26] Wall Hours: Per Job","[5] Wall Hours: Per Job","[30] Wall Hours: Per Job","[23] Wall Hours: Per Job","[52] Wall Hours: Per Job","[43] Wall Hours: Per Job","[50] Wall Hours: Per Job","[53] Wall Hours: Per Job","[11] Wall Hours: Per Job","[27] Wall Hours: Per Job","[60] Wall Hours: Per Job","[63] Wall Hours: Per Job","[3] Wall Hours: Per Job","[20] Wall Hours: Per Job","[56] Wall Hours: Per Job","[14] Wall Hours: Per Job","[54] Wall Hours: Per Job","[15] Wall Hours: Per Job","[12] Wall Hours: Per Job","[70] Wall Hours: Per Job","[17] Wall Hours: Per Job","[16] Wall Hours: Per Job","[22] Wall Hours: Per Job","[24] Wall Hours: Per Job","[32] Wall Hours: Per Job","[25] Wall Hours: Per Job","[42] Wall Hours: Per Job","[39] Wall Hours: Per Job","[44] Wall Hours: Per Job","[6] Wall Hours: Per Job","[72] Wall Hours: Per Job","[49] Wall Hours: Per Job","[36] Wall Hours: Per Job","[33] Wall Hours: Per Job","[18] Wall Hours: Per Job","[4] Wall Hours: Per Job","[48] Wall Hours: Per Job","[62] Wall Hours: Per Job","[1] Wall Hours: Per Job","[8] Wall Hours: Per Job","[9] Wall Hours: Per Job","[31] Wall Hours: Per Job","[2] Wall Hours: Per Job","[13] Wall Hours: Per Job","[61] Wall Hours: Per Job","[64] Wall Hours: Per Job","[34] Wall Hours: Per Job","[37] Wall Hours: Per Job","[68] Wall Hours: Per Job","[59] Wall Hours: Per Job","[10] Wall Hours: Per Job","[66] Wall Hours: Per Job","[47] Wall Hours: Per Job","[29] Wall Hours: Per Job"
2016-03-18,0,0,0,0,0,0,0,0,11.15580000,0.05860000,0,0,0,0,4.35237143,11.64058000,6.54573333,24.00000000,0,0,0,0,0,2.97666667,0.19536667,5.70353333,0,4.35200338,7.60002000,0,0,4.83440000,0.69638824,3.79101707,0,0,5.29540400,14.02976250,3.57500000,0.77337500,0,0,0,0,12.62607273,1.56582500,0,1.35890000,0,11.75210000,6.50870000,0,0,5.02750987,11.00488261,5.75933333,0,0.74840862,0,0,0,0,0,0,0,6.53330000,0,0,0
2016-03-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.99970000,5.11437500,10.22354063,20.86360000,0,0,0,0,0,0,0,0,0,4.94532903,16.38993333,0,0,1.37190000,0.83952353,5.65338571,0,0,4.65514545,7.69953333,9.37760000,0,0,0,0,0,6.66818333,10.13610000,0,0,0,15.23715556,5.37434750,0,0,7.10854662,4.64691923,10.35194000,0,0.94986246,0,0,0,0,0,0,0,12.65003333,0,0,0
2016-03-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.00000000,0,3.80604889,0,0,0,0,0,0,0,0.04485000,0,0,3.82343908,6.83531250,0,0,4.75190000,1.84431429,7.93335000,0,0,3.91947037,24.00000000,3.45000000,0,1.03885000,0,0,0,7.87546667,19.26750000,0,0,0,13.86412000,13.35475625,0,0,4.26111237,11.70751818,9.24583333,0,1.57084688,0,0,0,0,0,0,0,7.52007500,0,0,0
2016-03-21,0,0,0,0,6.43390000,0,0,0,0,0,0,0,0,0,11.99390000,0,4.40441538,3.42500000,0,0,3.20970000,0,0,0,0.06110000,7.97890000,0,2.29567616,9.61888571,0,0.07500000,0,2.99791667,3.55031765,0.69723333,0.33670000,5.35930000,8.12805000,4.04442727,7.62795000,1.42266923,0,0,0,5.44685000,11.99155000,0,0,0,7.39067500,3.77515789,0,0,2.86181133,8.51897619,6.06642500,0,1.62051117,0,0,0.82800000,0,0,0,0,6.39259000,0,0,0
2016-03-22,0,0,0,0,24.00000000,0,0,0,0,2.02080000,9.68102500,0,0,0,4.93948462,0,1.06142703,24.00000000,0,0,10.81515000,3.14555000,0,3.26566000,0,9.05666667,0,3.89448582,1.39225000,0,0,0,1.83093750,5.12428636,0,0,2.54107447,4.81546667,1.41318000,4.30610000,10.07527500,0,0,0,6.95834667,14.29313333,0,0,0,0,0.84596346,0,0,2.19288350,5.05219677,9.38500000,0,1.54234356,0,0,0.07980000,0,0,0,0,4.75974667,0,0,0
2016-03-23,0,0,0,0,16.36330000,0,0,0,0,24.00000000,20.71582500,0,0,0,5.64373846,0,7.87915000,10.13570000,0,0,9.85290000,1.97943333,0,7.19290000,0,1.87620833,0,3.07082312,9.72812500,0,0,0.68623333,0.00780000,7.20505333,1.58440000,0,2.63439737,0,4.33566667,5.85875000,2.62987778,0,0,0,7.16077778,20.83573333,0,0,0,0,5.26160432,0.36390000,0,2.84383075,5.59874722,6.10213333,0,2.25114826,0,0,0.33470000,0.60073333,0,0,0,5.30682500,0,0,0
2016-03-24,0,0,0,0,8.46000000,0,0,0,0,21.98500000,7.11654444,0,0,0,24.00000000,0,2.81186000,0,0,0,11.82400000,0,0,13.73710000,0,2.46140667,0,3.12369590,4.86505000,0,0,0.57372000,1.65566000,5.30254545,0,0,3.10966875,0,22.21720000,0.30840000,2.02266667,0,0,0,8.33753333,3.78258571,0,0,0,0,0.54909275,0,0,2.30091770,8.46262667,16.77175000,0,2.36562791,0,0,0.27970000,1.20782143,0,0,0,1.95716154,0,0,0
2016-03-25,0,0,0,0,24.00000000,0,0,0,0,11.08610000,3.89123333,0,0,0,9.18573333,0,3.44014000,4.06140000,0,0,6.30055000,0,0,0,0,13.58055000,0,4.86233617,6.40720000,0,0,0.00360000,5.33347500,7.15893000,0,0,1.70148056,0,4.89573333,2.75508889,7.88416667,0,0,0,10.09810000,18.30060000,0,0,0,6.91833333,0.28827794,0.00450000,0,4.11479566,4.65024524,8.64486667,0,3.85814046,0,0,0,0,0,0,0,5.95535000,0,0,0
2016-03-26,0,0,0,0,7.70875000,0,0,0,0,24.00000000,4.28380769,0,0,0,9.72180000,0,13.51100000,7.93860000,0,0,5.53750000,0,0,0,0,13.60470000,0,10.79830385,11.28595000,0,0,0,8.16915000,6.88045789,0,0,3.31264000,0,1.78440000,2.25967692,8.27180000,0,0,0,16.74320000,14.44640000,0,0,0,6.33215000,0.99667249,0.03968750,0,4.55601024,8.87150000,10.76576364,0,3.51412915,0,0,6.32640000,0,0,0,0,7.59118333,0,0,0
2016-03-27,0,0,0,0,24.00000000,0,0,0,0,2.38770000,9.61252727,0,0,0,7.55527500,0,1.52405714,11.40750000,0,0,8.13890000,0,0,0,0,16.76860000,0,5.26173614,12.50080000,0,0,0,1.56805000,8.56489091,0,0,4.42314286,0,0,1.61899474,0,0,0,0,21.35420000,24.00000000,0,0,1.60390000,0,10.92011273,0.00360000,0,2.36977264,3.35245000,11.99536000,0,3.67506656,0,0,5.67330000,0,0,0,0,20.16693333,0,0,0
2016-03-28,0,0,0,0,21.74000000,0,0,0,0,5.39902500,14.42300909,0,0,0,16.43375000,0,5.01668235,6.06725000,0,0,9.13585000,0,0,0.51860000,3.79170000,1.66191429,0,6.26598448,2.16750000,0,0,0,9.27620000,6.23486923,0,0,2.99545600,0.42213333,3.14806667,1.74760370,8.74310000,0,0,0,4.95635455,9.55860000,0,0,0,0.49615000,0.93173235,0.94288889,0,4.27763320,3.50627321,12.91211250,0,2.43175000,0,0,0.44583333,0,0,0,0,7.34371250,0,0,0
2016-03-29,0,0,0,1.49698750,0,0,0,0,0,10.59945000,5.69840667,0,0,0,6.21626667,0,7.37834762,1.31000000,0,0,1.76010000,0,0,10.45580000,0,0.05933333,0,5.21164044,0.14284000,0,1.13420000,0,12.00235000,6.51605333,1.98626667,0,3.70773333,8.37613333,7.40624000,3.71718077,0,0,0,0,5.35233750,8.66585000,0,0,0,0.76953333,5.94312432,1.10877500,0,5.69732378,2.21129348,9.81850000,0,1.95479892,0,0,0,0,0,0,0,2.46502000,0,0,0
2016-03-30,0,0,0,24.00000000,3.58670000,0,0,0,0,3.73555000,3.55494167,0,0,0,4.94372000,0,7.22842414,0,0,0,2.91750000,0,0,0.17500000,0,13.45040000,0,3.56714739,0.60630909,0,0,0,6.19500000,6.31191250,0,0,2.35909200,0,2.43469000,11.26701000,0,0,0,0,3.52979600,18.15250000,0,0,0,0.66880278,8.87452710,0.03957500,0,3.52105860,5.08349375,9.26320000,0,1.64025902,0,0,0,0,0,0,0,3.66260000,0,0,0
2016-03-31,0,0,0,2.10915000,15.49670000,0,0,0,0,5.14312500,6.66934000,0,0,0,1.41900833,0,9.41880625,0,0,0,11.29790000,0,0,0.14857143,0,1.89168421,0,6.15879722,4.21098000,0,0.20128750,0,2.14192667,2.40851818,0.77000000,0.13084000,3.43358095,0,2.01666667,13.66418000,0,0,0,0,5.13877333,1.90790000,0,0,0,0.24993636,9.77396814,0,0,3.82482947,1.72405556,1.82335455,0,1.85938906,0.14877143,0,0,0,0,0,0,4.11697586,0,0,0
2016-04-01,0,0,0,5.29780000,1.47515000,0,0,0,0,11.99585000,5.78050000,0,0,0,3.31757000,0,9.26411875,7.08932500,0,0,19.45890000,0,0,0,0,1.77760000,0,6.19618876,6.45534000,0,0,0,6.28528000,3.39760833,0,0,3.61251875,0,3.40365000,4.31045385,0,0,0,0.30310000,8.39389565,0.04047500,0,0.30530000,0,1.41520000,7.24703349,0.28525000,0,3.16439340,4.81911923,0.36140000,0,2.44663363,0,0,0,0,0,0,0,6.37883333,0,0,0
2016-04-02,0,0,0,24.00000000,24.00000000,0,0,0,0,7.00380000,3.44154286,0,0,0,0,0,5.98094667,1.51772000,0,0,22.91690000,0.03820000,0,0,0,4.19388750,0,7.38688387,2.48282857,0,0,0.50720000,4.12167000,5.68245714,0.03890000,0,2.42015000,0,7.81602500,9.59245000,0.03632500,0.51000000,0,0,10.36735385,0.04530000,0,0.50670000,0,0.74402963,4.95040524,0.50080000,0,4.87862864,3.59527083,0,0,2.96806204,0,0,0,0,0,0,0,8.40886364,0.50330000,0,0
2016-04-03,0,0,0,9.52290000,10.37470000,0,2.06670000,0,0,0,7.41550000,0,0,0,1.57128000,0,4.11027500,14.66280000,0,0,11.91530000,0.01790000,0,0,0,7.37547500,0,11.53219189,0.02421667,0,0,0,5.53197500,4.26318750,0,0,1.82440000,5.99140000,8.33820000,3.71625000,0,0,0,0,12.67622000,0,0,0,0.35780000,1.33226842,9.03190000,0,0,8.12116940,7.59166000,0.49580000,0,2.02858721,0,0,0,0,0,0,0,9.45535714,0,0,0
2016-04-04,0,0,0,24.00000000,24.00000000,0,0,0,3.13195000,0,11.98985000,0,0,0,0.16812857,0,0.88791026,9.44237500,0,0,1.12920000,0.22656667,0,0.11941111,0,1.48262059,0,6.56604638,0.07138889,0,1.07566250,0,2.15170000,1.38280811,0,0.12912000,0.84656250,2.99047000,1.22047000,2.26963333,0,0,0,0,3.29931786,0,0,0,0,0.95785000,3.43536047,0,0,4.94155906,5.13167333,0.45050833,0,1.72283799,0.14734286,0,0.82298571,0,0,0,0,6.44553077,0,0,0
2016-04-05,0,0,0,5.91430000,22.23170000,0,0,0,20.91345000,0,4.86978000,0,0,0,2.15000000,2.37110000,2.00274167,9.35745000,0,0,0.43282500,0,0,0.06810000,0,4.24920870,0,4.29081342,0.12805000,0,8.01093333,0,6.30926667,2.06116000,0,1.09280000,1.07001250,4.58425000,24.00000000,1.97960000,1.62906000,0,3.20140000,0,1.89991304,8.34030000,0,0,0,0.23738000,3.37114167,0.52667143,0,5.00284586,5.33492564,3.04090000,0,1.78514420,0.01640000,0,0.03856667,0,0,0,0,8.42250000,0,0,0
2016-04-06,0,0,0,24.00000000,0,0,0,0,21.21515000,0,6.24577500,0,0,0,24.00000000,2.31125000,1.86113750,4.96530000,0,3.63500000,6.00060000,0,0,0,0,3.30239091,0,8.49428209,0.02780000,0.00280000,16.41580000,0.01940000,6.65403000,2.44520000,3.00030000,1.00546667,3.84815500,6.65955000,13.69250000,4.99432000,0.95023571,0.20573158,3.31030000,0,3.56588571,4.32800000,0,0,0,1.12916667,3.45470938,0.19617500,0,5.85643972,5.16505778,9.66810000,0,1.91490282,0,0,0.68083333,0,2.65240000,0,0,6.10272857,0,0,0
2016-04-07,0,0,0,11.96195000,0.00470000,0,0,0,6.17670000,0,24.00000000,0.15390000,0,0,5.54016000,0,1.26885000,0.00330000,0,8.43080000,2.03640000,0,0,2.89335000,0,9.06928000,0,8.47745294,3.67451250,0,0,0.74235000,6.27442222,3.19720000,0.12490000,1.15735000,5.22128462,6.53203333,0.84093333,5.74570000,0,1.78820909,4.44860000,0,1.43673333,9.48120000,0,0,0.03920000,0.34430625,7.01238444,1.92285000,0,4.51638968,7.05250625,5.09400000,0,1.72858193,2.92695000,0,1.32453704,0,0,0,0,9.45824545,0,0,0
2016-04-08,0,0,0,24.00000000,24.00000000,0,0,0,0,0,16.71823333,0.01190000,0,0,3.92404706,0,1.46933750,0.50595000,0,7.10560000,3.96330000,0,0.36720000,0,0,12.59395000,0,4.04050824,11.96536667,15.69970000,0,0,5.75658571,4.21923750,0.47920000,0,6.60155833,4.12550000,0.99875000,0.29030000,19.62000000,24.00000000,0,0,2.41062105,15.77210000,0,0,0,0.43372941,3.95624096,0,0,5.31216375,1.50856584,4.84096250,0,1.57522895,0,0,1.98489444,0,0,0,0,11.80310909,0,0,0
2016-04-09,0,0,0,9.18195000,22.84110000,0,0,0,0,0,23.52440000,0.02060000,0,0,23.04444286,0,3.17811429,0.02580000,0,0,0,0,0,6.72705000,0,6.92051667,0,9.09502254,7.30585000,3.67610000,0,6.05742500,4.63434444,11.10198571,1.55385000,0,7.57131667,2.87050588,0,3.06150000,0,11.66500000,0,0,7.02252222,17.66070000,0,0,0,24.00000000,7.55373521,0,0,4.99061591,3.02348558,0.50327937,0,2.04935483,0,0,1.95736522,0,0,0,0,6.12022222,0,0,0
2016-04-10,0,0,0,24.00000000,0,0,0,0,0,0,16.30833333,0,0,0,21.34388333,0.16890000,3.43187500,4.83295000,0,0,0.50780000,0,0,8.08583333,0,6.17069000,0,7.03610923,6.08115000,0,0.02580000,3.80630000,3.71027000,3.95906667,0,0,5.04012222,10.05426667,1.04862000,0.26187500,0.02610000,0,0,0,6.79246667,16.45920000,0,0,0,11.02445000,2.61231553,0,0,1.47733416,4.21831852,2.14312857,0,0.97138276,0,0,1.61228261,0,0,0,0,5.71652500,0,0,0
2016-04-11,0,0,0,7.75765000,6.35060000,0,0,0,0,0,6.28512857,0.00390000,0,0,13.24632500,0.03060000,10.95833333,0,0,0,0,0.34190000,0,4.30070000,0,3.51834483,0,3.47102905,6.56933333,0,0,0,5.90621429,3.63085000,0.72791667,0,2.25354828,4.44785714,1.51372000,0.26107857,0.00420000,0.02109091,0,0,7.06125714,3.41897143,0,0,0,1.82640000,2.75085976,0,0,2.29157610,11.19998824,1.57210000,0,1.24229975,0,0,0.52303889,0,0,0,0,4.41907857,0,0,0
2016-04-12,0,0,0,24.00000000,24.00000000,0,0,0,0.63670000,0,12.51473333,0,0,0,22.93876667,0,8.96846667,0,0,0,0.64063333,0,0,4.07153333,0,10.02061000,0,8.34618222,10.56487500,0,0.96683333,2.54530000,4.33298750,0.62330000,1.62666667,0,3.74975294,8.66990000,7.29236667,0.38343333,0.00640000,0.15410000,0,0,4.88752727,5.36234000,0,1.33222500,0,0.18475000,3.51073158,0,0,8.43189486,7.73048873,1.93165000,0,1.55586452,0,0,0.83530000,0,0,0,0,6.04507692,0,0,0
2016-04-13,0,0,0,17.89860000,4.25882500,0,0,0,9.28500000,0.17723333,22.75110000,0,0,0,9.25000000,2.33180000,5.21489615,0,0,0,0.50440000,0,0,9.97630000,0.27220000,8.51006250,0,3.63315308,2.24020000,0,0.88816364,19.95440000,7.01706000,1.73175938,0.01797500,0,2.14337143,5.80823333,8.12192500,0.73190769,0.52920000,0.67780000,0,0,2.52315000,4.03647778,0,0.44444545,0,0.13387778,8.97972162,0,0,2.57396393,11.06326415,1.32688696,0,1.51679820,0,0,2.57466250,0,0,0,0,1.66326875,0,0,0
2016-04-14,0,0,0,0.01140000,3.24130000,0,0,0,5.83990000,0.00890000,22.20280000,0,0,0,7.23385000,0,7.61424545,0,0,0,0.01110000,0,0,12.25095000,0.38367500,8.10003846,0,10.69473750,1.91120000,0,2.58140000,0,24.00000000,2.36356444,24.00000000,0,1.05032308,3.45372857,9.76133750,6.01700000,0,4.28762000,0,0,4.35859688,12.63956667,0,0.84107857,0,0.39361795,6.36450616,0,0,3.31347877,7.60002128,1.81903333,0,1.28790281,0,0,1.96919167,0,0,0,0,1.63056944,0,0,0
2016-04-15,0,0,0,0.30640000,24.00000000,0,0,0,0,20.61835000,7.99727500,0,0,0,18.97545455,0,7.44003529,0,0,0,0,0.10170000,0,2.33576667,0,3.95161200,0,13.22076923,2.92748000,0,6.31490000,0,2.80759231,1.95834800,13.33960000,0,1.62302000,6.67386667,5.55734000,3.71308750,9.77040000,4.45240000,0,0,7.83275152,0.32676000,0,0.99292857,0,0.61885909,4.49948074,0,0,4.40860329,6.83706471,1.43546667,0,2.01469693,0,0,1.38182857,0,0,0,0,4.45494048,0,0,0
2016-04-16,0,0,0,24.00000000,6.76640000,0,0,0,0,24.00000000,17.99250000,0,0,0,20.28697273,0,5.83773333,0.33860000,0,0,0,0,0,0,0,11.43944000,0,12.36943333,2.36101250,0,24.00000000,0,2.76356047,5.85242188,8.26310000,0,6.67276250,24.00000000,11.99750000,1.50539000,4.94110000,3.66471667,0,0,9.00677857,0,0,1.85030000,0,0.65154519,7.20195190,0,0,4.41431323,7.98123750,1.74454500,0,2.90976802,7.28625000,0,0,0,0,0,0,12.82988571,0,0,0
2016-04-17,0,0,0,11.67540000,0,0,0,0,22.24170000,3.63855000,20.53222500,0,0,0,12.44639286,0,19.28928000,21.46530000,0,0,0,0,0,0,0,9.55294000,0,9.46715455,6.29512000,0,11.22402500,0,2.94896000,3.28116536,23.74890000,0,6.33362857,4.77462000,4.57530000,4.58131429,0,12.22420000,0,0,10.59631818,0,0,2.13031667,0,2.68943333,0.77410727,0,0,6.33830784,5.54224419,0.57826627,0,1.11927534,24.00000000,0,0,0,0,0,0,1.64108148,0,0,0
2016-04-18,0,0,0,24.00000000,22.04860000,0,0,0,24.00000000,21.72070000,11.99415000,0,0,0,20.39506000,0,5.27457778,21.33080000,0,0,3.18492500,0,0,4.63440000,0,4.64593636,0,12.30786415,1.75686667,0,24.00000000,0,3.46524333,3.01660816,0,3.05360000,3.18215714,13.84250000,0.14055000,3.11000000,1.45471429,0,0,0,8.76558485,7.60093333,0,2.63507500,0,0,2.52215714,1.00110000,0,3.55369254,5.25435055,0,0,0.89351866,8.49360000,0,0.52935000,0,0,0,0,3.61358276,0,0,0
2016-04-19,0,0,0.56930000,23.75610000,24.00000000,0,0,0,1.23475000,6.99625000,13.22595000,0,0,0,9.57126667,0,4.24181786,0.52555000,0,0,6.10842500,0,0,0,0.35676667,10.17528000,0,12.22058571,0.81291250,0,10.73056667,0,3.23443333,2.53381074,0,24.00000000,2.80493750,24.00000000,3.71296667,1.60425385,4.60491000,0,0,0,7.01441190,16.24110000,0,0.47832500,0,0.48162000,6.44584839,0,0,4.46846339,9.04929032,0.78594000,0,0.96131883,0,0,0.25934000,0,0,0,0,3.34086207,0,0,0
2016-04-20,0,0,0.57820000,0,5.23015000,0,0,0,0.38580000,8.71360000,3.75846000,0,0,0,23.65742500,0,4.33364074,0,0,0,4.40847500,0,0,5.18070000,0,10.91630000,0,10.98735789,2.26307500,0,0,0,4.59485000,1.92467688,0,20.94920000,0.27515556,6.81235000,1.49570000,4.77480000,6.36506000,0,0,0,8.96946667,5.31924000,0,0.42906000,0,1.35815455,6.77507798,0.35875000,0,3.20228379,2.23641839,2.67065000,0,1.76019560,0,0,0.50250000,0,0,0,0,2.24471017,0,0,0
2016-04-21,0,0,0,0.00390000,24.00000000,0,0,0,1.09030000,0,24.00000000,0,0,0,17.19075455,0,6.77591081,0.46360000,0,0,13.61520000,0,0,24.00000000,0,10.44422000,0,4.05480394,9.40487143,0,0,0,24.00000000,4.37377333,0,0,0.58713158,24.00000000,7.88393333,4.44938000,4.75945000,0,0,0,11.93954286,0.59340000,0,0.30820909,0,0.19788750,9.04109462,0.33015000,0,4.92800582,4.38883659,0.86797500,0,1.50645746,0,0,0.00556667,0,0,0,0,6.29876667,0,0,0
2016-04-22,0,0,0,10.85810000,13.15530000,0,0,0,24.00000000,0,11.78970000,0,0,0,4.51971765,0,6.24781143,0,0,0,14.65465000,0,0,11.79190000,0,14.02454000,0,6.98664255,9.43498333,0,0,0,7.48780000,4.63626500,4.18420000,0,0.72503939,11.76901429,4.63459000,5.52654286,0.00420000,0.00690000,0,0,10.27867879,24.00000000,0,1.36540000,0,0,6.18180629,0,0,4.58557542,4.90299298,0.69623636,0,1.53281415,0,0,0.00420000,0,0,0,0,5.09733939,0,0,0
2016-04-23,0,0,0,24.00000000,0,0,0,0,22.91560000,0,0,0,0,0,15.94464286,0,7.22380833,0.01720000,0,0,12.95527500,0.61080000,0,0,0,4.05697000,0,3.50593693,10.90605000,0,0,0,3.50590000,4.26473125,4.38110000,0,2.50756000,11.94735000,23.29978000,4.76788182,0,0,0,0,9.48684167,20.58640000,0,0,0,5.00440000,11.06523103,0,0,4.08282738,7.84588161,6.89583333,0,4.60477089,0,0,0.00952500,0,0,0,0,1.28983704,0,0,0
2016-04-24,0,0,0,7.79860000,0,0,0,0,21.33280000,0,0,4.98080000,0,0,6.05850702,0,8.53551429,0.36670000,0,0,11.70656667,0,0,0,0,13.41361429,0,6.83758857,5.82810000,0,5.00390000,0,6.03082500,4.34763571,0.55440000,0,0.13000000,7.49035000,8.30435714,2.69146875,0.08556667,0,0,0,13.37631600,0,0,1.34445000,0,0,3.01534138,0,0,4.16335540,5.94478990,1.68482917,0,3.94610976,0,0,0.00482727,0,0,0,0,1.77304211,0,0,0
2016-04-25,0,0,0,24.00000000,0,0,0,0,24.00000000,0,0.54060000,17.63670000,0,0,9.47706667,0,4.04572308,0,0,0,4.71490000,0,0,0,0,8.59310000,0,9.47541304,3.08663846,0,0,0,2.48654444,3.47652778,3.43536667,0.34030000,3.00441250,3.43940000,2.45343571,13.61320000,0.14513750,0,0,0,11.53080588,0.03670000,0,0,0,0,6.32271354,0,0,3.56303045,6.26300000,1.09587407,0,1.38659248,0,0,0,0,0,0,0,4.18703043,0,0,0
2016-04-26,0,0,0,21.56030000,0,0,0,0,2.67190000,7.93043333,0,0,0,0,10.65710000,0,13.57104167,0,0,0,16.32555000,0,0,0,0,4.66180000,0,2.45123729,3.38121538,0,0,0,0.74622000,4.88070769,1.92866667,0,1.37167667,1.14250000,0,0.03442895,0.83497273,0,0,0,11.58223846,0,0,0,0,0,2.17573913,0,0,4.55605119,1.95297883,0,0,1.65372072,0,0,0,0,0,0,0,3.90363542,0,0,0
2016-04-27,0,0.29690000,0,20.22500000,0,0,0,0,0,24.00000000,0,0,0,0,24.00000000,0,8.86924000,0,0,0,7.82000000,0,0,1.34375000,0,7.51261765,0,7.73383455,2.22158000,0,0,0,12.40000000,6.86733500,2.28920000,5.05640000,2.49938571,5.38823333,0.45521250,0.45270000,2.13746875,0,0,0,7.54972857,0,0,1.30700000,0,0.14640000,5.10912778,0,0,4.24968641,8.32720959,0,0,1.82018099,0,0,0,0,0,0,0,3.74041395,0,0,0
2016-04-28,0,0.01890000,0,24.00000000,23.40720000,0,0,0,0,1.70440000,0,7.79750000,0,0,8.15560000,0,6.95992941,0.01110000,0,0,16.01230000,0,0,0,0,5.02754615,0,2.14403145,1.03544091,0,0,0,11.33560000,2.02566389,2.04415000,0,3.71239524,6.49250000,1.09738667,4.79556667,12.02870000,0,0,0,8.99296765,0,0,0,0,2.31340000,6.38649737,0,0,5.59364319,5.28507183,0.12360000,0,1.80839239,0,0,0,0,0,0,0,3.92448049,0,0,0
2016-04-29,0,0,0.13515000,1.89265000,23.42330000,0,0,6.08455000,0,0,0.03470000,24.00000000,0,0,5.86140000,0,15.70578462,8.47473333,0,0,10.36981667,0,0,0,0,6.11607143,0,11.45105556,1.26945789,0,0,0,11.10680000,5.33321429,2.17440000,1.57500000,3.84547941,1.88165000,2.81392000,0.63650000,10.16916667,0,0,0,7.59107895,0,0,4.10690000,0,0,7.58505432,0.10765000,0,4.67115219,5.35699375,0.22470000,0,2.96560000,0,0,0,0,0.00330000,0,0,7.39274783,0,0,0
2016-04-30,0,0,0,9.16750000,8.47830000,0,0,12.76110000,4.93110000,0,0,4.03786667,0,0,20.66845000,0,7.11186429,24.00000000,11.59220000,0,19.96276667,0,0,0,0,14.52746250,0,6.43053559,1.64213333,0,0,0,11.99500000,7.45549583,0,24.00000000,6.69019048,24.00000000,9.60777500,2.67500000,4.65572000,0,0,0,10.23090000,0,0,0,0,0,6.66849692,0,0,0.50250827,4.10596591,0.08170000,0,5.54646009,0,4.11095000,0,0,0,0,0,5.49495806,0,0,0
2016-05-01,0,0,0,24.00000000,24.00000000,0,0,0,13.90670000,0,0,0,0,0,20.90710000,0,7.71122083,11.30625000,10.57992500,0,9.48744000,0,0,0,0,11.82834000,0,12.79794375,7.49453333,0,0,0,14.48750000,14.81561538,0,11.30540000,5.92919130,11.00140000,15.72655000,5.23762500,24.00000000,0,0,0,8.12994524,0.11416667,0,0.17723333,0,0.20406667,6.31280952,0,0,0.31953497,8.75017692,0.32770000,0,3.99089142,3.14220000,0,0,0,0,0,0,4.32194737,0,0,0
2016-05-02,0,0,10.06190000,5.70640000,14.39920000,0,0,0,0,0,0,0,0,0,6.89722000,0,5.49996190,10.12890000,4.34993333,0,24.00000000,0,0,0,6.90860000,6.63376190,0,10.56347143,1.38090909,0,0,0,0,10.33276471,0,18.24530000,1.98695818,12.50152500,1.71250000,4.80805000,4.19955000,0,0,0,10.33747941,0.01280000,0,1.95194000,0,22.58000000,3.24603649,0,0,0.65204065,6.37676286,2.33004000,0,1.84346211,9.46780000,0,0.00741250,0,0,0,0,3.70860377,0,0,0
2016-05-03,0,0,24.00000000,0.01080000,0,0,0,0,0,0,0,0,0,0,24.00000000,0,7.26330870,24.00000000,0,0,21.49210000,0,0,0,0,6.14151429,0,10.65974000,1.20063571,0,0,0,9.82640000,4.12022500,0,0,1.53517619,15.88033333,1.71518000,6.59155000,5.85902500,0,0,0,8.09388710,0.07670000,0,0.78051429,0,7.10830000,5.26892632,0,0,0.94259219,5.58827297,1.79258333,0,2.12268883,0,0,0.16030000,0,0,0,0,4.29459787,0,0,0
2016-05-04,0,0,3.00662000,0,0,0,0,0,0,0,0,0,0,0,2.38777500,0,5.68193200,6.82170000,0,0,16.93040000,0,0,0.16055000,0,5.60407059,0,5.91142069,3.87325926,0,0.15448333,0,0.59232000,2.28447600,0,0,4.85076512,15.42778000,1.72480000,22.63060000,8.01005000,0,0,0,8.82680741,0.07500000,0,0.82000000,0,0.18202500,5.26582317,0,0,2.62595088,3.91716301,2.03288462,0,2.29037182,0.15093333,0,0.72239231,0,0,0,0,3.85210000,0,0,0
