title
"XSEDE Utilization (%): by Resource"
parameters

start,end
2011-08-01,2012-01-31
---------
Day,"[NICS KRAKEN] XSEDE Utilization (%)","[SDSC TRESTLES] XSEDE Utilization (%)","[TACC LONESTAR4] XSEDE Utilization (%)","[TACC RANGER] XSEDE Utilization (%)","[PSC BLACKLIGHT] XSEDE Utilization (%)","[NICS NAUTILUS] XSEDE Utilization (%)","[PURDUE STEELE] XSEDE Utilization (%)","[LONI QUEENBEE] XSEDE Utilization (%)","[NCSA FORGE] XSEDE Utilization (%)","[TACC LONGHORN] XSEDE Utilization (%)","[PSC POPLE] XSEDE Utilization (%)","[PURDUE CONDOR] XSEDE Utilization (%)","[NCSA LINCOLN] XSEDE Utilization (%)","[TACC SPUR] XSEDE Utilization (%)","[SDSC DASH] XSEDE Utilization (%)","[NCAR FROST] XSEDE Utilization (%)","[IU BIGRED*] XSEDE Utilization (%)","[NCSA EMBER*] XSEDE Utilization (%)"
2011-12-14,93.407503860,83.082373305,111.148535248,84.990896664,36.206828206,42.528312581,37.567087591,1.997763146,48.642393663,1.068748576,0,0.023569435,0,10.031975911,0.126175944,0,0,0
2011-12-15,93.921899853,88.791303255,121.230742960,85.704806123,78.734375000,24.229040120,32.313063876,1.878385651,42.908274740,0.919234619,0,0.011214613,0,5.446181641,0.034722493,0,0,0
2011-12-16,95.232557195,134.143077372,127.653034470,87.617723293,53.116807760,34.132478027,31.738474069,1.648598584,42.317362558,0.028184814,0,0.040209583,0,2.564091797,0,0,0,0
2011-12-17,94.748472547,103.696050519,93.831361817,88.167871074,86.194304097,10.402018636,31.896237635,0,22.208478733,0.097909342,0,0.078576726,0,0,0,0,0,0
2011-12-18,97.385939906,72.988929479,105.512319722,80.823039531,50.394463603,22.531883138,31.986080510,0,6.401178385,0.297910360,0,0.007679911,0,0.989583333,0,0,0,0
2011-12-19,93.679783691,99.815038316,112.353954159,83.912137077,70.492526855,30.884883219,30.587774123,0.568416916,21.044498698,2.204409180,0,0.014543720,0,5.698639323,0,0,0,0
2011-12-20,90.662228323,76.474435764,126.067270122,86.600179844,85.280906576,9.583216553,37.785578574,10.492092144,30.454080584,1.304045614,0,0.076619048,0,2.394098307,0,0,0,0
2011-12-21,73.179918166,52.724436682,62.929564832,86.251289182,86.695769450,11.335729167,29.132131451,20.066715553,36.041087963,0.928050537,0,0.154392857,0,4.058883464,0,0,0,0
2011-12-22,88.909884488,40.741167937,47.625996747,84.581888272,83.894241943,50.006346842,26.532133200,12.901743388,27.400018084,5.934778239,0,0.073784137,0,4.435185547,0,0,0,0
2011-12-23,99.557879826,53.323134312,51.573459661,87.151204262,77.984397583,75.695213623,30.432192341,15.007838620,28.156912616,4.715395101,0,0.115658393,0,9.201969401,0,0,0,0
2011-12-24,99.214067722,42.061884725,65.098709089,85.922977120,82.884114787,78.501998698,26.051635755,20.928296142,32.154107350,4.797019653,0,0.096741101,0,6.244212240,0,0,0,0
2011-12-25,95.575082757,52.855989813,108.588044420,84.188643504,76.954422404,47.457583008,29.751378546,9.818387522,20.366688368,0,0,0.047534048,0,0,0,0,0,0
2011-12-26,95.677429408,49.855316840,100.211910476,75.089921954,81.607455750,48.386131592,26.915073780,3.808327798,7.457529659,0,0,0.064068036,0,0,0,0,0,0
2011-12-27,95.608046089,75.889313903,118.575116921,64.999421850,91.060280151,31.731590169,25.522874557,0.000013878,3.563836082,0,0,0.069164048,0,0,0,0,0,0
2011-12-28,97.233167650,70.770345511,109.388331963,68.909439978,72.777902120,60.656375732,28.517556458,0.001401728,4.545225694,0,0,0.024847202,0,0,0,0,0,0
2011-12-29,96.443156640,34.916590712,150.880727006,69.524505440,49.718664246,63.379936930,27.670722693,0.000038127,15.217144097,0.174714152,0,0.011339286,0,10.721210938,0,0,0,0
2011-12-30,54.730946321,90.306334854,160.004447451,71.954119810,77.433829041,3.240957845,29.638395215,0.015666558,27.433581453,0.169017741,0,0.201401101,0,25.346787109,0,0,0,0
2011-12-31,96.922057565,81.048400240,141.908597566,71.988506779,57.969373678,16.127858073,25.759569219,0.016862135,29.574589120,0.794718424,0,0.089069137,0,0,0,0,0,0
2012-01-01,99.119446711,93.781598428,111.517955554,68.840107806,87.291779582,13.174904378,27.298749592,0,6.484406829,0.042751668,0,0.004031101,0,0,0,0,0,0
2012-01-02,94.239080913,115.436768927,140.039292480,63.376926673,66.422385864,82.664278971,25.428837778,0.017130661,0.378312355,0.772678019,0,0.017438333,0,0,0,0,0,0
2012-01-03,86.789187493,125.702195400,53.060087652,0.627016932,42.981417847,64.110858968,30.278824830,1.003364833,3.576365017,19.350296427,0,0.068542679,0,0,0,0,0,0
2012-01-04,89.874827777,130.701965296,1.152204254,0,44.791490479,66.829824626,22.120158350,0.047729229,5.650755932,25.244448242,0,0.049875982,0,0,0,0,0,0
2012-01-05,97.518802213,130.341602366,41.069213315,44.839845821,36.537328186,39.725061849,20.756622457,2.949427551,16.605264034,31.343333944,0,0.075358780,0,0,0.274214681,0,0,0
2012-01-06,92.553466627,130.221141516,76.631489543,86.685444521,59.942812297,51.102159424,25.885217024,11.833395709,18.321202257,31.675062663,0,0.014436101,0,0.122975260,0,0,0,0
2012-01-07,77.388155530,128.944896327,98.333441840,90.098460154,42.168606059,38.944436035,20.294228898,11.793932915,11.344416956,4.185189616,0,16.367421042,0,0,0.284143880,0,0,0
2012-01-08,97.955148031,121.823024887,76.262345010,74.706577261,33.038153178,49.418158366,13.510624242,2.713442880,15.384853877,4.210937297,0,3.679998661,0,0,1.862956543,0,0,0
2012-01-09,75.070279546,118.062185043,45.519930703,31.415865700,48.224496562,83.936894124,13.262289042,1.995881440,21.515575087,0.024617513,0,1.568937500,0,2.091578776,0.479962565,0,0,0
2012-01-10,85.786461260,101.104948778,0.560999294,40.857442161,26.118566895,52.955458984,19.920768944,0.018260276,12.504084201,0.716629639,0,1.562060536,0,0,0,0,0,0
2012-01-11,88.508751155,110.803388574,55.331338461,81.727869909,24.391859334,74.146457113,22.990878126,0.005287940,27.625369647,0.768563639,0,0.266107560,0,2.318287760,0.286638997,0,0,0
2012-01-12,90.245165528,106.812024349,87.549275624,81.638159107,82.895033366,33.953739827,30.416524589,1.499961873,28.432157118,0.115573324,0,0.529058690,0,3.558593750,0,0,0,0
2012-01-13,86.368549616,103.444997543,122.517074533,79.285244511,72.244972432,36.415283610,21.003153462,0.549442833,24.143393374,7.982485352,0,2.883307946,0,1.717014974,0,0,0,0
2012-01-14,80.004015849,116.782843674,53.028773697,76.993547800,59.222280884,29.021955160,22.013118293,0.495301039,30.209474103,26.331547445,0,2.668148214,0,0,0,0,0,0
2012-01-15,58.262324883,92.925877758,33.076767928,65.912194374,49.787620443,32.666042074,22.583493783,0,24.422433449,25.665563761,0,2.581318690,0,0,0,0,0,0
2012-01-16,78.778624804,100.079175565,97.284314907,54.487809549,68.753047282,12.449426676,21.413205662,1.690743513,18.726912616,22.966579793,0,2.029717232,0,0.618199870,0,0,0,0
2012-01-17,79.351428656,118.888858174,129.089623518,81.561338744,68.747518005,14.652316081,17.261659026,0.842564870,13.268803530,1.514522095,0,0.785660506,0,0.418401693,0,0,0,0
2012-01-18,70.875442771,120.825945388,75.463272192,85.755449808,69.216521810,24.369076335,16.402629246,0.843022315,16.110801505,2.289184367,0,3.447664107,0,1.221064453,0,0,0,0
2012-01-19,36.672071829,117.787421519,117.306855938,83.446921235,70.892076009,54.919966227,15.437406973,0.000045066,23.360562789,19.122477010,0,0.042371667,0,1.306279297,0,0,0,0
2012-01-20,84.433755418,115.019078678,109.655610039,85.541408169,90.537882284,54.541187744,19.208375210,0,19.054018374,42.123106283,0,0.132791369,0,0,0,0,0,0
2012-01-21,88.150383240,125.080136914,72.601213393,88.415073480,66.088523966,11.928665365,16.040976110,0,32.983834635,29.523346965,0,0.021213929,0,0,0,0,0,0
2012-01-22,82.834239628,123.722032593,57.363436010,90.711717916,79.643228861,7.458279215,14.780053017,2.628333567,29.871563947,23.335069377,0,0.005852589,0,0,0,0,0,0
2012-01-23,81.648243974,132.200231424,51.801201393,86.472548358,90.753725993,37.759675293,24.796950763,0.853234469,31.101426505,15.905101522,0,0.123620387,0,0.558736979,0,0,0,0
2012-01-24,89.901793133,134.013694208,36.971673986,86.130183244,90.273469340,59.876645915,28.557221270,0.385111730,20.728758681,19.426079712,0,0.038672470,0,3.731194661,0,0,0,0
2012-01-25,89.011912265,130.156884105,35.986452080,84.629082686,92.319132385,70.827428792,30.807779605,0.114285336,33.911354890,10.207677409,0,0.004368065,0,4.615452474,0.258553874,0,0,0
2012-01-26,37.574321592,129.664247479,44.375281888,87.450190866,76.163646545,76.643472493,36.339888135,0.000291059,33.905583044,10.260855103,0,0.004501994,0,2.856770833,0.005280762,0,0,0
2012-01-27,95.186570298,103.260598947,79.336654887,83.652288689,89.556459452,31.633996989,37.377653625,0,38.977758970,8.594202067,0,0.000541012,0,5.898727214,0,0,0,0
2012-01-28,97.822680956,96.557845741,73.694885093,84.358789195,90.835946248,22.843832194,36.031038750,0,39.646314381,5.175396932,0,0.005019851,0,4.476852214,0,0,0,0
2012-01-29,96.685685775,84.579593116,70.169186694,86.665933914,71.064412537,43.385850423,32.534414369,0.000346495,25.653503328,4.372780151,0,0.040232470,0,0.246673177,0.664423828,0,0,0
2012-01-30,93.275750351,81.032716222,24.734378908,84.300986209,61.885633443,42.075059408,32.558165768,0.000138629,33.885000000,34.204223429,0,0.278204702,0,2.288629557,0.472854818,0,0,0
2012-01-31,94.709085737,68.723183513,7.967436652,86.247698753,52.844952494,80.814806315,33.539453154,0,27.244956597,34.162407837,0,0.000513214,0,1.147711589,0.356825358,0,0,0
---------
