Day,[SDSC TRESTLES] XSEDE Utilization (%),[NICS KRAKEN] XSEDE Utilization (%),[TACC RANGER] XSEDE Utilization (%),[SDSC GORDON] XSEDE Utilization (%),[PSC BLACKLIGHT] XSEDE Utilization (%),[TACC LONESTAR4] XSEDE Utilization (%),[PURDUE STEELE] XSEDE Utilization (%),[NICS NAUTILUS] XSEDE Utilization (%),[TACC LONGHORN] XSEDE Utilization (%),[GATECH KEENELAND] XSEDE Utilization (%),[NCSA FORGE] XSEDE Utilization (%),[TACC STAMPEDE] XSEDE Utilization (%),[TACC SPUR] XSEDE Utilization (%),[PURDUE CONDOR] XSEDE Utilization (%)
2013-01-09,63.034258570,79.572062392,73.427557098,50.078115013,49.249751383,59.647726320,43.720169898,83.084481201,10.128336589,83.757724412,0,13.857527764,0,0.241020476
2013-01-10,77.340087747,61.944761713,75.155341367,72.040940046,44.953993225,77.260195101,54.380638356,46.888897705,11.973416138,81.918153113,0,15.957128079,0,0.412698631
2013-01-11,101.476067502,96.873215160,71.136272939,64.279018174,47.382561544,85.327661822,55.025748122,64.328614095,16.006740926,82.508093237,0,22.265638224,0,0.058451101
2013-01-12,96.082754400,95.692712260,56.166051201,62.217549891,50.876548462,98.621396282,55.035623892,57.708125814,16.771050415,71.963769531,0,38.770722191,0,0.085434196
2013-01-13,94.747872058,93.795964745,34.832833163,34.729424305,53.228285116,50.479450486,50.060079612,54.447130127,18.672092082,67.064337023,0,30.214493141,0,0.087883274
2013-01-14,84.648573851,93.948247620,19.777260233,71.767157163,53.137057800,49.979883364,51.759444347,79.237540283,21.518369344,30.658516611,0,6.356153736,0,0.104764881
2013-01-15,89.551504113,90.816937332,39.853416533,74.258880486,61.593548686,68.103139023,50.239760988,34.814119059,12.626424561,34.160537800,0,26.055654035,0,0.132744375
2013-01-16,107.398111061,95.612229290,58.926143485,71.520495798,54.056457825,72.826172059,48.689640024,16.174759928,27.348252563,81.511925012,0,66.372235107,0,0.095300863
2013-01-17,106.979871101,96.869860070,70.479650938,87.837827398,22.862117411,93.317602723,52.324378849,11.611455078,20.274242350,81.751227411,0,66.354526137,0,0.338908423
2013-01-18,124.615601634,97.081580378,75.388332182,97.331710497,76.126401571,91.635112341,51.687701626,7.311107178,9.312382609,90.498754735,0,56.907810895,0,0.285067589
2013-01-19,100.359314316,97.508095581,75.857236599,89.900056957,66.797910461,80.775939689,51.725415092,4.488715007,2.583224691,92.217899503,0,40.781080187,0,0.167787768
2013-01-20,77.503628438,97.204578753,84.010149660,60.839157115,56.627873332,60.432757235,53.215637656,1.522027181,3.159437256,86.722664832,0,21.294605604,0,0.109846577
2013-01-21,94.474077174,56.863442187,78.075067618,34.025384017,50.251132711,35.013615507,52.758995486,9.762478841,10.843690999,48.850396149,0,5.925110333,0,0.139042113
2013-01-22,110.870847801,96.550627580,84.583263955,55.540193788,66.176495361,27.433350851,47.527653042,45.024786784,11.993105469,59.000617898,0,0,0,0.036217440
2013-01-23,128.467107871,85.057589127,86.230120879,68.999553432,54.349532267,74.356357817,48.512683721,21.263924967,10.258711955,91.385618194,0,7.525016068,0,0.557247708
2013-01-24,126.057937714,78.658998230,86.076444188,68.965301694,69.249674683,73.200867734,31.545604178,11.507143148,11.064222209,90.632360717,0,33.815128047,0,0.227298661
2013-01-25,120.309810578,97.972141654,81.859190651,69.661575288,73.169173686,76.556207241,48.932351099,9.591253662,7.526918335,86.064858744,0,36.146880037,0,1.003581577
2013-01-26,114.131051587,97.098673045,74.425225747,76.828104575,68.749263204,64.813827969,32.344930536,7.328423258,4.648934937,78.754537563,0,19.952947370,0,0.118643185
2013-01-27,104.011751417,97.930092851,52.034853959,68.114509106,71.248983053,52.170558756,29.972221445,10.344545492,7.071858521,82.580097854,0,20.839374141,0,0.024528363
2013-01-28,101.344794709,98.566411915,69.616876952,84.466345313,68.620949605,50.187643542,26.654578317,24.428502604,14.964002482,81.891681759,0,23.310955806,0,0.069208839
2013-01-29,104.782561614,97.454128390,81.834504514,87.319139198,67.257213440,68.168226408,46.239914380,39.784993083,9.379625041,86.830807982,0,18.877078916,0,0.211964940
2013-01-30,85.509776878,86.523871757,76.999750070,75.742847515,76.479385783,48.043724299,54.396436812,29.199001465,4.044099121,76.482143407,0,51.131264657,0,0.351854851
2013-01-31,99.366984093,78.951408941,83.113021058,86.138733900,75.273001302,66.489688208,55.273447998,24.736798096,6.201176147,84.190678662,0,42.208680958,0,0.716477798
