,[100] Wall Hours: Per Job,[101] Wall Hours: Per Job,[102] Wall Hours: Per Job,[103] Wall Hours: Per Job,[104] Wall Hours: Per Job,[105] Wall Hours: Per Job,[106] Wall Hours: Per Job,[107] Wall Hours: Per Job,[108] Wall Hours: Per Job,[109] Wall Hours: Per Job,[10] Wall Hours: Per Job,[110] Wall Hours: Per Job,[111] Wall Hours: Per Job,[112] Wall Hours: Per Job,[113] Wall Hours: Per Job,[114] Wall Hours: Per Job,[115] Wall Hours: Per Job,[116] Wall Hours: Per Job,[118] Wall Hours: Per Job,[119] Wall Hours: Per Job,[11] Wall Hours: Per Job,[120] Wall Hours: Per Job,[122] Wall Hours: Per Job,[123] Wall Hours: Per Job,[124] Wall Hours: Per Job,[125] Wall Hours: Per Job,[126] Wall Hours: Per Job,[127] Wall Hours: Per Job,[128] Wall Hours: Per Job,[129] Wall Hours: Per Job,[12] Wall Hours: Per Job,[130] Wall Hours: Per Job,[131] Wall Hours: Per Job,[132] Wall Hours: Per Job,[133] Wall Hours: Per Job,[134] Wall Hours: Per Job,[135] Wall Hours: Per Job,[136] Wall Hours: Per Job,[137] Wall Hours: Per Job,[138] Wall Hours: Per Job,[13] Wall Hours: Per Job,[140] Wall Hours: Per Job,[141] Wall Hours: Per Job,[142] Wall Hours: Per Job,[143] Wall Hours: Per Job,[144] Wall Hours: Per Job,[145] Wall Hours: Per Job,[148] Wall Hours: Per Job,[149] Wall Hours: Per Job,[14] Wall Hours: Per Job,[150] Wall Hours: Per Job,[151] Wall Hours: Per Job,[152] Wall Hours: Per Job,[153] Wall Hours: Per Job,[155] Wall Hours: Per Job,[156] Wall Hours: Per Job,[157] Wall Hours: Per Job,[158] Wall Hours: Per Job,[15] Wall Hours: Per Job,[160] Wall Hours: Per Job,[161] Wall Hours: Per Job,[162] Wall Hours: Per Job,[163] Wall Hours: Per Job,[165] Wall Hours: Per Job,[166] Wall Hours: Per Job,[167] Wall Hours: Per Job,[168] Wall Hours: Per Job,[16] Wall Hours: Per Job,[170] Wall Hours: Per Job,[172] Wall Hours: Per Job,[173] Wall Hours: Per Job,[175] Wall Hours: Per Job,[176] Wall Hours: Per Job,[178] Wall Hours: Per Job,[179] Wall Hours: Per Job,[17] Wall Hours: Per Job,[180] Wall Hours: Per Job,[181] Wall Hours: Per Job,[182] Wall Hours: Per Job,[183] Wall Hours: Per Job,[185] Wall Hours: Per Job,[186] Wall Hours: Per Job,[188] Wall Hours: Per Job,[189] Wall Hours: Per Job,[18] Wall Hours: Per Job,[190] Wall Hours: Per Job,[192] Wall Hours: Per Job,[193] Wall Hours: Per Job,[195] Wall Hours: Per Job,[196] Wall Hours: Per Job,[199] Wall Hours: Per Job,[19] Wall Hours: Per Job,[1] Wall Hours: Per Job,[200] Wall Hours: Per Job,[201] Wall Hours: Per Job,[203] Wall Hours: Per Job,[204] Wall Hours: Per Job,[205] Wall Hours: Per Job,[206] Wall Hours: Per Job,[207] Wall Hours: Per Job,[208] Wall Hours: Per Job,[209] Wall Hours: Per Job,[20] Wall Hours: Per Job,[210] Wall Hours: Per Job,[211] Wall Hours: Per Job,[212] Wall Hours: Per Job,[213] Wall Hours: Per Job,[214] Wall Hours: Per Job,[215] Wall Hours: Per Job,[216] Wall Hours: Per Job,[217] Wall Hours: Per Job,[218] Wall Hours: Per Job,[219] Wall Hours: Per Job,[21] Wall Hours: Per Job,[220] Wall Hours: Per Job,[221] Wall Hours: Per Job,[222] Wall Hours: Per Job,[223] Wall Hours: Per Job,[224] Wall Hours: Per Job,[225] Wall Hours: Per Job,[226] Wall Hours: Per Job,[227] Wall Hours: Per Job,[22] Wall Hours: Per Job,[230] Wall Hours: Per Job,[232] Wall Hours: Per Job,[233] Wall Hours: Per Job,[235] Wall Hours: Per Job,[236] Wall Hours: Per Job,[238] Wall Hours: Per Job,[239] Wall Hours: Per Job,[23] Wall Hours: Per Job,[240] Wall Hours: Per Job,[241] Wall Hours: Per Job,[243] Wall Hours: Per Job,[244] Wall Hours: Per Job,[245] Wall Hours: Per Job,[247] Wall Hours: Per Job,[248] Wall Hours: Per Job,[249] Wall Hours: Per Job,[24] Wall Hours: Per Job,[250] Wall Hours: Per Job,[251] Wall Hours: Per Job,[252] Wall Hours: Per Job,[253] Wall Hours: Per Job,[254] Wall Hours: Per Job,[255] Wall Hours: Per Job,[256] Wall Hours: Per Job,[25] Wall Hours: Per Job,[26] Wall Hours: Per Job,[27] Wall Hours: Per Job,[288] Wall Hours: Per Job,[28] Wall Hours: Per Job,[29] Wall Hours: Per Job,[2] Wall Hours: Per Job,[30] Wall Hours: Per Job,[31] Wall Hours: Per Job,[32] Wall Hours: Per Job,[33] Wall Hours: Per Job,[34] Wall Hours: Per Job,[35] Wall Hours: Per Job,[36] Wall Hours: Per Job,[37] Wall Hours: Per Job,[38] Wall Hours: Per Job,[390] Wall Hours: Per Job,[39] Wall Hours: Per Job,[3] Wall Hours: Per Job,[40] Wall Hours: Per Job,[41] Wall Hours: Per Job,[42] Wall Hours: Per Job,[43] Wall Hours: Per Job,[44] Wall Hours: Per Job,[45] Wall Hours: Per Job,[46] Wall Hours: Per Job,[47] Wall Hours: Per Job,[48] Wall Hours: Per Job,[49] Wall Hours: Per Job,[4] Wall Hours: Per Job,[50] Wall Hours: Per Job,[51] Wall Hours: Per Job,[52] Wall Hours: Per Job,[53] Wall Hours: Per Job,[54] Wall Hours: Per Job,[55] Wall Hours: Per Job,[56] Wall Hours: Per Job,[57] Wall Hours: Per Job,[58] Wall Hours: Per Job,[59] Wall Hours: Per Job,[5] Wall Hours: Per Job,[60] Wall Hours: Per Job,[61] Wall Hours: Per Job,[62] Wall Hours: Per Job,[63] Wall Hours: Per Job,[64] Wall Hours: Per Job,[65] Wall Hours: Per Job,[66] Wall Hours: Per Job,[67] Wall Hours: Per Job,[68] Wall Hours: Per Job,[69] Wall Hours: Per Job,[6] Wall Hours: Per Job,[70] Wall Hours: Per Job,[71] Wall Hours: Per Job,[72] Wall Hours: Per Job,[73] Wall Hours: Per Job,[74] Wall Hours: Per Job,[75] Wall Hours: Per Job,[76] Wall Hours: Per Job,[77] Wall Hours: Per Job,[78] Wall Hours: Per Job,[79] Wall Hours: Per Job,[7] Wall Hours: Per Job,[80] Wall Hours: Per Job,[81] Wall Hours: Per Job,[82] Wall Hours: Per Job,[83] Wall Hours: Per Job,[84] Wall Hours: Per Job,[85] Wall Hours: Per Job,[86] Wall Hours: Per Job,[87] Wall Hours: Per Job,[88] Wall Hours: Per Job,[89] Wall Hours: Per Job,[8] Wall Hours: Per Job,[90] Wall Hours: Per Job,[91] Wall Hours: Per Job,[92] Wall Hours: Per Job,[93] Wall Hours: Per Job,[94] Wall Hours: Per Job,[95] Wall Hours: Per Job,[96] Wall Hours: Per Job,[97] Wall Hours: Per Job,[98] Wall Hours: Per Job,[99] Wall Hours: Per Job,[9] Wall Hours: Per Job
2016-02-13,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.55358889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8258,24.0,,0.0,3.2378,0.0,0.0,0.0,7.07394,0.0,13.25626,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,11.6188,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.64495,0.0,,0.0,,0.0,0.0,0.0,,10.270925,0.0,0.0,0.0,1.53845,0.0,0.0,0.0,0.0,8.04205,0.0,0.0,,0.0,0.0,,0.0,3.16056667,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,19.88344,0.0,0.0,0.0,0.0,0.0,,0.0,3.81682662,0.0,,,0.0,23.3356,,0.0,0.0,,10.51724,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,15.2034,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,9.22685556,0.0,0.0,0.0,0.0,0.0,0.0,3.59341429,7.7406,0.0,0.0,0.0,15.5682,0.0,5.93055819,13.9486,0.0,4.42799545,0.0,18.4022,13.6147,0.0,0.0,0.0,0.0,5.366175,8.40466667,8.70581,0.0,3.85195,0.0,0.0,22.4275,13.2689,0.0,24.0,0.0,6.84401703,5.1294,0.0,0.0,0.0,0.0,6.33793333,0.0,0.9983,0.0,0.0,2.90753548,5.2336,0.0,24.0,0.0,14.99524545,0.0,0.0,0.0,0.0058,0.0,6.42349375,0.0,0.0,0.0,0.0,0.0,0.02333333,0.0,0.0,0.0,0.0,4.9105,5.85448333,12.0203,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,4.99025563,0.0,2.66435,0.0,0.0,0.0,0.0,6.215,,0.0,0.0,2.76591
2016-02-14,20.7869,,0.0,0.0,0.0,0.0,0.0,0.0,0.1907,0.0,8.57599778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9358,,0.0,0.0,0.0,0.0,0.0,7.5376,0.0,11.77558182,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,17.6272,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.804525,0.0,,0.0,,0.0,0.0,0.0,,11.78166667,0.0,0.0,0.0,1.48928571,0.0,0.0,0.0,0.0,11.04223951,0.0,0.0,,0.0,0.0,,0.0,8.097045,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.98255,0.0,0.0,0.0,0.0,0.0,,0.0,2.53102603,0.5014,,,0.0,18.4233,,0.0,0.0,,10.24938235,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,6.50978,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,6.2692,0.0,0.0,,,0.0,0.0,0.0,0.0,2.72305,0.0,0.0,0.0,0.0,0.0,0.0,2.91183846,10.63333333,0.0,0.0,0.0,13.90703333,0.0,2.09786694,17.59,0.0,4.440862,11.0036,4.6592,19.7531,0.0,0.0,0.0,0.0,18.4768,5.47652034,9.8731,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.551125,0.0,5.17000245,0.0,0.0,0.0,0.0,0.0,11.7939,0.0,0.0,0.0,0.0,4.33552121,0.0,0.0,11.1557,4.32485,4.66279487,0.0,0.0,0.0,0.0,0.0,9.22216977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.13033889,1.90656667,0.0,0.0,0.0,0.42915,0.0,0.0,0.0,0.0,0.0,1.55567418,0.0,7.03335,0.0,0.0,0.0,0.0,24.0,,0.0,0.0,3.09892821
2016-02-15,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.692375,0.0,9.00685625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5886,,0.0,0.0,0.0,0.0,0.0,2.74968387,0.0,10.2767375,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0639,0.0,0.0,0.0,17.9364,0.0086,,0.0,,0.0,0.0,0.0,,18.84193333,0.0,0.0,0.0,1.33535,0.0,0.0,0.0,0.0,8.35444625,0.0,0.0,,0.0,0.0,,0.0,11.00231667,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,15.63958333,0.0,2.6621,0.0,0.0,0.0,,0.0,2.4863385,0.0,,,0.0,10.7864,,0.0,0.0,,6.35285238,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,20.6234,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,24.0,0.0,0.0,,,0.0,0.0,0.0,0.0,11.966575,0.0,0.0,0.0,0.0,0.0,0.0,1.78523333,6.6826875,0.0,0.03,0.0,9.39156,0.0,1.77535639,13.55338,0.0,4.74353111,5.07006667,0.0,10.85875,0.0,0.0,0.0,0.0,12.27015,11.68291887,6.09817857,0.0,17.7872,0.0,0.0,4.8053,10.7353,0.0,11.4387,0.0,6.20887067,0.0,0.0,0.0,0.0,0.0,11.86713333,0.0,1.8542,0.0,0.0,1.362025,0.0,0.0,24.0,18.6006,8.96152381,0.0428,0.0,0.0,0.0,0.0,3.51433226,0.0,0.0,0.0,0.0,0.0,2.1773,0.0,0.0,0.0,0.0,3.20253226,1.77716,15.64485,0.0,0.0,0.1917,0.0,0.0,0.0,0.0,0.0,2.16021179,0.0,10.12595,0.0,0.0,0.0,0.0,9.72345,,0.0,0.0,2.20016383
2016-02-16,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,13.9197,0.0,8.01238636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,,0.0,0.0,0.0,0.0,0.0,4.6418,0.0,9.8532875,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0178,0.0,,0.0,0.0,0.0089,0.0,0.0,0.0,16.1718,3.7989,,0.0,,0.0,0.0,0.0,,10.88063333,0.0,0.0,0.0,1.66428,0.0,0.0,0.0,0.0,6.33199444,0.0,0.0,,0.0,0.0,,0.0,5.84566667,0.0,0.6725,,0.0,0.0,0.0,0.0,0.0,20.00093333,0.0,0.0,0.0,0.0,0.0,,0.0,3.28232379,0.0,,,0.0,8.6268,,0.0,0.0,,7.56297857,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,8.167225,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,17.7369,0.0,0.0,,,0.0,0.0,0.0,0.0,8.21188,2.6897,0.0,0.0,0.0,0.0,0.0,1.619425,2.24155,0.0,0.0,0.0,0.0,0.0,2.78089366,8.88555714,0.0,7.15828,15.0014,0.0,6.9221,10.35213333,0.0,0.0,0.0,12.24153333,7.16060278,4.77858182,0.0,16.0017,0.0,2.6708,21.315,21.0714,0.0,4.4787,0.0,6.00221521,0.0,0.0,0.0,0.0,0.0,10.19875,0.0,0.0,0.0,0.0,2.33184054,0.0,0.0,10.0668,24.0,5.4642963,0.0,0.0,0.0,0.0,0.0,2.76563125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.91476538,9.32383,14.5275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.14568651,0.0,4.2028,0.0,0.0,0.0,0.0,3.83515,,0.0,0.0,1.99634318
2016-02-17,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,15.8292,0.0,7.60370612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.575,0.0,0.0,20.4178,,0.0,0.0,0.0,0.0,0.0,2.24388824,0.0446,6.70935,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,3.94875,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.12198333,0.1117,,0.0,,0.0,0.0,0.0,,3.35406667,0.0,5.9875,0.0,1.60203333,0.0,0.0,0.0,0.0,6.18913239,0.0,0.0,,0.0,0.0,,0.0,8.8833,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.64901667,0.0,0.0,0.0,0.0,0.025,,0.0,4.08867873,0.0,,,0.0,5.7119,,0.0,0.0,,11.427225,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,15.59386667,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,10.81995,6.8578,0.0,0.0,0.0,0.0,0.0,1.96481429,9.4524,0.0092,0.0,0.0,0.0,0.0,2.34128841,7.31844,0.0131,8.94508298,10.8542,0.0,7.3161,22.18665,0.0128,0.0,0.0,8.64458333,6.2815875,19.29805,0.39055,0.3053,0.0,24.0,13.0042,24.0,0.0,3.63073333,0.0,5.73537116,0.0181,0.0,0.0,0.0,0.0,13.75595,0.0,0.0,0.0,0.0,2.45648205,0.0,0.01265,24.0,5.4042,5.00286897,0.032925,0.0,0.0,0.0,0.0,5.90506735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.03061765,3.38911111,2.6031,5.8183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2895646,0.0,14.2586,0.0,0.0,0.0,0.0,8.1878,,0.0,0.0,2.14637629
2016-02-18,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.4028,0.0,5.41205319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.73323333,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,6.66008,0.0,4.30079565,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,5.6603875,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.07768333,0.0,,0.0,,0.0,0.0,0.0,,8.06306667,0.14555,16.7239,0.0,1.61406667,0.0,0.0,0.0,0.0,5.14585517,0.0,0.0,,0.0,0.0,,0.0,2.3685,0.0,0.0083,,0.0,0.0,0.0,0.0,0.0,10.8081875,0.0,0.0,0.0,0.0,0.0,,0.0,4.0481388,0.0,,,0.0,0.0,,0.0,0.0,,11.456375,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,1.5835,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,21.22973333,6.6742,0.0,0.5953,0.0,0.0,0.0,3.36969167,3.52705,0.0,0.0,0.0753,0.0,0.0,3.55041098,18.364875,0.0,7.45235455,4.1531,0.0,20.1042,2.90018462,0.0,0.0,0.0,11.65486667,6.42091429,10.10978,1.21336667,0.1122375,0.0,7.16056667,4.1314,3.73034,0.0,7.97095,0.0,7.23523472,0.0,0.0,0.0,0.0,0.0,8.23725,0.0,0.9635,0.0,0.0,2.95248596,15.02582,0.0,6.30778333,0.0,2.41125303,0.0,0.0,0.0,0.0,0.0,3.97927833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.96232667,5.65968333,0.0,0.20111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.54236141,0.0,5.2975,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.45878491
2016-02-19,0.0,,0.0,0.0214,0.0,0.0,0.0,0.0,22.9875,0.0,6.59146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4129,0.0,0.0106,0.0,,0.0,0.0,0.0,0.0,0.0,9.627675,0.0,6.95013182,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,2.28456667,4.2944,,0.0,0.0,0.0,0.0,0.0,0.0,10.81066667,0.0,,0.0,,0.0,0.0,1.2642,,6.85613333,0.0,0.0,0.0,1.61593333,0.0,0.0,0.0,0.0,7.37196591,0.0,0.0,,0.0,0.0,,0.0,5.23406667,0.0,0.0,,0.0261,0.0,0.0,0.0,0.0,20.00231667,0.0,0.0,0.0,0.0,0.0,,0.0111,5.45612263,0.0,,,0.0,0.0,,0.0,0.0,,3.20823,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,15.90453333,0.0,0.0,0.0,,0.0,0.0,,0.0,0.757925,0.0,,0.0,0.0,0.0,0.0,,0.0119,0.0,0.0,,,0.0,0.0,0.0,0.0,0.49366,0.01296,0.0,0.0,0.0,0.0,0.0,0.51853333,6.91375,2.30055,0.0119,0.0,0.0144,0.0169,4.73264392,5.90374,0.0136,4.69109412,2.35365,2.4217,3.485625,7.03319286,0.0131,0.0125,0.0,12.29428,10.13421875,9.1051,0.7715,0.313675,0.0169,0.0131,0.0147,18.004175,0.0156,4.0382,0.0161,6.79045606,0.0161,0.0153,0.0136,0.0172,0.0153,11.50235,0.0128,0.0147,0.0158,0.0131,8.818725,13.36301667,0.0131,14.705,8.7089,1.78219531,0.0161,0.0,0.0,0.0,0.0,1.04558479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.51226667,2.220075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.32108679,0.0,16.2386,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.42421591
2016-02-20,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0089,0.0,11.52891176,0.0,0.0,0.02085,0.0,0.0,0.0,0.0,10.42835,0.0,0.0,3.3217,,0.0,0.0,0.0,0.0,0.0,3.61015,0.0,14.149,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,7.4343,0.6404,,0.0,0.0,0.02405,0.0,0.0,0.0,11.387075,0.0,,0.0,,0.0,0.0,2.5967,,7.2184,0.01945,0.0,0.0,1.6975,0.0,0.0,0.0,0.0,8.28915195,0.0,0.0,,0.0,0.0271,,0.0,5.593975,0.0,0.315,,0.0,0.0,0.0,0.0,0.0,9.80422,0.0,0.02695,0.0,0.0,0.0,,0.0,7.40922002,0.0,,,0.0,0.0,,0.0,0.0296,,6.62541111,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.2489,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,12.19054,0.0,0.0,0.0,0.0,0.0,0.0,5.799925,0.0,1.4197,0.85695,0.0,6.0033,0.0,6.67548778,19.49463333,0.0,8.32231111,5.3106,0.0,19.365,4.68044545,0.0,0.0,0.0,13.655,9.41479429,19.5688,0.0,0.0,0.0,0.0,0.0,18.7688,0.0,4.90195,0.0,6.85945878,0.0,0.0,0.00655,0.0,0.0,24.0,0.0,0.0,0.0,0.0,7.64371481,6.78294,0.0,11.14073333,24.0,9.77964286,0.0,0.0,0.0,0.0,20.1572,8.38240588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.88777727,2.68812857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08238233,0.0,13.9747,0.0,0.0,0.0,0.0,0.05943333,,0.0,0.0,3.32681017
2016-02-21,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,15.0022,0.0,5.9964087,0.0,0.0,0.1679,0.0,0.0,0.0,0.0,15.8482,0.0,0.0,20.9206,,0.0,0.0,0.0,0.0,0.0,5.80205333,0.0,16.01231111,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,5.75123333,1.47872,,0.0,0.0,0.17165,0.0,0.0,0.0,14.47095,0.0,,0.0,,0.0,0.0,0.0,,13.67334,0.16945,0.0,0.0,1.7302,0.0,0.0,0.0,0.0,5.71577027,0.0,0.0,,0.0,0.1711,,0.0,5.54468,0.0,0.24646667,,0.0,0.0,0.0,0.0,0.0,10.35515714,0.0,0.12276667,0.0,0.0,0.0,,0.0,4.6236191,14.5783,,,0.0,0.0,,0.0,0.1251,,6.1861875,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,14.29305,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,7.75688571,0.0,0.0,0.0,0.0,0.0,0.0,6.0364875,13.2097,8.0036,0.24705,0.0,3.9031,0.0,4.47809111,3.54823333,0.0,7.51424186,0.0,0.0,14.6597,17.65093333,0.0,0.0,0.0,9.52463333,8.77342584,5.98995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76776667,0.0,7.64656411,0.0,0.0,0.0,0.0,0.0,5.6353,0.0,1.10916667,0.0,0.0,6.54055263,19.0822,0.0,8.73428571,6.6017,9.08593333,0.0,0.0,0.0,0.0,24.0,4.12045926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.73529091,1.7874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.87632332,0.0,7.02595,0.0,0.0,0.0,0.0,0.93973333,,0.0,0.0,2.00992727
2016-02-22,9.3233,,0.0,0.0,0.0,0.0,0.0,0.0,21.6542,0.0,9.75928182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,4.36686364,,0.0,0.0,0.0,0.0,0.0,5.34712,0.0,6.35709565,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0208,0.0222,,0.0,0.0,0.0,0.0,0.0,0.0,8.0413,0.0,,0.0,,0.0,0.0,0.0,,18.7353,0.4578,0.0,0.0,1.6611,0.0,0.0,0.0,0.0,5.45365714,0.0,0.0,,0.0,0.0,,0.0,5.48125,0.0,0.33415,,0.0,0.0,0.0,0.0,0.0,14.85784444,0.0,0.0,0.0,0.0,0.0,,0.0,3.84051601,21.9875,,,0.0,0.0,,0.0,0.0,,4.87434545,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,12.83595,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,11.0994,0.0,0.0,,,0.0,0.0,0.0,0.0,8.25450833,0.0,0.0,0.0,0.0,0.0,0.0,4.7624,7.8969,0.0,0.1319,0.0,0.0,0.0,3.18381418,5.23045,0.0,4.2832871,0.0,0.0,19.9875,5.88084,0.0,0.0,0.0,12.77476667,8.64080918,16.4562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66610833,0.0,4.36305458,0.8519,0.0,0.9283,0.0,0.0,15.66945,0.0,0.0,0.0,0.0,2.98884472,7.50396667,0.0,12.78071429,0.0,4.92348571,0.0,0.0,0.0,0.0,5.5907,0.55262238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1152,4.46015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.43071576,0.0,5.9407,0.0,0.0,0.0,0.0,1.2961,,0.0,0.0,3.56806406
2016-02-23,1.75725,,0.0,0.0,0.0,0.0,0.0,0.0,4.3157,0.0,8.16136316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.82666667,0.0,0.0,13.85213333,,0.0,0.0,0.0,0.0,0.0,5.46962727,0.0,8.21593333,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.43595,0.0,,0.0,0.0,0.0113,0.0,0.0,0.0,1.97814286,0.0,,0.0,,0.0,0.0,0.0,,7.41156667,0.4894,0.0,0.0,1.66,0.0,0.0,0.0,0.0,3.78726788,0.0,0.0,,0.0,0.0,,0.0,3.5475,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,6.5668,0.0,0.0,0.0,0.0,0.0,,0.0,5.24095039,24.0,,,0.0,0.0,,0.0,0.0,,5.87314545,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,8.3333,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,24.0,0.0,0.0,,,0.0,0.0,0.0,0.0,18.1581,0.0,0.0,0.0,0.0,0.0,0.0,4.16991429,6.9839,0.0,0.0928,0.0,0.0,0.0,4.20981806,10.1047,0.0,5.67296579,0.0,0.0,24.0,17.15176667,0.0,0.0,0.0,10.454375,5.89314,18.14985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46842963,0.0,7.40826213,0.0,0.0,10.9879,0.0,0.0,7.3082,0.0,0.0,0.0,0.0,4.18707727,0.76406,0.0,13.1635,1.0522,12.858225,0.0,0.0,0.0,0.0,24.0,1.78539524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.99098125,2.13194286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.938832,6.0079,3.4433,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,9.09868824
