,[10] Wall Hours: Per Job,[11] Wall Hours: Per Job,[12] Wall Hours: Per Job,[13] Wall Hours: Per Job,[14] Wall Hours: Per Job,[15] Wall Hours: Per Job,[16] Wall Hours: Per Job,[17] Wall Hours: Per Job,[18] Wall Hours: Per Job,[19] Wall Hours: Per Job,[1] Wall Hours: Per Job,[20] Wall Hours: Per Job,[21] Wall Hours: Per Job,[22] Wall Hours: Per Job,[23] Wall Hours: Per Job,[24] Wall Hours: Per Job,[25] Wall Hours: Per Job,[26] Wall Hours: Per Job,[27] Wall Hours: Per Job,[28] Wall Hours: Per Job,[29] Wall Hours: Per Job,[2] Wall Hours: Per Job,[30] Wall Hours: Per Job,[31] Wall Hours: Per Job,[32] Wall Hours: Per Job,[33] Wall Hours: Per Job,[34] Wall Hours: Per Job,[35] Wall Hours: Per Job,[36] Wall Hours: Per Job,[37] Wall Hours: Per Job,[38] Wall Hours: Per Job,[39] Wall Hours: Per Job,[3] Wall Hours: Per Job,[40] Wall Hours: Per Job,[41] Wall Hours: Per Job,[42] Wall Hours: Per Job,[43] Wall Hours: Per Job,[44] Wall Hours: Per Job,[45] Wall Hours: Per Job,[46] Wall Hours: Per Job,[47] Wall Hours: Per Job,[48] Wall Hours: Per Job,[49] Wall Hours: Per Job,[4] Wall Hours: Per Job,[50] Wall Hours: Per Job,[51] Wall Hours: Per Job,[52] Wall Hours: Per Job,[53] Wall Hours: Per Job,[54] Wall Hours: Per Job,[55] Wall Hours: Per Job,[56] Wall Hours: Per Job,[57] Wall Hours: Per Job,[58] Wall Hours: Per Job,[59] Wall Hours: Per Job,[5] Wall Hours: Per Job,[60] Wall Hours: Per Job,[61] Wall Hours: Per Job,[62] Wall Hours: Per Job,[63] Wall Hours: Per Job,[64] Wall Hours: Per Job,[65] Wall Hours: Per Job,[66] Wall Hours: Per Job,[67] Wall Hours: Per Job,[68] Wall Hours: Per Job,[6] Wall Hours: Per Job,[70] Wall Hours: Per Job,[71] Wall Hours: Per Job,[72] Wall Hours: Per Job,[7] Wall Hours: Per Job,[8] Wall Hours: Per Job,[9] Wall Hours: Per Job
2015-09-08,0.92515,0.0,1.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32994457,2.51852857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00373863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4775,0.0,0.0,0.3034,0.0,0.0,0.0,0.0,,0.0,0.0,2.12287027,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0436,0.0,0.0,0.0,0.0,1.6215871,1.49085
2015-09-09,5.59438889,6.04202,5.19592727,0.0,0.0,1.66675,3.22823333,0.0,0.87595,0.0,5.68536115,3.129712,0.0,0.0,0.0,2.0053,0.0,0.0,0.0,0.0,0.0,4.83668199,1.33416667,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,11.39507,12.7131,0.0,0.12656667,0.0,0.0,0.0,0.0,,0.0,0.0,11.89848772,0.0375,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,4.65195,0.0,,,0.0,2.06367143,0.0,0.0,0.0,0.0,1.0118,0.0,0.0,1.789275,0.0,4.35221884,10.16144
2015-09-10,4.1000625,18.00645,3.53724,0.0,0.0,18.9107,4.64545,0.2601,0.0,0.0,5.36695221,5.43172,0.01375,0.0,0.0,0.0,0.0,0.0,0.0,4.1864,0.0,5.05702031,5.9394,0.0,8.6639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.03694167,17.5269,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.17515041,0.777575,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,7.0002,0.0,,,0.0,0.65025,0.0,0.0,0.0,0.0,0.5998125,0.0,0.0,17.4482,0.0,4.72817447,10.34055714
2015-09-11,1.70259333,6.94135,12.512225,0.0072625,0.0,6.45223,0.83027143,0.4139,0.0,0.0,1.46249961,0.1108,0.0911,0.0,0.0,0.0527,0.0,0.0,0.0,11.9997,0.0,4.02294608,0.0,0.0,0.0689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7897875,0.0,0.0,0.26532857,0.0,0.0,0.0,0.0,,0.0968,0.0,0.49085871,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,4.19716667,5.5617,,,0.0,0.05085,0.0,0.0,0.0,0.0,8.08825,0.0,0.0,3.05175,0.0,4.74356304,11.6324
2015-09-12,9.97087778,11.0971,4.42,0.0,0.0,4.07293333,8.77696667,0.0,0.0,0.0,3.63647366,0.008825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,6.55474195,9.5356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.00645556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0414,0.0,0.77688877,0.0436,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,9.1386,5.07261,,,0.0,0.88116,0.0,0.0,0.0,0.0,1.92717273,0.0,0.0,6.87301429,0.0,12.92672308,10.81524444
2015-09-13,20.86436429,18.870425,13.36218,0.0,0.0,10.5439,3.16390625,0.0,0.0,0.0,0.91032805,0.0825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66765,0.0,7.2092056,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0572,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.13655164,0.0181,0.0,0.07766667,,0.0,0.0,0.0,0.0,0.0,,3.68593333,0.4892,,,0.0,6.49463333,0.0,0.0,0.0,0.0,1.28305,0.0,0.0,8.00725,0.0,5.22043333,10.6291
2015-09-14,5.95952759,10.8739,4.19784783,0.0,0.0,7.6091,4.05353889,4.9962,1.7417,0.7883,0.53069036,5.1049,0.0,0.0,0.0,0.0,2.0627,0.0,0.0,24.0,0.0,2.68207279,2.3477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.57901364,1.16265,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,6.5869381,0.0,0.0,2.12015,,0.0,0.0,0.0,0.0,0.0,,0.82345,11.4792,,,0.0,0.0,0.0,0.0,0.0,0.0,2.02722222,0.0,1.4594,5.5825,0.0,3.09416818,11.99986667
2015-09-15,6.49604545,6.1361,8.84502308,0.0,0.0,8.17953333,6.01956552,11.78,0.0,0.0,0.76491944,1.48476154,0.0,0.0,0.0,0.0186,0.0,0.0,0.0,11.99735,0.0,2.54813923,2.64962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.55840909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.83622194,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2.77337857,24.0,,,0.0,2.8127,0.0,0.0,0.0,0.0,4.54067778,0.0,0.0,9.719175,0.0,4.40119722,12.6225
2015-09-16,3.2772,9.28786667,1.00685481,0.0,0.0,7.99953333,5.2348875,0.0,2.1869,0.0,1.04448659,2.98196,0.0,0.0,0.0,1.2742,0.0,0.0,0.0,9.8994,0.0,3.97978452,11.8172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.80624138,0.0,0.0,0.15534,0.0,0.0,0.0,0.0,,0.0,0.0,1.41361474,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.7518,9.8864,,,0.0,4.67582,0.0,0.0,0.0,0.0,9.77981429,0.0,0.0,0.55095714,0.0,6.60236,11.9980875
2015-09-17,5.44567368,14.45355,9.85137273,0.0,0.0,11.99985,4.52708,0.0,0.0504,0.0,1.57561568,1.90765714,0.0,0.0,0.0,0.0753,0.0,0.0,0.0,0.0,0.0,4.01521388,10.31603333,0.0,0.06482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.69237778,0.63962105,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.46638065,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,6.06485714,0.0,,,0.0,8.0674,0.0,0.0,0.0,0.0,10.74889333,0.0,0.0,14.5018,0.0,2.10185641,9.57838333
2015-09-18,6.14444375,12.56356667,10.13768333,0.0,0.0,9.3164,1.85596327,0.0,0.0789,0.0,3.08525169,7.99912857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64796778,4.2477,0.0,0.18073784,0.0,0.0967,0.09617,0.0,0.0,0.0528,0.0,11.30055294,2.4025,0.0,1.69884,0.0,0.0,0.0,0.0,,0.0,0.0,3.27139175,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.27818846,0.0,,,0.0,6.189775,0.0,0.0,0.0,0.4336,4.06044667,0.22195,0.0,9.28448333,0.0,1.93803559,8.9275
2015-09-19,11.57416667,19.18895,16.8346,0.0,0.0,1.1658,6.3873875,0.0,0.0,0.0,8.12695717,5.064325,0.67735,0.0,0.0,0.0,0.0,0.0,0.0,17.29735,0.0,6.3998575,22.3639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1496,0.0,0.0,4.84928,0.0,0.0,0.0,0.0,,0.0,0.0,6.68373148,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,19.39865455,0.0,,,0.0,24.0,0.0,0.0,0.0,0.0,15.3303,24.0,0.0,8.13353333,0.0,7.02711905,1.8371
2015-09-20,4.05591429,8.6284,9.52860769,0.0,0.0,0.0,14.01305,3.41405,0.0,0.0,7.12663282,9.18555,13.8544,0.0,0.0,0.0,0.0,0.0,0.0,8.02103333,0.0,7.22596959,6.7933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7701,0.0,0.0,0.44235,0.0,0.0,0.0,0.0,,0.0,0.0,0.32834699,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,11.13176,0.0,,,0.0,3.23968333,0.0,0.0,0.0,0.0,2.810625,11.99555,0.0,6.8692,0.0,2.82177544,6.2797
2015-09-21,7.08882,24.0,11.40579091,0.0,0.0,3.9749,6.3994375,0.8253,0.11875,0.0,3.43656207,7.98504,9.4211,0.0,0.0,0.0436,0.0,0.0,0.0,24.0,0.0,5.42168182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.25041667,0.06215,0.0,0.0528,0.5019,0.0,0.2542,0.0,,0.0,0.0,0.69300498,2.0346,0.225,0.3481,,0.0,0.0,0.0,0.0,0.0,,18.6951,0.5468,,,0.0431,24.0,0.0,0.0,0.0,0.0,1.63916923,24.0,0.0,4.36455,0.0,1.10065449,9.62194
2015-09-22,0.7787,5.7892,8.39581538,0.0,0.0,0.0,3.51649091,0.0,0.0,0.0,4.75474631,4.54257692,0.28015,0.0,0.0,0.0071,0.0,0.0,0.0,1.9078,0.0,5.36294724,0.0,0.0,0.756825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.05335833,0.0,0.0,2.72805,0.0,0.0,0.0,0.0,,0.0,0.0,5.56650952,1.1244,0.5642,0.0,,0.0,0.0,0.0,0.0,0.0,,9.55013333,4.0511,,,0.0,3.19575714,0.0,0.0,0.0,0.0,1.85693429,11.9996,0.0,10.0271,0.0,1.83496559,6.97512857
2015-09-23,2.99739286,13.8571,6.76101333,0.0,0.0,0.0,1.93894375,0.0,0.0,0.0,3.24002671,4.91661,0.0,0.0,0.0,2.5211,0.0,0.0,0.0,0.0,0.0,5.17627474,0.0,0.0,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.91715833,0.0,0.0,1.93685,0.0,0.0,0.0,0.0,,0.0,0.0,4.19597542,0.0,3.95906667,0.0,,0.0,0.0,0.0,0.0,0.0,,13.30165,2.0536,,,0.0,24.0,0.0,0.0,0.0,0.0,3.8605913,24.0,0.0,11.00262,0.59253333,4.58753818,4.212775
2015-09-24,2.97924545,12.4386,11.06206154,0.0,7.34286667,0.0,2.40647143,0.0,0.0,0.0,4.32451411,1.65562424,0.0,1.7083,0.0,0.2353,0.828675,0.0,0.0,0.0,0.0,4.86256503,0.0133,0.1322,0.15533571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.18022667,0.27239,0.0,0.18906667,0.0,0.0,0.0,0.0,,0.0,0.0,4.56074836,0.2458,4.02528,0.0,,0.16393846,0.0,0.0,0.0,0.0,,5.0106,0.0,,,0.0,6.04565,0.0,0.0,0.0,0.0,2.59433684,11.9957,0.0,14.8689,0.4244,5.91591111,0.0
2015-09-25,5.29564286,15.92718571,9.55920588,1.05936667,0.0,0.0,12.0764,0.0,0.0,0.0,1.87747605,4.39745455,0.0,0.0086,0.0,1.2703,0.440425,0.0,0.0,0.0,0.0,5.82117573,0.0,0.0,0.1322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.89605333,0.61401538,0.0,0.3021,0.0,0.0,0.0,0.0,,0.0,0.0,6.12388642,0.0,6.3483,0.0,,1.00945,0.0,0.0,0.0,0.0,,4.55156667,0.0,,,0.0,5.68351667,0.0,0.0,0.0,0.0,5.45508333,19.6794,0.0,7.44295,0.0,10.63427857,0.4868
2015-09-26,4.98603333,14.43384,10.24305882,0.0,0.0,0.0,10.84916667,0.0,0.0,0.0,10.18653412,6.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.94611412,0.0169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1243,0.0,0.0,1.00635,0.0,0.0,0.0,0.0,,0.0,0.0,2.226712,0.0,0.0,0.0,,4.2272,0.0,0.0,0.0,0.0,,3.09900833,0.0,,,0.0,7.43805,0.0,0.0,0.0,0.0,6.72934,0.0,0.0,11.79535,0.0,11.8921,3.39562857
2015-09-27,0.0584,5.28515,12.42023333,0.0,0.02345,0.0,4.66264,0.0,0.0,0.0,6.12122453,6.93701667,0.0,1.1347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.27702941,0.0,0.0,0.02522727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.14801875,0.0,0.0,0.2781,0.0,0.0,0.0,0.0,,0.026175,0.0,2.3219971,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.645975,0.0,,,0.0,0.79921111,0.0,0.0,0.0,0.0,4.897575,0.0,0.0,24.0,0.0,6.64145,1.65791111
2015-09-28,0.287975,7.8564,6.25341176,0.0,0.0,0.0,5.54598182,0.0,0.0,0.0,6.52554108,8.1904,0.0,3.7882,0.0,0.0557,0.0,0.0,0.0,0.0,0.0,3.63823343,0.0,0.0,0.10485,0.0,0.0,0.0,0.0453,0.0,0.0,0.0,11.37931429,0.05715,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,9.01584712,2.82905,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2.8903625,0.0,,,0.0,0.89947222,0.0,0.0,0.0,0.0,2.31459643,0.0,0.0,6.1834,0.0,3.03660455,0.0
2015-09-29,2.54117407,12.00155,8.112225,0.0,0.0,0.0,9.28918889,0.0,0.0,0.0,4.90758322,6.55418333,0.0,3.0994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09085455,0.0,0.0,0.25182222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.05844286,0.039575,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.76800889,6.3798,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,9.13106667,0.0,,,0.0,2.58421667,0.0,0.0,0.0,0.0,5.758095,0.0,0.0,8.305675,0.0,6.82311724,0.0
2015-09-30,5.11024706,11.5358,7.22496,0.0,3.20813333,9.9572,7.339725,0.0,0.0,0.0,4.69627893,7.00508,0.0,3.72606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76594036,4.26,0.0,1.16655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.04474468,17.59,0.0,0.0,,0.28735,0.0,0.0,0.0,0.0,,16.2074,0.20796667,,,0.0,7.81473333,0.0,0.0,0.0,0.0,10.04761905,0.0,0.0,12.6693,9.0417,2.13536494,0.0
2015-10-01,2.953688,0.0,7.95504737,0.0,4.91775,7.84095,7.78004762,0.0,0.0,0.0,3.09389301,4.29698667,0.0,3.9219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48636117,0.0,0.0,0.4713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.73963438,2.4771,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.97494632,0.6575,0.0,0.0,,0.8717,0.0,0.0,0.0,0.0,,6.7818087,0.0,,,0.0,2.41039,0.0,0.0,0.0,0.0,6.16936538,0.0,0.0,6.46535714,10.4133,2.64290857,0.0
2015-10-02,1.72915417,7.4262,8.0509,0.0,8.48793333,24.0,4.81635652,0.0,0.0,0.0,1.39297282,12.36951111,0.0,0.24828333,0.0,0.404025,0.0,0.0,0.0,0.0,0.0,6.92197063,0.64103333,0.0,0.31412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7085037,2.17614667,0.0,0.2575,0.0,0.0,0.0,0.0,,0.9262,0.0,0.75082448,0.0,6.42036667,0.0,,0.0,0.0,0.0,0.0,0.0,,2.33296667,0.0,,,0.0,2.10895556,0.0,0.0,0.0,0.0,6.62936,0.00985,0.0,5.79674286,6.3333,3.24811356,6.554675
2015-10-03,5.0369,24.0,8.17594,0.0,10.73942308,10.6833,7.99506316,0.0,0.0,0.0,1.21336129,16.132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.78263105,0.0,0.0,0.09405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.05185472,11.38522,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.86748125,0.0,18.4383,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,4.91684,0.0,0.0,0.0,0.0,9.73569286,0.0,0.0,9.43826667,0.0,5.27369375,15.457
2015-10-04,5.4605125,11.20093333,12.82871111,0.0,13.09595714,0.0,7.14792857,0.0,0.0,0.0,2.59386631,0.0,0.0,0.0,0.0,0.2678,0.0,0.0,0.0,0.0,0.0,6.56139756,0.0,0.0,0.03518667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.95330526,16.03916667,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,6.55013393,0.0,0.0,0.0,,0.1694,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,5.4334,0.0,0.0,0.0,0.0,11.1291963,0.0,0.0,17.9714,0.0,5.41125,19.831525
2015-10-05,2.80827895,10.24796667,9.13303077,0.0,6.932425,5.5792,5.74777778,0.0,0.0,0.0,3.29488516,9.8167,2.00191667,0.0,0.0,0.32568182,0.0,0.0,0.0,0.0,0.0,5.47906034,0.0,0.0,0.1746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.04377391,12.8992,0.0,0.0,0.0,0.0,0.0,0.0,,0.0257,0.0,5.55393173,0.0,0.25603333,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0267,0.0,,,0.0,5.16018,0.0,0.0,0.0,0.0,7.70716296,0.0,0.0,0.61193333,0.0,2.18597667,3.73088333
2015-10-06,0.62272045,0.0131,8.40543478,0.0,0.0,9.095625,5.2605875,0.0,0.0,0.0,4.65341085,24.0,8.98668,0.0,0.0,2.03916,0.0,0.0,0.0,0.0,0.0,3.59448372,0.0,0.0,0.2932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.79844561,4.8362,0.75948571,0.0,0.0,0.0,0.0,0.0,,0.5144,0.0,4.36393771,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0925,0.0,,,0.0,7.69706667,0.0,0.0,0.0,0.0,11.08858889,0.0,0.0,0.5156,0.0,6.16967143,5.70978
2015-10-07,0.62202892,0.0,5.73204211,0.0,0.0,11.57272,1.14378421,0.1033,0.0,0.0,3.61620721,2.59221429,3.3665,0.0,0.0,2.01686667,0.0,0.0,0.0,0.0,0.0,4.94021861,0.0,0.0,0.1749,0.1111,0.0,0.0,1.14411429,0.0,0.0,0.0,8.95363333,5.12554,0.84135,0.0,0.0,0.09044,0.0,0.0,,0.5147,0.0,5.24702973,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.06920714,1.52491,,,0.0,4.91288,0.1225,0.0,0.0,0.0,14.54153111,0.0,0.0,0.17973333,0.0,2.1441726,3.701625
2015-10-08,0.59513836,0.0,1.65717301,0.0,0.0,16.78963333,1.349,0.0,0.0,0.0,2.54632417,1.7039875,1.4211,0.0,0.0,3.651725,0.0,0.0,0.0,0.0,0.0,4.82572518,1.52333333,0.0,0.349025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.78352295,6.8511,0.0,1.436275,0.0,0.0,0.0,0.0,,0.0,0.0,7.21105075,1.47805,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.2409125,2.3606,,,0.0,1.86143077,0.10646667,0.095,0.0,0.1033,10.95694,0.0,0.0,0.0,0.0,2.35876101,10.56573333
2015-10-09,4.68551875,0.0,4.98061154,0.0,1.6314,0.0,1.77485455,0.0,0.0,0.0,3.28848469,4.3201,2.86573333,0.0,0.0,4.38911923,0.0,0.0,0.0,0.0,0.0,4.18204545,0.0,0.0,0.0205875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.28483188,5.296375,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,6.3331679,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,8.74231818,0.0,,,0.0,1.913125,0.0,0.0,0.0,0.0,16.80365405,0.0,0.0,4.26815,0.0,5.55242959,17.659725
2015-10-10,4.742536,0.0,1.38290602,0.0,0.51683333,0.0,4.89255,0.0,0.0,0.0,3.96707646,5.13611667,0.0,0.0,0.0,18.92015,0.0,0.0,0.0,0.0,0.0,7.69751634,0.04876667,0.0,0.56283333,0.1264,0.1172,0.0,0.0,0.0,0.0,0.0,9.78746981,7.604175,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,9.26934603,0.0389,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,9.3690625,0.02953333,,,0.0,2.90075714,0.0,0.0,0.0,0.0,8.11039474,0.04906,0.0,10.665,0.0,6.04133673,7.56596667
2015-10-11,4.49933333,0.0,5.9701375,0.0,0.0,0.0169,2.54268667,0.0,0.0,0.0,5.06388513,8.48163333,0.105,0.0,0.0,5.78036667,0.02163333,0.0,0.0,0.0,0.0,5.65983369,1.9853,0.0,0.05973333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.20295,17.9876,0.0,0.0,0.0,0.0,0.0,0.0,,0.24843333,0.0,6.05369684,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,8.03167895,0.0,,,0.0,6.12145,0.0,0.0,0.0,0.0,0.99515,0.0,0.0,18.1567,0.0,3.34422391,0.4953
2015-10-12,7.622185,0.0,1.80285741,0.0,0.0,7.325,2.25643529,0.0,0.0,0.0,5.00495641,4.15221429,0.0,0.0,0.0,0.24095,0.0,0.0,0.0,0.0,0.0,3.76171217,4.0295,0.0,0.15412857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.78374211,7.54838182,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.5596668,0.0544,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,10.51451538,0.1204,,,0.0,3.59714286,0.0,0.0,0.0,0.0,2.290365,0.05426667,0.0,5.2833,0.0,5.47986944,0.0
2015-10-13,8.2613,0.0,1.20169932,0.0,0.0051,0.0,3.936275,0.0,0.0,0.0,3.73999755,8.17776667,0.0,0.0,0.0,0.04996522,0.0,0.0,0.0,0.0,0.0,6.8431646,24.0,0.0,2.67840833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.82129107,19.4511,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.66522036,0.5011,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,7.79640909,0.0,,,0.0,5.03744,0.0,0.0,0.0,0.0,2.74913929,0.0,0.0,2.3487125,0.0,3.09224684,0.3451
2015-10-14,10.23189091,0.0,1.32481854,0.0,0.03555,0.0,6.9485875,0.0,0.0,0.0,1.70032182,5.934,0.1847,0.0,0.0,0.0092,1.78961,0.0,0.0,0.0,0.0,6.59645678,7.54286667,0.0,12.355975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7431907,10.03963333,0.0,0.1467,0.0,0.0,0.3253,0.0,,0.0,0.0,2.06895463,1.325625,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,5.6862381,0.0,,,0.0,11.3336,0.0,0.0,0.0,0.0,5.3896551,0.0,0.0,0.0107,0.0,1.75598583,0.0
2015-10-15,11.03768889,0.0,4.58141628,0.0,3.172975,2.4176,7.53517619,0.0,3.5868,1.8531,1.89800951,8.4603,0.0,0.0261,0.0,0.01988,1.3743125,0.0,0.0,0.0,0.0,4.28227739,12.0086,0.0,0.0263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5349,16.7919,0.0,4.80015,0.0,0.0,1.26805,0.0,,0.0,0.0,3.3088425,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,12.160425,0.0,,,0.0,11.97485,0.0,0.0,0.0,0.0,3.09010263,0.0,0.0,3.75555,0.6208,2.36379394,3.86852
2015-10-16,7.59018889,0.0,9.52554815,0.0,6.04305714,23.6381,3.45465,0.11775,1.50702727,0.0,4.27619628,11.62454,0.0,0.0,0.0,0.0031,1.4857,0.0,0.0,0.0,0.0,5.66939586,11.99235,0.0,0.23838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.53018462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.86466259,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,5.5851,0.0,,,0.0,4.85284,0.0,0.0,0.0,0.0,3.47755,0.0,0.0,8.2651,11.2529,7.10148438,9.36896
2015-10-17,4.56330833,0.0,13.90393529,0.0,4.35076667,0.0842,4.79833333,24.0,6.25075385,0.0,1.72160525,13.88796667,0.0,0.0,0.0,0.035,3.48476667,0.0,0.0,0.0,0.0,7.13687149,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.91368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.6305987,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,4.371925,0.0,,,0.0,7.0432,0.0,0.0,0.0,0.0,2.80806923,0.0,0.0,0.0,16.6462,2.14738611,17.465
2015-10-18,5.12566,0.0,4.59428312,0.0,5.41504286,0.0,3.27713077,5.73888,0.0,0.0,4.1563872,11.2911,0.0,0.0,0.0,0.0058,0.0,0.0,0.0,0.0,0.0,5.85097784,11.4168,0.0,0.6795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.33296923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.1002893,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,18.0457,0.0,,,0.0,6.004525,0.0,0.0,0.0,0.0,5.10301909,0.0,0.0,0.0,5.17325,1.9353,2.7519
