,[100] Wall Hours: Per Job,[108] Wall Hours: Per Job,[10] Wall Hours: Per Job,[114] Wall Hours: Per Job,[11] Wall Hours: Per Job,[120] Wall Hours: Per Job,[126] Wall Hours: Per Job,[128] Wall Hours: Per Job,[12] Wall Hours: Per Job,[13] Wall Hours: Per Job,[14] Wall Hours: Per Job,[15] Wall Hours: Per Job,[16] Wall Hours: Per Job,[17] Wall Hours: Per Job,[18] Wall Hours: Per Job,[19] Wall Hours: Per Job,[1] Wall Hours: Per Job,[20] Wall Hours: Per Job,[21] Wall Hours: Per Job,[22] Wall Hours: Per Job,[23] Wall Hours: Per Job,[24] Wall Hours: Per Job,[25] Wall Hours: Per Job,[26] Wall Hours: Per Job,[27] Wall Hours: Per Job,[28] Wall Hours: Per Job,[29] Wall Hours: Per Job,[2] Wall Hours: Per Job,[30] Wall Hours: Per Job,[31] Wall Hours: Per Job,[32] Wall Hours: Per Job,[33] Wall Hours: Per Job,[34] Wall Hours: Per Job,[35] Wall Hours: Per Job,[36] Wall Hours: Per Job,[38] Wall Hours: Per Job,[3] Wall Hours: Per Job,[40] Wall Hours: Per Job,[42] Wall Hours: Per Job,[43] Wall Hours: Per Job,[44] Wall Hours: Per Job,[45] Wall Hours: Per Job,[46] Wall Hours: Per Job,[47] Wall Hours: Per Job,[48] Wall Hours: Per Job,[4] Wall Hours: Per Job,[50] Wall Hours: Per Job,[52] Wall Hours: Per Job,[55] Wall Hours: Per Job,[56] Wall Hours: Per Job,[57] Wall Hours: Per Job,[59] Wall Hours: Per Job,[5] Wall Hours: Per Job,[60] Wall Hours: Per Job,[62] Wall Hours: Per Job,[63] Wall Hours: Per Job,[64] Wall Hours: Per Job,[65] Wall Hours: Per Job,[6] Wall Hours: Per Job,[72] Wall Hours: Per Job,[7] Wall Hours: Per Job,[86] Wall Hours: Per Job,[8] Wall Hours: Per Job,[90] Wall Hours: Per Job,[96] Wall Hours: Per Job,[99] Wall Hours: Per Job,[9] Wall Hours: Per Job
2015-09-14,0.0,,10.01861053,0.0,0.0,0.0,0.0,0.0,15.5261,0.0,0.0,24.0,7.09917,9.737575,0.0,0.0,6.31886559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8767,0.0,4.45473249,0.0,,15.0063,6.78196667,0.0,0.0,0.0,0.0,6.20518889,0.0,,0.0,,0.0,,0.0,0.0,0.3110838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.74963333,0.0,1.92968571,,3.6618,,2.40074722,,0.0,0.0,22.2175
2015-09-15,0.0,,11.09717692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3753,5.42649,7.66354444,0.0,0.0,3.92508848,12.6086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.42576579,0.0,,8.04625,15.80276667,0.0,0.0,0.0,0.0,5.96715833,0.0,,0.0,,0.0,,0.0,1.0553,7.76842353,0.0,0.0,0.0,0.0,0.0,0.0,2.3197,0.0,0.0,0.0,1.0862125,0.0,9.7026,,0.0,,8.69288108,,0.0,0.0,7.26362
2015-09-16,0.0,,12.0433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.69395714,11.8837,1.76695,0.0,4.32406021,5.8153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4283425,0.0,,5.03285,8.84115,0.0,0.0,0.0,0.0,4.935075,0.0,,0.0,,0.0,,0.0,2.08906667,7.30620233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.81665,0.0,2.5286,,0.0,,11.88882857,,0.0,0.0,7.93064286
2015-09-17,0.0,,21.05050909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48836667,9.02878,0.0,0.0,8.88752296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.41785714,0.0,,9.17315,6.13472,0.0,0.0,0.0,0.0,5.5629,0.0,,0.0,,0.0,,0.0,2.09568,9.411,0.3764,0.0,0.0,0.0,0.0,0.0,0.0,0.3461,0.0,0.0,10.77625,0.0,3.18346667,,0.0,,9.61711429,,0.0,0.0,3.532875
2015-09-18,0.0,,12.42593333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9720125,18.03166667,0.0,0.0,9.67035532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.55397868,0.0,,7.27204444,8.3359375,0.0,0.0,0.0,0.0,6.06731333,0.0,,0.0,,0.0,,0.0,1.76446667,5.16150313,0.0,0.0,0.0,0.0,0.0,0.0,0.0675,0.0,0.0,0.0,8.961675,0.0,5.0418,,0.0,,5.75320667,,0.0,0.0,6.316
2015-09-19,0.0,,13.34766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.99216667,13.729925,0.0,0.0,5.67853974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.70463925,0.0,,5.26987143,10.43354444,0.0,0.0,0.0,0.0,9.69725,0.0,,0.0,,0.0,,0.0,5.4692,9.81196471,0.0,0.0,0.0,0.0,0.0,0.0,2.0339,0.0,0.0,0.0,8.827825,0.0,6.683825,,0.0,,4.14053182,,0.0,0.0,24.0
2015-09-20,0.0,,18.237225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.24582,8.789225,0.0,0.0,10.07686667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.73670513,0.0,,0.5686,13.71151429,0.0,0.0,0.0,0.0,8.40200769,0.0,,0.0,,0.0,,0.0,24.0,5.33773529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,13.2528,,0.0,,9.33786774,,0.0,0.0,7.44355
2015-09-21,0.0,,9.04111667,0.0,0.0,0.0,0.0,0.1386,0.0,0.0,0.0,0.0,4.4952125,11.379925,0.0,0.0,4.20048969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.36808273,0.0,,9.9658,15.23893333,0.0,0.0,0.0,0.0,6.46353333,0.0,,0.0,,0.0,,0.0,10.2047,7.52975625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8637,0.0,8.1646,,0.0,,13.21061579,,0.0,0.0,24.0
2015-09-22,0.0,,14.70744,0.0,0.0,0.0,0.0,0.1014,0.0,0.0,0.0,0.0,6.60115,11.13066,0.0,0.0,2.91934863,0.00985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.64108092,0.0,,4.333875,11.76888571,0.0,0.0,0.0,0.0,2.00706,0.0,,0.0,,0.0,,0.0,24.0,5.76862105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,8.26576667,,0.0,,9.19836216,,0.0,0.0,15.3218
2015-09-23,0.0,,8.60414,0.0,0.0,0.0,0.0,0.0,4.8094,0.0,0.0,9.2258,8.31667143,12.85328,0.0,0.0,2.91914089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11501542,0.0,,10.66095,11.99101667,0.0,0.0,0.0,0.0,2.7758,0.0,,0.0,,0.0,,0.0,21.2047,4.28045909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.65975,0.0,5.0194,,0.0,,8.38681429,,0.0,0.0,20.6425
2015-09-24,0.0,,9.69877273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,6.84108333,13.75965,0.0,0.0,4.37507267,0.8358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.76572807,0.0,,12.59646667,10.1006,0.0,0.0,0.0,0.0,3.08591667,0.0,,0.0,,0.0,,0.0,23.0008,6.42427826,0.0,0.0,0.0,0.0,0.0,0.0,0.16986364,0.0,0.0,0.0,0.0,0.0,3.10497368,,0.0,,10.61317778,,0.0,0.0,6.7261
2015-09-25,0.0,,8.25857895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1575,5.97476667,11.29856,0.0,0.0,3.81319134,8.80313333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.83976667,0.0,,24.0,11.95963333,0.0,0.0,0.0,0.0,4.42544,0.0,,0.0,,0.0,,0.0,24.0,7.71117576,0.0,0.0,0.0,0.0,0.0,0.0,0.0846,0.0,0.0,0.0,8.4572,0.0,17.3961,,0.0,,6.37437097,,0.0,0.0,0.0
2015-09-26,0.0,,19.30271111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.490725,19.20585,0.0,0.0,4.42751171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.49586029,0.0,,9.63926667,15.2398,0.0,0.0,0.0,0.0,24.0,0.0,,0.0,,0.0,,0.0,0.5356,10.91146053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.66026667,0.0,11.56285,,0.0,,4.837725,,0.0,0.0,0.0
2015-09-27,0.0,,11.85638182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.265,0.0,6.84755714,12.3336,0.0,0.0,6.23738678,13.5228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.73631579,0.0,,4.7697,15.7253,0.0,0.0,0.0,0.0,8.90001429,0.0,,0.0,,0.0,,0.0,0.0,6.95873158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.04233333,0.0,21.78875,,0.0,,5.58439583,,0.0,0.0,0.0
2015-09-28,0.0,,9.76274118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.89578,11.58573333,0.0,0.0,1.63064484,0.21588,0.0,0.0,0.0,0.0,0.0,0.1072,0.0,0.0,0.0,10.70075181,0.0,,24.0,0.0,0.0,0.0,0.0,0.0,7.05945,0.17981667,,0.0,,0.0,,0.0,15.9422,7.22645882,0.0,0.0,0.0,0.0,0.0,0.0,0.51684,0.0,0.0,0.0,2.91552222,0.0,3.93782,,0.0,,7.16472245,,0.0,0.0,0.0
2015-09-29,0.0,,10.82245714,0.0,0.0,0.0,0.0,0.0,0.0,0.0303,0.0,0.0,6.1616,19.04515,0.0,0.0,4.74737125,0.77696667,0.0,0.0,0.0,0.0,0.03,15.70125,0.0,0.0,0.0,9.07114063,0.0,,10.67985,0.0,0.0,0.0,0.0,0.0294,4.3096625,1.43758571,,0.0,,0.0,,0.0,24.0,7.94783279,0.0669,0.0,0.0,0.0,0.0,0.0,2.456725,0.0,0.0,0.0,4.324075,0.0,8.5184,,0.70066667,,7.3519375,,0.0,0.0,0.0
2015-09-30,0.0,,12.01296667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6933,4.28102632,5.5033,0.0,0.0,7.64540992,2.77926667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.62510672,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.65166,0.40375,,0.0,,0.0,,0.0,10.9532,10.03708113,0.0,0.0,0.0,0.0,0.0,0.0,1.4019,0.0,0.0,0.0,0.4133,0.0,5.2976,,0.0,,7.56910625,,0.0,0.0,0.0
2015-10-01,0.0,,9.0106875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.03265714,0.0,0.0,0.0,6.68059871,0.0483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.42863305,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,9.77084,0.0568,,0.0,,0.0,,0.0,24.0,8.82034286,0.0,0.0,0.0,0.0,0.0,0.0,8.637625,0.0,0.0,0.0,2.20974615,0.0,8.5099,,0.0,,17.17994,,0.0,0.0,0.0
2015-10-02,0.0,,10.05511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7078,3.97728571,0.0,0.0,0.0,5.00115084,0.0,0.0,0.0,0.0,0.06265,0.0,0.0,0.0,3.69833333,0.0,11.7883134,0.0,,14.7114,0.0,0.0,0.0,0.0,0.0,16.77453333,0.0,,0.0,,0.0,,0.0,9.2211,10.88355135,0.0,0.0,0.0,0.0,0.0,0.0,11.36326667,0.0,0.0,0.0,14.0988,0.0,4.73039286,,0.0,,3.78191,,0.0,0.0,0.0
2015-10-03,0.0,,11.61087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.15351111,0.0,0.0,0.0,3.45283346,0.0,0.0,0.0,0.0,0.0926,0.0,0.0,0.0,12.4392,0.0,11.37346075,0.0,,24.0,0.0,0.0,0.0,0.0,0.0,11.880475,0.0,,0.0,,0.0,,0.0,0.0,6.303536,0.0,0.0,0.0,0.0,0.0,0.0,2.14015,0.0,0.0,0.0,15.96366667,0.0,7.8249125,,0.0,,1.15014,,0.0,0.0,0.0
2015-10-04,0.0,,9.91698571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.159,0.0,0.0,0.0,3.38635925,0.0,0.0,0.0,0.0,21.9611,0.0,0.0,0.0,0.0,0.0,14.87912179,0.0,,11.70415,0.0,0.0,0.0,0.0,0.0,19.0652,0.0,,0.0,,0.0,,0.0,0.0,7.41675,0.0,0.0,0.0,0.0,0.0,0.0,1.70666875,0.0,0.0,0.0,11.83622857,0.0,11.323325,,0.0,,2.13603636,,0.0,0.0,0.0
2015-10-05,0.0,,11.3258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6244,5.73387143,0.0,0.0,0.0,3.42103763,7.7378,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,10.57304568,0.0,,24.0,0.0,0.0,0.0,0.0,0.0,7.10198571,0.0,,0.0,,0.0,,0.0,0.0,3.75788451,0.0,0.0,0.0,0.0,0.0,0.0,1.12755,0.0,0.0,0.0,12.9384,0.0,4.77823846,,0.0,,3.83557931,,0.0,0.0,0.0
2015-10-06,0.0,,13.14945,0.0,0.0,0.0,0.0,0.1069,0.0,0.0,0.0,24.0,7.67494211,0.0,0.0,0.0,2.37097165,0.0,0.0,0.0,0.0,7.34985,0.0,0.0,0.0,0.0,0.0,7.10954683,0.0,,4.51375,0.0,0.0,0.0,0.0,0.0,3.72339,0.0,,0.0,,0.0,,0.0,14.3014,6.37399839,0.0,0.0,0.0,0.0,0.0,0.0,11.21805,0.0,0.0,5.6792,6.64306667,0.0,14.045,,0.0,,5.51262667,,0.0,0.0,0.0
2015-10-07,0.0,,12.39241429,0.0,0.0,0.0,0.0,0.1469,0.0,0.0,0.0,8.5833,10.8101,0.0,0.0,0.0,2.97510059,0.0,0.0,0.0,0.0,10.6464,0.0,0.0,0.0,0.0,0.0,10.38387429,0.0,,0.0,3.43655,0.0,0.0,0.1439,0.0,2.60037,0.0,,0.0,,0.0,,0.0,24.0,9.78274923,0.0,0.0,0.0,0.0,0.0,0.0,16.53125,0.0,0.0,0.0,11.33536667,0.0,11.9401375,,3.0756,,4.10770455,,0.0,0.0,0.0
2015-10-08,0.0,,13.7975,0.0,0.0,0.0,0.0,0.1247,0.0,0.0,0.0,0.0,7.90742727,0.0,0.0,0.0,1.47250211,0.0,0.0,0.0,0.0,24.0,0.0,14.3342,0.0,0.0,0.0,3.22056,0.0,,16.25004,11.4315,0.0,0.0,7.9428,0.0,6.34995,0.0,,0.0,,0.0,,0.0,11.99695,11.23066842,0.0,0.0,0.0,0.0,0.0,0.0,11.61193333,0.0,0.0,0.0,10.07903333,0.0,11.67356667,,0.0,,9.43473529,,0.0,0.0,0.8917
2015-10-09,0.13881333,,10.44812667,0.0,0.0,0.0,0.0,0.2411,0.0,0.0,1.6819,0.0,9.5483,12.0428,0.0,0.0,2.82704526,0.0,0.0,0.0,0.0,13.5022,0.0,5.40195,0.0,0.0,0.0,3.74433548,0.0,,6.142775,11.59735,0.0,0.0,11.99805,0.0,8.1413,0.0,,0.0,,0.0,,0.0,24.0,8.98810435,0.0,0.0,0.0,0.0,0.0,0.0,7.75566667,0.0,0.0,0.0,8.17403333,0.0,8.11861667,,0.0,,4.03079444,,0.0,0.0,7.76416667
2015-10-10,0.81817222,,5.88646429,0.0,0.0,0.0,0.0,0.04316,0.0,0.0,0.0,0.0,7.87724286,7.4356,0.0,0.0,5.81378744,0.0,0.0,0.0,0.0,11.9025,0.0,0.0,0.0,8.71555,0.0,3.567796,0.0,,0.82796563,0.0,0.0,0.0,6.6025,0.0,0.37317778,0.0,,0.0,,0.0,,0.0,8.97463333,10.59012368,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,11.36733333,0.0,9.90005556,,0.0,,6.05330455,,0.0,0.0,6.20875
2015-10-11,0.0,,15.15565,0.0,0.0,0.0,0.0,0.099575,0.0,0.0,0.0,0.0,9.17451429,6.38232,0.0,0.0,5.64883153,0.0,0.0,0.0,0.0,14.39844,0.0,0.0,0.0,11.74225,0.0,2.01539474,0.0,,0.10166667,0.0,0.0,0.0,0.0,0.0,5.035,0.0,,0.0,,0.0,,0.0,24.0,6.41348791,0.0,0.0,0.0,0.0,0.0,0.0,4.8872,0.0,0.0,0.0,12.00595,0.0,10.30241538,,0.0,,7.52351071,,0.0,0.0,11.99665
2015-10-12,0.0,,10.18017059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.98729333,9.695975,0.0,0.0,5.05698989,0.0,0.0,0.0,0.0,18.2136,0.0,0.0,0.0,8.1461,0.0,1.68223793,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.4851,0.0,,0.0,,0.0,,0.0,12.4652,5.16454314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7961,0.0,11.00862857,,4.8283,,4.99536452,,0.0,0.0,14.9492
2015-10-13,0.0,,11.448475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9155,10.23916667,0.0,0.0,1.50747262,0.0,0.0,0.0,0.0,10.183825,0.0,0.0,0.0,0.0,0.0,3.30952813,20.25888333,,0.4325,6.341,0.0,0.0,0.0,0.0,1.21315,0.0,,0.0,,0.0,,0.0,24.0,3.9722517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.604225,0.0,13.83353,,0.0,,4.59348889,,0.0,0.0,0.0
2015-10-14,0.0,,15.73161111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.755,4.28544286,7.2474,0.0,0.0,9.09434361,0.0,0.0,0.0,0.0,15.0315,0.0,0.0,0.0,0.0,0.0,5.87683019,10.75860833,,1.999,9.925575,0.0,0.0,5.7717,0.0,2.15432857,0.0,,0.0,,0.0,,0.0,15.4803,5.08932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.79915,0.0,9.14081,,0.0,,1.80781852,,0.0,0.0,0.0
2015-10-15,0.0,,10.1587125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.99945,9.204,24.0,0.0,0.0,5.41528617,0.0,0.0,0.0,0.0,17.616325,0.0,0.0,0.0,0.0,0.0,7.34040455,6.3094,,24.0,10.40743333,0.0,0.0,15.83,0.0,4.25117353,0.0,,0.0,,0.0,,0.0,0.0,6.42661628,0.0,0.0,0.0,0.0,0.0,0.0,23.2767,0.0,0.0,0.0,11.967225,0.0,10.95258889,,0.0,,4.32591333,,0.0,0.0,15.0519
2015-10-16,0.0,,21.26404286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2339,5.87376364,21.2436,0.0,0.0,4.79234116,0.0,0.0,0.0,0.0,16.81826667,0.0,0.0,0.0,0.0,0.0,7.998068,0.0,,10.45845,15.7597,0.0,0.0,0.0,0.0,5.301525,0.0,,0.0,,0.0,,0.0,0.1025,6.48972,0.0,0.0,0.0,0.0,0.0,0.0,16.1741,0.0,0.0,0.0,11.981675,0.0,12.8558,,0.0,,0.48788125,,0.0,0.0,6.3189
2015-10-17,0.0,,11.7018375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.34905455,0.0,0.0,0.0,5.55362353,0.0,0.0,0.0,0.0,13.55195,0.0,0.0,0.0,0.0,0.0,8.02885472,0.0,,17.24445,0.0,0.0,0.0,0.0,0.0,13.218,0.0,,0.0,,0.0,,0.0,0.0,4.51182,0.0,0.0,0.0,0.0,0.0,0.0,12.36305,0.0,0.0,0.0,17.96945,0.0,13.46437143,,0.0,,4.38156667,,0.0,0.0,0.0
2015-10-18,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.07583333,0.0,0.0,0.0,9.99486667,0.0,0.0,0.0,4.18423326,0.0,0.0,0.0,0.0,11.7486,0.0,0.0,0.0,0.0,0.0,8.66757714,0.0,,23.0839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.1497,,0.0,,0.0,0.0,3.37238421,0.0,0.0,0.0,0.0,0.0,0.0,0.61725909,0.0,0.0,0.0,11.9711,0.0,13.72065,,0.0,,0.60398571,,0.0,0.0,0.0
2015-10-19,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.2189,0.0,0.0,0.0,5.47413043,6.0561,0.0,0.0,3.99196109,0.0,0.0,0.0,0.0,9.6747,0.0,6.1268,0.0,0.0,0.0,2.8446875,0.0,,9.2154125,8.7635,0.0,0.0,0.0,0.0,0.154075,0.0,,0.0,,0.0,,0.0,0.0,3.80757674,0.0,0.0,0.0,0.0,0.0,0.0,1.17629412,0.0,0.0,0.0,11.9757,0.0,12.68148333,,11.895,,0.7782,,0.0,0.0,0.0
2015-10-20,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,7.3475,0.0,0.0,23.0006,7.31978571,7.30055,0.0,0.0,3.78264401,11.1404,0.0,0.0,0.0,0.1797,0.0,0.0258,0.0,11.7636,0.0,3.39966944,0.0,,10.24966,9.3807,0.0,0.0,0.0,0.0,0.6546,0.0,,0.0,,0.0,,0.0,0.26025,5.58750909,0.0,0.0,0.0,0.0,0.0,0.0,1.6253425,0.0,0.0,0.0,11.97805,0.0,17.47055238,,24.0,,6.70477333,,0.0,0.0,0.0
2015-10-21,0.0,,0.0,0.0,0.0,0.0,0.0,0.11031667,9.175,0.0,0.0,19.1458,5.45993684,7.5386,0.0,0.0,3.84591574,3.06595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.44155,0.0,2.15993919,0.0,,3.4452,5.1917,0.0,0.0,0.0,0.0,0.23973333,0.0,,0.0,,0.0,,0.0,0.0,3.39086591,0.0,0.0,0.0,0.0,0.0,0.0,14.1879,0.0,0.0,0.0,2.93881429,0.0,4.99186279,,12.115,,3.54135789,,0.0,0.0,0.0
2015-10-22,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.47311429,13.31315,0.0,0.0,3.68718635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0894,0.0,6.78324545,0.0,,4.7044,8.36563333,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.19905,4.00609722,0.0,0.0,0.0,0.0,0.0,0.0,10.80343333,0.0,0.0,0.0,0.0,0.0,10.94711765,,0.0,,0.3325,,0.0,0.0,0.0
2015-10-23,0.0,,7.5358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.15181818,17.72805,0.0,0.0,4.14654631,0.1603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6856,0.0,5.9238619,0.0,,0.0,11.625275,0.0,0.0,6.0436,0.0,0.2611,0.0,,0.0,,0.0,,0.0,0.0,4.25245385,0.0,0.0,0.0,0.0,0.0,0.0,12.735975,0.0,0.0,0.0,0.0093,0.0,16.72358462,,0.0,,0.11598889,,0.0,0.0,5.1606
2015-10-24,0.0,,7.6722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.60085,8.03986667,9.4622,0.0,0.0,4.17669773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.85894821,0.0,,0.0,10.0385,0.0,0.0,15.4889,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,3.84037634,0.0,0.0,0.0,0.0,0.0,0.0,5.57305,0.0,0.0,0.0,0.0,0.0,11.92150833,,0.0,,0.1289625,,0.0,0.0,16.2208
2015-10-25,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,7.4536,0.0,0.0,12.8193,8.0753875,8.24735,0.0,0.0,4.80216795,4.33805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.06877222,0.0,,0.0,14.55215,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,5.16685882,0.0,0.0,0.0,0.0,0.0,0.0,13.57016,0.0,0.0,0.0,0.0,0.0,17.75398333,,0.0,,0.1299,,0.0,0.0,0.0
2015-10-26,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,11.9928,0.0,0.0,24.0,6.22823077,1.1125,0.0,0.0,5.64265989,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95081905,0.0,,5.07345,12.7638,0.0,0.0,0.0,0.0,1.7594,0.0,,0.0,,0.0,,0.0,0.0,6.29727222,0.0,0.0,0.0,0.0,0.0,0.0,16.0527125,0.0,0.0,0.0,0.0,0.0,8.8922625,,0.0,,4.53037857,,0.0,0.0,0.0
2015-10-27,0.0,,3.08134,0.0,0.0,0.0,0.0,0.0,8.7536,0.0,0.0,9.0697,6.89911111,0.0,0.0,0.0,4.53574191,11.71095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56157083,0.0,,24.0,11.99355,0.0,0.0,0.0,0.0,0.94056667,0.0,,0.0,,0.0,,0.0,0.0,4.16445313,0.0,0.0,0.0,0.0,0.0,0.0,6.537675,0.0,0.0,0.0,0.0,0.0,16.15166667,,0.0,,3.448725,,0.0,0.0,0.0
2015-10-28,0.0,,13.05254167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0703,4.6591625,12.45545,0.0,0.0,4.47752747,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.473744,0.0,,14.92156667,11.9891,0.0,0.0,0.0,0.0,0.29022727,0.0,,0.0,,0.0,,0.0,0.0453,4.45618571,0.0,0.0,0.0,0.0,0.0,0.0,7.7853,0.0,0.0,0.0,0.0,0.0,9.21796667,,0.0,,3.685512,,0.0,0.0,0.0
2015-10-29,0.0,,23.2942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,9.31406,8.6665,0.0,0.0,4.19221747,11.75135,0.0,0.0,0.0,16.39945,0.0,0.0,0.0,0.0,0.0,2.29899216,2.5325,,24.0,7.42895,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,2.3283,7.98195185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1714,0.0,5.67012,,0.0,,2.22854375,,0.0,0.0,0.0
2015-10-30,0.0,,5.20163333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7578,4.08875,15.2594,0.0,0.0,6.24427753,2.996125,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,2.03489677,24.0,,11.45125,10.2651,0.0,0.0,0.0,0.0,0.74933,6.03573333,,0.0,,0.0,,0.0,0.1383,5.62845357,0.0,0.0,0.0,0.0,0.0,0.0,13.3714,2.8436,0.0,0.0,11.44985,0.0,10.2986,,0.0,,1.13140667,,0.0,0.0,0.0
