title
"Wait Hours: Per Job: by Resource"
parameters

start,end
2010-02-01,2010-07-31
---------
Day,"[NCSA DTF] Wait Hours: Per Job","[PSC POPLE] Wait Hours: Per Job","[TACC RANGER] Wait Hours: Per Job","[NICS ATHENA] Wait Hours: Per Job","[NICS KRAKEN] Wait Hours: Per Job","[NCSA LINCOLN] Wait Hours: Per Job","[NCSA COBALT] Wait Hours: Per Job","[TACC LONESTAR] Wait Hours: Per Job","[NCSA ABE] Wait Hours: Per Job","[PURDUE STEELE] Wait Hours: Per Job","[IU BIGRED*] Wait Hours: Per Job","[LONI QUEENBEE] Wait Hours: Per Job","[TACC LONGHORN] Wait Hours: Per Job","[PSC BIGBEN] Wait Hours: Per Job","[ORNL NSTG] Wait Hours: Per Job","[NCAR FROST] Wait Hours: Per Job","[SDSC DASH] Wait Hours: Per Job","[TACC SPUR] Wait Hours: Per Job","[PURDUE CONDOR] Wait Hours: Per Job"
2010-05-29,0,13.16985410,27.08387383,19.64365484,47.39338051,1.41764286,1.55201535,12.74283014,1.96246926,2.88753806,0.09987412,17.84392178,7.04687500,0,0.00004259,3.59805714,0.00022222,0.02763333,0.00146439
2010-05-30,0,14.47416187,18.44527580,1.49025061,46.83094048,0.71870909,0.16136954,13.89930584,2.14923217,3.62437206,1.41340000,22.66226364,13.96472857,0,0.00008214,0.00216000,0.00010000,0.03580000,0.00082776
2010-05-31,0,12.39439293,9.31776888,1.04683226,44.43655853,0.03950000,0.12296098,16.04102410,0.28999703,1.93897809,0.67200377,1.45606693,0.00795000,0,0.00008958,0.00174286,0.00000000,0.01420000,0.00091533
2010-06-01,0,17.92222652,8.15303943,6.41199977,4.65981672,0.75008000,0.18322332,2.14634591,0.39609258,1.72545572,22.87664667,0.09578137,1.24568158,0,0.02631714,0.03451111,0,0.02547500,0.00213968
2010-06-02,0,14.74929824,7.83734217,1.05031716,18.24158105,5.88019310,0.62175242,7.00360872,40.86354573,2.26624416,2.91373684,0.60450638,0.00934074,0,0,2.67873333,0.00010000,0,0.00154165
2010-06-03,0,20.70715072,9.04286290,2.76353709,17.45973482,0.67612615,0.81049610,8.12108841,1.63016235,15.25922678,0.59274000,3.70845777,0.06205385,0,0.03896538,0.00211220,0,0.01705000,0.00142108
2010-06-04,0,23.98699453,12.16092065,12.16665306,7.94677830,6.58167647,0.89429021,5.23968346,1.31282168,1.56690691,5.20824889,0.41351951,0.03927500,0,0.02398545,1.87923725,0,0.02115000,0.00161517
2010-06-05,0,25.97480488,12.78374659,7.07994387,32.59325961,8.74084211,4.31718810,3.97260754,2.10417602,6.49468522,0.76140351,7.24372253,0.00810000,0,0.00004545,0.05571875,0,0.03375000,0.00155649
2010-06-06,0,38.31743654,20.57228923,2.23445347,50.65738741,0.00000000,5.58757537,6.28524612,0.00000000,2.81816402,3.24096400,3.85201793,1.16478750,0,0.00006379,0.17190000,0,0.02945000,0.00111517
2010-06-07,0,31.48194528,5.39073426,5.71071811,30.35026833,0,2.13871279,4.29521839,0.00000000,1.81181966,4.77370597,0.27312544,1.10130769,0,0.01461061,0.02232941,0,0.09686111,0.00184404
2010-06-08,0,12.39422013,5.67952561,9.27007664,30.91097429,0,2.98184970,2.95349819,0.00000000,3.99676134,12.03770156,1.24410701,1.96268182,0,0.01802273,0.15208000,0,0.02525789,0.00306477
2010-06-09,0,11.18080059,16.18871563,6.19106590,13.44968824,14.18510762,2.89261556,14.36258754,21.02928090,2.18856739,5.60208182,1.83058065,1.42876613,0,0.01548923,0.02825806,0,0.03272143,0.00161389
2010-06-10,0,28.60267385,10.68618676,13.34041826,41.65055696,0.19838085,2.97073628,6.78995396,3.38199065,5.54805316,7.72710000,8.77165648,1.36876029,0,0.01415075,0.60575000,0,0.03467692,0.00147906
2010-06-11,0,17.87458077,10.50856534,14.12737227,12.00611279,0.59951558,1.82267448,9.27890652,4.27630918,4.13575453,6.15969800,4.48949136,1.70868529,0,0.01750545,5.42762174,0,0.01901111,0.00722156
2010-06-12,0,33.54074730,14.31938580,12.28190289,8.31521872,0.01441176,5.98968165,25.74500780,1.15010296,2.25393636,4.03703469,10.69305377,0.72297778,0,0.00006825,0.00382500,0,0.01828571,0.00279639
2010-06-13,0,23.14959855,4.81046612,9.49381116,20.49104286,3.92007143,4.75555308,0.69520553,0.65243035,0.74390754,10.80888961,11.89628426,4.69293500,0,0.00007167,6.83990000,0,0.01752500,0.00139498
2010-06-14,0,53.22497179,7.31256008,11.72179749,12.23440520,4.92457627,2.75350507,7.86464983,1.06410934,2.30710636,5.62946774,1.81839519,0.27268481,0,0.01457121,0.00369737,0,0.02721613,0.00181204
2010-06-15,0,19.47718409,5.42061237,17.73759160,3.19423645,0.37319688,4.98671458,5.03448631,0.67472300,8.21784038,4.85757105,2.66513328,19.34614667,0,0.01398485,0.00223261,0,0.02835789,0.02821773
2010-06-16,0,17.49744962,10.20601357,28.56957915,9.50119006,8.73543600,5.59149136,3.84942044,4.90795950,6.61894585,0.37248352,36.42590323,2.07852115,0,0.01554667,0.00163889,0,0.03123158,0.00349285
2010-06-17,0,14.95193590,12.08754208,13.69253626,10.73192041,0.58657778,7.29595000,0.97788170,1.60743999,3.12245732,5.62041887,10.76015000,1.29946585,0,0.08556923,0.00291875,0,0.03434444,0.00427577
2010-06-18,0,24.01026279,7.75945717,18.00851292,13.41446027,14.54758889,8.15479241,8.99891724,5.93772958,5.76171557,3.14010441,7.79204347,9.65305217,0,0.01745968,7.49450625,0,0.03418000,0.00601277
2010-06-19,0,40.62519014,15.94469793,75.87360462,19.56423935,0.19224800,14.36505894,20.80300586,6.31830854,5.60991366,18.66988644,15.97736905,0.03002857,0,0.00007377,0.00168333,0,0.03240000,0.00167884
2010-06-20,0,21.70886136,18.64077129,25.14998710,15.82402446,0.01593750,27.06045267,13.62240404,0.41311620,6.76742460,16.14882154,20.05956369,0.02601163,0,0.00006667,0.00163333,0,0.02610000,0.00463393
2010-06-21,0,7.50416385,12.12940043,18.45639839,8.63096603,17.39820000,25.15016731,7.79317269,6.22254125,3.58832799,16.77231200,10.12630917,1.47183690,0,0.01528286,0.00197000,0,0.09960000,0.00169823
2010-06-22,0,3.59624149,12.11843880,24.11930753,4.40104399,0,20.72745956,4.71624875,0,3.58966363,1.77763259,0.65407926,8.91138500,0,0.00792667,0.87069375,0,0.02910000,0.00252665
2010-06-23,0,7.52916974,11.80806310,3.48180929,9.14689326,0,10.31182354,5.33257171,10.57386667,1.60079825,6.78672065,17.61073774,2.63799032,0,0.01801000,3.46832500,0,0.05350476,0.00263514
2010-06-24,0,6.85039808,11.70279690,9.95411812,35.88811661,32.03836522,5.60420421,17.08316849,6.39177420,1.80928533,5.41109416,12.09769331,0.60637949,0,0.01679516,0.98138889,0,0.04390000,0.00230638
2010-06-25,0,13.87131296,13.98330729,19.45320209,11.48988993,0.01363889,10.79056167,7.35831704,1.25706191,7.56310373,1.45198275,1.93449606,2.56820656,0,0.10114800,1.12342000,0,0.03540000,0.00157700
2010-06-26,0,7.54507176,19.48579254,25.80371364,54.55502589,0.01036000,10.65363719,17.88191436,4.26484623,3.94766192,6.89210395,23.25826524,25.65422000,0,0.00007931,2.41265000,0,0.03630000,0.00235455
2010-06-27,0,3.33297624,17.63195140,23.95899777,33.90421271,0.01013600,16.76154834,15.80505039,0.82830235,4.89800471,0.89123646,39.45296291,17.20880000,0,0.00005439,0.02015000,0,0.02065556,0.00776683
2010-06-28,0,4.13781250,11.70999496,21.18563619,27.70094159,0.03411182,2.38826286,14.09243567,0.78827674,3.77749850,0.52724799,2.75779853,14.18597000,0,0.00005085,0.00913636,0,0.02766667,0.00072818
2010-06-29,0,8.90791181,12.82633094,28.89175957,5.10073415,0.05303311,8.76939029,4.08289441,5.08976817,1.16997382,1.97533086,19.00010227,5.48117500,0,0.01140037,0.11747073,0,0.11963846,0.00210437
2010-06-30,0,4.13959924,12.68724599,28.99665865,29.01545714,0.01625556,12.67017690,20.77645866,0.50363034,2.03739647,0.79020326,1.79861507,2.94336286,0,0.00006563,0.00260000,0.00045000,0.03782273,0.00259979
2010-07-01,0,2.84843693,12.74470319,25.57198624,9.44448033,1.73886000,12.25952310,29.53007487,1.82145813,2.58223020,2.16916219,27.45793796,6.99558235,0,0.37140695,0.00218571,0.00040000,0.02460000,0.00227690
2010-07-02,0,4.37417786,22.56940135,25.67783157,27.06470446,28.94785000,12.69222021,20.92816842,0.24717878,8.18467454,9.42591687,59.42970594,10.71142500,0,0.00007108,0.13609032,0.00016000,0.02115000,0.00211900
2010-07-03,0,11.06770345,15.65899409,7.14834357,37.31431317,0.01510000,17.49310519,47.47674688,0.11632296,6.37645863,0.85558778,82.46995301,31.71990000,0,0.00007000,0.00200000,0,0.02046364,0.00169256
2010-07-04,0,28.67265333,7.87922617,13.02379094,48.72158665,0.01375000,4.63140594,60.13414407,0.01925216,1.11105471,7.88104206,130.07211222,36.73723333,0,0.00006102,0.00204286,0,0.01933750,0.00124536
2010-07-05,0,34.25174688,11.29111211,13.45073944,12.99139730,0.01359474,8.95716667,61.07784901,0.05924261,0.08882698,0.61043982,279.89092623,11.45055000,0,1.22230625,0.14488667,0.00017500,0.01728889,0.00097048
2010-07-06,0,3.38460173,8.31447810,18.95723890,7.37729782,0.01479388,4.44904760,9.91611862,0.32309795,0.85622578,0.89789580,2.66287656,5.03925385,0,20.75013750,0.00156667,0.00047059,0.07549167,0.00207002
2010-07-07,0,3.66798815,10.78255275,11.59827519,7.41366182,0.01413500,4.37812432,15.50399674,1.39668897,2.43969107,0.15826014,15.05798557,7.35215652,0,46.98085758,0.00340000,0.11412500,0.12665385,0.00193869
2010-07-08,0,5.75186500,5.39900982,13.83593060,11.00304557,0.74868711,5.38440077,5.36061432,3.05201781,1.63857021,2.92536479,13.71890996,8.22399091,0,58.71867895,0.00217500,0.09983500,0.02235333,0.00486597
2010-07-09,0,9.55120069,8.10125636,11.87386730,5.59613363,0.03257333,6.27356141,6.65440296,2.32747426,1.48912027,3.20946207,1.30810204,3.62171250,0,10.22308476,0.66390278,0.03975000,0.03571364,0.00164904
2010-07-10,0,13.36560879,11.91320723,17.21251796,3.73076150,12.30440702,17.74448299,27.03323447,5.83104581,2.14523613,2.32729635,15.19290645,43.58338000,0,22.15645000,0.00243750,0.00000000,0.01813750,0.00190536
2010-07-11,0,5.34583898,7.21243671,17.40020860,2.87421703,0.01340137,12.33461139,47.69574694,1.76947305,6.02835439,8.66692500,18.57625085,34.77555000,0,32.19320769,0.00216250,0.00070000,0.02028000,0.00136242
2010-07-12,0,2.36105000,0.87434358,13.83283077,7.72235256,0.01242292,18.55120964,4.09235926,0.71825545,6.50659821,2.71154715,2.63545327,0.00460625,0,33.58056250,0.01101000,3.92580000,0.11950000,0.00399705
2010-07-13,0,8.80887788,28.70650681,23.37541561,1.91511802,0.22387803,4.29719850,7.72128310,1.70355176,1.91026173,0.61153500,1.45843998,1.36849767,0,29.95423333,0.00620769,0.11166667,0.03365000,0.00121127
2010-07-14,0,7.84472555,10.56406138,10.98516768,9.08068509,0.01562745,8.91173669,8.34583172,1.28270903,3.67170532,2.03374148,8.89566923,3.23401944,0,8.46565407,0.00193333,1.25170000,0.08297143,0.24206829
2010-07-15,0,5.93439068,10.68422197,15.23766808,5.85217758,3.62894839,6.14784298,8.67187609,2.44454424,0.18093049,0.28878397,0.41681838,2.38997917,0,6.04583177,0.00208571,0.00060000,0.02394667,0.00113645
2010-07-16,0,3.20744870,6.53983068,25.84459233,23.31838389,11.22499806,7.74523509,12.76987597,1.77847182,4.23417312,8.83275156,1.09442133,0.00628000,0,2.07684020,0.75152353,0.06780000,0.01928000,0.00131127
2010-07-17,0,0.56873289,11.12687308,21.74767974,20.71271596,14.23111964,7.61632617,3.43251444,0.69353596,1.58412211,27.62765989,0.61748900,0.00601111,0,0.00039375,0.00219333,3.55280000,0.05922000,0.00100733
2010-07-18,0,1.27353548,9.37366645,38.07944401,2.98807232,0.00747000,11.17455287,14.01249756,0.26255532,0.09152063,11.51343275,1.00744227,0.01327500,0,30.94730000,0.00194286,0.00000000,0.01441429,0.00080554
2010-07-19,0,5.52587863,7.71657021,24.42709236,2.26903047,0.01187959,3.47675928,17.89267209,0.06684432,0.88725637,18.38627586,3.15085922,0.00491875,0,45.98582500,0.00180606,1.27330000,0.03154286,0.00102347
2010-07-20,0,3.03134397,11.38312714,7.90322677,2.75740000,0.20905797,5.94319770,6.61492810,0.27483908,3.80148343,1.22157297,0.68981000,3.23121667,0,24.85342326,0.00237778,0,0.02844000,0.00802450
2010-07-21,0,5.91294412,10.91664115,18.35393407,3.10339529,3.99074602,15.54681176,4.05912360,0.06910890,1.14270385,1.96070860,0.09501021,3.31836389,0,2.86171721,0.00206471,0,0.03176667,0.00694011
2010-07-22,0,11.79016889,13.10574087,34.89411938,14.58394335,0.65818362,31.49476370,4.23315719,0.36640065,1.51953658,2.82509913,0.05409187,4.73740000,0,0.06567500,0.00442667,0,0.09517895,0.02614365
2010-07-23,0,7.08390988,21.45258306,19.18491642,6.76602712,0.06706701,90.18632313,16.05023440,1.12372711,4.89838327,8.02836491,0.16906616,2.18248611,0,16.94177500,1.69986154,0,0.03013235,0.07541445
2010-07-24,0,10.41847815,29.81707206,13.72097977,10.66530246,1.23222727,111.64284677,39.38125844,0.93400906,16.61828809,6.29414000,7.34136311,11.29471667,0,3.26380750,0.00278000,0.00000000,0.02281667,0.04100972
2010-07-25,0,6.04322533,6.82025409,17.24546639,13.34609654,2.39415500,181.12758406,14.34198285,0.11158025,10.54315851,11.62929565,0.06284038,0.01378000,0,0.04486154,0.00250000,0,0.02103750,0.00915606
2010-07-26,0,1.24216323,5.08874216,41.50064564,5.84155400,0.19940580,46.33653280,19.05703801,0.48936575,13.87502815,0.30973889,0.41860548,0.28778235,0,0.00006471,0.00171818,0,0.03185000,0.05474487
2010-07-27,0,3.35893933,3.82724360,15.43196301,2.63715982,0.01335688,5.57493301,2.45556729,0.10788392,12.31480205,10.48132195,0.36790133,12.17594000,0,20.63774583,0.00150000,0,0.02176923,0.30680892
2010-07-28,0,6.35868244,4.21996847,29.97390833,2.99590357,1.42485200,8.48598333,7.06227676,9.30243554,12.89423472,1.85503882,3.98957686,6.57071111,0,9.04711905,0.00303273,0,0.02237143,0.36846656
2010-07-29,0,5.11193846,6.51398050,13.43556964,22.26957572,0.10182955,16.46261685,35.55532850,1.14200393,10.52055883,1.36784510,0.82339209,0.00236364,0,0.00008710,0.00203810,0,0.02809524,0.08021834
2010-07-30,0,8.83627798,7.05070304,3.94809419,7.49489817,0.10300526,16.17443935,10.97410980,0.56298802,10.20394575,6.37801489,0.31582015,0.00243077,0,0.00007846,0.00192778,0,0.01391250,0.00516301
2010-07-31,0,13.69510795,8.78434898,21.13794375,10.94292524,1.04234000,39.79527914,28.08111208,0.10543375,2.77029262,0.33890980,15.22744375,0.00220000,0,0.00008400,0.00240000,0,0.01972857,0.00798197
---------
