title
"Wait Hours: Per Job: by Resource"
parameters

start,end
2012-02-01,2012-07-31
---------
Day,"[PSC BLACKLIGHT] Wait Hours: Per Job","[TACC LONESTAR4] Wait Hours: Per Job","[NICS KRAKEN] Wait Hours: Per Job","[NCSA FORGE] Wait Hours: Per Job","[SDSC TRESTLES] Wait Hours: Per Job","[SDSC DASH] Wait Hours: Per Job","[GATECH KEENELAND] Wait Hours: Per Job","[TACC RANGER] Wait Hours: Per Job","[PURDUE STEELE] Wait Hours: Per Job","[TACC LONGHORN] Wait Hours: Per Job","[NICS NAUTILUS] Wait Hours: Per Job","[SDSC GORDON] Wait Hours: Per Job","[PURDUE CONDOR] Wait Hours: Per Job","[LONI QUEENBEE] Wait Hours: Per Job","[TACC SPUR] Wait Hours: Per Job"
2012-07-07,13.74101538,1.91269342,11.74186346,27.81803279,8.95299129,0,0,2.47791604,3.37364451,0.00690000,0.00737500,1.38840193,10.93198000,0,0.02112329
2012-07-08,31.11980089,3.19482487,10.30513331,6.11823913,14.15823201,0,0,3.41323538,16.11680424,0.00781667,0.00470455,1.25058294,11.72950000,0,0.02556500
2012-07-09,15.15154084,4.29195076,6.59419012,8.08211429,3.68666919,0,0,3.26221177,13.57083156,0.00689000,0.00473966,0.68456047,0.00504976,0,0.03138571
2012-07-10,14.96968929,5.56932650,6.43836699,1.96693089,3.09093043,0,0,2.64978387,16.99666003,0.00649750,0.06170294,0.66805204,0.01459183,0,0.02150000
2012-07-11,17.71529434,6.01037712,11.94405296,8.32079663,3.88927231,0,0,3.96945986,81.73659873,0.00901136,0.03317273,0.96429858,0.47921579,0,0.02615714
2012-07-12,12.45422902,7.52954951,6.18116937,0.11260702,2.32647275,0,1.14926000,3.62226186,49.66280121,0.00911481,0.00931771,0.21536724,1.82410267,0,0.02713333
2012-07-13,23.29835510,6.48423220,9.85233214,2.64023500,4.47842076,0,8.17552500,4.70312622,48.37870296,0.01056400,0.05352241,0.66689039,2.46488722,0,0.02948750
2012-07-14,24.19078125,6.86198295,11.62095045,10.11754615,9.77459437,0,1.79653000,5.20678813,18.19429472,1.99894000,0.00262500,0.49531611,0.00306333,0,0.02401778
2012-07-15,42.71180254,14.26835302,9.92537537,0.88031507,12.41880297,0,8.13770000,4.25284702,13.48265444,5.73528571,1.54818462,1.28477309,1.75500000,0,0.02791667
2012-07-16,15.45550272,14.87381064,9.70904149,0.90048031,19.97906120,0,2.37131563,3.95787064,1.17525760,0.83846522,0.53833731,0.46461223,0.09075123,0,0.03035714
2012-07-17,15.77162581,7.31066422,9.58647244,7.15229524,22.57397676,0,22.89730000,3.75852083,2.06273825,0.00682703,0.15012174,0.29370380,2.40759742,0,0.01944286
2012-07-18,26.47735000,5.18919905,7.04373701,4.81814891,13.06200260,0,4.35835000,3.55072352,5.31727913,0.00864118,0.00554211,0.25161991,0.11803835,0,0.02644000
2012-07-19,22.58888172,4.10039409,9.57958812,4.86979155,13.87211224,0,0,4.84879469,3.35220438,0.00808214,0.00540169,0.25699834,1.32511150,0,0.02565455
2012-07-20,23.61643214,7.19336777,4.76030169,98.52815772,7.91224882,0,0,5.84907444,3.02409806,0.00988125,0.49950909,0.35235533,1.58643311,0,0.02987143
2012-07-21,40.03667803,17.10760962,10.63697241,92.89528788,5.30653902,0,0,4.66906135,1.81081533,0.03098333,0.00604118,0.69032316,1.55734615,0,0.02180000
2012-07-22,41.45394174,8.93397967,12.66820761,31.26577959,4.29576219,0,0,7.90546829,2.97810212,0.01247273,1.50269231,0.96422259,1.20664559,0,0
2012-07-23,20.26571622,0.92911160,6.22303672,4.09649775,1.50071117,0,0,5.35686935,6.26315464,0.00765758,1.17443077,0.49345320,0.31602297,0,0.02661667
2012-07-24,17.66044785,28.45877672,13.55491925,8.00665995,3.35687018,0,0,3.35451320,5.72771976,0.00630227,1.41520862,0.92818305,0.08311155,0,0.02050000
2012-07-25,10.91549012,15.43976851,16.86250472,2.96191533,1.62445415,0,0,5.51108920,5.02501375,0.01071724,0.00694444,3.02450825,0.42185235,0,0.02776667
2012-07-26,9.65388889,10.89705150,11.38336173,11.22387260,1.34337883,0,0,4.50238964,7.81961673,0.01161667,0.00375000,0.45657344,0.41506309,0,0.04240000
2012-07-27,24.08158927,9.71232636,8.18806698,33.03387615,0.14286852,0,0,4.54370391,10.27763473,0.00768621,0.00425000,0.59065369,0.56449064,0,0.14115000
2012-07-28,37.89551221,13.56770929,5.92701982,27.71926875,0.20546567,0,0.23720000,4.05319041,8.74394551,0.01201176,0.00485000,2.72353774,3.87972352,0,0
2012-07-29,41.10162363,7.23635265,9.31240979,35.50043486,1.04833587,0,1.56902857,3.81395527,6.83905429,0.00823889,0.00466061,2.84382099,3.51956725,0,0.04000000
2012-07-30,11.37403058,3.17927242,14.30072015,14.97006970,1.16956706,0,2.64450000,5.96299258,2.19806460,0.01110000,0.00382500,0.65261659,1.65897460,0,0.04770000
2012-07-31,17.77418175,2.70982550,9.84498603,22.62956011,6.16742074,0,11.35341250,31.81143292,1.60361695,23.20818182,0.57729444,1.76572727,2.45761869,0,1.32172500
---------
