title
"Wait Hours: Per Job: by Resource"
parameters

start,end
2012-08-01,2013-01-31
---------
Day,"[NCSA FORGE] Wait Hours: Per Job","[PSC BLACKLIGHT] Wait Hours: Per Job","[NICS KRAKEN] Wait Hours: Per Job","[GATECH KEENELAND] Wait Hours: Per Job","[SDSC GORDON] Wait Hours: Per Job","[TACC RANGER] Wait Hours: Per Job","[SDSC TRESTLES] Wait Hours: Per Job","[NICS NAUTILUS] Wait Hours: Per Job","[PURDUE STEELE] Wait Hours: Per Job","[TACC LONGHORN] Wait Hours: Per Job","[TACC LONESTAR4] Wait Hours: Per Job","[TACC STAMPEDE] Wait Hours: Per Job","[PURDUE CONDOR] Wait Hours: Per Job","[TACC SPUR] Wait Hours: Per Job"
2013-01-08,0,5.01041858,5.22981998,2.77206444,9.01809535,1.57032979,0.11966068,11.98958250,1.39456030,0.00821250,1.44531123,0.00025446,0.09520000,0
2013-01-09,0,18.83889167,6.20433536,9.28821371,8.27658324,1.78492059,0.16834192,4.94980426,2.81760128,0.00879545,1.42174130,0.20019803,0.43867831,0
2013-01-10,0,7.30324025,19.32471586,9.40689200,12.15098164,1.67951803,0.66468778,0.43054184,1.67047774,0.00830541,0.99400234,0.13930447,0.96198421,0
2013-01-11,0,19.70213690,10.16665271,3.00048278,5.95616722,1.67827090,0.99067264,1.52812617,1.79928325,0.00733208,1.81896386,0.05583668,0.02018075,0
2013-01-12,0,12.62586324,7.20643395,10.45363750,0.09276293,2.99201522,4.88824577,6.87436098,1.54159286,0.00715294,2.39567516,0.43937070,0.01775417,0
2013-01-13,0,4.89204500,4.42988048,4.89069231,0.02442900,1.56875691,4.66927540,1.90497500,0.90365055,0.00754426,1.49155109,0.37437932,0.00193333,0
2013-01-14,0,23.96468308,3.90358775,2.11859412,0.41811088,0.83600931,5.25017608,2.75344800,2.90671471,0.11677317,2.41662622,0.01538033,0.00153125,0
2013-01-15,0,19.28835222,4.10554544,4.77162141,0.10672600,1.35753360,0.35045906,0.34108833,1.77235127,0.13639322,0.63265036,1.50516867,0.00207374,0
2013-01-16,0,8.35420345,3.77009614,0.79916995,0.58886340,0.54118855,0.36523412,0.04425607,2.84441445,2.00344610,1.14097083,0.45490126,0.00352974,0
2013-01-17,0,41.43709528,6.03961671,3.22749275,0.83829752,0.81990782,0.51524790,0.01647755,2.14923407,0.34683492,1.36468995,0.95266516,0.00322381,0
2013-01-18,0,13.78301197,3.64625990,7.97889563,6.25081682,0.94706965,1.07872701,0.01402059,2.12880557,0.00943143,1.36489751,0.68806804,0.04534335,0
2013-01-19,0,21.07428889,4.78784157,12.84396374,13.18181978,0.89921980,5.68413390,0.01391333,2.25032394,0.01220000,1.16645758,0.22990051,0.00278310,0
2013-01-20,0,5.34027610,6.02922323,11.47181456,0.41206031,1.03960124,5.85872964,0.01132857,1.89901918,0.01030800,0.48387757,0.11094068,0.00260000,0
2013-01-21,0,11.48593714,9.66207011,1.54695795,0.01666063,0.40536042,3.71537561,1.11525909,1.64282747,0.00836379,0.75724045,0.15045753,7.33308750,0
2013-01-22,0,9.57156972,5.98768582,14.35618060,0.04440512,2.42285886,6.22040552,2.92863607,2.01566862,0.01907037,15.83858856,0,48.89125000,0
2013-01-23,0,15.03278846,7.69821647,3.09560649,0.17753022,3.73732983,3.30291609,0.41856744,2.29284739,0.00735357,0.31941509,6.42368461,0.43930561,0
2013-01-24,0,14.42971611,7.17430513,3.26913185,0.24132072,2.47710597,4.29238310,0.18087429,8.55027986,0.01098800,0.65641710,0.24914471,0.61073276,0
2013-01-25,0,3.59364217,7.01815504,7.74999714,0.00600215,1.89103752,5.28784426,1.20150345,4.87413674,0.01279500,0.44007429,0.14117611,0.02510953,0
2013-01-26,0,6.39093421,9.27857636,14.47211717,0.27915535,1.01115604,8.63466758,10.43750909,9.53319224,0.00523333,0.36414341,0.33633572,1.31300417,0
2013-01-27,0,6.45152804,6.56553521,9.62066000,0.35453807,0.96199395,11.90490515,1.97432000,10.39662262,0.00735263,0.57631013,1.38067672,2.67278824,0
2013-01-28,0,9.71075520,3.80304853,7.70867808,0.07999876,1.26070801,9.10544910,8.61880149,13.86127761,0.00994800,0.13311770,0.76260768,0.11281622,0
2013-01-29,0,7.13021818,3.71836338,11.67395211,0.38058398,3.26890829,13.36477299,1.50383976,14.38179518,11.58503548,0.28944899,5.02791274,0.04430623,0
2013-01-30,0,11.81292949,4.01095974,17.04077447,0.44061871,2.09299089,11.59690600,0.33588952,4.34383241,0.01257838,0.62616498,0.17769781,0.02507258,0
2013-01-31,0,11.15917872,8.63515620,17.41497778,3.17640345,3.90502960,28.33936340,2.70147051,4.45757213,0.00956364,0.65205346,0.17723650,0.02622843,0
---------
