title
"Wait Hours: Per Job: by Resource"
parameters

start,end
2011-02-01,2011-07-31
---------
Day,"[NCSA LINCOLN] Wait Hours: Per Job","[LONI QUEENBEE] Wait Hours: Per Job","[TACC RANGER] Wait Hours: Per Job","[TACC LONGHORN] Wait Hours: Per Job","[IU BIGRED*] Wait Hours: Per Job","[NICS KRAKEN] Wait Hours: Per Job","[PSC POPLE] Wait Hours: Per Job","[NCSA EMBER*] Wait Hours: Per Job","[TACC LONESTAR4] Wait Hours: Per Job","[PURDUE CONDOR] Wait Hours: Per Job","[NICS ATHENA] Wait Hours: Per Job","[SDSC DASH] Wait Hours: Per Job","[NCSA ABE] Wait Hours: Per Job","[NICS NAUTILUS] Wait Hours: Per Job","[NCAR FROST] Wait Hours: Per Job","[PSC BLACKLIGHT] Wait Hours: Per Job","[SDSC TRESTLES] Wait Hours: Per Job","[PURDUE STEELE] Wait Hours: Per Job","[TACC SPUR] Wait Hours: Per Job","[ORNL NSTG] Wait Hours: Per Job"
2011-05-18,10.71782718,0.87849841,11.77549111,8.30032736,1.15418627,6.76206155,3.20342500,8.54632801,15.21144106,0.09113125,2.66365938,11.76950000,0,0.63525200,0.02174615,1.14473333,0.02208025,1.61056436,0.16181000,0.00012480
2011-05-19,1.72445488,9.74099599,10.64835779,0.24637416,10.78230556,9.28446389,22.96678400,11.01719288,10.53363463,0.57360252,1.27119226,23.71156250,0,0.01036032,0.00322857,0.36968101,0.03159049,20.06729884,0.60491000,0.00008857
2011-05-20,2.66874857,9.40655289,6.29239972,2.04655300,26.37924528,12.40486593,18.13545033,3.82543024,1.88964074,0.29003588,6.18550665,10.48322857,0,0.13235494,5.04922791,0.90329911,0.02510362,8.73148678,0.02480667,0.00010667
2011-05-21,3.30326207,6.74253225,26.12829778,2.74200000,4.77290000,10.57943261,16.60019655,7.67342414,20.01498964,0.17455370,5.71242105,11.16085000,0,1.10902500,0.01932250,0.51422857,0.02081453,1.56618255,0.02776000,0.00007800
2011-05-22,2.28984179,10.99643990,11.59522276,2.20124167,0.07243226,3.81611165,17.52269200,27.58438988,13.05473908,0.04205833,0.33565595,0.00000000,0,0.00510000,0.04128000,0.09810260,0.02815665,3.25350585,0,0.00010600
2011-05-23,1.84817119,2.10921089,6.95845816,1.16057013,7.23739231,3.07316142,1.25222121,4.19629292,3.27991644,0.03290417,0.57175737,0,0,0.00465789,0.03430238,0.76295882,0.01485556,5.08870708,0.02744545,0.00008333
2011-05-24,5.34574118,1.40349011,12.07238710,1.89168969,18.76851233,6.28575214,26.16051667,12.20282244,12.18700677,0.07125263,0.42737984,56.58006667,0,15.32810588,0.68745185,0.00000000,12.27053008,5.24715826,0.08406897,0.00006327
2011-05-25,3.10624681,1.81966042,3.79536200,4.87105842,27.62053673,6.24884091,6.53936364,20.15688269,7.73094716,0.08047250,0.81994942,0.45544375,0,0.53660313,2.02660400,0.02464130,0.01093027,2.35794940,0.03051364,0.00005909
2011-05-26,6.56161538,1.91498447,7.16533292,4.53840930,3.89622353,9.22070447,3.92677857,6.53333586,13.32321393,0.09084865,0.59809612,3.47441667,0,2.69558871,0.01957586,2.82414211,0.01034184,3.75077227,0.16876000,0.00010000
2011-05-27,12.94610308,1.17154527,6.90743673,2.49707442,3.20926429,11.68923590,6.08934091,10.77918207,11.54398186,2.12642963,2.53843452,6.35383333,0,1.71637143,11.44456667,0.71994798,0.00925607,3.87600811,0.01310000,0.00010417
2011-05-28,4.75088818,2.76239956,19.54863140,4.73755185,53.35250000,8.60898449,2.11851569,8.85600000,15.31493987,0.03239583,79.11179465,13.15921667,0,1.88656346,0.00730000,4.87240476,0.00908582,1.09614180,0,0.00008043
2011-05-29,8.16722614,0.30343624,25.99537642,18.84804800,0.27135000,2.14164303,0.00137761,6.18389719,20.41296717,0.03683590,6.14620575,0,0,1.95850656,0.00312500,0.11460169,0.00810591,2.71410411,0.02026667,0.00006667
2011-05-30,2.57924828,0.47173485,21.46510188,6.45874595,70.03893929,1.10779902,12.23414569,2.90467827,6.09088488,0.87198974,0.62768034,0,0,1.84453587,0,0.04176892,0.00761490,1.36950767,0.03445000,0.00008400
2011-05-31,1.31300792,8.10167185,7.30275616,3.81976854,5.85970308,4.54892796,1.14305143,9.25434059,11.68462275,0.36487711,10.86316364,0.00037143,0,1.85573883,0.00710000,0.32480109,0.00686051,0.52201712,0.02756667,0.00007551
2011-06-01,2.64234186,4.08611625,10.53189938,8.89469143,0.28369643,3.12942989,4.34778406,12.70274082,6.70002120,5.61410563,0.91268732,0.00000000,0,1.19144545,0.12610000,4.93647195,0.04267263,0.31396300,0.03045000,0.00007959
2011-06-02,3.77332619,7.63246252,8.07567982,4.33228608,1.91350000,10.56254400,2.26435000,6.26336598,5.69034004,16.17036099,0.34343197,0,0,0.00485238,0.39480000,0.07791197,0.03526326,0.83389454,0.02070000,0.00013250
2011-06-03,5.37038750,14.48962053,14.41427391,1.53536140,0.01463333,55.36678108,1.54831096,9.78782865,9.41579644,3.29336770,8.19694291,0,0,0.97245672,0.14926364,0.18590545,1.69646851,0.98132333,0.02790556,0.00015556
2011-06-04,2.89566835,27.15849711,35.51501145,2.88457297,0.84291667,49.86378266,6.11192597,29.02511667,10.95247389,22.22027811,0.86533348,0,0,14.33653462,0.00305000,0.26215373,0.39324325,0.87697904,0.01585000,0.00013056
2011-06-05,3.60807333,27.11704046,37.34191486,1.74992593,1.89150000,24.43577508,4.62321636,19.88482805,2.84125755,0.69016697,0.38720161,0,0,1.34771575,0.00391250,0.04100110,0.13183382,0.68112350,0,0.00011667
2011-06-06,3.09897818,0.00638750,14.08368942,1.99207573,0.56341242,3.46657322,1.53239362,7.12665647,40.94478421,3.95751655,0.54847301,0,0,0.78271000,0.24181667,0.39129167,0.29264996,1.00457172,0.01906364,0.00009167
2011-06-07,5.92913846,0,14.92418945,18.38470364,186.45317157,7.24602746,3.40430226,6.30694378,20.96336606,3.42209073,0.23719273,0,0,0.74510889,0.08363333,0.23162636,0.64430572,7.20200911,0.02062500,0.00010417
2011-06-08,4.87702881,128.20247551,9.41300384,2.07394504,7.23120833,6.76905825,0.08637945,13.98165981,12.05858446,4.00652615,0.46917290,0,0,0.21461000,0.01840800,0.01292830,0.42618732,5.02501062,0.02222000,0.00013393
2011-06-09,7.97999247,76.88209550,11.10711779,0.93126129,0.62342211,8.08279512,5.33275267,3.27296416,4.96580182,17.79111865,0.47495885,0,0,0.15460338,1.01697826,0.01054975,0.30431227,1.74230290,0.02310000,0.00011091
2011-06-10,8.90718361,37.04664807,6.87492748,3.01269024,7.40532500,8.50932105,2.35933063,6.98841354,5.25255293,0.38699443,2.14599898,0.00030000,0,4.37094839,3.25604706,0.15626372,0.64614945,4.28614025,0.03890000,0.00016667
2011-06-11,7.17035574,1.48271026,18.10913085,0.96710000,2.38428172,10.02560375,0.07562222,42.64692477,9.90273750,0.05200417,7.04960112,0.00022500,0,3.86341152,1.38361000,0.00062000,0.78884033,12.75413074,0.03542222,0.00012586
2011-06-12,9.84531111,0.00325849,15.32095737,4.25024462,6.89304583,9.19349217,0.67335393,8.79464541,3.09151053,0.02772083,3.22138817,0.00000000,0,3.68370000,0.00500000,0.00627926,0.60140143,1.91350837,0.02104286,0.00014828
2011-06-13,7.71051754,56.57807431,3.94018083,0.40733860,10.19585526,7.45759211,2.71278977,1.85624433,2.94494853,0.12225556,8.91046650,0.00012857,0,3.78538444,0.19947000,0.11393007,0.56254895,1.34575882,0.07500000,0.00016897
2011-06-14,1.30114225,52.79739390,8.73422222,0.00000000,5.17693455,6.29655586,1.30638049,5.06771712,10.77399703,8.13313333,3.47421179,0.00023333,0,3.46226571,0.06502143,0.25713456,0.98196880,1.35982763,0.01440000,0.00020566
2011-06-15,0.42233390,47.62483373,11.44170778,2.09952772,26.23986316,2.89791083,2.79229038,0.82423707,4.49264900,0.12591338,11.89498354,0.00048333,0,0.86036273,2.13170182,0.54337853,0.56418264,0.44517895,2.09450000,0.00017436
2011-06-16,0.00898462,109.79396920,13.32520179,2.14556812,3.04547000,16.95194079,4.68991333,38.54908358,21.72411538,0.37034058,7.97716867,0.00015000,0,1.15714270,0.00282222,0.80743504,0.63065684,3.25810563,0.05849286,0.00017115
2011-06-17,1.82704405,45.34163464,12.08765928,0.32354769,1.58658545,20.08921318,3.27195584,17.77406149,6.42359375,0.47442494,16.34169313,0.00018000,0,2.80390141,10.07113000,0.39181479,1.60235021,1.43227060,0.09497059,0.00016667
2011-06-18,1.54823590,12.45058895,13.53535603,2.47539429,16.66662593,33.54757125,3.65422683,7.22248125,4.07532407,0.17025417,6.35560740,0.06915000,0,1.57750000,10.08806000,7.73093562,2.83280921,3.49881114,0,0.00020476
2011-06-19,0.14802333,5.39277468,18.36476136,0.01082128,7.30461795,36.15282212,7.98095862,1.74433550,11.72111788,0.05364528,3.60120416,0.00022500,0,1.17480000,0.00355000,0.48875760,1.95269701,1.11974252,0,0.00025357
2011-06-20,0.10215506,12.15868472,8.24873381,0.23412292,16.16932174,21.41550606,11.92310085,0.73642627,8.25921625,0.08552691,4.78741025,0.00032400,0,2.23608835,8.24107500,2.91298409,2.01733341,2.34160596,0,0.00021698
2011-06-21,0.00928737,4.59757317,6.87389131,2.69260526,15.31296316,25.08799780,3.67814444,1.19930570,4.79260504,0.05472967,7.89918309,0.00020000,0,2.55732359,4.00444800,2.34274307,0.30240731,1.28691258,0.83946667,0.00022105
2011-06-22,1.60372821,12.43156149,4.23579324,1.89940270,2.39113010,23.22607635,7.61402583,0.54877082,4.65341862,0.94189980,11.68127805,0.00015000,0,3.32134930,13.96930000,4.20821584,0.29294266,1.80642791,0.02878000,0.00022407
2011-06-23,0.02346154,13.66087423,6.76036333,0.02654507,3.26454804,10.60331227,0.29780231,0.43756407,2.67673265,1.46815552,11.07449544,0.06930000,0,4.70521721,0.38360000,2.90616864,1.71504299,1.74868018,0.02220000,0.00018167
2011-06-24,0.36603971,8.68920702,18.04204282,0.14718140,5.38621779,18.21535937,0.36663996,1.76103575,28.57094615,0.57939558,31.80613867,0.00000000,0,9.56284068,0,11.77883214,1.82661733,9.95101138,0.15810000,0.00019818
2011-06-25,0.00772667,26.48273032,17.06659100,0.01450455,0.87977000,17.91902345,0.37343478,9.91053878,29.67992189,0.60769147,32.42612857,0.00030000,0,12.69039804,120.51835000,5.87184722,1.16323382,5.84060438,0,0.00018727
2011-06-26,0,9.80961111,1.67754818,0.01477143,1.71529278,12.87144780,1.27966857,4.85890703,5.86014120,7.34041594,37.30850500,0.00000000,0,10.13267361,16.30814444,2.68842500,6.44913444,3.14356485,0.01440000,0.00023818
2011-06-27,2.10846316,8.73400107,1.27715594,0.01354571,7.65670000,12.63677803,2.48750822,0.25277941,52.00886667,0.14063664,13.89310780,0.00000000,0,2.92814324,0.00000000,1.41941168,1.84312882,1.59149038,0.06140000,0.00018846
2011-06-28,0.03108800,0.68497134,29.83844026,26.87165000,1.05067193,14.68887314,2.33832621,16.05526941,14.48895759,0.21345537,21.07441506,6.80500000,0,3.65914040,0.00277500,5.57197674,6.56128573,1.37033627,0,0.00020984
2011-06-29,0.60031682,4.74874794,8.75380759,0.01186383,2.58001212,19.29898785,1.88036447,1.10283546,13.49751405,0.82594565,32.81314545,0.00000000,0,3.15622135,69.89393333,4.46222821,0.43441366,1.19132561,0.06261250,0.00019630
2011-06-30,1.10567397,1.05142742,10.10242565,0.01509123,0.84005672,34.82627794,2.68121667,5.97436564,6.35542122,10.07067754,44.04661086,0.00000000,0,5.76914689,67.44982857,4.38583838,0.46007285,0.84670557,0.06582500,0.00023273
2011-07-01,0.01130099,6.64811085,11.52922313,0.03744719,6.47525862,47.10567732,5.89660732,8.12255812,0,0.62688483,47.97477015,0.00000000,0,3.00818522,89.66650000,2.32101928,0.29066620,3.47147087,0.03220000,0.00021250
2011-07-02,0.00698182,10.61284074,5.05170495,0.01478679,0.03154688,44.66658719,7.36588649,3.21414779,19.95451379,13.75396957,0.52278604,0.00000000,0,0.00466471,290.37830000,0.31711296,2.05551397,1.48434719,0.01972727,0.00024722
2011-07-03,0.01152708,17.25263636,3.60483894,0.01448182,4.27229667,22.00100386,1.00685143,1.89562642,37.94097529,0.03208750,10.52071996,0.00000000,0,0.00518333,317.23305000,0.17137143,0.62415349,0.82419209,0.02530000,0.00021081
2011-07-04,0.17828125,14.59336301,6.31792314,0.01362000,0.06891622,19.97786646,0.03326552,1.89741755,7.96961942,0.04512917,11.56833019,0.00000000,0,0.84965581,339.94110000,2.31862609,0.51247704,13.54792508,0.02685000,0.00017778
2011-07-05,0.00937236,9.36469281,3.46557309,0.71712000,35.01843955,8.53033423,0.09564359,1.43314844,6.42227580,0.07360650,7.91063088,0.00083750,0,3.05730600,177.53430000,0.14362629,7.39855418,2.17382149,0.06109333,0.00023824
2011-07-06,132.20541266,6.23409342,8.33076950,0.24069143,0.56376933,6.50132308,0.00133684,2.46023059,33.34652593,0.02447917,11.52155361,0.00000000,0,1.25798514,16.30679130,0.10932539,0.54239679,2.05573648,0.18385000,0.00018947
2011-07-07,0.00954394,21.32895261,17.59660776,0.31667442,8.17922208,9.08038333,0.00132247,1.49419653,13.06355985,0.25569961,10.67286381,0.00000000,0,0.99449434,283.00335000,1.02967972,0.92139615,5.41471419,2.04845000,0.00017778
2011-07-08,0.00707778,17.75363566,10.23170255,0.03306923,8.90986500,23.02720399,1.07672586,5.94731443,8.64954623,0.07642111,9.31183034,0.00015000,0,1.60303217,161.88713333,0.86108306,2.42712130,3.66122801,0.06880000,0.00020526
2011-07-09,0.01025000,24.78721314,22.04737991,0.01459130,8.86546359,27.05839564,0.96515488,10.74017971,21.91499136,0.01664167,17.25386016,0.00000000,0,1.85695221,293.81440000,0.00078281,7.67226615,9.16344863,0,0.00025429
2011-07-10,0.00928571,7.19011525,3.01975690,0.02607391,4.93817500,31.99487099,0.25009394,9.74359845,57.71941324,0.01700294,10.19816277,0.00000000,0,3.16043333,315.85440000,0.01972941,0.52097095,2.40769054,0,0.00017778
2011-07-11,0.01082500,8.45005272,3.85717764,0.01065139,11.13823125,11.54440103,0.79736105,3.76346605,1.53332784,0.05599215,14.89548836,0,0,9.49864615,113.34463333,0.55654502,0.92034471,0.64324675,0.02428000,0.00019706
2011-07-12,0.02585676,10.87395055,6.88759482,0.01002135,3.09341504,4.87215819,6.34747807,10.12161804,102.84300755,0.26113691,7.69501206,0.00010000,0,4.98990000,72.34512000,0.01110274,0.39067894,0.55996411,0.16369091,0.00022059
2011-07-13,0.11195688,2.97721240,9.18813865,0.01140580,0.65953564,6.76352132,2.39596883,13.58855427,21.26724883,0.71337826,14.85236110,0.00030000,0,0.70960205,84.14834000,13.15687929,0.09101765,1.20721561,0.02830385,0.00028485
2011-07-14,0.09395330,4.00926929,13.56988979,0.01194844,6.32855745,5.83838548,5.54558140,10.38917678,27.95262306,0.14181120,10.57210427,0.00015000,0,2.44882968,179.04713333,2.61202027,0.43272651,0.76006380,0.02855000,0.00024615
2011-07-15,0.00811250,17.26360985,9.83536743,0.20390000,3.33685472,6.02992343,7.79476731,15.40787094,51.02863838,0.14642188,16.79978580,0,0,2.74278855,332.16580000,2.06820570,0.17160895,5.12086540,0.03341429,0.00023243
2011-07-16,1.50887167,2.88125152,16.09267917,0.42470333,12.33623636,6.81071024,10.97091081,10.31332801,9.41256869,7.98809938,3.59590266,0,0,1.80043626,318.84844000,6.72038571,0.41969020,71.72827568,0.02690000,0.00021316
2011-07-17,0.62381433,26.06541712,5.15091133,0.13569091,27.74623800,1.95302392,0.00113043,24.79754178,106.33582857,0.11209273,4.27077743,0,0,0.99709735,213.85963333,0.68898326,0.86065837,24.60015500,0.03610000,0.00019459
2011-07-18,0.03402103,21.63275488,5.70728518,0.52351928,10.97695125,3.68365111,0.15356972,21.31620575,57.67115420,0.65990063,94.78814919,0.00030000,0,2.33306023,106.18540000,0.26019799,0.20482895,0.22382647,0.02915000,0.00027838
2011-07-19,0.03488190,10.12493623,8.53983168,1.71627143,8.63707895,10.33672884,0.07822609,5.43561940,19.46040183,1.08445940,175.86371379,0.00076250,0,1.34388739,7.21750000,1.29728387,0.98306503,2.78685308,0.04338125,0.00021842
2011-07-20,0.51233692,8.94273483,7.79536617,7.47429762,29.19231818,14.03592163,1.45058182,6.54103128,20.38587125,1.93665706,140.87989778,0.00028750,0,1.67887773,30.01330000,1.55115962,1.36262423,0.09680645,1.87840000,0.00024865
2011-07-21,0.77930526,4.66373574,10.15932898,6.36514717,28.70721250,8.88030601,0.00100400,4.06014119,12.92994540,0.23294515,132.64710625,0.04680000,0,1.33138358,9.68744286,0.11111951,1.25516197,1.10743258,0.03250000,0.00018947
2011-07-22,1.09924706,9.59828639,15.14831840,5.15983167,25.66882500,15.52203527,0.00091000,47.21973111,1.73902606,2.34226954,149.44374211,0.00070909,0,0.95103435,98.85580000,0.36457636,2.94705543,1.52194976,0.03081000,0.00018649
2011-07-23,1.58119167,25.20163553,34.99051838,2.64613220,20.07286667,5.92827700,0.29002500,28.54024583,52.30942231,0.03147083,160.98457600,0.00065455,0,0.96325833,121.97560000,15.42841429,5.07440190,12.58176826,0.02390000,0.00024211
2011-07-24,0.61684706,37.85407500,10.17663021,2.45110282,12.01380000,1.15941069,0.00155000,13.93666702,17.35464976,1.20263313,160.78739630,0.00022143,0,0.89876310,145.12440000,1.17155000,4.74428595,7.06486070,0.03970000,0.00022432
2011-07-25,0.15246289,5.46430894,5.93373285,1.63680545,0.13958750,2.41681118,0.00150645,6.04347586,62.57478788,0.21249453,0,0.00050833,0,0.98749307,168.17080000,6.52415086,3.04697136,4.79534921,0.05705455,0.00019459
2011-07-26,0.28724360,19.39688681,5.02380903,0.80536458,0.01030000,5.34609255,0.00160476,2.36982987,11.60657657,1.70409697,0,0.00006000,0,4.77328383,191.46690000,0.56420702,2.07999370,1.24653180,0.07160000,0.00024359
2011-07-27,0.97372011,22.12943043,6.11283809,0.48095946,15.48872857,3.16073795,0.00150336,1.39634730,20.51482082,0.41754183,0,0,0,1.48488976,107.51305000,0.55307488,1.73617025,0.79937163,0.02456000,0.00019737
2011-07-28,0.66474638,36.95574828,9.17157661,1.21687647,1.08104286,9.88426561,0.00100000,3.43960667,14.11722568,6.52776187,0,4.68688889,0,8.09208537,238.03280000,0.84177601,3.73499162,1.81882978,0.03682000,0.00025000
2011-07-29,5.30687339,21.24348614,15.39959793,4.76215345,0.00962500,9.02448256,0.03560000,7.05293988,22.48159226,0.73570500,0,15.60975000,0,0.77742589,266.91000000,0.02794063,3.35943427,7.29037746,0.09289000,0.00025641
2011-07-30,0.22457500,71.70809610,25.27565279,1.42511250,0.64538182,8.40649440,0.00000000,9.62342429,3.53331206,28.39822500,0,0.00008571,0,0.00378000,290.17970000,0.00000000,4.46298785,14.88633312,0.02250000,0.00022632
2011-07-31,0.01022683,54.20220408,14.49949707,0.75673750,0.35445000,3.81270315,0.00000000,3.92914751,2.11004645,9.31784758,0,1.16071111,0,1.48667969,313.87860000,53.31201800,3.88940139,14.59562283,0.03166667,0.00022000
---------
