title
"Wait Hours: Per Job: by Resource"
parameters

start,end
2011-08-01,2012-01-31
---------
Day,"[IU BIGRED*] Wait Hours: Per Job","[NCAR FROST] Wait Hours: Per Job","[LONI QUEENBEE] Wait Hours: Per Job","[PSC BLACKLIGHT] Wait Hours: Per Job","[NICS KRAKEN] Wait Hours: Per Job","[TACC LONESTAR4] Wait Hours: Per Job","[TACC RANGER] Wait Hours: Per Job","[PURDUE CONDOR] Wait Hours: Per Job","[SDSC TRESTLES] Wait Hours: Per Job","[NCSA LINCOLN] Wait Hours: Per Job","[PSC POPLE] Wait Hours: Per Job","[NICS NAUTILUS] Wait Hours: Per Job","[PURDUE STEELE] Wait Hours: Per Job","[TACC LONGHORN] Wait Hours: Per Job","[SDSC DASH] Wait Hours: Per Job","[NCSA FORGE] Wait Hours: Per Job","[TACC SPUR] Wait Hours: Per Job","[NCSA EMBER*] Wait Hours: Per Job"
2011-12-14,0,0,0.00296136,23.07095111,4.80905757,10.08689429,6.14668679,0.00227917,0.39105273,0,0,0.49755000,3.18670993,0.00958485,0.00015000,0.24548810,0.02650000,0
2011-12-15,0,0,0.00178182,3.39127273,8.42347785,3.94155784,5.00101447,0.00187500,0.30334558,0,0,0.40762388,6.16214153,0.00811875,7.93060000,0.40467333,0.02340000,0
2011-12-16,0,0,2.62920000,16.45924412,5.11313780,4.67621358,5.34461833,0.00318471,0.38830148,0,0,0.84167692,11.36104987,0.00808421,0,2.17398438,0.10776667,0
2011-12-17,0,0,0,7.61361613,13.45369554,2.82996503,7.01279003,0.00177083,3.16012943,0,0,0.22510796,8.05083357,0.00730000,0,0.00365000,0,0
2011-12-18,0,0,0,9.15431786,8.96693929,4.43768973,5.09608434,0.00612963,0.67513542,0,0,0.39451757,16.19630006,0.00922727,0,0.00470000,0.18500000,0
2011-12-19,0,0,0.00654545,17.04959938,13.53796240,2.72442817,3.89472000,0.00092982,0.40202615,0,0,1.46623416,18.41441157,0.12053499,0,0.02041042,0.03265000,0
2011-12-20,0,0,0.86080000,12.95973014,5.49176310,2.54048384,2.86536968,0.00438971,0.42679682,0,0,0.07552157,2.23798155,0.13085702,0,1.26491284,0.41362632,0
2011-12-21,0,0,0.00178125,10.84504433,5.20120517,2.01647319,5.16660226,0.00750750,0.48747856,0,0,5.75639048,3.34913448,0.11111371,0,5.73127143,2.04628049,0
2011-12-22,0,0,0.00921429,26.98766184,19.25448046,11.94282110,3.81431270,0.07478605,2.15814660,0,0,17.23513784,6.57126941,0.03584633,0,10.73604286,0.70702273,0
2011-12-23,0,0,0.59370000,38.99029710,21.42339129,2.56974460,6.25294549,0.00107000,1.95987771,0,0,2.43107143,2.35808255,0.02760000,0,5.29145581,1.24912951,0
2011-12-24,0,0,23.59515000,37.28871846,29.90641741,5.56495385,7.72932525,0.00386667,2.87829667,0,0,2.04021134,5.31755688,0.01111667,0,0.53471034,0.43128049,0
2011-12-25,0,0,0.00000000,15.88506078,32.43036116,2.86565111,7.68144839,0.00126250,3.76936149,0,0,1.05829038,2.88674913,0,0,0.97727273,0,0
2011-12-26,0,0,2.69420000,21.91269658,22.10425073,2.90989093,5.05155808,0.00467917,0.55238274,0,0,1.71012074,1.66589343,0,0,0.00342500,0,0
2011-12-27,0,0,0.15665000,41.29073282,19.95053390,1.74546280,3.80644278,0.00143333,1.33740370,0,0,1.38587682,7.86460456,0,0,0.00392727,0,0
2011-12-28,0,0,0.00210000,53.98148833,28.37845064,5.89671943,2.09457168,0.00222500,3.14796126,0,0,0.21222930,2.73025353,0,0,0.13815116,0,0
2011-12-29,0,0,0.00203000,95.26931654,15.77045399,7.59967814,4.79987285,0.04012000,2.78951417,0,0,0.78394653,1.54240900,21.67672500,0,14.09986190,14.11776512,0
2011-12-30,0,0,0.00556571,75.88216042,29.10422266,5.20062609,2.86267210,0.00605739,7.39132113,0,0,0.11366986,8.25512239,0.07626875,0,11.19696250,0.52502778,0
2011-12-31,0,0,0.04990000,122.90758462,9.76466664,1.90349437,5.06064714,0.00182917,1.42765497,0,0,0.60672245,1.22198398,0.07585000,0,3.13707000,0,0
2012-01-01,0,0,0,4.77177273,12.01682404,1.83279247,4.14128079,0.00127083,4.47865155,0,0,0.02615400,0.86858902,0.00780000,0,0.00590000,0,0
2012-01-02,0,0,0.00293429,1.58178776,2.58622039,1.28021534,3.03456810,0.00825600,1.07021477,0,0,2.93450374,4.36989017,0.00190000,0,0.49321667,0,0
2012-01-03,0,0,0.00644286,8.32732706,1.29761596,1.36136760,0.00000000,0.00522742,0.67787240,0,0,5.97845523,1.10638249,4.03734569,0,0.01447321,0,0
2012-01-04,0,0,0.00395000,66.84190452,1.50730651,9.13367143,0,0.00079750,2.77536020,0,0,0.52691951,1.32141220,8.87296053,0,0.00324681,0,0
2012-01-05,0,0,0.00536667,20.51193234,8.07018458,3.62987867,28.19789053,0.00977813,1.21137731,0,0,0.15361000,2.08294458,12.72306538,0.00010000,0.05498947,0,0
2012-01-06,0,0,0.00698969,34.22937297,2.56128094,2.70157101,13.22678339,0.01381429,2.32988822,0,0,1.09975645,0.19971236,6.55837692,0,0.46755532,0.01140000,0
2012-01-07,0,0,0.44485000,27.44296450,0.84031128,1.61814804,6.40778003,0.14106707,3.57800593,0,0,1.81589187,1.82478683,0.25991644,0.16656667,0.61536364,0,0
2012-01-08,0,0,0.00000000,57.32740957,1.35570760,0.30813553,3.35269666,0.01918315,1.56679630,0,0,2.14499085,0.76941832,0.17901683,0.00013333,0.15217500,0,0
2012-01-09,0,0,0.00416000,19.47140810,1.23983885,1.09719045,4.05993782,0.27511632,1.85494914,0,0,7.78156818,1.03566536,0.00866000,0.00007500,1.27132647,0.00810000,0
2012-01-10,0,0,0.00244516,9.85056000,1.35376937,1.42173000,8.26998314,0.00224367,0.39773404,0,0,7.31619672,2.58761835,0.00721667,0,0.40908800,0,0
2012-01-11,0,0,0.00153333,57.08385338,1.65957710,5.23558523,4.05832896,2.07675610,1.89572311,0,0,11.67415000,0.18274570,8.30825000,0.00020000,1.84723333,0.01233333,0
2012-01-12,0,0,0.59780000,57.21273395,1.70862467,3.69921888,4.55014401,0.00905002,0.26229965,0,0,17.08433963,0.99390787,4.15890000,0,1.78409487,0.02146667,0
2012-01-13,0,0,0.00155000,21.00023374,1.45502124,1.34870582,5.37884423,0.03142375,4.05330683,0,0,0.68993905,0.37454717,0.30183373,0,1.44682143,0.02421667,0
2012-01-14,0,0,0.00170000,2.44403263,1.58486960,1.05762372,4.56060872,6.64888804,0.28901519,0,0,0.96511600,2.23068657,3.02430206,0,3.89120000,0,0
2012-01-15,0,0,0,7.49618939,1.03836752,6.72659459,3.01312412,0.05218912,1.01048240,0,0,0.20045000,15.64348530,8.58310816,0,0.03923871,0,0
2012-01-16,0,0,0.02827500,8.35043718,1.01071549,1.41381303,4.28443226,0.02218227,0.47576489,0,0,0.38811116,24.14174125,22.76046923,0,0.17328947,0.06170000,0
2012-01-17,0,0,0.00155000,12.71734226,1.50142306,2.87017341,4.95193829,0.02376340,0.44408624,0,0,9.16407667,47.42960890,0.00855588,0,0.00382963,0.01360000,0
2012-01-18,0,0,0.00110000,19.03232350,0.28713463,3.50516134,4.79058759,0.01965756,0.48598902,0,0,0.67843143,40.13497246,0.00911429,0,0.02916154,0.01370000,0
2012-01-19,0,0,0.00140000,16.43661132,22.71771231,1.24565870,2.77304465,0.00467353,0.45491919,0,0,0.76380154,35.55643796,0.01217143,0,0.01901771,0.03932500,0
2012-01-20,0,0,0,10.97060383,8.01907879,2.31982086,3.34031476,0.00540202,0.33553285,0,0,1.53312647,28.41934317,2.97489608,0,0.00339241,0,0
2012-01-21,0,0,0,13.09965509,2.95817951,2.64349888,3.34563742,0.00104286,1.53303035,0,0,0.00643889,13.86164588,13.79142400,0,0.03974183,0,0
2012-01-22,0,0,0.01432857,5.97053935,3.74070544,0.41585924,7.94611885,0.00231111,4.82272760,0,0,0.00523636,10.41749476,23.09542667,0,0.71535526,0,0
2012-01-23,0,0,0.00311429,9.17620402,4.26093891,0.85719951,5.64774198,0.00652237,1.88300291,0,0,0.76525833,14.74169957,0.01343333,0,0.16028108,0.08750000,0
2012-01-24,0,0,0.00140000,5.92668225,3.68620288,4.36245806,3.93347050,0.00248800,6.10297361,0,0,13.45511143,1.88239294,0.26123123,0,0.09828511,0.25492917,0
2012-01-25,0,0,0.00170000,13.61101053,2.46055961,2.93501328,5.18973388,2.14883600,2.52761436,0,0,8.58612742,4.26312051,0.01455862,0.00015000,0.74692368,0.02675556,0
2012-01-26,0,0,0.00140000,11.97070363,14.22910460,8.22911094,9.80212525,0.00742500,4.49461486,0,0,9.99098605,25.99063296,0.01608235,0.00030000,0.00415000,0.01590000,0
2012-01-27,0,0,0,14.58154747,18.48498154,0.98915979,5.04828041,0.01047500,1.45086561,0,0,1.30074714,9.41452014,0.00774286,0,1.48620755,0.48712609,0
2012-01-28,0,0,0,21.17395299,31.76456996,1.20460245,16.55121429,0.00062500,1.68517153,0,0,0.02147258,16.73713439,0.01242500,0,1.19762857,0.02577188,0
2012-01-29,0,0,0.00162000,27.75943452,36.11956468,2.52929676,9.43529010,0.00062500,1.64088186,0,0,0.91794727,11.48135251,0.01568000,0.16104545,0.01029455,0.02770345,0
2012-01-30,0,0,0.00140000,17.00923200,15.74928316,0.77457792,6.18933078,0.00201958,0.96746494,0,0,1.38347778,8.81117917,5.30542727,0.00003750,0.20539811,0.02568684,0
2012-01-31,0,0,0,0.00000000,14.65947736,22.49126396,7.80082690,0.00550357,1.63785228,0,0,3.53488198,13.87808049,10.08923500,0.00010000,0.39427586,0.02270000,0
---------
