Day,[TACC LONGHORN] Wait Hours: Per Job,[NICS KRAKEN] Wait Hours: Per Job,[IU BIGRED*] Wait Hours: Per Job,[NCSA COBALT] Wait Hours: Per Job,[PSC POPLE] Wait Hours: Per Job,[TACC RANGER] Wait Hours: Per Job,[NCSA EMBER*] Wait Hours: Per Job,[NCSA LINCOLN] Wait Hours: Per Job,[TACC LONESTAR] Wait Hours: Per Job,[NICS ATHENA] Wait Hours: Per Job,[PURDUE CONDOR] Wait Hours: Per Job,[PURDUE STEELE] Wait Hours: Per Job,[LONI QUEENBEE] Wait Hours: Per Job,[NCSA ABE] Wait Hours: Per Job,[NICS NAUTILUS] Wait Hours: Per Job,[SDSC DASH] Wait Hours: Per Job,[PSC BLACKLIGHT] Wait Hours: Per Job,[NCAR FROST] Wait Hours: Per Job,[TACC SPUR] Wait Hours: Per Job,[SDSC TRESTLES] Wait Hours: Per Job,[ORNL NSTG] Wait Hours: Per Job
2010-11-21,29.34565294,69.14062932,0.17299828,0,3.20516477,14.44694037,0.01723874,16.18028485,0.02010402,9.97515000,0.09268565,3.78943468,3.61264972,0.26223607,0.01325185,0.00096190,0,0.00232857,0.02014000,0,0
2010-11-22,18.26884483,31.60596561,0.17703091,0,2.31965943,13.89858323,0.01863312,2.72389130,0.04492048,25.28095827,0.08566369,4.28732500,0.04160060,0.18288532,0.49403077,0.00998000,0,0.13348500,0.03609310,0,0
2010-11-23,20.80873333,4.92738893,0.83410000,0,12.48960503,10.94698025,6.70921448,4.21706087,9.49922857,2.50971516,0.06613158,5.73395467,0.23300084,1.77424717,1.40041000,0.01282381,0,0.00206667,0.05371667,0,0
2010-11-24,33.45187500,7.65720754,0.25346585,0,7.16679821,14.41387593,0.88502775,4.83370581,10.14737952,12.41406197,0.07791372,10.96254124,0.83405837,0.67147198,0.00622727,0.03589865,0,0.00205238,0.03757500,0,0
2010-11-25,68.65462143,29.29388358,0.01448333,0,14.30448929,5.84976550,0.02148095,3.66422857,5.89271818,9.72579755,0.00053333,6.47086660,0.44235759,3.72246509,0.00578571,0.00007500,0,0.05840000,0,0,0
2010-11-26,41.23502500,24.09942246,0.01004167,0,24.97399138,7.14786275,0.01771452,4.78153333,12.78238701,26.95368852,0.00397442,6.40126478,1.42753829,0.38658247,0.00000000,0.00032500,0,1.47386667,0,0,0
2010-11-27,73.93016923,21.00568903,7.49684091,0,13.41987945,9.18721488,0.02721713,5.54188857,10.53653390,1.61406836,0.01099947,7.47666111,0.34301610,0.02546960,0.00000000,0.00010400,0,0.00230000,0,0,0
2010-11-28,82.55639286,4.55217096,0.03046875,0,1.39605660,5.94041473,0.02404505,1.93428136,8.02216818,0.47003696,0.02734102,4.29784580,0.51646732,0.08432423,0.00000000,0.00009556,0,0.00226667,0,0,0
2010-11-29,5.86592917,10.50883595,3.02587612,0,1.50735556,4.94825952,2.14783846,0.00535000,10.37818762,6.73190405,0.02377867,3.79427499,1.38008288,0.00928007,0.00835000,0.01134655,0,0.00189048,0.02402500,0,0
2010-11-30,37.71440000,10.85499271,0.09953082,0,2.88006000,9.63358987,3.16812617,2.47216273,0.32976995,4.98314431,0.04367580,3.39273196,3.58093038,3.83593761,0.00470000,0.02314595,0,0.01412941,0.01805000,0,0
2010-12-01,27.92191333,7.29137696,0.78040101,0,3.70146887,10.12159690,4.69439980,0.20929853,0.00500000,23.20824227,0.04806587,2.83651361,10.03674118,0.11033135,0.00720000,0.00073214,0,0.00221667,0.27920000,0,0
2010-12-02,8.82888462,11.66962235,0.07861867,0,6.34774844,11.28426358,10.31349192,1.32824915,0,0.57737006,0.04366491,15.34438595,2.64689189,0.01857125,0.00663684,0.40365000,0,0.00203333,0.01952500,0,0
2010-12-03,2.70212308,23.60506061,0.44459643,0,7.88865221,12.18351849,17.14896382,2.36358842,0,2.94322075,0.00567917,1.18353024,0.33964956,0.13021205,0.00591250,1.85652105,0,0.95448947,0.02225714,0,0
2010-12-04,6.23445000,14.62690265,0.01178182,0,18.98907429,10.40688683,0.01969683,0.88303333,0,2.48995284,0.03579766,1.51840292,0.68221786,0.01956913,0.00345000,5.33568000,0,0.00164545,0.02285000,0,0
2010-12-05,13.61030000,13.03909556,0.01130658,0,44.19291935,16.84170681,0.02135091,2.35269052,0,0.55640426,1.86075000,1.30977535,1.02545000,0.10826764,0.00782857,0.00614444,0,0.04047143,0.01985000,0,0
2010-12-06,3.36532778,9.61565771,0.25915972,0,27.67082903,9.57987430,11.04640394,10.30317286,0,10.64973171,0.00705370,1.38629076,0.18566800,0.06483890,0.00210000,0.10357917,0,0.00175625,0.33820000,0,0
2010-12-07,4.46531000,7.80949765,137.96207073,0,22.57176721,11.54608532,1.64395169,16.11585313,0,3.75891978,0.14520185,1.38782433,3.14983696,0.19165998,5.57194444,6.67969643,0,0.23192143,0.02485000,0,0
2010-12-08,3.23493125,6.70979116,0.16192308,0,11.41898246,15.76573253,8.85009595,3.73878043,0,1.02346912,0.00034500,1.14552518,0.00247170,0.39538347,4.07732222,0.02422222,0,0.00245789,0.02823333,0,0
2010-12-09,1.66880222,7.01401301,1.84822667,0,8.34678587,12.24476765,8.79937143,5.50114151,0,0.88322107,0.00912727,0.06536011,27.48591869,0.07277350,0.00491250,2.27367500,0,0.04240517,0.26460000,0,0
2010-12-10,2.16705116,7.30897803,0.55483250,0,7.13559412,17.07536068,4.06321898,8.45833571,0,0.27838586,0.04658253,0.05805994,0.70928857,0.91280078,0.27071667,1.18190000,0,2.72535714,0.01776667,0,0
2010-12-11,10.04844500,10.44200182,1.32811053,0,40.78634800,20.58104696,4.12181190,8.79130909,0,0.17633668,0.88806474,0.07207845,3.76211250,0.15249803,0.96570000,0.60873333,0,0.00146364,0,0,0
2010-12-12,13.89530588,14.20239797,0.00697000,0,16.29262609,14.19157615,0.58504173,27.51580000,0,1.29386623,1.47523191,0.12420446,3.84257558,0.17271109,0.21588966,3.75934000,0,0.00183636,0.03156667,0,0
2010-12-13,14.39912857,7.57320309,0.84271579,0,5.09041278,8.54874598,27.88736524,2.08575192,0,0.94319207,0.09579737,0.20762784,2.47942099,0.21450974,0.45156667,4.45426667,0,0.00133000,0.12505000,0,0
2010-12-14,47.50230909,8.59138880,0.42182273,0,3.20977674,12.44152986,1.46094965,14.53997500,0,4.84167939,0.12272728,0.39937619,4.25956627,0.34641927,8.69991667,0.11720909,0,0.00233333,0.00810000,0,0
2010-12-15,14.20023171,121.28751117,0.95022842,0,2.78617182,14.70276651,0.11471152,57.87429324,0,9.02023084,4.43228486,1.39100997,4.77323273,1.30559324,0.00458000,1.45117000,0,0.00197000,0.05330000,0,0
2010-12-16,26.56217027,97.91056138,1.52991283,0,7.73053636,12.22452046,0.50009627,0.16552903,0,1.92138692,0.61702475,1.42844146,6.93213523,3.00181299,0.00769167,4.06110000,0,0.00198182,0.26710000,0,0
2010-12-17,19.45790500,12.58865877,24.58745455,0,5.70768681,16.71109151,1.28916545,7.33325000,0,0.73148867,2.51963429,0.98131200,7.77763109,4.57714459,0.00675000,0.00030000,0,8.94858571,0.03750000,0,0
2010-12-18,23.38965526,15.55020170,6.27540667,0,15.68618065,22.67561832,0.90186639,2.83783421,0,0.33612452,2.49929796,2.18664940,1.03987015,1.59814840,0.00621579,0.01460000,0,0.00128000,0,0,0
2010-12-19,9.97180270,2.44265334,5.18693731,0,32.09016667,8.95297246,0.96584917,9.71405614,0,10.70804992,0.97564412,6.03233233,2.60836535,0.19620181,0.00826452,0.00000000,0,0.00177143,0,0,0
2010-12-20,8.00278000,2.71485580,3.30894063,0,26.93970816,8.41992144,0.71437826,7.00881915,0,2.88817493,1.08699166,3.32774068,0.44501000,0.81140697,0.44498696,0.00044000,0,0.00151429,0.02652500,0,0
2010-12-21,6.51565294,2.38215924,15.13608923,0,36.62624853,16.51969737,1.90597213,6.03021042,0,1.20895059,5.93521719,2.20074823,12.99004701,1.47486823,3.62136522,0.00030000,0,0.30912593,0.07072000,0,0
2010-12-22,8.82465192,1.56348917,8.94095663,0,4.16630082,14.75737845,7.88273333,7.67793115,0,20.16299125,16.51079922,5.44840581,1.31336972,0.97586336,0.50281837,0.00000000,0,0.00231111,0,0,0
2010-12-23,5.02725333,12.34370846,5.42456434,0,2.56097879,19.23594151,3.96993059,8.97094500,0,10.66518434,13.96431034,2.29084757,31.62731646,0.08047429,0.01018462,5.14600000,0,0.00225294,0.02330000,0,0
2010-12-24,14.10439149,27.38132571,3.54960357,0,8.01691650,18.81141757,6.98818163,2.48157089,0,7.33577708,54.09873722,0.86477555,6.45900128,0.69213721,0.00853182,0.01871250,0,4.40726250,0,0,0
2010-12-25,12.31827111,50.55491304,7.21128186,0,23.73191250,8.22066939,0.03685417,0.58533455,0,11.35452829,14.31222092,1.27107902,3.72225926,0.04462590,0.16102308,0.00010000,0,0.09606667,0,0,0
2010-12-26,16.66335000,72.15981716,0.01010000,0,17.67518039,11.33760802,0.02193689,0.52920652,0,4.00396313,7.53974914,1.22861514,1.94635047,0.03960375,0.00545714,0.00000000,0,0.55001000,0,0,0
2010-12-27,17.65441915,62.98755907,0.00906889,0,0.23546744,2.96719311,0.02011852,0.38405000,0,9.44576287,40.41246262,0.70295348,0.00261958,0.01958349,0.00790556,0.00000000,0,0.25555333,0.02530000,0,0
2010-12-28,14.50993784,45.28504622,28.10223837,0,1.41453902,9.42500000,0.02174199,0.63391961,0,14.79831353,11.30270637,0.41707181,0.00466833,1.14929189,11.12210000,0.00000000,0,1.59170000,0,0,0
2010-12-29,16.79711471,26.43326784,5.78197257,0,1.14394268,1.19852400,0.01676688,0.82646200,0,5.69937704,49.43480556,1.03947947,0.03710070,2.31444762,0.00640000,0.00027500,0,3.19250000,0,0,0
2010-12-30,11.15406190,11.54234929,3.11005474,0,4.99571622,9.99162047,0.02463043,0.55897903,0,7.09571966,8.61088780,5.29267294,0.32496593,0.12801482,0.00796111,0.00060000,0,1.30772000,0,0,0
2010-12-31,0.63901538,5.63118758,0.02033136,0,5.70293846,11.74181459,0.01901500,2.60013448,0,1.49602043,14.81980833,4.67108206,3.71649517,0.12881152,0.00611000,0.00042500,0,2.97945862,0,0,0
2011-01-01,2.31813000,3.26552035,0.01334310,0,5.17557561,8.69647054,0.02134203,1.47212593,0,20.25454452,0.04272000,1.92091178,4.93740000,0.11713356,0.00590000,2.07928000,0,2.41006471,0.03500000,0,0
2011-01-02,13.92777692,8.42422505,0.01561167,0,3.35185938,4.45168766,0.09456923,0.25267083,0,19.19688325,4.59581429,2.12397661,10.14740404,0.06614180,0.00930000,0.00269000,0,0.00308421,0.02717143,0,0
2011-01-03,13.20233778,5.04657265,0.04888642,0,4.73134590,6.08138240,0.21144900,0.01889661,0,22.35461982,5.14096325,1.87309866,0.02466154,0.09488570,0.00728000,1.05781667,0,1.68419259,0.02433333,0,0
2011-01-04,11.04272549,1.84586105,257.83453970,0,5.23621429,5.84382557,0.14369739,0.21591200,0,11.76409787,4.01983145,3.01518837,7.23474956,0.07569652,0.00574211,0.00051429,0,1.67851282,0.01500000,0,0
2011-01-05,15.38190488,15.15683028,0.18033049,0,4.68931413,3.28235222,0.01958080,1.21961360,0,12.03749633,3.46668283,3.33636216,0.12351329,0.14356094,0.00517500,4.55240000,0,1.03659600,0,0.01381188,0
2011-01-06,9.79782432,19.68902162,2.02006752,0,5.08369521,4.43904560,0.08420324,1.41498683,0,2.51724015,3.79804495,6.54186487,3.52878413,0.25986201,0.00519091,6.58924286,0,2.26661364,0.02877143,0.00000000,0
2011-01-07,23.64714222,15.45968741,5.11126778,0,23.17033974,6.47011153,0.87020207,4.77229155,0,0.85695110,1.39820326,10.92573301,4.84871901,0.27276838,0.00532727,1.78111429,0,10.79430000,0.02885000,0.00000000,0
2011-01-08,63.51326842,17.96794964,11.31342755,0,30.87532967,9.98783089,1.57634843,0.09782324,0,4.13843553,1.09646955,9.99433319,3.25199625,0.18312680,0.00265000,2.78580000,0,2.59570000,0,0.05304211,0
2011-01-09,16.99729189,7.77280379,28.59110548,0,35.65160165,4.06472525,0.62807011,0.22336667,0,0.44079741,1.04165107,10.55094688,1.18142823,0.08135682,0.00640000,0.00028333,0,1.14681860,0.02781000,0.00000000,0
2011-01-10,24.14684545,3.96608395,18.19755000,0,29.79524453,4.25027492,2.70904348,0.43989667,0,1.73378900,3.58121318,13.51797976,0.86470577,0.09384444,0.00598182,0.08212143,0,0.93028077,0,0.00000000,0
2011-01-11,30.18616216,8.80172001,16.55514127,0,20.98357988,6.82188115,0.05858059,0.01172321,0,2.26571723,25.91109395,19.80989090,1.78261780,0.37419095,0.00541111,0.00000000,0,0.43389955,0,0.00000000,0
2011-01-12,22.66681556,6.01335828,5.36316522,0,17.20630000,9.57624688,23.25724404,0.87391452,0,1.19733847,11.89138814,8.73750677,0.06090879,0.05473411,0.00555000,1.40772500,0,0.51047494,0,0.00050909,0
2011-01-13,15.77334839,11.33510800,17.49023860,0,19.16800293,11.99723582,8.76195996,4.02559421,0,2.69065221,4.74604270,2.43077575,0.21854540,0.34341278,0.00445833,0.00000000,0,1.97196579,0.12563333,0.00047143,0
2011-01-14,8.71915349,20.02528471,18.39281739,0,5.75114889,9.56718588,2.45224414,3.06418788,0,0.80943132,8.08434400,1.01902517,1.12096805,0.62668600,0.01532857,0.03340000,0,6.30530278,0,0.00057500,0
2011-01-15,41.11799474,17.63365204,16.36422542,0,12.27046316,19.84928594,20.30547531,0.27120795,0,0.12121225,2.55070987,3.19572923,0.02364404,0.47979924,0.02436667,0.00020000,0,3.22901190,0.02832000,0.00000000,0
2011-01-16,22.00239412,9.29491991,5.26518197,0,15.62392500,5.45474235,23.10524565,1.10700673,0,0.06979659,6.39693260,1.13911444,0.91905483,0.04835750,0.01983333,0.13013333,0,2.74890465,0.03430000,0.00035882,0
2011-01-17,3.80411667,7.38548881,10.19240667,0,9.57213971,3.86186452,13.35509796,7.06831538,0,0.12605814,4.19623906,1.17899507,0.39555722,0.51414857,0.00000000,0.00222857,0,0.89356688,0.02445000,0.00040000,0
2011-01-18,31.74582703,2.44401620,2.86715741,0,15.06287299,11.66271303,16.62685164,0.11496364,0,0.31284235,15.44871857,1.88351643,1.24455902,2.74197632,8.21516667,0.00000000,0,3.03456176,0,0.00025500,0
2011-01-19,42.07169767,8.34116543,0.34898868,0,12.59231408,9.32119447,12.29997086,0.87193750,0,3.18671408,14.70595007,1.67153013,0.29039488,0.38019684,0.00593333,0.53166667,0,0.50435693,0.02783333,0.00028077,0
2011-01-20,75.66436429,5.32136703,0.15781077,0,9.16339255,14.72054754,20.00527863,1.35743366,0,2.21421384,8.18061883,0.70425153,0.53361620,1.01010681,0.00653810,0.30195256,0,0.65183648,0.03042500,0.00048148,0
2011-01-21,62.87640500,6.83003015,0.01721184,0,18.34310207,6.02771013,38.19299689,3.10863443,0,0.24913961,12.91858080,0.56554529,3.01006159,2.68133058,0.00672500,0.00022500,0.00050769,3.10981594,0.02701429,0.00046765,0
2011-01-22,129.44140741,9.98194622,0.01011034,0,38.70225524,4.45002938,71.38832549,5.93134722,0,0.19453940,21.11294268,0.12183191,2.73944441,0.98410131,0.00640000,0.00000000,0.00052308,0.08257104,0.02083333,0.00084667,0
2011-01-23,32.24153023,9.98390716,0.00953651,0,5.79303400,8.88301818,27.53099172,3.98016267,0,0.13266911,10.60795970,0.17085973,0.67139459,0.64361682,0.00531667,0.00000000,0.00047000,0.16832161,0.05731667,1.98800000,0
2011-01-24,29.84231136,7.91835052,0.80102817,0,15.06470348,3.83415190,0.76445641,4.71283467,0,16.12515068,33.31703134,0.10634657,2.80806907,1.77543239,0.53000000,0.00007500,0.18796250,0.07232976,0.13570000,0.00028235,0
2011-01-25,0.73851818,4.25361722,0.34546986,0,14.18920870,6.48249184,0.82171731,7.51377845,0,29.84819074,26.14109471,0.12948047,3.94388908,2.90322575,30.28093333,0.00030000,0.07449286,1.61458966,0.10038000,0.00043750,0
2011-01-26,5.69694063,3.19259492,0.22106667,0,15.83097073,7.79880753,2.57957685,6.32989649,0,6.07381180,10.19570021,0.42496221,1.62993709,6.22434790,0.00673333,0.00022500,6.36204167,7.19727895,0.02585000,0.03588912,0
2011-01-27,7.22142807,9.61329138,0.15987692,0,11.97179690,6.51781952,5.30526642,6.27800000,0,1.81283442,14.14651388,0.04145846,1.97701127,0.89742088,0.00538750,14.39530000,0.15081761,1.44277426,0.01375000,0.00385914,0
2011-01-28,10.34090000,21.96392319,0.74451268,0,2.66801983,5.77986796,11.20149319,5.70674688,0,1.67794194,60.38816893,0.39598643,5.37842611,2.38711804,0.00483333,0.00030000,0.27949310,7.72768864,0.01772857,0.00268899,0
2011-01-29,22.62525263,15.31320378,0.51946377,0,30.29063309,17.08995443,38.76411315,13.50164783,0,7.74744120,16.71669937,0.05210343,1.89673938,0.52586484,0.08125000,0,0.00076420,0.07296667,0,0.00055294,0
2011-01-30,28.40105769,9.43682303,0.01907671,0,11.42534543,8.35973800,57.17580000,20.44432826,0,1.44756699,0.19391890,0.03946764,2.10409727,0.13051613,0.00632500,0.08420000,0.10602963,1.16601250,0.04640000,0.00082273,0
2011-01-31,15.78701579,9.65348356,0.01396587,0,5.34660231,11.13352660,52.21471862,6.14924928,0,5.55477923,0.53635038,0.06431184,2.01940625,1.81979153,0.00520000,0.50500000,0.13275870,0.09423933,0,0.00035306,0
