title
"Wall Hours: Per Job: by Node Count"
parameters
"Resource =  SDSC-GORDON","Queue =  normal"
start,end
2015-08-01,2016-01-31
---------
Day,"[10] Wall Hours: Per Job","[34] Wall Hours: Per Job","[15] Wall Hours: Per Job","[38] Wall Hours: Per Job","[9] Wall Hours: Per Job","[120] Wall Hours: Per Job","[26] Wall Hours: Per Job","[33] Wall Hours: Per Job","[24] Wall Hours: Per Job","[36] Wall Hours: Per Job","[7] Wall Hours: Per Job","[30] Wall Hours: Per Job","[6] Wall Hours: Per Job","[48] Wall Hours: Per Job","[25] Wall Hours: Per Job","[64] Wall Hours: Per Job","[11] Wall Hours: Per Job","[32] Wall Hours: Per Job","[20] Wall Hours: Per Job","[12] Wall Hours: Per Job","[2] Wall Hours: Per Job","[40] Wall Hours: Per Job","[4] Wall Hours: Per Job","[60] Wall Hours: Per Job","[5] Wall Hours: Per Job","[96] Wall Hours: Per Job","[16] Wall Hours: Per Job","[8] Wall Hours: Per Job","[28] Wall Hours: Per Job","[17] Wall Hours: Per Job","[1] Wall Hours: Per Job","[63] Wall Hours: Per Job","[14] Wall Hours: Per Job","[45] Wall Hours: Per Job","[19] Wall Hours: Per Job","[3] Wall Hours: Per Job","[59] Wall Hours: Per Job","[57] Wall Hours: Per Job","[100] Wall Hours: Per Job","[18] Wall Hours: Per Job","[29] Wall Hours: Per Job","[99] Wall Hours: Per Job","[43] Wall Hours: Per Job","[13] Wall Hours: Per Job","[50] Wall Hours: Per Job","[21] Wall Hours: Per Job","[47] Wall Hours: Per Job","[27] Wall Hours: Per Job","[22] Wall Hours: Per Job","[114] Wall Hours: Per Job","[55] Wall Hours: Per Job","[128] Wall Hours: Per Job","[35] Wall Hours: Per Job","[52] Wall Hours: Per Job","[23] Wall Hours: Per Job","[126] Wall Hours: Per Job","[56] Wall Hours: Per Job","[65] Wall Hours: Per Job","[62] Wall Hours: Per Job"
2015-10-05,11.32580000,0,9.62440000,0,0,0,0,0,24.00000000,0,0,0,4.77823846,0,0,12.93840000,0,24.00000000,7.73780000,0,10.57304568,0,3.75788451,0,1.12755000,0,5.73387143,3.83557931,0,0,3.42103763,0,0,0,0,7.10198571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-06,13.14945000,0,24.00000000,0,0,0,0,0,7.34985000,0,0,0,14.04500000,14.30140000,0,6.64306667,0,4.51375000,0,0,7.10954683,0,6.37399839,0,11.21805000,0,7.67494211,5.51262667,0,0,2.37097165,5.67920000,0,0,0,3.72339000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10690000,0,0,0,0,0,0,0
2015-10-07,12.39241429,0,8.58330000,0,0,0,0,3.43655000,10.64640000,0.14390000,3.07560000,0,11.94013750,24.00000000,0,11.33536667,0,0,0,0,10.38387429,0,9.78274923,0,16.53125000,0,10.81010000,4.10770455,0,0,2.97510059,0,0,0,0,2.60037000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14690000,0,0,0,0,0,0,0
2015-10-08,13.79750000,0,0,0,0.89170000,0,14.33420000,11.43150000,24.00000000,7.94280000,0,0,11.67356667,11.99695000,0,10.07903333,0,16.25004000,0,0,3.22056000,0,11.23066842,0,11.61193333,0,7.90742727,9.43473529,0,0,1.47250211,0,0,0,0,6.34995000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12470000,0,0,0,0,0,0,0
2015-10-09,10.44812667,0,0,0,7.76416667,0,5.40195000,11.59735000,13.50220000,11.99805000,0,0,8.11861667,24.00000000,0,8.17403333,0,6.14277500,0,0,3.74433548,0,8.98810435,0,7.75566667,0,9.54830000,4.03079444,0,12.04280000,2.82704526,0,1.68190000,0,0,8.14130000,0,0,0.13881333,0,0,0,0,0,0,0,0,0,0,0,0,0.24110000,0,0,0,0,0,0,0
2015-10-10,5.88646429,0,0,0,6.20875000,0,0,0,11.90250000,6.60250000,0,0,9.90005556,8.97463333,0,11.36733333,0,0.82796563,0,0,3.56779600,0,10.59012368,0,24.00000000,0,7.87724286,6.05330455,8.71555000,7.43560000,5.81378744,0,0,0,0,0.37317778,0,0,0.81817222,0,0,0,0,0,0,0,0,0,0,0,0,0.04316000,0,0,0,0,0,0,0
2015-10-11,15.15565000,0,0,0,11.99665000,0,0,0,14.39844000,0,0,0,10.30241538,24.00000000,0,12.00595000,0,0.10166667,0,0,2.01539474,0,6.41348791,0,4.88720000,0,9.17451429,7.52351071,11.74225000,6.38232000,5.64883153,0,0,0,0,5.03500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09957500,0,0,0,0,0,0,0
2015-10-12,10.18017059,0,0,0,14.94920000,0,0,0,18.21360000,0,4.82830000,0,11.00862857,12.46520000,0,2.79610000,0,0,0,0,1.68223793,0,5.16454314,0,0,0,4.98729333,4.99536452,8.14610000,9.69597500,5.05698989,0,0,0,0,6.48510000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-13,11.44847500,0,0,0,0,0,0,6.34100000,10.18382500,0,0,20.25888333,13.83353000,24.00000000,0,11.60422500,0,0.43250000,0,0,3.30952813,0,3.97225170,0,0,0,8.91550000,4.59348889,0,10.23916667,1.50747262,0,0,0,0,1.21315000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-14,15.73161111,0,21.75500000,0,0,0,0,9.92557500,15.03150000,5.77170000,0,10.75860833,9.14081000,15.48030000,0,22.79915000,0,1.99900000,0,0,5.87683019,0,5.08932000,0,0,0,4.28544286,1.80781852,0,7.24740000,9.09434361,0,0,0,0,2.15432857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-15,10.15871250,0,10.99945000,0,15.05190000,0,0,10.40743333,17.61632500,15.83000000,0,6.30940000,10.95258889,0,0,11.96722500,0,24.00000000,0,0,7.34040455,0,6.42661628,0,23.27670000,0,9.20400000,4.32591333,0,24.00000000,5.41528617,0,0,0,0,4.25117353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-16,21.26404286,0,20.23390000,0,6.31890000,0,0,15.75970000,16.81826667,0,0,0,12.85580000,0.10250000,0,11.98167500,0,10.45845000,0,0,7.99806800,0,6.48972000,0,16.17410000,0,5.87376364,0.48788125,0,21.24360000,4.79234116,0,0,0,0,5.30152500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-17,11.70183750,0,0,0,0,0,0,0,13.55195000,0,0,0,13.46437143,0,0,17.96945000,0,17.24445000,0,0,8.02885472,0,4.51182000,0,12.36305000,0,9.34905455,4.38156667,0,0,5.55362353,0,0,0,0,13.21800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-18,0,0,0,0,0,0,0,0,11.74860000,0,0,0,13.72065000,0,0,11.97110000,0,23.08390000,0,0.07583333,8.66757714,0,3.37238421,0,0.61725909,0,9.99486667,0.60398571,0,0,4.18423326,0,0,0,0,0,0,0,0,0,0,0,2.14970000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-19,0,0,0,0,0,0,6.12680000,8.76350000,9.67470000,0,11.89500000,0,12.68148333,0,0,11.97570000,0,9.21541250,0,0.21890000,2.84468750,0,3.80757674,0,1.17629412,0,5.47413043,0.77820000,0,6.05610000,3.99196109,0,0,0,0,0.15407500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-20,0,0,23.00060000,0,0,0,0.02580000,9.38070000,0.17970000,0,24.00000000,0,17.47055238,0.26025000,0,11.97805000,0,10.24966000,11.14040000,7.34750000,3.39966944,0,5.58750909,0,1.62534250,0,7.31978571,6.70477333,11.76360000,7.30055000,3.78264401,0,0,0,0,0.65460000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-21,0,0,19.14580000,0,0,0,0,5.19170000,0,0,12.11500000,0,4.99186279,0,0,2.93881429,0,3.44520000,3.06595000,9.17500000,2.15993919,0,3.39086591,0,14.18790000,0,5.45993684,3.54135789,11.44155000,7.53860000,3.84591574,0,0,0,0,0.23973333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11031667,0,0,0,0,0,0,0
2015-10-22,0,0,0,0,0,0,0,8.36563333,0,0,0,0,10.94711765,0.19905000,0,0,0,4.70440000,0,0,6.78324545,0,4.00609722,0,10.80343333,0,11.47311429,0.33250000,19.08940000,13.31315000,3.68718635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-23,7.53580000,0,0,0,5.16060000,0,0,11.62527500,0,6.04360000,0,0,16.72358462,0,0,0.00930000,0,0,0.16030000,0,5.92386190,0,4.25245385,0,12.73597500,0,8.15181818,0.11598889,10.68560000,17.72805000,4.14654631,0,0,0,0,0.26110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-24,7.67220000,0,11.60085000,0,16.22080000,0,0,10.03850000,0,15.48890000,0,0,11.92150833,0,0,0,0,0,0,0,6.85894821,0,3.84037634,0,5.57305000,0,8.03986667,0.12896250,0,9.46220000,4.17669773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-25,0,0,12.81930000,0,0,0,0,14.55215000,0,0,0,0,17.75398333,0,0,0,0,0,4.33805000,7.45360000,4.06877222,0,5.16685882,0,13.57016000,0,8.07538750,0.12990000,0,8.24735000,4.80216795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-26,0,0,24.00000000,0,0,0,0,12.76380000,0,0,0,0,8.89226250,0,0,0,0,5.07345000,24.00000000,11.99280000,1.95081905,0,6.29727222,0,16.05271250,0,6.22823077,4.53037857,0,1.11250000,5.64265989,0,0,0,0,1.75940000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-27,3.08134000,0,9.06970000,0,0,0,0,11.99355000,0,0,0,0,16.15166667,0,0,0,0,24.00000000,11.71095000,8.75360000,3.56157083,0,4.16445313,0,6.53767500,0,6.89911111,3.44872500,0,0,4.53574191,0,0,0,0,0.94056667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-28,13.05254167,0,10.07030000,0,0,0,0,11.98910000,0,0,0,0,9.21796667,0.04530000,0,0,0,14.92156667,24.00000000,0,4.47374400,0,4.45618571,0,7.78530000,0,4.65916250,3.68551200,0,12.45545000,4.47752747,0,0,0,0,0.29022727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-29,23.29420000,0,24.00000000,0,0,0,0,7.42895000,16.39945000,0,0,2.53250000,5.67012000,2.32830000,0,14.17140000,0,24.00000000,11.75135000,0,2.29899216,0,7.98195185,0,0,0,9.31406000,2.22854375,0,8.66650000,4.19221747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-30,5.20163333,0,12.75780000,0,0,0,0,10.26510000,24.00000000,0,0,24.00000000,10.29860000,0.13830000,0,11.44985000,0,11.45125000,2.99612500,0,2.03489677,6.03573333,5.62845357,2.84360000,13.37140000,0,4.08875000,1.13140667,0,15.25940000,6.24427753,0,0,0,0,0.74933000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-31,0,0,4.88008462,0,0,0,0,15.91515000,7.16085000,0,0,21.52610000,2.34560000,0,0,24.00000000,0,12.34285000,0,0,2.63136316,0,6.19345000,21.19830000,1.39235000,0,7.24157692,0.98091667,0,6.99140000,5.68480714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-01,5.86277500,0,12.68303043,0,0,0,0,9.75720000,0,0,0,0,0,0,0,12.73690000,0,16.64895000,12.44670000,0.00280000,0.98878286,0,4.54634688,5.28160000,10.66780000,0,8.02658889,0.91245926,0,0,3.68966241,0,0,0,0,0.00810000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-02,18.35825000,0,11.86964286,0,0,0,0,0,0,0,0,0,9.19130000,0,0,3.65573333,0,9.77993750,1.52970000,8.77030000,4.23707188,0,5.28045172,24.00000000,0,0,8.78277857,1.98066429,13.52780000,16.26610000,3.73037479,0,0,0,0,1.33390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-03,16.07937778,0,15.58351429,0,0,0,0,0,0,0,0,0,14.63161667,0,0,11.99070000,0,18.70041667,4.67860000,16.72790000,8.67419252,0,6.26154194,2.81712222,0,0,6.48982500,5.22065556,4.97015000,24.00000000,5.50868864,0,0,0,0,5.15532000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-04,21.05151429,0,13.93101429,0,0,0,0,0,11.53182500,0,0,0,12.34093333,0,0,9.95776667,0,10.33955000,6.03547500,7.30056667,4.75561832,0,6.63848148,6.10500000,10.05196667,0,8.86796250,6.31371600,23.98750000,6.93625000,3.23182014,0,0,0,0,0.00695000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-05,19.66255556,0,10.45772105,0,0,0,0,0,24.00000000,0,0.00280000,0,10.61997000,0,0,7.48458000,0,15.63840000,0.88487778,10.52353333,2.76787143,0,5.55118000,0,12.90560000,0,7.09035333,6.28096897,0,0,4.62502373,0,0,0,0,1.21655000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-06,6.40562857,0,12.51155333,0,0,0,0,0,5.07210000,0,0,0,8.41345000,0,0,11.05366667,0,14.15144000,4.87138333,8.14445000,4.80804576,0,5.84390909,0,18.83170000,0,5.83281739,5.32909630,0,0,5.24326642,0,0,0,0,0.00470000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-07,16.30131250,0,12.59153846,0,0,0,0,0,24.00000000,0,0,0,17.99792500,0,0,24.00000000,0,18.68722500,7.99461667,11.11528333,5.53763000,0,5.27063636,0,0,0,2.88046667,8.14011579,0,0,5.33291681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-08,24.00000000,0,11.61519375,0,0,0,0,0,3.82133333,0,0,0,11.82100000,0,0,6.39933333,0,4.37606842,7.74917500,0.08319167,7.17820313,0,6.73587273,0,0,0,9.59073750,4.27094706,0,0,3.64126718,0,0,0,0,9.76554375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-09,7.45691111,0,11.05788889,0,0,0,0,0,24.00000000,0,0,0,8.92091429,0,0,5.76544000,0,15.88594000,21.33530000,6.73580000,8.00333023,0,7.72455652,0,17.11507500,0,4.58653143,0.60394545,0,0,5.59454118,0,0,0,0,0.00557778,1.25722000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-10,8.79430000,0,11.96426429,0,11.52847500,0,0,0,4.52307500,0,0,0,5.75057778,0.05530000,0,5.37953333,0,12.25344000,4.13523333,6.08332500,4.43651719,0,5.15261067,0,9.36722500,0,9.57169412,1.65676429,0,0,5.69823583,0,0,0,0,0.24165000,1.40323333,2.00530000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-11,16.53847500,0,13.46631667,0,24.00000000,0,0,0,24.00000000,0,0,0,10.63336250,0,0,0,0,12.50215000,4.41325556,0.69690000,3.53193108,0,4.85231176,0,10.21280000,0,12.29102500,7.09262143,0,0,3.74986108,0,0,0,0,5.96313429,0.02690000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-12,9.53950000,0,12.95231667,0,12.72254286,0,0,6.39125000,11.68235000,0,0,0,11.34047333,0,0,1.21920000,0,4.81774444,7.59250000,2.87845000,3.19094773,0,5.69967273,0,15.52556000,0,3.21072727,5.45297000,0,0,3.98853733,0,0,0,0,8.31445741,4.36984000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-13,1.20180000,0,12.25673333,0,13.21718571,0,0,7.32286667,11.18055000,0,0,0,8.77475000,0,0,0.43580000,0,15.81015000,6.90573333,11.99792500,4.74256176,1.25920000,9.75120286,0,15.58610000,0,0.77512857,4.94488529,0,0,3.34735360,0,0,0,0,8.65925208,5.53338000,7.56530000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-14,1.06080000,0,13.42225000,0,14.37690000,0,0,17.24838000,8.33585000,0,0,0,24.00000000,0,0,0,0,15.20715000,9.11583636,14.01073333,4.04198519,19.43360000,8.62293333,0,0.82132000,0,0.14632000,5.60353667,0,0,5.49591525,0,0,0,0,8.56738491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-15,1.08036667,0,8.57910000,0,8.94688750,0,0,12.44125000,24.00000000,0,0,0,8.41048333,0,0,0,0,8.61250000,4.52853684,17.05500000,4.28624000,5.52690000,2.79459487,0,0.64140000,0,0.38504444,7.20722778,0,0,6.28840461,0,0,0,0,6.24583158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-16,0.65420000,0,11.99667000,0,9.92472857,0,0,0,11.50235000,0,0,0,20.40510000,0,0,0,0,17.75445000,9.18298000,0,5.25076429,1.98890000,4.50236111,0,15.55720000,0,1.00649091,3.66119730,0,0,1.98231636,0,0,0,0,6.27256667,0,0,0,0.11920000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-17,1.78723333,0,11.98675000,0,13.62361667,0,0,0,24.00000000,0,0,0,9.37515714,0,0,0,0,14.21810000,9.18873750,0,4.30423902,0,6.12424211,0,24.00000000,0,0.04820000,9.09908077,0.40051667,0.34220000,7.04340446,0,0,0,0.04280000,0.26118000,0,0,0,0.35902727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-18,12.33625000,0,12.72571429,0,5.81781250,0,0,0,10.86030000,0,0,0,24.00000000,0,0,0,0,13.86492500,8.93636923,0,2.68082609,20.33330000,3.70498889,0,10.74583333,0,7.05576667,3.59599286,0.27230000,0,4.93029954,0,0,0,0,2.24553000,0,0,0,0.93777500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-19,11.33122000,0,13.91262000,0,24.00000000,0,0,0,11.99820000,0,0,0,11.99652500,0,0,4.74110000,0,7.05892857,9.47772222,8.45686667,3.82024250,0,4.75673750,0,18.90195000,0,6.82068235,8.90066190,0.48616000,0,4.56457405,0,0,0,0,2.62861053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-20,16.46440000,0,11.05556000,0,12.01218333,0,5.72890000,0,11.22720000,0,0,0,13.17542500,0,0,7.45103333,0,10.40688000,5.35770000,10.99624000,4.57675294,0,3.88150625,0,16.01560000,0,0.82358000,11.63961429,0,0.32110000,6.05460570,0,0,0,0,0.47070000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-21,0,0,12.82222000,0,12.28111667,0,7.21580000,11.82140000,0,0,0,0,11.99292500,0,0,7.00360000,0.03390000,9.34440000,20.83190000,0,6.31040294,6.88625000,5.08866667,0,21.99940000,0,3.16290000,3.14632500,0,0.09250000,8.59918468,0,0,0,0,0.37060000,0,0,0,3.76235000,0,0,0,0,0,0,0,0,0,0,0,4.19890000,0,0,0,0,0,0,0
2015-11-22,0.02750000,0,10.17980000,0,11.37055000,0,0,11.58845000,0,0,0,0,24.00000000,0,0,24.00000000,2.53440000,5.04806667,11.45415000,0,7.92023043,11.33433333,12.72218889,0,8.91430000,0,13.36083333,6.88237143,0,0,7.64439512,0,0,0,0,0,0,0,0,3.39613333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-23,9.62306000,0,11.05850000,0,19.19944000,0,0,21.92470000,0,0,0,0,8.68880000,0,0,22.14335000,11.99710000,19.29390000,11.99555000,0,4.84203158,9.31175000,4.51246250,0,15.94433333,0,2.40133889,2.20302778,0,0,4.08923168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-24,3.91350000,0,12.21488000,0,13.71397143,0,0,12.09420000,0,0,0,0,24.00000000,0,0,8.01540000,7.99740000,18.91110000,3.13772000,15.41555000,2.94426613,24.00000000,7.37009880,0,7.67577500,0,4.50975238,2.29610909,0,0,5.34678776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-25,0,0,0,0,11.75375000,0,0,11.99665000,0,0,0,0,11.99710000,8.77970000,0,10.38384000,11.99845000,24.00000000,0,1.22835000,5.12845000,8.84810000,19.19122714,0,24.00000000,0,3.78488000,2.03231538,0,0,6.85400865,0,0,0,0,0.14515000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-26,0,0,0,0,11.86656250,0,0,11.99820000,0,0,0,0,24.00000000,8.62697000,0,15.99180000,7.99666667,2.04060000,0,0,4.68105122,0,3.16140000,0,10.16970000,5.45981667,2.67980000,1.62153000,0,0,7.35903006,0,0,0,0,0.19410000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-27,0,0,0,0,13.71417143,0,0,7.99740000,0,0,0,0,11.99680000,2.30750000,0,4.79530000,7.99723333,0,0,0,1.62861515,0,4.26418235,0,0,8.59308333,2.09568182,2.35036667,0,0,3.99762014,0,0,0,0,0.47560000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-28,2.82882500,0,0,0,15.96958333,0,0,11.84335000,0,0,0,0,23.96720000,0,0,4.76640000,11.99805000,1.18170000,0,0,5.95230938,1.28570000,6.72235294,0,0,8.10345000,7.46883333,5.96964545,0,0,3.78601893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-29,24.00000000,0,0,0,13.71401429,0,0,11.99820000,0,0,0,0,0,0,0,8.26110000,7.99776667,0,0,0,1.77972381,24.00000000,2.81452593,0,0,4.70250000,10.73925714,2.48434545,0,0,3.69869046,0,0,0,0,0.25810000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-30,10.01444000,0,0,0,15.97698333,0,0,14.79690000,6.65560000,0,0,0,5.68588333,0,0,10.98220000,8.19786667,0,0,8.34570000,1.67085882,0.64035714,4.56434222,1.44016667,0,0,3.57210000,6.13670714,0,0,4.04424930,0,0,0,0,0.45394286,0,0,0,0,0,0,1.34890000,0,0,0,0,0,0.85390000,0,0,0,0,0,0,0,0,0,0
2015-12-01,15.16610000,0,0,0,11.99968750,0,0,0,4.41460000,0,0,0,5.13877143,0,0,17.01445000,8.76375000,0,1.70850000,24.00000000,2.47071333,14.62843333,15.28928103,0,0,0,6.52131818,5.94880000,0,0,4.34660494,0,0,0,0.71468571,0.37250000,0,0,0,0,0,0,1.76500000,0,0,0,0,0,0.45400000,0,0,0,0,0,0,0,0,0,0
2015-12-02,9.82132500,0,0,0,15.99945000,0,0,0,0,0,0,0,8.99778333,0,0,10.54825000,0.29110000,0,0,8.34425000,1.70763913,24.00000000,9.02584487,0,0,0,8.28451667,7.51133810,0,0,5.44387494,0,0,0,0,0,0,0,0,0,0,0,0.72940000,0,0,0,0,0,0.00310000,0,0,0,0,0,0,0,0,0,0
2015-12-03,19.28196667,0,0,0,11.27427500,0,0,0,0,0,0,0,8.73536667,0,0,8.96230000,18.17780000,0,0,8.07860833,1.89162045,8.02686667,16.75119630,0,0,0,5.84338333,5.45624138,0,0,5.80513769,0,0,0,0,0.05595000,0,0,0,0,0,0,2.54330000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-04,16.98420000,1.51915000,1.82950000,0,24.00000000,0,0,0,0,0,0,0,1.45655000,0,0,4.56640000,24.00000000,0.00436667,0,6.13466000,1.94623786,7.59890000,11.92121972,0,0,0,0.46314444,5.77322791,2.00940000,0,5.76884267,0,0,0,0,2.64248125,0,0,0,0,0,0,0.07250000,0,0,0,0,0.57640000,0,0,0,0.29377143,0,0,0,0,0,0,0
2015-12-05,11.77170000,0,10.10155000,0,6.44583333,0,0,0,0,0,0,0,0,0,0,4.30766667,5.82580000,0.02493333,2.74363333,18.01860000,2.30082740,8.05130000,14.37779123,0,0,0,0,10.93211000,0,0,9.01381398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07312500,0,0,0,0,0,0,0
2015-12-06,18.40970000,0,0,0,0.01044000,0,0,0,0,0,0,0,0,0,0,0.75750000,0.07860000,0.07546667,24.00000000,0,1.92396232,10.45080000,10.90735714,0.05627143,0,0,3.14200000,4.63844390,0,0,7.41484552,0,0,0,0,0,0,0,0,0,0,0,0.07310000,0,0,0,0,0,0.00970000,0,0,0.07850000,0,0,0,0,0,0,0
2015-12-07,6.69970000,0,3.68862500,0,10.42714000,0,0,0,0,0,0,0,1.12411667,0,0,3.12360000,0,0.18080000,19.68713333,14.23670000,0.73132348,2.64440000,7.95618700,5.17960000,15.84140000,0,5.42666923,3.24848621,0,0,2.72622849,0,0,0,0,0.00360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37632308,0,0,0,0,0,0,0
2015-12-08,16.26205000,0,13.90987143,0,12.18446667,0,0,0,0,0,2.74140000,0,9.25992500,0,0,3.13514167,0,0,20.29670000,1.85525000,0.75656310,24.00000000,14.13988000,24.00000000,5.95896667,0,2.65692857,3.89706087,0,0,5.50368771,0,0,0,0,0.54434000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33047692,0,0,0,0,0,0,0.00360000
2015-12-09,21.12107500,0,9.63015714,0,6.07750000,0,0,0,0,0,0,0,3.17659091,0,0,5.21411111,0,0.04033333,0,24.00000000,1.60954468,11.69630000,9.10020200,7.35845000,18.88445000,0,5.98820000,6.03519667,0,0,5.11768792,0,0,0,0,0.69132500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17522353,0,0,0,0.13305000,0,0,0
2015-12-10,5.29178000,0,1.57622500,0,11.64167143,0,0,0,0,0,14.98026667,0,5.55792500,0,0,4.38357500,0,0.00363333,0,4.57110000,3.34879718,24.00000000,9.70423137,24.00000000,5.23570000,0,5.86085556,4.36249231,0,0,3.99857642,0,0,0,0,2.67563000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51470000,0,0,0,0,0,0,0
2015-12-11,5.01760000,0,0.05684000,0,12.33852857,0,0,0,0,0,19.28286667,0,11.06890000,0,0,12.21147500,0,0,0,3.63295000,4.28218197,16.42250000,13.39345000,23.05810000,0,0,5.98515000,4.08113125,0,0,4.05950611,0,0,0,0,11.44210000,0,0,0.17860000,1.03420000,0,0,0,0,0,0,0,0,0,0,0,0.18000000,0,0,0,0,0,0,0
